"fiscal_year","system_code","location_code","location_name","beds","managed_by_name","location_type_description","location_category_description","grades_text","grades_final_text","open_date","status_descriptions","primary_building_code","primary_address_line_1","state_code","x_coordinate","y_coordinate","longitude","latitude","community_district","council_district","census_tract","borough_block_lot","nta","nta_name","principal_name","principal_title","principal_phone_number","fax_number","geographical_district_code","administrative_district_code","administrative_district_name","community_school_sup_name","tier_3_support_location_name","tier_3_support_leader_name","tier_2_support_location_name","highschool_network_location","highschool_network_name","highschool_network","community_district_1","police_precinct"
"2020","13K270","K270","P.S. 270 Johann DeKalb","331300010270","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05","1959-07-01T00:00:00.000","Open","K270","241 EMERSON PLACE","NY","995028","191129","-73.961134","40.691275","302","35","19300","3019230001","BK69","Clinton Hill","Alyssa Roye","Principal","718-623-5280","718-622-3370","13","13","COMMUNITY SCHOOL DISTRICT 13","SAMUELS, KAMAR","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 3- Brooklyn North","NULL","NULL","NULL","302","88"
"2020","23K271","K271","I.S. 271 John M. Coleman","332300010271","DOE","General Academic","Junior High-Intermediate-Middle","08,SE","06,07,08","1963-07-01T00:00:00.000","Closed","K137","121 SARATOGA AVENUE","NY","1007234","188006","-73.9171","40.6827","316","41","37300","3015100001","BK79","Ocean Hill","Rosemarie Sinclair","Principal","718-495-7787","718-495-7831","23","23","COMMUNITY SCHOOL DISTRICT 23","Donald Conyers","NULL","NULL","NULL","NULL","NULL","NULL","316","73"
"2020","18K272","K272","P.S. 272 Curtis Estabrook","331800010272","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1957-07-01T00:00:00.000","Open","K272","101-24 SEAVIEW AVENUE","NY","1015787","170842","-73.886373","40.635542","318","46","103400","3083290250","BK50","Canarsie","DAKOTA KEYES","Principal","929-437-5000","929-437-5009","18","18","COMMUNITY SCHOOL DISTRICT 18","WILKINS, BEVERLY","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 3- Brooklyn South","NULL","NULL","NULL","318","69"
"2020","19K273","K273","P.S. 273 Wortman","331900010273","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1952-07-01T00:00:00.000","Open","K273","923 JEROME STREET","NY","1017745","179209","-73.879276","40.6585","305","42","107800","3044010001","BK82","East New York","MELESSA AVERY","Principal","718-649-5739","718-927-2230","19","19","COMMUNITY SCHOOL DISTRICT 19","THOMAS MCBRYDE JR","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 6- Brooklyn North","NULL","NULL","NULL","305","75"
"2020","32K274","K274","P.S. 274 Kosciusko","333200010274","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1961-07-01T00:00:00.000","Open","K274","800 BUSHWICK AVENUE","NY","1004166","192193","-73.92818","40.694179","304","34","39300","3032410037","BK78","Bushwick South","MARITZA OLLIVIERRA JONE","Principal","718-642-5300","718-574-1059","32","32","COMMUNITY SCHOOL DISTRICT 32","GORSKI, SHEILA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 2- Brooklyn North","NULL","NULL","NULL","304","83"
"2020","23K275","K275","IS 275 Thelma J. Hamilton","332300010275","DOE","General Academic","Junior High-Intermediate-Middle","NULL","8","1963-07-01T00:00:00.000","Closed","K275","985 ROCKAWAY AVENUE","NY","1009986","178313","-73.9074","40.6566","316","42","92200","3036360007","BK81","Brownsville","Anthony Shepherd","Principal","718-495-7833","718-495-7836","23","23","COMMUNITY SCHOOL DISTRICT 23","Donald Conyers","NULL","NULL","NULL","NULL","NULL","NULL","316","73"
"2020","18K276","K276","P.S. 276 Louis Marshall","331800010276","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1964-07-01T00:00:00.000","Open","K276","1070 EAST  83 STREET","NY","1009664","170275","-73.908436","40.634005","318","46","99600","3080340001","BK50","Canarsie","Yasmine Fidelia","Principal","718-241-5757","718-241-5560","18","18","COMMUNITY SCHOOL DISTRICT 18","WILKINS, BEVERLY","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 3- Brooklyn South","NULL","NULL","NULL","318","69"
"2020","22K277","K277","P.S. 277 Gerritsen Beach","332200010277","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1953-07-01T00:00:00.000","Open","K277","2529 GERRITSEN AVENUE","NY","1004287","156350","-73.92785","40.595798","318","46","66600","3085900650","BK99","park-cemetery-etc-Brooklyn","Theresa Vlantis","Principal","718-743-6689","718-368-0920","22","22","COMMUNITY SCHOOL DISTRICT 22","BOVE, JULIA","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 6- Brooklyn South","NULL","NULL","NULL","318","61"
"2020","22K278","K278","J.H.S. 278 Marine Park","332200010278","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1957-07-01T00:00:00.000","Open","K278","1925 STUART STREET","NY","1001265","160336","-73.938721","40.606745","315","46","66600","3084960100","BK99","park-cemetery-etc-Brooklyn","Kerri Moser","Principal","718-375-3523","718-998-7324","22","22","COMMUNITY SCHOOL DISTRICT 22","BOVE, JULIA","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 6- Brooklyn South","NULL","NULL","NULL","315","61"
"2020","18K279","K279","P.S. 279 Herman Schreiber","331800010279","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1959-07-01T00:00:00.000","Open","K279","1070 EAST 104 STREET","NY","1014000","173970","-73.892797","40.644134","318","46","98600","3082300001","BK50","Canarsie","LORENZO CHAMBERS","Principal","718-444-4316","718-241-5581","18","18","COMMUNITY SCHOOL DISTRICT 18","WILKINS, BEVERLY","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 3- Brooklyn South","NULL","NULL","NULL","318","69"
"2020","21K280","K280","IS 280 Brooklyn Studio School","332100010280","DOE","General Academic","Junior High-Intermediate-Middle","NULL","06,07,08","1999-07-01T00:00:00.000","Closed","K721","8310 21ST AVENUE","NY","985804","159650","-73.9944","40.6049","311","47","28800","3063290032","BK28","Bensonhurst West","NULL","NULL","718-266-5032","718-266-5093","21","21","COMMUNITY SCHOOL DISTRICT 21","Richard D'Auria","NULL","NULL","NULL","NULL","NULL","NULL","311","62"
"2020","21K281","K281","I.S. 281 Joseph B Cavallaro","332100010281","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1966-07-01T00:00:00.000","Open","K281","8787 24 AVENUE","NY","986037","155923","-73.993565","40.594648","311","47","30400","3068910001","BK29","Bensonhurst East","Maria Bender","Principal","718-996-6706","718-996-4186","21","21","COMMUNITY SCHOOL DISTRICT 21","DIMOLA, ISABEL","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 5- Brooklyn South","NULL","NULL","NULL","311","62"
"2020","13K282","K282","P.S. 282 Park Slope","331300010282","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,08,SE","PK,0K,01,02,03,04,05,06,07,08,SE","1962-07-01T00:00:00.000","Open","K282","180 6 AVENUE","NY","990357","185799","-73.977983","40.676649","306","39","13100","3009500024","BK37","Park Slope-Gowanus","Amy Rodriguez","Principal","718-622-1626","718-622-3471","13","13","COMMUNITY SCHOOL DISTRICT 13","SAMUELS, KAMAR","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 3- Brooklyn North","NULL","NULL","NULL","306","78"
"2020","23K284","K284","The Gregory Jocko Jackson School of Sports, Art, a","332300010284","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,06,07,08","1906-07-01T00:00:00.000","Open","K284","213 OSBORN STREET","NY","1009874","182275","-73.907634","40.666942","316","41","91200","3035440135","BK81","Brownsville","Keva Pitts","Principal","718-495-7791","718-495-7839","23","23","COMMUNITY SCHOOL DISTRICT 23","PATE, MIATHERESA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 7- Brooklyn North","NULL","NULL","NULL","316","73"
"2020","18K285","K285","I.S. 285 Meyer Levin","331800010285","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1954-07-01T00:00:00.000","Open","K285","5909 BEVERLY ROAD","NY","1006232","175304","-73.920784","40.647818","317","45","93600","3047440001","BK96","Rugby-Remsen Village","George Patterson","Principal","718-451-2200","718-228-4118","18","18","COMMUNITY SCHOOL DISTRICT 18","WILKINS, BEVERLY","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 3- Brooklyn South","NULL","NULL","NULL","317","67"
"2020","18K285","K285","I.S. 285 Meyer Levin","331800010285","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1954-07-01T00:00:00.000","Open","K285","5909 BEVERLY ROAD","NY","1006232","175304","-73.920784","40.647818","317","45","93600","3047440001","BK96","Rugby-Remsen Village","George Patterson","Principal","718-451-2200","718-228-4118","18","18","COMMUNITY SCHOOL DISTRICT 18","WILKINS, BEVERLY","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 3- Brooklyn South","NULL","NULL","NULL","317","67"
"2020","13K287","K287","P.S. 287 Bailey K. Ashford","331300010287","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1953-07-01T00:00:00.000","Open","K287","50 NAVY STREET","NY","989485","193525","-73.98112","40.697856","302","35","2300","3001110001","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","MICHELE RAWLINS","Principal","718-834-4745","718-834-6766","13","13","COMMUNITY SCHOOL DISTRICT 13","SAMUELS, KAMAR","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 3- Brooklyn North","NULL","NULL","NULL","302","84"
"2020","21K288","K288","P.S. 288 The Shirley Tanyhill","332100010288","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08","1962-07-01T00:00:00.000","Open","K288","2950 WEST  25 STREET","NY","986363","148411","-73.992393","40.574029","313","47","34200","3070540045","BK21","Seagate-Coney Island","Qadir Dixon","Principal","718-382-2100","718-382-2111","21","21","COMMUNITY SCHOOL DISTRICT 21","DIMOLA, ISABEL","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 5- Brooklyn South","NULL","NULL","NULL","313","60"
"2020","17K289","K289","P.S. 289 George V. Brower","331700010289","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1959-07-01T00:00:00.000","Open","K289","900 ST MARKS AVENUE","NY","1000227","184927","-73.942401","40.674244","308","36","34100","3012290028","BK61","Crown Heights North","MARC MARDY","I.A. Principal","718-493-3824","718-467-3735","17","17","COMMUNITY SCHOOL DISTRICT 17","ELLIS, CLARENCE","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 2- Brooklyn South","NULL","NULL","NULL","308","77"
"2020","19K290","K290","P.S. 290 Juan Morel Campos","331900010290","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1979-07-01T00:00:00.000","Open","K290","135 SCHENCK AVENUE","NY","1014934","186376","-73.889375","40.678182","305","37","119800","3039490018","BK82","East New York","BRIGITTE NEWELL","Principal","718-647-1113","718-827-5842","19","19","COMMUNITY SCHOOL DISTRICT 19","THOMAS MCBRYDE JR","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 6- Brooklyn North","NULL","NULL","NULL","305","75"
"2020","32K291","K291","J.H.S. 291 Roland Hayes","333200010291","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1975-07-01T00:00:00.000","Open","K291","231 PALMETTO STREET","NY","1007760","192814","-73.915217","40.695875","304","37","43300","3033430001","BK77","Bushwick North","Janice Bruce","Principal","718-574-0361","718-574-1360","32","32","COMMUNITY SCHOOL DISTRICT 32","GORSKI, SHEILA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 2- Brooklyn North","NULL","NULL","NULL","304","83"
"2020","19K292","K292","J.H.S. 292 Margaret S. Douglas","331900010292","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1967-07-01T00:00:00.000","Open","K292","301 VERMONT STREET","NY","1013843","183977","-73.893319","40.671601","305","42","114400","3037400001","BK85","East New York (Pennsylvania Ave)","Ahmed Edwards","Principal","718-498-6562","718-345-3327","19","19","COMMUNITY SCHOOL DISTRICT 19","THOMAS MCBRYDE JR","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 6- Brooklyn North","NULL","NULL","NULL","305","75"
"2020","19K292","K292","J.H.S. 292 Margaret S. Douglas","331900010292","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1967-07-01T00:00:00.000","Open","K292","301 VERMONT STREET","NY","1013843","183977","-73.893319","40.671601","305","42","114400","3037400001","BK85","East New York (Pennsylvania Ave)","Ahmed Edwards","Principal","718-498-6562","718-345-3327","19","19","COMMUNITY SCHOOL DISTRICT 19","THOMAS MCBRYDE JR","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 6- Brooklyn North","NULL","NULL","NULL","305","75"
"2020","15K295","K295","P.S. 295","331500010295","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05","1996-10-04T00:00:00.000","Open","K845","330 18 STREET","NY","987373","180026","-73.988743","40.660805","307","38","14700","3008800001","BK32","Sunset Park West","Linda Mazza","Principal","718-965-0390","718-965-0603","15","15","COMMUNITY SCHOOL DISTRICT 15","SKOP, ANITA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 5- Brooklyn North","NULL","NULL","NULL","307","72"
"2020","32K296","K296","I.S. 296 - The Anna Gonzalez Community School","333200010296","DOE","General Academic","Junior High-Intermediate-Middle","08,SE","06,07,08","1961-07-01T00:00:00.000","Closed","K296","125 COVERT STREET","NY","1009046","190182","-73.910589","40.688647","304","37","41300","3034160001","BK78","Bushwick South","EMMANUEL LUBIN","PRINCIPAL","718-574-0288","718-574-1368","32","32","COMMUNITY SCHOOL DISTRICT 32","DRUCK,  LILLIAN","NULL","NULL","NULL","NULL","NULL","NULL","304","83"
"2020","14K297","K297","P.S. 297 Abraham Stockton","331400010297","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1959-07-01T00:00:00.000","Open","K297","700 PARK AVENUE","NY","998623","193354","-73.948166","40.697377","303","36","25700","3017390011","BK75","Bedford","JAMES BROWN","Principal","718-388-4581","718-302-2315","14","14","COMMUNITY SCHOOL DISTRICT 14","WINNICKI, ALICJA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 4- Brooklyn North","NULL","NULL","NULL","303","79"
"2020","23K298","K298","P.S. 298 Dr. Betty Shabazz","332300010298","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1960-07-01T00:00:00.000","Open","K298","85 WATKINS STREET","NY","1009849","183759","-73.907718","40.671015","316","37","90600","3035070007","BK81","Brownsville","Jonathan Dill","Principal","718-495-7793","718-566-8770","23","23","COMMUNITY SCHOOL DISTRICT 23","PATE, MIATHERESA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 7- Brooklyn North","NULL","NULL","NULL","316","73"
"2020","32K299","K299","P.S. 299 Thomas Warren Field","333200010299","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1960-07-01T00:00:00.000","Open","K299","88 WOODBINE STREET","NY","1007018","190948","-73.917899","40.690755","304","34","39900","3033580001","BK78","Bushwick South","CARLEEN MILLER BAILEY","Principal","718-473-8230","718-574-1080","32","32","COMMUNITY SCHOOL DISTRICT 32","GORSKI, SHEILA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 2- Brooklyn North","NULL","NULL","NULL","304","83"
"2020","13K301","K301","Satellite East Middle School","331300010301","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2002-07-01T00:00:00.000","Open","K093","31 NEW YORK AVENUE","NY","999122","186688","-73.946381","40.679079","303","36","24700","3018680007","BK61","Crown Heights North","Juanita Brown","Principal","718-789-4251","718-789-4823","13","13","COMMUNITY SCHOOL DISTRICT 13","SAMUELS, KAMAR","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 3- Brooklyn North","NULL","NULL","NULL","303","79"
"2020","19K302","K302","J.H.S. 302 Rafael Cordero","331900010302","DOE","General Academic","Junior High-Intermediate-Middle","08,SE","06,07,08","1970-07-01T00:00:00.000","Closed","K302","350 LINWOOD STREET","NY","1016367","185988","-73.884211","40.677112","305","37","117000","3039690001","BK82","East New York","Tanya Bryant","I.A. PRINCIPAL","718-647-9500","718-827-3294","19","19","COMMUNITY SCHOOL DISTRICT 19","STALLINGS-HARTE, JOYCE","NULL","NULL","NULL","NULL","NULL","NULL","305","75"
"2020","21K303","K303","I.S. 303 Herbert S. Eisenberg","332100010303","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1965-07-01T00:00:00.000","Open","K303","501 WEST AVENUE","NY","992025","151505","-73.972009","40.582518","313","47","35400","3072500025","BK23","West Brighton","CARMEN AMADOR","Principal","718-996-0100","718-996-3785","21","21","COMMUNITY SCHOOL DISTRICT 21","DIMOLA, ISABEL","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 5- Brooklyn South","NULL","NULL","NULL","313","60"
"2020","21K303","K303","I.S. 303 Herbert S. Eisenberg","332100010303","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1965-07-01T00:00:00.000","Open","K303","501 WEST AVENUE","NY","992025","151505","-73.972009","40.582518","313","47","35400","3072500025","BK23","West Brighton","CARMEN AMADOR","Principal","718-996-0100","718-996-3785","21","21","COMMUNITY SCHOOL DISTRICT 21","DIMOLA, ISABEL","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 5- Brooklyn South","NULL","NULL","NULL","313","60"
"2020","16K304","K304","P.S. 304 Casimir Pulaski","331600010304","DOE","General Academic","Elementary","NULL","0K,01,02,03,04,05","1962-07-01T00:00:00.000","Closed","K304","280 HART STREET","NY","1000665","192153","-73.9408","40.6941","303","36","28100","3017730014","BK35","Stuyvesant Heights","Laverne Robinson","Principal","718-574-2377","718-453-0676","16","16","COMMUNITY SCHOOL DISTRICT 16","Evelyn Santiago","NULL","NULL","NULL","NULL","NULL","NULL","303","79"
"2020","13K305","K305","P.S. 305 Dr. Peter Ray","331300010305","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1962-07-01T00:00:00.000","Open","K305","344 MONROE STREET","NY","999301","189083","-73.94573","40.685653","303","36","26500","3018190014","BK75","Bedford","Pilar Ramos","I.A. Principal","718-789-3962","718-622-3474","13","13","COMMUNITY SCHOOL DISTRICT 13","SAMUELS, KAMAR","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 3- Brooklyn North","NULL","NULL","NULL","303","79"
