"prequalified_vendor_master_trade_code","prequalified_vendor_trade_description","prequalified_vendor_name","prequalified_vendor_address","prequalified_vendor_city_name","prequalified_vendor_state_code","prequalified_vendor_zip_code","prequalified_vendor_phone_number","prequalified_vendor_fax_number","prequalified_vendor_contact_person","prequalified_vendor_minority_business_indicator","prequalified_vendor_women_business_indicator","prequalified_vendor_local_business_indicator","prequalified_vendor_over_million_dollar_revenue_indicator","prequalified_vendor_date"
"02450  ","PILES AND CAISSONS                                                                        ","E.E. CRUZ & COMPANY, INC.","16-16 Whitestone Expressway","Whitestone                    ","NY","11357          ","212-431-3993                  ",,"Joseph F. Sheehan, PE         ","N","N","N","Y","2025-05-19T00:00:00.000"
"02450  ","PILES AND CAISSONS                                                                        ","Gateway Demo/Civil Corp","41 Bethpage Road","Hicksville                    ","NY","11801          ","516-935-1700                  ","516-523-0475   ","Timothy Alex Concannon        ","Y","N","N","Y","2024-07-13T00:00:00.000"
"02450  ","PILES AND CAISSONS                                                                        ","Keller North America, Inc","7550  Teague Road","Hanover                       ","MD","21076          ","410-551-8200                  ",,"Meghan Day                    ","N","N","N","Y","2026-05-25T00:00:00.000"
"02450  ","PILES AND CAISSONS                                                                        ","MACRO ENTERPRISES, LTD.","25 EAST CHESTNUT STREET","MASSAPEQUA                    ","NY","11758          ","516-799-3434                  ",,"Scott Morris                  ","N","N","N","Y","2024-07-23T00:00:00.000"
"02450  ","PILES AND CAISSONS                                                                        ","NEW YORK CONCRETE CORP.","708 Sharrotts Road","STATEN ISLAND                 ","NY","10309          ","718-967-3720                  ",,"DONNA MARIE RUSSO             ","N","N","N","Y","2025-01-25T00:00:00.000"
"02450  ","PILES AND CAISSONS                                                                        ","POSILLICO CIVIL, INC.","1750 NEW HIGHWAY","FARMINGDALE                   ","NY","11735          ","631-249-1872                  ","631-275-7266   ","Jillian Brown                 ","N","N","N","Y","2026-03-09T00:00:00.000"
"02450  ","PILES AND CAISSONS                                                                        ","POSILLICO ENVIRONMENTAL, INC.","1750 New Highway","Farmingdale                   ","NY","11735          ","631-249-1872                  ","631-275-7266   ","Jillian Brown                 ","N","N","N","Y","2026-03-07T00:00:00.000"
"02450  ","PILES AND CAISSONS                                                                        ","Simpson & Brown, Inc.","119 North Ave. W.","Cranford                      ","NJ","07019          ","908-276-2776                  ",,"Ron Vigliotti                 ","N","N","N","Y","2025-07-26T00:00:00.000"
"02450  ","PILES AND CAISSONS                                                                        ","SOIL SOLUTIONS, INC.","110  CHERRY VALLEY AVENUE ","WEST HEMPSTEAD                ","NY","11552          ","516-292-6000                  ",,"Vincent DeJana                ","N","N","N","Y","2024-07-23T00:00:00.000"
"02450  ","PILES AND CAISSONS                                                                        ","Tri-State Groundwater Solutions LLC","55 Harristown Road ","Glen Rock                     ","NJ","07452          ","862-336-9700                  ",,"Sean Xu                       ","Y","N","N","N","2025-04-13T00:00:00.000"
"02450  ","PILES AND CAISSONS                                                                        ","UNDERPINNING & FOUNDATION SKANSKA, INC.","46-36 54TH ROAD","MASPETH                       ","NY","11378          ","718-340-1099                  ","718-340-1000   ","Dijana Latkovic               ","N","N","N","Y","2025-06-01T00:00:00.000"
"02450  ","PILES AND CAISSONS                                                                        ","UNITED DRILLING, INC.","62 Appletree Lane","PLUMSTEADVILLE                ","PA","18949-1169     ","215-766-3745                  ",,"Mr. GARY R NONEMACHER         ","N","N","N","N","2024-04-07T00:00:00.000"
"02500  ","PIPED UTILITY MATERIALS                                                                   ","Bancker Plumbing Corp.","199-02 32nd Avenue","Flushing                      ","NY","11358          ","516-359-4544                  ",,"Phillip M. Beyer              ","N","N","N","N","2026-05-25T00:00:00.000"
"02500  ","PIPED UTILITY MATERIALS                                                                   ","Civetta Mechanical, LLC","732 Garrison Avenue","Bronx                         ","NY","10474          ","917-567-9563                  ","718-880-3884   ","Michael Williams              ","N","N","N","N","2026-07-18T00:00:00.000"
"02510  ","WATER DISTRIBUTION                                                                        ","Akela Contracting LLC","113 Edison Avenue","Mt Vernon                     ","NY","10550          ","914-494-8470                  ","718-328-4900   ","Karine Williams               ","N","Y","N","Y","2025-06-10T00:00:00.000"
"02510  ","WATER DISTRIBUTION                                                                        ","Civetta Mechanical, LLC","732 Garrison Avenue","Bronx                         ","NY","10474          ","917-567-9563                  ","718-880-3884   ","Michael Williams              ","N","N","N","N","2026-07-18T00:00:00.000"
"02510  ","WATER DISTRIBUTION                                                                        ","LAWS Construction Corp","34 Irvington Street","Pleasantville                 ","NY","10570          ","914-741-2100                  ",,"Steven Vescio                 ","N","N","N","Y","2025-01-13T00:00:00.000"
"02510  ","WATER DISTRIBUTION                                                                        ","PHASE 1 GROUP, INC.","59 ENGLEWOOD AVENUE","STATEN ISLAND                 ","NY","10309          ","718-966-7700                  ",,"Gerard Petri                  ","N","N","N","Y","2026-03-09T00:00:00.000"
"02550  ","FUEL DISTRIBUTION                                                                         ","Aventura Construction Corp","1101 Waverly Avenue","Holtsville                    ","NY","11742          ","631-654-0660                  ","516-779-6233   ","Frank DeMeyer                 ","N","N","N","Y","2025-08-26T00:00:00.000"
"02550  ","FUEL DISTRIBUTION                                                                         ","UNITED FUEL SERVICE, LLC","245  RUSELL ST","BROOKLYN                      ","NY","11222          ","718-349-8885                  ","917-209-4001   ","Flor Wieczorek                ","N","N","N","N","2024-04-22T00:00:00.000"
"02600  ","SEWERAGE AND DRAINAGE                                                                     ","AAL Construction Services LLC","1 Oak Point Avenue","Bronx                         ","NY","10474          ","201-621-3090                  ",,"Ayca Ergeneman                ","N","Y","N","Y","2026-03-02T00:00:00.000"
"02600  ","SEWERAGE AND DRAINAGE                                                                     ","Akela Contracting LLC","113 Edison Avenue","Mt Vernon                     ","NY","10550          ","914-494-8470                  ","718-328-4900   ","Karine Williams               ","N","Y","N","Y","2025-06-10T00:00:00.000"
"02600  ","SEWERAGE AND DRAINAGE                                                                     ","AM RESTORATION INC","110-09 101 ave 2r south  richmond hill ","queens                        ","NY","11419          ","347-440-5621                  ","347-440-5621   ","MUHAMMAD ASLAM                ","Y","N","N","N","2025-03-07T00:00:00.000"
"02600  ","SEWERAGE AND DRAINAGE                                                                     ","Apache Environmental & Development LLC","442 Northfield Ave","Staten Island                 ","NY","10303          ","917-584-1973                  ",,"Anthony Albero                ","Y","N","N","Y","2026-02-10T00:00:00.000"
"02600  ","SEWERAGE AND DRAINAGE                                                                     ","BANCKER CONSTRUCTION CORP.","171 Freeman Avenue","Islip                         ","NY","11751          ","631-582-8880                  ","516-359-4544   ","Phillip M. Beyer              ","N","N","N","Y","2025-01-25T00:00:00.000"
"02600  ","SEWERAGE AND DRAINAGE                                                                     ","Bancker Plumbing Corp.","199-02 32nd Avenue","Flushing                      ","NY","11358          ","516-359-4544                  ",,"Phillip M. Beyer              ","N","N","N","N","2026-05-25T00:00:00.000"
"02600  ","SEWERAGE AND DRAINAGE                                                                     ","Civetta Mechanical, LLC","732 Garrison Avenue","Bronx                         ","NY","10474          ","917-567-9563                  ","718-880-3884   ","Michael Williams              ","N","N","N","N","2026-07-18T00:00:00.000"
