"objectid","boroughcode","buildingnumber","streetname","pssite","plantingspaceonstreet","width","length","parkname","parkzone","crossstreet1","crossstreet2","communityboard","sanitationzone","zipcode","citycouncil","statesenate","stateassembly","congressional","physicalid","psstatus","geometry","globalid","createddate","updateddate","jurisdiction","overheadutilities","treeguard","latitude","longitude","census_tract","bin","bbl","nta","location"
"138826","Staten Island","89","TOMPKINS STREET","Street",,,,,,"TOMPKINS AVENUE","QUINN STREET","501.0","5011D","10304.0","49.0","23.0","61.0","11.0","0057197","Empty","POINT (-74.0785261876140311 40.6240287830065796)","4C0F1AA7-2984-487A-9CFC-1FDADD2195AA","2015-03-16 04:00:00.0000000","2016-10-12 16:43:26.0000000",,,,,,,,,,"POINT (-74.07852618761403 40.62402878300658)"
"138827","Staten Island","692","BAY STREET","Street",,,,,,"UNNAMED STREET","DOCK STREET","501.0","5011D","10304.0","49.0","23.0","61.0","11.0","0055644","Populated","POINT (-74.0748855497572407 40.6251355537796783)","08323020-BBC3-4AA6-9D6E-27A12C094C09","2015-03-16 04:00:00.0000000","2016-10-12 19:31:53.0000000",,,,,,,,,,"POINT (-74.07488554975724 40.62513555377968)"
"138828","Staten Island","215","HOWARD AVENUE","Street",,,,,,"ADA PLACE","EDDY STREET","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0049966","Empty","POINT (-74.0885581126733683 40.6252219255283009)","F305EEC9-929E-461F-8552-A4262ABADFB4","2015-03-16 04:00:00.0000000","2018-02-26 10:51:41.0000000",,,,,,,,,,"POINT (-74.08855811267337 40.6252219255283)"
"138829","Staten Island","215","HOWARD AVENUE","Street","3F",,,,,"ADA PLACE","EDDY STREET","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0049966","Empty","POINT (-74.0886105396497356 40.6253891435898424)","E6848AB7-64DA-49C9-AED5-03D5D0AE0F52","2015-03-16 04:00:00.0000000","2019-01-18 18:45:03.0000000",,,,,,,,,,"POINT (-74.08861053964974 40.62538914358984)"
"138830","Staten Island","215","HOWARD AVENUE","Street","1F",,,,,"ADA PLACE","EDDY STREET","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0049966","Populated","POINT (-74.0886232120205648 40.6255124350101724)","F012F57D-4D6E-40B0-89A9-A993B1A30444","2015-03-16 04:00:00.0000000","2017-02-21 10:03:57.0000000",,,,,,,,,,"POINT (-74.08862321202056 40.62551243501017)"
"138831","Staten Island","222","HOWARD AVENUE","Street","3F",,,,,"ADA PLACE","EDDY STREET","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0049966","Populated","POINT (-74.0886514086447505 40.6245960388021103)","7AF2C4E7-7657-48F0-9F1C-6131A82DFBC6","2015-03-16 04:00:00.0000000","2017-02-21 09:48:30.0000000",,,,,,,,,,"POINT (-74.08865140864475 40.62459603880211)"
"138832","Staten Island","222","HOWARD AVENUE","Street","1F",,,,,"ADA PLACE","EDDY STREET","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0049966","Populated","POINT (-74.0886751778083550 40.6248108541882473)","70294ECD-9BBA-4A98-9006-F43E28B4CE1E","2015-03-16 04:00:00.0000000","2017-02-21 09:47:41.0000000",,,,,,,,,,"POINT (-74.08867517780835 40.62481085418825)"
"138833","Queens","131-042","131 STREET","Street",,,,,,"133 AVENUE","131 AVENUE","410.0","4103C","11420.0","28.0","10.0","31.0","5.0","0097296","Empty","POINT (-73.8077598432730611 40.6695920387612091)","3EF43D90-0C7A-451C-B77B-1ED51EB237DF","2015-03-16 04:00:00.0000000","2016-10-25 15:05:26.0000000",,,,"40.669668","-73.807658","818","4255491","4117690021","South Ozone Park","POINT (-73.80775984327306 40.66959203876121)"
"138834","Staten Island","232","HOWARD AVENUE","Street","1F",,,,,"ADA PLACE","EDDY STREET","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0049966","Populated","POINT (-74.0886334724858813 40.6244795722393164)","F060D29F-1AE4-4064-AE5C-A43C28EFEB3E","2015-03-16 04:00:00.0000000","2017-02-21 09:49:02.0000000",,,,,,,,,,"POINT (-74.08863347248588 40.624479572239316)"
"138835","Staten Island","232","HOWARD AVENUE","Street","3F",,,,,"ADA PLACE","EDDY STREET","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0049966","Populated","POINT (-74.0886212539532067 40.6243401628097160)","D8FBEDDD-625B-42D6-9C64-55115D547C1C","2015-03-16 04:00:00.0000000","2017-02-21 09:49:56.0000000",,,,,,,,,,"POINT (-74.0886212539532 40.624340162809716)"
"138836","Brooklyn","7511","COLONIAL ROAD","Street",,,,,,"76 STREET","BAY RIDGE PARKWAY","310.0","3102C","11209.0","43.0","22.0","64.0","11.0","0037208","Populated","POINT (-74.0332272188195901 40.6323267968624720)","DBE0640F-C125-4782-B048-F1B6D57B16D5","2015-03-16 04:00:00.0000000","2016-10-07 15:11:05.0000000",,,,,,,,,,"POINT (-74.03322721881959 40.63232679686247)"
"138837","Queens","131-042","131 STREET","Street",,,,,,"133 AVENUE","131 AVENUE","410.0","4103C","11420.0","28.0","10.0","31.0","5.0","0097296","Empty","POINT (-73.8077606433328981 40.6695914339584803)","7C544FE5-1337-45A4-BBB1-7451855D0041","2015-03-16 04:00:00.0000000",,,,,"40.669668","-73.807658","818","4255491","4117690021","South Ozone Park","POINT (-73.8077606433329 40.66959143395848)"
"138838","Staten Island","17","EDDY STREET","Street",,,,,,"BERTHA PLACE","VICTORY BOULEVARD","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0053924","Populated","POINT (-74.0909826065023793 40.6262690088575127)","23B6AB31-3FFD-48F5-8A77-49613D080944","2015-03-16 04:00:00.0000000",,,,,,,,,,,"POINT (-74.09098260650238 40.62626900885751)"
"138839","Staten Island","11","BERTHA PLACE","Street",,,,,,"THERESA PLACE","EDDY STREET","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0098342","Empty","POINT (-74.0908841897063866 40.6258724951975765)","01B7A122-F718-4291-892A-F100140AA7A7","2015-03-16 04:00:00.0000000","2017-12-01 12:58:35.0000000",,,,,,,,,,"POINT (-74.09088418970639 40.62587249519758)"
"138840","Staten Island","11","BERTHA PLACE","Street",,,,,,"THERESA PLACE","EDDY STREET","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0098342","Populated","POINT (-74.0909590014689883 40.6257646806603319)","88BBC6D6-41A1-475A-9F86-31EA89C3DA1F","2015-03-16 04:00:00.0000000",,,,,,,,,,,"POINT (-74.09095900146899 40.62576468066033)"
"138841","Staten Island","11","BERTHA PLACE","Street",,,,,,"THERESA PLACE","EDDY STREET","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0098342","Populated","POINT (-74.0910018267645256 40.6257056063017927)","82519EB8-845E-4B75-9D7A-1B70B6F455B2","2015-03-16 04:00:00.0000000",,,,,,,,,,,"POINT (-74.09100182676453 40.62570560630179)"
"138842","Staten Island","11","BERTHA PLACE","Street",,,,,,"THERESA PLACE","EDDY STREET","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0098342","Populated","POINT (-74.0909770220259958 40.6260075547273161)","FA9155F6-BD35-432A-9C98-69AFF5D138C3","2015-03-16 04:00:00.0000000",,,,,,,,,,,"POINT (-74.090977022026 40.626007554727316)"
"138843","Staten Island","11","BERTHA PLACE","Street",,,,,,"THERESA PLACE","EDDY STREET","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0098342","Populated","POINT (-74.0910462191875183 40.6259074174138988)","8C5D069D-AC27-4293-A7F0-08991AEBE111","2015-03-16 04:00:00.0000000",,,,,,,,,,,"POINT (-74.09104621918752 40.6259074174139)"
"138844","Staten Island","20","BERTHA PLACE","Street",,,,,,"THERESA PLACE","EDDY STREET","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0098342","Populated","POINT (-74.0912774684108371 40.6255641997079238)","BF4246AA-8409-49E6-8302-D4ED9D325AAB","2015-03-16 04:00:00.0000000","2016-10-17 15:26:37.0000000",,,,,,,,,,"POINT (-74.09127746841084 40.625564199707924)"
"138845","Staten Island","26","BERTHA PLACE","Street",,,,,,"THERESA PLACE","EDDY STREET","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0098342","Populated","POINT (-74.0913691707382753 40.6255215654385822)","D00BAA4F-B7B8-45C9-9625-6CCC4D74E17A","2015-03-16 04:00:00.0000000",,,,,,,,,,,"POINT (-74.09136917073828 40.62552156543858)"
"138846","Staten Island","42","BERTHA PLACE","Street",,,,,,"THERESA PLACE","EDDY STREET","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0098342","Populated","POINT (-74.0916950989839336 40.6251123582747056)","642DF520-DD7A-4A4A-80A3-80EEE8808DF6","2015-03-16 04:00:00.0000000","2016-10-17 15:24:54.0000000",,,,,,,,,,"POINT (-74.09169509898393 40.625112358274706)"
"138847","Staten Island","47","BERTHA PLACE","Street",,,,,,"THERESA PLACE","EDDY STREET","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0098342","Populated","POINT (-74.0916873284627968 40.6249655226808173)","E243157C-6742-4AF4-8C68-4CC8D2A61BBD","2015-03-16 04:00:00.0000000","2016-10-17 14:29:48.0000000",,,,,,,,,,"POINT (-74.0916873284628 40.62496552268082)"
"138848","Staten Island","61","BERTHA PLACE","Street",,,,,,"THERESA PLACE","EDDY STREET","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0098342","Populated","POINT (-74.0921807893427626 40.6243974479115195)","79AB098A-D157-416E-9DCA-3E496E522725","2015-03-16 04:00:00.0000000",,,,,,,,,,,"POINT (-74.09218078934276 40.62439744791152)"
"138849","Staten Island","76","BERTHA PLACE","Street",,,,,,"THERESA PLACE","EDDY STREET","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0098342","Empty","POINT (-74.0924138003526593 40.6243747078030566)","2731188E-0B82-4064-B86A-F294BEEC5994","2015-03-16 04:00:00.0000000",,,,,,,,,,,"POINT (-74.09241380035266 40.62437470780306)"
"138851","Staten Island","22","THERESA PLACE","Street",,,,,,"BERTHA PLACE","BEND","501.0","5011E","10301.0","49.0","23.0","63.0","11.0","0070010","Populated","POINT (-74.0931745935662889 40.6240415232754302)","8A504682-C945-43D8-B80E-233CEFF8063F","2015-03-16 04:00:00.0000000","2016-10-17 16:25:25.0000000",,,,,,,,,,"POINT (-74.09317459356629 40.62404152327543)"
"138852","Brooklyn","1529","DEAN STREET","Street",,,,,,"TROY AVENUE","ALBANY AVENUE","308.0","3082B","11213.0","36.0","25.0","56.0","8.0","0039685","Empty","POINT (-73.9372351677025250 40.6762609047033195)","B38465BF-4CDC-4085-BE46-8CB8726B68B2","2015-03-16 04:00:00.0000000",,,,,,,,,,,"POINT (-73.93723516770253 40.67626090470332)"
"138853","Staten Island","30","THERESA PLACE","Street",,,,,,"BERTHA PLACE","BEND","501.0","5011E","10301.0","49.0","23.0","63.0","11.0","0070010","Populated","POINT (-74.0928767442446343 40.6240774465828665)","EE90733F-168B-414C-8B04-CBD96B205E6C","2015-03-16 04:00:00.0000000",,,,,,,,,,,"POINT (-74.09287674424463 40.62407744658287)"
"138854","Staten Island","33","THERESA PLACE","Street",,,,,,"BERTHA PLACE","BEND","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0070010","Populated","POINT (-74.0927659742905149 40.6242173757446423)","F8975519-237C-4093-AA9A-9D9169B88324","2015-03-16 04:00:00.0000000",,,,,,,,,,,"POINT (-74.09276597429051 40.62421737574464)"
"138855","Staten Island","38","THERESA PLACE","Street",,,,,,"BERTHA PLACE","BEND","501.0","5011E","10301.0","49.0","23.0","63.0","11.0","0070010","Populated","POINT (-74.0925735494223261 40.6241343362012017)","C1A101D2-A6A1-4A7B-AD3C-9F7615D91AE6","2015-03-16 04:00:00.0000000","2016-10-17 16:22:36.0000000",,,,,,,,,,"POINT (-74.09257354942233 40.6241343362012)"
"138856","Staten Island","38","THERESA PLACE","Street",,,,,,"BERTHA PLACE","BEND","501.0","5011E","10301.0","49.0","23.0","63.0","11.0","0070010","Populated","POINT (-74.0925124255373788 40.6241304151761895)","DDEE8070-2ECC-4A06-9C3A-86AAACEFA934","2015-03-16 04:00:00.0000000",,,,,,,,,,,"POINT (-74.09251242553738 40.62413041517619)"
"138859","Staten Island","50","THERESA PLACE","Street",,,,,,"DUNCAN ROAD","BERTHA PLACE","501.0","5011E","10301.0","49.0","23.0","63.0","11.0","0070011","Populated","POINT (-74.0922414455250191 40.6242854334724939)","88B47D50-905A-4403-B0B1-B44748F98EFA","2015-03-16 04:00:00.0000000","2016-10-17 14:26:44.0000000",,,,,,,,,,"POINT (-74.09224144552502 40.624285433472494)"
"138860","Staten Island","56","THERESA PLACE","Street",,,,,,"DUNCAN ROAD","BERTHA PLACE","501.0","5011E","10301.0","49.0","23.0","63.0","11.0","0070011","Empty","POINT (-74.0919612505853422 40.6242177769458692)","D35DAE09-832E-4427-AAF3-5190A134EAC1","2015-03-16 04:00:00.0000000","2015-06-30 11:53:00.0000000",,,,,,,,,,"POINT (-74.09196125058534 40.62421777694587)"
"138861","Staten Island","68","THERESA PLACE","Street",,,,,,"DUNCAN ROAD","BERTHA PLACE","501.0","5011E","10301.0","49.0","23.0","63.0","11.0","0070011","Populated","POINT (-74.0915308998200999 40.6242948070113883)","12FC5B90-8B12-4AB3-ABEE-2554857B7025","2015-03-16 04:00:00.0000000","2016-10-17 16:17:59.0000000",,,,,,,,,,"POINT (-74.0915308998201 40.62429480701139)"
"138862","Staten Island","78","THERESA PLACE","Street",,,,,,"DUNCAN ROAD","BERTHA PLACE","501.0","5011E","10301.0","49.0","23.0","63.0","11.0","0070011","Populated","POINT (-74.0911971603750885 40.6243480861798787)","D79A2C04-1227-4FC5-B1E3-652C14D9E417","2015-03-16 04:00:00.0000000","2018-11-23 16:14:52.0000000",,,,,,,,,,"POINT (-74.09119716037509 40.62434808617988)"
"138863","Brooklyn","1033","47 STREET","Street",,,,,,"FT HAMILTON PARKWAY","10 AVENUE","312.0","3122E","11219.0","39.0","17.0","48.0","10.0","0054897","Populated","POINT (-73.9966045293476213 40.6396161288598137)","E5E11DFE-3591-46EF-B881-0851DCD5569B","2015-03-16 04:00:00.0000000","2016-10-25 14:58:53.0000000",,,,"40.639699","-73.996818","114","3136877","3056200040","Sunset Park (East)-Borough Park (West)","POINT (-73.99660452934762 40.639616128859814)"
"138864","Staten Island","74","DUNCAN ROAD","Street",,,,,,"GRYMES HILL ROAD","BEND","501.0","5011E","10301.0","49.0","23.0","63.0","11.0","0053926","Populated","POINT (-74.0908311355792080 40.6240240936286696)","179F6EFF-55F9-452A-839C-906B48E682F8","2015-03-16 04:00:00.0000000","2016-10-17 15:29:42.0000000",,,,,,,,,,"POINT (-74.09083113557921 40.62402409362867)"
"138865","Staten Island","74","DUNCAN ROAD","Street",,,,,,"GRYMES HILL ROAD","BEND","501.0","5011E","10301.0","49.0","23.0","63.0","11.0","0053926","Populated","POINT (-74.0908700481027012 40.6238954007452691)","3A1FD06D-E23A-4610-9B51-E2F357A6EC98","2015-03-16 04:00:00.0000000","2016-10-17 15:30:41.0000000",,,,,,,,,,"POINT (-74.0908700481027 40.62389540074527)"
"138866","Queens","13-18","CAFFREY AVENUE","Street",,,,,,"GRANDVIEW TERRACE","MOTT AVENUE","414.0","4143C","11691.0","31.0","10.0","23.0","5.0","0016187","Populated","POINT (-73.7481057281885484 40.6007662541200318)","9FFF927A-5640-43FA-B6A2-F2C8A126860A","2015-03-16 04:00:00.0000000","2017-08-23 10:33:44.0000000",,,,,,,,,,"POINT (-73.74810572818855 40.60076625412003)"
"138867","Staten Island","75","DUNCAN ROAD","Street",,,,,,"GRYMES HILL ROAD","BEND","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0053926","Populated","POINT (-74.0907050864150278 40.6238319273179798)","CE3812EC-73EC-4BB2-B3AF-A76EB036251B","2015-03-16 04:00:00.0000000",,,,,,,,,,,"POINT (-74.09070508641503 40.62383192731798)"
"138868","Staten Island","88","DUNCAN ROAD","Street",,,,,,"GRYMES HILL ROAD","BEND","501.0","5011E","10301.0","49.0","23.0","63.0","11.0","0053926","Populated","POINT (-74.0909467681500615 40.6236943143558662)","DDDEABE0-7808-489E-B7F1-D4FD927277D0","2015-03-16 04:00:00.0000000",,,,,,,,,,,"POINT (-74.09094676815006 40.623694314355866)"
"138869","Staten Island","87","DUNCAN ROAD","Street","1 S",,,,,"GRYMES HILL ROAD","BEND","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0053926","Empty","POINT (-74.0907966576034767 40.6235972782268746)","6C95820D-9FC5-48C6-B5FC-887A82A2ABB4","2015-03-16 04:00:00.0000000","2022-12-21 15:07:56.0000000",,,,,,,,,,"POINT (-74.09079665760348 40.623597278226875)"
"138870","Staten Island","104","DUNCAN ROAD","Street",,,,,,"GRETA PLACE","GRYMES HILL ROAD","501.0","5011E","10301.0","49.0","24.0","63.0","11.0","0053929","Populated","POINT (-74.0912557575811803 40.6233404533357714)","33C65754-C69F-446A-8C57-AEE0B130271F","2015-03-16 04:00:00.0000000","2022-08-29 11:06:31.0000000",,,,,,,,,,"POINT (-74.09125575758118 40.62334045333577)"
"138872","Staten Island","88","DUNCAN ROAD","Street",,,,,,"GRYMES HILL ROAD","BEND","501.0","5011E","10301.0","49.0","23.0","63.0","11.0","0053926","Populated","POINT (-74.0909829806430906 40.6235693845026731)","86383399-1F17-480F-8C47-D102E7EF5510","2015-03-16 04:00:00.0000000","2019-06-30 17:03:10.0000000",,,,,,,,,,"POINT (-74.09098298064309 40.62356938450267)"
"138873","Staten Island","121","GRYMES HILL ROAD","Street",,,,,,"DEAD END","BERTHA PLACE","501.0","5011E","10301.0","49.0","23.0","63.0","11.0","0085840","Populated","POINT (-74.0926889694302133 40.6234765120617567)","65ED05B7-CB67-4DE6-90BD-556AED323D90","2015-03-16 04:00:00.0000000",,,,,,,,,,,"POINT (-74.09268896943021 40.62347651206176)"
"138874","Staten Island","120","GRYMES HILL ROAD","Street",,,,,,"DEAD END","BERTHA PLACE","501.0","5011E","10301.0","49.0","23.0","63.0","11.0","0085840","Populated","POINT (-74.0929191721677398 40.6232891148071644)","E2DB097F-52F3-42FD-BF3E-61DB5F13D5D7","2015-03-16 04:00:00.0000000",,,,,,,,,,,"POINT (-74.09291917216774 40.623289114807164)"
"138875","Staten Island","132","GRYMES HILL ROAD","Street",,,,,,"DEAD END","BERTHA PLACE","501.0","5011E","10301.0","49.0","23.0","63.0","11.0","0085840","Populated","POINT (-74.0933437649442936 40.6231698841649163)","7F5341DE-5042-4E19-B5AC-5E6FC244100E","2015-03-16 04:00:00.0000000",,,,,,,,,,,"POINT (-74.0933437649443 40.623169884164916)"
"138876","Brooklyn","1845","49 STREET","Street",,,,,,"DEAD END","18 AVENUE","312.0","3124D","11204.0","44.0","17.0","48.0","10.0","0042837","Populated","POINT (-73.9797458648967989 40.6276192007993586)","4EFC5793-B92A-4654-98E8-25AEE89568C6","2015-03-16 04:00:00.0000000","2018-08-27 16:04:35.0000000",,,,"40.627717","-73.980002","474","3129109","3054500065","Borough Park","POINT (-73.9797458648968 40.62761920079936)"
"138877","Bronx","761","TRINITY AVENUE","Street","Yes","5.0","10.0",,,"EAST  158 STREET","EAST  156 STREET","201.0","2012B","10456.0","17.0","32.0","79.0","15.0","0035959","Populated","POINT (-73.9076221273179215 40.8191937605968462)","8FE0F049-37A6-496B-835A-5C785F1B12B6","2015-03-16 04:00:00.0000000","2016-10-07 19:32:25.0000000",,,,,,,,,,"POINT (-73.90762212731792 40.819193760596846)"
"138878","Queens","1736","GEORGE STREET","Street",,,,,,"SENECA AVENUE","CYPRESS AVENUE","405.0","4052C","11385.0","34.0","12.0","38.0","7.0","0092983","Populated","POINT (-73.9017383809552939 40.6988506509762686)","20A27260-2B60-4AE0-9639-42ED7D54BFD8","2015-03-16 04:00:00.0000000","2018-11-07 18:46:32.0000000",,,,,,,,,,"POINT (-73.9017383809553 40.69885065097627)"
"138880","Queens","75-003","192 STREET","Street",,,,,,"UNION TURNPIKE","75 AVENUE","408.0","4081D","11366.0","23.0","11.0","25.0","6.0","0006620","Empty","POINT (-73.7792804673344023 40.7318661541986913)","42850327-71C5-442B-B7BF-062100BA5A75","2015-03-16 04:00:00.0000000",,,,,"40.731663","-73.779285","1333","4155141","4072080001","Fresh Meadows-Utopia","POINT (-73.7792804673344 40.73186615419869)"
"139222","Staten Island","52","TOMPKINS STREET","Street",,,,,,"QUINN STREET","BROWNELL STREET","501.0","5011D","10304.0","49.0","23.0","61.0","11.0","0057196","Populated","POINT (-74.0775081785599667 40.6243147303241372)","C17C5E92-905D-4A90-8B46-C3C1FE1EAF8B","2015-03-16 04:00:00.0000000","2017-08-04 14:16:11.0000000",,,,,,,,,,"POINT (-74.07750817855997 40.62431473032414)"
"139223","Staten Island","64","TOMPKINS STREET","Street",,,,,,"QUINN STREET","BROWNELL STREET","501.0","5011D","10304.0","49.0","23.0","61.0","11.0","0057196","Populated","POINT (-74.0778590694030470 40.6242114445939322)","C7B88181-0816-4967-A9D2-E6657480AD18","2015-03-16 04:00:00.0000000","2016-10-12 19:59:56.0000000",,,,,,,,,,"POINT (-74.07785906940305 40.62421144459393)"
"139224","Queens","104-63","116 STREET","Street",,,,,,"107 AVENUE","LIBERTY AVENUE","410.0","4102D","11419.0","28.0","10.0","24.0","5.0","0016992","Populated","POINT (-73.8259310900259749 40.6841142366530661)","FC352CAC-17BD-421A-BF0B-8131CBD5CBB3","2015-03-16 04:00:00.0000000","2016-10-26 15:12:21.0000000",,,,"40.685470","-73.826654","104","4204103","4095700046","South Ozone Park","POINT (-73.82593109002597 40.684114236653066)"
"139225","Staten Island","682","BAY STREET","Street",,,,,,"DOCK STREET","BROAD STREET","501.0","5011D","10304.0","49.0","23.0","61.0","11.0","0055645","Empty","POINT (-74.0750364961375567 40.6254261441995155)","7BE4FC40-35FD-42C1-8A0E-735C39280661","2015-03-16 04:00:00.0000000","2021-03-25 13:35:05.0000000",,,,,,,,,,"POINT (-74.07503649613756 40.625426144199515)"
"139226","Staten Island","222","HOWARD AVENUE","Street","2F",,,,,"ADA PLACE","EDDY STREET","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0049966","Populated","POINT (-74.0886620389164392 40.6247058302861745)","D1FC025C-DB2E-4A64-B644-5F2F60889D26","2015-03-16 04:00:00.0000000","2017-02-21 09:48:06.0000000",,,,,,,,,,"POINT (-74.08866203891644 40.624705830286175)"
"139227","Staten Island","20","BERTHA PLACE","Street",,,,,,"THERESA PLACE","EDDY STREET","501.0","5011E","10301.0","49.0","23.0","61.0","11.0","0098342","Populated","POINT (-74.0912094856039545 40.6256907571086074)","415609A8-D843-455E-998C-7967332FB346","2015-03-16 04:00:00.0000000",,,,,,,,,,,"POINT (-74.09120948560395 40.62569075710861)"
