"school_year","opt_code","name","affiliation","site_type","street_address","city","state","zip","longitude","latitude","door_to_door_service","stop_to_school_service","common_carrier_svc_metrocards","site_reimbursement","mid_day_service","d2d_late_day_programs","s2s_late_day_programs"
"2016-2017","03407","M.S.245 COMPUTER SCHOOL I","Public","School","100 WEST 77 STREET","Manhattan","NY","10024","-73.9769090000","40.7807570000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","03408","WEST END DAY SCHOOL","Other Religion","School","255 WEST 71 STREET","Manhattan","NY","10023","-73.9835970000","40.7786570000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","03409","DROPOUT PREVENTION PROG.","Public","Office","122 AMSTERDAM AVENUE","Manhattan","NY","10023","-73.9848420000","40.7743840000","No","No","No","No","No","No","No"
"2016-2017","03417","PARKSIDE SCHOOL","Nonsectarian","School","48-50 WEST 74TH STREET","Manhattan","NY","10023","-73.9764110000","40.7780330000","Yes","No","Yes","No","No","No","No"
"2016-2017","03420","PS 241","Public","School","240 WEST 113TH STREET","Manhattan","NY","10026","-73.9552510000","40.8017460000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","03421","WEST PREP ACADEMY","Public","School","150 WEST 105 STREET","Manhattan","NY","10025","-73.9648380000","40.7990880000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","03422","SISULU CHILDREN'S ACADEMY","Charter","School","125 WEST 115 STREET","Manhattan","NY","10026","-73.9509440000","40.8017540000","No","Yes","Yes","No","No","No","No"
"2016-2017","03423","THE CALHOUN LOWER SCHOOL","Nonsectarian","School","160 WEST 74 STREET","Manhattan","NY","10023","-73.9795050000","40.7793370000","No","Yes","Yes","No","No","No","No"
"2016-2017","03442","M.S.247","Public","School","32 WEST 92 STREET","Manhattan","NY","10025","-73.9676270000","40.7894610000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","03448","P226M @ P076M","Public","School","220 WEST 121 STREET","Manhattan","NY","10027","-73.9511030000","40.8066960000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","03449","THE U.A.SCH FOR GREEN CAREERS","Public","School","145 WEST 84TH STREET","Manhattan","NY","10024","-73.9743860000","40.7857950000","Yes","No","Yes","No","No","No","No"
"2016-2017","03450","THE SPEC MUSIC SCH OF AMERICA","Public","School","129 WEST 67 STREET","Manhattan","NY","10023","-73.9826870000","40.7749810000","No","Yes","Yes","No","No","No","No"
"2016-2017","03452","PS 452","Public","School","100 WEST 77TH STREET","Manhattan","NY","10024","-73.9769090000","40.7807570000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","03455","P226M @ P208M","Public","School","21 WEST 111 ST","Manhattan","NY","10026","-73.9496460000","40.7979320000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","03464","P811M @ P163M","Public","School","163 WEST 97TH STREET","Manhattan","NY","10025","-73.9686460000","40.7943280000","Yes","No","Yes","No","No","No","No"
"2016-2017","03469","FREDERICK DOUGLAS ACAD.II","Public","School","215 WEST 114TH STREET","Manhattan","NY","10026","-73.9541890000","40.8023130000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","03475","P811M @ P149M/HARLEM CHILD","Public","School","34 WEST 118 ST","Manhattan","NY","10026","-73.9467520000","40.8023990000","Yes","No","Yes","No","Yes","Yes","No"
"2016-2017","03480","P811M @ MICKEY MANTLE","Public","School","466 WEST END AVE","Manhattan","NY","10024","-73.9794170000","40.7865780000","Yes","Yes","Yes","No","Yes","Yes","No"
"2016-2017","03481","DEMOCRACY PREP HARLEM-HS","Charter","School","212 WEST 120TH STREET","Manhattan","NY","10027","-73.9513850000","40.8059940000","Yes","No","Yes","No","No","No","No"
"2016-2017","03487","TREVOR DAY SCHOOL","Nonsectarian","School","1 WEST 88 STREET","Manhattan","NY","10024","-73.9687560000","40.7868500000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","03491","P811M INCLUSION @ PS 149","Public","School","34 WEST 118 STREET","Manhattan","NY","10026","-73.9467520000","40.8023990000","Yes","No","Yes","No","No","No","No"
"2016-2017","03492","LAW,ADVOCACY & CRIMINAL JUST.","Public","School","122 AMSTERDAM AVENUE","Manhattan","NY","10023","-73.9848420000","40.7743840000","Yes","No","Yes","No","No","No","No"
"2016-2017","03494","MLK-ART & TECHNOLOGY HS","Public","School","122 AMSTERDAM AVENUE","Manhattan","NY","10023","-73.9848420000","40.7743840000","Yes","No","Yes","No","No","No","No"
"2016-2017","03511","FIORELLO LAGUARDIA HIGH SCHOOL","Public","School","100 AMSTERDAM AVENUE","Manhattan","NY","10023","-73.9853620000","40.7736650000","Yes","No","Yes","No","No","No","No"
"2016-2017","03520","WEST SIDE HS","Public","School","140 WEST 102 STREET","Manhattan","NY","10025","-73.9668730000","40.7974900000","No","No","Yes","No","Yes","No","No"
"2016-2017","03523","SUCCESS ACADEMY UPPER WEST","Charter","School","145 WEST 84TH STREET","Manhattan","NY","10024","-73.9743860000","40.7857950000","No","Yes","Yes","No","No","No","No"
"2016-2017","03545","MAN/HUNTER COLL. HS OF SCIENCE","Public","School","122 AMSTERDAM AVENUE","Manhattan","NY","10023","-73.9848420000","40.7743840000","Yes","No","Yes","No","No","No","No"
"2016-2017","03547","URBAN ASSEMBLY MEDIA HS","Public","School","122 AMSTERDAM AVENUE","Manhattan","NY","10023","-73.9848420000","40.7743840000","Yes","No","Yes","No","No","No","No"
"2016-2017","03566","FRANK MCCOURT HS","Public","School","145 WEST 84TH STREET","Manhattan","NY","10024","-73.9743860000","40.7857950000","Yes","No","Yes","No","No","No","No"
"2016-2017","03579","THE GENEVA SCH OF MANHATTAN","Nonsectarian","School","150 WEST 83RD STREET","Manhattan","NY","10024","-73.9750710000","40.7850620000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","03600","THE STUDIO SCHOOL","Nonsectarian","School","117 WEST 95TH STREET","Manhattan","NY","10025","-73.9687000000","40.7925690000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","03618","THE OPPORTUNITY CHARTER HS","Charter","School","240 WEST 113 STREET","Manhattan","NY","10026","-73.9552510000","40.8017460000","Yes","No","Yes","No","No","No","No"
"2016-2017","03658","THE MANHATTAN CHILDREN'S CTR","Nonsectarian","School","124 WEST 95TH STREET","Manhattan","NY","10025","-73.9689790000","40.7924920000","Yes","No","Yes","No","No","No","No"
"2016-2017","03661","SUCCESS ACADEMY HARLEM WEST MS","Charter","School","215 WEST 114TH STREET","Manhattan","NY","10026","-73.9541890000","40.8023130000","No","Yes","Yes","No","No","No","No"
"2016-2017","03667","PHOENIX HOUSE-IMPACT PROGRAM","Public","School","164 WEST 74TH STREET 3RD FLOOR","Manhattan","NY","10023","-73.9795900000","40.7793720000","No","No","No","No","No","No","No"
"2016-2017","03669","THE ABRAHAM JOSHUA HESCHEL SCH","Yeshiva","School","20 WEST END AVENUE","Manhattan","NY","10023","-73.9898290000","40.7722940000","No","Yes","Yes","No","Yes","No","Yes"
"2016-2017","03673","HARLEM HEBREW LANGUAGE CHARTER","Charter","School","147 ST. NICHOLAS AVENUE","Manhattan","NY","10026","-73.9528510000","40.8045470000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","03675","P138M@ WESTSIDE YMCA @ JHS 54","Public","School","103 WEST 107 STREET","Manhattan","NY","10025","-73.9627770000","40.8001800000","No","No","No","No","No","No","No"
"2016-2017","03686","HARLEM ACADEMY","Nonsectarian","School","1330 FIFTH AVENUE","Manhattan","NY","10026","-73.9486500000","40.7978440000","No","No","Yes","No","No","No","No"
"2016-2017","03687","THE GLOBAL LRNG COLLABORATIVE","Public","School","145 WEST 84TH STREET","Manhattan","NY","10024","-73.9743860000","40.7857950000","Yes","No","Yes","No","No","No","No"
"2016-2017","03688","INNOVATION DIPLOMA PLUS","Public","School","145 WEST 84TH STREET ROOM 421A","Manhattan","NY","10024","-73.9743860000","40.7857950000","No","No","Yes","No","No","No","No"
"2016-2017","03689","THE IDEAL SCH OF MANHATTAN","Nonsectarian","School","314 WEST 91TH STREET","Manhattan","NY","10024","-73.9759750000","40.7921570000","Yes","No","Yes","No","No","No","No"
"2016-2017","03690","SPECIAL MUSIC SCHOOL HS","Public","School","122 AMSTERDAM AVENUE","Manhattan","NY","10023","-73.9848420000","40.7743840000","Yes","No","Yes","No","No","No","No"
"2016-2017","03701","BLESSED SACRAMENT SCHOOL","Parochial","School","147 WEST 70TH STREET","Manhattan","NY","10023","-73.9807450000","40.7766220000","No","No","Yes","No","No","No","No"
"2016-2017","03703","ST GREGORY SCHOOL","Parochial","School","138 WEST 90TH STREET","Manhattan","NY","10024","-73.9710930000","40.7892880000","No","No","Yes","No","Yes","No","No"
"2016-2017","03709","BEIT RABBAN","Yeshiva","School","15 WEST 86TH STREET","Manhattan","NY","10024","-73.9699900000","40.7856660000","No","Yes","Yes","No","Yes","No","Yes"
"2016-2017","03710","MANHATTAN STAR ACADEMY","Nonsectarian","School","180 AMSTERDAM AVENUE","Manhattan","NY","10023","-73.9835280000","40.7761810000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","03713","CATHEDRL SCH OF ST JOHN DIVINE","Nonsectarian","School","1047 AMSTERDAM AVENUE","Manhattan","NY","10025","-73.9630760000","40.8038750000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","03731","RODEPH SHOLOM BRIDGE DIV.","Yeshiva","School","10 WEST 84TH STREET","Manhattan","NY","10024","-73.9709210000","40.7841390000","No","Yes","Yes","No","No","No","No"
"2016-2017","03732","ST  HILDAS & ST HUGHS SCHOOL","Christian","School","619 WEST 114TH STREET","Manhattan","NY","10025","-73.9654100000","40.8070370000","No","Yes","Yes","No","No","No","No"
"2016-2017","03733","METROPOLITAN MONTESSORI SCHOOL","Nonsectarian","School","325 WEST 85 STREET","Manhattan","NY","10024","-73.9791010000","40.7886120000","No","No","Yes","No","No","No","No"
"2016-2017","03736","TRINITY SCHOOL","Nonsectarian","School","139 WEST 91 STREET","Manhattan","NY","10024","-73.9709880000","40.7902510000","No","Yes","Yes","No","No","No","No"
"2016-2017","03737","ASCENSION SCHOOL","Parochial","School","220 WEST 108TH STREET","Manhattan","NY","10025","-73.9656010000","40.8019990000","No","No","Yes","No","Yes","No","No"
"2016-2017","03740","CORPUS CHRISTI SCHOOL","Parochial","School","535 WEST 121ST STREET","Manhattan","NY","10027","-73.9597380000","40.8105310000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","03749","NY FRENCH AMERICAN CHARTER SCH","Charter","School","311 WEST 120TH STREET","Manhattan","NY","10027","-73.9540830000","40.8073250000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","03751","RODEPH SHOLOM ELEM DIV","Yeshiva","School","168 WEST 79 STREET","Manhattan","NY","10024","-73.9773260000","40.7826300000","No","Yes","Yes","No","No","No","No"
"2016-2017","03754","P754X@ Lincoln Center","Public","School","113 West 60th Street","Manhattan","NY","10023","-73.9849120000","40.7701990000","No","No","No","No","No","No","No"
"2016-2017","03470","AHRC ELEM/CENTRAL PARK","Other Religion","School","15 WEST 65 STREET","Manhattan","NY","10023","-73.9798600000","40.7721580000","No","No","No","No","No","No","No"
"2016-2017","03474","P811M @ P075M","Public","School","735 WEST END AVENUE","Manhattan","NY","10025","-73.9733820000","40.7951920000","Yes","No","Yes","No","No","No","No"
"2016-2017","03517","M.S.243 CENTER SCHOOL","Public","School","100 WEST 84TH STREET","Manhattan","NY","10024","-73.9736130000","40.7852750000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","03755","YESHIVA KETANA OF MANHATTAN","Yeshiva","School","346 WEST 89 STREET","Manhattan","NY","10024","-73.9775470000","40.7911810000","No","Yes","Yes","No","Yes","No","Yes"
"2016-2017","03785","MANHATTAN DAY SCHOOL","Yeshiva","School","310 WEST 75TH STREET","Manhattan","NY","10023","-73.9834850000","40.7818440000","Yes","Yes","Yes","No","Yes","No","Yes"
"2016-2017","03802","GUILD SCH JGB EDUCATION SERVIC","Nonsectarian","School","15 WEST 65TH STREET","Manhattan","NY","10023","-73.9798600000","40.7721580000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","03807","BANK STREET SCHOOL","Nonsectarian","School","610 WEST 112TH STREET","Manhattan","NY","10025","-73.9662400000","40.8055560000","No","No","Yes","No","No","No","No"
"2016-2017","03809","CALHOUN SCHOOL","Nonsectarian","School","433 WEST END AVENUE","Manhattan","NY","10024","-73.9804680000","40.7854730000","No","Yes","Yes","No","No","No","No"
"2016-2017","03811","DWIGHT SCHOOL-RIVERSIDE CAMPUS","Nonsectarian","School","433 WEST 66TH STREET","Manhattan","NY","10023","-73.9887800000","40.7767740000","No","No","Yes","No","Yes","No","No"
"2016-2017","03812","COLLEGIATE SCHOOL (UPPER)","Nonsectarian","School","260 WEST 78TH STREET","Manhattan","NY","10024","-73.9809920000","40.7832830000","No","No","Yes","No","No","No","No"
"2016-2017","03813","COLUMBIA GRAMMAR & PREP SCH","Nonsectarian","School","5 WEST 93RD STREET","Manhattan","NY","10025","-73.9665210000","40.7900110000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","03814","THE DWIGHT SCHOOL","Nonsectarian","School","18 WEST 89TH STREET","Manhattan","NY","10024","-73.9687190000","40.7874590000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","03815","COLLEGIATE SCHOOL (MIDDLE)","Nonsectarian","School","260 WEST 78TH STREET","Manhattan","NY","10024","-73.9809920000","40.7832830000","No","No","Yes","No","No","No","No"
"2016-2017","03816","COLLEGIATE SCHOOL (LOWER)","Nonsectarian","School","262 WEST 78TH STREET","Manhattan","NY","10024","-73.9810250000","40.7832970000","No","Yes","Yes","No","No","No","No"
"2016-2017","03820","ETHICAL CULTURE SCHOOL","Nonsectarian","School","33 CENTRAL PARK WEST","Manhattan","NY","10023","-73.9800640000","40.7707700000","No","Yes","Yes","No","No","No","No"
"2016-2017","03823","PROF. CHILDREN'S SCHOOL","Nonsectarian","School","132 WEST 60TH STREET","Manhattan","NY","10023","-73.9854160000","40.7702200000","No","No","Yes","No","No","No","No"
"2016-2017","03825","STEPHEN GAYNOR SCHOOL","Nonsectarian","School","148 West 90th street","Manhattan","NY","10024","-73.9712170000","40.7893390000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","03827","WESTSIDE MONTESSORI","Nonsectarian","School","309 WEST 92ND STREET","Manhattan","NY","10025","-73.9753200000","40.7928970000","No","No","No","No","No","No","No"
"2016-2017","03829","ALEXANDER ROBERTSON SCH","Nonsectarian","School","3 WEST 95TH STREET","Manhattan","NY","10025","-73.9655770000","40.7912550000","No","No","Yes","No","No","No","No"
"2016-2017","03830","STEPHEN GAYNOR SCHOOL","Nonsectarian","School","175 WEST 89TH STREET","Manhattan","NY","10024","-73.9726140000","40.7892940000","Yes","No","Yes","No","No","No","No"
"2016-2017","03841","ROBERT L. STEVENSON SCHOOL","Nonsectarian","School","24 WEST 74TH STREET","Manhattan","NY","10023","-73.9759290000","40.7778290000","Yes","No","Yes","No","No","No","No"
"2016-2017","03850","YORK PREPARATORY SCHOOL","Nonsectarian","School","40 WEST 68 STREET","Manhattan","NY","10023","-73.9790700000","40.7740840000","Yes","No","Yes","No","No","No","No"
"2016-2017","03852","M.S.250","Public","School","735 WEST END AVENUE","Manhattan","NY","10025","-73.9733820000","40.7951920000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","03853","MANHATTAN SCHOOL FOR CHILDREN","Public","School","154 WEST 93 STREET","Manhattan","NY","10025","-73.9704890000","40.7914890000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","03856","M.S.256","Public","School","154 WEST 93 STREET","Manhattan","NY","10025","-73.9704890000","40.7914890000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","03858","M.S.258","Public","School","154 WEST 93 STREET","Manhattan","NY","10025","-73.9704890000","40.7914890000","Yes","Yes","Yes","No","No","No","No"
"2017-2018","01080","MANHATTAN CHARTER SCH II","Charter","School","220 HENRY STREET","Manhattan","NY","10002","-73.9863310000","40.7136080000","Yes","Yes","Yes","No","Yes","No","No"
"2017-2018","01110","PS 110","Public","School","285 DELANCEY STREET","Manhattan","NY","10002","-73.9799580000","40.7155360000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","03861","SOLOMON SCHECTER SCH.OF MAN.","Yeshiva","School","805 COLUMBUS AVENUE","Manhattan","NY","10025","-73.9658900000","40.7949240000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","03862","MOTT HALL II  (MS 862)","Public","School","234 WEST 109TH STREET","Manhattan","NY","10025","-73.9654240000","40.8027500000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","03864","FUTURE LEADERS INSTITUTE","Charter","School","134 WEST 122 ST","Manhattan","NY","10027","-73.9480560000","40.8062300000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","03867","THE SCH AT COLUMBIA UNIVERSITY","Nonsectarian","School","556 WEST 110 STREET","Manhattan","NY","10025","-73.9654200000","40.8035300000","No","Yes","Yes","No","No","No","No"
"2016-2017","03888","AMER.MUSEUM OF NATURAL HISTORY","Nonsectarian","Office","79TH STREET CENTRAL PARK WEST","Manhattan","NY","10024","-73.9727450000","40.7807910000","No","No","No","No","No","No","No"
"2016-2017","03895","MANDELL SCHOOL","Nonsectarian","School","795 COLUMBUS AVENUE","Manhattan","NY","10025","-73.9660450000","40.7947110000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","03896","INTER ACAD OF HOPE  (I HOPE)","Nonsectarian","School","101 WEST 116TH STREET","Manhattan","NY","10026","-73.9500930000","40.8022940000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","03910","THE GATEWAY SCHOOL OF NY","Nonsectarian","School","211 WEST 61 STREET","Manhattan","NY","10023","-73.9872670000","40.7720060000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","03931","THE SMITH SCHOOL","Nonsectarian","School","131 WEST 86TH STREET 9TH FLOOR","Manhattan","NY","10024","-73.9731430000","40.7869930000","Yes","No","Yes","No","No","No","No"
"2016-2017","03973","RE-START @ CARE ST LUKES","Public","School","411 WEST 114TH STREET","Manhattan","NY","10025","-73.9604460000","40.8049570000","Yes","No","Yes","No","No","No","No"
"2016-2017","04000","DISTRICT OFFICE #4","Public","Office","160 EAST 120TH STREET  ROOM 403","Manhattan","NY","10035","-73.9390070000","40.8007770000","No","No","No","No","No","No","No"
"2016-2017","04002","P811M @ J275","Public","School","260 PLEASANT AVENUE","Manhattan","NY","10029","-73.9339420000","40.7938170000","Yes","No","Yes","No","No","No","No"
