"eventid","eventtype","startdatetime","enddatetime","enteredon","eventagency","parkingheld","borough","communityboard_s","policeprecinct_s","category","subcategoryname","country","zipcode_s"
"713638","Shooting Permit","2023-05-05T08:00:00.000","2023-05-05T22:00:00.000","2023-05-03T10:06:24.000","Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between MOULTRIE STREET and RUSSELL STREET,  MESEROLE AVENUE between RUSSELL STREET and NORTH HENRY STREET,  HUMBOLDT STREET between MESEROLE AVENUE and NORMAN AVENUE,  RUSSELL STREET between MESEROLE AVENUE and NORMAN AVENUE,  RUSSELL STREET between CALYER STREET and MESEROLE AVENUE,  NORTH HENRY STREET between MESEROLE AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE","Brooklyn","1","94","Film","Feature","United States of America","11222"
"713623","Shooting Permit","2023-05-04T06:00:00.000","2023-05-04T23:00:00.000","2023-05-03T09:25:24.000","Mayor's Office of Film, Theatre & Broadcasting","STARR AVENUE between VAN DAM STREET and BORDEN AVENUE,  STARR AVENUE between VAN DAM STREET and 34 STREET,  REVIEW AVENUE between 35 STREET and 29 STREET","Queens","2","108","Television","Episodic series","United States of America","11101"
"713552","Shooting Permit","2023-05-08T04:00:00.000","2023-05-08T12:00:00.000","2023-05-02T18:44:59.000","Mayor's Office of Film, Theatre & Broadcasting","EVERIT STREET between DOUGHTY STREET and OLD FULTON STREET,  COLUMBIA HEIGHTS between DOUGHTY STREET and VINE STREET,  OLD FULTON STREET between EVERIT STREET and HICKS STREET","Brooklyn","2","84","Film","Feature","United States of America","11201"
"713548","Shooting Permit","2023-05-05T12:00:00.000","2023-05-06T03:00:00.000","2023-05-02T18:18:01.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   26 STREET between 12 AVENUE and 11 AVENUE,  12 AVENUE between WEST   27 STREET and WEST   26 STREET,  11 AVENUE between WEST   25 STREET and WEST   26 STREET,  11 AVENUE between WEST   26 STREET and WEST   27 STREET,  11 AVENUE between WEST   27 STREET and WEST   28 STREET,  WEST   27 STREET between 11 AVENUE and 10 AVENUE,  WEST   26 STREET between 11 AVENUE and 10 AVENUE,  WEST   25 STREET between 11 AVENUE and 10 AVENUE,  10 AVENUE between WEST   24 STREET and WEST   26 STREET,  FRANKLIN STREET between HUDSON STREET and VARICK STREET,  HUDSON STREET between BEACH STREET and NORTH MOORE STREET,  HUDSON STREET between NORTH MOORE STREET and FRANKLIN STREET,  HUDSON STREET between LEONARD STREET and THOMAS STREET,  LEONARD STREET between HUDSON STREET and WEST BROADWAY,  VARICK STREET between FRANKLIN STREET and WEST BROADWAY,  LEONARD STREET between WEST BROADWAY and CHURCH STREET,  WEST STREET between NORTH MOORE STREET and HARRISON STREET,  HARRISON STREET between WEST STREET and GREENWICH STREET,  GREENWICH STREET between HARRISON STREET and NORTH MOORE STREET","Manhattan","1, 4","1, 10","Television","Episodic series","United States of America","10001, 10013"
"713547","Shooting Permit","2023-05-06T04:00:00.000","2023-05-06T20:00:00.000","2023-05-02T18:16:04.000","Mayor's Office of Film, Theatre & Broadcasting","BOWERY between DELANCEY STREET and BROOME STREET,  BOWERY between BROOME STREET and GRAND STREET,  BOWERY between HESTER STREET and GRAND STREET,  CHRYSTIE STREET between BROOME STREET and HESTER STREET,  EAST   49 STREET between PARK AVENUE and LEXINGTON AVENUE,  EAST   48 STREET between PARK AVENUE and LEXINGTON AVENUE,  EAST   68 STREET between 5 AVENUE and MADISON AVENUE,  MADISON AVENUE between EAST   68 STREET and EAST   69 STREET,  MADISON AVENUE between EAST   71 STREET and EAST   72 STREET","Manhattan","2, 3, 5, 8","18, 19, 5","Film","Feature","United States of America","10002, 10012, 10013, 10017, 10021, 10022, 10065, 10152"
"713542","Shooting Permit","2023-05-15T06:00:00.000","2023-05-15T21:00:00.000","2023-05-02T17:49:04.000","Mayor's Office of Film, Theatre & Broadcasting","GREENWICH STREET between VESTRY STREET and LAIGHT STREET,  VESTRY STREET between GREENWICH STREET and WASHINGTON STREET","Manhattan","1, 2, 6","1, 17","Still Photography","Not Applicable","United States of America","10013, 10022"
"713511","Theater Load in and Load Outs","2023-05-08T00:01:00.000","2023-05-09T23:59:00.000","2023-05-02T16:34:17.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   31 STREET between 7 AVENUE and 8 AVENUE,  8 AVENUE between WEST   31 STREET and WEST   33 STREET,  WEST   33 STREET between 8 AVENUE and 9 AVENUE","Manhattan","4, 5","14","Theater","Theater","United States of America","10001, 10121"
"713417","Shooting Permit","2023-05-08T09:00:00.000","2023-05-08T23:00:00.000","2023-05-02T14:42:46.000","Mayor's Office of Film, Theatre & Broadcasting","JAVA STREET between WEST STREET and DEAD END,  KENT STREET between WEST STREET and DEAD END,  WEST   26 STREET between 12 AVENUE and 11 AVENUE,  12 AVENUE between WEST   27 STREET and WEST   26 STREET,  11 AVENUE between WEST   25 STREET and WEST   26 STREET,  11 AVENUE between WEST   26 STREET and WEST   27 STREET,  11 AVENUE between WEST   27 STREET and WEST   28 STREET,  WEST   27 STREET between 11 AVENUE and 10 AVENUE,  WEST   26 STREET between 11 AVENUE and 10 AVENUE,  WEST   25 STREET between 11 AVENUE and 10 AVENUE,  10 AVENUE between WEST   24 STREET and WEST   26 STREET","Brooklyn","1, 4","10, 94","Television","Episodic series","United States of America","10001, 11222"
"713405","Shooting Permit","2023-05-04T10:00:00.000","2023-05-05T03:00:00.000","2023-05-02T14:17:36.000","Mayor's Office of Film, Theatre & Broadcasting","CRESCENT STREET between 21 AVENUE and DITMARS BOULEVARD,  21 AVENUE between CRESCENT STREET and 27 STREET,  21 STREET between 22 DRIVE and 22 ROAD,  21 STREET between 22 ROAD and 21 DRIVE,  21 STREET between 23 AVENUE and 22 DRIVE,  22 DRIVE between 19 STREET and 23 STREET","Queens","1","114","Television","Episodic series","United States of America","11105"
"713364","Shooting Permit","2023-05-04T08:00:00.000","2023-05-04T23:00:00.000","2023-05-02T13:08:00.000","Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between MOULTRIE STREET and RUSSELL STREET,  MESEROLE AVENUE between RUSSELL STREET and NORTH HENRY STREET,  HUMBOLDT STREET between MESEROLE AVENUE and NORMAN AVENUE,  RUSSELL STREET between MESEROLE AVENUE and NORMAN AVENUE,  RUSSELL STREET between CALYER STREET and MESEROLE AVENUE,  NORTH HENRY STREET between MESEROLE AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE","Brooklyn","1, 2","108, 94","Film","Feature","United States of America","11101, 11222"
"713316","Shooting Permit","2023-05-05T12:00:00.000","2023-05-06T03:00:00.000","2023-05-02T12:04:20.000","Mayor's Office of Film, Theatre & Broadcasting","JAVA STREET between WEST STREET and DEAD END,  KENT STREET between WEST STREET and DEAD END","Brooklyn","1","94","Television","Episodic series","United States of America","11222"
"713282","Shooting Permit","2023-05-06T07:00:00.000","2023-05-06T21:00:00.000","2023-05-02T10:51:08.000","Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between DIAMOND STREET and JEWEL STREET,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  DIAMOND STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between JEWEL STREET and MOULTRIE STREET,  CALYER STREET between DIAMOND STREET and JEWEL STREET","Brooklyn","1","94","Television","Cable-episodic","United States of America","11222"
"713279","Shooting Permit","2023-05-06T06:00:00.000","2023-05-06T21:00:00.000","2023-05-02T10:40:31.000","Mayor's Office of Film, Theatre & Broadcasting","1 AVENUE between EAST   57 STREET and EAST   59 STREET,  27TH STREET between QUEENS PLAZA SOUTH and 42ND ROUND,  22ND STREET between QUEENS PLAZA SOUTH and 43RD AVENUE","Manhattan","2, 6, 8","108, 114, 17, 19","Commercial","Commercial","United States of America","10022, 10044, 10065, 11101"
"713276","Shooting Permit","2023-05-09T06:00:00.000","2023-05-09T20:00:00.000","2023-05-02T10:37:16.000","Mayor's Office of Film, Theatre & Broadcasting","EAST    1 STREET between BOWERY and 2 AVENUE,  2 AVENUE between EAST    1 STREET and EAST HOUSTON STREET","Manhattan","3","9","Commercial","Commercial","United States of America","10003"
"713262","Shooting Permit","2023-05-05T06:00:00.000","2023-05-05T20:00:00.000","2023-05-02T10:14:23.000","Mayor's Office of Film, Theatre & Broadcasting","RICHARDS STREET between PIONEER STREET and WOLCOTT STREET,  DWIGHT STREET between VERONA STREET and PIONEER STREET,  VAN DYKE STREET between RICHARDS STREET and OTSEGO STREET,  DWIGHT STREET between BEARD STREET and VAN DYKE STREET,  DWIGHT STREET between COFFEY STREET and VAN DYKE STREET","Brooklyn","6","76","Commercial","Commercial","United States of America","11231"
"713241","Rigging Permit","2023-05-08T07:00:00.000","2023-05-08T19:00:00.000","2023-05-02T09:37:00.000","Mayor's Office of Film, Theatre & Broadcasting","12 AVENUE between WEST  133 STREET and WEST  135 STREET","Manhattan","9","30","Television","Episodic series","United States of America","10027, 10031"
"713240","Rigging Permit","2023-05-06T07:00:00.000","2023-05-06T19:00:00.000","2023-05-02T09:36:44.000","Mayor's Office of Film, Theatre & Broadcasting","12 AVENUE between WEST  133 STREET and WEST  135 STREET","Manhattan","9","30","Television","Episodic series","United States of America","10027, 10031"
"713234","Shooting Permit","2023-05-03T07:00:00.000","2023-05-03T23:00:00.000","2023-05-02T09:17:49.000","Mayor's Office of Film, Theatre & Broadcasting","NORTH HENRY STREET between GREENPOINT AVENUE and MESEROLE AVENUE,  RUSSELL STREET between GREENPOINT AVENUE and CALYER STREET","Brooklyn","1","94","Television","Episodic series","United States of America","11222"
"713228","Shooting Permit","2023-05-08T10:00:00.000","2023-05-09T00:00:00.000","2023-05-02T08:55:07.000","Mayor's Office of Film, Theatre & Broadcasting","EAST   52 STREET between PARK AVENUE and LEXINGTON AVENUE,  EAST   53 STREET between PARK AVENUE and LEXINGTON AVENUE,  PARK AVENUE between EAST   53 STREET and EAST   52 STREET,  PARK AVENUE between EAST   52 STREET and EAST   51 STREET,  EAST   41 STREET between PARK AVENUE and LEXINGTON AVENUE","Manhattan","5, 8","14, 18, 19","Film","Feature","United States of America","10017, 10021, 10022, 10075, 10152, 10167, 10171, 10172, 10177"
"713219","Shooting Permit","2023-05-04T06:00:00.000","2023-05-04T21:00:00.000","2023-05-01T23:44:02.000","Mayor's Office of Film, Theatre & Broadcasting","GREENWICH STREET between CANAL STREET and WATTS STREET,  GREENWICH STREET between WATTS STREET and DEBROSSES STREET,  DEBROSSES STREET between GREENWICH STREET and HUDSON STREET","Manhattan","1","1","Still Photography","Not Applicable","United States of America","10013"
"713137","Shooting Permit","2023-05-04T06:00:00.000","2023-05-04T17:00:00.000","2023-05-01T17:06:50.000","Mayor's Office of Film, Theatre & Broadcasting","VINE STREET between COLUMBIA HEIGHTS and MCKENNY STREET,  WEST   45 STREET between BROADWAY and 8 AVENUE","Manhattan","2, 5","14, 18, 84","Still Photography","Not Applicable","United States of America","10019, 10036, 11201"
"713106","Shooting Permit","2023-05-04T07:00:00.000","2023-05-04T23:00:00.000","2023-05-01T16:21:52.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   55 STREET between 7 AVENUE and 6 AVENUE,  WEST   54 STREET between 7 AVENUE and 6 AVENUE,  7 AVENUE between WEST   54 STREET and WEST   53 STREET","Manhattan","5","18","Film","Feature","United States of America","10019"
"713103","Shooting Permit","2023-05-10T06:30:00.000","2023-05-10T19:00:00.000","2023-05-01T16:18:56.000","Mayor's Office of Film, Theatre & Broadcasting","KENT AVENUE between MYRTLE AVENUE and WILLOUGHBY AVENUE","Brooklyn","3","79","Commercial","Commercial","United States of America","11205"
"713097","Shooting Permit","2023-05-03T06:00:00.000","2023-05-03T22:00:00.000","2023-05-01T16:15:30.000","Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between MOULTRIE STREET and RUSSELL STREET,  MESEROLE AVENUE between RUSSELL STREET and NORTH HENRY STREET,  HUMBOLDT STREET between MESEROLE AVENUE and NORMAN AVENUE,  RUSSELL STREET between MESEROLE AVENUE and NORMAN AVENUE,  RUSSELL STREET between CALYER STREET and MESEROLE AVENUE,  NORTH HENRY STREET between MESEROLE AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE","Brooklyn","1","94","Film","Feature","United States of America","11222"
"713094","Shooting Permit","2023-05-05T09:00:00.000","2023-05-05T23:59:00.000","2023-05-01T16:14:04.000","Mayor's Office of Film, Theatre & Broadcasting","MADISON AVENUE between EAST   75 STREET and EAST   76 STREET,  EAST   76 STREET between MADISON AVENUE and PARK AVENUE,  EAST   75 STREET between PARK AVENUE and MADISON AVENUE,  WEST   55 STREET between 6 AVENUE and 7 AVENUE,  WEST 54 STREET between 6 AVENUE and 7 AVENUE,  7 AVENUE between WEST   54 STREET and WEST   55 STREET,  EAST   52 STREET between PARK AVENUE and LEXINGTON AVENUE,  PARK AVENUE between EAST   73 STREET and EAST   74 STREET","Manhattan","5, 8","18, 19","Film","Feature","United States of America","10019, 10021, 10022, 10075, 10152"
"713077","Shooting Permit","2023-05-04T00:00:00.000","2023-05-04T20:00:00.000","2023-05-01T15:44:10.000","Mayor's Office of Film, Theatre & Broadcasting","HICKS STREET between HUNTINGTON STREET and WEST    9 STREET","Brooklyn","6","76","Commercial","Commercial","United States of America","11231"
"713051","Shooting Permit","2023-05-04T07:00:00.000","2023-05-04T19:00:00.000","2023-05-01T14:52:20.000","Mayor's Office of Film, Theatre & Broadcasting","Lafayette Ave between S Portland Ave and S Elliott Pl,  LAFAYETTE AVENUE between SOUTH ELLIOTT PLACE and FT GREENE PLACE","Brooklyn","2","88","Commercial","Commercial","United States of America","11217, 11238"
"713050","Shooting Permit","2023-05-07T02:00:00.000","2023-05-07T18:00:00.000","2023-05-01T14:51:01.000","Mayor's Office of Film, Theatre & Broadcasting","DIVISION STREET between MARKET STREET and BOWERY,  EAST   51 STREET between PARK AVENUE and LEXINGTON AVENUE,  WEST   30 STREET between 10 AVENUE and 11 AVENUE","Brooklyn","2, 3, 4, 5, 6, 8","10, 17, 18, 19, 5, 7, 84","Commercial","Commercial","United States of America","10001, 10002, 10017, 10022, 10065, 10152, 11201"
"713032","Theater Load in and Load Outs","2023-05-08T00:01:00.000","2023-05-09T23:59:00.000","2023-05-01T14:09:40.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   55 STREET between 11 AVENUE and 12 AVENUE,  WEST   56 STREET between 11 AVENUE and 12 AVENUE,  11 AVENUE between WEST   55 STREET and WEST   56 STREET","Manhattan","4","18","Theater","Theater","United States of America","10019"
"713026","Shooting Permit","2023-05-07T06:00:00.000","2023-05-07T20:00:00.000","2023-05-01T14:00:01.000","Mayor's Office of Film, Theatre & Broadcasting","MADISON AVENUE between EAST   70 STREET and EAST   71 STREET,  MADISON AVENUE between EAST   72 STREET and EAST   73 STREET,  EAST   73 STREET between 5 AVENUE and MADISON AVENUE","Manhattan","64, 8","19, 22","Film","Feature","United States of America","10021"
"713022","Theater Load in and Load Outs","2023-05-13T00:01:00.000","2023-05-27T13:00:00.000","2023-05-01T13:56:08.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   62 STREET between AMSTERDAM AVENUE and COLUMBUS AVENUE","Manhattan","7","20","Theater","Theater","United States of America","10023"
"713005","Theater Load in and Load Outs","2023-05-25T00:01:00.000","2023-05-27T06:00:00.000","2023-05-01T13:19:48.000","Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   62 STREET and WEST   66 STREET","Manhattan","7","20","Theater","Theater","United States of America","10023"
"713000","Theater Load in and Load Outs","2023-05-14T00:01:00.000","2023-05-21T06:00:00.000","2023-05-01T13:17:03.000","Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   62 STREET and WEST   66 STREET","Manhattan","7","20","Theater","Theater","United States of America","10023"
"712998","Theater Load in and Load Outs","2023-05-11T00:01:00.000","2023-05-12T06:00:00.000","2023-05-01T13:11:36.000","Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   62 STREET and WEST   66 STREET","Manhattan","7","20","Theater","Theater","United States of America","10023"
"712984","Shooting Permit","2023-05-03T18:00:00.000","2023-05-04T00:00:00.000","2023-05-01T12:37:37.000","Mayor's Office of Film, Theatre & Broadcasting","HICKS STREET between HUNTINGTON STREET and WEST    9 STREET","Brooklyn","6","76","Commercial","Commercial","United States of America","11231"
"712973","Theater Load in and Load Outs","2023-05-04T00:01:00.000","2023-05-05T06:00:00.000","2023-05-01T12:22:30.000","Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between MORGAN AVENUE and DEBEVOISE AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET","Brooklyn","1","94","Theater","Theater","United States of America","11222"
"712960","Shooting Permit","2023-05-03T08:00:00.000","2023-05-03T21:00:00.000","2023-05-01T11:59:29.000","Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN STREET,  NORTH HENRY STREET between GREENPOINT AVENUE and NORMAN STREET","Brooklyn","1","94","Television","Episodic series","United States of America","11222"
"712928","Shooting Permit","2023-05-05T07:00:00.000","2023-05-05T21:00:00.000","2023-05-01T11:09:00.000","Mayor's Office of Film, Theatre & Broadcasting","COLGATE AVENUE between STORY AVENUE and LAFAYETTE AVENUE","Bronx","9","43","Television","Episodic series","United States of America","10473"
