"stipulationid","boroughname","onstreetname","fromstreetname","tostreetname","specificlocationname","onboroughcode","fromboroughcode","communitydistrictleft","communitydistrictright","inspectiondistrict","maintenancesector","stipulationfulltext","createdon","modifiedon"
"BRIDGE","BRONX","LEGGETT AVENUE","OAK POINT RAIL YARD",,"AMTRAK RR","X","X",,,"37","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","QUEENS","JJ BYRNE MEM BRIDGE","JOHN JAY BYRNE BRIDGE","GREENPOINT AVENUE",,"Q","B","402","2","10","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BROOKLYN","SHORE PARKWAY","BEND","ERICSON DRIVE ENTRANCE NB",,"B","B",,,"32","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","WEST  239 STREET","BEND",,"HENRY HUDSON PARKWAY","X","X",,,"30","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","QUEENS","CROSS BAY BOULEVARD","SHORE PARKWAY",,"153 AVENUE","Q","Q",,,"75","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","EAST  158 STREET","PCRR HARLEM DIV",,"3 AVENUE","X","X",,,"8","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","BROOK AVENUE","PCRR HARLEM DIV",,"EAST  165 STREET","X","X",,,"2","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","QUEENS","ASTORIA BOULEVARD","BEND","BROOKLYN QNS EXPRESSWAY","8 STREET","Q","Q",,,"17","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","QUEENS","NORTHERN BOULEVARD","BEND","COLLINS PLACE",,"Q","Q",,,"35","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","QUEENS","SOUND STREET","43 STREET","44 STREET",,"Q","Q","401","1","16","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","LEGGETT AVENUE","AMTRAK RR","AMTRAK RR",,"X","X",,,"37","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BROOKLYN","SHORE PARKWAY","OCEAN PARKWAY","ERICSON DRIVE ENTRANCE NB",,"B","B",,,"23","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","MANHATTAN","CENTRAL PARK-EAST DRIVE","BEND",,"GRAND ARMY PLAZA",,,,,,"0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","QUEENS","37 STREET","ASTORIA BOULEVARD SOUTH",,,"Q","Q","401",,"2","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","QUEENS","BROOKLYN QNS EXPRESSWAY","BKLYN QNS EXPRESSWAY EXIT NB",,"30 AVENUE",,,,,"17","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","MANHATTAN","WEST  145 STREET","RIVERSIDE DRIVE","12 AVENUE",,,,,,"72","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","BX RIVER PARKWAY ENTRANCE SB","BEND","BRONX RIVER PARKWAY","BROADWAY","X","X",,,"3","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","MANHATTAN","BKLYN BRIDGE ENTRANCE RAMP","BEND",,"FDR DRIVE ENTRY RAMP",,,,,"3","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BROOKLYN","BROOKLYN QNS EXPRESSWAY","BK BRIDGE ENTRANCE RAMP","CADMAN PLAZA EAST","HAMILTON AVENUE",,,,,"57","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","QUEENS","LINDEN BOULEVARD","CITY LIMIT","X ISLE PARKWAY ENTRANCE NB",,"Q","Q","413","13","91","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BROOKLYN","BK BRIDGE ENTRANCE RAMP","BEND","BROOKLYN BRIDGE APPROACH","PROSPECT STREET","B","B",,,"57","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","QUEENS","LIRR NORTH SIDE DIV","ROOSEVELT AVENUE",,,"Q","Q",,,"23","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","BRUCKNER BOULEVARD","BRUCKNER EXPRESSWAY","UNNAMED STREET",,"X","X","209","209","47","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","MANHATTAN","WEST STREET","HENRY HUDSON PY NB EN W   72 ST","HENRY HUDSON PKWY NB ET   10 E","WEST   23 STREET",,,,,,"0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","QUEENS","STEINWAY STREET","BROOKLYN QNS EXPRESSWAY",,"ASTORIA BOULEVARD",,,,,"3","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","QUEENS","STEINWAY STREET","BROOKLYN QNS EXPRESSWAY",,"ASTORIA BOULEVARD",,,,,"3","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","QUEENS","CROSS BAY BOULEVARD","SHORE PARKWAY/SOUTH CONDUIT ENTR","SOUTH CONDUIT ENTRANCE EB",,"Q","Q","410","10","78","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","DEPOT PLACE","MAJOR DEEGAN EXPRESSWAY","METRO NORTH RR",,,,,,"14","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","MANHATTAN","WILLIS BRIDGE APPROACH","HRLM RIV DRIVE EXIT NB",,"FDR HRLM RIVER DRIVE NB","M","M","111","111","67","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","QUEENS","GRAND AVENUE","GRAND STREET","47 STREET",,"Q","B","405","5","43","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","QUEENS","22 STREET","QUEENS PLAZA SOUTH","QNSBO BR UP RY EXIT RAMP","QUEENS PLAZA NORTH","Q","Q",,,"4","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","MANHATTAN","F D R DRIVE","PEDESTRIAN OVERPASS","FDR DRIVE ENTRANCE SB",,"M","M",,,,"0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","MANHATTAN","JOE DIMAGGIO HIGHWAY","BEND",,"HHP NORTHBOUND EXIT   14",,,,,,"0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","BRUCKNER BOULEVARD","BRUCKNER EXPRESSWAY","BRUCKNER EXPRESSWAY ENTRANCE EB",,"X","X",,,"5","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","QUEENS","BQE EASTBOUND EXIT   37","70 STREET",,"BROOKLYN QNS EXPRESSWAY","Q","Q","402","402","8","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","QUEENS","ASTORIA BOULEVARD","BQE GRND CNTRL PARKWAY RAMP","BROOKLYN QNS EXPRESSWAY",,,,,,"17","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","THIRD AVENUE BRIDGE","THIRD AVENUE BRIDGE","3 AVENUE",,"X","M","201","1","1","0","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
