"sampling_location","duplicate_sample","sample_date","sample_time","weather_condition_dry_or_wet","top_sample_temperature_c","bottom_sample_temperature_c","site_actual_depth_ft","top_sample_depth_ft","bottom_sample_depth_ft","top_salinity_psu","bottom_salinity_psu","top_conductivity_s_m","bottom_conductivity_s_m","ctd_conductivity_temperature_depth_profiler_top_dissolved_oxygen_mg_l","ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l","percentage_o2_saturation_top_sample","percentage_o2_saturation_bottom_sample","light_trans_transparency_top_sample","light_trans_transparency_bottom_sample","top_sigma_t_kg_m3","bottom_sigma_t_kg_m3","top_fluorometer_mg_m3","bottom_fluorometer_mg_m3","ctd_conductivity_temperature_depth_profiler_ph_top_sample","ctd_conductivity_temperature_depth_profiler_ph_bottom_sample","top_sample_photosysthetically_active_radiation_reference_400_700nm_light_ue_s","top_sample_par_ue_s_m2","bottom_sample_par_ue_s_ue_s_m2","oxidation_reduction_potential_mv_top_sample","oxidation_reduction_potential_mv_bottom_sample","current_speed_knot","current_direction_current_direction","wind_speed_mph","wind_direction_wind_direction","sea_state","winkler_method_top_dissolved_oxygen_mg_l","winkler_method_bottom_dissolved_oxygen_mg_l","secchi_depth_ft","top_ph","bottom_ph","top_total_coliform_cells_100_ml","top_bottom_coliform_cells_100_ml","fecal_coliform_top_sample_less_than_or_greater_than_result","fecal_coliform_bottom_sample_less_than_or_greater_than_result","top_fecal_coliform_bacteria_cells_100ml","bottom_fecal_coliform_bacteria_cells_100ml","enterococcus_top_sample_less_than_or_greater_than_result","enterococcus_bottom_sample_less_than_or_greater_than_result","top_enterococci_bacteria_cells_100ml","bottom_enterococci_bacteria_cells_100ml","top_nitrate_nitrite_mg_l","bottom_nitrate_nitrite_mg_l","top_ammonium_mg_l","bottom_ammonium_mg_l","top_ortho_phosphorus_mg_l","bottom_ortho_phosphorus_mg_l","top_total_kjeldhal_nitrogen_mg_l","bottom_total_kjeldhal_nitrogen_mg_l","top_silica_mg_l","bottom_silica_mg_l","total_phosphorus_mg_l","bottom_total_phosphorus_mg_l","top_total_suspended_solid_mg_l","bottom_total_suspended_solid_mg_l","top_active_chlorophyll_a_g_l","bottom_active_chlorophyll_a_g_l","chlorophyll_top_sample_field_u_l_ysi","chlorophyll_bottom_sample_field_u_l_ysi","top_total_organic_carbon_mg_l","top_dissolved_organic_carbon_mg_l","bottom_dissolved_organic_carbon_mg_l","top_dissolved_organic_carbon_ysi_mg_l","bottom_dissolved_organic_carbon_ysi_mg_l","top_sample_depth_ysi_ft","bottom_depth_ysi_ft","top_sample_salinity_ysi_psu","bottom_sample_salinity_ysi_psu","top_sample_temperature_ysi_c","bottom_sample_temperature_ysi_c","top_bacteria_per_c_c_1909","bottom_bacteria_per_c_c_1909","top_beam_attenuation_coefficient","bottom_beam_attenuation_coefficient","top_five_day_biochemical_oxygen_demand_mg_l","bottom_five_day_biochemical_oxygen_demand_mg_l","top_pcb_plate_count_thous_ml","bottom_pcb_plate_count_thous_ml","top_coliform_log_no_ml","bottom_coliform_log_no_ml","oakwood_bod_top_sample_mg_l","oakwood_bod_bottom_sample_mg_l","oakwood_total_suspended_solid_top_sample_mg_l","oakwood_total_suspended_solid_bottom_sample_mg_l","top_turbidity_nephelometric_turbidity_units","bottom_turbidity_ysi_nephelometric_turbidity_units","sampling_comment","long","lat","type"
"K3",,"1965-09-07T00:00:00.000","9:49 AM",,"23.9","23.9","36",,,"26.25","26.25",,,,,,,,,,,,,,,,,,,,,"S",,,,"0","1.5",,,,"35000","1700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","6",,,,,,,,,,,,"-74.195833","40.637500","Permanent"
"E7",,"1940-07-30T00:00:00.000","1:00 PM",,"22.2","20","45",,,"26.6","28",,,,,,,,,,,,,,,,,,,,,,,,,"3.98","2.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.095","0.11","1","1",,,,,,,,"-73.820500","40.805000","Permanent"
"N6",,"1947-07-17T00:00:00.000","9:45 AM",,"22.2","22.2","56",,,"27.3","28",,,,,,,,,,,,,,,,,,,,,"N",,,,"3.5","3.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","3","1.1","5","2","3",,,,,,,,"-74.051333","40.664667","Permanent"
"E8",,"1984-08-20T00:00:00.000","10:20 AM",,"22.8","22.2",,,,"24.4","25.5",,,,,,,,,,,,,,,,,,,,,"W",,,,"5.2","5",,,,"200","200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.6","1.3",,,,,,"-73.783667","40.800500","Permanent"
"E8",,"1984-08-20T00:00:00.000","10:20 AM",,"22.8","22.2",,,,"24.4","25.5",,,,,,,,,,,,,,,,,,,,,"W",,,,"5.2","5",,,,"200","200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.6","1.3",,,,,,"-73.783667","40.800500","Permanent"
"G2",,"1995-07-11T00:00:00.000","10:31 AM",,"21.75","20.96","31","3.28","29.52","25.37","27.3","3.73","3.91",,,,,"79.89","67.76","16.99","18.66","3.79","0.97",,,"2.24","3.89",,,,,"E","1","E","1","4.58","5.62","6.5","7.14","7.36","16000","500",,,,"96",,,,,"0.35",,"0.48",,"0.13",,,,,,"0.17",,"35","14","13.5",,,,,,,,,,,,,,,,,,,"2.5","2.4",,,,,,,,,"2.5","4.2",,"-74.003333","40.666667","Permanent"
"N5A",,"1969-09-10T00:00:00.000","10:00 AM",,"21.7","22.2",,,,"22.7","22.2",,,,,,,,,,,,,,,,,,,,,"N",,,,"3.8","3.7",,,,"350000","540000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.3","3.9",,,,,,"-74.014010","40.692817","Permanent"
"N9",,"1947-07-01T00:00:00.000","10:55 AM",,"20.6","20","20",,,"28","30.1",,,,,,,,,,,,,,,,,,,,,"E",,,,"8","7.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","2","0.26","0.14","1","1",,,,,,,,"-73.983333","40.568333","Permanent"
"H2",,"1955-06-22T00:00:00.000","1:05 PM",,"22.2","22.8","16",,,"16.45","16.45",,,,,,,,,,,,,,,,,,,,,"E",,,,"3.4","3.4",,,,"150","460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","1","0.134","0.146",,,,,,,,,,"-73.918610","40.858609","Permanent"
"G2",,"1993-07-26T00:00:00.000","1:26 PM",,"21.88","20.61","33","1","14","26.39","28.41","3.87","4.03",,,,,,,"17.72","19.59",,,,,,,,,,,"E",,,,"5.56","3.93","5",,,"270","70",,,"240","100",,,,,"0.25",,"0.47",,"0.13",,,,,,"0.14",,"49","53",,,,,,,,,,,,,,,,,,,,,,,,,,"0.7","0.5",,,,,,"-74.003333","40.666667","Permanent"
"H5",,"1985-09-23T00:00:00.000","9:40 AM",,"21.4","21.4",,,,"22","21.4",,,,,,,,,,,,,,,,,,,,,"N",,,,"3.6","3.7",,,,"3300","3300",,,"200","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","4.5",,,,,,"-73.935832","40.787777","Permanent"
"N6",,"1949-07-07T00:00:00.000","9:30 AM",,"22.2","22.8","56",,,"25.9","25.9",,,,,,,,,,,,,,,,,,,,,"S",,,,"2.7","2.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.051333","40.664667","Permanent"
"N16",,"1970-07-02T00:00:00.000","10:35 AM",,"17.8","17.2",,,,"30.6","31.7",,,,,,,,,,,,,,,,,,,,,"S",,,,"7.7","7.9",,,,"4500","9100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.1","3.4",,,,,,"-73.943667","40.529667","Permanent"
"J2",,"1966-06-30T00:00:00.000","12:28 PM",,"23.9","23.3","42",,,"28.35","29.05",,,,,,,,,,,,,,,,,,,,,"W",,,,"6.4","5.7",,,,"350","350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","3",,,,,,,,,,,,"-73.885835","40.608055","Permanent"
"K3",,"1931-09-15T00:00:00.000","11:40 AM",,"25.6","25.6","36",,,"24.85","24.85",,,,,,,,,,,,,,,,,,,,,"N",,,,"1.28","1.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.195833","40.637500","Permanent"
"K2",,"1909-09-30T00:00:00.000","2:40 PM",,"18.5",,,"1",,,,,,,,,,,,,,,,,,,,,,,,"Ebb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6200",,,,,,,,,,,,,,,,,"-74.153000","40.641167","Permanent"
"K4",,"1997-08-20T00:00:00.000","12:27 PM",,"25","24.63","38","3.28","32.8","23.53","24.46","3.72","3.82","3.29","2.97","45.64","41.17","51.04","53.13","14.7","15.51","10.33","10.7",,,"6.72","6.33",,,,,"S","11","S","2","4.95","4","2.5","7.32","7.41",,,,,"40","88",,,,,"0.38",,"0.615",,"0.15",,"1.23",,,,"0.241",,"24","16","17.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.211667","40.567000","Permanent"
"E7",,"1964-08-24T00:00:00.000","11:00 AM",,"22.2","21.7","45",,,"30.1","30.45",,,,,,,,,,,,,,,,,,,,,"N",,,,"2.7","2.9",,,,"1100","460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","5",,,,,,,,,,,,"-73.820500","40.805000","Permanent"
"MVM",,"1987-08-27T00:00:00.000","3:35 PM",,"23.1","23.8",,,,,,,,,,,,,,,,,,,,,,,,,,"S",,,,"3.3","3.4","3","7.6","7.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.918217","40.917636","Permanent"
"X243",,"1914-07-23T00:00:00.000","11:18 AM",,"24.4","24",,,,"17.85","19.6",,,,,,,,,,,,,,,,,,,,,,,,,"3.33","4.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.933333","40.873056","Permanent"
"E9",,"1960-07-11T00:00:00.000","12:30 PM",,"19.4","18.9","69",,,"29.05","29.75",,,,,,,,,,,,,,,,,,,,,"S",,,,"6.6","5.8",,,,"9","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","2",,,,,,,,,,,,"-73.777221","40.832226","Permanent"
"H2",,"1998-10-19T00:00:00.000","12:19 PM",,"17.43","17.41","23","3.28","22.96","12.27","12.27","1.75","1.75","6.64","6.5","74.7","73.15","45.82","40.58","8.06","8.07","7.81","9.02",,,"-99","-99",,,,,"NE","2","NW","1","7.45","7.46","2.5","7.29","7.36",,,,,,,,,,,"0.679",,"0.183",,,,"0.757",,"1.82",,"0.179",,"16","12","3.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.918610","40.858609","Permanent"
"N3B",,"1979-08-21T00:00:00.000","10:55 AM",,"21.7","21.1",,,,"18.1","21.2",,,,,,,,,,,,,,,,,,,,,"N",,,,"5.1","4.5",,,,"350000","7000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.5","2.1",,,,,,"-73.965333","40.820833","Permanent"
"N3B",,"1979-08-21T00:00:00.000","10:55 AM",,"21.7","21.1",,,,"18.1","21.2",,,,,,,,,,,,,,,,,,,,,"N",,,,"5.1","4.5",,,,"350000","7000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.5","2.1",,,,,,"-73.965333","40.820833","Permanent"
"J1",,"1937-08-11T00:00:00.000","11:45 AM",,"24.4","24.4","30",,,"30.8","30.8",,,,,,,,,,,,,,,,,,,,,"N",,,,"5.08","5.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.884667","40.573333","Permanent"
"J10",,"1992-08-26T00:00:00.000","12:01 PM",,,,"28",,,,,,,,,,,,,,,,,,,,,,,,,"S",,,,"9.11","8.82","4",,,,,,,"130","115",,,,,"0.35",,"0.46",,"0.063",,,,,,"0.21",,"17","15","12",,,,,,,,,,,,,,,,,,,,,,,,,"3.4","2.6",,,,,,"-73.894721","40.621667","Permanent"
"E6",,"1924-08-19T00:00:00.000","12:20 PM",,"23.9","22.8","14",,,"26.25","26.6",,,,,,,,,,,,,,,,,,,,,"S",,,,"2.55","2.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.860833","40.785500","Permanent"
"K5A",,"1997-07-02T00:00:00.000","12:44 PM",,"23.11","20.88","22","3.28","26.24","25.03","26.79","3.78","3.84","7.83","8.57","105.96","112.91","50.96","-10.47","16.36","18.29","32.17","35.66",,,"6.74","29.99",,,,,"S","11","S","2","7.1","6.95","3","7.69","7.7",,,,,"6","10",,,,,"0.197",,"0.276",,"0.073",,"0.846",,,,"0.161",,"16","20","43.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.245833","40.484500","Permanent"
"H2",,"1986-09-22T00:00:00.000","12:32 PM",,"19","19","23",,,"13","13",,,,,,,,,,,,,,,,,,,,,"S",,,,"5","5.6","3","7.3","7.5","400","4900",,,"50","150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1.5",,,,,,"-73.918610","40.858609","Permanent"
"H3",,"1992-02-06T00:00:00.000","11:44 AM",,"1.8","2","29",,,"13.4","16.3",,,,,,,,,,,,,,,,,,,,,"W",,,,"12.09","11.58","3","7.88","7.77",,,,,,,,,,,"0.54",,"0.4",,"0.068",,,,,,"0.12",,"28","32","4.7",,,,,,,,,,,,,,,,,,,,,,,,,"1.7","1.7",,,,,,"-73.933833","40.828000","Permanent"
"MVM",,"1980-09-03T00:00:00.000","8:10 AM",,"25","25",,,,"17.2","19.9",,,,,,,,,,,,,,,,,,,,,"S",,,,"5.1","3.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.918217","40.917636","Permanent"
"MVM",,"1980-09-03T00:00:00.000","8:10 AM",,"25","25",,,,"17.2","19.9",,,,,,,,,,,,,,,,,,,,,"S",,,,"5.1","3.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.918217","40.917636","Permanent"
"E7",,"1964-06-22T00:00:00.000","11:50 AM",,"17.8","17.2","45",,,"28.7","28.35",,,,,,,,,,,,,,,,,,,,,"W",,,,"6.5","6.8",,,,"75","93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","2",,,,,,,,,,,,"-73.820500","40.805000","Permanent"
"N6",,"1965-09-07T00:00:00.000","9:00 AM",,"21.7","21.1","56",,,"26.25","28.35",,,,,,,,,,,,,,,,,,,,,"S",,,,"5.5","5.4",,,,"140","2200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","3",,,,,,,,,,,,"-74.051333","40.664667","Permanent"
"E2",,"1966-07-27T00:00:00.000","9:15 AM",,"22.8","22.2","40",,,"26.25","26.25",,,,,,,,,,,,,,,,,,,,,"S",,,,"2.2","2.5",,,,"790","490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1",,,,,,,,,,,,"-73.970000","40.735333","Permanent"
"TNQ",,"1971-08-09T00:00:00.000","2:15 PM",,"22.8","20.6",,,,"24.4","24.9",,,,,,,,,,,,,,,,,,,,,"NE",,,,"4.2","2.3",,,,"#N/A","#N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.792040","40.794940","Permanent"
"H4",,"1998-06-10T00:00:00.000","11:54 PM",,"16.81","16.66","24","3.28","22.96","15.68","16.79","2.16","2.29","6.8",,"77.21",,"36.04","41.08","10.79","11.66",,,,,"10.21","8.9",,,,,"S","2","N","1","6.85","6.71","2.5","7.46","7.47",,,,,"46","42",,,,,"0.378",,"0.209",,,,"0.85",,"1.76",,"0.145",,"26","26","5.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.929168","40.803613","Permanent"
"N1",,"1962-07-18T00:00:00.000","11:50 AM",,"21.1","21.7","46",,,"18.55","19.95",,,,,,,,,,,,,,,,,,,,,"N",,,,"3.2","2.5",,,,"23","150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","1",,,,,,,,,,,,"-73.916167","40.914500","Permanent"
"x2079_1911_DO",,"1911-10-16T00:00:00.000","5:22 PM",,,"16",,,"40",,,,,,,,,,,,,,,,,,,,,,,"Flood",,,,,"4.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.056944","40.654444","Permanent"
"E4",,"1950-09-06T00:00:00.000","9:50 AM",,"21.7","21.7","76",,,"28.35","29.05",,,,,,,,,,,,,,,,,,,,,"S",,,,"1.9","1.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0.45","0.58","2","2",,,,,,,,"-73.922000","40.782500","Permanent"
"E6",,"1921-07-15T00:00:00.000","12:50 PM",,"22","22","14",,,"25.2","25.55",,,,,,,,,,,,,,,,,,,,,"W",,,,"1.44","2.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.860833","40.785500","Permanent"
"N5",,"1927-06-15T00:00:00.000","10:10 AM",,"17.8","15.6","49",,,"22.4","24.5",,,,,,,,,,,,,,,,,,,,,"SL",,,,"2.84","3.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.030000","40.704500","Permanent"
"x795_1911_DO",,"1911-08-03T00:00:00.000","12:27 PM",,"23",,,"1",,,,,,,,,,,,,,,,,,,,,,,,"Flood",,,,"2.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.000000","40.699167","Permanent"
"H2",,"1951-08-02T00:00:00.000","10:25 AM",,"25","25","16",,,"10.5","11.2",,,,,,,,,,,,,,,,,,,,,"S",,,,"3.8","3.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2","3","1.5","1","2",,,,,,,,"-73.918610","40.858609","Permanent"
"N3",,"1933-07-13T00:00:00.000","2:25 PM",,"24.4","23.3","46",,,"17.5","20.3",,,,,,,,,,,,,,,,,,,,,"N",,,,"3.04","1.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.954182","40.836396","Permanent"
"N6",,"1955-08-04T00:00:00.000","8:55 AM",,"24.4","24.4","56",,,"28","30.8",,,,,,,,,,,,,,,,,,,,,"NE",,,,"2","3.1",,,,"1100","1100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","2","0.178",,,,,,,,,,,"-74.051333","40.664667","Permanent"
"X121",,"1922-07-06T00:00:00.000","10:40 AM",,"22.8","22.2",,,,"16.8","18.2",,,,,,,,,,,,,,,,,,,,,"S",,,,"1.96","1.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.027603","40.654114","Permanent"
"E9",,"1956-07-23T00:00:00.000","12:05 PM",,"18.9","18.3","69",,,"26.6","27.3",,,,,,,,,,,,,,,,,,,,,"W",,,,"6.4","5.9",,,,"9","9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","2","0.003","0.001",,,,,,,,,,"-73.777221","40.832226","Permanent"
"x2016_1911_DO",,"1911-10-13T00:00:00.000","4:20 PM",,,"16",,,"30",,,,,,,,,,,,,,,,,,,,,,,"Ebb",,,,,"5.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.920833","40.913889","Permanent"
"J3",,"1982-07-22T00:00:00.000","10:48 AM",,"25.6","24.4",,,,"28.7","30.3",,,,,,,,,,,,,,,,,,,,,"E",,,,"4.5","5.4",,,,"2400000","35000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.2","2.4",,,,,,"-73.882833","40.627000","Permanent"
"J3",,"1982-07-22T00:00:00.000","10:48 AM",,"25.6","24.4",,,,"28.7","30.3",,,,,,,,,,,,,,,,,,,,,"E",,,,"4.5","5.4",,,,"2400000","35000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.2","2.4",,,,,,"-73.882833","40.627000","Permanent"
"N8A",,"1999-06-02T00:00:00.000","2:51 PM",,"20.05","16.21","22","3.28","22.96","25.21","26.8","35.74","34.71","7.6","8.58","97.29","102.89","36.35","65.32","17.3","19.4",,,,,,,,,,,"N","9","E","1","15.93","10.62","3","8.31","7.92",,,,,,,,,,,"0.004",,"0.018",,,,"0.96",,"0.332",,"0.249",,"2.2","2.2","50.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.045500","40.606167","Permanent"
"E10",,"1994-07-21T00:00:00.000","12:39 PM",,,,"87",,,,,,,,,,,,,,,,,,,,,,,,,"E",,,,"8.22","4.26","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.765333","40.843667","Permanent"
"E11",,"1997-06-16T00:00:00.000","12:44 PM",,"18.97","17.74","8","3.28","6.56","23.39","23.52","3.26","3.19","11.31","10.63","140.27","128.8","40.92","45.72","16.18","16.56","42.94","44.78",,,"8.92","7.85",,,,,"N","8","W","1","14.27","11.74","2","8.37","8.18",,,,,"13","13",,,,,"0.1",,"0.015",,"0.008",,"0.786",,,,"0.125",,"12","21","19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.763333","40.787500","Permanent"
"K1",,"1929-08-28T00:00:00.000","10:45 AM",,"22.2","22.2","35",,,"25.9","25.9",,,,,,,,,,,,,,,,,,,,,"SL",,,,"2.56","3.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.081945","40.651112","Permanent"
"J5",,"2001-06-19T00:00:00.000","15:18","W",,,"19",,,,,,,,,,,,,,,,,,,,,,,,,"E","20","SW","1","7","6.7","4","7.93","8.05",,,,,"58",,,,"2",,"0.269",,"0.193",,"0.118",,"1.331",,"0.068",,"0.229",,"4.8","7.4","50",,,,"5.4","3.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Permanent"
"N3",,"1987-07-15T00:00:00.000","11:00 AM",,"25.2","24.9","50",,,,,,,,,,,,,,,,,,,,,,,,,"N",,,,"4.8","3.5","2.5","7.47","7.31","2300","54000",,,"400","3800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.8","3.7",,,,,,"-73.954182","40.836396","Permanent"
"H5",,"1980-06-30T00:00:00.000","1:21 PM",,"21.1","20",,,,"22.5","26.1",,,,,,,,,,,,,,,,,,,,,"N",,,,"4.3","4.2",,,,"13000","27000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.6","0.9",,,,,,"-73.935832","40.787777","Permanent"
"H5",,"1980-06-30T00:00:00.000","1:21 PM",,"21.1","20",,,,"22.5","26.1",,,,,,,,,,,,,,,,,,,,,"N",,,,"4.3","4.2",,,,"13000","27000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.6","0.9",,,,,,"-73.935832","40.787777","Permanent"
"J7",,"1969-06-19T00:00:00.000","12:00 PM",,"21.1","20.6",,,,"24.5","24.9",,,,,,,,,,,,,,,,,,,,,"N",,,,"7.1","5.1",,,,"3300","3300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.3","4.1",,,,,,"-73.820833","40.645333","Permanent"
"H2",,"1973-08-15T00:00:00.000","12:00 PM",,"25.6","24.4",,,,"15.4","15.7",,,,,,,,,,,,,,,,,,,,,"N",,,,"2.9","3.2",,,,"92000","28000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.6","1.9",,,,,,"-73.918610","40.858609","Permanent"
"N1","D","1997-08-18T00:00:00.000",,,"24.46","24.37",,"3.28","42.64","16.6","17.29","2.68","2.78","4.37","4.06","57.74","53.72","41.36","32.78","9.65","10.19","3.6","2.86",,,"8.83","11.17",,,,,,,,,"5.65","5","2","7.27","7.3",,,,,"93","53",,,,,"0.512",,"0.243",,"0.115",,"0.662",,,,"0.215",,"15",,"8.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.916167","40.914500","Permanent"
"x609_1909",,"1909-07-01T00:00:00.000","10:45 AM",,"26",,,"1",,,,,,,,,,,,,,,,,,,,,,,,"Ebb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000000",,,,,,,,,,,,,,,,,"-73.848314","40.585161","Permanent"
"x850_1913_DO",,"1913-07-11T00:00:00.000","1:00 PM",,"3",,,"1","21.9",,,,,,,,,,,,,,,,,,,,,,,"Flood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.102500","40.646111","Permanent"
"N4",,"1983-09-14T00:00:00.000","11:39 AM",,"22.2","22.2",,,,"16.9","25.5",,,,,,,,,,,,,,,,,,,,,"S",,,,"5.2","4.8",,,,"13000","13000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.1","1.9",,,,,,"-74.005833","40.764500","Permanent"
"N4",,"1983-09-14T00:00:00.000","11:39 AM",,"22.2","22.2",,,,"16.9","25.5",,,,,,,,,,,,,,,,,,,,,"S",,,,"5.2","4.8",,,,"13000","13000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.1","1.9",,,,,,"-74.005833","40.764500","Permanent"
"N6",,"1997-08-14T00:00:00.000","10:20 AM",,"22.36","20.54","54","3.28","45.92","24.25","27.88","3.62","3.95","4.27","4.4","56.7","57.79","71.18","75.17","15.98","19.2","2.07","4.64",,,"3.4","2.85",,,,,"S","7","N","1","5.55","5.3","3.5","7.38","7.52",,,,,"69","6",,,,,"0.324",,"0.34",,"0.114",,"0.894",,,,"0.218",,"22","21","6.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.051333","40.664667","Permanent"
"E3",,"1932-06-29T00:00:00.000","2:55 PM",,"22.8","21.1","42",,,"25.2","25.9",,,,,,,,,,,,,,,,,,,,,"N",,,,"0.9","0.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.966112","40.747499","Permanent"
