"permit_number","expiration_date","address_no","address_st","bo","zip","bbl","bin","census_tract_2010","city_council_district","community_district","nta_code","latitude","longitude"
"40422480","1995-12-31T00:00:00.000","279","MAYFAIR DR N","BROOKLYN","11234","3086270033","3243383","070201","46","318","BK45","40.611169912081","-73.904668130789"
"40422482","2004-12-31T00:00:00.000","3804","AVENUE R","BROOKLYN","11234","3084820035","3239299","065400","46","318","BK45","40.614022845587","-73.933395580569"
"40422484","2006-12-31T00:00:00.000","807","BANK ST","BROOKLYN","11236","3038800012","3086072","109800","42","318","BK82","40.654974735825","-73.899202870386"
"40422485","2005-12-31T00:00:00.000","8648","20TH AVE","BROOKLYN","11214","3063740073","3166875","028400","47","311","BK28","40.603716329407","-73.999186120231"
"40422486","1996-12-31T00:00:00.000","2401","84TH ST","BROOKLYN","11214","3068540001","3185170","029800","47","311","BK29","40.600213339919","-73.987850063169"
"40422487","1991-12-31T00:00:00.000","2454","83RD ST","BROOKLYN","11214","3068540030","3185185","029800","47","311","BK29","40.600416324784","-73.986686883942"
"40422488","1993-12-31T00:00:00.000","1415","AVENUE Y","BROOKLYN","11235","3074160041","3202982","059000","48","315","BK17","40.590011172740","-73.955443860397"
"40422489","1996-12-31T00:00:00.000","2230","82ND ST","BROOKLYN","11214","3063190018","3164788","029600","47","311","BK28","40.603704971161","-73.990647586711"
"40422490","1990-12-31T00:00:00.000","43","WELLINGTON CT","BROOKLYN","11230","3066900062","3179048","052800","45","314","BK42","40.630839360216","-73.961638372999"
"40422492","1996-12-31T00:00:00.000","175","DELAWARE AVE","STATEN ISLAND","10304",,,"009602","50","502","SI36","40.591295815240","-74.094226817593"
"40422493","2001-12-31T00:00:00.000","2241","E 28TH ST","BROOKLYN","11229","3073860070","3201554","059402","48","315","BK17","40.597051624509","-73.943203361852"
"40422495","1996-12-31T00:00:00.000","3901","NOSTRAND AVE","BROOKLYN","11235","3074750001","3205436","059800","48","315","BK17","40.588540936276","-73.939599409676"
"40422496","1993-12-31T00:00:00.000","3301","ATLANTIC AVE","BROOKLYN","11208","3041430001","3000000","117800","37","305","BK83","40.680871885803","-73.874354656347"
"40422497","1996-12-31T00:00:00.000","98","LILY POND RD","STATEN ISLAND","10305",,,,,,,"0","0"
"40422499","1992-12-31T00:00:00.000","32","GRANT PL","STATEN ISLAND","10306","5035910026","5051745","011402","50","502","SI45","40.577884352430","-74.104208185278"
"40422501","1993-12-31T00:00:00.000","2529","E 1ST ST","BROOKLYN","11223","3072170066","3195806","037401","47","313","BK26","40.587784065745","-73.968748740554"
"40422502","1996-12-31T00:00:00.000","2410","AVENUE S","BROOKLYN","11229","3073030004","3197267","056200","48","315","BK44","40.604453966423","-73.948256836709"
"40422503","1990-12-31T00:00:00.000","195","MONTAGUE ST","BROOKLYN","11201","3002447501","3002008","000900","33","302","BK09","40.694008301721","-73.991471493944"
"40422504","2012-12-31T00:00:00.000","2152","EAST 72 STREET","BROOKLYN","11234","3084310062","3237703","070000","46","318","BK45","40.619432649046","-73.905790943046"
"40422505","1993-12-31T00:00:00.000","1704","AVENUE X","BROOKLYN","11235","3074190001","3203069","059200","48","315","BK17","40.592417410407","-73.953087438783"
"40422507","1990-12-31T00:00:00.000","208","MESEROLE AVE","BROOKLYN","11222","3026260001","3330234","057300","33","301","BK76","40.728846868799","-73.947344462707"
"40422510","2003-12-31T00:00:00.000","614","BROADWAY","MANHATTAN","10012","1005220001","1008209","005502","1","102","MN23","40.725795740561","-73.996442649689"
"40422512","2000-12-31T00:00:00.000","327","BEACH 148 STREET","QUEENS","11694","4163050030","4000000","092200","32","414","QN10","40.571684007025","-73.864478608967"
"40422513","1999-12-31T00:00:00.000","164-15","85TH ST","QUEENS","11414","4140790052","4294532","089200","32","410","QN57","40.649320527461","-73.845123318978"
"40422516","1993-12-31T00:00:00.000","1917","HENDRICKSON ST","BROOKLYN","11234","3085090030","3240558","065200","46","318","BK45","40.613734350701","-73.928364180662"
"40422518","1998-12-31T00:00:00.000","121","BAY 41 STREET","BROOKLYN","11214","3068810029","3186349","030200","47","311","BK29","40.594485023954","-73.988376817262"
"40422519","1998-12-31T00:00:00.000","2516","AVENUE R","BROOKLYN","11229","3068310006","3184370","056200","48","315","BK44","40.606888336010","-73.947693122679"
"40422520","2002-12-31T00:00:00.000","330","OAK AVE","STATEN ISLAND","10306","5043000020","5058766","013201","50","503","SI25","40.562499142234","-74.118950833852"
"40422521","1990-12-31T00:00:00.000","40","WAKEFIELD RD","STATEN ISLAND","10312","5054180023","5070027","015603","51","503","SI54","40.530444528519","-74.156211742613"
"40422526","2007-12-31T00:00:00.000","14-47","157TH ST","QUEENS","11357","4045670014","4103886","099100","19","407","QN49","40.788029521739","-73.804985344492"
"40422531","1993-12-31T00:00:00.000","348","BEACH 147 STREET","QUEENS","11694","4163030062","4306778","092200","32","414","QN10","40.572256795367","-73.863743136283"
"40422532","2013-12-31T00:00:00.000","184","BEACH 145 STREET","QUEENS","11694","4163180068","4307020","092200","32","414","QN10","40.570065231790","-73.860454153496"
"40422533","1995-12-31T00:00:00.000","58","LANCASTER AVE","BROOKLYN","11223","3071840069","3194917","039000","47","315","BK25","40.592824321970","-73.962369624068"
"40422535","2001-12-31T00:00:00.000","9","ZOE ST","STATEN ISLAND","10305","5035360010","5050694","011401","50","502","SI36","40.587750090245","-74.096864471132"
"40422536","2005-12-31T00:00:00.000","7","BEAUMONT ST","BROOKLYN","11235","3087280023","3245862","061200","48","315","BK17","40.581432235908","-73.951809973226"
"40422537","1995-12-31T00:00:00.000","3700","SURF AVE","BROOKLYN","11224","3070320018","3189354","033600","47","313","BK21","40.573523627178","-74.002937276708"
"40422539","1998-12-31T00:00:00.000","1284","REMSEN AVE","BROOKLYN","11236","3080260001","3225309","096600","46","318","BK50","40.638757488650","-73.904354727783"
"40422540","1996-12-31T00:00:00.000","152","BURGHER AVE","STATEN ISLAND","10304","5033140021","5048812","009602","50","502","SI36","40.592952217311","-74.092641274114"
"40422542","1993-12-31T00:00:00.000","249","BEACH 135 STREET","QUEENS","11694","4162690021","4305947","092800","32","414","QN10","40.575299158980","-73.853549742008"
"40422543","2000-12-31T00:00:00.000","1959","E 5TH ST","BROOKLYN","11223","3066810476","3178669","041402","47","315","BK25","40.602915823620","-73.967826926969"
"40422544","2002-12-31T00:00:00.000","2569","STILLWELL AVE","BROOKLYN","11223","3072050051","3195628","030800","47","313","BK26","40.585228938082","-73.983075285034"
"40422548","2010-12-31T00:00:00.000","11","BARTLETT ST","BROOKLYN","11206","3022680001","3335470","050700","33","301","BK75","40.700235609843","-73.947814350297"
"40422550","2010-12-31T00:00:00.000","11","BARTLETT ST","BROOKLYN","11206","3022680001","3335470","050700","33","301","BK75","40.700235609843","-73.947814350297"
"40422552","1991-12-31T00:00:00.000","175","ARLINGTON PL","STATEN ISLAND","10303","5012770326","5028609","031902","49","501","SI12","40.635913482512","-74.169513210726"
"40422553","1990-12-31T00:00:00.000","815","NUGENT AVE","STATEN ISLAND","10306","5037360038","5054276","011202","50","502","SI45","40.574379116353","-74.094901193651"
"40422557","2020-12-31T00:00:00.000","176","LAMPORT BOULEVARD","STATEN ISLAND","10305","5032490009","5047720","007000","50","502","SI36","40.594146865869","-74.076918586990"
"40422558","1996-12-31T00:00:00.000","2582","HYLAN BLVD","STATEN ISLAND","10306","5039690057","5000000","012804","50","502","SI45","40.569072530976","-74.111148360378"
"40422559","1990-12-31T00:00:00.000","185","BEACH 144 STREET","QUEENS","11694","4163180012","4307005","092200","32","414","QN10","40.570410150570","-73.859697547757"
"40422561","2016-12-31T00:00:00.000","148","BEACH 142 STREET","QUEENS","11694","4163150057","4306959","092800","32","414","QN10","40.570273014630","-73.857559773890"
"40422563","1992-12-31T00:00:00.000","1753","70TH ST","BROOKLYN","11204","3061600061","3156713","026000","43","311","BK28","40.616935072487","-73.994193650443"
"40422567","1990-12-31T00:00:00.000","1805","UTICA AVE","BROOKLYN","11234","3077760006","3254550","072800","46","318","BK58","40.628547663708","-73.927897896296"
"40422568","2004-12-31T00:00:00.000","161-43","86TH ST","QUEENS","11414","4140420046","4293871","089200","32","410","QN57","40.654137949464","-73.845364370489"
"40422569","2005-12-31T00:00:00.000","96-28","156TH AVE","QUEENS","11414","4141510009","4294839","088400","32","410","QN57","40.663895446017","-73.837285593612"
"40422570","1996-12-31T00:00:00.000","142-02","NEWPORT AVE","QUEENS","11694","4162930037","4306527","092200","32","414","QN10","40.574168080036","-73.859948798062"
"40422571","1994-12-31T00:00:00.000","28856","BEACH 149 STREET","QUEENS","11694","4163230010","4307092","091800","32","414","QN99","40.568650098982","-73.863710928710"
"40422572","1999-12-31T00:00:00.000","441","AVENUE W","BROOKLYN","11223","3071560048","3193904","039000","47","315","BK25","40.593100144791","-73.966708267512"
"40422573","1991-12-31T00:00:00.000","2152","E 70TH ST","BROOKLYN","11234","3084290060","3237627","070000","46","318","BK45","40.618459371896","-73.907164698654"
"40422576","1993-12-31T00:00:00.000","219","BEACH 141 STREET","QUEENS","11694","4162980042","4306644","092800","32","414","QN10","40.572839979925","-73.858029422245"
"40422578","1993-12-31T00:00:00.000","9003","SEAVIEW AVE","BROOKLYN","11236","3082930008","3234169","102400","46","318","BK50","40.630465426910","-73.894880776524"
"40422583","1996-12-31T00:00:00.000","1640","E 29TH ST","BROOKLYN","11229","3067910014","3182753","064200","48","315","BK44","40.610963039844","-73.944913060165"
"40422584","1996-12-31T00:00:00.000","2612","E 65TH ST","BROOKLYN","11234","3086480042","3243979","070201","46","318","BK45","40.607924191709","-73.909736447192"
"40422585","2008-12-31T00:00:00.000","5312","21ST AVE","BROOKLYN","11204","3054951143","3334398","046400","44","312","BK88","40.621909136499","-73.976664797339"
"40422586","1995-12-31T00:00:00.000","2556","NATIONAL DR","BROOKLYN","11234","3086140037","3243078","070201","46","318","BK45","40.605449835775","-73.904741154083"
"40422587","2005-12-31T00:00:00.000","2444","NATIONAL DR","BROOKLYN","11234","3085920109","3242459","070201","46","318","BK45","40.604382898107","-73.909082219909"
"40422588","1993-12-31T00:00:00.000","1446","E 96TH ST","BROOKLYN","11236","3082600060","3232755","101000","46","318","BK50","40.637354984730","-73.895042828765"
"40422590","2021-12-31T00:00:00.000","2723","AVENUE L","BROOKLYN","11210","3076270001","3208530","074800","45","314","BK43","40.621713306174","-73.948538786862"
"40422592","1994-12-31T00:00:00.000","310","BEACH 144 STREET","QUEENS","11694","4163000041","4306694","092200","32","414","QN10","40.572437204768","-73.860841529937"
"40422593","1992-12-31T00:00:00.000","220","BEACH 126 STREET","QUEENS","11694","4162210046","4304686","093401","32","414","QN10","40.577613913164","-73.845869808457"
"40422597","1996-12-31T00:00:00.000","222","BEACH 139 STREET","QUEENS","11694","4162720064","4306061","092800","32","414","QN10","40.573559896253","-73.856454856360"
"40422598","1995-12-31T00:00:00.000","44591","BEACH 134 STREET","QUEENS","11694","4162780059","4617562","092800","32","414","QN10","40.573037210501","-73.851236589267"
"40422600","1993-12-31T00:00:00.000","44705","BEACH 134 STREET","QUEENS","11694","4162450053","4305381","092800","32","414","QN10","40.578841258566","-73.854582315372"
"40422601","1999-12-31T00:00:00.000","169","BEACH 141 STREET","QUEENS","11694","4163150024","4306951","092800","32","414","QN10","40.571290805235","-73.857136455082"
"40422602","2007-12-31T00:00:00.000","136-15","ROCKWAY BCH BLVD","QUEENS","11694","4162810001","4306317","092800","32","414","QN10","40.573575709896","-73.853769512000"
"40422605","1998-12-31T00:00:00.000","160-53","86TH ST","QUEENS","11414","4140240042","4293618","089200","32","410","QN57","40.655692016872","-73.845749992844"
"40422607","2012-12-31T00:00:00.000","83-12","159 AVENUE","QUEENS","11414","4140040067","4293196","089200","32","410","QN57","40.657850995613","-73.848995949223"
"40422609","2011-12-31T00:00:00.000","162-32","95 STREET","QUEENS","11414","4141950036","4295769","088400","32","410","QN57","40.653788136428","-73.836571528877"
"40422610","1995-12-31T00:00:00.000","164-23","85TH ST","QUEENS","11414","4140790048","4294530","089200","32","410","QN57","40.649224426197","-73.845098316956"
"40422611","2012-12-31T00:00:00.000","159-15","92 STREET","QUEENS","11414","4140130110","4293402","089200","32","410","QN57","40.658608373128","-73.840751380898"
"40422612","1991-12-31T00:00:00.000","160-44","90TH ST","QUEENS","11414","4140270030","4293700","089200","32","410","QN57","40.656312872234","-73.842112021033"
"40422614","2010-12-31T00:00:00.000","111","HOLLYWOOD AVENUE","QUEENS","11363","4080390051","4168242","148300","19","411","QN45","40.775488351818","-73.752152567894"
"40422615","1996-12-31T00:00:00.000","1452","E 69TH ST","BROOKLYN","11234","3083900060","3236555","069602","46","318","BK45","40.621685558391","-73.911987159723"
"40422617","2005-12-31T00:00:00.000","373","COLONY AVE","STATEN ISLAND","10306","5038880046","5055163","011202","50","502","SI45","40.569704772379","-74.094858533212"
"40422618","1996-12-31T00:00:00.000","18","SUNSET HILL DR","STATEN ISLAND","10301","5002700015","5007319","005900","49","501","SI35","40.624591000828","-74.102739575554"
"40422621","1990-12-31T00:00:00.000","85-02","164 AVENUE","QUEENS","11414","4140790001","4294512","089200","32","410","QN57","40.649751403694","-73.845082673788"
"40422625","1990-12-31T00:00:00.000","2208","AVENUE M","BROOKLYN","11210","3076580046","3210063","075800","48","314","BK43","40.618781000391","-73.952881531804"
"40422626","2020-12-31T00:00:00.000","8646","20 AVENUE","BROOKLYN","11214","3063740070","3166874","028400","47","311","BK28","40.603743777089","-73.999160911219"
"40422627","1990-12-31T00:00:00.000","2333","E 65TH ST","BROOKLYN","11234","3086350041","3243542","070201","46","318","BK45","40.612907236524","-73.907867585028"
"40422628","1991-12-31T00:00:00.000","2250","E 7TH ST","BROOKLYN","11223","3071580013","3193984","039200","47","315","BK25","40.595413064764","-73.963632036373"
"40422629","1996-12-31T00:00:00.000","2203","AVENUE Z","BROOKLYN","11235","3074410447","3204510","059401","48","315","BK17","40.588747822183","-73.947228529513"
"40422631","1990-12-31T00:00:00.000","1238","E 99TH ST","BROOKLYN","11236","3082630055","3232911","101200","46","318","BK50","40.639101361080","-73.892827732556"
"40422632","1993-12-31T00:00:00.000","1429","SHORE PKWY","BROOKLYN","11214","3064680016","3336453","028200","43","311","BK27","40.598687730288","-74.005916386571"
"40422633","1991-12-31T00:00:00.000","1875","RALPH AVE","BROOKLYN","11234","3083380001","3398530","069601","46","318","BK45","40.631415165495","-73.918520457477"
"40422634","1996-12-31T00:00:00.000","2175","KIMBALL ST","BROOKLYN","11234","3085400010","3241855","066200","46","318","BK45","40.608805520427","-73.925329811432"
"40422635","2009-12-31T00:00:00.000","2266","E 70TH ST","BROOKLYN","11234","3084380066","3237854","070600","46","318","BK45","40.616714841243","-73.905222084485"
"40422637","2021-12-31T00:00:00.000","2519","HYLAN BOULEVARD","STATEN ISLAND","10306","5042210001","5057592","013400","50","502","SI45","40.570113800738","-74.110120664901"
"40422638","1996-12-31T00:00:00.000","126-18","150TH AVE","QUEENS","11420","4118950039","4257587","084602","28","410","QN55","40.665518554471","-73.814424884301"
"40422639","1994-12-31T00:00:00.000","54","OSWEGO ST","STATEN ISLAND","10301","5006600001","5016612","016901","49","501","SI07","40.612903951844","-74.102458592436"
"40422640","1996-12-31T00:00:00.000","15","MCLAUGHLIN ST","STATEN ISLAND","10305","5034110099","5105964","007000","50","502","SI36","40.591011803680","-74.073523242414"
"40422641","1993-12-31T00:00:00.000","144","BEACH 132 STREET","QUEENS","11694","4162760068","4306192","092800","32","414","QN10","40.573866938230","-73.849748087968"
"40422642","2005-12-31T00:00:00.000","1441","OVINGTON AVE","BROOKLYN","11219","3057690064","3142972","019000","43","311","BK28","40.622284804390","-74.000216134618"
"40422643","1998-12-31T00:00:00.000","69","COVENTRY RD","STATEN ISLAND","10304","5008940185","5023007","018100","50","502","SI24","40.589607529106","-74.106991715938"
"40422644","2002-12-31T00:00:00.000","385","GRIMSBY ST","STATEN ISLAND","10306","5038850050","5170305","011202","50","502","SI45","40.570594748842","-74.097336221838"
"40422645","1992-12-31T00:00:00.000","2764","E 63RD ST","BROOKLYN","11234","3085940065","3242597","070201","46","318","BK45","40.606758384796","-73.914254190684"
"40422646","1993-12-31T00:00:00.000","156-39","91ST ST","QUEENS","11414","4139560048","4292448","089200","32","410","QN57","40.663208775699","-73.842845365062"
"40422647","2015-12-31T00:00:00.000","164-50","92 STREET","QUEENS","11414","4140850029","4294664","089200","32","410","QN57","40.649794589401","-73.838588632602"
"40422648","2020-12-31T00:00:00.000","151-63","22ND AVE","QUEENS","11357","4047090036","4106988","103300","19","407","QN49","40.778673016576","-73.811790220763"
"40422650","1991-12-31T00:00:00.000","1630","84TH ST","BROOKLYN","11214","3063250020","3165076","018000","43","311","BK27","40.610819725729","-74.005078287850"
"40422652","1990-12-31T00:00:00.000","320","AVENUE X","BROOKLYN","11223","3071940010","3195080","037402","47","315","BK26","40.590414238221","-73.971289470632"
"40422653","2000-12-31T00:00:00.000","2533","CONEY ISLAND AVE","BROOKLYN","11223","3073710072","3200559","058400","48","315","BK25","40.595060850804","-73.960956857100"
"40422654","1990-12-31T00:00:00.000","2772","BATH AVE","BROOKLYN","11214","3069020044","3186970","030600","47","313","BK26","40.590567783667","-73.984730168733"
"40422657","2016-12-31T00:00:00.000","2622","EAST 24 STREET","BROOKLYN","11235","3074680030","3205149","060000","48","315","BK17","40.588236440729","-73.945414333275"
"40422658","1998-12-31T00:00:00.000","2505","CONEY ISLAND AVE","BROOKLYN","11223","3073710083","3200561","058400","48","315","BK25","40.595780000953","-73.961003245491"
