"the_geom","nodeid","oft","onstreetname","fromstreetname","borough_code","work_start_date","work_end_date","purpose"
"POINT (1040110.0867584646 202942.18930973113)","58468","424590465590000000","170 STREET","UNION TURNPIKE","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1039432.9293201417 203908.90653640032)","55335","415840424490000000","76 AVENUE","168 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1037309.3541709781 203848.70029197633)","55186","415740424040000000","75 ROAD","160 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1036721.8947159648 203512.4804919809)","55118","415840458590000000","76 AVENUE","PARSONS BOULEVARD","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1013655.7669638097 210684.28963914514)","46448","409540415340000000","41 AVENUE","72 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (998059.6833266318 164828.8613370657)","17751","314230318630000000","AVENUE M","BEDFORD AVENUE","B","2023-08-11T00:00:00","2023-08-18T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1009543.3772227168 241034.9894363135)","44244","226640273120000000","EAST  166 STREET","WASHINGTON AVENUE","X","2023-07-24T00:00:00","2023-10-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1019270.9230563045 217806.6638458073)","46950","407240418890000000","25 AVENUE","96 STREET","Q","2023-08-10T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1003020.5359377265 197135.94796948135)","27599","353530362630000000","JOHNSON AVENUE","MORGAN AVENUE","B","2023-08-18T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (973255.4586569667 169029.5550353974)","11475","310580377130000000","80 STREET","SHORE ROAD","B","2023-08-08T00:00:00","2023-08-16T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1029674.0777748823 204178.69635114074)","50590","414640451590000000","69 ROAD","JEWEL AVENUE","Q","2023-06-13T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1010162.3917327225 215116.09507997334)","46203","407990411590000000","31 AVENUE","55 STREET","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1041195.914639309 225873.18642663956)","85704","410600440990000000","CIP SOUTHBOUND EXIT   33","CROSS ISLAND PARKWAY","Q","2023-07-24T00:00:00","2023-08-11T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1045440.705362305 208457.6638430655)","58901","413990425635000000","67 AVENUE","195 LANE","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1030895.4155552983 204566.09321413934)","54680","414640451590000000","69 ROAD","JEWEL AVENUE","Q","2023-06-13T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1037803.5723426342 203921.58728531003)","55190","415740424140000000","75 ROAD","162 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1037916.4526942968 203169.31155888736)","55191","416040424140000000","77 AVENUE","162 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1010534.5858702213 214252.29431414604)","46200","411790428020000000","56 STREET","AMTRAK RAILROAD","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1027601.3424190581 203926.04889056087)","50391","414290420390000000","68 DRIVE","110 STREET","Q","2023-07-24T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1009913.7669018805 215081.26247248054)","41925","407990411390000000","31 AVENUE","54 STREET","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1032817.7194534689 211177.10066139698)","55561","422740436400000000","141 STREET","BOOTH MEMORIAL AVENUE","Q","2023-07-24T00:00:00","2023-08-11T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1009013.2142410576 242618.55254215002)","44247","220020226700000000","CLAY AVENUE","EAST  168 STREET","X","2023-07-24T00:00:00","2023-10-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1012583.2198963016 207789.5549430549)","45368","410790414190000000","50 AVENUE","67 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1037273.3437443078 204095.73687139153)","55193","415690424040000000","75 AVENUE","160 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1015534.9200296402 210237.9818047285)","46613","416290468290000000","78 STREET","WOODSIDE AVENUE","Q","2023-08-10T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1039009.5738676339 203342.99231389165)","55332","416040424340000000","77 AVENUE","166 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1013351.0369302183 220446.70449747145)","47075","406440415790000000","20 AVENUE","75 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1010406.7121102214 207858.7641222328)","45156","412290453090000000","59 PLACE","LAUREL HILL BOULEVARD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1012706.4119071364 241819.72211880982)","47927","233720259520000000","FREEMAN STREET","PROSPECT AVENUE","X","2023-07-21T00:00:00","2023-09-02T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1033443.2040948868 206388.90518531203)","54918","414390423090000000","68 ROAD","147 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1014973.1987121403 241620.63459047675)","48088","216120233720000000","BRYANT AVENUE","FREEMAN STREET","X","2023-06-29T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1037953.9034067988 202912.422308892)","55183","416090424140000000","77 ROAD","162 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1008152.7333504707 240559.8591529727)","44141","220020256820000000","CLAY AVENUE","PARK AVENUE","X","2023-07-24T00:00:00","2023-10-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1015976.5267579705 233197.1678416431)","47471","221320271750000000","COSTER STREET","VIELE AVENUE","X","2023-06-29T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1019513.4914688021 216066.36253640056)","46943","418890451010000000","96 STREET","JACKSON MILL ROAD","Q","2023-08-10T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (996450.8053108007 168608.43054956198)","17654","332600335730000000","DEAD END","EAST   21 STREET","B","2023-08-09T00:00:00","2023-08-11T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1026433.5986915529 224661.22690831125)","51684","406190421340000000","18 AVENUE","120 STREET","Q","2023-06-20T00:00:00","2023-09-18T00:00:00","D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
"POINT (1032785.4363815486 205140.5346505642)","54828","422740451590000000","141 STREET","JEWEL AVENUE","Q","2023-06-13T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1014984.3437029719 220161.82317747176)","47108","406590416740000000","21 AVENUE","81 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1010739.6346727163 202277.61091448367)","45112","412740447290000000","61 STREET","GRAND AVENUE","Q","2023-08-02T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1000697.1485241354 201031.8128811419)","40550","342430394330000000","FROST STREET","WOODPOINT ROAD","B","2023-08-17T00:00:00","2023-08-18T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1031776.7113648802 204756.86776697636)","54724","422490451590000000","137 STREET","JEWEL AVENUE","Q","2023-06-13T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1033481.3831523806 206122.60289639235)","54917","414290423090000000","68 DRIVE","147 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (997509.4350832999 223960.72634081542)","23650","110210118790000000","3 AVENUE","EAST   90 STREET","M","2023-07-20T00:00:00","2023-09-01T00:00:00","CONTRACT ROADWAY MILLING"
"POINT (1010593.5522877276 213813.26992972195)","46194","411790457790000000","56 STREET","NORTHERN BOULEVARD","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1028363.2437823862 201990.40348364413)","50489","415140420390000000","72 AVENUE","110 STREET","Q","2023-07-11T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1032780.9905243069 206240.28310722113)","54834","414390454580000000","68 ROAD","MAIN STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1013083.3107596338 207775.5129763931)","45484","410790414690000000","50 AVENUE","69 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1013994.5983071327 209636.66410972178)","45515","409840415340000000","43 AVENUE","72 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1023508.0041490495 207089.10358805954)","50047","412790419190000000","62 AVENUE","POWER ROAD","Q","2023-07-24T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1035389.5581417978 199025.83920280635)","34945","417130452790000000","84 ROAD","LANDER STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1040008.0790884644 203445.36776530743)","58470","416090424590000000","77 ROAD","170 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1000745.7993454635 201115.99545556307)","40555","342430394330000000","FROST STREET","WOODPOINT ROAD","B","2023-08-11T00:00:00","2023-08-11T00:00:00","DOT IN-HOUSE PAVING"
"POINT (954483.5119489729 157700.89691847563)","7969","516010554965000000","ANNFIELD COURT","WESTMINSTER COURT","S","2023-06-28T00:00:00","2023-09-26T00:00:00","MAJOR INSTALLATION - GAS"
"POINT (1032466.4603134692 217798.2022485584)","55593","436590457790000000","BOWNE STREET","NORTHERN BOULEVARD","Q","2023-07-24T00:00:00","2023-08-11T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1025152.5123429745 225183.15434214473)","51604","406040420840000000","14 ROAD","115 STREET","Q","2023-06-20T00:00:00","2023-09-18T00:00:00","D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
"POINT (1031533.9854723811 204656.28693139553)","54723","422340451590000000","136 STREET","JEWEL AVENUE","Q","2023-06-13T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1037841.1510076374 203674.2350897342)","55189","415840424140000000","76 AVENUE","162 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1011862.8771768808 240473.415756315)","47823","226670270420000000","EAST  167 STREET","UNION AVENUE","X","2023-07-21T00:00:00","2023-09-02T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1009767.2776935548 201818.30048139393)","66929","412140447290000000","58 ROAD","GRAND AVENUE","Q","2023-08-02T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1044654.7197295576 204916.51639780402)","58783","425225465590000000","187 STREET","UNION TURNPIKE","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (998324.8009066433 162988.4122620672)","17741","314330318630000000","AVENUE O","BEDFORD AVENUE","B","2023-08-11T00:00:00","2023-08-18T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1011475.7057071328 208598.08022889495)","45277","413490453090000000","64 STREET","LAUREL HILL BOULEVARD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1018151.2015424669 207719.10823355615)","46001","447290459990000000","GRAND AVENUE","QUEENS BOULEVARD","Q","2023-08-02T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1003082.6949341446 197149.23534446955)","27600","353530362630000000","JOHNSON AVENUE","MORGAN AVENUE","B","2023-08-18T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (924611.4171657264 129220.443052724)","700","518105529690000000","BEDELL STREET","GILBERT PLACE","S","2023-07-27T00:00:00","2023-09-30T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1009851.8805427253 213709.37249973416)","65349","411120457790000000","53 PLACE","NORTHERN BOULEVARD","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1013123.0022813082 209221.1662530601)","45510","409940414690000000","44 AVENUE","69 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1038901.1981001347 204087.31858114898)","55279","415740424340000000","75 ROAD","166 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1024401.5653540492 206599.37359640002)","50120","412990419540000000","63 AVENUE","102 STREET","Q","2023-07-24T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1009930.7911460549 209124.45384806395)","41267","410440412060000000","47 AVENUE","58 LANE","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1039051.1095457226 203074.5581394732)","55330","416090424340000000","77 ROAD","166 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1002324.3004535586 199184.0672328174)","27533","345130362630000000","GRAND STREET","MORGAN AVENUE","B","2023-08-17T00:00:00","2023-08-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1037768.0376368016 204169.4247161448)","55199","415690424140000000","75 AVENUE","162 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1014172.1963771433 241737.20587964356)","48082","233720252710000000","FREEMAN STREET","NYCTA SUBWAY","X","2023-06-29T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (949756.090301469 162029.2215951383)","6745","529440529945000000","GARDEN STREET","GOWER STREET","S","2023-08-11T00:00:00","2023-08-14T00:00:00","DOT IN-HOUSE PAVING"
"POINT (997259.4191791415 234107.52330438793)","24161","131190136230000000","ST NICHOLAS AVENUE","WEST  123 STREET","M","2023-07-12T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1013346.6209285557 241905.38139630854)","66828","233720266620000000","FREEMAN STREET","REV JAMES POLITE AVENUE","X","2023-06-29T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1046076.7001533061 208692.6007091403)","58960","413990425790000000","67 AVENUE","197 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1037346.7819176316 203601.4924530536)","55185","415840424040000000","76 AVENUE","160 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1015968.5576138049 242622.00725963712)","48181","213620226820000000","BOONE AVENUE","EAST  172 STREET","X","2023-07-24T00:00:00","2023-10-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1009528.2135391384 246375.39443789423)","9046789","229520229720000000","EAST MT EDEN AVENUE","EASTBURN AVENUE","X","2023-07-24T00:00:00","2023-10-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1003533.3269068897 211180.15183639526)","41512","408540409840000000","34 STREET","43 AVENUE","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1033721.9991409779 205505.72453697026)","54913","423090451590000000","147 STREET","JEWEL AVENUE","Q","2023-06-13T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (996820.8373791426 156064.60425931215)","16918","335530345730000000","EAST   16 STREET","GRAVESEND NECK ROAD","B","2023-08-18T00:00:00","2023-08-22T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1040421.3919101357 204054.9331472218)","58480","415840424740000000","76 AVENUE","172 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (962161.1635883898 149953.50132405758)","9850","520815541311000000","BUEL AVENUE","OCEANSIDE AVENUE","S","2023-06-15T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1025023.7819573879 205425.19287389517)","50202","413540419540000000","65 AVENUE","102 STREET","Q","2023-07-24T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1037383.3566476405 203353.74655747414)","55184","415940424040000000","76 ROAD","160 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1013517.4437496364 235539.75469189882)","47359","211020226340000000","BARRY STREET","EAST  156 STREET","X","2023-06-29T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1005440.052096054 218728.80143722892)","41674","407740407890000000","29 STREET","30 ROAD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1003671.6143599749 221131.39472913742)","42139","405790407440000000","12 STREET","27 AVENUE","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1005268.7761918902 197616.98703365028)","27769","343040353530000000","GARDNER AVENUE","JOHNSON AVENUE","B","2023-08-18T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1037419.7345276326 203096.3297494799)","55187","416040424040000000","77 AVENUE","160 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (996106.970696643 201701.45393030345)","22099","319530366630000000","BERRY STREET","NORTH   10 STREET","B","2023-08-15T00:00:00","2023-08-17T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1039868.9750359654 204372.5867113918)","55346","415690424590000000","75 AVENUE","170 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1009924.7052002251 240874.5894946456)","44237","226640268020000000","EAST  166 STREET","3 AVENUE","X","2023-07-24T00:00:00","2023-10-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1016922.4733568877 207032.9718105644)","45799","447290448930000000","GRAND AVENUE","HASPEL STREET","Q","2023-08-02T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1046296.416249305 208771.84956640005)","58963","413990425840000000","67 AVENUE","198 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1032047.5638415515 204868.48466973007)","54815","422590451590000000","138 STREET","JEWEL AVENUE","Q","2023-06-13T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1009609.722562477 214463.06849889457)","41917","408190410940000000","32 AVENUE","51 STREET","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1035328.5543268025 214626.91954913735)","55769","410140458590000000","45 AVENUE","PARSONS BOULEVARD","Q","2023-07-24T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (995928.2879831344 210656.57315914333)","22862","410590438643000000","48 AVENUE","CENTER BOULEVARD","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1002141.8369077146 222385.8308685571)","42095","405040407340000000","1 STREET","26 AVENUE","Q","2023-08-01T00:00:00","2023-08-31T00:00:00","MAJOR INSTALLATIONS - HIGH VOLTAGE"
"POINT (1012866.5395396352 209067.3050122261)","83637","412000414440000000","BQE EB ENTRANCE QUEENS BLVD EB","68 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1017363.0200479776 207353.5321930647)","45893","447290465990000000","GRAND AVENUE","VAN HORN STREET","Q","2023-08-02T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1012905.5748946369 219870.9740216434)","46436","406590415540000000","21 AVENUE","73 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1012320.5731118917 241767.63232797384)","47923","233720270420000000","FREEMAN STREET","UNION AVENUE","X","2023-06-29T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1012874.5349304676 209051.01567472517)","45403","412000414440000000","BQE EB ENTRANCE QUEENS BLVD EB","68 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1006968.779353559 223920.22445331514)","42277","406390442490000000","19 STREET","DITMARS BOULEVARD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1033534.4240567982 205980.86105389893)","54911","414490423090000000","69 AVENUE","147 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1038332.7773209661 203491.89982447028)","55268","415940424240000000","76 ROAD","164 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1013817.1183471382 220871.67411997914)","47080","406340416140000000","19 ROAD","77 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (973013.6087469757 165449.49329788983)","11441","311180377130000000","92 STREET","SHORE ROAD","B","2023-08-08T00:00:00","2023-08-16T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1017104.5264704674 207204.53970889747)","65465","447290452400000000","GRAND AVENUE","KNEELAND AVENUE","Q","2023-08-02T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1003995.681953311 221935.00860747695)","42145","405790462090000000","12 STREET","SHORE BOULEVARD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1037695.2293834686 204663.4686755538)","55198","415140424140000000","72 AVENUE","162 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1010024.6853152215 246297.59013156593)","47769","229520251620000000","EAST MT EDEN AVENUE","MONROE AVENUE","X","2023-07-24T00:00:00","2023-10-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1018151.2015424669 207719.10823355615)","46001","437290447290000000","BROADWAY","GRAND AVENUE","Q","2023-08-02T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1028636.5273565501 204611.8578863889)","50512","414390447390000000","68 ROAD","GRAND CENTRL PARKWAY","Q","2023-07-24T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1007663.1152352244 224038.98405830562)","42344","406690406740000000","21 ROAD","21 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1041817.799878478 204261.77689364552)","58561","415840465690000000","76 AVENUE","UTOPIA PARKWAY","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1053672.2144898027 206750.672506392)","104309","426890448900000000","221 STREET","HARTLAND AVENUE","Q","2023-06-29T00:00:00","2023-09-02T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1003790.1931910515 211141.37238639593)","41515","408640409840000000","35 STREET","43 AVENUE","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (973912.8818828017 170985.23025789857)","11932","310180377130000000","72 STREET","SHORE ROAD","B","2023-08-08T00:00:00","2023-08-16T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1046519.8931645602 208853.41108305752)","58966","413990425870000000","67 AVENUE","199 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (961720.3081708848 149582.59327322245)","9670","539706541311000000","NAUGHTON AVENUE","OCEANSIDE AVENUE","S","2023-06-15T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1005094.8493743837 246587.9507713169)","43901","250520270620000000","MERRIAM AVENUE","UNIVERSITY AVENUE","X","2023-07-24T00:00:00","2023-10-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (974070.4914757162 172104.74015797675)","103462","317380377130000000","BAY RIDGE AVENUE","SHORE ROAD","B","2023-08-08T00:00:00","2023-08-16T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1022989.5967213064 205031.05652305484)","49943","413440459990000000","64 ROAD","QUEENS BOULEVARD","Q","2023-07-24T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1017875.0400213003 207534.91634473205)","45899","447290461590000000","GRAND AVENUE","SEABURY STREET","Q","2023-08-02T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1038067.7417618036 202140.64596530795)","55256","416340424140000000","79 AVENUE","162 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (997412.7128358036 230685.03671106696)","24131","131190136010000000","ST NICHOLAS AVENUE","WEST  112 STREET","M","2023-07-07T00:00:00","2023-08-28T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1038083.9815587252 202022.77546614408)","55255","424140465590000000","162 STREET","UNION TURNPIKE","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1009826.0866310596 247050.61027905345)","44287","226880273820000000","EAST  174 STREET","WEEKS AVENUE","X","2023-07-24T00:00:00","2023-10-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1028268.0143140554 202232.69925889373)","50496","415040420390000000","71 ROAD","110 STREET","Q","2023-07-11T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1028173.066997394 202474.80868281424)","50495","414890420390000000","71 AVENUE","110 STREET","Q","2023-07-11T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1034864.9007265568 198906.7810419798)","34840","417130454580000000","84 ROAD","MAIN STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1038791.0014701337 204827.4414447248)","55276","415140424340000000","72 AVENUE","166 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (994808.5448158085 194617.1931644827)","19490","349430393060000000","HEWES STREET","WILLIAMSBURG ST WEST","B","2023-08-15T00:00:00","2023-08-18T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1046312.7052587271 208033.51770973206)","58964","414490425790000000","69 AVENUE","197 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1025204.2671607137 205013.01850138605)","67076","413790419540000000","66 AVENUE","102 STREET","Q","2023-07-24T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1011460.673256889 208370.5544372201)","45275","413490453090000000","64 STREET","LAUREL HILL BOULEVARD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1009122.5975524783 216265.11837247014)","41926","407890410540000000","30 ROAD","47 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
