"objectid","meter_number","status","pay_by_cell_number","meter_hours","parking_facility_name","facility","borough","on_street","side_of_street","from_street","to_street","lat","long","x","y","location"
"10942","1433268","Active","102091","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 56 Street","S","5 Avenue","Madison Avenue","40.7620022452412","-73.9738945013894","991481.822138548","216895.772622973","POINT (-73.973894501389 40.762002245241)"
"7754","1409948","Active","103664","2HR Com Mon-Sat 0700-1900 /2HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","9 Avenue","E","West 53 Street","West 52 Street","40.7651591043224","-73.9875898445874","987687.734910473","218045.08626923","POINT (-73.987589844587 40.765159104322)"
"12027","1243122","Active","102774","3HR Com Mon-Sat 0700-1300 /5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","Canal Street","S","Broadway","Cortlandt Alley","40.7190913080472","-74.001608092476","983804.234475389","201260.882961065","POINT (-74.001608092476 40.719091308047)"
"9506","1443135","Active","104876","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 36 Street","S","8 Avenue","7 Avenue","40.7523830022421","-73.9900612025115","987003.67263031","213390.247481808","POINT (-73.990061202511 40.752383002242)"
"10994","1433336","Active","104571","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 49 Street","S","3 Avenue","Lexington Avenue","40.7553654829483","-73.9717313409393","992081.847513303","214477.969387725","POINT (-73.971731340939 40.755365482948)"
"10093","1443662","Active","102586","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","Broadway","W","West 32 Street","West 31 Street","40.7479541675408","-73.98831865508","987486.683147222","211776.739882067","POINT (-73.98831865508 40.747954167541)"
"11049","1433418","Active","105546","2HR Pas Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","Broadway","E","West 54 Street","West 53 Street","40.7636899982983","-73.9825322370514","989088.848578051","217510.081433728","POINT (-73.982532237051 40.763689998298)"
"8231","1403048","Active","102365","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 47 Street","N","8 Avenue","9 Avenue","40.760641125801","-73.9879123193263","987598.633382633","216399.025584981","POINT (-73.987912319326 40.760641125801)"
"10742","1433026","Active","105451","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 46 Street","S","6 Avenue","5 Avenue","40.7568464015519","-73.9810778427314","989492.277561218","215016.818703726","POINT (-73.981077842731 40.756846401552)"
"10826","1433122","Active","106417","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 55 Street","N","6 Avenue","7 Avenue","40.7634902257521","-73.9791221203957","990033.522541717","217437.50447914","POINT (-73.979122120396 40.763490225752)"
"9781","1443323","Active","102728","3HR Com Mon-Fri 0700-1900 /5HR Pas Mon-Fri 1900-2400 /5HR Pas Sat 0800-2400",,"On Street","Manhattan","Avenue of the Americas","E","West 38 Street","West 39 Street","40.7527205681738","-73.9855140818721","988263.49097681","213513.40930897","POINT (-73.985514081872 40.752720568174)"
"8856","1173012","Active","101611","2HR Pas Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","Broadway","E","West 57 Street","West 56 Street","40.7660020906121","-73.9817908353535","989294.053548217","218352.494775146","POINT (-73.981790835353 40.766002090612)"
"15332","4153019","Active","425841","12HR Pas Mon-Sat 0700-1900",,"On Street","Queens","32 Place","W","Skillman Avenue","Queens Boulevard","40.7452792691365","-73.9325662142868","1002935.39470381","210809.165045559","POINT (-73.932566214287 40.745279269137)"
"10349","1443988","Active","103155","3HR Com Mon-Fri 0700-1600 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 40 Street","S","Avenue of the Americas","5 Avenue","40.7530982577996","-73.9840910989256","988657.719847143","213651.08226198","POINT (-73.984091098926 40.7530982578)"
"11025","1433382","Active","101518","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 50 Street","N","7 Avenue","6 Avenue","40.7607902507899","-73.9824254929866","989118.630342633","216453.61405848","POINT (-73.982425492987 40.76079025079)"
"9554","1443187","Active","106970","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 35 Street","N","7 Avenue","8 Avenue","40.7518956549818","-73.9905879315078","986857.754615054","213212.675002307","POINT (-73.990587931508 40.751895654982)"
"9454","1443081","Active","102205","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 37 Street","S","7 Avenue","8 Avenue","40.7534608569752","-73.9907192250592","986821.317351967","213782.924846053","POINT (-73.990719225059 40.753460856975)"
"9008","1243041","Active","103786","3HR Com Mon-Sat 0700-1300 /5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","Canal Street","N","Mulberry Street","Baxter Street","40.7174325691862","-73.9989824929187","984532.06143181","200656.551164478","POINT (-73.998982492919 40.717432569186)"
"14385","4153007","Active","417924","12HR Pas Mon-Sat 0700-1900",,"On Street","Queens","32 Place","W","Queens Boulevard","47 Avenue","40.7442214407544","-73.9327722583183","1002878.59724522","210423.720606476","POINT (-73.932772258318 40.744221440754)"
"9773","1443314","Active","104889","3HR Com Mon-Sat 1000-1600 /5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","Avenue of the Americas","W","West 35 Street","West 36 Street","40.7506515187212","-73.9872943310628","987770.361713722","212759.511210471","POINT (-73.987294331063 40.750651518721)"
"10977","1433310","Active","104475","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 45 Street","S","Vanderbilt Avenue","Madison Avenue","40.7545008345911","-73.9774820648566","990488.68731381","214162.488063306","POINT (-73.977482064857 40.754500834591)"
"9417","1443042","Active","102727","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 38 Street","N","Avenue of the Americas","5 Avenue","40.7519600026645","-73.9849573783224","988417.779710218","213236.336700395","POINT (-73.984957378322 40.751960002665)"
"1181","4152064","Active","414316","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","Jackson Avenue","S","21 Street","Crane Street","40.7452774613062","-73.9467877814251","998994.706390977","210805.79267697","POINT (-73.946787781425 40.745277461306)"
"15388","4233182","Active","422809","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","Astoria Blvd","N","23 Street","22 Street","40.7719427538186","-73.9248172205697","1005074.24442872","220525.288001731","POINT (-73.92481722057 40.771942753819)"
"15396","1403173","Active","103123","3HR Com Mon-Sat 0700-1800 /6 HR Pas Sat 1800-2400",,"On Street","Manhattan","West 50 Street","S","9 Avenue","8 Avenue","40.7628693070588","-73.9876164177723","987680.491814718","217210.836625397","POINT (-73.987616417772 40.762869307059)"
"11359","3883002","Active","342833","16HR Pas Mon-Sat 0000-2400","Sheepshead Bay #2","Off Street","Brooklyn","East 16 Street","E","Shore Pkwy.","Voorhies Avenue","40.5855612141442","-73.9525832938117","997420.311573893","152615.72893922","POINT (-73.952583293812 40.585561214144)"
"9551","1443184","Active","105318","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 35 Street","S","5 Avenue","Avenue of the Americas","40.7500420277259","-73.9864280028832","988010.429803133","212537.490000978","POINT (-73.986428002883 40.750042027726)"
"9514","1443144","Active","106568","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 36 Street","S","Avenue of the Americas","5 Avenue","40.7507997453118","-73.9863170753535","988041.121670887","212813.555721804","POINT (-73.986317075353 40.750799745312)"
"13792","1433189","Active","106734","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 48 Street","N","Madison Avenue","Park Avenue","40.7564142575595","-73.9759390356263","990915.998467058","214859.723873556","POINT (-73.975939035626 40.75641425756)"
"15416","4153032","Active","425037","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","Center boulevard","E","54 Avenue","Borden Avenue","40.7415111209518","-73.9605142330882","995191.828498051","209431.582498893","POINT (-73.960514233088 40.741511120952)"
"9450","1443077","Active","104318","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 37 Street","S","5 Avenue","Avenue of the Americas","40.7513093988481","-73.9855976933368","988240.409986228","212999.270901561","POINT (-73.985597693337 40.751309398848)"
"9455","1443082","Active","103601","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 37 Street","N","7 Avenue","8 Avenue","40.7535510631502","-73.9906614819333","986837.312070638","213815.791578233","POINT (-73.990661481933 40.75355106315)"
"10853","1433155","Active","103579","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","7 Avenue","E","West 55 Street","West 54 Street","40.7637086200686","-73.9812338864522","989448.510916471","217516.940343887","POINT (-73.981233886452 40.763708620069)"
"9770","1443311","Active","101692","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","7 Avenue","E","West 36 Street","West 35 Street","40.7518380943727","-73.9898834701636","987052.938607886","213191.725569144","POINT (-73.989883470164 40.751838094373)"
"11023","1433380","Active","107136","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 50 Street","N","Broadway","7 Avenue","40.7612814229114","-73.9835918142445","988795.493193641","216632.501495972","POINT (-73.983591814244 40.761281422911)"
"9652","1443295","Active","101399","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","Broadway","W","West 37 Street","West 36 Street","40.7517929838793","-73.9876773769701","987664.172621638","213175.368646473","POINT (-73.98767737697 40.751792983879)"
"9725","1403035","Active","102834","1HR Com Mon-Sat 0700-1900",,"On Street","Manhattan","West 45 Street","S","8 Avenue","9 Avenue","40.7601671521059","-73.990895150659","986772.321715057","216226.241481721","POINT (-73.990895150659 40.760167152106)"
"14386","4153008","Active","417924","12HR Pas Mon-Sat 0700-1900",,"On Street","Queens","32 Place","W","Queens Boulevard","47 Avenue","40.7435469186192","-73.9329096069814","1002840.72658606","210177.941570476","POINT (-73.932909606981 40.743546918619)"
"10855","1433157","Active","107146","3HR Com Mon-Fri 0600-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","7 Avenue","W","West 54 Street","West 53 Street","40.7634252936357","-73.9816878292409","989322.783149555","217413.688581899","POINT (-73.981687829241 40.763425293636)"
"13643","3773005","Active","342834","15HR Pas Mon-Sat 0800-2200","Grant Avenue","Off Street","Brooklyn","Grant Avenue","W","Pitkin Avenue","Glenmore Avenue","40.6775438716099","-73.8651069963028","1021665.82771531","186152.723872975","POINT (-73.865106996303 40.67754387161)"
"9219","1463009","Active","104663","2HR Pas Mon-Sat 0700-2300",,"On Street","Manhattan","Hudson Street","W","Gansevoort Street","Horatio Street","40.7391205339488","-74.0055286182131","982717.919718891","208558.198090807","POINT (-74.005528618213 40.739120533949)"
"9656","1443299","Active","106119","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","7 Avenue","E","West 42 Street","West 41 Street","40.7556246698087","-73.9871250714339","987816.992197886","214571.398006648","POINT (-73.987125071434 40.755624669809)"
"1149","4152035","Active","414359","12HR Pas Mon-Sat 0700-1900",,"On Street","Queens","Skillman Avenue","N","Honeywell Street","Queens Boulevard","40.7463876555093","-73.933150682354","1002773.13485771","211212.861416638","POINT (-73.933150682354 40.746387655509)"
"9559","1443192","Active","106970","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 35 Street","N","7 Avenue","8 Avenue","40.7524588669525","-73.9919243850382","986487.451221809","213417.834368899","POINT (-73.991924385038 40.752458866953)"
"11029","1433388","Active","104264","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 50 Street","N","8 Avenue","Broadway","40.7619300967629","-73.9851305511867","988369.183022633","216868.75856939","POINT (-73.985130551187 40.761930096763)"
"9056","1243092","Active","106409","3HR Com Mon-Sat 0700-1300 /5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","Canal Street","N","Bowery","Elizabeth Street","40.7164989089961","-73.9965447932006","985207.82550022","200316.40748781","POINT (-73.996544793201 40.716498908996)"
"10883","1433195","Active","106860","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 48 Street","S","Lexington Avenue","3 Avenue","40.7550764303338","-73.9730064829868","991728.601172552","214372.546698317","POINT (-73.973006482987 40.755076430334)"
"15373","1113113","Active","104118","2HR Pas Mon-Sat 0700-1900",,"On Street","Manhattan","Church Street","E","Worth Street","Leonard Street","40.7173729777783","-74.0058874059845","982617.960601225","200634.893399388","POINT (-74.005887405984 40.717372977778)"
"9660","1443303","Active","102048","3HR Com Mon-Sat 0900-1600 /5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","7 Avenue","W","West 40 Street","West 39 Street","40.7545013530958","-73.988189979713","987522.015097558","214162.095675647","POINT (-73.988189979713 40.754501353096)"
"15407","3013672","Active","342532","2 HR Pas Mon-Sat 0900-1900",,"Off Street","Brooklyn","Duffield Street","S","Willoughby Street","Fulton Street","40.6908156209498","-73.9843538091909","988588.986388803","190959.585978389","POINT (-73.984353809191 40.69081562095)"
"15331","4153018","Active","425841","12HR Pas Mon-Sat 0700-1900",,"On Street","Queens","32 Place","W","Skillman Avenue","Queens Boulevard","40.7461321224807","-73.9323888443459","1002984.30274247","211119.924594641","POINT (-73.932388844346 40.746132122481)"
"10746","1433030","Active","105453","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 45 Street","N","5 Avenue","Avenue of the Americas","40.7561252583794","-73.9810629725445","989496.45406206","214754.083664894","POINT (-73.981062972544 40.756125258379)"
"1799","3013623","Active","300548","2 HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","Boerum Place","W","Livingston Street","Schermerhorn Street","40.6906521350204","-73.9897627966247","987088.978233978","190899.801649138","POINT (-73.989762796625 40.69065213502)"
"10798","1433089","Active","107068","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 56 Street","S","6 Avenue","5 Avenue","40.7632986929126","-73.9769714367105","990629.316297635","217367.872072473","POINT (-73.97697143671 40.763298692913)"
"11719","4760003","Active","469235","15HR Pas Mon-Sat 0800-2200","Rockaway Park","Off Street","Queens","Beach 116 Street","E","Beach Channel Drive","Newport Avenue","40.5810458129259","-73.8366286696415","1029630.53849189","151009.408661067","POINT (-73.836628669641 40.581045812926)"
"15146","1403171","Active","106612","3HR Com Mon-Fri 1000-1600 /5HR Pas Mon-Fri 1900-2400 /5HR Pas Sat 0800-2400",,"On Street","Manhattan","West 52 Street","N","9 Avenue","8 Avenue","40.7642444630832","-73.9867317130489","987925.496245965","217711.887132481","POINT (-73.986731713049 40.764244463083)"
"9512","1443141","Active","106094","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 36 Street","S","7 Avenue","Broadway","40.7515422629675","-73.9880680010959","987555.956630722","213084.007936805","POINT (-73.988068001096 40.751542262968)"
"13668","4863001","Active","469239","15HR Pas Mon-Sat 0800-2200","Rosedale","Off Street","Queens","Francis Lewis Boulevard","E","Sunrise Hwy.","North Conduit Boulevard","40.6663273698846","-73.7355020138117","1057627.15178989","182148.204651058","POINT (-73.735502013812 40.666327369885)"
"5855","3249865","Active","312175","2 HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","Vanderbilt Avenue","W","St. Mark's Avenue","Prospect Place","40.6780879527023","-73.9688144154076","992900.006638139","186323.67923972","POINT (-73.968814415408 40.678087952702)"
"14833","1433459","Active","102931","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 53 Street","N","Broadway","8 Avenue","40.7635479295102","-73.9831376940926","988921.137299299","217458.288230225","POINT (-73.983137694093 40.76354792951)"
"10948","1433279","Active","104616","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 56 Street","S","Lexington Avenue","3 Avenue","40.7598955466141","-73.9689013746214","992865.305263966","216128.684918314","POINT (-73.968901374621 40.759895546614)"
