"recordid","address","house_number","street","zip_original","cb_original","site","species","diameter","condition","wires","sidewalk_condition","support_structure","borough","x","y","longitude","latitude","cb_new","zip_new","censustract_2010","censusblock_2010","nta_2010","segmentid","spc_common","spc_latin","location","council_district","bin","bbl"
"266","17 THOMPSON ST","17","THOMPSON ST","10013","102","Adjacent","PLAC","16","Excellent","None","Good","None","Manhattan","982990.626","202541.3963","-74.004543","40.722606","102","10013","47","2006","MN24","110917","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.722606, -74.004543)","1","1002947","1002270055"
"267","17 THOMPSON ST","17","THOMPSON ST","10013","102","Adjacent","PLAC","16","Excellent","None","Good","None","Manhattan","982990.626","202541.3963","-74.004543","40.722606","102","10013","47","2006","MN24","110917","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.722606, -74.004543)","1","1002947","1002270055"
"268","17 THOMPSON ST","17","THOMPSON ST","10013","102","Front","GIBI","9","Excellent","None","Good","None","Manhattan","982990.626","202541.3963","-74.004543","40.722606","102","10013","47","2006","MN24","110917","GINKGO","GINKGO BILOBA","(40.722606, -74.004543)","1","1002947","1002270055"
"269","17 THOMPSON ST","17","THOMPSON ST","10013","102","Front","GIBI","9","Good","None","Good","Guard Strangling","Manhattan","982990.626","202541.3963","-74.004543","40.722606","102","10013","47","2006","MN24","110917","GINKGO","GINKGO BILOBA","(40.722606, -74.004543)","1","1002947","1002270055"
"270","30 GRAND ST","30","GRAND ST","10013","102","Front","SOJA","3","Good","None","Good","None","Manhattan","982974.3068","202611.8269","-74.004602","40.722799","102","10013","47","2002","MN24","31874","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.722799, -74.004602)","1","1077735","1004760045"
"271","30 GRAND ST","30","GRAND ST","10013","102","Front","SOJA","3","Good","None","Good","None","Manhattan","982974.3068","202611.8269","-74.004602","40.722799","102","10013","47","2002","MN24","31874","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.722799, -74.004602)","1","1077735","1004760045"
"272","49 GRAND ST","49","GRAND ST","10013","102","Side","TICO","4","Excellent","None","Good","None","Manhattan","983180.2489","202477.4864","-74.003859","40.722431","102","10013","47","2005","MN24","32099","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.722431, -74.003859)","1","1002945","1002270022"
"273","49 GRAND ST","49","GRAND ST","10013","102","Side","TICO","4","Excellent","None","Good","None","Manhattan","983180.2489","202477.4864","-74.003859","40.722431","102","10013","47","2005","MN24","32099","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.722431, -74.003859)","1","1002945","1002270022"
"274","49 GRAND ST","49","GRAND ST","10013","102","Side","TICO","3","Excellent","None","Good","None","Manhattan","983180.2489","202477.4864","-74.003859","40.722431","102","10013","47","2005","MN24","32099","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.722431, -74.003859)","1","1002945","1002270022"
"275","340 W BROADWAY","340","W BROADWAY","10013","102","Front","SOJA","3","Good","None","Good","None","Manhattan","983223.4381","202487.8768","-74.003703","40.722459","102","10013","47","2003","MN24","32103","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.722459, -74.003703)","1","1007113","1004760081"
"276","349 W BROADWAY","349","W BROADWAY","10013","102","Front","QURU","6","Good","None","Good","Guard Strangling","Manhattan","983301.8897","202608.793","-74.00342","40.722791","102","10013","47","2009","MN24","32103","OAK, NORTHERN RED","QUERCUS RUBRA","(40.722791, -74.00342)","1","1007059","1004750007"
"40200","40-044 W 111 ST",,"W 111 ST","0","0","Front","UNKNOWN","3","Excellent","None","Good","None","Manhattan","1","1","1","1","110","10026","186","2001","MN11","166139","UNKNOWN LIVE TREES","UNKNOWN LIVE TREES ","(1.0, 1.0)",,,
"277","349 W BROADWAY","349","W BROADWAY","10013","102","Front","PLAC","7","Good","None","Good","Guard Strangling","Manhattan","983301.8897","202608.793","-74.00342","40.722791","102","10013","47","2009","MN24","32103","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.722791, -74.00342)","1","1007059","1004750007"
"278","351 W BROADWAY","351","W BROADWAY","10013","102","Front","UNKSTMP","0","Stump","None","Good","None","Manhattan","983315.0002","202629.0001","-74.003373","40.722846","102","10013","47","2009","MN24","32103","UNKNOWN STUMP","UNKNOWN STUMP ","(40.722846, -74.003373)","1","1007060","1004757507"
"279","351 W BROADWAY","351","W BROADWAY","10013","102","Front","UNKSTMP","0","Stump","None","Good","None","Manhattan","983315.0002","202629.0001","-74.003373","40.722846","102","10013","47","2009","MN24","32103","UNKNOWN STUMP","UNKNOWN STUMP ","(40.722846, -74.003373)","1","1007060","1004757507"
"280","355 W BROADWAY","355","W BROADWAY","10013","102","Front","GIBI","5","Excellent","None","Good","None","Manhattan","983341.4327","202669.7401","-74.003278","40.722958","102","10013","47","2009","MN24","32103","GINKGO","GINKGO BILOBA","(40.722958, -74.003278)","1","1007061","1004750009"
"281","361 W BROADWAY","361","W BROADWAY","10013","102","Front","SOJA","7","Excellent","None","Good","None","Manhattan","983381.1871","202731.0131","-74.003134","40.723126","102","10013","47","2009","MN24","32103","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.723126, -74.003134)","1","1007063","1004750012"
"282","364 W BROADWAY","364","W BROADWAY","10013","102","Front","SOJA","8","Excellent","None","Good","None","Manhattan","983392.6059","202748.6128","-74.003093","40.723175","102","10013","47","2003","MN24","32103","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.723175, -74.003093)","1","1007110","1004760071"
"283","366 W BROADWAY","366","W BROADWAY","10013","102","Front","PYCA","5","Excellent","None","Good","None","Manhattan","983406.5623","202770.1235","-74.003043","40.723234","102","10013","47","2003","MN24","32103","PEAR, CALLERY","PYRUS CALLERYANA","(40.723234, -74.003043)","1","1079918","1004760070"
"284","360 W BROADWAY","360","W BROADWAY","10013","102","Front","UNKSTMP","0","Stump","None","Good","None","Manhattan","983364.2703","202704.9395","-74.003195","40.723055","102","10013","47","2003","MN24","32103","UNKNOWN STUMP","UNKNOWN STUMP ","(40.723055, -74.003195)","1","1007111","1004760073"
"287","32 WATTS ST","32","WATTS ST","10013","102","Across","UNKDEAD","0","Dead","None","Good","None","Manhattan","982973.9498","202900.7416","-74.004604","40.723592","102","10013","47","2001","MN24","32100","UNKNOWN DEAD TREES","UNKNOWN DEAD TREES ","(40.723592, -74.004604)","3","1007099","1004760015"
"288","32 WATTS ST","32","WATTS ST","10013","102","Front","UNKDEAD","0","Dead","None","Good","None","Manhattan","982973.9498","202900.7416","-74.004604","40.723592","102","10013","47","2001","MN24","32100","UNKNOWN DEAD TREES","UNKNOWN DEAD TREES ","(40.723592, -74.004604)","3","1007099","1004760015"
"289","59 SULLIVAN ST","59","SULLIVAN ST","10012","102","Front","ACSA1","7","Excellent","None","Good","None","Manhattan","983082.7764","203142.3615","-74.004211","40.724255","102","10012","47","1001","MN24","32120","MAPLE, SILVER","ACER SACCHARINUM","(40.724255, -74.004211)","3","1082481","1004890003"
"290","59 SULLIVAN ST","59","SULLIVAN ST","10012","102","Across","SOJA","3","Excellent","None","Good","Stakes / Wires","Manhattan","983082.7764","203142.3615","-74.004211","40.724255","102","10012","47","1001","MN24","32120","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.724255, -74.004211)","3","1082481","1004890003"
"291","59 SULLIVAN ST","59","SULLIVAN ST","10012","102","Across","GIBI","3","Excellent","None","Good","None","Manhattan","983082.7764","203142.3615","-74.004211","40.724255","102","10012","47","1001","MN24","32120","GINKGO","GINKGO BILOBA","(40.724255, -74.004211)","3","1082481","1004890003"
"292","63 SULLIVAN ST","63","SULLIVAN ST","10012","102","Across","GIBI","4","Excellent","None","Good","None","Manhattan","983111.0907","203186.7681","-74.004109","40.724377","102","10012","47","1001","MN24","32120","GINKGO","GINKGO BILOBA","(40.724377, -74.004109)","3","1007344","1004890005"
"293","65 SULLIVAN ST","65","SULLIVAN ST","10012","102","Across","TICO","6","Good","None","Good","None","Manhattan","983125.3828","203209.1828","-74.004057","40.724439","102","10012","47","1001","MN24","32120","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.724439, -74.004057)","3","1007345","1004890006"
"294","67 SULLIVAN ST","67","SULLIVAN ST","10012","102","Across","TICO","5","Excellent","None","Good","None","Manhattan","983139.4051","203231.1747","-74.004007","40.724499","102","10012","47","1001","MN24","32120","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.724499, -74.004007)","3","1007346","1004890007"
"295","71 SULLIVAN ST","71","SULLIVAN ST","10012","102","Across","PLAC","10","Poor","None","Good","None","Manhattan","983167.989","203276.0042","-74.003904","40.724622","102","10012","47","1001","MN24","32120","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.724622, -74.003904)","3","1007347","1004890008"
"296","77 SULLIVAN ST","77","SULLIVAN ST","10012","102","Across","TICO","6","Excellent","None","Good","None","Manhattan","983210.5953","203342.8255","-74.00375","40.724806","102","10012","47","1001","MN24","32120","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.724806, -74.00375)","3","1007349","1004890011"
"297","77 SULLIVAN ST","77","SULLIVAN ST","10012","102","Front","PLAC","7","Excellent","None","Good","None","Manhattan","983210.5953","203342.8255","-74.00375","40.724806","102","10012","47","1001","MN24","32120","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.724806, -74.00375)","3","1007349","1004890011"
"298","81 SULLIVAN ST","81","SULLIVAN ST","10012","102","Front","SOJA","7","Excellent","None","Good","None","Manhattan","983238.9097","203387.2322","-74.003648","40.724928","102","10012","47","1001","MN24","32120","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.724928, -74.003648)","3","1077739","1004890013"
"299","81 SULLIVAN ST","81","SULLIVAN ST","10012","102","Across","ZESE","5","Excellent","None","Good","None","Manhattan","983238.9097","203387.2322","-74.003648","40.724928","102","10012","47","1001","MN24","32120","ZELKOVA, JAPANESE","ZELKOVA SERRATA","(40.724928, -74.003648)","3","1077739","1004890013"
"300","83 SULLIVAN ST","83","SULLIVAN ST","10012","102","Across","ZESE","5","Good","None","Good","None","Manhattan","983252.932","203409.224","-74.003597","40.724988","102","10012","47","1001","MN24","32120","ZELKOVA, JAPANESE","ZELKOVA SERRATA","(40.724988, -74.003597)","3","1007351","1004890014"
"40201","40-044 W 111 ST",,"W 111 ST","0","0","Front","GIBI","4","Poor","None","Good","None","Manhattan","1","1","1","1","110","10026","186","2001","MN11","166139","GINKGO","GINKGO BILOBA","(1.0, 1.0)",,,
"301","83 SULLIVAN ST","83","SULLIVAN ST","10012","102","Front","UNKSTMP","0","Stump","None","Good","None","Manhattan","983252.932","203409.224","-74.003597","40.724988","102","10012","47","1001","MN24","32120","UNKNOWN STUMP","UNKNOWN STUMP ","(40.724988, -74.003597)","3","1007351","1004890014"
"302","83 SULLIVAN ST","83","SULLIVAN ST","10012","102","Front","PYCA","6","Good","None","Good","None","Manhattan","983252.932","203409.224","-74.003597","40.724988","102","10012","47","1001","MN24","32120","PEAR, CALLERY","PYRUS CALLERYANA","(40.724988, -74.003597)","3","1007351","1004890014"
"303","83 SULLIVAN ST","83","SULLIVAN ST","10012","102","Across","GIBI","4","Good","None","Good","None","Manhattan","983252.932","203409.224","-74.003597","40.724988","102","10012","47","1001","MN24","32120","GINKGO","GINKGO BILOBA","(40.724988, -74.003597)","3","1007351","1004890014"
"304","202 SPRING ST","202","SPRING ST","10012","102","Side","PLAC","9","Excellent","None","Good","None","Manhattan","983311.2853","203506.4252","-74.003387","40.725255","102","10012","47","1000","MN24","110924","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.725255, -74.003387)","3","1086100","1004907501"
"305","202 SPRING ST","202","SPRING ST","10012","102","Side","PYCA","4","Excellent","None","Good","None","Manhattan","983311.2853","203506.4252","-74.003387","40.725255","102","10012","47","1000","MN24","110924","PEAR, CALLERY","PYRUS CALLERYANA","(40.725255, -74.003387)","3","1086100","1004907501"
"306","202 SPRING ST","202","SPRING ST","10012","102","Side","PYCA","2","Excellent","None","Good","Stakes / Wires","Manhattan","983311.2853","203506.4252","-74.003387","40.725255","102","10012","47","1000","MN24","110924","PEAR, CALLERY","PYRUS CALLERYANA","(40.725255, -74.003387)","3","1086100","1004907501"
"307","200 SPRING ST","200","SPRING ST","10012","102","Side","SOJA","13","Excellent","None","Good","None","Manhattan","983317.1502","203502.9752","-74.003366","40.725245","102","10012","47","1001","MN24","32132","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.725245, -74.003366)","3","1007353","1004890017"
"308","200 SPRING ST","200","SPRING ST","10012","102","Side","SOJA","8","Excellent","None","Good","None","Manhattan","983317.1502","203502.9752","-74.003366","40.725245","102","10012","47","1001","MN24","32132","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.725245, -74.003366)","3","1007353","1004890017"
"309","186 SPRING ST","186","SPRING ST","10012","102","Front","GLTR","11","Excellent","None","Good","None","Manhattan","983475.6288","203401.096","-74.002794","40.724966","102","10012","47","1001","MN24","32132","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.724966, -74.002794)","3","1007358","1004890023"
"310","190 SPRING ST","190","SPRING ST","10012","102","Front","GLTR","10","Excellent","None","Good","None","Manhattan","983430.4074","203430.1669","-74.002957","40.725045","102","10012","47","1001","MN24","32132","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.725045, -74.002957)","3","1007356","1004890021"
"311","196 SPRING ST","196","SPRING ST","10012","102","Front","GLTR","4","Excellent","None","Good","None","Manhattan","983362.3716","203473.9042","-74.003202","40.725165","102","10012","47","1001","MN24","32132","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.725165, -74.003202)","3","1007354","1004890018"
"312","200 SPRING ST","200","SPRING ST","10012","102","Front","GLTR","8","Excellent","None","Good","None","Manhattan","983317.1502","203502.9752","-74.003366","40.725245","102","10012","47","1001","MN24","32132","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.725245, -74.003366)","3","1007353","1004890017"
"313","210 SPRING ST","210","SPRING ST","10012","102","Front","SOJA","3","Good","None","Good","None","Manhattan","983233.3321","203547.3396","-74.003668","40.725367","102","10012","47","1000","MN24","110924","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.725367, -74.003668)","3","1007371","1004900021"
"314","210 SPRING ST","210","SPRING ST","10012","102","Front","SOJA","3","Good","None","Good","None","Manhattan","983233.3321","203547.3396","-74.003668","40.725367","102","10012","47","1000","MN24","110924","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.725367, -74.003668)","3","1007371","1004900021"
"315","210 SPRING ST","210","SPRING ST","10012","102","Front","SOJA","3","Poor","None","Good","None","Manhattan","983233.3321","203547.3396","-74.003668","40.725367","102","10012","47","1000","MN24","110924","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.725367, -74.003668)","3","1007371","1004900021"
"316","160 Avenue of the Amer","160","Avenue of the Amer","10013","102","Front","TICO","8","Excellent","None","Good","None","Manhattan","983123.0955","203549.7858","-74.004066","40.725374","102","10013","47","1000","MN24","32124","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.725374, -74.004066)","3","1007371","1004900021"
"317","124 Avenue of the Amer","124","Avenue of the Amer","10012","102","Front","ULAM","6","Poor","None","Good","None","Manhattan","982993.1534","203139.8828","-74.004534","40.724249","102","10013","47","1000","MN24","31911","ELM, AMERICAN","ULMUS AMERICANA","(40.724249, -74.004534)","3","1000000","1004900027"
"318","124 Avenue of the Amer","124","Avenue of the Amer","10012","102","Front","PYCA","4","Excellent","None","Good","None","Manhattan","982993.1534","203139.8828","-74.004534","40.724249","102","10013","47","1000","MN24","31911","PEAR, CALLERY","PYRUS CALLERYANA","(40.724249, -74.004534)","3","1000000","1004900027"
"319","529 BROOME ST","529","BROOME ST","10012","102","Median/Side","QURU","4","Excellent","None","Good","None","Manhattan","983089.0451","203033.9801","-74.004188","40.723958","102","10013","47","2001","MN24","32104","OAK, NORTHERN RED","QUERCUS RUBRA","(40.723958, -74.004188)","3","1007100","1004760019"
"320","529 BROOME ST","529","BROOME ST","10012","102","Side","ULAM","7","Excellent","None","Good","None","Manhattan","983089.0451","203033.9801","-74.004188","40.723958","102","10013","47","2001","MN24","32104","ELM, AMERICAN","ULMUS AMERICANA","(40.723958, -74.004188)","3","1007100","1004760019"
"321","529 BROOME ST","529","BROOME ST","10012","102","Side","AIAL","7","Excellent","None","Good","None","Manhattan","983089.0451","203033.9801","-74.004188","40.723958","102","10013","47","2001","MN24","32104","TREE OF HEAVEN","AILANTHUS ALTISSIMA","(40.723958, -74.004188)","3","1007100","1004760019"
"322","529 BROOME ST","529","BROOME ST","10012","102","Side","ULAM","7","Good","None","Good","None","Manhattan","983089.0451","203033.9801","-74.004188","40.723958","102","10013","47","2001","MN24","32104","ELM, AMERICAN","ULMUS AMERICANA","(40.723958, -74.004188)","3","1007100","1004760019"
