"projectcode","groupowner","locationdescription","borough","description","projectstatus","nextstep","dateadded","bctsnum","ccunum","requestorletterreplydate","cbletterrequestdate","cbletterrecieveddate","oldsign","newsign","markingsdate","installationdate","secondstudycode","closeddate","speedcushion","requestdate","requestortype","segmentid","onstreet","fromstreet","tostreet","geoboroughname","lionkey","fromlatitude","fromlongitude","tolatitude","tolongitude","oft","cb","segmentstatus","segmentstatusdescription","denialreason","numsrproposed","trafficdirection","trafficdirectiondesc","oldsign1","newsign1","oldsign2","newsign2"
"SR-20171025-13357","Queens BC","WOODSIDE AVENUE from 65 PLACE to 80 STREET","Queens","NO LONGER FEASIBLE DUE TO SPEED CAMERA WITHIN 1000FT ; traffic calming measures on Woodside avenue between 65 Place and 80th Street","CB accepted proposal","Planning actions","2017-10-25T15:33:44.000","DOT-345802-B8S0","DOT-345802-B8S0",,"2019-09-03T00:00:00.000","2019-09-03T00:00:00.000",,,,,,,"No","2017-10-25T00:00:00.000","Council Member","184708","WOODSIDE AVENUE","68 STREET","BROOKLYN QNS EXPRESSWAY","Queens","4510000290","40.742902623521402","-73.896586937578405","40.742872304829","-73.896446242403798","468290414440437395","402","No","Not Feasible","street too short",,"T","Two-way",,,,
"SR-20191205-17139","Brooklyn BC","ALBANY AVENUE from PROSPECT PLACE to PARK PLACE","Brooklyn","Special DOT internal speed hump request, AMD priority.  No ARTS case created.","MOSAICS Entry - actual - closed",,"2019-12-05T15:36:39.000",,,,"2019-12-05T00:00:00.000","2019-12-05T00:00:00.000",,,"2021-12-13T00:00:00.000","2021-12-09T00:00:00.000",,"2022-01-10T11:35:00.000","No","2019-09-20T00:00:00.000","DOT Internal","9003788","ALBANY AVENUE","PROSPECT PLACE","PARK PLACE","Brooklyn","3054000093","40.673708","-73.938981","40.672827","-73.939076","312130372730369330","308","Yes","Feasible",,"1","W","One-way","SIMS","B-0127484",,
"SR-20121204-7081","Queens BC","81 STREET from 155 AVENUE to 156 AVENUE","Queens",,"MOSAICS Entry - actual - closed",,"2012-12-04T12:32:15.000","12-1672",,,"2014-02-06T00:00:00.000","2020-04-06T00:00:00.000",,,"2021-12-15T00:00:00.000","2021-12-08T00:00:00.000",,"2022-01-10T11:13:00.000","No","2012-11-29T00:00:00.000","Citizen","51383","81 STREET","155 AVENUE","156 AVENUE","Queens","4592809050","40.664251","-73.852795","40.662576000000001","-73.852384000000001","416740423590423690","410","Yes","Feasible",,"1","T","Two-way","SIMS","B-01557896","SIMS","B-01557897"
"SR-20180205-13651","SI BC","LEVERETT AVENUE from GREAVES AVENUE to GIFFORDS LANE","Staten Island","Citizen requests speed bumps; to RIS for study. 85% SPEEDS 37.2","CB accepted proposal","Planning actions","2018-02-05T12:09:44.000",,"DOT-347897-Q7C9",,"2021-10-05T00:00:00.000","2021-10-05T00:00:00.000",,,,,,,"No","2018-02-05T00:00:00.000","Citizen","6708","LEVERETT AVENUE","GREAVES AVENUE","LEVERETT COURT","Staten Island","5412201120","40.559176000000001","-74.148093000000003","40.558315","-74.149817999999996","536270530768536275","503","Yes","Feasible",,"2","T","Two-way",,,,
"SR-20181030-14240","Brooklyn BC","EAST   81 STREET from AVENUE K to AVENUE L","Brooklyn",,"MOSAICS Entry - actual - closed",,"2018-10-30T15:29:53.000","DOT-381085-Q7N2",,,"2021-11-23T00:00:00.000","2021-11-23T00:00:00.000",,,"2021-12-16T00:00:00.000","2021-12-08T00:00:00.000",,"2022-01-10T11:24:00.000","No","2018-06-26T00:00:00.000",,"41696","EAST 81 STREET","AVENUE K","AVENUE L","Brooklyn","3316800060","40.632722000000001","-73.908849000000004","40.631093","-73.907032000000001","337515314130314180","318","Yes","Feasible",,"1","W","One-way","SIMS","B-01567766",,
"SR-20170928-13274","Queens BC","GOETHALS AVENUE from 164 STREET to 170 STREET","Queens","QUEENS - Goethals Avenue btw 164th Street at 169th Street - Request for Speed Hump Installation - QUEENS BC","CB accepted proposal","Planning actions","2017-09-28T18:02:58.000","343576-Y4C0",,,"2020-01-10T00:00:00.000","2020-01-10T00:00:00.000",,,,,,,"No","2017-09-28T00:00:00.000","Citizen","131620","GOETHALS AVENUE","164 PLACE","BEND","Queens","4251800075","40.719512698191501","-73.802694404605006","40.719599707013501","-73.802214346627693","447090424225435780",,"Yes","Feasible",,"0","T","Two-way",,,,
"SR-20180328-13722","SI BC","ALBEE AVENUE from DRUMGOOLE ROAD WEST to AMBOY ROAD","Staten Island","Citizen requests speed bumps; to RIS for study. 85% SPEEDS 35.1.","CB accepted proposal","Planning actions","2018-03-28T10:03:53.000",,"DOT-370241-W7C1",,"2021-10-05T00:00:00.000","2021-10-05T00:00:00.000",,,,,,,"No","2018-03-28T00:00:00.000","Citizen","3052","ALBEE AVENUE","BENNETT AVENUE","TENAFLY PLACE","Staten Island","5023200110","40.536934000000002","-74.182585000000003","40.536270999999999","-74.182272999999995","515120518645550902","503","No","Not Feasible","multiple impeding driveways / curb cuts",,"T","Two-way",,,,
"SR-20180328-13722","SI BC","ALBEE AVENUE from DRUMGOOLE ROAD WEST to AMBOY ROAD","Staten Island","Citizen requests speed bumps; to RIS for study. 85% SPEEDS 35.1.","CB accepted proposal","Planning actions","2018-03-28T10:03:53.000",,"DOT-370241-W7C1",,"2021-10-05T00:00:00.000","2021-10-05T00:00:00.000",,,,,,,"No","2018-03-28T00:00:00.000","Citizen","3065","ALBEE AVENUE","SI RAPID TRANSIT","SOUTH RAILROAD STREET","Staten Island","5023200070","40.539059999999999","-74.183600999999996","40.538671000000001","-74.183419999999998","515120549876544605","503","No","Not Feasible","street too short",,"T","Two-way",,,,
"SR-20191023-16980","Bronx BC","PENNYFIELD AVENUE from ERBEN AVENUE to HARDING AVENUE","Bronx","Requesting for speed reducer on bus route - Multiple customers concerned about speeding cars. Extended boundary for DOT-457329-F1N1, pd-6/28/2022","BC denied pre-inspection - closed",,"2019-10-23T18:00:14.000","DOT-401309-Z7P6",,"2022-11-17T00:00:00.000",,,,,,,,"2022-11-17T15:51:00.000","Yes","2019-01-04T00:00:00.000","Citizen","108965","PENNYFIELD AVENUE","CHAFFEE AVENUE","CHAFFEE AVENUE","Bronx","2566003245","40.814570","-73.807983","40.814787","-73.808178","257930218970218970","210","No","Not Feasible",,,"T","Two-way",,,,
"SR-20200214-18206","Brooklyn BC","VILLAGE ROAD NORTH from AVENUE U to LAKE STREET","Brooklyn","Uncontrolled school intersection safety improvement project.  School P.S. 95 The Gravesend.  Citizen speed hump installation suggestion due to high pedestrian volumes.","MOSAICS Entry - actual - closed",,"2020-02-14T13:56:43.000","DOT-408166-J8P7",,,"2020-02-14T00:00:00.000","2020-02-14T00:00:00.000",,,"2021-12-16T00:00:00.000","2021-12-07T00:00:00.000",,"2022-01-10T11:08:00.000","No","2019-03-14T00:00:00.000","Citizen","109832","VILLAGE ROAD NORTH","AVENUE U","LAKE STREET","Brooklyn","3802000005","40.596793","-73.974927","40.596598","-73.974124","388515314630354230","315","Yes","Feasible",,"1","W","One-way","SIMS","B-01557814",,
"SR-20160928-12315","Queens BC","BEACH   84 STREET from SHORE FRONT PARKWAY to ROCKAWAY BEACH BOULEVARD","Queens","Queens - Requesting speed bump - Beach 84th Street (154 Beach 84th Street) - DOT-308565-J7Q1","MOSAICS Entry - actual - closed",,"2016-09-28T08:32:50.000","308565-J7Q1",,,"2018-10-03T00:00:00.000","2019-01-29T00:00:00.000",,,"2021-12-27T00:00:00.000","2021-12-15T00:00:00.000",,"2022-01-10T11:48:00.000","No","2016-09-28T00:00:00.000",,"169795","BEACH 84 STREET","SHORE FRONT PARKWAY","HOLLAND AVENUE","Queens","4099000100","40.585375999999997","-73.809622000000005","40.58699","-73.809790000000007","432740462200449890","414","Yes","Feasible",,"1","T","Two-way","SIMS","B-01558039","SIMS","B-01558046"
"SR-20230516-29689","Brooklyn BC","HOWARD AVENUE from HALSEY STREET to HANCOCK STREET","Brooklyn","This a school zone with lots of speeding cars and drivers constantly running the stop signs at the corner of Howard and Hancock Street. Incredibly dangerous.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2023-05-16T14:03:11.000","DOT-596046-H7W8",,"2023-05-26T00:00:00.000",,,,,,,,"2023-05-26T12:30:00.000","No","2023-05-14T00:00:00.000",,"43680","HOWARD AVENUE","HANCOCK STREET","HALSEY STREET","Brooklyn","3438400060","40.685916","-73.920599","40.685186","-73.920449","350930347030346730","303","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"A","One-way",,,,
"SR-20171027-13359","Brooklyn BC","EAST   49 STREET from AVENUE H to AVENUE I","Brooklyn",,"CB accepted proposal","Planning actions","2017-10-27T15:39:18.000","DOT-301302-N6Y3",,,"2019-07-25T00:00:00.000","2021-10-05T00:00:00.000",,,,,,,"No","2016-06-17T00:00:00.000","Citizen","128046","EAST 49 STREET","BEND","BEND","Brooklyn","3303603025","40.6323899423436","-73.929320295178997","40.632252694116097","-73.929306029369599","336980318950318950",,"No","Not Feasible",,,"W","One-way",,,,
"SR-20210105-24249","Bronx BC","SEDGEWICK AVENUE from GILES PLACE to VAN CORTLANDT AVENUE WEST","Bronx","Citizen speed hump request due to speeding concerns. Bus Routes Bx1 & Bx2","Study request passed to planning","Awaiting  planning decision","2021-01-05T15:19:11.000","DOT-455953-T3X5",,,,,,,,,,,"Yes","2020-03-30T00:00:00.000","Citizen","107209","SEDGEWICK AVENUE","STEVENSON PLACE","STEVENSON PLACE","Bronx","2636007135","40.882814","-73.894771","40.882705","-73.892840","263820266830266830","208","No","Not Feasible",,,"T","Two-way",,,,
"SR-20161015-12367","Brooklyn BC","HICKS STREET from CONGRESS STREET to UNION STREET","Brooklyn",,"MOSAICS Entry - actual - closed",,"2016-10-15T08:26:43.000","DOT-310851-W9J7",,,"2019-08-19T00:00:00.000","2019-08-19T00:00:00.000",,,"2021-08-23T00:00:00.000","2021-08-19T00:00:00.000",,"2021-08-24T15:13:00.000","No","2016-09-15T00:00:00.000","Citizen","21996","HICKS STREET","SACKETT STREET","UNION STREET","Brooklyn","3426404050","40.6846832510656","-74.001326869496296","40.684008033070697","-74.0016477533147","349630374630386530",,"No","Not Feasible","multi-lane roadway",,"W","One-way",,,,
"SR-20220324-26944","SI BC","ALVERSON AVENUE from POND STREET to MASON BOULEVARD","Staten Island","Anonymous speed hump request due to speeding concerns.","Study request passed to planning","Awaiting  planning decision","2022-03-24T09:56:40.000","DOT-531459-Y6R4",,,,,,,,,,,"No","2022-01-15T00:00:00.000","Anonymous","1822","ALVERSON AVENUE","BALSAM PLACE","BARROW PLACE","Staten Island","5029600080","40.549261","-74.208569","40.548529","-74.208272","570007517307570023","503","No","Not Feasible",,,"T","Two-way",,,,
"SR-20191101-17040","Queens BC","TUSKEGEE AIRMEN WAY from SUTPHIN BOULEVARD to 157 STREET","Queens","Speed Cushion Request on Bus Route","Study request passed to planning","Awaiting  planning decision","2019-11-01T10:44:15.000","DOT-407678-T9Q9",,,,,,,,,,,"Yes","2019-03-12T00:00:00.000","DOT Internal","57358","TUSKEGEE AIRMEN WAY","SUTPHIN BOULEVARD","148 STREET","Queens","4188701060","40.694546","-73.802112 ","40.695337","-73.801197 ","462990464790423140","412","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191101-17040","Queens BC","TUSKEGEE AIRMEN WAY from SUTPHIN BOULEVARD to 157 STREET","Queens","Speed Cushion Request on Bus Route","Study request passed to planning","Awaiting  planning decision","2019-11-01T10:44:15.000","DOT-407678-T9Q9",,,,,,,,,,,"Yes","2019-03-12T00:00:00.000","DOT Internal","57364","TUSKEGEE AIRMEN WAY","148 STREET","153 STREET","Queens","4188701070","40.695337","-73.801197 ","40.695858","-73.800532 ","462990423140423490","412","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191101-17040","Queens BC","TUSKEGEE AIRMEN WAY from SUTPHIN BOULEVARD to 157 STREET","Queens","Speed Cushion Request on Bus Route","Study request passed to planning","Awaiting  planning decision","2019-11-01T10:44:15.000","DOT-407678-T9Q9",,,,,,,,,,,"Yes","2019-03-12T00:00:00.000","DOT Internal","57371","TUSKEGEE AIRMEN WAY","153 STREET","154 STREET","Queens","4188701080","40.695858","-73.800532 ","40.696348","-73.799860 ","462990423490423540","412","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191101-17040","Queens BC","TUSKEGEE AIRMEN WAY from SUTPHIN BOULEVARD to 157 STREET","Queens","Speed Cushion Request on Bus Route","Study request passed to planning","Awaiting  planning decision","2019-11-01T10:44:15.000","DOT-407678-T9Q9",,,,,,,,,,,"Yes","2019-03-12T00:00:00.000","DOT Internal","57393","TUSKEGEE AIRMEN WAY","154 STREET","155 STREET","Queens","4188701090","40.696348","-73.799860 ","40.696871","-73.799184 ","462990423540423640","412","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191101-17040","Queens BC","TUSKEGEE AIRMEN WAY from SUTPHIN BOULEVARD to 157 STREET","Queens","Speed Cushion Request on Bus Route","Study request passed to planning","Awaiting  planning decision","2019-11-01T10:44:15.000","DOT-407678-T9Q9",,,,,,,,,,,"Yes","2019-03-12T00:00:00.000","DOT Internal","57396","TUSKEGEE AIRMEN WAY","155 STREET","156 STREET","Queens","4188701100","40.696871","-73.799184 ","40.697260","-73.798768 ","462990423640423740","412","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191101-17040","Queens BC","TUSKEGEE AIRMEN WAY from SUTPHIN BOULEVARD to 157 STREET","Queens","Speed Cushion Request on Bus Route","Study request passed to planning","Awaiting  planning decision","2019-11-01T10:44:15.000","DOT-407678-T9Q9",,,,,,,,,,,"Yes","2019-03-12T00:00:00.000","DOT Internal","60044","TUSKEGEE AIRMEN WAY","156 STREET","156 STREET","Queens","4188701110","40.697260","-73.798768 ","40.697468","-73.798547 ","462990423740423740","412","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191101-17040","Queens BC","TUSKEGEE AIRMEN WAY from SUTPHIN BOULEVARD to 157 STREET","Queens","Speed Cushion Request on Bus Route","Study request passed to planning","Awaiting  planning decision","2019-11-01T10:44:15.000","DOT-407678-T9Q9",,,,,,,,,,,"Yes","2019-03-12T00:00:00.000","DOT Internal","60046","TUSKEGEE AIRMEN WAY","156 STREET","157 STREET","Queens","4188701120","40.697468","-73.798547 ","40.697994","-73.797861 ","462990423740423790","412","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20230516-29688","SI BC","KATAN AVENUE from RICHMOND AVENUE to WAINWRIGHT AVENUE","Staten Island","The speeding on this block is ridiculous. Cars come down at least 50 miles an hour. My children cannot play outside. Some one is going to end up killed. There is a stop sign that no one stops at. And they race to make the green light going the other way. This block needs a camera or speed reducer.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2023-05-16T11:04:28.000","DOT-596033-Y7M2",,"2023-05-26T00:00:00.000",,,,,,,,"2023-05-26T12:27:00.000","No","2023-05-14T00:00:00.000",,"3630","KATAN AVENUE","RICHMOND AVENUE","WAINWRIGHT AVENUE","Staten Island","5383002010","40.550574","-74.167573","40.550302","-74.169685","534900544750553850","503","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"T","Two-way",,,,
"SR-20230717-30193","SI BC","CASTLETON AVENUE from GLEN AVENUE to HAVEN ESPLANADE","Staten Island","Hello, I am writing to request a speed bump/reducer in this location. I live in this area and the road has been plagued by careless drivers speeding with zero regard. I have unfortunately recovered multiple dead cats that have been killed by drivers speeding. It is also a walk route for multiple children that go to school just a couple of blocks away. It scares me thinking that a child could be hurt. Please, if at all posssible, install a speed bump. Thank you for your time","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2023-07-17T15:13:59.000","DOT-605631-G2G1",,"2023-08-01T00:00:00.000",,,,,,,,"2023-08-01T10:57:00.000","Yes","2023-07-14T00:00:00.000",,"9008446","CASTLETON AVENUE","HARBOR VIEW COURT","HARBOR VIEW COURT","Staten Island","5126600129","40.633358","-74.092395","40.633327","-74.092568","521950531710531710","501","No","Not Feasible","street too short",,"T","Two-way",,,,
"SR-20171025-13357","Queens BC","WOODSIDE AVENUE from 65 PLACE to 80 STREET","Queens","NO LONGER FEASIBLE DUE TO SPEED CAMERA WITHIN 1000FT ; traffic calming measures on Woodside avenue between 65 Place and 80th Street","CB accepted proposal","Planning actions","2017-10-25T15:33:44.000","DOT-345802-B8S0","DOT-345802-B8S0",,"2019-09-03T00:00:00.000","2019-09-03T00:00:00.000",,,,,,,"No","2017-10-25T00:00:00.000","Council Member","113262","WOODSIDE AVENUE","BEND","71 STREET","Queens","4510000330","40.7425355180604","-73.894324816714004","40.742609111677297","-73.8937653420126","468290435780415090","402","No","Not Feasible","multiple impeding driveways / curb cuts",,"T","Two-way",,,,
"SR-20191023-16980","Bronx BC","PENNYFIELD AVENUE from ERBEN AVENUE to HARDING AVENUE","Bronx","Requesting for speed reducer on bus route - Multiple customers concerned about speeding cars. Extended boundary for DOT-457329-F1N1, pd-6/28/2022","BC denied pre-inspection - closed",,"2019-10-23T18:00:14.000","DOT-401309-Z7P6",,"2022-11-17T00:00:00.000",,,,,,,,"2022-11-17T15:51:00.000","Yes","2019-01-04T00:00:00.000","Citizen","94045","PENNYFIELD AVENUE","SOUNDVIEW TERRACE","ALAN PLACE","Bronx","2566003030","40.809825","-73.803460","40.809883","-73.803557","257930265150207780","210","No","Not Feasible",,,"T","Two-way",,,,
"SR-20171025-13357","Queens BC","WOODSIDE AVENUE from 65 PLACE to 80 STREET","Queens","NO LONGER FEASIBLE DUE TO SPEED CAMERA WITHIN 1000FT ; traffic calming measures on Woodside avenue between 65 Place and 80th Street","CB accepted proposal","Planning actions","2017-10-25T15:33:44.000","DOT-345802-B8S0","DOT-345802-B8S0",,"2019-09-03T00:00:00.000","2019-09-03T00:00:00.000",,,,,,,"No","2017-10-25T00:00:00.000","Council Member","195708","WOODSIDE AVENUE","79 STREET","BEND","Queens","4510000435","40.743776645560999","-73.886206601686496","40.743849937860404","-73.885383663547202","468290416490435780","404","No","Not Feasible","multiple impeding driveways / curb cuts",,"T","Two-way",,,,
"SR-20220901-27698","Queens BC","76 STREET from ELIOT AVENUE to JUNIPER BOULEVARD NORTH","Queens","Citizen speed hump request due to speeding concerns.","Study request passed to planning","Awaiting  planning decision","2022-09-01T15:28:55.000","DOT-562879-P1C1",,,,,,,,,,,"No","2022-08-28T00:00:00.000",,"74665","76 STREET","ELIOT AVENUE","JUNIPER BOULEVARD NORTH","Queens","4588404010","40.723136","-73.883237","40.721378","-73.881844","415990443490451835","405","No","Not Feasible","Insufficient radar speed data recorded or provided.",,"A","One-way",,,,
"SR-20230519-29726","SI BC","HUNTER AVENUE from COLONY AVENUE to BADEN PLACE","Staten Island","I live at 617 Hunter Ave Staten Island at the corner of Baden Place.It is 2 short blocks from Father Capodanno Blvd. When cars come off FatherCapodanno they are going at a faster speed. There is no stop sign or a speedbump at Hunter and Baden Place. The cars usually come down at a fast pace andchildren usually playing there are in danger as well as cars backing up from theirdriveways.Recently speed bumps were placed on Hunter Ave but they did not put one atBaden Place and Hunter Av","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2023-05-19T12:37:17.000","DOT-596805-S3W8",,"2023-05-26T00:00:00.000",,,,,,,,"2023-05-26T12:10:00.000","No","2023-05-18T00:00:00.000",,"11200","HUNTER AVENUE","COLONY AVENUE","BADEN PLACE","Staten Island","5361800210","40.574516","-74.090327","40.574130","-74.089606","533810523995517250","502","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"T","Two-way",,,,
