"status","date","start_time","end_time","type","event","borough","event_location","event_address","actual_participants","postcode","latitude","longitude","community_board","council_district","bin","bbl","census_tract","nta"
"Completed (59)","2016-06-25T00:00:00.000","11:00 AM","03:00 PM","RNY Fair (FAIR)","Bronx Recreation Fifth Annual Summerfest 2016","Bronx","Hunts Point Recreation Center","765 Manida Street Between Lafayette Ave","100","10474","40.815865","-73.888768","202","17","2109472","2027630001","9301","BX0201"
"Completed (59)","2016-06-25T00:00:00.000","01:00 PM","04:00 PM","RNY Fair (FAIR)","Family Fun Day Olympics Fair","Queens","Brookville Park","Brookville Blvd between 144th Ave & Weller Ave","80",,,,,,,,,
"Completed (59)","2016-06-26T00:00:00.000","01:30 PM","03:00 PM","RNY General Presentation (GEN)","Spanish ESOL Presentation","Brooklyn","St Peters School","105 Highland Pl.","30","11208","40.682666","-73.881483","305","37","3398192","3039300016","1174","BK0501"
"Completed (59)","2016-06-26T00:00:00.000","12:00 PM","06:00 PM","RNY Fair (FAIR)","Central Brooklyn Arts & Culture Walk","Brooklyn","Eastern Parkway","Eastern Parkway between Flatbush and Washington","350",,,,,,,,,
"Completed (59)","2016-06-26T00:00:00.000","07:00 AM","11:00 AM","RNY Fair (FAIR)","14th Annual Hope and Possibility Run/Walk","Manhattan","Central Park","Central Park Bandshell","850","10000","40.772693","-73.971027","164","6","1088637","1011110001","143","MN6491"
"Completed (59)","2016-06-27T00:00:00.000","02:00 PM","03:00 PM","RNY General Presentation (GEN)","Emergency Preparedness for Staff","Manhattan","IncludeNYC","116 E 16 St, 5 Fl","17","10003","40.73548","-73.98828","105","2","1017815","1008710070","50","MN0602"
"Completed (59)","2016-06-27T00:00:00.000","08:00 AM","09:00 AM","RNY General Presentation (GEN)","Disaster Preparedness Meeting","Manhattan","NYP Cornell","525 E. 68th St.","15","10065","40.764149","-73.955251","108","5","1084781","1014800001","116","MN0801"
"Completed (59)","2016-06-27T00:00:00.000","07:00 PM","08:30 PM","RNY Fair/Presentation (FP)","Citizen Preparedness Training","Brooklyn","Restoration Temple","4610 Church Ave","90","11203","40.651565","-73.934053","317","45","3327773","3049000004","860","BK1703"
"Completed (59)","2016-06-27T00:00:00.000","06:30 PM","08:30 PM","RNY Fair (FAIR)","Zika Town Hall Meeting","Manhattan","The Community Health Academy of the Heights","504 West 158th St. Cafeteria","50","10032","40.833687","-73.942072","112","10","1089242","1021160031","241","MN1201"
"Completed (59)","2016-06-28T00:00:00.000","11:00 AM","12:59 PM","RNY General Presentation (GEN)","Hurricane Prep","Bronx","RAIN Eastchester Senior Center","1246 Burke Avenue","30","10469","40.871144","-73.851046","211","12","2093501","2045810001","348","BX1103"
"Completed (59)","2016-06-28T00:00:00.000","11:00 AM","03:00 PM","RNY Fair (FAIR)","National Safety Month","Brooklyn","Coney Island Hospital","2601 OCean Parkway","100","11235","40.586552","-73.966168","313","48","3337274","3072390001","370","BK1301"
"Completed (59)","2016-06-29T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","RNY General Presentation","Staten Island","10 Gregg Place","10 Gregg Place","50","10301","40.632097","-74.099455","501","49","5003236","5001310225","67","SI0104"
"Completed (59)","2016-06-29T00:00:00.000","03:00 PM","04:30 PM","RNY General Presentation (GEN)","Emergency Preparedness Presentation","Manhattan","The Axis Project","1325 Fifth Ave","25","10029","40.797706","-73.948608","111","9","1086046","1016177501","17402","MN1101"
"Completed (59)","2016-06-29T00:00:00.000","03:00 PM","04:00 PM","RNY General Presentation (GEN)","Ready NY for Nursing Students","Brooklyn","NYC EM Situation Room","165 Cadman Plaza East","10","11201","40.698761","-73.98987","302","33","3000172","3000850006","13","BK0202"
"Completed (59)","2016-06-29T00:00:00.000","10:30 AM","12:00 PM","RNY for Kids (KIDS)","Bring Your Kids to Work Day","Manhattan","Governor's Office of Storm Recovery","25 Beaver Street, 5th Floor","20","10004","40.704983","-74.012046","101","1","1000817","1000240001","9","MN0101"
"Completed (59)","2016-06-29T00:00:00.000","04:30 PM","06:00 PM","RNY Fair (FAIR)","Caribbean American Heritage Fair","Brooklyn","Brooklyn Borough Hall","209 Joralemon St.","150","11201","40.692476","-73.990487","302","33","3000256","3001390001","11","BK0202"
"Completed (59)","2016-06-30T00:00:00.000","06:45 PM","08:15 PM","RNY Fair/Presentation (FP)","Citizen Preparedness Training","Brooklyn","Christian Heritage Church","4121 Avenue J","150","11210","40.627657","-73.936235","318","45","3215070","3077670001","734","BK1801"
"Completed (59)","2016-07-01T00:00:00.000","10:00 AM","12:00 PM","RNY General Presentation (GEN)","General Ready NY Presentation","Manhattan","World Youth Alliance","228 East 71 Street","10","10021","40.768581","-73.959974","108","5","1043930","1014250034","12602","MN0801"
"Completed (59)","2016-07-01T00:00:00.000","03:00 PM","04:00 PM","RNY for Kids (KIDS)","Ready Girl","Brooklyn","Shorefront Y","3030 Coney Island Ave","35","11235","40.582472","-73.959992","313","48","3196548","3072640068","366","BK1303"
"Completed (59)","2016-07-06T00:00:00.000","10:30 AM","11:59 AM","RNY General Presentation (GEN)","Summer Storms","Brooklyn","Diana H. Jones Innovative Senior Center","9 Noll Street","25","11206","40.700163","-73.935675","304","34","3387594","3031450100","391","BK0401"
"Completed (59)","2016-07-07T00:00:00.000","11:00 AM","12:59 PM","RNY General Presentation (GEN)","Summer Storms","Bronx","RAIN Boston East Senior Center","3450 Boston Road","20","10469","40.876315","-73.848561","212","12","2060739","2047370105","364","BX1202"
"Completed (59)","2016-07-09T00:00:00.000","12:00 PM","06:00 PM","RNY Fair (FAIR)","Hart Street Block Party & Resource Fair","Brooklyn","Hart Street and Nostrand and Marcy Avenues","Hart Street and Nostrand and Marcy Avenues","40",,,,,,,,,
"Completed (59)","2016-07-10T00:00:00.000","10:00 AM","04:00 PM","RNY Fair (FAIR)","Disability Pride Parade Fair","Manhattan","Union Square","Union Square","500",,,,,,,,,
"Completed (59)","2016-07-10T00:00:00.000","10:00 AM","04:00 PM","Parade (P)","Disability Pride Parade","Manhattan","Union Square","Union Square","0",,,,,,,,,
"Completed (59)","2016-07-11T00:00:00.000","06:00 PM","08:00 PM","RNY General Presentation (GEN)","NYC NASW Disability Task Force Committee Meeting","Manhattan","NASW NYC Chapter","50 Broadway, Suite 1001","11","10004","40.706449","-74.012761","101","1","1000813","1000220024","9","MN0101"
"Completed (59)","2016-07-12T00:00:00.000","01:30 PM","02:59 PM","RNY General Presentation (GEN)","Summer Storm","Brooklyn","CCNS St. Charles Senior Center","55 Pierrepont Street","0","11201","40.695783","-73.995117","302","33","3001825","3002367502","501","BK0201"
"Completed (59)","2016-07-12T00:00:00.000","11:00 AM","12:30 PM","RNY General Presentation (GEN)","Yee Hong Senior Club weekly gathering","Queens","156-03 Horace Harding Expressway","156-03 Horace Harding Expressway","40","11367","40.738948","-73.812113","407","20","4146290","4067340001","1215","QN0706"
"Completed (59)","2016-07-13T00:00:00.000","11:00 AM","12:59 PM","RNY General Presentation (GEN)","summer storm","Manhattan","Corsi House Senior Center","307 East 116 Street","20","10029","40.796935","-73.93759","111","8","1079357","1016880045","188","MN1102"
"Completed (59)","2016-07-13T00:00:00.000","02:00 PM","03:00 PM","RNY General Presentation (GEN)","Ready NY for Seniors","Manhattan","JASA Senior Center","200 East 5th St.","50","10003","40.727559","-73.990861","103","2","1006580","1004600001","38","MN0303"
"Completed (59)","2016-07-13T00:00:00.000","12:30 PM","02:00 PM","RNY General Presentation (GEN)","ESOL Class","Brooklyn","Kingsborough Community College","2001 Oriental Blvd, Brooklyn","30","11235","40.578497","-73.9349","315","48","3326937","3087600060","616","BK1503"
"Completed (59)","2016-07-13T00:00:00.000","11:00 AM","02:00 PM","RNY Fair (FAIR)","Community Board 12 ShredFest","Manhattan","Washington Heights","Wadsworth Ave & West 175th ST.","200",,,,,,,,,
"Completed (59)","2016-07-14T00:00:00.000","11:00 AM","12:59 PM","RNY General Presentation (GEN)","Summer Storms","Brooklyn","Penn Wortman Senior Center","895 Pennsylvania Avenue","0","11207","40.655966","-73.888652","305","42","3324011","3043690001","1104","BK0503"
"Completed (59)","2016-07-14T00:00:00.000","03:00 PM","04:00 PM","RNY General Presentation (GEN)","Emergency Preparedness","Manhattan","Care In Kind","360 Lexington Ave, 4th Floor","20","10017","40.750429","-73.9768","105","4","1036145","1012950017","80","MN0603"
"Completed (59)","2016-07-14T00:00:00.000","10:00 AM","12:00 PM","RNY Fair (FAIR)","Friends of Kaiser Park","Brooklyn","Kaiser Park","2925 Neptune Ave","150","11224","40.57773","-73.996152","313","47",,,"330","BK1302"
"Completed (59)","2016-07-14T00:00:00.000","09:00 AM","01:00 PM","RNY Fair (FAIR)","NYC Teaming M/WBE Business Matchmakign Event","Manhattan","SBS","110 William St","92","10038","40.708782","-74.007196","101","1","1001186","1000770008","1502","MN0101"
"Completed (59)","2016-07-15T00:00:00.000","09:30 AM","10:30 AM","RNY General Presentation (GEN)","Emergency Preparedness","Manhattan","Grand Street Settlement Early Head Start","80 Pitt St","5","10002","40.718328","-73.98245","103","2","1084357","1003380001","2201","MN0302"
"Completed (59)","2016-07-15T00:00:00.000","11:00 AM","12:59 PM","RNY General Presentation (GEN)","Hurricane Prep","Manhattan","RAIN Inwood Senior Center","84 Vermilea Avenue","30",,,,,,,,,
"Completed (59)","2016-07-16T00:00:00.000","10:00 AM","03:00 PM","RNY Fair (FAIR)","SummerFest","Brooklyn","BMS","592 Rockaway Avenue","400","11212","40.66552","-73.90968","316","41","3081790","3035600026","924","BK1602"
"Completed (59)","2016-07-16T00:00:00.000","09:00 AM","02:00 PM","RNY Fair (FAIR)","Tots and Teens In Focus Health Fair","Brooklyn","Bethel Deliverance Gospel","397 Rockaway Ave","75","11212","40.670302","-73.910888","316","41","3080674","3034890165","906","BK1602"
"Completed (59)","2016-07-16T00:00:00.000","10:00 AM","02:00 PM","RNY Fair (FAIR)","Trinity Methodist Church Annual Health Fair","Brooklyn","Trinity Methodist Church","1148 Eastern Pkwy","75","11213","40.66874","-73.930187","309","41","3037578","3013970014","34902","BK0901"
"Completed (59)","2016-07-16T00:00:00.000","09:00 AM","02:00 PM","RNY Fair (FAIR)","Go Africa Harlem 2016 Street Festival","Manhattan","116th street btw. 7th & 8th avenues","201 West 116th Street","300","10026","40.803472","-73.953101","110","9","1058377","1019220024","218","MN1001"
"Completed (59)","2016-07-19T00:00:00.000","01:00 PM","02:59 PM","RNY Hurricane (H)","Hurricane prep","Brooklyn","Bensonhurst Senior Center","7802 Bay Parkway","30","11214","40.606369","-73.989235","311","43","3162352","3062640030","270","BK1101"
"Completed (59)","2016-07-19T00:00:00.000","11:00 AM","02:00 PM","RNY Fair (FAIR)","Summer Fun Festival","Brooklyn","Riverdale Osborne Complex","440 Watkins St","100","11212","40.66188","-73.905868","316","41","3326585","3035900050","918","BK1602"
"Completed (59)","2016-07-20T00:00:00.000","11:00 AM","12:59 PM","RNY General Presentation (GEN)","Summer Storms","Bronx","RAIN Boston SECOR Senior Center","3540 Bivonia Street","10",,,,,,,,,
"Completed (59)","2016-07-20T00:00:00.000","10:00 AM","02:00 PM","RNY Fair (FAIR)","3rd Provider/Vendor Fair for Transition Youths","Queens","ACCES-VR","11-15 47 Ave, lower level conference room","150","11101","40.744926","-73.950179","402","26","4000477","4000560018","702","QN0201"
"Completed (59)","2016-07-22T00:00:00.000","10:00 AM","11:30 AM","RNY Fair/Presentation (FP)","Citizen Preparedness Training","Staten Island","Jewish Community Center","189 Gordon Street","200","10304","40.623124","-74.082838","501","49","5108860","5005450100","29","SI0102"
"Completed (59)","2016-07-23T00:00:00.000","10:00 AM","03:00 PM","RNY Fair (FAIR)","Bridging the Gap between Church and the Community","Bronx","Butler Memorial United Methodist Church","223rd St between Paulding and Laconia Ave","0",,,,,,,,,
"Completed (59)","2016-07-23T00:00:00.000","11:00 AM","04:00 PM","RNY Fair (FAIR)","Unity in the Community","Staten Island","Cerebral Palsy Institute- Kara Haufman Parking Lot","2324 Forest Ave","45","10303","40.627509","-74.16732","501","49","5107250","5017070046","323","SI0107"
"Completed (59)","2016-07-23T00:00:00.000","12:00 PM","05:00 PM","RNY Fair (FAIR)","West Indian Carnival Family Fair","Brooklyn","Ronald McNair Park","Eastern Parkway Between Washington and Classon Ave","50",,,,,,,,,
"Completed (59)","2016-07-24T00:00:00.000","11:00 AM","04:00 PM","RNY Fair (FAIR)","Festival of Fun and Fraternity- Chinatown Disability Pride ADA Birthday Party","Manhattan","Chinatown","Mott St. between Canal and Worth","200",,,,,,,,,
"Completed (59)","2016-07-26T00:00:00.000","11:00 AM","12:59 PM","RNY Hurricane (H)","Hurricane Prep Zone 3","Brooklyn","JASA Starrett City Senir Center","1540 Van Siclen Avenue","0","11239","40.648214","-73.877613","305","42","3343608","3044520200","105801","BK0504"
"Completed (59)","2016-07-26T00:00:00.000","10:30 AM","11:30 AM","RNY General Presentation (GEN)","ESOL Presentation","Brooklyn","Opportunities for a Better Tomorrow","280 Wyckoff Avenue","35","11237","40.699993","-73.911927","304","37","3076373","3033370029","439","BK0402"
"Completed (59)","2016-07-27T00:00:00.000","10:00 AM","11:00 AM","RNY General Presentation (GEN)","Emergency Prepardedness For Parents","Brooklyn","PS 319","360 Keap St","10","11211","40.709674","-73.954217","301","34","3063189","3024240001","527","BK0102"
"Completed (59)","2016-07-27T00:00:00.000","06:00 PM","08:00 PM","RNY General Presentation (GEN)","Heat Preparedness","Brooklyn","Red Hook Initiative","767 Hicks St","22","11231","40.676803","-74.004705","306","38","3393808","3005350001","59","BK0601"
"Completed (59)","2016-07-27T00:00:00.000","06:30 PM","08:30 PM","RNY Fair (FAIR)","Zika Awareness Info Session","Bronx","Bronx Community College","Nichols Hall, Room 104","40","10453","40.857176","-73.911968","205","14","2100249","2032220062","249","BX0501"
"Completed (59)","2016-07-28T00:00:00.000","06:30 PM","07:30 PM","RNY General Presentation (GEN)","RNY ESOL Class","Queens","Queens Library at Windsor Park","79-50 Bell Blvd","25","11364","40.734936","-73.755509","411","23","4164306","4077720001","129103","QN1104"
"Completed (59)","2016-07-28T00:00:00.000","06:00 PM","07:30 PM","RNY Fair/Presentation (FP)","Citizens Preparedness Training","Brooklyn","Wayside Baptist Church","1746 Broadway","120","11207","40.682939","-73.910522","316","37","3040992","3015120022","369","BK1601"
"Completed (59)","2016-07-29T00:00:00.000","11:00 AM","03:30 PM","RNY Fair (FAIR)","Family Day","Manhattan","Meltzer Tower","94 E 1 St","100","10009","40.722827","-73.987402","103","2","1005743","1004290021","3002","MN0303"
"Completed (59)","2016-07-30T00:00:00.000","10:00 AM","02:00 PM","RNY for Kids (KIDS)","2016 Healthy Baby Fair","Queens","Mu Dan Hall in Queens Crossing","136-17 39th Ave., 2nd Floor","120","11354","40.760338","-73.829874","407","20","4534816","4049787501","871","QN0707"
"Completed (59)","2016-07-30T00:00:00.000","12:00 PM","05:00 PM","RNY Fair (FAIR)","Bronx Summer Walks","Bronx","Burnside Ave","Burnside Ave (Btwn: Jerome & Davidson Ave)","300",,,,,,,,,
"Completed (59)","2016-07-30T00:00:00.000","10:00 AM","02:00 PM","RNY Fair (FAIR)","Head Start Health and Wellness Kids Fair","Brooklyn","ACE Integration Head Start","1419 Broadway Between Woodbine & Madison Streetts","100","11221","40.688518","-73.920315","304","37","3251950","3033570006","397","BK0402"
"Completed (59)","2016-07-30T00:00:00.000","10:00 AM","02:00 PM","RNY Fair (FAIR)","Health and Wellness Fair","Brooklyn","Mount Lebanon Baptist Church","230 Decatur St.","50","11233","40.681376","-73.933948","303","36","3047407","3016800009","297","BK0302"
"Completed (59)","2016-08-01T00:00:00.000","01:00 PM","04:00 PM","RNY Fair (FAIR)","Sunset Park Immigration Fair","Brooklyn","PS 220","4812 9th Ave","100","11220","40.640778","-74.00049","312","43","3012824","3007780023","10802","BK1201"
"Completed (59)","2016-08-02T00:00:00.000","06:00 PM","09:00 PM","RNY Fair (FAIR)","National Night Out Against Crime Fair","Queens","Addabbo Playground- Tudor Park","133 Ave & 82 Street","150",,,,,,,,,
"Completed (59)","2016-08-03T00:00:00.000","06:00 PM","09:00 PM","RNY Fair (FAIR)","Movie Night Under the Stars with Ready Girl","Brooklyn","Prospect Park","Long Meadow North","150",,,,,,,,,
"Completed (59)","2016-08-05T00:00:00.000","10:00 AM","02:00 PM","RNY Fair (FAIR)","8th Annual Kids Fun Day","Queens","Astoria Queens","23-25 Newtown Ave (Mt Carmel Church )","0","11102","40.771207","-73.924584","401","22","4006121","4005420040","69","QN0103"
"Completed (59)","2016-08-06T00:00:00.000","10:00 AM","01:00 PM","RNY General Presentation (GEN)","Emergency Preparedness","Brooklyn","First United Pentecostal Church of Jesus Christ","590 Utica Ave","0","11203","40.6592","-73.931191","309","41","3099597","3046030027","878","BK1703"
