"workscheduleprojectlocationid","boroughname","day","date","onstreetname","fromstreetname","tostreetname","communityboard","area","worktype","crewtype","shifttype","oftcode"
"135253","MANHATTAN","Friday","2022-06-03T00:00:00.000","AVENUE OF THE AMERICAS","WEST 10 STREET",,"102",,"IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510133970000000"
"135644","QUEENS","Wednesday","2022-06-01T00:00:00.000","AVENUE OF THE AMERICAS","WEST 10 STREET",,"102",,"IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510133970000000"
"135655","QUEENS","Thursday","2022-06-02T00:00:00.000","AVENUE OF THE AMERICAS","WEST 10 STREET",,"102",,"IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510133970000000"
"135666","QUEENS","Friday","2022-06-03T00:00:00.000","AVENUE OF THE AMERICAS","WEST 10 STREET",,"102",,"IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510133970000000"
"136361","MANHATTAN","Monday","2022-06-06T00:00:00.000","AVENUE OF THE AMERICAS","WEST 10 STREET",,"102",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110510133970000000"
"135243","MANHATTAN","Thursday","2022-06-02T00:00:00.000","AVENUE OF THE AMERICAS","WEST 11 STREET",,"102",,"IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510133990000000"
"135254","MANHATTAN","Friday","2022-06-03T00:00:00.000","AVENUE OF THE AMERICAS","WEST 11 STREET",,"102",,"IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510133990000000"
"135645","QUEENS","Wednesday","2022-06-01T00:00:00.000","AVENUE OF THE AMERICAS","WEST 11 STREET",,"102",,"IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510133990000000"
"135656","QUEENS","Thursday","2022-06-02T00:00:00.000","AVENUE OF THE AMERICAS","WEST 11 STREET",,"102",,"IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510133990000000"
"135667","QUEENS","Friday","2022-06-03T00:00:00.000","AVENUE OF THE AMERICAS","WEST 11 STREET",,"102",,"IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510133990000000"
"135634","QUEENS","Tuesday","2022-05-31T00:00:00.000","AVENUE OF THE AMERICAS","WEST 11 STREET",,"102",,"IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510133990000000"
"136362","MANHATTAN","Monday","2022-06-06T00:00:00.000","AVENUE OF THE AMERICAS","WEST 11 STREET",,"102",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110510133990000000"
"8445","MANHATTAN","Friday","2020-05-15T00:00:00.000","AVENUE OF THE AMERICAS","WEST 27 STREET",,"105",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110510134310000000"
"14404","MANHATTAN","Wednesday","2020-06-03T00:00:00.000","AVENUE OF THE AMERICAS","WEST 27 STREET",,"105",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110510134310000000"
"14417","MANHATTAN","Thursday","2020-06-04T00:00:00.000","AVENUE OF THE AMERICAS","WEST 27 STREET",,"105",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110510134310000000"
"14457","MANHATTAN","Monday","2020-06-01T00:00:00.000","AVENUE OF THE AMERICAS","WEST 27 STREET",,"105",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110510134310000000"
"19309","MANHATTAN","Tuesday","2020-06-16T00:00:00.000","AVENUE OF THE AMERICAS","WEST 27 STREET",,"105",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110510134310000000"
"18851","MANHATTAN","Monday","2020-06-15T00:00:00.000","AVENUE OF THE AMERICAS","WEST 27 STREET",,"105",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110510134310000000"
"8447","MANHATTAN","Friday","2020-05-15T00:00:00.000","AVENUE OF THE AMERICAS","WEST 28 STREET",,"105",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110510134330000000"
"14406","MANHATTAN","Wednesday","2020-06-03T00:00:00.000","AVENUE OF THE AMERICAS","WEST 28 STREET",,"105",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110510134330000000"
"14419","MANHATTAN","Thursday","2020-06-04T00:00:00.000","AVENUE OF THE AMERICAS","WEST 28 STREET",,"105",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110510134330000000"
"14459","MANHATTAN","Monday","2020-06-01T00:00:00.000","AVENUE OF THE AMERICAS","WEST 28 STREET",,"105",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110510134330000000"
"19311","MANHATTAN","Tuesday","2020-06-16T00:00:00.000","AVENUE OF THE AMERICAS","WEST 28 STREET",,"105",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110510134330000000"
"18852","MANHATTAN","Monday","2020-06-15T00:00:00.000","AVENUE OF THE AMERICAS","WEST 28 STREET",,"105",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110510134330000000"
"107807","MANHATTAN","Thursday","2021-10-14T00:00:00.000","10 AVENUE","WEST 29 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134350000000"
"103351","MANHATTAN","Tuesday","2021-09-28T00:00:00.000","10 AVENUE","WEST 29 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134350000000"
"103960","MANHATTAN","Friday","2021-09-24T00:00:00.000","10 AVENUE","WEST 29 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134350000000"
"107082","MANHATTAN","Friday","2021-10-08T00:00:00.000","10 AVENUE","WEST 29 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134350000000"
"107783","MANHATTAN","Tuesday","2021-10-12T00:00:00.000","10 AVENUE","WEST 29 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134350000000"
"107795","MANHATTAN","Wednesday","2021-10-13T00:00:00.000","10 AVENUE","WEST 29 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134350000000"
"133840","MANHATTAN","Friday","2022-05-27T00:00:00.000","10 AVENUE","WEST 45 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134670000000"
"138161","MANHATTAN","Tuesday","2022-06-21T00:00:00.000","10 AVENUE","WEST 45 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134670000000"
"138172","MANHATTAN","Wednesday","2022-06-22T00:00:00.000","10 AVENUE","WEST 45 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134670000000"
"147889","MANHATTAN","Monday","2022-08-08T00:00:00.000","10 AVENUE","WEST 54 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134850000000"
"152699","MANHATTAN","Wednesday","2022-09-07T00:00:00.000","10 AVENUE","WEST 54 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134850000000"
"152681","MANHATTAN","Tuesday","2022-09-06T00:00:00.000","10 AVENUE","WEST 54 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134850000000"
"147636","MANHATTAN","Thursday","2022-08-04T00:00:00.000","10 AVENUE","WEST 54 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134850000000"
"147654","MANHATTAN","Friday","2022-08-05T00:00:00.000","10 AVENUE","WEST 54 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134850000000"
"151634","MANHATTAN","Wednesday","2022-08-31T00:00:00.000","10 AVENUE","WEST 54 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134850000000"
"151670","MANHATTAN","Friday","2022-09-02T00:00:00.000","10 AVENUE","WEST 54 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134850000000"
"151652","MANHATTAN","Thursday","2022-09-01T00:00:00.000","10 AVENUE","WEST 54 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134850000000"
"147656","MANHATTAN","Friday","2022-08-05T00:00:00.000","10 AVENUE","WEST 55 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134870000000"
"151672","MANHATTAN","Friday","2022-09-02T00:00:00.000","10 AVENUE","WEST 55 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134870000000"
"151604","MANHATTAN","Friday","2022-09-02T00:00:00.000","1 AVENUE","EAST 13 STREET",,"103",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010117250000000"
"152579","MANHATTAN","Tuesday","2022-09-06T00:00:00.000","1 AVENUE","EAST 13 STREET",,"103",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010117250000000"
"153602","MANHATTAN","Friday","2022-09-16T00:00:00.000","1 AVENUE","EAST 13 STREET",,"103",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117250000000"
"154946","MANHATTAN","Tuesday","2022-09-20T00:00:00.000","1 AVENUE","EAST 13 STREET",,"103",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117250000000"
"154952","MANHATTAN","Wednesday","2022-09-21T00:00:00.000","1 AVENUE","EAST 13 STREET",,"103",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117250000000"
"19388","MANHATTAN","Wednesday","2020-06-17T00:00:00.000","1 AVENUE","EAST 21 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117410000000"
"19331","MANHATTAN","Tuesday","2020-06-16T00:00:00.000","1 AVENUE","EAST 21 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117410000000"
"19445","MANHATTAN","Thursday","2020-06-18T00:00:00.000","1 AVENUE","EAST 21 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117410000000"
"19502","MANHATTAN","Friday","2020-06-19T00:00:00.000","1 AVENUE","EAST 21 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117410000000"
"22623","MANHATTAN","Monday","2020-06-22T00:00:00.000","1 AVENUE","EAST 21 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117410000000"
"14479","MANHATTAN","Monday","2020-06-01T00:00:00.000","1 AVENUE","EAST 21 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010117410000000"
"14536","MANHATTAN","Tuesday","2020-06-02T00:00:00.000","1 AVENUE","EAST 21 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010117410000000"
"18873","MANHATTAN","Monday","2020-06-15T00:00:00.000","1 AVENUE","EAST 21 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010117410000000"
"18930","MANHATTAN","Tuesday","2020-06-16T00:00:00.000","1 AVENUE","EAST 21 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010117410000000"
"22725","MANHATTAN","Monday","2020-06-22T00:00:00.000","1 AVENUE","EAST 49 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117970000000"
"22769","MANHATTAN","Wednesday","2020-06-24T00:00:00.000","1 AVENUE","EAST 49 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117970000000"
"22747","MANHATTAN","Tuesday","2020-06-23T00:00:00.000","1 AVENUE","EAST 49 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117970000000"
"14583","MANHATTAN","Tuesday","2020-06-02T00:00:00.000","1 AVENUE","EAST 49 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010117970000000"
"14605","MANHATTAN","Wednesday","2020-06-03T00:00:00.000","1 AVENUE","EAST 49 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010117970000000"
"18976","MANHATTAN","Tuesday","2020-06-16T00:00:00.000","1 AVENUE","EAST 49 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010117970000000"
"18998","MANHATTAN","Wednesday","2020-06-17T00:00:00.000","1 AVENUE","EAST 49 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010117970000000"
"48943","MANHATTAN","Tuesday","2020-10-06T00:00:00.000","1 AVENUE","EAST 49 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117970000000"
"22732","MANHATTAN","Monday","2020-06-22T00:00:00.000","1 AVENUE","EAST 52 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010118030000000"
"22776","MANHATTAN","Wednesday","2020-06-24T00:00:00.000","1 AVENUE","EAST 52 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010118030000000"
"147643","MANHATTAN","Thursday","2022-08-04T00:00:00.000","10 AVENUE","WEST 57 STREET","WEST 58 STREET","104","Clinton","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134910134930"
"147661","MANHATTAN","Friday","2022-08-05T00:00:00.000","10 AVENUE","WEST 57 STREET","WEST 58 STREET","104","Clinton","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134910134930"
"147896","MANHATTAN","Monday","2022-08-08T00:00:00.000","10 AVENUE","WEST 57 STREET","WEST 58 STREET","104","Clinton","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134910134930"
"151641","MANHATTAN","Wednesday","2022-08-31T00:00:00.000","10 AVENUE","WEST 57 STREET","WEST 58 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134910134930"
"151677","MANHATTAN","Friday","2022-09-02T00:00:00.000","10 AVENUE","WEST 57 STREET","WEST 58 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134910134930"
"151659","MANHATTAN","Thursday","2022-09-01T00:00:00.000","10 AVENUE","WEST 57 STREET","WEST 58 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134910134930"
"152706","MANHATTAN","Wednesday","2022-09-07T00:00:00.000","10 AVENUE","WEST 57 STREET","WEST 58 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134910134930"
"152688","MANHATTAN","Tuesday","2022-09-06T00:00:00.000","10 AVENUE","WEST 57 STREET","WEST 58 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134910134930"
"101801","MANHATTAN","Friday","2021-09-24T00:00:00.000","11 AVENUE","WEST 50 STREET","WEST 51 STREET","104","Clinton","CONTRACT WORK","MILLING","NIGHT SHIFT","111110134770134790"
"104136","MANHATTAN","Tuesday","2021-09-28T00:00:00.000","11 AVENUE","WEST 50 STREET","WEST 51 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134770134790"
"103886","MANHATTAN","Wednesday","2021-09-22T00:00:00.000","11 AVENUE","WEST 50 STREET","WEST 51 STREET","104","Clinton","CONTRACT WORK","MILLING","NIGHT SHIFT","111110134770134790"
"104156","MANHATTAN","Wednesday","2021-09-29T00:00:00.000","11 AVENUE","WEST 50 STREET","WEST 51 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134770134790"
"103300","MANHATTAN","Monday","2021-09-27T00:00:00.000","11 AVENUE","WEST 50 STREET","WEST 51 STREET","104","Clinton","CONTRACT WORK","MILLING","NIGHT SHIFT","111110134770134790"
"103859","MANHATTAN","Tuesday","2021-09-21T00:00:00.000","11 AVENUE","WEST 50 STREET","WEST 51 STREET","104","Clinton","CONTRACT WORK","MILLING","NIGHT SHIFT","111110134770134790"
"104116","MANHATTAN","Monday","2021-09-27T00:00:00.000","11 AVENUE","WEST 50 STREET","WEST 51 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134770134790"
"103302","MANHATTAN","Monday","2021-09-27T00:00:00.000","11 AVENUE","WEST 51 STREET","WEST 52 STREET","104","Clinton","CONTRACT WORK","MILLING","NIGHT SHIFT","111110134790134810"
"103861","MANHATTAN","Tuesday","2021-09-21T00:00:00.000","11 AVENUE","WEST 51 STREET","WEST 52 STREET","104","Clinton","CONTRACT WORK","MILLING","NIGHT SHIFT","111110134790134810"
"104118","MANHATTAN","Monday","2021-09-27T00:00:00.000","11 AVENUE","WEST 51 STREET","WEST 52 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134790134810"
"22739","MANHATTAN","Monday","2020-06-22T00:00:00.000","1 AVENUE","EAST 55 STREET","EAST 56 STREET","106","Turtle Bay-East Midtown","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010118090118110"
"22783","MANHATTAN","Wednesday","2020-06-24T00:00:00.000","1 AVENUE","EAST 55 STREET","EAST 56 STREET","106","Turtle Bay-East Midtown","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010118090118110"
"22761","MANHATTAN","Tuesday","2020-06-23T00:00:00.000","1 AVENUE","EAST 55 STREET","EAST 56 STREET","106","Turtle Bay-East Midtown","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010118090118110"
"14597","MANHATTAN","Tuesday","2020-06-02T00:00:00.000","1 AVENUE","EAST 55 STREET","EAST 56 STREET","106","Turtle Bay-East Midtown","CONTRACT WORK","MILLING","NIGHT SHIFT","110010118090118110"
"14619","MANHATTAN","Wednesday","2020-06-03T00:00:00.000","1 AVENUE","EAST 55 STREET","EAST 56 STREET","106","Turtle Bay-East Midtown","CONTRACT WORK","MILLING","NIGHT SHIFT","110010118090118110"
"18990","MANHATTAN","Tuesday","2020-06-16T00:00:00.000","1 AVENUE","EAST 55 STREET","EAST 56 STREET","106","Turtle Bay-East Midtown","CONTRACT WORK","MILLING","NIGHT SHIFT","110010118090118110"
"19012","MANHATTAN","Wednesday","2020-06-17T00:00:00.000","1 AVENUE","EAST 55 STREET","EAST 56 STREET","106","Turtle Bay-East Midtown","CONTRACT WORK","MILLING","NIGHT SHIFT","110010118090118110"
"22741","MANHATTAN","Monday","2020-06-22T00:00:00.000","1 AVENUE","EAST 56 STREET","EAST 57 STREET","106","Turtle Bay-East Midtown","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010118110118130"
"22785","MANHATTAN","Wednesday","2020-06-24T00:00:00.000","1 AVENUE","EAST 56 STREET","EAST 57 STREET","106","Turtle Bay-East Midtown","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010118110118130"
"22763","MANHATTAN","Tuesday","2020-06-23T00:00:00.000","1 AVENUE","EAST 56 STREET","EAST 57 STREET","106","Turtle Bay-East Midtown","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010118110118130"
"14599","MANHATTAN","Tuesday","2020-06-02T00:00:00.000","1 AVENUE","EAST 56 STREET","EAST 57 STREET","106","Turtle Bay-East Midtown","CONTRACT WORK","MILLING","NIGHT SHIFT","110010118110118130"
"14621","MANHATTAN","Wednesday","2020-06-03T00:00:00.000","1 AVENUE","EAST 56 STREET","EAST 57 STREET","106","Turtle Bay-East Midtown","CONTRACT WORK","MILLING","NIGHT SHIFT","110010118110118130"
"18992","MANHATTAN","Tuesday","2020-06-16T00:00:00.000","1 AVENUE","EAST 56 STREET","EAST 57 STREET","106","Turtle Bay-East Midtown","CONTRACT WORK","MILLING","NIGHT SHIFT","110010118110118130"
"19014","MANHATTAN","Wednesday","2020-06-17T00:00:00.000","1 AVENUE","EAST 56 STREET","EAST 57 STREET","106","Turtle Bay-East Midtown","CONTRACT WORK","MILLING","NIGHT SHIFT","110010118110118130"
"138160","MANHATTAN","Tuesday","2022-06-21T00:00:00.000","10 AVENUE","WEST 44 STREET","WEST 45 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134650134670"
"138171","MANHATTAN","Wednesday","2022-06-22T00:00:00.000","10 AVENUE","WEST 44 STREET","WEST 45 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134650134670"
"133839","MANHATTAN","Friday","2022-05-27T00:00:00.000","10 AVENUE","WEST 44 STREET","WEST 45 STREET","104","Clinton","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134650134670"
"152694","MANHATTAN","Wednesday","2022-09-07T00:00:00.000","10 AVENUE","WEST 51 STREET","WEST 52 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134790134810"
"152676","MANHATTAN","Tuesday","2022-09-06T00:00:00.000","10 AVENUE","WEST 51 STREET","WEST 52 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134790134810"
"147884","MANHATTAN","Monday","2022-08-08T00:00:00.000","10 AVENUE","WEST 51 STREET","WEST 52 STREET","104","Clinton","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134790134810"
"147631","MANHATTAN","Thursday","2022-08-04T00:00:00.000","10 AVENUE","WEST 51 STREET","WEST 52 STREET","104","Clinton","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134790134810"
"22754","MANHATTAN","Tuesday","2020-06-23T00:00:00.000","1 AVENUE","EAST 52 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010118030000000"
"14590","MANHATTAN","Tuesday","2020-06-02T00:00:00.000","1 AVENUE","EAST 52 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010118030000000"
"14612","MANHATTAN","Wednesday","2020-06-03T00:00:00.000","1 AVENUE","EAST 52 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010118030000000"
"18983","MANHATTAN","Tuesday","2020-06-16T00:00:00.000","1 AVENUE","EAST 52 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010118030000000"
"19005","MANHATTAN","Wednesday","2020-06-17T00:00:00.000","1 AVENUE","EAST 52 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010118030000000"
"22734","MANHATTAN","Monday","2020-06-22T00:00:00.000","1 AVENUE","EAST 53 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010118050000000"
"22778","MANHATTAN","Wednesday","2020-06-24T00:00:00.000","1 AVENUE","EAST 53 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010118050000000"
"22756","MANHATTAN","Tuesday","2020-06-23T00:00:00.000","1 AVENUE","EAST 53 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010118050000000"
"14592","MANHATTAN","Tuesday","2020-06-02T00:00:00.000","1 AVENUE","EAST 53 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010118050000000"
"14614","MANHATTAN","Wednesday","2020-06-03T00:00:00.000","1 AVENUE","EAST 53 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010118050000000"
"18985","MANHATTAN","Tuesday","2020-06-16T00:00:00.000","1 AVENUE","EAST 53 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010118050000000"
"19007","MANHATTAN","Wednesday","2020-06-17T00:00:00.000","1 AVENUE","EAST 53 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010118050000000"
"51425","MANHATTAN","Tuesday","2020-10-20T00:00:00.000","2 AVENUE","EAST 11 STREET",,"103",,"IN-HOUSE CREW","MILLING","NIGHT SHIFT","110110117210000000"
"51570","MANHATTAN","Wednesday","2020-10-21T00:00:00.000","2 AVENUE","EAST 11 STREET",,"103",,"IN-HOUSE CREW","MILLING","NIGHT SHIFT","110110117210000000"
"51411","MANHATTAN","Monday","2020-10-19T00:00:00.000","2 AVENUE","EAST 11 STREET",,"103",,"IN-HOUSE CREW","MILLING","NIGHT SHIFT","110110117210000000"
"52220","MANHATTAN","Monday","2020-10-26T00:00:00.000","2 AVENUE","EAST 11 STREET",,"103",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110110117210000000"
"52234","MANHATTAN","Tuesday","2020-10-27T00:00:00.000","2 AVENUE","EAST 11 STREET",,"103",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110110117210000000"
"49350","MANHATTAN","Friday","2020-10-09T00:00:00.000","2 AVENUE","EAST 11 STREET",,"103",,"IN-HOUSE CREW","MILLING","NIGHT SHIFT","110110117210000000"
"175333","MANHATTAN","Tuesday","2023-04-18T00:00:00.000","5 AVENUE","EAST 98 STREET",,"164",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110410118930000000"
"175351","MANHATTAN","Wednesday","2023-04-19T00:00:00.000","5 AVENUE","EAST 98 STREET",,"164",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110410118930000000"
"180434","MANHATTAN","Monday","2023-05-08T00:00:00.000","5 AVENUE","EAST 98 STREET",,"164",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110410118930000000"
"178396","MANHATTAN","Friday","2023-05-05T00:00:00.000","5 AVENUE","EAST 98 STREET",,"164",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110410118930000000"
"178414","MANHATTAN","Friday","2023-05-05T00:00:00.000","5 AVENUE","EAST 98 STREET",,"164",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110410118930000000"
"180452","MANHATTAN","Tuesday","2023-05-09T00:00:00.000","5 AVENUE","EAST 98 STREET",,"164",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110410118930000000"
"175336","MANHATTAN","Tuesday","2023-04-18T00:00:00.000","5 AVENUE","EAST 103 STREET","EAST 104 STREET","111","East Harlem South","CONTRACT WORK","MILLING","NIGHT SHIFT","110410119030119050"
"175354","MANHATTAN","Wednesday","2023-04-19T00:00:00.000","5 AVENUE","EAST 103 STREET","EAST 104 STREET","111","East Harlem South","CONTRACT WORK","MILLING","NIGHT SHIFT","110410119030119050"
"178399","MANHATTAN","Friday","2023-05-05T00:00:00.000","5 AVENUE","EAST 103 STREET","EAST 104 STREET","111","East Harlem South","CONTRACT WORK","MILLING","NIGHT SHIFT","110410119030119050"
"178417","MANHATTAN","Friday","2023-05-05T00:00:00.000","5 AVENUE","EAST 103 STREET","EAST 104 STREET","111","East Harlem South","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110410119030119050"
"180455","MANHATTAN","Tuesday","2023-05-09T00:00:00.000","5 AVENUE","EAST 103 STREET","EAST 104 STREET","111","East Harlem South","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110410119030119050"
"151630","MANHATTAN","Wednesday","2022-08-31T00:00:00.000","10 AVENUE","WEST 52 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134810000000"
"151666","MANHATTAN","Friday","2022-09-02T00:00:00.000","10 AVENUE","WEST 52 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134810000000"
"152695","MANHATTAN","Wednesday","2022-09-07T00:00:00.000","10 AVENUE","WEST 52 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134810000000"
"152677","MANHATTAN","Tuesday","2022-09-06T00:00:00.000","10 AVENUE","WEST 52 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134810000000"
"147634","MANHATTAN","Thursday","2022-08-04T00:00:00.000","10 AVENUE","WEST 53 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134830000000"
"147652","MANHATTAN","Friday","2022-08-05T00:00:00.000","10 AVENUE","WEST 53 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134830000000"
"147887","MANHATTAN","Monday","2022-08-08T00:00:00.000","10 AVENUE","WEST 53 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134830000000"
"151650","MANHATTAN","Thursday","2022-09-01T00:00:00.000","10 AVENUE","WEST 53 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134830000000"
