"order_number","record_type","order_type","borough","on_street","on_street_suffix","from_street","from_street_suffix","to_street","to_street_suffix","side_of_street","order_completed_on_date","sign_code","sign_description","sign_size","sign_design_voided_on_date","sign_location","distance_from_intersection","arrow_direction","facing_direction","sheeting_type","support","sign_notes","sign_x_coord","sign_y_coord"
"R-01531345","Historical","R-","Manhattan","AVENUE C","W RDWY","EAST   18 STREET",,"EAST   14 STREET",,"E","2021-06-08T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,,"0","East",,"TIII","TIII","INSTALL ONE WAY ARROW ON SAME DR. AS SEQ.# 11",,
"R-671360","Historical","R-","Queens","MOTT AVENUE",,"BEACH   22 STREET",,"BEACH   21 STREET",,"S","2004-03-10T00:00:00.000","PL","PROPERTY LINE","N/A",,,"100",,,,,,,
"R-01524749","Historical","R-","Queens","5 AVENUE",,"123 STREET",,,,"@","2021-06-09T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"S/W C","0","North",,"TIII","TIII",,"1027301","228069"
"P-01516211","Current","P-","Staten Island","GROVE AVENUE",,"MAPLE AVENUE",,"PORT RICHMOND AVENUE",,"S","2021-06-02T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,"PNTD","PNTD",,,
"R-01525121","Historical","R-","Queens","BARCLAY AVENUE",,"UNION STREET",,"BOWNE STREET",,"S","2021-06-09T00:00:00.000","SP-435C","NO PARKING (SANITATION BROOM SYMBOL) 9-10:30AM TUES <----> (SUPERSEDED BY PS-114B)","018 X 012","2019-05-22T00:00:00.000",,"444",,,"PNTD","PNTD",,"1033017","215809"
"B-01404439","Historical","B-","Queens","ASTORIA BOULEVARD SOUTH",,"12 STREET",,"112 STREET",,"S","2020-01-13T00:00:00.000","SR-2148","SPEED LIMIT 30","030 X 036",,,"0",,"West","TIII","TIII","100 W SSD OF 77 ST                                      - NEXT TO BUS STOP POLE",,
"ST01478410","Historical","ST","Queens","ROOSEVELT AVENUE",,"154 STREET",,,,"@","2020-10-14T00:00:00.000","SI-725G","OVERSIZED STREET NAME SIGN (PROPER NAME TO BE SPECIFIED)","096 X 016",,"N/W C","0",,,"TIII","TIII","ROOSEVELT AV","1036582","217673"
"ST01530533","Current","ST","Queens","CENTERVILLE STREET",,"135 DRIVE",,,,"@","2021-06-09T00:00:00.000","SI-XXXXG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) (TO BE USED FOR STREET NAME SIGNS WHERE WIDTH IS GREATER THAN 36"" OR UNKNOWN OR FOR LOCAL LAW SNS)","XXX X 009",,"N/E C","0",,,"TIII","TIII","CENTREVILLE ST","1029337","184386"
"C-817245","Historical","C-","Bronx","TRAFALGAR PLACE",,"EAST  176 STREET",,,,"@","1987-10-27T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"S/E C","0","East",,"ENGG","ENGG",,"1015593","245462"
"P-01531349","Current","P-","Brooklyn","FULTON STREET",,"BROOKLYN AVENUE",,"KINGSTON AVENUE",,"S","2021-06-17T00:00:00.000","PS-65CA","2 HOUR METERED PARKING 8AM-7PM EXCEPT SUNDAY --> (SUPERSEDES R7-128RBA)","018 X 018",,,"651","West",,"PNTD","PNTD",,"1000451","186988"
"S-234909","Historical","S-","Queens","58 AVENUE",,"PECK AVENUE",,"UNDERHILL AVENUE",,"E","2010-05-13T00:00:00.000","SP-723CA","NO PARKING 8AM-6PM MON & TUES W/ SINGLE ARROW","018 X 012",,,"320","South",,"PNTD","PNTD",,"1044212","210317"
"P-01284547","Historical","P-","Bronx","EAST TREMONT AVENUE",,"WILLIAMSBRIDGE ROAD",,"ST RAYMOND AVENUE",,"E","2018-01-11T00:00:00.000","PL","PROPERTY LINE","N/A",,,"10",,,,,,,
"R-01535461","Historical","R-","Manhattan","BROADWAY",,"WEST  175 STREET",,,,"@","2021-06-28T00:00:00.000","SI-XXG","30"" STREET NAME SIGN (PROPER NAME TO BE SPECIFIED)","030 X 009",,"N/E C","0",,,"TIII","TIII","BROADWAYEAST CURB - OPPOSITE N/W/C","1001279","247573"
"R-01512985","Historical","R-","Queens","QUEENS BOULEVARD",,"39 STREET",,"39 PLACE",,"S","2021-06-08T00:00:00.000","PL","PROPERTY LINE","N/A",,,"19",,,,,,,
"S-086889","Historical","S-","Queens","27 AVENUE",,"ASTORIA BOULEVARD",,"100 STREET",,"S","2002-02-13T00:00:00.000","SP-385C","NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES <----> (DON'T LITTER) (SUPERSEDES SP-457C DATED 7-27-99)(SUPERSEDED BY PS-38B)","018 X 012","2019-05-22T00:00:00.000",,"172",,,"PNTD","PNTD",,"1020354","217119"
"S-310541","Historical","S-","Manhattan","HENRY STREET",,"JEFFERSON STREET",,"CLINTON STREET",,"N","2013-01-11T00:00:00.000","BL","BUILDING LINE","N/A",,,"13",,,,,,,
"S-01442215","Current","S-","Queens","LITTLE NECK PARKWAY",,"LEEDS ROAD",,"NASSAU BOULEVARD",,"W","2021-06-07T00:00:00.000","PL","PROPERTY LINE","N/A",,,"917",,,,,,,
"P-339194","Historical","P-","Queens","HILLSIDE AVENUE",,"256 STREET",,"255 STREET",,"N","2012-12-21T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"S-01527646","Current","S-","Brooklyn","FARRAGUT ROAD",,"EAST   40 STREET",,"EAST   39 STREET",,"N","2021-06-29T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"S-567415","Historical","S-","Queens","41 AVENUE",,"149 STREET",,"147 STREET",,"N","2017-05-02T00:00:00.000","SI-1878G","LOCAL MTA BUS ROUTE PANEL (TEXT TO BE MODIFIED AS REQUESTED)","14.12 X 6",,,"100",,,"PNTD","PNTD","Q15A","1035137","216952"
"S-01531359","Current","S-","Brooklyn","ROCKAWAY AVENUE",,"SUTTER AVENUE",,"BLAKE AVENUE",,"W","2021-06-16T00:00:00.000","PS-68B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9AM-10:30AM <-> (SUPERSEDES SP-415C)","018 X 012",,,"432",,,"PNTD","PNTD",,"1009275","181928"
"S-01330864","Current","S-","Brooklyn","CROPSEY AVENUE",,"CANAL AVENUE",,"SHORE PARKWAY",,"E","2018-09-27T00:00:00.000","PL","PROPERTY LINE","N/A",,,"123",,,,,,,
"R-723309","Historical","R-","Manhattan","WEST   14 STREET",,"AVENUE OF AMERICAS",,"7 AVENUE",,"N","2006-07-20T00:00:00.000","BL","BUILDING LINE","N/A",,,"820",,,,,,,
"R-695268","Historical","R-","Brooklyn","HIGHLAND BOULEVARD",,"MILLER AVENUE",,"INTERBORO PARKWAY","EXIT","N","2005-05-09T00:00:00.000","CL","CURB LINE","N/A",,,"938",,,,,,,
"R-739103","Historical","R-","Staten Island","NEW DORP LANE",,"EDISON STREET",,"NEW DORP PLAZA","S","E","2007-05-08T00:00:00.000","PL","PROPERTY LINE","N/A",,,"10",,,,,,,
"ST01505806","Historical","ST","Queens","FRANCIS LEWIS BOULEVARD",,"45 AVENUE",,,,"@","2021-02-17T00:00:00.000","SI-XXXXG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) (TO BE USED FOR STREET NAME SIGNS WHERE WIDTH IS GREATER THAN 36"" OR UNKNOWN OR FOR LOCAL LAW SNS)","XXX X 009",,"S/W C","0",,,"TIII","TIII","FRANCIS LEWIS BOULEVARD","1044420","215024"
"S-855060","Historical","S-","Bronx","MANIDA STREET",,"VIELE AVENUE",,"RYAWA AVENUE",,"W","1990-03-13T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"S-01388590","Current","S-","Bronx","GRACE AVENUE",,"BURKE AVENUE",,"GIVAN AVENUE",,"E","2020-05-26T00:00:00.000","PL","PROPERTY LINE","N/A",,,"611",,,,,,,
"R-624772","Historical","R-","Manhattan","BROADWAY",,"WEST   42 STREET",,"WEST   41 STREET",,"E","2001-04-20T00:00:00.000","BL","BUILDING LINE","N/A",,,"24",,,,,,,
"SC01332825","Historical","SC","Brooklyn","AVENUE Z",,"EAST   26 STREET",,,,"@","2018-12-20T00:00:00.000","W9-1","SCHOOL CROSSING SYMBOL (ADVANCE WARNING)","030 X 030",,"S/E C","0",,"West","TIII","TIII",,"999912","153923"
"S-01514070","Current","S-","Brooklyn","VARICK AVENUE",,"INGRAHAM STREET",,"HARRISON PLACE",,"W","2021-06-30T00:00:00.000","CL","CURB LINE","N/A",,,"230",,,,,,,
"R-01530632","Historical","R-","Manhattan","COLUMBIA STREET",,"RIVINGTON STREET",,"EAST HOUSTON STREET",,"E","2021-06-08T00:00:00.000","SP-477BA","BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW","20"" DIA.",,,"92","South",,"PNTD","PNTD","401624","989830","200781"
"C-01514455","Current","C-","Brooklyn","JAY STREET",,"WILLOUGHBY STREET",,,,"@","2021-06-08T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"N/E C","0","West",,"TIII","TIII",,"987801","191496"
"P-01511560","Current","P-","Staten Island","FOREST AVENUE",,"BROADWAY",,"NORTH BURGHER AVENUE",,"S","2021-04-29T00:00:00.000","PS-103CA","2 HOUR METERED PARKING 9AM-6PM EXCEPT SUNDAY --> (SUPERSEDES SP-39EBA)","018 X 018",,,"584","West",,"PNTD","PNTD",,"952575","168528"
"S-948873","Historical","S-","Queens","GUY R BREWER BOULEVARD",,"140 AVENUE",,"137 AVENUE",,"E","1997-08-30T00:00:00.000","PL","PROPERTY LINE","N/A",,,"12",,,,,,,
"ST01533102","Current","ST","Queens","CENTER DRIVE",,"GROSVENOR STREET",,,,"@","2021-06-21T00:00:00.000","SI-XXXXACG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) THAT IS ALL-CAPS","XXX X 009",,"S/W C","0",,,"TIII","TIII","CENTER DRHISTORICAL DISTRICT","1053042","222752"
"R-01531889","Historical","R-","Manhattan","MADISON AVENUE",,"EAST   30 STREET",,"EAST   31 STREET",,"E","2021-06-10T00:00:00.000","PS-101FA","NO STANDING 7AM-10AM 4PM-7PM EXCEPT SUNDAY --> 3 HMP COMMERCIAL VEHICLES ONLY 10AM-4PM EXCEPT SUNDAY --> (SUPERSEDES PS-28FA)","018 X 042",,,"143","South",,"PNTD","PNTD",,"988560","210916"
"R-01529776","Historical","R-","Brooklyn","SHEEPSHEAD BAY ROAD",,"VOORHIES AVENUE",,"JEROME AVENUE",,"E","2021-06-01T00:00:00.000","PS-22BA","NO PARKING (SANITATION BROOM SYMBOL) 8AM-8:30AM EXCEPT SUNDAY --> (SUPERSEDES SP-858CA)","018 X 012",,,"364","South",,"PNTD","PNTD",,"997442","153085"
"R-01534081","Historical","R-","Manhattan","11 AVENUE",,"WEST   14 STREET",,,,"@","2021-06-21T00:00:00.000","R3-11L","LEFT TURN SIGNAL","024 X 030",,"S MAL","0",,"North","TIII","TIII","INSTALL SIGN ON N/APEX OF SOUTH CENTER MALL DIVIDING N/B& S/B TRAFFIC. REPAIR BROKEN STRAP.","981813","209743"
"C-01478021","Historical","C-","Brooklyn","ATLANTIC AVENUE",,"SMITH STREET",,,,"@","2020-10-23T00:00:00.000","SR-2500","JAY ST RESTRICTION 7AM-7PM MON-FRI ALL VEHICLES EXCEPT BUSES TRUCKS & BIKES MUST TURN RIGHT AT LIVINGSTON ST","048 X 048",,"S/E C","0",,"South","TIII","TIII",,"987254","190157"
"R-01530880","Historical","R-","Manhattan","2 AVENUE",,"EAST  124 STREET",,,,"@","2021-06-07T00:00:00.000","SI-1263G","BIKE (SYMBOL) RFK BRIDGE RANDALLS ISLAND W/ 9 O'CLOCK ARROW","024 X 036",,"*NOTE","0",,"South West","TIII","TIII","ON LP ON E CURB OF ENTRANCE RAMP CURVE BTWN CROSSWALK & BIKE PATH CROSSING OPP PLANTED MEDIAN.",,
"S-01521485","Current","S-","Brooklyn","LYNCH STREET",,"LEE AVENUE",,"MARCY AVENUE",,"S","2021-06-10T00:00:00.000","PS-55B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11AM-12:30PM <-> (SUPERSEDES SP-360C)","018 X 012",,,"206",,,"PNTD","PNTD",,"996859","194945"
"R-590312","Historical","R-","Queens","QUEENS BOULEVARD",,"65 ROAD",,"65 AVENUE",,"N","1999-04-21T00:00:00.000","PL","PROPERTY LINE","N/A",,,"217",,,,,,,
"R-631991","Historical","R-","Brooklyn","KINGS HIGHWAY",,"WEST   10 STREET",,"WEST    9 STREET",,"S","2001-11-09T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"R-01533394","Historical","R-","Queens","ASTORIA BOULEVARD",,"12 STREET",,,,"@","2021-06-17T00:00:00.000","R1-1","STOP","030 X 030",,"S/W C","0",,"West","TIII","TIII",,"1003604","220585"
"R-01558674","Historical","R-","Manhattan","PRINCE STREET",,"MOTT STREET",,"MULBERRY STREET",,"S","2021-12-02T00:00:00.000","PS-122GA","NO PARKING 7AM-6PM EXCEPT SUNDAY --> (SUPERSEDES SP-194CA)","018 X 012",,,"12","West",,"PNTD","PNTD",,"985650","202703"
"S-01511363","Historical","S-","Brooklyn","22 STREET",,"4 AVENUE",,"3 AVENUE",,"N","2021-04-12T00:00:00.000","PL","PROPERTY LINE","N/A",,,"9",,,,,,,
"S-174249","Historical","S-","Bronx","EAST TREMONT AVENUE",,"BAISLEY AVENUE",,"MAYFLOWER AVENUE",,"N","2007-07-30T00:00:00.000","CL","CURB LINE","N/A",,,"202",,,,,,,
"P-249269","Historical","P-","Queens","LIBERTY AVENUE",,"120 STREET",,"121 STREET",,"S","2010-12-30T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"C-341311","Historical","C-","Manhattan","COLUMBIA STREET",,"RIVINGTON STREET",,,,"@","2014-06-19T00:00:00.000","W14-4","DEAD END 3/27/92 SUPERSEDES W14-4 (24""X24"") ""DEAD END STREET""","030 X 030",,"S/E C","0",,"West","TIII","TIII",,"989811","200662"
"P-01485014","Historical","P-","Brooklyn","FLATBUSH AVENUE",,"EAST   36 STREET",,"EAST   37 STREET",,"W","2021-01-25T00:00:00.000","PS-8BA","NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) MONDAY THURSDAY 3AM-6AM --> (SUPERSEDES SP-842CA)","018 X 012",,,"328","South",,"PNTD","PNTD",,"1000628","167548"
"S-01497124","Historical","S-","Brooklyn","CHURCH AVENUE",,"EAST    7 STREET",,"OCEAN PARKWAY",,"N","2021-01-06T00:00:00.000","SI-1880G","EXPRESS MTA BUS ROUTE PANEL (TEXT TO BE MODIFIED AS REQUIRED)","14.12 X 6",,,"182",,,"PNTD","PNTD","BM4","991715","174432"
"R-01534943","Historical","R-","Bronx","TINTON AVENUE",,"EAST  165 STREET",,"EAST  163 STREET",,"W","2021-06-25T00:00:00.000","CL","CURB LINE","N/A",,,"691",,,,,,,
"ST01472099","Historical","ST","Manhattan","5 AVENUE",,"EAST   89 STREET",,,,"@","2020-09-12T00:00:00.000","SI-XG","24"" STREET NAME SIGN (PROPER NAME TO BE SPECIFIED)","024 X 009",,"W   C","0",,,"TIII","TIII","E 89 ST CENTRAL PARK SCENIC LANDMARK","995600","224715"
"C-804322","Historical","C-","Queens","NORTH CONDUIT AVENUE",,"115 STREET",,,,"@","1986-06-30T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"N/W C","0","West",,"HRFL","HRFL",,"1032468","182036"
"P-01513406","Current","P-","Queens","37 AVENUE",,"JUNCTION BOULEVARD",,"95 STREET",,"N","2021-06-21T00:00:00.000","PS-19B","NO PARKING (SANITATION BROOM SYMBOL) 8:30AM-9AM EXCEPT SUNDAY <-> (SUPERSEDES SP-855C)","018 X 012",,,"41",,,"PNTD","PNTD",,"1019971","213102"
"S-211644","Historical","S-","Brooklyn","SETON PLACE",,"WEBSTER AVENUE",,"LAWRENCE AVENUE",,"W","2010-01-26T00:00:00.000","PL","PROPERTY LINE","N/A",,,"11",,,,,,,
"P-269026","Historical","P-","Queens","82 STREET",,"37 AVENUE",,"ROOSEVELT AVENUE",,"E","2011-08-24T00:00:00.000","BL","BUILDING LINE","N/A",,,"17",,,,,,,
"C-338450","Historical","C-","Staten Island","AULTMAN AVENUE",,"ST GEORGE ROAD",,,,"@","2014-05-08T00:00:00.000","W3-1","STOP AHEAD (SYMBOL)","030 X 030",,"W SSD","150",,"West","TIII","TIII",,"946101","148835"
"S-01291215","Historical","S-","Manhattan","LEXINGTON AVENUE",,"EAST   59 STREET",,"EAST   58 STREET",,"W","2018-02-27T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"C-01501042","Current","C-","Manhattan","BAYARD STREET",,"BOWERY",,,,"@","2021-06-28T00:00:00.000","R5-1","DO NOT ENTER (SYMBOL)","030 X 030",,"N/W C","0",,"East","TIII","TIII",,"985134","199783"
"S-01492670","Historical","S-","Brooklyn","FLATLANDS AVENUE",,"EAST   94 STREET",,"EAST   93 STREET",,"N","2020-12-14T00:00:00.000","SI-1879G","LOCAL MTA BUS DESTINATION PANEL (TEXT TO BE MODIFIED AS REQUIRED)","18.12 X 6",,,"79",,,"PNTD","PNTD","CROWN HEIGHTS","1011092","173179"
"ST01534241","Current","ST","Queens","THORNHILL AVENUE",,"252 STREET",,,,"@","2021-06-21T00:00:00.000","SI-XXXXACG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) THAT IS ALL-CAPS","XXX X 009",,"S/E C","0",,,"TIII","TIII","252 ST","1059345","217870"
"R-630759","Historical","R-","Queens","CYPRESS AVENUE",,"SUMMERFIELD STREET",,"NORMAN STREET",,"E","2001-08-27T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"R-01530406","Historical","R-","Bronx","WEST  228 STREET",,"MARBLE HILL AVENUE",,"DEAD END",,"N","2021-06-03T00:00:00.000","PS-31GA","NO STANDING SCHOOL DAYS 7AM-4PM --> (SUPERSEDES SP-279CA)","018 X 012",,,"1155","West",,"PNTD","PNTD",,,
"P-01471713","Historical","P-","Brooklyn","FULTON STREET",,"THROOP AVENUE",,"TOMPKINS AVENUE",,"N","2021-01-13T00:00:00.000","PS-56C","2 HOUR METERED PARKING 8:30AM-7PM EXCEPT SUNDAY <-> (SUPERSEDES SP-146EB)","018 X 018",,,"507",,,"PNTD","PNTD",,"1000279","187042"
"P-070573","Historical","P-","Bronx","PELHAM PARKWAY",,"WILSON AVENUE",,"EASTCHESTER ROAD",,"S","2001-03-13T00:00:00.000","PL","PROPERTY LINE","N/A",,,"8",,,,,,,
"S-01450664","Historical","S-","Brooklyn","NEW YORK AVENUE",,"CHURCH AVENUE",,"LINDEN BOULEVARD",,"E","2020-06-27T00:00:00.000","SI-1878G","LOCAL MTA BUS ROUTE PANEL (TEXT TO BE MODIFIED AS REQUESTED)","14.12 X 6",,,"97",,,"PNTD","PNTD","B44","999059","176559"
"S-836018","Historical","S-","Bronx","CROSS BRONX EXPRESSWAY",,"ELLIS AVENUE",,"GLEASON AVENUE",,"S","1988-11-09T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"R-01535555","Historical","R-","Queens","MYRTLE AVENUE",,"HILLSIDE AVENUE",,"116 STREET",,"N","2021-06-29T00:00:00.000","PS-65C","2 HOUR METERED PARKING 8AM-7PM EXCEPT SUNDAY <-> (SUPERSEDES R7-128RB)","018 X 018",,,"165",,,"PNTD","PNTD",,"1030470","194431"
"B-01513487","Current","B-","Brooklyn","SMITH STREET",,"BERGEN STREET",,"SCHERMERHORN STREET",,"W","2021-06-10T00:00:00.000","SR-1756","BIKE ROUTE CAR (SYMBOL) BIKE (SYMBOL) SHARED LANE","024 X 030",,,"0",,"South","TIII","TIII","N/W C OF ATLANTIC AV","987131","189930"
"R-01642981","Historical","R-","Manhattan","11 AVENUE",,"WEST   30 STREET",,,,"@","2023-05-03T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"N/W C","0","East",,"TIII","TIII",,"983171","213748"
"S-984414","Historical","S-","Queens","B   67 STREET",,"ROCKAWAY FREEWAY",,"BEACH CHANNEL DRIVE",,"E","1999-02-01T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"R-01533170","Historical","R-","Queens","48 STREET","E RDWY","54 AVENUE",,,,"@","2021-06-16T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"S/W C","0","North",,"TIII","TIII","INSTALL ON S/W/C OF 54 AV NORTH LEG                     N/E/C OF TRIANGLE","1006607","205661"
"S-302571","Historical","S-","Brooklyn","SKILLMAN AVENUE",,"MANHATTAN AVENUE",,"GRAHAM AVENUE",,"N","2012-11-30T00:00:00.000","SP-391C","NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM WED <-----> (SUPERSEDED BY SP-460C)","018 X 012","2019-05-22T00:00:00.000",,"220",,,"PNTD","PNTD",,"999371","200103"
"S-998665","Historical","S-","Bronx","ARLINGTON AVENUE",,"WEST  227 STREET",,"WEST  230 STREET",,"E","1999-09-22T00:00:00.000","PL","PROPERTY LINE","N/A",,,"641",,,,,,,
"P-131958","Historical","P-","Manhattan","WEST   57 STREET",,"EIGHTH AVENUE",,"BROADWAY",,"S","2003-07-30T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"R-01534011","Historical","R-","Queens","METROPOLITAN AVENUE",,"69 AVENUE",,,,"@","2021-06-21T00:00:00.000","W6-4","TWO WAY TRAFFIC AHEAD","030 X 030",,"S/W C","0",,"South","TIII","TIII",,,
"C-328878","Historical","C-","Manhattan","WEST BROADWAY",,"FRANKLIN STREET",,,,"@","2013-10-23T00:00:00.000","R3-1","NO RIGHT TURN (SYMBOL) (SUPERSEDES R3-1 WORD MESSAGE)","024 X 024",,"N/W C","0",,"North","TIII","TIII","AT N/W C OF NORTH ROADWAY AT FRANKLIN STREET","982422","201177"
"ST01503113","Historical","ST","Queens","BAY STREET",,"233 PLACE",,,,"@","2021-01-25T00:00:00.000","SI-XXXXG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) (TO BE USED FOR STREET NAME SIGNS WHERE WIDTH IS GREATER THAN 36"" OR UNKNOWN OR FOR LOCAL LAW SNS)","XXX X 009",,"S/W C","0",,,"TIII","TIII","BAY ST","1052572","220333"
"R-01575250","Historical","R-","Brooklyn","SHORE ROAD",,"BAY RIDGE AVENUE",,"68 STREET",,"E","2022-03-18T00:00:00.000","PL","PROPERTY LINE","N/A",,,"12",,,,,,,
"P-376638","Historical","P-","Manhattan","EAST   57 STREET",,"PARK AVENUE",,"LEXINGTON AVENUE",,"S","2016-01-08T00:00:00.000","CL","CURB LINE","N/A",,,"435",,,,,,,
"S-01428266","Historical","S-","Manhattan","EAST    9 STREET",,"AVENUE D",,"AVENUE C",,"N","2020-08-26T00:00:00.000","PS-21EA","CROSS (SYMBOL) AMBULETTE ONLY -->","018 X 012",,,"97","West",,"PNTD","PNTD",,"990930","203200"
"S-01527292","Current","S-","Brooklyn","3 AVENUE","E RDWY","39 STREET",,"38 STREET",,"E","2021-06-08T00:00:00.000","CL","CURB LINE","N/A",,,"244",,,,,,,
"R-01533820","Historical","R-","Queens","38 STREET",,"35 AVENUE",,"36 AVENUE",,"W","2021-06-18T00:00:00.000","PS-7A","METERS ARE NOT IN EFFECT ABOVE TIMES (TO BE USED ONLY FOR CONFLICTING STREET CLEANING AND METERED PARKING REGULATIONS) (SUPERSEDES SW-473)","018 X 006",,,"365",,,"PNTD","PNTD",,"1005397","214220"
"ST01500350","Historical","ST","Queens","95 AVENUE",,"95 STREET",,,,"@","2021-01-19T00:00:00.000","SI-XXXXG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) (TO BE USED FOR STREET NAME SIGNS WHERE WIDTH IS GREATER THAN 36"" OR UNKNOWN OR FOR LOCAL LAW SNS)","XXX X 009",,"N/W C","0",,,"TIII","TIII","95 ST","1026600","189661"
"R-01521781","Historical","R-","Brooklyn","UTICA AVENUE",,"FILLMORE AVENUE",,"EASTERN PARKWAY",,"E","2021-06-04T00:00:00.000","SR-1874L","BUS (SYMBOLS) BUS LANE 7AM-7PM MON-FRI BUSES ONLY & RIGHT TURNS W/ (6 O'CLOCK ARROW ON LEFT SIDE)","120 X 036",,,"0",,"South","TIII","TIII","135' S/O AVE I","1004684","163156"
"S-01389146","Historical","S-","Brooklyn","52 STREET",,"1 AVENUE",,"2 AVENUE",,"N","2019-11-07T00:00:00.000","PS-122B","NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) MONDAY THURSDAY MIDNIGHT-3AM <-> (SUPERSEDES SP-340C)","018 X 012",,,"590",,,"PNTD","PNTD",,"979080","175469"
"R-01530699","Historical","R-","Queens","QUEENS BOULEVARD",,"JACKSON AVENUE",,"HILLSIDE AVENUE",,"S","2021-06-04T00:00:00.000","SR-2191","CITY SPEED LIMIT 25 PHOTO ENFORCED (SUPERSEDES SR-2166)","030 X 048",,,"0",,"West","TIII","TIII","ON CENTER MALL @ 72 RD",,
"P-01533462","Current","P-","Bronx","CRESCENT AVENUE",,"HUGHES AVENUE",,"ARTHUR AVENUE",,"N","2021-06-30T00:00:00.000","PL","PROPERTY LINE","N/A",,,"269",,,,,,,
"R-01330129","Historical","R-","Manhattan","GRAND STREET",,"MULBERRY STREET",,"MOTT STREET",,"N","2018-09-25T00:00:00.000","PL","PROPERTY LINE","N/A",,,"7",,,,,,,
"S-01524728","Current","S-","Brooklyn","ELM AVENUE",,"CONEY ISLAND AVENUE",,"EAST   12 STREET",,"N","2021-06-25T00:00:00.000","BL","BUILDING LINE","N/A",,,"223",,,,,,,
"P-01426579","Historical","P-","Manhattan","WEST   42 STREET",,"9 AVENUE",,"10 AVENUE",,"N","2020-04-13T00:00:00.000","PS-470CA","1 HMP COMMERCIAL VEHICLES ONLY 7PM-MIDNIGHT EXCEPT SUNDAY -->","018 X 024",,,"700","East",,"PNTD","PNTD",,"985678","215932"
"ST981997","Historical","ST","Queens","CULLMAN AVENUE",,"251 STREET",,,,"@","1999-05-21T00:00:00.000","INSERT","DESCRIPTION NOT AVAILABLE","N/A",,"S/W C","0","West",,"ENGG","ENGG",,"1060161","214054"
"R-01535563","Historical","R-","Bronx","WILLIAMSBRIDGE ROAD",,"PELHAM PARKWAY",,"LYDIG AVENUE",,"W","2021-06-29T00:00:00.000","PS-19B","NO PARKING (SANITATION BROOM SYMBOL) 8:30AM-9AM EXCEPT SUNDAY <-> (SUPERSEDES SP-855C)","018 X 012",,,"126",,,"PNTD","PNTD",,"1024071","251387"
"R-01535162","Historical","R-","Queens","ATLANTIC AVENUE",,"127 STREET",,,,"@","2021-06-25T00:00:00.000","W14-2C","DIAMOND DELINEATOR (BLANK) MAY BE USED AS SUBSTITUTE OR REPLACMENT FOR W14-2A & W14-2B (REVISED 4/24/2013)","009 X 009",,"*NOTE","0",,"South",,,"UNDER W14-2C.","1033864","192818"
"R-815015","Historical","R-","Bronx","MORRIS PARK AVENUE",,"HONE AVENUE",,"LURTING AVENUE",,"S","2010-04-30T00:00:00.000","CL","CURB LINE","N/A",,,"223",,,,,,,
"R-01574582","Historical","R-","Staten Island","GRANTWOOD AVENUE",,"STAFFORD AVENUE",,,,"@","2022-03-14T00:00:00.000","SI-XXXG","36"" STREET NAME SIGN (PROPER NAME TO BE SPECIFIED)","036 X 009",,"N/W C","0",,,"TIII","TIII","STAFFORD AV","933566","140457"
"C-01485810","Historical","C-","Brooklyn","JAY STREET",,"TILLARY STREET",,,,"@","2020-11-20T00:00:00.000","SI-699G","MANHATTAN BR PEDESTRIAN (SYMBOL) W/ 9 O'CLOCK ARROW","024 X 024",,"N/W C","0",,"West","TIII","TIII",,"987826","192896"
