"development_name","borough","account_name","location","meter_amr","meter_scope","tds","edp","rc_code","funding_source","amp","vendor_name","umis_bill_id","revenue_month","service_start_date","service_end_date","days","meter_number","estimated","current_charges","rate_class","bill_analyzed","consumption_therms","es_commodity","underlying_utility"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 17","AMR",,"302","565","K030200","FEDERAL","NY005012470P","National Grid NYC","12203013","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5329077","N","331.82","T3 TRAN MULT FAM","Yes","459","UTILITY GAS","NatGrid NYC"
"REID APARTMENTS","BROOKLYN","REID APARTMENTS","BLD 01","AMR",,"167","283","K016700","FEDERAL","NY005011670P","National Grid NYC","12202880","2023-01","2022-12-27T00:00:00.000","2023-01-25T00:00:00.000","29","6027129","Y","2529.48","T3 TRAN MULT FAM","Yes","4504","UTILITY GAS","NatGrid NYC"
"LOWER EAST SIDE II","MANHATTAN","LOWER EAST SIDE II","BLD 04","NONE",,"337","783","M033700","FEDERAL","NY005012920P","CONSOLIDATED EDISON COMPANY OF NY","12141760","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3048280","N","7673.7","TRMDH","Yes","6083","UTILITY GAS","ConEd"
"TAPSCOTT STREET REHAB","BROOKLYN","TAPSCOTT STREET REHAB","BLD 08","AMR",,"354","775","K035400","FEDERAL","NY005011670P","National Grid NYC","12203223","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5150397","N","697.94","T3 TRAN MULT FAM","Yes","1184.56","UTILITY GAS","NatGrid NYC"
"MELROSE","BRONX","MELROSE","BLD 09 - Community Center","NONE","BLD 9","28","523","B202800","FEDERAL","NY005010280P","CONSOLIDATED EDISON COMPANY OF NY","12204322","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3268040","N","5383.51","TRMDH","Yes","4051","UTILITY GAS","ConEd"
"BUSHWICK II (GROUPS B & D)","BROOKLYN","BUSHWICK II (GROUPS B & D)","BLD 40","AMR",,"303","566","K030300","FEDERAL","NY005012470P","National Grid NYC","12203037","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","6411639","N","689.1","T3 TRAN MULT FAM","Yes","1027","UTILITY GAS","NatGrid NYC"
"OCEAN BAY APARTMENTS (OCEANSIDE)","QUEENS","OCEAN BAY APARTMENTS (OCEANSIDE)",,,"BACKUP GENERATOR","51","573","Q005100","FEDERAL","NY005010980P","National Grid LI","12218355","2023-01","2023-01-13T00:00:00.000","2023-02-13T00:00:00.000","31","7350207","N","44.88",,"Yes","0","UTILITY GAS",
"BUSHWICK II (GROUPS B & D)","BROOKLYN","BUSHWICK II (GROUPS B & D)","BLD 38","AMR",,"303","566","K030300","FEDERAL","NY005012470P","National Grid NYC","12203003","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5020943","N","42.71","T3 TRAN MULT FAM","Exception","3","UTILITY GAS","NatGrid NYC"
"FIRST HOUSES","MANHATTAN","FIRST HOUSES","BLD 06","NONE","BLD 4-8","1","370","M000100","FEDERAL","NY005012920P","CONSOLIDATED EDISON COMPANY OF NY","12142515","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3521100","Y","2333.56","TR I NR","Yes","3287","UTILITY GAS","ConEd"
"SUTTER AVENUE-UNION STREET","BROOKLYN","SUTTER AVENUE-UNION STREET","BLD 01","AMR",,"369","807","K036900","FEDERAL","NY005011670P","National Grid NYC","12203214","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5108464","N","2608.47","T3 TRAN MULT FAM","Yes","4657","UTILITY GAS","NatGrid NYC"
"SACK WERN","BRONX","SACK WERN","BLD 04","NONE",,"280","506","B028000","FEDERAL","NY005012800P","CONSOLIDATED EDISON COMPANY OF NY","12142044","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3512680","N","11745.72","TRMDH","Yes","9696","UTILITY GAS","ConEd"
"RIIS II","MANHATTAN","RIIS/RIIS II","RIIS BLD 13","NONE",,"19","372","M001900","FEDERAL","NY005010180P","CONSOLIDATED EDISON COMPANY OF NY","12153088","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3382762-31.7%","N","122123.63","TRMDHDF","Yes","108127.12","UTILITY GAS","ConEd"
"WILSON","MANHATTAN","WILSON","BLD 02","NONE","BLD 1-3","112","539","M011200","FEDERAL","NY005010090P","CONSOLIDATED EDISON COMPANY OF NY","12141307","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3299594","N","90964.72","TRMDHDF","Yes","79985","UTILITY GAS","ConEd"
"SACK WERN","BRONX","SACK WERN","BLD 02","NONE",,"280","506","B028000","FEDERAL","NY005012800P","CONSOLIDATED EDISON COMPANY OF NY","12168685","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3512685","Y","14104.62","TRMDH","Yes","11789","UTILITY GAS","ConEd"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 22","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12141951","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3534405","N","4623.89","TRMDH","Yes","3377","UTILITY GAS","ConEd"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 17","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12141295","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3192767","N","3078.62","TRMDH","Yes","2226","UTILITY GAS","ConEd"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 10","AMR",,"302","565","K030200","FEDERAL","NY005012470P","National Grid NYC","12202852","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","6196097","Y","198.65","T3 TRAN MULT FAM","Yes","259","UTILITY GAS","NatGrid NYC"
"SACK WERN","BRONX","SACK WERN","BLD 02","NONE",,"280","506","B028000","FEDERAL","NY005012800P","CONSOLIDATED EDISON COMPANY OF NY","12109846","2023-01","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3512685","Y","5598.9","TRMDH","Yes","5125","UTILITY GAS","ConEd"
"CLAREMONT REHAB (GROUP 5)","BRONX","CLAREMONT REHAB (GROUP 5)","BLD 02","NONE",,"336","752","B033600","FEDERAL","NY005013080P","CONSOLIDATED EDISON COMPANY OF NY","12141434","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3956614","N","6519.59","TRMDH","Yes","5059","UTILITY GAS","ConEd"
"WEST FARMS ROAD REHAB","BRONX","WEST FARMS ROAD REHAB","BLD 04","NONE",,"360","780","B053000","FEDERAL","NY005015300P","CONSOLIDATED EDISON COMPANY OF NY","12141741","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3048311","N","12470.39","TRMDH","Yes","10339","UTILITY GAS","ConEd"
"LONG ISLAND BAPTIST HOUSES","BROOKLYN","LONG ISLAND BAPTIST HOUSES","BLD 01","AMR",,"276","502","K027600","FEDERAL","NY005012610P","National Grid NYC","12203308","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","4623809","N","3029.36","T3 TRAN MULT FAM","Yes","5453","UTILITY GAS","NatGrid NYC"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 09","AMR",,"302","565","K030200","FEDERAL","NY005012470P","National Grid NYC","12203017","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","1337785","N","543.58","T3 TRAN MULT FAM","Yes","793","UTILITY GAS","NatGrid NYC"
"CLAREMONT REHAB (GROUP 5)","BRONX","CLAREMONT REHAB (GROUP 5)","BLD 03","NONE",,"336","752","B033600","FEDERAL","NY005013080P","CONSOLIDATED EDISON COMPANY OF NY","12142080","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3718144","Y","5406.06","TRMDH","Yes","4071","UTILITY GAS","ConEd"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 23","AMR",,"302","565","K030200","FEDERAL","NY005012470P","National Grid NYC","12203026","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","6788377","N","658.35","T3 TRAN MULT FAM","Yes","974","UTILITY GAS","NatGrid NYC"
"FIRST HOUSES","MANHATTAN","FIRST HOUSES","BLD 02","NONE","BLD 1-3","1","370","M000100","FEDERAL","NY005012920P","CONSOLIDATED EDISON COMPANY OF NY","12141769","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","6900845","N","14501.32","TRMDH","Yes","12141","UTILITY GAS","ConEd"
"BORINQUEN PLAZA II","BROOKLYN","BORINQUEN PLAZA II","BLD 14","AMR",,"271","390","K027100","FEDERAL","NY005012430P","National Grid NYC","12202941","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5170237","N","4328.52","T3 TRAN MULT FAM","Yes","7910","UTILITY GAS","NatGrid NYC"
"BUSHWICK II (GROUPS B & D)","BROOKLYN","BUSHWICK II (GROUPS B & D)","BLD 32","AMR",,"303","566","K030300","FEDERAL","NY005012470P","National Grid NYC","12203036","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","6411234","N","612.69","T3 TRAN MULT FAM","Yes","902","UTILITY GAS","NatGrid NYC"
"OCEAN BAY APARTMENTS (OCEANSIDE)","QUEENS","OCEAN BAY APARTMENTS (OCEANSIDE)",,,"BACKUP GENERATOR","51","573","Q005100","FEDERAL","NY005010980P","National Grid LI","12210132","2023-01","2023-01-13T00:00:00.000","2023-02-13T00:00:00.000","31","7137278","N","143667.63","250 Gas Non Resid General Use","Yes","126096","UTILITY GAS",
"BERRY","STATEN ISLAND","BERRY",,,,"52","587","S005200","FEDERAL","NY005000520P","National Grid NYC","12203540","2023-01","2023-01-05T00:00:00.000","2023-02-03T00:00:00.000","29","7400688","N","2286.85","T3 TRAN MULT FAM","Yes","1613","UTILITY GAS",
"OCEAN BAY APARTMENTS (OCEANSIDE)","QUEENS","OCEAN BAY APARTMENTS (OCEANSIDE)","BLD 3",,"BACKUP GENERATOR","51","573","Q005100","FEDERAL","NY005010980P","National Grid LI","12206110","2023-01","2022-12-30T00:00:00.000","2023-01-31T00:00:00.000","32","5768242","N","54.62","250 Gas Non Resid General Use","Yes","5","UTILITY GAS","NatGrid LI"
"SEDGWICK","BRONX","SEDGWICK","BLD 03","NONE","BLD 1-7","45","368","B004500","FEDERAL","NY005010450P","CONSOLIDATED EDISON COMPANY OF NY","12199327","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3383848","N","174536.41","TRMDHDF","Yes","154136","UTILITY GAS","ConEd"
"BUSHWICK II (GROUPS B & D)","BROOKLYN","BUSHWICK II (GROUPS B & D)","BLD 31","AMR",,"303","566","K030300","FEDERAL","NY005012470P","National Grid NYC","12203034","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","6298871","N","698.63","T3 TRAN MULT FAM","Yes","1045","UTILITY GAS","NatGrid NYC"
"HUNTS POINT AVENUE REHAB","BRONX","HUNTS POINT AVENUE REHAB","BLD 07","NONE","BLD 7-9","367","806","B036700","FEDERAL","NY005015300P","CONSOLIDATED EDISON COMPANY OF NY","12142041","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3792022","N","5029.63","TRMDH","Yes","3737","UTILITY GAS","ConEd"
"830 AMSTERDAM AVENUE","MANHATTAN","AMSTERDAM AVENUE","BLD 01","NONE",,"150","258","M015000","FEDERAL","NY005010820P","CONSOLIDATED EDISON COMPANY OF NY","12140375","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2545168","N","32056.22","TRMDHDF","Yes","27717","UTILITY GAS","ConEd"
"TAPSCOTT STREET REHAB","BROOKLYN","TAPSCOTT STREET REHAB","BLD 07","AMR",,"354","775","K035400","FEDERAL","NY005011670P","National Grid NYC","12203232","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","4774611","N","754.15","T3 TRAN MULT FAM","Yes","1292.38","UTILITY GAS","NatGrid NYC"
"TAPSCOTT STREET REHAB","BROOKLYN","TAPSCOTT STREET REHAB","BLD 07","AMR",,"354","775","K035400","FEDERAL","NY005011670P","National Grid NYC","12203232","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","4774606","N","809.15","T3 TRAN MULT FAM","Yes","1386.62","UTILITY GAS","NatGrid NYC"
"LEXINGTON","MANHATTAN","LEXINGTON","BLD 4","NONE",,"50","374","M005000","FEDERAL","NY005010620P","CONSOLIDATED EDISON COMPANY OF NY","12142365","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3549383","N","97333.65","TRMDHDF","Yes","85636","UTILITY GAS","ConEd"
"UNIVERSITY AVENUE REHAB","BRONX","UNIVERSITY AVENUE REHAB",,"NONE",,"341","762","B034100","FEDERAL","NY005013410P","CONSOLIDATED EDISON COMPANY OF NY","12147719","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4080212","NA","521.53","TRMDH","Yes","0","UTILITY GAS","ConEd"
"WAGNER","MANHATTAN","WAGNER","BLD 09","NONE","BLD 1-22","74","224","M007400","FEDERAL","NY005010740P","CONSOLIDATED EDISON COMPANY OF NY","12147069","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3485959","N","394637.46","TRMDHDF","Yes","349426","UTILITY GAS","ConEd"
"CLAREMONT REHAB (GROUP 4)","BRONX","CLAREMONT REHAB (GROUP 4)","BLD 08","NONE",,"335","751","B033500","FEDERAL","NY005013080P","CONSOLIDATED EDISON COMPANY OF NY","12186714","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3267536","Y","1836.05","TRMDH","Yes","1311","UTILITY GAS","ConEd"
"LONG ISLAND BAPTIST HOUSES","BROOKLYN","LONG ISLAND BAPTIST HOUSES","340 Williams Avenue",,,"276","502","K027600","FEDERAL",,"National Grid NYC","12203331","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","4984305","N","42.27","T1B TRAN RES HEAT","Exception","0","UTILITY GAS",
"CLAREMONT REHAB (GROUP 2)","BRONX","CLAREMONT REHAB (GROUP 2)","BLD 02","AMR",,"307","330","B030700","FEDERAL","NY005013080P","CONSOLIDATED EDISON COMPANY OF NY","12141272","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3467090","N","4742.22","TRMDH","Yes","3482","UTILITY GAS","ConEd"
"RED HOOK WEST","BROOKLYN","RED HOOK WEST","BLD 25","AMR",,"79","230","K007900","FEDERAL","NY005000790P","National Grid NYC","12203101","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","6011106","N","22590.1","T3 TRAN MULT FAM","Yes","42439","UTILITY GAS","NatGrid NYC"
"RUTLAND TOWERS","BROOKLYN","RUTLAND TOWERS","BLD 01","AMR",,"282","508","K028200","FEDERAL","NY005011670P","National Grid NYC","12202887","2023-01","2022-12-27T00:00:00.000","2023-01-25T00:00:00.000","29","5091364","Y","964.7","T3 TRAN MULT FAM","Yes","1553","UTILITY GAS","NatGrid NYC"
"MARSHALL PLAZA","MANHATTAN","MARSHALL PLAZA","BLD 01","NONE",,"344","754","M034400","FEDERAL","NY005010030P","CONSOLIDATED EDISON COMPANY OF NY","12195987","2023-01","2023-01-25T00:00:00.000","2023-01-31T00:00:00.000","6","3355611","Y","4705.39","TRMDH","Yes","3603","UTILITY GAS","ConEd"
"SACK WERN","BRONX","SACK WERN","BLD 05","NONE",,"280","506","B028000","FEDERAL","NY005012800P","CONSOLIDATED EDISON COMPANY OF NY","12142503","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3907426","N","11884.33","TRMDH","Yes","9819","UTILITY GAS","ConEd"
"CARLETON MANOR","QUEENS","CARLETON MANOR","BLD 01","NONE","BLD 1","164","270","Q016400","FEDERAL","NY005010750P","National Grid LI","12206040","2023-01","2022-12-15T00:00:00.000","2023-01-18T00:00:00.000","34","6588270","N","16225.7","158 Del,Com,Multidwel,Heat","Yes","33230","UTILITY GAS","NatGrid LI"
"GUN HILL","BRONX","GUN HILL","BLD 06","NONE","BLD 1-6","40","579","B004000","FEDERAL","NY005010470P","CONSOLIDATED EDISON COMPANY OF NY","12142013","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3469848","N","177172.55","TRMDHDF","Yes","156475","UTILITY GAS","ConEd"
"RUTGERS","MANHATTAN","RUTGERS","BLD 05","NONE",,"99","439","M009900","MIXED FINANCE/LLC1","NY005020990P","CONSOLIDATED EDISON COMPANY OF NY","12141942","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3319334","Y","22736.57","TR II NR","Yes","24054","UTILITY GAS","ConEd"
"QUEENSBRIDGE SOUTH","QUEENS","QUEENSBRIDGE SOUTH","BLD 23","NONE","BLD 23-26","5","843","Q000500","FEDERAL","NY005000050P","CONSOLIDATED EDISON COMPANY OF NY","12199332","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2988768","N","87896.89","TRMDHDF","Yes","77263","UTILITY GAS","ConEd"
"FENIMORE-LEFFERTS","BROOKLYN","FENIMORE-LEFFERTS","BLD 01","AMR",,"205","322","K020500","FEDERAL","NY005011670P","National Grid NYC","12203211","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","3633611","N","488.38","T1B TRAN RES HEAT","Yes","527","UTILITY GAS","NatGrid NYC"
"RIIS","MANHATTAN","RIIS/RIIS II","RIIS BLD 13","NONE",,"18","210","M001800","FEDERAL","NY005010180P","CONSOLIDATED EDISON COMPANY OF NY","12153088","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3382762-68.3%","N","263124.41","TRMDHDF","Yes","232967.89","UTILITY GAS","ConEd"
"CORSI HOUSES","MANHATTAN","CORSI HOUSES","BLD 01","NONE",,"199","359","M019900","FEDERAL","NY005010640P","CONSOLIDATED EDISON COMPANY OF NY","12158062","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3889053","N","22841.48","TRMDHDF","Yes","19541","UTILITY GAS","ConEd"
"WYCKOFF GARDENS","BROOKLYN","WYCKOFF GARDENS","BLD 03","AMR","BLD 1-3","163","272","K016300","FEDERAL","NY005011630P","National Grid NYC","12203092","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","17291558","N","35787.77","T3 TRAN MULT FAM","Exception","67407","UTILITY GAS","NatGrid NYC"
"WHITE","MANHATTAN","WHITE","BLD 01","NONE",,"124","572","M012400","FEDERAL","NY005010090P","CONSOLIDATED EDISON COMPANY OF NY","12142021","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3333951","N","40968.92","TRMDHDF","Yes","35625","UTILITY GAS","ConEd"
"REHAB PROGRAM (WISE REHAB)","MANHATTAN","REHAB PROGRAM (WISE REHAB)","BLD 01","NONE",,"517","298","M051700","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","12140357","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4009774","N","28.81","TRMDH","Yes","0","UTILITY GAS","ConEd"
"BROWN","BROOKLYN","BROWN","BLD 01","AMR","BLD 1-2","325","336","K032500","FEDERAL","NY005012520P","National Grid NYC","12203289","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5151796","N","1511.32","T3 TRAN MULT FAM","Yes","2583","UTILITY GAS","NatGrid NYC"
"HERNANDEZ","MANHATTAN","HERNANDEZ","BLD 01","NONE",,"184","286","M018400","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","12141276","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3319211","Y","902.93","TR I NR","Yes","1194","UTILITY GAS","ConEd"
"LOWER EAST SIDE REHAB (GROUP 5)","MANHATTAN","LOWER EAST SIDE REHAB (GROUP 5)","BLD 01","NONE","BLD 01","292","555","M029200","FEDERAL","NY005012920P","CONSOLIDATED EDISON COMPANY OF NY","12140348","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3926888","Y","6143.13","TRMDH","Yes","4725","UTILITY GAS","ConED"
"HOWARD","BROOKLYN","HOWARD","BLD 03","AMR","BLD 1-10","72","568","K007200","FEDERAL","NY005000720P","National Grid NYC","12203294","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","810936","N","32400.56","T3 TRAN MULT FAM","Yes","61001","UTILITY GAS","NatGrid NYC"
"CROWN HEIGHTS","BROOKLYN","CROWN HEIGHTS","BLD 06","AMR",,"312","331","K031200","FEDERAL","NY005013510P","National Grid NYC","12203175","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5152875","N","1604.9","T3 TRAN MULT FAM","Yes","2759","UTILITY GAS","NatGrid NYC"
"CAREY GARDENS","BROOKLYN","CAREY GARDENS","BLD 03","AMR",,"166","288","K016600","FEDERAL","NY005011660P","National Grid NYC","12203478","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5768908","N","18951.19","T3 TRAN MULT FAM","Exception","35565","UTILITY GAS","NatGrid NYC"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 02","NONE","BLD 1-13","22","530","M002200","FEDERAL","NY005010220P","CONSOLIDATED EDISON COMPANY OF NY","12141286","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3513334","N","186465.08","TRMDHDF","Yes","164720","UTILITY GAS","ConEd"
"TAFT","MANHATTAN","TAFT","BLD 10 - Community Center","NONE",,"97","261","M009700","FEDERAL","NY005010970P","CONSOLIDATED EDISON COMPANY OF NY","12142405","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3301476","Y","443.86","TR II NR","Yes","343","UTILITY GAS","ConEd"
"HOWARD AVENUE","BROOKLYN","HOWARD AVENUE","BLD 03","AMR",,"339","782","K033900","FEDERAL","NY005013510P","National Grid NYC","12203243","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","6963328","N","1065.05","T3 TRAN MULT FAM","Yes","1738","UTILITY GAS","NatGrid NYC"
"HOWARD AVENUE","BROOKLYN","HOWARD AVENUE","BLD 04","AMR",,"339","782","K033900","FEDERAL","NY005013510P","National Grid NYC","12203245","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5744908","N","1049.18","T3 TRAN MULT FAM","Yes","1708","UTILITY GAS","NatGrid NYC"
"FIRST HOUSES","MANHATTAN","FIRST HOUSES",,"NONE",,"1","370","M000100","FEDERAL","NY005012920P","CONSOLIDATED EDISON COMPANY OF NY","12234355","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3971095","N","85.54","TR I NR","Exception","17","UTILITY GAS",
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 03","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12141981","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3231454","N","1822.48","TRMDH","Yes","1301","UTILITY GAS","ConEd"
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)","BROOKLYN","STERLING PLACE REHABS (SAINT JOHNS-STERLING)","BLD 05","AMR",,"366","801","K036600","FEDERAL","NY005013510P","National Grid NYC","12203146","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5318946","N","1509.18","T3 TRAN MULT FAM","Yes","2578","UTILITY GAS","NatGrid NYC"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 26","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12141955","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3267825","N","6764.15","TRMDH","Yes","5276","UTILITY GAS","ConEd"
"PINK","BROOKLYN","PINK","BLD 01","AMR",,"89","235","K008900","FEDERAL","NY005000890P","National Grid NYC","12203348","2023-01","2023-01-09T00:00:00.000","2023-01-26T00:00:00.000","17","5236552","Y","1598.65","T3 TRAN MULT FAM","Yes","3199.05","UTILITY GAS","NatGrid NYC"
