"objectid","wotype","wostatus","wopriority","boroughcode","communityboard","buildingnumber","streetname","locationdetails","actualfinishdate","wocontract","parkname","parkzone","cancelreason","wocategory","sanitationassigneddate","sanitationremovaldate","sanitationupdateddate","wowoodremains","woequipment","zipcode","citycouncil","statesenate","stateassembly","congressional","sanitationzone","physicalid","crossstreet1","crossstreet2","plantingspaceglobalid","treepointglobalid","inspectionglobalid","globalid","sidewalkdamage","wowireconflict","crewglobalid","geometry","closeddate","canceldate","createddate","updateddate","woentity","projstartdate","woproject","recommendedspecies","latitude","longitude","census_tract","bin","bbl","nta","location"
"11105324","Block Pruning","Open",,"Bronx","206.0","*","*","SOUTHSIDE",,"BP-X23","Krystal Community Garden",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"2062A",,,,,,"2A11A923-BFFF-4A4E-BAA5-DD2098CFE61F","2CBD79D6-9B35-4AAD-B032-6A9590BD6329",,"No Util Conflict Present",,"POINT (-73.8809531541989628 40.8436229511610094)",,,"2020-02-06 19:38:00.0000000","2022-08-02 17:39:00.0000000","Expense",,,,,,,,,,"POINT (-73.88095315419896 40.84362295116101)"
"10782742","Block Pruning","Open",,"Brooklyn","305.0","*","*","CENTRAL",,"BP-B20","P.S. 4 Paradise Garden",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"3051E",,,,,,"07780003-C768-4AF6-A91E-42AD74888EF8","52FAEB44-8DE4-4F78-96D9-6A6080D1E59D",,"No Util Conflict Present",,"POINT (-73.8848747857890942 40.6746985156144945)",,,"2019-12-09 14:03:00.0000000",,"Expense",,,"Acer - maple",,,,,,,"POINT (-73.8848747857891 40.674698515614494)"
"19177388","Pruning","Open","8","Queens","405.0","69-29","ELIOT AVENUE","1F 29in oak",,,,,,"Risk Mitigation",,,,"No Wood Debris",,"11379.0","30.0","15.0","30.0","6.0","4055D","9903","69 PL","ELIOT AV",,,"1C2953F3-F66B-4E2C-85E2-33B9399A980B","1CA3D902-772C-41E5-A4E0-6A2E3B35BEBE",,"No Util Conflict Present",,"POINT (-73.8902092670939936 40.7199827366217164)",,,"2022-10-07 12:54:57.0000000",,"In-House",,,,,,,,,,"POINT (-73.890209267094 40.719982736621716)"
"10969739","Tree Removal","Open","4","Manhattan","109.0",,,,,"TRS-M20","Riverside Park","M072-ZN26",,"Risk Mitigation",,,,"No Wood Debris",,,,,,,"1092A",,,,,,"81F2ADC5-6222-42B5-A0C6-36B5EED73069","51EB512E-B2DF-4A65-A9D9-6B4D43211691",,"No Util Conflict Present",,"POINT (-73.9562019274852815 40.8233530500599855)",,,"2020-01-13 18:13:00.0000000","2020-01-13 18:13:22.0000000","Expense",,,,,,,,,,"POINT (-73.95620192748528 40.823353050059985)"
"6402432","Pruning","Closed",,"Brooklyn","316.0","0","PARK","DIA","2017-06-11 04:00:00.0000000",,"Dr. Green Playground",,,"Risk Mitigation",,,,"No Wood Debris",,,,,,,,,,,,,,"66279D8F-8F7A-4F78-86C8-6B04B2503D41",,"No Util Conflict Present",,"POINT (-73.9080216311033951 40.6673121845374155)","2017-06-13 15:12:00.0000000",,"2017-06-13 15:11:00.0000000","2017-06-13 15:12:00.0000000","In-House",,"ASAP",,,,,,,,"POINT (-73.9080216311034 40.667312184537415)"
"10875082","Block Pruning","Open",,"Brooklyn","316.0","*","*","EASTSIDE",,"BP-B20","Powell Street Garden",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"3161B",,,,,,"A41E8CF0-6F28-4BB7-B060-C8B33331FD4E","1879F2CF-3287-463A-BF25-6ACFBA81DB9F",,"No Util Conflict Present",,"POINT (-73.9015845716517390 40.6634143987257630)",,,"2019-12-27 15:19:00.0000000",,"Expense",,,"Prunus - Cherry",,,,,,,"POINT (-73.90158457165174 40.66341439872576)"
"20985232","Pruning","Open","9","Brooklyn","314.0",,,"Stewart Playground",,,,,,"Risk Mitigation",,,,"Unprocessed Wood",,"11226.0","40.0","21.0","42.0","9.0","3141B",,"CATON AV","PARADE PL",,,,"6E37193B-5349-48C8-973D-6B8879A1366D",,"No Util Conflict Present",,"POINT (-73.9649120025318183 40.6510970148029784)",,,"2023-06-28 14:54:21.0000000",,"In-House",,,,,,,,,,"POINT (-73.96491200253182 40.65109701480298)"
"11394192","Block Pruning","Open",,"Brooklyn","308.0","120","UNDERHILL AVE","1P",,"BP-B21","Underhill Playground",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"3081B",,,,,,"C5A6C92B-C980-4CCD-B106-E00C1E513F5C","1A57C94E-45ED-4C0E-A080-6CDDDB499B34",,"No Util Conflict Present",,"POINT (-73.9659029297734065 40.6768982012679530)",,,"2020-03-25 12:32:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.9659029297734 40.67689820126795)"
"9934482","Stump Removal","Pending",,"Brooklyn","355.0",,,,,"TRS-B19","Prospect Park","B073-ZN04",,"Stump Removal",,,,"No Wood Debris",,,,,,,,,,,,,"2C505DDC-E519-4A47-97C6-54BDB6D172DD","5E53828D-733B-4C69-9918-6DB5D75318D4",,"No Util Conflict Present",,"POINT (-73.9759575069192721 40.6640132544375206)",,,"2019-04-19 11:42:59.0000000","2019-04-19 15:43:00.0000000","Expense",,,,,,,,,,"POINT (-73.97595750691927 40.66401325443752)"
"10509257","Block Pruning","Open",,"Bronx","206.0","/","Quarry Ballfields",,,"BP-X23","Quarry Ballfields",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"2061B",,,,,,"DE68B9D7-5498-4A07-9D95-BA39DA512331","FABC5FA5-E495-4973-A7B4-6ED8A7D6D2C6",,"No Util Conflict Present",,"POINT (-73.8895542343713885 40.8506853791595361)",,,"2019-11-07 17:17:00.0000000",,"Expense",,"Block Pruning",,,,,,,,"POINT (-73.88955423437139 40.850685379159536)"
"20405867","Stump Removal","Open",,"Bronx","226.0","na","ba",,,"TRS-X23","Van Cortlandt Park","X092-ZN07",,"Stump Removal",,,,"No Wood Debris",,,,,,,,,,,,,"AF520DF6-A4A8-4149-A3AC-119D334E2B30","F66C4B4E-4F7F-406C-B24E-701C14BF9907",,"No Util Conflict Present",,"POINT (-73.8934325870936135 40.9018273161672070)",,,"2023-04-24 12:50:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.89343258709361 40.90182731616721)"
"16648998","Block Pruning","Open",,"Queens","405.0",,,"8M",,"BP-Q22","Grover Cleveland Playground",,,"Block Pruning",,,,"No Wood Debris",,"11385.0","34.0","12.0","37.0","7.0","4053E",,"GRANDVIEW AV","STANHOPE ST",,,"2CD9DD65-2ACF-43CD-933A-2DD33B65CB32","1AA5CB8A-1084-4377-BDC2-70B7C7565332",,"No Util Conflict Present",,"POINT (-73.9107966140409758 40.7111734777379226)",,,"2022-02-15 12:47:36.0000000",,"Expense",,,,,,,,,,"POINT (-73.91079661404098 40.71117347773792)"
"555463","Pruning","Closed",,"Staten Island","502.0","38","NILES PLACE",,"2015-04-13 04:00:00.0000000",,,,,"Risk Mitigation",,,,"No Wood Debris",,"10314.0","50.0","24.0","63.0","11.0","5023C","100677","WASHINGTON AVENUE","SOREN STREET",,,"49235D92-012D-4124-84FF-AAB9E29D2B48","2B3696AB-398D-4874-8A05-71B6712FFEF3",,"Electric Utility Open",,"POINT (-74.1354749154870944 40.5996064114639736)",,,"2015-04-13 04:00:00.0000000",,"Expense",,,,,,,,,,"POINT (-74.1354749154871 40.599606411463974)"
"9693549","Block Pruning","Closed",,"Brooklyn","308.0","814","NOSTRAND AVENUE","1F","2019-11-07 05:00:00.0000000","BP-B21",,,,"Block Pruning",,,,"No Wood Debris",,"11216.0","35.0","20.0","43.0","9.0","3082A","44408","LINCOLN PLACE","ST JOHNS PLACE",,,"F2E540C8-70C5-4C6F-9DE3-35C86B050ABB","75B9A198-3F2D-4D6A-ACFA-71B59A6927B1",,"No Util Conflict Present",,"POINT (-73.9504777204645336 40.6709525846961526)","2020-12-10 14:58:00.0000000",,"2019-03-01 15:32:00.0000000","2020-12-10 14:58:00.0000000","Expense",,,,,,,,,,"POINT (-73.95047772046453 40.67095258469615)"
"10945996","Stump Removal","Open",,"Brooklyn","316.0","*","*","WESTSIDE",,"TRS-B20","Amboy Street Garden",,,"Stump Removal",,,,"No Wood Debris",,,,,,,"3162B",,,,,,"FE05B6FA-50C0-4E8B-8DF2-B48F478DE698","1337AF47-43D8-4854-9226-750FE594C05F",,"No Util Conflict Present",,"POINT (-73.9140688851659178 40.6651439264829691)",,,"2020-01-09 14:16:00.0000000",,"Expense",,,"Unknown - Unknown",,,,,,,"POINT (-73.91406888516592 40.66514392648297)"
"11079337","Block Pruning","Open",,"Bronx","205.0","*","*","EASTSIDE",,"BP-X23","Green Patch on Walton",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"2052B",,,,,,"7B03FE8E-FFA6-42CA-8536-B807C3CC1AA7","467E5E99-8B7A-4758-B252-75D6B4681CFE",,"No Util Conflict Present",,"POINT (-73.9094923464317191 40.8479578033443715)",,,"2020-02-03 17:51:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.90949234643172 40.84795780334437)"
"15584587","Stump Removal","Alternate",,"Staten Island","503.0","46","RYE AVENUE",,,"TRS-S22",,,,"Stump Removal",,,,"No Wood Debris",,,,,,,,,,,,,"2DDCF121-5BE9-48DF-865B-6CAF3EB1BE1F","26F9F80E-52D8-4411-9244-77D55D861CFD",,"No Util Conflict Present",,"POINT (-74.1705667360604650 40.5450255375260156)",,,"2021-10-25 21:59:00.0000000",,"Expense",,,,,,,,,,"POINT (-74.17056673606047 40.545025537526016)"
"11067395","Tree Removal","Open","6","Brooklyn","316.0","0","0",,,"TRS-B20","Sh'ma Yisrael",,,"Risk Mitigation",,,,"No Wood Debris",,,,,,,"3161A",,,,,,"A7400A73-4557-4FB3-8BFC-0DCC97F17718","A9DE1850-365F-43AC-8FBE-77AA3EA760EB",,"No Util Conflict Present",,"POINT (-73.9161346711381242 40.6755389673750472)",,,"2020-02-04 18:02:00.0000000","2020-02-04 18:02:57.0000000","Expense",,,,,,,,,,"POINT (-73.91613467113812 40.67553896737505)"
"15451413","Block Pruning","Open",,"Bronx","212.0","1601","GIVAN AVENUE","1F",,"BP-X21",,,,"Block Pruning",,,,"No Wood Debris",,"10469.0","12.0","36.0","83.0","16.0","2122D","87601","GIVAN AV","MICKLE AV",,,"C196B940-BA92-413E-B3EE-88D60D36EC5F","AD6E6839-DD77-40E0-B3DA-7830DE689B39",,"No Util Conflict Present",,"POINT (-73.8441334774271922 40.8750841928614861)",,,"2021-10-11 14:32:06.0000000",,"Expense",,"Block Pruning",,,,,,,,"POINT (-73.84413347742719 40.875084192861486)"
"10505126","Block Pruning","Open",,"Brooklyn","301.0","*","*","ALONG ROAD",,"BP-B20","Lentol Garden",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"3013B",,,,,,"83D618CC-41C9-4CCB-B04C-D9EC77C5B7E2","E6898CEF-61A5-44F2-AC05-79557082E8D6",,"No Util Conflict Present",,"POINT (-73.9451506206731324 40.7201445866428244)",,,"2019-11-05 17:04:00.0000000",,"Expense",,,"Juniperus virginiana - eastern redcedar",,,,,,,"POINT (-73.94515062067313 40.720144586642824)"
"9299191","Tree Removal","Open","3","Bronx","211.0",,,"NM6",,,"Pelham Parkway","X003-ZN01",,"Risk Mitigation",,,,"No Wood Debris",,,,,,,"2112C",,,,,,"2EDD7E85-80BA-4733-9512-0798AF3EFB9A","F0DF8182-F907-42A3-8659-78C109C1C7BB",,"No Util Conflict Present",,"POINT (-73.8619356007174872 40.8577999176722599)",,,"2018-12-13 10:50:03.0000000","2020-08-13 11:46:06.0000000","DDC",,,,,,,,,,"POINT (-73.86193560071749 40.85779991767226)"
"11136035","Block Pruning","Open",,"Queens","401.0","*","*","SW SECTION",,"BP-Q20","Two Coves Community Garden",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"4013C",,,,,,"91409701-8B19-4A8F-A602-A8D6159B58EB","E0A9A458-3C1A-4C23-A1A3-79F0414CAF02",,"No Util Conflict Present",,"POINT (-73.9325504507067137 40.7723888174996887)",,,"2020-02-13 17:41:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.93255045070671 40.77238881749969)"
"11100862","Block Pruning","Open",,"Bronx","206.0","*","*","SOUTH SIDE",,"BP-X23","El Batey de Doña Provi",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"2062A",,,,,,"11FCEBCD-D883-489D-BEFE-29A1FCA8F955","548469C5-CAD7-4254-9B94-79A3CBC0B048",,"No Util Conflict Present",,"POINT (-73.8963622776282705 40.8477492714881478)",,,"2020-02-06 15:23:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.89636227762827 40.84774927148815)"
"11424709","Pruning","Open","8","Queens","401.0","0","0",,,,"Astoria Park",,,"Risk Mitigation",,,,"No Wood Debris",,,,,,,"4011D",,,,,,"817E0CD1-C8BF-418B-A59E-0F73426CD2CC","24848D26-AC46-45D3-A69D-799B5049F578",,"No Util Conflict Present",,"POINT (-73.9216273124508234 40.7810329010324963)",,,"2020-03-30 15:51:00.0000000","2020-03-30 15:51:15.0000000","In-House",,,,,,,,,,"POINT (-73.92162731245082 40.781032901032496)"
"20788856","Pruning","Open","6","Queens","413.0",,,,,,"Brookville Park",,,"Risk Mitigation",,,,"Unprocessed Wood",,"11413.0","31.0","10.0","31.0","5.0","4138D",,"233 ST","ALLEY",,,"C1FD9FAC-FD49-41C0-B75D-508C378B13A4","DBA86716-70A2-4F0F-A674-7B46BE10BA38",,"No Util Conflict Present",,"POINT (-73.7437407952998001 40.6633255802219864)",,,"2023-06-12 19:21:28.0000000",,"In-House",,,,,,,,,,"POINT (-73.7437407952998 40.663325580221986)"
"11361350","Block Pruning","Open",,"Brooklyn","304.0","116","Starr St",,,"BP-B21","Maria Hernandez Park",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"3041B",,,,,,"02EBC9E4-AF47-4B48-AE9C-3A14B8B4569B","E67BDFB9-5CC8-4040-BAC2-7B107EA6799A",,"No Util Conflict Present",,"POINT (-73.9240610371902136 40.7028251407300417)",,,"2020-03-19 20:59:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.92406103719021 40.70282514073004)"
"10647390","Block Pruning","Open",,"Manhattan","104.0",,,"SW SECTION",,"BP-M20","Clinton Community Garden",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"1043B",,,,,,"8E9DE122-FB56-41C7-88D1-E404F6C5AA51","C54D15E4-127E-4E82-8985-7AB58E460073",,"No Util Conflict Present",,"POINT (-73.9918362360125315 40.7628239006004236)",,,"2019-09-18 08:19:40.0000000","2019-09-18 12:19:41.0000000","Expense",,,,,,,,,,"POINT (-73.99183623601253 40.762823900600424)"
"10881222","Block Pruning","Open",,"Brooklyn","316.0","*","*","NE SECTION",,"BP-B20","Howard Garden",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"3162B",,,,,,"D1AC7C07-69C5-48DA-89D7-5CFFA3E2362E","BA4C043D-2F81-4771-B1CA-7C2E64283B8D",,"No Util Conflict Present",,"POINT (-73.9191474288753909 40.6636915247761976)",,,"2019-12-30 13:49:00.0000000",,"Expense",,,"Magnolia - magnolia",,,,,,,"POINT (-73.91914742887539 40.6636915247762)"
"19335490","Stump Removal","Open",,"Bronx","211.0","800","MACE AVENUE","IFO",,"TRS-X23",,,,"Stump Removal",,,,"All Wood Removed",,"10467.0","13.0","34.0","80.0","14.0","2112C",,"BARNES AV","MACE AV",,,"9B56C4CB-E5A2-4F52-8601-3CC8C5F3E84D","E38C1997-D807-49B2-87A3-7DC11D0F319D",,"No Util Conflict Present",,"POINT (-73.8633951445569608 40.8630611213253587)",,,"2022-10-31 15:48:02.0000000",,"Expense",,,,,,,,,,"POINT (-73.86339514455696 40.86306112132536)"
"16157741","Block Pruning","Open",,"Brooklyn","314.0","2612","AVENUE J","1F",,"BP-B22",,,,"Block Pruning",,,,"No Wood Debris",,"11210.0","45.0","17.0","42.0","9.0","3143D","45435","AV J","E 26 ST",,,"FF58D554-0104-4D63-8A5D-D58D86CD5B20","3437DC03-F701-49FB-B8AE-7DAB2E9E981D",,"No Util Conflict Present",,"POINT (-73.9502444822313549 40.6263271201255094)",,,"2022-01-09 14:28:34.0000000",,"Expense",,"Block Pruning",,,,,,,,"POINT (-73.95024448223135 40.62632712012551)"
"20838013","Pruning","Open","7","Manhattan","108.0",,,,,,"Carl Schurz Park","M081-ZN02",,"Risk Mitigation",,,,"No Wood Debris",,"10128.0","5.0","29.0","76.0","12.0","1085B",,"E 89 ST","EAST END AV",,,"1C2203D4-10E9-4858-A74F-41B4F2986484","5B7C322E-8585-4636-95E9-7D8BB349FB03",,"No Util Conflict Present",,"POINT (-73.9426289849501899 40.7765629405321945)",,,"2023-06-15 14:42:40.0000000",,"In-House",,,,,,,,,,"POINT (-73.94262898495019 40.776562940532195)"
"18049405","Pruning","Open","6","Queens","412.0",,,,,,"Prospect Cemetery","Q482",,"Risk Mitigation",,,,"No Wood Debris",,"11433.0","27.0","14.0","32.0","5.0","4123C",,"159 ST","BEAVER RD",,,"2B2246B7-FF6B-4B98-889E-61400D7CC3D0","D3AECBB4-BA62-4996-8952-7E8E2063F902",,"No Util Conflict Present",,"POINT (-73.7992467126415477 40.7010557232112760)",,,"2022-06-15 13:34:38.0000000",,"In-House",,,,,,,,,,"POINT (-73.79924671264155 40.701055723211276)"
"20692351","Pruning","Open","8","Queens","413.0",,,,,,"Brookville Park","Q008-ZN02",,"Risk Mitigation",,,,"No Wood Debris",,"11422.0","31.0","10.0","31.0","5.0","4138D",,"145 AV","BROOKVILLE BLVD",,,"BC0FD071-F362-4F5D-8FCF-25A530170340","16D51CB0-320E-4414-ABF9-7E5742155AFE",,"No Util Conflict Present",,"POINT (-73.7427663381336203 40.6613879697990086)",,,"2023-05-30 14:46:54.0000000",,"In-House",,,,,,,,,,"POINT (-73.74276633813362 40.66138796979901)"
"637873","Pruning","Closed",,"Brooklyn","311.0",,,,"2015-07-06 13:30:47.0000000",,"Bensonhurst Park",,,"Risk Mitigation",,,,"All Wood Removed",,,,,,,"3115E",,,,,,"BB43F7F6-736C-4606-997A-0D4E1AF66EB1","C8B687AA-B946-4055-8EB1-7E3506C1EA15",,"No Util Conflict Present",,"POINT (-74.0015437172453119 40.5959499640346095)","2015-07-06 14:21:48.0000000",,"2015-07-06 14:21:48.0000000","2018-04-26 15:32:47.0000000","Capital",,,,,,,,,,"POINT (-74.00154371724531 40.59594996403461)"
"20402755","Pruning","Open","8","Brooklyn","311.0","245","BAY 11TH ST","1s on cropsey",,,,,,"Risk Mitigation",,,,"No Wood Debris",,"11228.0","43.0","22.0","46.0","11.0","3114C","42448","BAY 11 ST","CROPSEY AV",,,"1295E369-E100-45CF-B233-160258DA252D","A14CF185-6786-4F49-B606-7F0D1D9B2C72",,"No Util Conflict Present",,"POINT (-74.0131129004091406 40.6055102389795479)",,,"2023-04-21 17:28:38.0000000",,"In-House",,,,,,,,,,"POINT (-74.01311290040914 40.60551023897955)"
"17053758","Block Pruning","Open",,"Staten Island","501.0","77","PALMER AVENUE","1f Inspected by ZW",,"BP-S23",,,,"Block Pruning",,,,"No Wood Debris",,"10302.0","49.0","23.0","61.0","11.0","5013C","60622","DECKER AV","PALMER AV",,,"10CFAB33-CC29-4E39-A746-1012E9D0E1ED","D762C013-47A8-4EFE-BEF3-7EAED6A00E7E",,"No Util Conflict Present",,"POINT (-74.1335905558399872 40.6317210805027358)",,,"2022-03-10 22:49:41.0000000",,"Expense",,"Block Pruning",,,,,,,,"POINT (-74.13359055583999 40.631721080502736)"
"16722904","Block Pruning","Open",,"Staten Island","503.0","106","PETER AVENUE","1f Inspected by ZW",,"BP-S23",,,,"Block Pruning",,,,"No Wood Debris",,"10306.0","50.0","24.0","64.0","11.0","5031E","98916","10 ST","PETER AV",,,"BA030081-B5A0-41E3-85DA-A3C245BC98EA","66A41AD4-67E0-4D00-8598-7FCF4AB57958",,"No Util Conflict Present",,"POINT (-74.1212323751715019 40.5649138978203112)",,,"2022-02-21 04:17:16.0000000",,"Expense",,"Block Pruning",,,,,,,,"POINT (-74.1212323751715 40.56491389782031)"
"10976884","Stump Removal","Open",,"Bronx","201.0","*","*","SOUTH WEST END",,"TRS-X20","Eagle Slope",,,"Stump Removal",,,,"No Wood Debris",,,,,,,"2012B",,,,,,"41873024-A08A-43F7-9BF2-853A73618AEB","02B6D75D-78C4-4F8F-A313-804ECEEBCC5B",,"No Util Conflict Present",,"POINT (-73.9119797187519936 40.8156552217884396)",,,"2020-01-14 18:22:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.911979718752 40.81565522178844)"
"6795843","Misc Work","Closed",,"Brooklyn","318.0","0","PARK",,"2017-08-31 04:00:00.0000000",,"Marine Park","B057-ZN04",,"Misc Work",,,,"No Wood Debris",,,,,,,,,,,,,,"A9818AB3-5440-42CA-8F63-81390836D44F",,"No Util Conflict Present",,"POINT (-73.9370259814759549 40.6057820149579101)","2017-09-06 15:30:00.0000000",,"2017-09-06 15:24:00.0000000","2017-09-06 15:30:00.0000000","In-House",,,,,,,,,,"POINT (-73.93702598147595 40.60578201495791)"
"18883439","Stump Removal","Open",,"Brooklyn","355.0","0","park","1x",,"TRS-B23",,,,"Stump Removal",,,,"No Wood Debris",,,,,,,,,,,,,"28E62CCC-A336-4F68-8A53-1F7EE9CBE208","98764B34-4BA4-4F1B-A5B4-820681D47C8B",,"No Util Conflict Present",,"POINT (-73.9676745699298266 40.6716671738032076)",,,"2022-08-26 17:52:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.96767456992983 40.67166717380321)"
"10713934","Block Pruning","Open",,"Brooklyn","304.0","*","*","Right side",,"BP-B20","Granite St Block Association",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"3043A",,,,,,"EAFBBAD1-71B0-4EEA-88FA-4AFAFC0C7C1F","624D25B8-6617-41CA-A4AE-82D352C198BD",,"No Util Conflict Present",,"POINT (-73.9076126722175957 40.6823081128095865)",,,"2019-11-21 14:56:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.9076126722176 40.68230811280959)"
"11190456","Block Pruning","Open",,"Queens","401.0","ST MICHAEL","ST MICHAEL'S PLAYGROUND",,,"BP-Q20","St. Michael's Playground",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"4015D",,,,,,"ADC61147-BBA2-44AC-99CD-27495F7FCE06","EB3B17D8-893C-40AB-9A72-85E4AAD00D0E",,"No Util Conflict Present",,"POINT (-73.8999539890402559 40.7583060457997206)",,,"2020-02-25 14:06:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.89995398904026 40.75830604579972)"
"10828315","Tree Plant-Street Tree","Open",,"Manhattan","107.0","400","W 61",,,,,,,"Tree Planting",,,,"No Wood Debris",,,,,,,"1071B",,,,,,"FED388A1-2669-4AD9-961A-9CD941D94665","EA1C0BD5-78F2-4005-A4EA-85BD45FECC33",,"No Util Conflict Present",,"POINT (-73.9917542325117950 40.7737311446669750)",,,"2019-12-17 19:30:00.0000000",,"Permitted",,,,,,,,,,"POINT (-73.9917542325118 40.773731144666975)"
"12613867","Misc Wood","Open","6","Queens","411.0",,,,,,"Linnaeus Park",,,"Post-Failure Tree/Debris Removal",,,,"No Wood Debris",,"11364.0","23.0","11.0","26.0","6.0","4116E",,"229 ST","57 RD",,,,"38D3576B-A8D1-47B8-98D2-86D68F695386",,"No Util Conflict Present",,"POINT (-73.7501211800944247 40.7537679338628394)",,,"2020-08-20 22:23:34.0000000",,"In-House",,"Storm",,,,,,,,"POINT (-73.75012118009442 40.75376793386284)"
"10875547","Block Pruning","Open",,"Brooklyn","316.0","*","*","SW SECTION",,"BP-B20","Powell Street Garden",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"3161B",,,,,,"BBD126EB-41A5-4D3F-BC16-3C2CB1ECBDFB","77CB27F3-1C2C-4EF0-9F54-86BEF20829A0",,"No Util Conflict Present",,"POINT (-73.9020463360350561 40.6632460288888993)",,,"2019-12-27 16:03:00.0000000",,"Expense",,,"Morus - mulberry",,,,,,,"POINT (-73.90204633603506 40.6632460288889)"
"10677796","Stump Removal","Open",,"Manhattan","103.0",,,"IN BAMBOO GROVE",,"TRS-M20","La Plaza Cultural",,,"Stump Removal",,,,"No Wood Debris",,,,,,,"1034A",,,,,,"095F7C24-7A58-4088-857B-14A551CB4021","0E82C4F8-2E40-4768-B95F-873F74717748",,"No Util Conflict Present",,"POINT (-73.9788432464304577 40.7255462419672440)",,,"2019-09-24 08:46:03.0000000","2019-09-24 12:46:05.0000000","Expense",,,,,,,,,,"POINT (-73.97884324643046 40.725546241967244)"
"20948547","Stump Removal","Open",,"Bronx","211.0","//","//",,,"TRS-X24","Pelham Parkway","X003-ZN03",,"Stump Removal",,,,"No Wood Debris",,,,,,,"2113E",,,,,,"BF9766E7-5B15-4537-A69A-36E9F043CBA4","E12698CC-A176-4AB8-80AE-881318D04189",,"No Util Conflict Present",,"POINT (-73.8429245035082573 40.8577291413389077)",,,"2023-06-26 16:43:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.84292450350826 40.85772914133891)"
"11138264","Block Pruning","Open",,"Bronx","201.0","*","*","SE SECTION",,"BP-X23","El Flamboyan Garden",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"2012B",,,,,,"E0ED8868-8723-40A1-9634-985C05B989BB","51384D67-40BF-42DA-8888-88059BD6DEEA",,"No Util Conflict Present",,"POINT (-73.9055079469972327 40.8134483641039054)",,,"2020-02-14 14:06:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.90550794699723 40.813448364103905)"
"11195241","Block Pruning","Open",,"Queens","412.0","*","*","CENTRAL",,"BP-Q20","CPF Liberty Learning Garden",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"4123D",,,,,,"55D4E58A-F36E-41C1-AF45-4F71D240E115","57D1186C-DA17-4F51-B96D-878F5E71EB6D",,"No Util Conflict Present",,"POINT (-73.7829060585578418 40.7015825188810965)",,,"2020-02-25 18:03:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.78290605855784 40.7015825188811)"
"18898737","Stump Removal","Open",,"Brooklyn","355.0","0","park",,,"TRS-B23",,,,"Stump Removal",,,,"No Wood Debris",,,,,,,,,,,,,"3709C2CA-5490-4F08-9566-1DD8F4339327","1A2ACEE1-65DE-4BBC-9783-87883E1BFEDB",,"No Util Conflict Present",,"POINT (-73.9676837150652631 40.6717200733551678)",,,"2022-08-26 19:47:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.96768371506526 40.67172007335517)"
