"school_year","busbreakdown_id","run_type","bus_no","route_number","reason","schools_serviced","occurred_on","created_on","boro","bus_company_name","how_long_delayed","number_of_students_on_the_bus","has_contractor_notified_schools","has_contractor_notified_parents","have_you_alerted_opt","informed_on","incident_number","last_updated_on","breakdown_or_running_late","school_age_or_prek"
"2015-2016","1227975","Special Ed AM Run","1110","L568","Heavy Traffic","14435","2015-11-09T06:33:00.000","2015-11-09T06:36:00.000",,"RELIANT TRANS, INC. (B232",,"0","Yes","No","Yes","2015-11-09T06:36:00.000",,"2015-11-09T06:36:15.000","Running Late","School-Age"
"2015-2016","1227978","General Ed AM Run","22476","M1024","Other","02751","2015-11-09T06:30:00.000","2015-11-09T06:37:00.000","Manhattan","SNT BUS INC","20 min","0","Yes","No","No","2015-11-09T06:37:00.000",,"2015-11-09T06:37:52.000","Running Late","School-Age"
"2015-2016","1227984","General Ed AM Run","471","R1138","Heavy Traffic","31058","2015-11-09T06:40:00.000","2015-11-09T06:43:00.000","Staten Island","PIONEER TRANSPORTATION CO","20-25MINS","0","Yes","No","No","2015-11-09T06:43:00.000",,"2015-11-09T06:43:49.000","Running Late","School-Age"
"2015-2016","1227985","Special Ed AM Run","NI1509","K185","Other","22222","2015-11-09T06:41:00.000","2015-11-09T06:44:00.000","Brooklyn","NEW DAWN TRANSIT, LLC (B2","10","1","Yes","Yes","No","2015-11-09T06:44:00.000",,"2015-11-09T08:21:50.000","Running Late","School-Age"
"2015-2016","1227986","Special Ed AM Run","17361","M208","Heavy Traffic","03511","2015-11-09T06:35:00.000","2015-11-09T06:45:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20","1","Yes","Yes","Yes","2015-11-09T06:45:00.000",,"2015-11-09T06:45:26.000","Running Late","School-Age"
"2015-2016","1227987","Special Ed AM Run","2600","M882","Mechanical Problem","02909","2015-11-09T06:40:00.000","2015-11-09T06:46:00.000","Manhattan","RELIANT TRANS, INC. (B232",,"0","No","No","Yes","2015-11-09T06:46:00.000",,"2015-11-09T06:46:10.000","Breakdown","School-Age"
"2015-2016","1227988","Special Ed AM Run","2008","L541","Heavy Traffic","13265","2015-11-09T06:43:00.000","2015-11-09T06:46:00.000","Brooklyn","RELIANT TRANS, INC. (B232",,"0","Yes","No","Yes","2015-11-09T06:46:00.000",,"2015-11-09T06:46:11.000","Running Late","School-Age"
"2015-2016","1227989","Special Ed AM Run","5585D","X937","Flat Tire","10086","2015-11-09T06:46:00.000","2015-11-09T06:47:00.000","Bronx","LITTLE RICHIE BUS SERVICE","20 mins.","0","Yes","Yes","No","2015-11-09T06:47:00.000",,"2015-11-09T08:20:04.000","Running Late","School-Age"
"2015-2016","1227991","Special Ed AM Run","2824","L653","Heavy Traffic","15411","2015-11-09T06:46:00.000","2015-11-09T06:48:00.000","Bronx","RELIANT TRANS, INC. (B232",,"0","Yes","Yes","Yes","2015-11-09T06:48:00.000",,"2015-11-09T06:48:15.000","Running Late","School-Age"
"2015-2016","1227992","Special Ed AM Run","VN74605","X117","Won`t Start","08101","2015-11-09T06:25:00.000","2015-11-09T06:48:00.000","Bronx","VAN TRANS LLC (B2192)",,"0","Yes","Yes","No","2015-11-09T06:48:00.000",,"2015-11-09T06:48:24.000","Breakdown","School-Age"
"2015-2016","1227993","General Ed AM Run","2308","K1412","Other","14297","2015-11-09T06:45:00.000","2015-11-09T06:49:00.000","Brooklyn","ALLIED TRANSIT CORP.","20-30 min","0","Yes","Yes","No","2015-11-09T06:49:00.000",,"2015-11-09T06:49:11.000","Running Late","School-Age"
"2015-2016","1227994","General Ed AM Run","2390","K1559","Heavy Traffic","19680","2015-11-09T06:45:00.000","2015-11-09T06:50:00.000","Brooklyn","ALL AMERICAN SCHOOL BUS C","15-20","0","Yes","No","No","2015-11-09T06:50:00.000",,"2015-11-09T07:17:32.000","Running Late","School-Age"
"2017-2018","1364716","Special Ed AM Run","143","W708","Heavy Traffic","75420","2017-09-01T08:00:00.000","2017-09-01T08:03:00.000","Westchester","MAR-CAN TRANSPORT CO. INC (B2192)","0-15 Min","2","Yes","No","No","2017-09-01T08:03:00.000",,"2017-09-01T08:06:35.000","Running Late","School-Age"
"2015-2016","1227995","Pre-K/EI","2531","HK1","Won`t Start","C943","2015-11-09T06:45:00.000","2015-11-09T06:50:00.000","Bronx","ANOTHER RIDE INC.","15 MIN.","0","Yes","Yes","No","2015-11-09T06:50:00.000",,"2015-11-09T06:50:46.000","Running Late","Pre-K"
"2015-2016","1227996","Special Ed AM Run","NI0628","K218","Other","19007","2015-11-09T06:40:00.000","2015-11-09T06:51:00.000","Brooklyn","NEW DAWN TRANSIT, LLC (B2","10","1","Yes","Yes","No","2015-11-09T06:51:00.000",,"2015-11-09T06:51:08.000","Running Late","School-Age"
"2015-2016","1228004","General Ed AM Run","2445","X2116","Other","11740","2015-11-09T06:47:00.000","2015-11-09T06:53:00.000","Bronx","GRANDPA`S BUS CO., INC.",,"0","Yes","Yes","No","2015-11-09T06:53:00.000",,"2015-11-09T06:53:51.000","Breakdown","School-Age"
"2015-2016","1228007","General Ed AM Run","2292","X2358","Heavy Traffic","08001","2015-11-09T06:50:00.000","2015-11-09T06:54:00.000","Bronx","PIONEER TRANSPORTATION CO","15 mins","0","Yes","No","No","2015-11-09T06:54:00.000",,"2015-11-09T06:54:46.000","Running Late","School-Age"
"2015-2016","1228008","Special Ed AM Run","2242","X756","Mechanical Problem","11742","2015-11-09T06:47:00.000","2015-11-09T06:55:00.000","Bronx","RELIANT TRANS, INC. (B232",,"0","No","Yes","Yes","2015-11-09T06:55:00.000",,"2015-11-09T06:55:08.000","Breakdown","School-Age"
"2015-2016","1228010","Special Ed AM Run","2242","X756","Mechanical Problem","11742","2015-11-09T06:47:00.000","2015-11-09T06:55:00.000","Bronx","RELIANT TRANS, INC. (B232",,"0","No","Yes","Yes","2015-11-09T06:55:00.000",,"2015-11-09T06:55:09.000","Breakdown","School-Age"
"2015-2016","1228011","Special Ed AM Run","NI-1493","K105","Heavy Traffic","14023","2015-11-09T06:53:00.000","2015-11-09T06:55:00.000","Brooklyn","NEW DAWN TRANSIT, LLC (B2","30 MINS","3","Yes","Yes","No","2015-11-09T06:55:00.000",,"2015-11-09T06:55:31.000","Running Late","School-Age"
"2015-2016","1228012","General Ed AM Run","2202","X2154","Flat Tire","09001","2015-11-09T06:50:00.000","2015-11-09T06:55:00.000","Bronx","GRANDPA`S BUS CO., INC.",,"0","Yes","Yes","No","2015-11-09T06:55:00.000",,"2015-11-09T06:55:44.000","Breakdown","School-Age"
"2015-2016","1228018","Special Ed AM Run","NI-1487","K093","Heavy Traffic","20506","2015-11-09T06:53:00.000","2015-11-09T06:57:00.000","Brooklyn","NEW DAWN TRANSIT, LLC (B2","30 MINS","4","Yes","Yes","No","2015-11-09T06:57:00.000",,"2015-11-09T06:57:46.000","Running Late","School-Age"
"2015-2016","1228019","Special Ed AM Run","54070","M158","Heavy Traffic","04112","2015-11-09T06:50:00.000","2015-11-09T06:57:00.000","Manhattan","CONSOLIDATED BUS TRANS. I","30min","0","Yes","Yes","No","2015-11-09T06:57:00.000",,"2015-11-09T06:57:47.000","Running Late","School-Age"
"2015-2016","1228020","Special Ed AM Run","1490D","X789","Flat Tire","11476","2015-11-09T06:45:00.000","2015-11-09T06:58:00.000","Bronx","LITTLE RICHIE BUS SERVICE",,"0","Yes","No","No","2015-11-09T06:58:00.000",,"2015-11-09T06:58:29.000","Breakdown","School-Age"
"2015-2016","1228022","General Ed AM Run","2347","X2189","Other","10095","2015-11-09T06:52:00.000","2015-11-09T06:58:00.000","Bronx","GRANDPA`S BUS CO., INC.",,"0","Yes","Yes","No","2015-11-09T06:58:00.000",,"2015-11-09T06:58:53.000","Breakdown","School-Age"
"2015-2016","1228024","Special Ed AM Run","10486","M033","Heavy Traffic","03448","2015-11-09T06:50:00.000","2015-11-09T06:59:00.000","Manhattan","BORO TRANSIT, INC.","10-15 min","2","No","No","Yes","2015-11-09T06:59:00.000",,"2015-11-09T06:59:22.000","Running Late","School-Age"
"2015-2016","1228025","Special Ed AM Run","483D","P245","Mechanical Problem","26704","2015-11-09T06:45:00.000","2015-11-09T06:59:00.000",,"LOGAN BUS COMPANY INC.","45MINS","0","Yes","Yes","No","2015-11-09T06:59:00.000",,"2015-11-09T06:59:44.000","Running Late","School-Age"
"2015-2016","1228026","General Ed AM Run","28758","M1045","Mechanical Problem","03084","2015-11-09T06:58:00.000","2015-11-09T06:59:00.000","Manhattan","SNT BUS INC",,"0","Yes","No","Yes","2015-11-09T06:59:00.000",,"2015-11-09T07:01:22.000","Breakdown","School-Age"
"2015-2016","1228035","Special Ed AM Run","1427","M185","Heavy Traffic","01400","2015-11-09T07:01:00.000","2015-11-09T07:01:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20","3","Yes","Yes","No","2015-11-09T07:01:00.000",,"2015-11-09T07:01:27.000","Running Late","School-Age"
"2015-2016","1228753","General Ed AM Run","25607","K1971","Other","22326","2015-11-12T06:20:00.000","2015-11-12T06:26:00.000","Brooklyn","BORO TRANSIT, INC.","30 min","0","Yes","Yes","No","2015-11-12T06:26:00.000",,"2015-11-12T06:26:46.000","Running Late","School-Age"
"2015-2016","1228754","Special Ed AM Run","5026","K757","Mechanical Problem","16040","2015-11-12T06:24:00.000","2015-11-12T06:27:00.000","Brooklyn","RELIANT TRANS, INC. (B232",,"0","Yes","Yes","Yes","2015-11-12T06:27:00.000",,"2015-11-12T06:27:31.000","Breakdown","School-Age"
"2015-2016","1228755","Pre-K/EI","2204","VNY1","Heavy Traffic","C551","2015-11-12T06:20:00.000","2015-11-12T06:30:00.000","Bronx","DON THOMAS BUSES, INC.","15 MIN.","0","Yes","Yes","No","2015-11-12T06:30:00.000",,"2015-11-12T06:30:50.000","Running Late","Pre-K"
"2015-2016","1228757","Special Ed AM Run","2824","L653","Heavy Traffic","15411","2015-11-12T06:29:00.000","2015-11-12T06:31:00.000","Bronx","RELIANT TRANS, INC. (B232",,"0","Yes","Yes","Yes","2015-11-12T06:31:00.000",,"2015-11-12T06:31:05.000","Running Late","School-Age"
"2015-2016","1228760","General Ed AM Run","2875","X2359","Heavy Traffic","08001","2015-11-12T06:27:00.000","2015-11-12T06:32:00.000","Bronx","PIONEER TRANSPORTATION CO","15 inutes","0","Yes","No","No","2015-11-12T06:32:00.000",,"2015-11-12T06:32:24.000","Running Late","School-Age"
"2015-2016","1225050","Special Ed AM Run","1448","M945","Heavy Traffic","02806","2015-10-27T06:54:00.000","2015-10-27T06:55:00.000","Manhattan","LEESEL TRANSP CORP (B2192)","30","1","Yes","Yes","No","2015-10-27T06:55:00.000",,"2015-10-27T06:57:36.000","Running Late","School-Age"
"2015-2016","1228761","Pre-K/EI","2528","MN3","Heavy Traffic","C041","2015-11-12T06:30:00.000","2015-11-12T06:32:00.000","Bronx","DON THOMAS BUSES, INC.","15 MIN.","1","Yes","Yes","No","2015-11-12T06:32:00.000",,"2015-11-12T06:32:40.000","Running Late","Pre-K"
"2015-2016","1228762","Special Ed AM Run","5571","Q174","Other","27051","2015-11-12T06:31:00.000","2015-11-12T06:33:00.000","Queens","RELIANT TRANS, INC. (B232",,"0","Yes","Yes","Yes","2015-11-12T06:33:00.000",,"2015-11-12T06:33:40.000","Running Late","School-Age"
"2015-2016","1228763","Special Ed AM Run","2025","Q232","Mechanical Problem","24061","2015-11-12T06:32:00.000","2015-11-12T06:35:00.000","Queens","RELIANT TRANS, INC. (B232",,"0","No","Yes","Yes","2015-11-12T06:35:00.000",,"2015-11-12T06:36:55.000","Breakdown","School-Age"
"2015-2016","1228765","Special Ed AM Run","16412","K007","Mechanical Problem","13369","2015-11-12T06:25:00.000","2015-11-12T06:35:00.000","Brooklyn","BORO TRANSIT, INC.","40 min","0","Yes","Yes","No","2015-11-12T06:35:00.000",,"2015-11-12T06:35:58.000","Running Late","School-Age"
"2015-2016","1228766","General Ed AM Run","19230","K1976","Other","19174","2015-11-12T06:20:00.000","2015-11-12T06:36:00.000","Brooklyn","BORO TRANSIT, INC.",,"0","Yes","No","No","2015-11-12T06:36:00.000",,"2015-11-12T06:36:34.000","Running Late","School-Age"
"2015-2016","1228767","General Ed AM Run","20397","K2219","Mechanical Problem","22715","2015-11-12T06:35:00.000","2015-11-12T06:36:00.000","Brooklyn","BORO TRANSIT, INC.","10/15 MINS","0","Yes","No","No","2015-11-12T06:36:00.000",,"2015-11-12T07:49:34.000","Running Late","School-Age"
"2015-2016","1228768","General Ed AM Run","2192","X2233","Mechanical Problem","11255","2015-11-12T06:35:00.000","2015-11-12T06:36:00.000","Bronx","GRANDPA`S BUS CO., INC.",,"0","Yes","Yes","No","2015-11-12T06:36:00.000",,"2015-11-12T07:45:26.000","Breakdown","School-Age"
"2015-2016","1228769","Special Ed AM Run","2102","K291","Heavy Traffic","14126","2015-11-12T06:30:00.000","2015-11-12T06:37:00.000","Brooklyn","EMPIRE CHARTER SERVICE IN","20-30 min","0","Yes","Yes","No","2015-11-12T06:37:00.000",,"2015-11-12T06:37:14.000","Running Late","School-Age"
"2015-2016","1228770","Special Ed AM Run","1803","R820","Heavy Traffic","31905,31435","2015-11-12T06:36:00.000","2015-11-12T06:37:00.000","Staten Island","B & F SKILLED INC.(B2192)","40mins","1","Yes","Yes","No","2015-11-12T06:37:00.000",,"2015-11-12T08:08:22.000","Running Late","School-Age"
"2015-2016","1228771","General Ed AM Run","2451","K1519","Mechanical Problem","15404","2015-11-12T06:35:00.000","2015-11-12T06:37:00.000","Brooklyn","ALL AMERICAN SCHOOL BUS C",,"0","Yes","No","No","2015-11-12T06:37:00.000",,"2015-11-12T07:37:41.000","Breakdown","School-Age"
"2015-2016","1228772","Special Ed AM Run","1331","M105","Heavy Traffic","01616","2015-11-12T06:39:00.000","2015-11-12T06:39:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20","1","Yes","Yes","No","2015-11-12T06:39:00.000",,"2015-11-12T06:39:46.000","Running Late","School-Age"
"2015-2016","1228773","Special Ed AM Run","1404","M106","Heavy Traffic","01616","2015-11-12T06:40:00.000","2015-11-12T06:40:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20","3","Yes","Yes","No","2015-11-12T06:40:00.000",,"2015-11-12T06:40:32.000","Running Late","School-Age"
"2015-2016","1228774","Special Ed AM Run","NI-2123","K011","Other","13054","2015-11-12T06:38:00.000","2015-11-12T06:41:00.000","Brooklyn","NEW DAWN TRANSIT, LLC (B2","40 MINS","10","Yes","Yes","No","2015-11-12T06:41:00.000",,"2015-11-12T08:01:36.000","Running Late","School-Age"
"2015-2016","1228775","Special Ed AM Run","8941D","N605","Won`t Start","75777","2015-11-12T06:38:00.000","2015-11-12T06:42:00.000","Nassau County","LOGAN BUS COMPANY INC.",,"0","Yes","Yes","No","2015-11-12T06:42:00.000",,"2015-11-12T06:42:01.000","Breakdown","School-Age"
"2015-2016","1228783","General Ed AM Run","2177","Q2710","Heavy Traffic","27318","2015-11-12T06:30:00.000","2015-11-12T06:43:00.000","Queens","GRANDPA`S BUS CO., INC.","30 MINS","0","Yes","No","No","2015-11-12T06:43:00.000",,"2015-11-12T06:43:56.000","Running Late","School-Age"
"2015-2016","1228784","Special Ed AM Run","1472","M196","Heavy Traffic","02006","2015-11-12T06:43:00.000","2015-11-12T06:44:00.000","Manhattan","LEESEL TRANSP CORP (B2192","30","1472","Yes","Yes","No","2015-11-12T06:44:00.000",,"2015-11-12T06:44:09.000","Running Late","School-Age"
"2015-2016","1228785","Pre-K/EI","2515","MN4","Heavy Traffic","C041","2015-11-12T06:40:00.000","2015-11-12T06:44:00.000","Bronx","DON THOMAS BUSES, INC.","15 MIN.","0","Yes","Yes","No","2015-11-12T06:44:00.000",,"2015-11-12T06:44:30.000","Running Late","Pre-K"
"2015-2016","1228786","Special Ed AM Run","850","P244","Heavy Traffic","24750","2015-11-12T06:30:00.000","2015-11-12T06:44:00.000","Brooklyn","LOGAN BUS COMPANY INC.","25 MIN","0","Yes","Yes","No","2015-11-12T06:44:00.000",,"2015-11-12T06:44:52.000","Running Late","School-Age"
"2015-2016","1228787","Special Ed AM Run","NI-0635","K043","Heavy Traffic","22286","2015-11-12T06:44:00.000","2015-11-12T06:45:00.000","Brooklyn","NEW DAWN TRANSIT, LLC (B2","30 MINS","0","Yes","Yes","No","2015-11-12T06:45:00.000",,"2015-11-12T06:45:28.000","Running Late","School-Age"
"2017-2018","1423532","Special Ed AM Run","4100","Q011","Heavy Traffic","30424,30442,30443","2018-03-23T06:35:00.000","2018-03-23T06:37:00.000","Queens","L & M BUS CORP. (B2192)","31-45 Min","0","Yes","Yes","No","2018-03-23T06:37:00.000",,"1900-01-01T00:00:00.000","Running Late","School-Age"
"2015-2016","1215512","Pre-K/EI","1022","5 CU","Problem Run","C465","2015-09-17T08:00:00.000","2015-09-17T08:13:00.000","Bronx","G.V.C., LTD.","30 MINUTES","0","Yes","Yes","No","2015-09-17T08:13:00.000",,"2015-09-17T08:13:05.000","Running Late","Pre-K"
"2015-2016","1215735","Special Ed AM Run","1431D","X584","Mechanical Problem","07480","2015-09-18T07:01:00.000","2015-09-18T07:06:00.000","Bronx","LITTLE RICHIE BUS SERVICE",,"0","Yes","Yes","No","2015-09-18T07:06:00.000",,"2015-09-18T07:06:07.000","Breakdown","School-Age"
"2015-2016","1228788","General Ed AM Run","20358","K2285","Mechanical Problem","22860","2015-11-12T06:38:00.000","2015-11-12T06:45:00.000","Brooklyn","BORO TRANSIT, INC.",,"0","Yes","No","No","2015-11-12T06:45:00.000",,"2015-11-12T06:45:41.000","Running Late","School-Age"
"2015-2016","1228789","Special Ed AM Run","1424","M197","Heavy Traffic","02006","2015-11-12T06:44:00.000","2015-11-12T06:45:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20","3","Yes","Yes","No","2015-11-12T06:45:00.000",,"2015-11-12T06:45:51.000","Running Late","School-Age"
"2015-2016","1228792","Pre-K/EI","703","3","Other","C037","2015-11-12T06:47:00.000","2015-11-12T06:47:00.000","Bronx","G.V.C., LTD.","30 MINS","0","Yes","Yes","No","2015-11-12T06:47:00.000",,"2015-11-12T06:47:54.000","Running Late","Pre-K"
"2015-2016","1228793","Special Ed AM Run","VN24641","X185","Heavy Traffic","11003","2015-11-12T06:41:00.000","2015-11-12T06:48:00.000","Bronx","VAN TRANS LLC (B2192)","30mins","1","Yes","Yes","Yes","2015-11-12T06:48:00.000",,"2015-11-12T06:48:16.000","Running Late","School-Age"
"2015-2016","1228794","Special Ed AM Run","NI0415","K184","Other","16457","2015-11-12T06:40:00.000","2015-11-12T06:48:00.000","Brooklyn","NEW DAWN TRANSIT, LLC (B2","10 min","4","Yes","Yes","No","2015-11-12T06:48:00.000",,"2015-11-12T06:48:43.000","Running Late","School-Age"
"2015-2016","1228795","General Ed AM Run","2273","K1421","Other","14120","2015-11-12T06:47:00.000","2015-11-12T06:48:00.000","Brooklyn","ALLIED TRANSIT CORP.","30MINS","2","Yes","Yes","No","2015-11-12T06:48:00.000",,"2015-11-12T06:48:58.000","Running Late","School-Age"
"2015-2016","1228796","Special Ed AM Run","1437","M269","Heavy Traffic","03475","2015-11-12T06:46:00.000","2015-11-12T06:49:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20","3","Yes","Yes","No","2015-11-12T06:49:00.000",,"2015-11-12T06:49:54.000","Running Late","School-Age"
"2015-2016","1228797","Special Ed AM Run","1403","M367","Heavy Traffic","02533","2015-11-12T06:50:00.000","2015-11-12T06:50:00.000","Manhattan","LEESEL TRANSP CORP (B2192","15","2","Yes","Yes","No","2015-11-12T06:50:00.000",,"2015-11-12T06:50:44.000","Running Late","School-Age"
"2015-2016","1228798","Special Ed AM Run","NI2113","K077","Other","14380","2015-11-12T06:45:00.000","2015-11-12T06:50:00.000","Brooklyn","NEW DAWN TRANSIT, LLC (B2","10","6","Yes","Yes","No","2015-11-12T06:50:00.000",,"2015-11-12T06:51:08.000","Running Late","School-Age"
"2015-2016","1228799","Special Ed AM Run","2008","L541","Heavy Traffic","13265","2015-11-12T06:49:00.000","2015-11-12T06:50:00.000","Brooklyn","RELIANT TRANS, INC. (B232","20 MIN","1","No","No","Yes","2015-11-12T06:50:00.000",,"2015-11-12T06:50:56.000","Running Late","School-Age"
"2015-2016","1228800","Special Ed AM Run","1386","M486","Heavy Traffic","02419","2015-11-12T06:51:00.000","2015-11-12T06:51:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20","3","Yes","Yes","No","2015-11-12T06:51:00.000",,"2015-11-12T06:51:31.000","Running Late","School-Age"
"2015-2016","1228801","Special Ed AM Run","1354","M521","Heavy Traffic","02984","2015-11-12T06:51:00.000","2015-11-12T06:52:00.000","Manhattan","LEESEL TRANSP CORP (B2192)","20","2","Yes","Yes","No","2015-11-12T06:52:00.000",,"2015-11-12T06:52:43.000","Running Late","School-Age"
"2015-2016","1228803","Special Ed AM Run","1296","P615","Heavy Traffic","25154","2015-11-12T06:30:00.000","2015-11-12T06:53:00.000",,"ACME BUS CORP. (B2321)","10 mins","1","Yes","Yes","Yes","2015-11-12T06:53:00.000",,"2015-11-12T06:53:22.000","Running Late","School-Age"
"2015-2016","1228804","Pre-K/EI","9302","1","Heavy Traffic","C814","2015-11-12T06:52:00.000","2015-11-12T06:53:00.000","Bronx","G.V.C., LTD.","25 MINS","1","Yes","Yes","No","2015-11-12T06:53:00.000",,"2015-11-12T06:53:34.000","Running Late","Pre-K"
"2015-2016","1228815","Special Ed AM Run","12567","P659","Heavy Traffic","24083","2015-11-12T06:50:00.000","2015-11-12T06:58:00.000",,"ACME BUS CORP. (B2321)","20min","1","Yes","Yes","Yes","2015-11-12T06:58:00.000",,"2015-11-12T06:58:44.000","Running Late","School-Age"
