"bin","borough","zip","house_num","street_name","block","lot","confirmation_num","reporting_year","tank_num","inspection_by_firm","inspection_performed","inspection_date","gi_req_internal_structure","gi_result_internal_structure","gi_req_external_structure","gi_result_external_structure","gi_req_overflow_pipes","gi_result_overflow_pipes","gi_req_access_ladders","gi_result_access_ladders","gi_req_air_vents","gi_result_air_vents","gi_req_roof_access","gi_result_roof_access","si_req_sediment","si_result_sediment","si_req_biological_growth","si_result_biological_growth","si_req_debris_insects","si_result_debris_insects","si_req_rodent_bird","si_result_rodent_bird","sample_collected","lab_name","nys_certified","analytes","coliform","ecoli","meet_standards","deleted","latitude","longitude","community_board","council_district","census_tract","bbl","nta","batch_date"
"1043921","MANHATTAN","10021","211","East 70th St","01425","0005","WTI6210020057","2016","1","Isseks Bros Inc","Y","03/23/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.768063","-73.960657","8","4","126","1014250005","Lenox Hill-Roosevelt Island","2023-08-25T12:15:19.000"
"1079887","MANHATTAN","10013","480","BROADWAY","00473","0010","WTI1458402404","2020","1","ISSEKS BROS INC","Y","06/11/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.721491","-74.000094","2","1","45","1004730010","SoHo-TriBeCa-Civic Center-Little Italy","2023-08-25T12:15:24.000"
"1087137","MANHATTAN","10065","1230","York Avenue","01480","0010","WTI1632569036","2018","1","Rosenwach Tank Co. LLC","Y","12/29/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.763134","-73.956451","8","5","116","1014800010","Lenox Hill-Roosevelt Island","2023-08-25T12:15:29.000"
"1076087","MANHATTAN","10014","350","West 14th Street","00629","7502","WTI9266084599","2022","1","Rosenwach Tank Co. LLC","Y","10/18/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.740391","-74.004056","2","3","77","1006297502","West Village","2023-08-25T12:15:37.000"
"1083734","MANHATTAN","10019","350","WEST   57 STREET","1047","7501","WTI7990456299","2020","1","Rosenwach Tank Co. LLC","Y","10/29/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.767319","-73.984321","4","3","139","1010477501","Clinton","2023-08-25T12:15:27.000"
"4028427","QUEENS","11377","39-60","54 STREET","01238","0040","WTI4368575628","2015","1","ISSEKS BROS INC","Y","11/05/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.746611","-73.909736","2","26","251","4012380040","Woodside","2023-08-25T12:15:20.000"
"1001021","MANHATTAN","10005","28","Liberty Street","00044","0001","WTI9892157207","2022","2","Rosenwach Tank Co. LLC","Y","08/08/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.708115","-74.008768","1","1","7","1000440001","Battery Park City-Lower Manhattan","2023-08-25T12:15:41.000"
"1079986","MANHATTAN","10033","140","CABRINI BOULEVARD","2179","10","WTI0678339339","2017","1","Rosenwach Tank Co. LLC","Y","10/10/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.852542","-73.939826","12","10","275","1021790010","Washington Heights North","2023-08-25T12:15:12.000"
"1035713","MANHATTAN","10022","370","PARK AVENUE","01288","0033","WTI8678873511","2022","1","ISSEKS BROS INC","Y","09/01/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.758805","-73.972812","5","4","102","1012880033","Midtown-Midtown South","2023-08-25T12:15:36.000"
"1047495","MANHATTAN","10075","911","Park Avenue","01508","0072","WTI0060883880","2017","1","Culligan of Manhattan","Y","11/16/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","A","Y","N","Y","N","Y","N","Y","Certified Laboratories","Y","B","A","A",,"No","40.776003","-73.960233","8","4","140","1015080072","Upper East Side-Carnegie Hill","2023-08-25T12:15:21.000"
"1022615","MANHATTAN","10036","123","West 43rd Street","00996","0021","WTI2541030302","2019","1","Rosenwach Tank Co. LLC","Y","02/09/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.755843","-73.984382","5","4","119","1009960021","Midtown-Midtown South","2023-08-25T12:15:36.000"
"1021933","MANHATTAN","10016","311","EAST   38 STREET","944","7501","WTI5826795543","2019","1","Rosenwach Tank Co. LLC","Y","12/03/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.747041","-73.973416","6","4","78","1009447501","Murray Hill-Kips Bay","2023-08-25T12:15:39.000"
"1009265","MANHATTAN","10003","21","EAST   10 STREET","568","24","WTI1233316398","2017","1","Rosenwach Tank Co. LLC","Y","12/12/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.732843","-73.994061","2","2","61","1005680024","West Village","2023-08-25T12:15:17.000"
"1051487","MANHATTAN","10029","3","EAST  101 STREET","1607","3","WTI9199407858","2017","1","Rosenwach Tank Co. LLC","Y","05/16/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.790973","-73.953146","11","8","168","1016070003","East Harlem South","2023-08-25T12:15:12.000"
"1034472","MANHATTAN","10036","55","West 47 Street","01263","0007","WTI1449533448","2022","1","American Pipe and Tank","Y","07/05/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EBS","Y","B","A","A",,"No","40.757396","-73.980292","5","4","96","1012630007","Midtown-Midtown South","2023-08-25T12:15:37.000"
"3324011","BROOKLYN","11207","875","Pennsylvania Avenue","04369","0001","WTI6218365580","2018","2","american pipe and tank inc.","Y","11/01/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ATLAS ENVIRONMENTAL LAB","Y","B","A","A",,"No","40.656383","-73.888961","5","42","1104","3043690001","East New York","2023-08-25T12:15:36.000"
"2001080","BRONX","10451","385","GERARD AVENUE","2349","90","WTI4478002458","2020","1","Rosenwach Tank Co. LLC","Y","02/04/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.816613","-73.930165","1","8","63","2023490090","West Concourse","2023-08-25T12:15:24.000"
"1012896","MANHATTAN","10018","438","West 37th Street","00734","7501","WTI0934629529","2019","1","Rosenwach Tank Co. LLC","Y","08/20/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.755979","-73.996571","4","3","111","1007347501","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:30.000"
"1086094","MANHATTAN","10002","80","Ridge Street","00343","0043","WTI9610043402","2018","1","Isseks Brothers, Inc.","Y","12/31/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EBS","Y","B","A","A",,"No","40.717771","-73.983795","3","1","12","1003430043","Lower East Side","2023-08-25T12:15:29.000"
"1028253","MANHATTAN","10023","60","WEST   68 STREET","1120","57","WTI4344634010","2020","1","Rosenwach Tank Co. LLC","Y","09/04/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.774435","-73.979695","7","6","153","1011200057","Lincoln Square","2023-08-25T12:15:36.000"
"1009250","MANHATTAN","10003","35","5 AVENUE","568","1","WTI3396617214","2018","2","Rosenwach Tank Co. LLC","Y","05/25/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.733521","-73.995414","2","2","61","1005680001","West Village","2023-08-25T12:15:23.000"
"1035057","MANHATTAN","10019","40","WEST   57 STREET","1272","63","WTI6724096218","2016","1","Rosenwach Tank Co. LLC","Y","12/04/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.763538","-73.975352","5","4","11201","1012720063","Midtown-Midtown South","2023-08-25T12:15:14.000"
"1082646","MANHATTAN","10019","345","West 50th Street","01041","0011","WTI2433443861","2021","1","Rosenwach Tank Co. LLC","Y","08/12/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.763021","-73.98782","4","3","133","1010410011","Clinton","2023-08-25T12:15:40.000"
"3002707","BROOKLYN","11201","96","SCHERMERHORN ST","00271","0047","WTI0543869446","2019","1","ISSEKS BROS INC","Y","11/15/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.690488","-73.990174","2","33","9","3002710047","Brooklyn Heights-Cobble Hill","2023-08-25T12:15:39.000"
"1080437","MANHATTAN","10024","441","WEST END AVENUE","1244","72","WTI8975687183","2017","1","Rosenwach Tank Co. LLC","Y","03/08/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.78576","-73.980146","7","6","167","1012440072","Upper West Side","2023-08-25T12:15:13.000"
"1047667","MANHATTAN","10028","135","EAST   83 STREET","1512","123","WTI4103062582","2020","1","Rosenwach Tank Co. LLC","Y","12/29/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.777451","-73.956763","8","5","140","1015120123","Upper East Side-Carnegie Hill","2023-08-25T12:15:40.000"
"1015400","MANHATTAN","10011","26","WEST 17 STREET","00818","0066","WTI1496081415","2017","1","ISSEKS BROS INC","Y","10/17/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.738349","-73.993277","5","3","54","1008180066","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:20.000"
"1019888","MANHATTAN","10016","201","EAST 28 STREET","00909","0001","WTI0667066819","2022","1","ISSEKS BROS INC","Y","11/16/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.741921","-73.980715","6","2","66","1009090001","Murray Hill-Kips Bay","2023-08-25T12:15:41.000"
"1013887","MANHATTAN","10011","270","WEST   19 STREET","768","7504","WTI3602221202","2017","1","Rosenwach Tank Co. LLC","Y","12/13/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.742475","-73.999433","4","3","87","1007687504","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:20.000"
"1015020","MANHATTAN","10001","114","WEST   26 STREET","801","51","WTI0346231447","2018","1","Rosenwach Tank Co. LLC","Y","08/04/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.745096","-73.992133","4","3","91","1008010051","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:27.000"
"1001670","MANHATTAN","10007","31","Chambers street","00153","0024","WTI2400327671","2020","2","DCAS","Y","11/21/2020","Y","A","Y","A","Y","A","Y","A","Y","A","Y","A","Y","A","Y","A","Y","A","Y","A","Y","new york environmental","Y","B","A","A",,"No","40.713402","-74.004635","1","1","31","1001530024","SoHo-TriBeCa-Civic Center-Little Italy","2023-08-25T12:15:34.000"
"1018069","MANHATTAN","10010","121","E 24 ST","00880","0014","WTI4534330946","2021","1","ISSEKS BROS INC","Y","03/27/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.740448","-73.984894","5","2","68","1008800014","Gramercy","2023-08-25T12:15:37.000"
"1086515","MANHATTAN","10016","462","1st Avenue","00962","0100","WTI7088655901","2020","1","Nalco Company","Y","08/10/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSLAnalytical","Y","B","A","A",,"No","40.739497","-73.976624","6","4","62","1009620100","Murray Hill-Kips Bay","2023-08-25T12:15:25.000"
"1064332","MANHATTAN","10033","1380","RIVERSIDE DRIVE","02179","0005","WTI6417992058","2016","1","american pipe& tank","Y","09/22/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Enviromental Building Solutions","Y","B","A","A",,"No","40.852295","-73.941359","12","10","275","1021790005","Washington Heights North","2023-08-25T12:15:11.000"
"1040072","MANHATTAN","10017","866","United Nations Plaza","01360","7501","WTI8007374734","2020","2","Isseks Bros., Inc.","Y","11/27/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions, LLC","Y","B","A","A",,"No","40.752925","-73.966834","6","4","8603","1013607501","Turtle Bay-East Midtown","2023-08-25T12:15:26.000"
"1045290","MANHATTAN","10065","425","East 61st Street","01456","7501","WTI9306550230","2015","1","Rosenwach Tank Co. LLC","Y","12/30/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ESML","Y","B","A","A",,"No","40.760561","-73.960336","8","5","10602","1014567501","Lenox Hill-Roosevelt Island","2023-08-25T12:15:18.000"
"1046407","MANHATTAN","10162","500","EAST 77 STREET","01488","0001","WTI9278290336","2021","2","ISSEKS BROS INC","Y","09/22/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.769975","-73.951186","8","5","132","1014880001","Lenox Hill-Roosevelt Island","2023-08-25T12:15:11.000"
"1001649","MANHATTAN","10007","291","BROADWAY","00150","0038","WTI1748206689","2022","1","The Metro Group Inc","Y","08/30/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","The Metro Group Inc Lab","Y","B","A","A",,"No","40.714824","-74.005779","1","1","33","1001500038","SoHo-TriBeCa-Civic Center-Little Italy","2023-08-25T12:15:36.000"
"1082666","MANHATTAN","10002","77","Columbia Street","00333","0001","WTI8278473789","2018","2","New York Plumbing Heating","Y","02/26/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Ambient Group","Y","B","A","A",,"No","40.717619","-73.979961","3","2","2201","1003330001","Lower East Side","2023-08-25T12:15:15.000"
"1090727","MANHATTAN","10018","515","WEST 38TH STREET","00710","7501","WTI3702503914","2020","1","ISSEKS BROS., INC","Y","12/28/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS. LLC","Y","B","A","A",,"No","40.757461","-73.998105","4","3","117","1007107501","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:31.000"
"1059870","MANHATTAN","10027","500","RIVERSIDE DRIVE","1994","57","WTI0427815984","2017","1","Rosenwach Tank Co. LLC","Y","09/14/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.814556","-73.962475","9","7","211","1019940057","Morningside Heights","2023-08-25T12:15:15.000"
"2002823","BRONX","10451","1020","GRAND CONCOURSE","02461","0094","WTI5872366689","2022","1","ISSEKS BROS INC","Y","05/23/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.830314","-73.920785","4","16","18301","2024610094","East Concourse-Concourse Village","2023-08-25T12:15:32.000"
"2091949","BRONX","10456","920","Trinity Avenue","02638","0001","WTI5363927371","2022","1","American Pipe and Tank","Y","06/17/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EBS","Y","B","A","A",,"No","40.822437","-73.906125","3","16","133","2026380001","Morrisania-Melrose","2023-08-25T12:15:33.000"
"2091961","BRONX","10456","1000","Trinity Ave","02639","0001","WTI7542861805","2022","1","American Pipe and Tank","Y","06/16/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ebs","Y","B","A","A",,"No","40.824865","-73.905084","3","16","133","2026390001","Morrisania-Melrose","2023-08-25T12:15:39.000"
"1028847","MANHATTAN","10023","130","WEST 67 STREET","01138","0053","WTI8931223287","2015","1","ISSEKS BROS INC","Y","11/16/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.774916","-73.982785","7","6","153","1011380053","Lincoln Square","2023-08-25T12:15:20.000"
"1018140","MANHATTAN","10010","153","EAST 26 STREET","00882","0039","WTI2910958418","2019","1","ISSEKS BROS INC","Y","11/25/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.741032","-73.982447","6","2","68","1008820039","Gramercy","2023-08-25T12:15:35.000"
"4115898","QUEENS","11355","43-23","COLDEN STREET","5137","5","WTI8171650738","2020","1","Rosenwach Tank Co. LLC","Y","06/22/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.75247","-73.824913","7","20","79701","4051370005","Flushing","2023-08-25T12:15:34.000"
"1035375","MANHATTAN","10017","52","VANDERBILT AVENUE","1279","45","WTI3182557723","2016","1","Rosenwach Tank Co. LLC","Y","12/17/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.754036","-73.977214","5","4","94","1012790045","Midtown-Midtown South","2023-08-25T12:15:21.000"
"1087170","MANHATTAN","10007","101","WARREN STREET","00142","7501","WTI7073801010","2020","2","ISSEKS BROS INC","Y","08/06/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.715757","-74.011493","1","1","21","1001427501","SoHo-TriBeCa-Civic Center-Little Italy","2023-08-25T12:15:42.000"
"1044877","MANHATTAN","10021","311","East 72nd Street","01447","0005","WTI3085184088","2017","1","Rosenwach Tank Co. LLC","Y","05/16/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.768481","-73.957581","8","5","126","1014470005","Lenox Hill-Roosevelt Island","2023-08-25T12:15:23.000"
"1033938","MANHATTAN","10024","315","WEST 86 STREET","01248","0022","WTI2436476218","2017","1","ISSEKS BROS INC","Y","08/04/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.789163","-73.978498","7","6","175","1012480022","Upper West Side","2023-08-25T12:15:15.000"
"1068187","MANHATTAN","10011","181","7 AVENUE","796","7501","WTI9074289728","2018","1","Rosenwach Tank Co. LLC","Y","12/13/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.742565","-73.996749","4","3","87","1007967501","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:11.000"
"1027072","MANHATTAN","10019","555","WEST 57 STREET","01086","7502","WTI8936701406","2021","1","ISSEKS BROS INC","Y","11/13/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.769908","-73.990418","4","6","135","1010867502","Clinton","2023-08-25T12:15:27.000"
"1001007","MANHATTAN","10005","70","PINE STREET","41","7504","WTI3768838650","2016","1","Rosenwach Tank Co. LLC","Y","04/27/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.706315","-74.007895","1","1","7","1000417504","Battery Park City-Lower Manhattan","2023-08-25T12:15:17.000"
"1086510","MANHATTAN","10007","250","Greenwich Street","00084","0036","WTI3627747443","2015","4","MJM Plumbing","Y","12/03/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Laboratory","Y","B","A","A",,"No","40.71322","-74.011709","1","1","21","1000840036","SoHo-TriBeCa-Civic Center-Little Italy","2023-08-25T12:15:17.000"
