"permitno","expiration_date","companyname","city","state","zipcode","issuedate","permitprintdate","permittype","location","validdates","validtimes","platestate","reason","purpose","conditionrestrictions"
"210","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR FIELD TEAMS & TEAM SUPERVISORS FOR DOHMH ONLY.***"
"211","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 1009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR FIELD TEAMS & TEAM SUPERVISORS FOR DOHMH ONLY.***"
"212","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME /SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR FIELD TEAMS & TEAM SUPERVISORS FOR DOHMH ONLY.***"
"213","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR FIELD TEAMS & TEAM SUPERVISORS FOR DOHMH ONLY.***"
"214","2010-02-28T00:00:00.000","NYC DEPARTMANT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR FIELD TEAMS & TEAM SUPERVISORS FOR DOHMH ONLY.***"
"215","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"216","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  -  FEBRUARY 28, 2010","MONDAY - SUNDAY   7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMITS VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"217","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"218","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009   -  FEBRUARY 28, 2010","MONDAY - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN LL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"219","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW  YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009- FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00 AM - 800 PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY***"
"220","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  -  FEBRUARY 28, 2010","MONDAY - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONESANYTIME/SPECFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"221","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMNER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"222","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  -  FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM  - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS: NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"223","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"224","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  -  FEBRUARY 28, 2010","MONDAY  - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/ SPECFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"225","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER  2, 2009 - FEBRUARY  28, 2010","MONDAY - SUNDAY  7:00 AM - 8:00 PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"226","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2. 2009 - FEBUARY 28, 2010","MONDAY - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"227","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS. ***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"228","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  -  FEBRUARY 28, 2010","MONDAY - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOUR; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.**"
"229","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00 AM - 8:00 PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"230","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  -  FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONESANTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"231","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY  - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONESANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"232","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","110013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY  7:00 AM - 8:00 PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.*** PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"233","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2001 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIMES/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"234","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  -  FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM  - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONESANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STATE WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"235","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  -  FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMITVALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"236","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM  - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES  ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMITVALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"237","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2,2009 - FEBRUARY -28, 2010","MONDAY - SUNDAY  7:00 AM - 8:00 PM","NY","SPECIAL REQUEST","OFFICAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMITS VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR HMH ONLY.***"
"238","2010-02-28T00:00:00.000","NYC DEPARTMENT HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NIOVEMBER 2, 2009 - FEBRUARY 28, 2010","7 DAYS A WEEK 24 HOURS A DAY","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"239","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY  28, 2010","MONDAY - SUNDAY  7:00 AM - 8:00 PM","NY","SPECIAL REQUEST","OFFICAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"240","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER  2, 2009 - FEBRUARY  28, 2010","MONDAY - SUNDAY  7:00 AM - 8:00 PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"241","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS;  NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"242","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER  2, 2009  - FEBUARY 28, 2010","MONDAY - SUNDAY  7:00 AM - 8:00 PM","NY","SPECIAL REQUEST","OFFICAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"243","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 80:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"244","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009   -  FEBRUARY 28, 2010","MONDAY  - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMITVALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"245","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER  2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"246","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER  2, 2009 - FEBRUARY  28, 2010","MONDAY - SUNDAY  7:00AM  - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
