"job_number","filing_type_name","filing_number","filing_status_name","permit_number","filing_date","permit_issued_date","permit_expiration_date","laasign_off_date","work_type_name","location_bin","location_house_no","location_street_name","location_borough_name","proposed_work_summary","building_type_name","inspection_type_name","inspection_date","latitude","longitude","zip_code","community_board","council_district","census_tract","nta"
"Q08023984","PAA","P1","Approved",,"2022-11-22T00:00:00.000",,,,"Gas Plumbing Work","4190667","105-28","90 STREET","QUEENS","DUE TO GAS SHUTDOWN BY UTIL CO (LEAK), TEST GAS TO APPLS (1-HWH IN CEL, 1ST & 2ND FL STOVES). REPL APPRX 40 feet X 3/4 inches GAS PIPE TO 1ST FL STOVE & HWH & APPROX 60 feet X 3/4 inches GAS PIPE TO 2ND FL STOVE. REG/REP 1-HWH VENTED THRU EXIST CHIMNEY (HEAT PROVIDED BY OIL). ALSO INSTALL (2) NEW CL 250 MTR BARS IN CELLAR. TO COMPLY W/ DOB#030601CC10DO02/34275537Y IN CEL C & R 1-WC, 1-LAV, 1-SHOWER, 1-KITCHEN SINK & 1-GAS STOVE & ASSOC PIPE. NO GAS PIPE IN PUBLIC HALLWAYS. FIRESTOPS TO BE RESTORED PER NYC CODE","2 Family",,,"40.679712","-73.848658","11417","10","32","54","Ozone Park"
"Q00797807","New Job Filing","I1","Signed off","Q00797807-I1-LA","2022-08-23T00:00:00.000","2022-08-23T00:00:00.000","2023-05-17T00:00:00.000","2022-11-23T00:00:00.000","Gas Plumbing Work","4010264","24-39","38 STREET","QUEENS","DUE TO VACANCY & GAS SHUTDOWN REPLACE METER BAR FOR EXISTING METER IN BASEMENT & TEST EXSITING GAS LINE FOR EXISTING STOVE IN APT #C4 ON THE 3RD FL. FOR COOKING ONLY. A PAA WILL FOLLOW IF ADDITIONAL WORK IS REQUIRED.","Other","Pass-Final","2022-11-22T00:00:00.000","40.768505","-73.912338","11103","1","22","143","Astoria"
"X08039225","New Job Filing","I1","Signed off","X08039225-I1-LA","2022-11-15T00:00:00.000","2022-11-15T00:00:00.000","2023-02-28T00:00:00.000","2022-11-23T00:00:00.000","Gas Plumbing Work","2098327","1171","WASHINGTON AVENUE","BRONX","EWN-X-08037781 On 6th Floor Gas to gas direct replacement of (1) AO Smith BTR-199 gas fired hot water heater originally filed on 210059942 Vented thru existing B vent chimney in good condition. No gas test required. No gas piping in public hallways. No firestop will be compromised.","Other","Pass-Final","2022-11-22T00:00:00.000","40.830121","-73.907567","10456","3","16","145","Claremont-Bathgate"
"M-08042230","New Job Filing","EWN","Expired",,"2022-11-18T00:00:00.000",,"2022-11-22T00:00:00.000",,,"1009821","77","BARROW STREET","MANHATTAN","REPLACE BOILER ON EXISTING OIL BURNER TO RESTORE HEAT AND HOT WATER.",,,,"40.731586","-74.005834","10014","2","3","67","West Village"
"X00652359","New Job Filing","I1","Signed off","X00652359-I1-LA","2021-12-22T00:00:00.000","2021-12-22T00:00:00.000","2022-12-22T00:00:00.000","2022-11-23T00:00:00.000","Gas Plumbing Work","2100321","586","EAST  165 STREET","BRONX","Gas shut off by con ed due to vacant apartment. Pressure test only no work performed from meter bar in osp to 3rd floor existing cooking stove in existing kitchen. No gas pipe in public hallways and no firestops compromised.","3 Family","Pass-Final","2022-11-22T00:00:00.000","40.825671","-73.906514","10456","3","16","185","Morrisania-Melrose"
"X08029025","New Job Filing","I1","Signed off","X08029025-I1-LA","2022-10-27T00:00:00.000","2022-10-27T00:00:00.000","2023-01-01T00:00:00.000","2022-11-23T00:00:00.000","Gas Plumbing Work","2015798","3035","ALBANY CRESCENT","BRONX","WORK BEING PERFORMED FOR HPD. REPLACE DEFECTIVE HOT WATER HEATER WITH A NEW 40 GALLON  HOT WATER HEATER IN BASEMENT. VENT THROUGH EXISTING CHIMNEY IN GOOD CONDITION. GAS IS ON. METER EXISTING. RISER EXISTING. NO GAS AUTHORIZATION REQUIRED.","1 Family","Pass-Final","2022-11-22T00:00:00.000","40.876548","-73.90172","10463","8","14","277","Van Cortlandt Village"
"Q08033022","New Job Filing","I1","Signed off","Q08033022-I1-LA","2022-11-02T00:00:00.000","2022-11-02T00:00:00.000","2023-05-01T00:00:00.000","2022-11-23T00:00:00.000","Gas Plumbing Work","4139338","132-49","60 AVENUE","QUEENS","(EWN-Q-08031678) DUE TO GAS SHUTDOWN BY UTILITY CO BECAUSE OF LEAK, WE TESTED EXISTING GAS LINES TO EXISTING APPLIANCES ON METER (1-BL & 1-HWH IN CEL & 1ST FL STOVE). IN CELLAR WE REPLACED APPROX 40 feet OF 1-1/4 inches & 40 feet OF 3/4 inches GAS PIPE & FITTINGS CONNECTED TO EXISTING APPLIANCES. NO GAS PIPE IN PUBLIC HALLWAYS. FIRESTOPS NOT COMPROMISED. UTILITY CO RESTORED GAS ON 11/2/22 @ 2PM.","1 Family","Pass-Final","2022-11-22T00:00:00.000","40.743902","-73.833012","11355","7","20","80301","Queensboro Hill"
"Q08006326","New Job Filing","I1","Signed off","Q08006326-I1-LA","2022-09-19T00:00:00.000","2022-09-19T00:00:00.000","2022-12-31T00:00:00.000","2022-11-23T00:00:00.000","Gas Plumbing Work","4163712","69-16","222 STREET","QUEENS","REPLACE OIL FURNACE W/ (1) GAS FURNACE & (1) HW HEATER IN BASEMENT. VENTING TO EXISTING CHIMNEY IN GOOD WORKING CONDITION. FURNACE CONNECTS TO EXISTING DUCT WORK. REGISTER/REPLACE DRYER IN BASEMENT VENTED THRU THE WALL. REPLACE METER BAR FOR EXISTING METER & RUN APPROX 70 feet OF 1 inches & 50 feet OF 3/4 inches GAS PIPE IN BASEMENT TO FURNACE, HW HEATER & DRYER & TO THE EXISTING 1ST FL STOVE. FIRESTOPS WILL BE RESTORED.","1 Family","Pass-Final","2022-11-22T00:00:00.000","40.743585","-73.753005","11364","11","23","1377","Oakland Gardens"
"M07994866","New Job Filing","I1","Signed off","M07994866-I1-LA","2022-08-29T00:00:00.000","2022-08-29T00:00:00.000","2023-07-06T00:00:00.000","2022-11-23T00:00:00.000","Water Plumbing Work","1040747","35","SUTTON PLACE","MANHATTAN","IN APT# 14F ON THE 14TH FLOOR, REPLACE TOILET & LAV IN THE SAME LOCATIONS ON EXISTING ROUGHING AND CONVERT TUB TO SHOWER W/ NEW SHOWER BODY USING APPROX 2 FT OF 2 inches NO HUB PIPE, 10 FT OF 3/4 inches COPPER PIPE AND 10 FT OF 1/2 inches COPPER PIPE. FIRESTOPS WILL NOT BE COMPROMISED.","Other","Pass-Final","2022-11-22T00:00:00.000","40.758343","-73.959944","10022","6","5","10601","Turtle Bay-East Midtown"
"M08032787","New Job Filing","I1","Permitted","M08032787-I1-LA","2022-11-02T00:00:00.000","2022-11-02T00:00:00.000","2023-05-01T00:00:00.000",,"Water Plumbing Work","1077352","200","EAST   32 STREET","MANHATTAN","water line for refrigerator, replace sink & faucet also stove top in original location, GUEST bath: replace tub with shower with new 2 drain approx. 5 of n/h drain pipe, also replace wall mount faucet, water closet, shower head, shower body pressure balanced, replace h & c shutoff with access panel. MASTER bath: Replace tub, shower head, thermostatic valve, wall mt faucet, water closet. Replace h & c shut off valves with access panel in original location 26 flr 26E no gas test wk app vllv","Other",,,"40.74432","-73.978787","10016","6","2","70","Murray Hill-Kips Bay"
"M00690300","New Job Filing","I1","Signed off","M00690300-I1-LA","2022-03-02T00:00:00.000","2022-03-02T00:00:00.000","2022-12-31T00:00:00.000","2022-11-23T00:00:00.000","Gas Plumbing Work","1078452","424","WEST   22 STREET","MANHATTAN","REPLACEMENT OF (1) GAS BOILER & GAS BURNER IN CELLAR. PREVIOUSLY FILED UNDER #101960255. VENTING TO EXISTING CHIMNEY IN GOOD WORKING CONDITION. METER IS EXISTING. GAS VALVE NOT TO BE TOUCHED. GAS AUTHORIZATION NOT REQUIRED FROM DOB.","Other","Pass-Final","2022-11-22T00:00:00.000","40.746136","-74.00257","10011","4","3","89","Hudson Yards-Chelsea-Flatiron-Union Square"
"M08021141","PAA","P1","Approved",,"2022-11-22T00:00:00.000",,,,"Gas Plumbing Work","1045135","301","EAST   75 STREET","MANHATTAN","CONED LOCKED VALVE DUE TO LEAK. F&R 70 feet OF 2 inches, 30 feet OF 1 feet & 30 feet OF 3/4 inches BR PIPE.TESTING AFTER SECONDARY LW VLV FROM TESTPORT TO (5) COMM DRYERS LOCATED IN SUBCELLAR FILED UNDER 101038878. DRYERS ARE VENTED FRM EXISTS EXHAUST VENT GOING TO EXT FACADE OF BUILDING. SPRINKLER COVERAGE FOR LAUNDRY ROOM IS COVERED UNDER LAA M08034811. NO COMPROMISING OF FIREPROOFING. THERE WILL BE NO PIPING IN THE PUBLIC HALLWAY. REQUESTING GAS INSP & GAS AUTHOR.","Other",,,"40.770611","-73.956579","10021","8","5","134","Lenox Hill-Roosevelt Island"
"Q08004697","PAA","P2","Approved",,"2022-11-22T00:00:00.000",,,,"Gas Plumbing Work","4271946","200-08","LINDEN BOULEVARD","QUEENS","DUE TO VACANCY GAS SHUT OFF BY UTILITY COMPANY FOR APT 2F ON 2ND. REPLACE METER BAR IN CEL SUPPLYING GAS USAGE FOR EXT COOKING IN APT 2F. REPLACE GAS FLEX AND APPLIANCE VALVE FOR EXT STOVE IN APT 2F. FIRESTOPPING WILL NOT BE COMPROMISED.","Other",,,"40.694394","-73.752398","11412","12","27","376","St. Albans"
"Q07993999","New Job Filing","I1","Signed off","Q07993999-I1-LA","2022-09-01T00:00:00.000","2022-09-01T00:00:00.000","2023-05-01T00:00:00.000","2022-11-23T00:00:00.000","Water Plumbing Work","4001731","39-84","45 STREET","QUEENS","IN CELLAR PLACEMENT OF TEMPORARY ELECTRIC AO SMITH ENT-40, 40 GAL HWH FOR DOMESTIC HOT WATER USE FOR DURATION OF OIL TO GAS CONVERSION FILED UNDER PERMIT #Q07993996-I1-LA. INSTALL APPROX 10 feet OF 1/2 inches COPPER WATER PIPING. ELECTRIC HEATER TO BE CAPPED AND REMOVED UPON RESTORATION OF GAS SERVICE. ELECTRIC PERMIT #Q07993726-I1-EL. PAA FILED TO SPECIFY WATER PIPE SIZE AND LENGTH.","2 Family","Pass-Final","2022-11-22T00:00:00.000","40.748904","-73.918507","11104","2","26","183","Hunters Point-Sunnyside-West Maspeth"
"B08018982","New Job Filing","I1","Permitted","B08018982-I1-LA","2022-11-22T00:00:00.000","2022-11-22T00:00:00.000","2023-06-28T00:00:00.000",,"Gas Plumbing Work","3024929","152","8 AVENUE","BROOKLYN","FILING TO CLEAR VIOLATION #39039414L. REPLACE GAS VALVE BEHIND THE EXISTING STOVE IN APT #3B ON THE 3RD FL. METER IS EXISTING. FOR COOKING ONLY. FIRESTOPS WILL NOT BE COMPROMISED","Other",,,"40.671525","-73.974416","11215","6","39","157","Park Slope-Gowanus"
"B00713479","New Job Filing","I1","Signed off","B00713479-I1-LA","2022-04-06T00:00:00.000","2022-04-06T00:00:00.000","2023-04-06T00:00:00.000","2022-04-20T00:00:00.000","Gas Plumbing Work","3008142","204","HUNTINGTON STREET","BROOKLYN","IN APT. 3H ON THE 3RD FLOOR, INSTALL NEW STOVE USED FOR COOKING IN APT. REPLACE WITH NEW GAS FLEXI. MASTER METER IS LOCATED IN THE CELLAR. NO GAS PIPING TO BE DONE IN PUBLIC HALLWAY, FIRE STOP WILL NOT BE COMPROMISED. GAS TEST & CERT NOT REQUIRED.","Other","Pass-Final","2022-04-19T00:00:00.000","40.675579","-73.998122","11231","6","39","77","Carroll Gardens-Columbia Street-Red Hook"
"X00779502","Subsequent Filing","S1","Permitted","X00779502-S1-LA","2022-11-22T00:00:00.000","2022-11-22T00:00:00.000","2023-08-11T00:00:00.000",,"Gas Plumbing Work","2004289","1163","BOSTON ROAD","BRONX","Upgraded two old -meter bars to approved 250 lite bars for two stoves located on the second floor. One is for the front apartment, and one is for the rear apartment both located on the second floor. Stoves are existing.","Other",,,"40.828654","-73.903337","10456","3","16","185","Morrisania-Melrose"
"X00466830","PAA","P1","Approved",,"2021-03-23T00:00:00.000",,,,"Gas Plumbing Work","2001580","3416","PARK AVENUE","BRONX","To replace 2 existing damaged boilers filed under job # 200925605 in conjunction with job # 200742125 and to install and register 2 new replacement boilers in the cellar. This is a direct replacement, no piping work was done. Boilers are being vented thru the chimney. No gas in public in hallway and fire stopping will not be compromised. GAS AUTHORIZTION IS REQUIRED.","Other",,,"40.829329","-73.909732","10456","3","16","185","Morrisania-Melrose"
"M00311469","New Job Filing","I1","Permitted - Corrections Under Review","M00311469-I1-LA","2020-02-06T00:00:00.000","2020-02-06T00:00:00.000","2020-03-15T00:00:00.000",,"Water Plumbing Work","1014490","260","WEST   39 STREET","MANHATTAN","EXTEND ONE STANDPIPE FIRE DEPARTMENT CONNECTION 2 FEET TO ALLOW FOR THE INSTALLATION OF A TEMPORARY SIDEWALK SHED FILED UNDER DOB NOW M00307249. RE-INSTALL ONE STANDPIPE FIRE DEPARTMENT CONNECTION IN EXISTING LOCATION WHEN SIDEWALK SHED IS REMOVED. SYSTEM WILL NOT BE DOWN FOR MORE THAN 5 HOURS.","Other",,,"40.754817","-73.989984","10018","5","3","113","Midtown-Midtown South"
"Q00315088","PAA","P1","Approved",,"2020-07-28T00:00:00.000",,,,"Water Plumbing Work","4015679","18-56","42 STREET","QUEENS","As per DEP Approval #19081626, one 1 1/2 inches Watts Model#LF009M2QT,  with approx 8 feet of 1 1/2 inches copper piping & one 4 inches Wilkins Model#450DA OS7Y DCDA with related 10 feet of 4 inches on first floor. Installing two new 3 inches floor drains with related 20 feet of 3 inches no hub piping and two 3 inches P Traps on the first floor. NOTE: installation is in compliant with PC Code Section 608.1","Other",,,"40.778118","-73.896944","11105","1","22","12301","Steinway"
"B00201966","New Job Filing","I1","Permitted","B00201966-I1-LA","2019-07-30T00:00:00.000","2019-07-30T00:00:00.000","2022-10-16T00:00:00.000",,"Gas Plumbing Work","3338410","176","GRAHAM AVENUE","BROOKLYN","REGISTER/REPLACE 1-GAS BOILER & 1-HW HEATER IN CELLAR. VENTING TO EXISTING CHIMNEY IN GOOD WORKING CONDITION. DUE TO LEAK REPLACE GAS VALVES FOR BOILER & WATER HEATER & REPLACE APPROX 10 feet OF 3/4 inches GAS PIPE IN CELLAR TO WATER HEATER (METER IS EXISTING) FIRESTOPS WILL NOT BE COMPROMISED. SUPERSEDE LAA #301447986","Other",,,"40.707742","-73.943257","11206","1","34","493","Bushwick South"
"Q00552346","New Job Filing","I1","Permitted","Q00552346-I1-LA","2021-07-06T00:00:00.000","2021-07-06T00:00:00.000","2022-07-06T00:00:00.000",,"Gas Plumbing Work","4210598","175-27","WEXFORD TERRACE","QUEENS","RUN APPROX 5 feet OF 3/4 inches GAS PIPE IN CELLAR TO THE EXISTING BOILER PILOT TO KEEP FROM SHUTTING OFF (#401031780) METER IS EXISTING. GAS WILL NOT BE SHUT OFF. FIRESTOPS WILL NOT BE COMPROMISED.","Other",,,"40.712537","-73.788099","11432","8","24","466","Jamaica Estates-Holliswood"
"B00096994","PAA","P1","Approved",,"2019-04-11T00:00:00.000",,,,"Gas Plumbing Work","3003398","226","WARREN STREET","BROOKLYN","REMOVE & CAP GAS LINE & REMOVE STOVE ON 1ST FLOOR. ELECTRIC STOVE WILL BE INSTALLED. ELECTRICAL PERMIT #B00151446. GAS METER IN CELLAR WILL BE REMOVED BY UTILITY COMPANY (THERE ARE NO OTHER APPLIANCES CONNECTED) 2 FAMILY AS PER C OF O #201312-031769 ON BIS","2 Family",,,"40.6872","-73.995161","11201","6","39","45","Carroll Gardens-Columbia Street-Red Hook"
"S00734396","New Job Filing","I1","Signed off","S00734396-I1-LA","2022-06-14T00:00:00.000","2022-06-14T00:00:00.000","2023-04-21T00:00:00.000","2022-06-25T00:00:00.000","Gas Plumbing Work","5118988","219","ROLLING HILL GREEN","STATEN ISLAND","Obtain gas authorization due to long period of vacancy. No new piping and no fire-stopping to be compromised. Existing gas meter at OSP services stove, dryer, water heater and HVAC on 001.","1 Family","Pass-Final","2022-06-24T00:00:00.000","40.551085","-74.193606","10312","3","51","17010","Arden Heights"
"M00732355","New Job Filing","I1","Signed off","M00732355-I1-LA","2022-05-13T00:00:00.000","2022-05-13T00:00:00.000","2023-04-30T00:00:00.000","2022-06-16T00:00:00.000","Gas Plumbing Work","1088109","95","WEST   95 STREET","MANHATTAN","TO COMPLY WITH ECB#39061256X & 39061257H, AT 1ST FL LAUNDRY RM (LEGAL AS PER C/O#70645 - SEE ATTACHED). INSTALL 1-1/2 inches LOCKWING VALVE AFTER EXIST VALVE FEEDING GAS TO DRYERS. REPLACE APPX 5 feet X 1-1/2 inches & 1 feet X 3/4 inches GAS PIPE, REPLACE EXIST APPLIANCE VALVE TO EXIST DRYER. SP HEADS FILED UNDER LAA#M00740261. FIRESTOPS TO BE RESTORED PER NYC CODE","Other","Pass-Final","2022-06-15T00:00:00.000","40.792106","-73.967804","10025","7","6","181","Upper West Side"
"M00739990","New Job Filing","I1","Permitted","M00739990-I1-LA","2022-05-17T00:00:00.000","2022-05-17T00:00:00.000","2023-01-24T00:00:00.000",,"Water Plumbing Work","1028167","22","WEST   66 STREET","MANHATTAN","DIRECT REPLACEMENT OF 3 LAVATORIES, 3 TOILETS, 1 KITCHEN SINK AND 1 SHOWER BASE IN APARTMENT  17  ON FLOOR 017.","Other",,,"40.772764","-73.979572","10023","7","6","149","Lincoln Square"
"B00682617","New Job Filing","I1","Signed off","B00682617-I1-LA","2022-02-16T00:00:00.000","2022-02-16T00:00:00.000","2023-02-17T00:00:00.000","2022-04-14T00:00:00.000","Fire Suppression Work","3018982","640","BALTIC STREET","BROOKLYN","RELOCATING AND REPLACING (1) SPRINKLER HEAD IN LAUNDRY ROOM ON 2ND FLOOR.","2 Family","Pass-Final","2022-04-13T00:00:00.000","40.6802","-73.979918","11217","6","39","12901","Park Slope-Gowanus"
"M00657940","New Job Filing","I1","Signed off","M00657940-I1-LA","2022-01-06T00:00:00.000","2022-01-06T00:00:00.000","2023-01-06T00:00:00.000","2022-03-16T00:00:00.000","Gas Plumbing Work","1044877","311","EAST   72 STREET","MANHATTAN","DUE TO LEAK AND UTIL SHUTDOWN, TEST EXIST GAS RISER FROM CELL THROUGH 16TH FLOOR. FEEDING 16APTS COOKING (1ST FLOOR 1E - 16TH FLOOR 17G). IN CELLAR REPLACE APPROX 10 feet OF 2 inches PIPE, ADD FLANGE TEST TEE AND 2 inches LOCK WING. IN APT 9G REPLACE 10 feet OF 2 inches GAS RISER. IN APTS 10G, 9G, 8G, 7G REPLACE GAS METER BAR WITH CLASS 250 BYPASS METER BAR, 20 feet 3/4 inches GAS PIPE AND APPLIANCE VALVE & FLEX. IN ALL OTHER APT REPLACE FLEX AS NEEDED. NO GAS PIPING PUBLIC HALLWAY, FIRESTOP TO BE RESTORED. GAS TEST & CERT REQ","Other","Pass-Final","2022-03-15T00:00:00.000","40.768481","-73.957581","10021","8","5","126","Lenox Hill-Roosevelt Island"
"Q00382191","PAA","P2","Pre-Filing",,,,,,"Gas Plumbing Work","4030163","39-42","65 PLACE","QUEENS","FILING LAA TO HELP CURE ECB VIO # 35426597H. REG REPLACEMENT BLR & HWH IN CELL. UPGRADE 1ST FL METER BAR IN CELL. REPLACE EX GAS RANGES ON 1ST & 2ND FL. TEST & REPAIR GAS LINES IF NEEDED. 2 GAS TEST. TEST FROM CELL-1ST & CELL-2ND FL. BLR & HWH VENTING TO EX MASONRY T.C. LINED CHIMNEY. FIRE STOPPING MAY BE COMPROMISED. REPLACE EX 1ST FL RISER 25 feet OF 1 1/4 inches,12 feet OF 1 inches & APPRX 15 feet OF 3/4 inches. RE PIPE 2ND FL RISER, APPROX 30 LINEAR FT OF 3/4 inches IN CELLAR CEILING WITH UPGRADED METER BAR.","2 Family",,,"40.744854","-73.898821","11377","2","26","263","Woodside"
"B08041709","New Job Filing","I1","Permitted","B08041709-I1-LA","2022-11-23T00:00:00.000","2022-11-23T00:00:00.000","2023-05-26T00:00:00.000",,"Water Plumbing Work","3223857","628","EAST   84 STREET","BROOKLYN","REMOVE ILLEGAL FIXTURES IN CEL: CAP/REMOVE GAS STOVE AND SHOWER. PERFORM GAS TEST. NO FIRESTOPS COMPROMISED. ALSO REPLACE BOTH RISERS (APPROX 100 feet OF BLACK PIPE) FROM METERS IN CEL TO APPLIANCES ON CEL - 002.","2 Family",,,"40.639996","-73.913278","11236","18","46","954","Canarsie"
"Q00741247","New Job Filing","I1","Signed off","Q00741247-I1-LA","2022-05-18T00:00:00.000","2022-05-18T00:00:00.000","2023-04-21T00:00:00.000","2022-09-14T00:00:00.000","Gas Plumbing Work","4005028","28-14","41 AVENUE","QUEENS","OBTAIN GAS AUTHORIZATION AFTER VACANCY. NO FIRESTOPPING TO BE COMPROMISED. EXISTING VENT FOR WATER HEATERS AND BOILERS CONNECT TO EXISTING CHIMNEY IN GOOD CONDITION. EXISTING GAS METERS PROVIDE SERVICE TO TWO(2) WATER HEATERS IN CELLAR, ONE(1) BOILER IN CELLARS AND TWO(2) STOVES ON 002. Register two(2) replaced water heaters at cellar. Boiler was installed under LAA 410272011 and is signed off.","Other","Pass-Final","2022-09-13T00:00:00.000","40.751304","-73.93738","11101","1","26","33","Queensbridge-Ravenswood-Long Island City"
"Q08038327","New Job Filing","I1","Permitted","Q08038327-I1-LA","2022-11-10T00:00:00.000","2022-11-10T00:00:00.000","2023-11-10T00:00:00.000",,"Gas Plumbing Work","4618965","46-02","VERNON BOULEVARD","QUEENS","Repair of gas leak on Con Edison Extension Service before meters after one regulator of twin set installation in cellar. Leaking section at left regulator has been isolated and locked between valves by Con Edison. Gas remains on to meters. End use of gas is HVAC, Cooking, HW Heaters and Dryers. No firestops will be compromised.","Other",,,"40.746725","-73.952773","11101","2","26","7","Hunters Point-Sunnyside-West Maspeth"
"M08044073","New Job Filing","I1","Permitted","M08044073-I1-LA","2022-11-22T00:00:00.000","2022-11-22T00:00:00.000","2023-04-01T00:00:00.000",,"Water Plumbing Work","1050529","1646","1 AVENUE","MANHATTAN","Apt # 10C/ 10th floor:  Replace existing plumbing fixtures with new one on existing roughing:  Bathroom 1: 1-water closet, 1-lavatory,  bathtub for shower using approx. 2ft feet of 2 inches NH pipe, approx.  5 feet of 3/4 inches and  4 feet of 1/2 inches copper pipe,             Fire stopping is not disturbed.","Other",,,"40.776614","-73.949556","10028","8","5","14401","Yorkville"
"B08026692","New Job Filing","I1","Signed off","B08026692-I1-LA","2022-10-27T00:00:00.000","2022-10-27T00:00:00.000","2023-01-10T00:00:00.000","2022-11-23T00:00:00.000","Gas Plumbing Work","3181943","1539","EAST   16 STREET","BROOKLYN","Due to utility gas shut down for gas leak on 2nd floor unit, register & replace Williamson boiler GSA-150-N-IP 150,000 BTU ANS Z21.13-2014, AO Smith hwh # PCG 75 300, 75,100 BTU ANSI Z21.10-3, Kenmore dryer # 87864100, 22,000 BTU ANS Z21.5.1-82, Frigidaire stove # FGF316DSD, 25,000 BTU, ANSI Z21.1.   Material used to fix leak after gas meter: 1-coupling, 1x3/4 tee, elbow, 1x4 nipple, 3/4 inches tee, 6-3/4 inches elbows, 8- 3/4 inches shoulder nipples, 2-3/4x5 nipples and 2- 3/4 inches left x right.","2 Family","Pass-Final","2022-11-22T00:00:00.000","40.611983","-73.957936","11230","14","48","544","Midwood"
