"name","boro","geo_dist","projdesc","award","consttype","buildingid","building_address","city","zip_code","borough","latitude","longitude","community_board","community_council","bin","bbl","census_tract","nta","location_1","data_as_of"
"I.S. 219 - BRONX","X","9","FY20 RESO A AUDITORIUM UPGRADE","940000","CIP","X148","3630 THIRD AVENUE","Bronx","11225","BRONX","40.833511","-73.90449","203","16","2009611","2029250001","14701","BX0302","(40.833511, -73.90449)","23-May"
"P.S. 138 - BROOKLYN","K","17","FIRE SPRINKLER","7216","CIP","K138","760 PROSPECT PLACE","Brooklyn","11225","BROOKLYN","40.67438","-73.951443","308","36","3330794","3012330026","31701","BK0802","(40.67438, -73.951443)","23-May"
"P.S. 107 - QUEENS","Q","25","FY16 RESO A MEDIA CENTER UPGRADE","338339.03","CIP","Q107","167-02 45 AVENUE","Queens","11225","QUEENS","40.756013","-73.799706","407","19","4123454","4054460018","1195","QN0705","(40.756013, -73.799706)","23-May"
"I.S. 141 - QUEENS","Q","30","ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","162831.77","CIP","Q141","37-11 21 AVENUE","Queens","11225","QUEENS","40.775589","-73.90509","401","22","4016102","4008100001","12301","QN0101","(40.775589, -73.90509)","23-May"
"P.S. 79 - QUEENS","Q","25","C OF O / ELECTRICAL WORK FOR A/C INITIATIVE / EXTERIOR MASONRY / LOW VOLTAGE ELECTRICAL SYSTEM / PARAPETS / ROOFS / TCU REMOVAL/PLAYGROUND REDEVELOPMENT","23648000","CIP","Q079","147-27 15 DRIVE","Queens","11225","QUEENS","40.785909","-73.818058","407","19","4105232","4046470001","1039","QN0702","(40.785909, -73.818058)","23-May"
"P.S. 6 - BRONX","X","12","EXTERIOR MASONRY / FIRE ALARM SYSTEM REPLACEMENT / FLOOD ELIMINATION / PARAPETS / ROOFS / VENTILATION","10283000","CIP","X006","1000 EAST TREMONT AVENUE","Bronx","11225","BRONX","40.840755","-73.881707","206","15","2010892","2030050010","359","BX0601","(40.840755, -73.881707)","23-May"
"P.S. 52 - QUEENS","Q","29","PATH OF TRAVEL PAVED AREAS- BLACKTOP / PAVED AREA- BLACKTOP","499976","CIP","Q052","178-37 146 TERRACE","Queens","11225","QUEENS","40.661122","-73.766733","413","31","4285972","4133530020","320","QN1306","(40.661122, -73.766733)","23-May"
"BROOKLYN TECH HS - K","K","13","KITCHEN FIRE SUPRESSION SYSTEM / LOW VOLTAGE ELECTRICAL SYSTEM","4291000","CIP","K430","29 FT GREENE PLACE","Brooklyn","11225","BROOKLYN","40.688834","-73.976905","302","35","3058752","3020980013","33","BK0203","(40.688834, -73.976905)","23-May"
"TELECOM. ARTS & TECH. HS - K","K","20","LSP REPLACE BURNER CONTROLS","53000","CIP","K485","350 67 STREET","Brooklyn","11225","BROOKLYN","40.637282","-74.023849","310","47","3144482","3058500030","70","BK1001","(40.637282, -74.023849)","23-May"
"P.S. 175 HENRY H GARNET - M","M","5","RPZ BACKFLOW PREVENTION DEVICES","450000","CIP","M175","175 WEST 134 STREET","Manhattan","11225","MANHATTAN","40.814422","-73.943664","110","9","1058248","1019190006","228","MN1002","(40.814422, -73.943664)","23-May"
"AVIATION HS - QUEENS","Q","24","IPDVS CAMERA INSTALLATION","294000","CIP","Q610","45-30 36 STREET","Queens","11225","QUEENS","40.743509","-73.929076","402","26","4436685","4002260001","17902","QN0202","(40.743509, -73.929076)","23-May"
"JONAS BRONCK ACADEMY - BRONX","X","10","Lease","13897230","CAP","X283","400 EAST FORDHAM ROAD","Bronx","10458","BRONX","40.8609","-73.891931","206","15","2116415","2030337501","38304","BX0603","(40.8609, -73.891931)","23-May"
"HERO HIGH (HEALTH, EDUCATION, AND RESEARCH OCCUPAT","X","7","BATHROOM UPGRADES / GYM UPGRADE","3775000","CIP","X655","455 SOUTHERN BOULEVARD","Bronx","11225","BRONX","40.810803","-73.907015","201","8","2003883","2025760026","35","BX0101","(40.810803, -73.907015)","23-May"
"3K CENTER @ 18-31 131ST STREET - QUEENS","Q","25","Lease","18388000","CAP","Q443","18-31 131ST STREET","Queens","11356","QUEENS","40.782958","-73.837713","407","19","4099024","4041370001","945","QN0701","(40.782958, -73.837713)","23-May"
"P.S. 183 - QUEENS","Q","27","FY19 RESO A PLAYGROUND / PATH OF TRAVEL RESO A PLAYGROUND","979000","CIP","Q183","2-45 BEACH 79 STREET","Queens","11225","QUEENS","40.589508","-73.805361","414","31","4303354","4161120001","94202","QN1402","(40.589508, -73.805361)","23-May"
"BARD COLLEGE HS - MANHATTAN","M","1","FY18 RESO A AUDITORIUM  UPGRADE","51812","CIP","M097","525 EAST HOUSTON STREET","Manhattan","11225","MANHATTAN","40.719029","-73.975891","103","2","1004062","1003250025","1002","MN0302","(40.719029, -73.975891)","23-May"
"PORT RICHMOND HS - R","R","31","ATHLETIC FIELD","15621000","CIP","R446","39 INNIS STREET","Staten Island","11225","STATEN IS","40.633704","-74.142364","501","49","5026076","5011210001","213","SI0106","(40.633704, -74.142364)","23-May"
"P.S. 76 - QUEENS","Q","30","RPZ BACKFLOW PREVENTION DEVICES","375000","CIP","Q076","36-36 10 STREET","Queens","11225","QUEENS","40.760852","-73.941143","401","26","4004331","4003540001","39","QN0105","(40.760852, -73.941143)","23-May"
"3K CENTER @ 5202 3RD AVENUE - BROOKLYN","K","15","Lease","6131242","CAP","K412","5202 3RD AVENUE","Brooklyn","11220","BROOKLYN","40.646464","-74.015838","307","38","3388017","3008050045","20","BK0702","(40.646464, -74.015838)","23-May"
"MIDDLE COLLEGE HIGH SCHOOL - QUEENS","Q","24","WATER INFILTRATION","944945","CIP","Q520","45-35 VAN DAM STREET","Queens","11225","QUEENS","40.744412","-73.93364","402","26","4003442","4002490001","17902","QN0202","(40.744412, -73.93364)","23-May"
"I.S. 443 - BROOKLYN","K","15","LSP VACUUM PUMP REPLACEMENT","187997","CIP","K845","330 18 STREET","Brooklyn","11225","BROOKLYN","40.660976","-73.988297","307","39","3331274","3008800001","147","BK0702","(40.660976, -73.988297)","23-May"
"THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS","M","3","BACKFLOW PREVENTER & WATER METER. / HVAC (BMS) WORK","2590900","CIP","M470","145 WEST 84 STREET","Manhattan","11225","MANHATTAN","40.785803","-73.974614","107","6","1032128","1012150001","169","MN0702","(40.785803, -73.974614)","23-May"
"P.S. 152 - QUEENS","Q","30","ELECTRICAL WORK FOR A/C INITIATIVE","589000","CIP","Q152","33-52 62 STREET","Queens","11225","QUEENS","40.753037","-73.900123","402","25","4027102","4011840014","293","QN0203","(40.753037, -73.900123)","23-May"
"I.S. 125 - QUEENS","Q","24","FLOORING REPLACEMENT","2670000","CIP","Q125","46-02 47 AVENUE","Queens","11225","QUEENS","40.741131","-73.918945","402","26","4052874","4022840006","23502","QN0202","(40.741131, -73.918945)","23-May"
"P.S. 124 - MANHATTAN","M","2","EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS","15430000","CIP","M124","40 DIVISION STREET","Manhattan","11225","MANHATTAN","40.714182","-73.995451","103","1","1075787","1002890001","16","MN0301","(40.714182, -73.995451)","23-May"
"P.S. 284 - BROOKLYN","K","23","CHARTER MATCH BATHROOM UPGRADE","422000","CIP","K284","213 OSBORN STREET","Brooklyn","11225","BROOKLYN","40.667377","-73.908214","316","41","3081460","3035440135","912","BK1602","(40.667377, -73.908214)","23-May"
"P.S. 89 - BRONX","X","11","PATH OF TRAVEL PLAYGROUND UPGRADE / PLAYGROUND UPGRADE","2430000","CIP","X089","980 MACE AVENUE","Bronx","11225","BRONX","40.863055","-73.859387","211","13","2051571","2044440016","324","BX1104","(40.863055, -73.859387)","23-May"
"P.S. 21 - QUEENS","Q","25","CEILING REPAIR","339724","CIP","Q021","147-36 26TH AVENUE","Queens","11225","QUEENS","40.774512","-73.819284","407","19","4108665","4048030001","1047","QN0704","(40.774512, -73.819284)","23-May"
"I.S. 93 - QUEENS","Q","24","RPZ BACKFLOW PREVENTION DEVICES","610000","CIP","Q093","66-56 FOREST AVENUE","Queens","11225","QUEENS","40.706041","-73.902584","405","30","4083511","4034900001","589","QN0502","(40.706041, -73.902584)","23-May"
"HS FOR LAW ENFORCEMENT - QUEENS","Q","28","LSP- DOMESTIC HOT WATER HEATER","160335.93","CIP","Q690","116-25 GUY R BREWER BOULEVARD","Queens","11225","QUEENS","40.686208","-73.784144","412","28","4464077","4123350049","278","QN1203","(40.686208, -73.784144)","23-May"
"I.S. 62 - BROOKLYN","K","20","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","7422000","CIP","K062","700 CORTELYOU ROAD","Brooklyn","11225","BROOKLYN","40.638686","-73.971651","312","39","3126842","3053910001","490","BK1203","(40.638686, -73.971651)","23-May"
"JOHN ADAMS HS - QUEENS","Q","27","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS","23280000","CIP","Q480","102-10 ROCKAWAY BOULEVARD","Queens","11225","QUEENS","40.679487","-73.836476","410","28","4202849","4095400002","864","QN1001","(40.679487, -73.836476)","23-May"
"STATEN ISLAND TECHNICAL HS - R","R","31","FY19 RESO A GYMNASIUM UPGRADE","513000","CIP","R440","485 CLAWSON STREET","Staten Island","11225","STATEN IS","40.567873","-74.115373","502","50","5107621","5042440001","134","SI0202","(40.567873, -74.115373)","23-May"
"P.S. 130 - BROOKLYN","K","15","FY20 RESO A ROOM RENOVATION","349000","CIP","K130","70 OCEAN PARKWAY","Brooklyn","11225","BROOKLYN","40.648884","-73.975607","307","39","3124019","3053190001","50001","BK0701","(40.648884, -73.975607)","23-May"
"P.S. 189 - MANHATTAN","M","6","FY20 RESO A GYMNASIUM UPGRADE","384888","CIP","M189","2580 AMSTERDAM AVENUE","Manhattan","11225","MANHATTAN","40.852631","-73.927604","112","10","1076750","1021590051","277","MN1202","(40.852631, -73.927604)","23-May"
"BERGTRAUM HS - MANHATTAN","M","2","LSP- AUDITORIUM UPGRADE","306000","CIP","M520","411 PEARL STREET","Manhattan","11225","MANHATTAN","40.711442","-74.000851","101","1","1001388","1001130100","2901","MN0102","(40.711442, -74.000851)","23-May"
"THE QUEENS SCHOOL OF INQUIRY-Q","Q","25","EXTERIOR MASONRY / PARAPETS / ROOFS","2449000","CIP","Q168","158-40 76 ROAD","Queens","11225","QUEENS","40.724458","-73.810216","408","24","4147847","4068260001","1257","QN0802","(40.724458, -73.810216)","23-May"
"INTERNATIONAL HIGH SCHOOL - K","K","21","IPDVS CAMERA INSTALLATION","488000","CIP","K400","2630 BENSON AVENUE","Brooklyn","11225","BROOKLYN","40.594291","-73.98577","313","47","3186454","3068830001","306","BK1301","(40.594291, -73.98577)","23-May"
"P.S. 345 - BROOKLYN","K","19","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","6888000","CIP","K345","111 BERRIMAN STREET","Brooklyn","11225","BROOKLYN","40.676129","-73.880337","305","37","3088734","3039900001","1192","BK0502","(40.676129, -73.880337)","23-May"
"I.S. 22 - BRONX","X","9","ELECTRICAL WORK FOR A/C INITIATIVE","15541.36","CIP","X022","270 EAST 167 STREET","Bronx","11225","BRONX","40.833131","-73.914027","204","16","2002410","2024380050","175","BX0401","(40.833131, -73.914027)","23-May"
"P.S. 63 - QUEENS","Q","27","RTU REPLACEMENT","1987000","CIP","Q063","90-15 SUTTER AVENUE","Queens","11225","QUEENS","40.67641","-73.846773","410","32","4190727","4091550025","54","QN1002","(40.67641, -73.846773)","23-May"
"P.S. 36 - QUEENS","Q","29","EXTERIOR MASONRY / PARAPETS / ROOFS","5517000","CIP","Q036","187-01 FOCH BOULEVARD","Queens","11225","QUEENS","40.690828","-73.763907","412","27","4268900","4124390032","366","QN1205","(40.690828, -73.763907)","23-May"
"P.S. 185 - BROOKLYN","K","20","EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS","5183000","CIP","K185","8601 RIDGE BOULEVARD","Brooklyn","11225","BROOKLYN","40.623986","-74.033779","310","47","3153416","3060430001","60","BK1001","(40.623986, -74.033779)","23-May"
"P.S. 71 - BRONX","X","8","KITCHEN EXHAUST REPLACEMENT","507000","CIP","X071","3040 ROBERTS AVENUE","Bronx","11225","BRONX","40.845787","-73.829829","210","13","2046140","2041710001","26602","BX1003","(40.845787, -73.829829)","23-May"
"I.S. 206B - BRONX","X","10","FY21 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE","648000","CIP","X206","2280 AQUEDUCT AVENUE","Bronx","11225","BRONX","40.859686","-73.906495","207","14","2086823","2032090001","253","BX0701","(40.859686, -73.906495)","23-May"
"P.S. 503 - BROOKLYN","K","20","CEILING REPAIR","1681900","CIP","K314","330 59 STREET","Brooklyn","11225","BROOKLYN","40.642121","-74.018997","307","38","3016258","3008620012","74","BK0702","(40.642121, -74.018997)","23-May"
"P.S. 84 - MANHATTAN","M","3","FY18 RESO A PLAYGROUND UPGRADE","588634","CIP","M084","32 WEST 92 STREET","Manhattan","11225","MANHATTAN","40.789526","-73.967574","107","6","1081042","1012050006","177","MN0702","(40.789526, -73.967574)","23-May"
"I.S. @ 47-10 BARNETT AVENUE - QUEENS","Q","30","New","68887000","CAP","Q429","47-10 BARNETT AVENUE","Queens","11104","QUEENS","40.750017","-73.915867","402","26","4000846","4001250010","169","QN0202","(40.750017, -73.915867)","23-May"
"P.S. 166 - MANHATTAN","M","3","FY18 RESO A LIBRARY UPGRADES","498900","CIP","M166","132 WEST 89 STREET","Manhattan","11225","MANHATTAN","40.788865","-73.971847","107","6","1032308","1012190047","173","MN0702","(40.788865, -73.971847)","23-May"
"EPIC HIGH SCHOOL - SOUTH","Q","27","SCIENCE LAB","3680100","CIP","Q226","121-10 ROCKAWAY BOULEVARD","Queens","11225","QUEENS","40.675771","-73.816938","410","28","4253607","4117140100","840","QN1001","(40.675771, -73.816938)","23-May"
"P.S. 173 - QUEENS","Q","26","EXTERIOR MASONRY / PARAPETS / ROOFS","6324000","CIP","Q173","174-10 67TH AVENUE","Queens","11225","QUEENS","40.734572","-73.795484","408","24","4149690","4069270022","1223","QN0803","(40.734572, -73.795484)","23-May"
"P.S. 207 - BROOKLYN","K","22","FY18 RESO A AUDITORIUM  UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE","671170","CIP","K207","4011 FILLMORE AVENUE","Brooklyn","11225","BROOKLYN","40.613353","-73.930129","318","46","3239388","3084840001","652","BK1802","(40.613353, -73.930129)","23-May"
"P.S. 203 - QUEENS","Q","26","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","6575000","CIP","Q203","53-11 SPRINGFIELD BOULEVARD","Queens","11225","QUEENS","40.754201","-73.760636","411","23","4161005","4074820317","138501","QN1102","(40.754201, -73.760636)","23-May"
"HS FOR HEALTH CAREER & SCIENCE - M","M","6","WATER MAIN- BACKFLOW ISSUE","890000","CIP","M465","549 AUDUBON AVENUE","Manhattan","11225","MANHATTAN","40.855855","-73.92712","112","10","1076751","1021600018","277","MN1202","(40.855855, -73.92712)","23-May"
"P.S. 123 - QUEENS","Q","27","LSP DOMESTIC WATER HEATER REPLACEMENT","147058.92","CIP","Q123","145-01 119 AVENUE","Queens","11225","QUEENS","40.678296","-73.79562","412","28","4260828","4120190010","18402","QN1203","(40.678296, -73.79562)","23-May"
"GRANT AVENUE ELEMENTARY SCHOOL","X","9","FY19 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE","1487700","CIP","X166","250 EAST 164 STREET","Bronx","11225","BRONX","40.828696","-73.917668","204","16","2002497","2024460043","18302","BX0401","(40.828696, -73.917668)","23-May"
"EDWARD R. MURROW HS - K","K","21","IDA GYM FLOOR REPLACEMENT @ K525","763536.48","CIP","K525","1600 AVENUE L","Brooklyn","11225","BROOKLYN","40.620525","-73.959285","314","44","3180673","3067340109","768","BK1403","(40.620525, -73.959285)","23-May"
"M.S. 282 - QUEENS","Q","27","PAVED AREAS CONCRETE- SIDEWALKS & COURTYARD","2555000","CIP","Q465","8-21 BAY 25 STREET","Queens","11225","QUEENS","40.60201","-73.762795","414","31","4300730","4157360001","100804","QN1401","(40.60201, -73.762795)","23-May"
"P.S. 92 - QUEENS","Q","30","ROOFS","3943675","CIP","Q292","99-01 34TH AVENUE","Queens","11225","QUEENS","40.755418","-73.869017","403","21","4042496","4017140018","377","QN0303","(40.755418, -73.869017)","23-May"
"P.S. 101 - QUEENS","Q","28","LSP- DOMESTIC WATER HEATER","151075.45","CIP","Q101","2 RUSSELL PLACE","Queens","11225","QUEENS","40.715585","-73.843898","406","29","4078312","4032700001","723","QN0602","(40.715585, -73.843898)","23-May"
"P.S. 7 - MANHATTAN","M","4","ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","99700","CIP","M007","160 EAST 120 STREET","Manhattan","11225","MANHATTAN","40.801007","-73.939349","111","8","1083501","1017680021","196","MN1102","(40.801007, -73.939349)","23-May"
"ALC-JANE ADDAMS HS","X","8","IPDVS CAMERA INSTALLATION","230000","CIP","X650","900 TINTON AVENUE","Bronx","11225","BRONX","40.821675","-73.903546","203","17","2004807","2026680001","133","BX0301","(40.821675, -73.903546)","23-May"
"BROOKLYN ACADEMY HS - BROOKLYN","K","13","WORK REQUIRED TO OBTAIN A C OF O","9436400","CIP","K458","832 MARCY AVENUE","Brooklyn","11225","BROOKLYN","40.685004","-73.947152","303","36","3051641","3018230038","249","BK0301","(40.685004, -73.947152)","23-May"
"P.S. 108 - BRONX","X","11","Addition","61870000","CAP","X108","1166 NEILL AVENUE","Bronx","10461","BRONX","40.854726","-73.853227","211","13","2048608","2042750001","288","BX1102","(40.854726, -73.853227)","23-May"
"MANHTN CT FOR MATH & SCI. HS - M","M","4","RPZ BACKFLOW PREVENTION DEVICES","747000","CIP","M435","260 PLEASANT AVENUE","Manhattan","11225","MANHATTAN","40.793856","-73.934028","111","8","1053152","1017130001","178","MN1102","(40.793856, -73.934028)","23-May"
"P.S. 96 - MANHATTAN","M","4","LOW VOLTAGE ELECTRICAL SYSTEM / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","9680050","CIP","M096","216 EAST 120 STREET","Manhattan","11225","MANHATTAN","40.800256","-73.937558","111","8","1074333","1017840012","194","MN1102","(40.800256, -73.937558)","23-May"
"LONG ISLAND CITY HS - Q","Q","30","CULINARY ARTS ROOM","2180000","CIP","Q452","14-30 BROADWAY","Queens","11225","QUEENS","40.765826","-73.9328","401","22","4467709","4005290002","45","QN0105","(40.765826, -73.9328)","23-May"
"P.S. 150 - QUEENS","Q","30","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS","8888000","CIP","Q150","40-01 43 AVENUE","Queens","11225","QUEENS","40.745537","-73.923776","402","26","4002387","4001850001","18101","QN0202","(40.745537, -73.923776)","23-May"
"BERGTRAUM HS - MANHATTAN","M","2","LSP- LIGHTING UPGRADE","209800","CIP","M520","411 PEARL STREET","Manhattan","11225","MANHATTAN","40.711442","-74.000851","101","1","1001388","1001130100","2901","MN0102","(40.711442, -74.000851)","23-May"
"BENJAMIN N. CARDOZO HS - QUEENS","Q","26","ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","454000","CIP","Q415","57-00 223 STREET","Queens","11225","QUEENS","40.752333","-73.75599","411","23","4161735","4075290001","138501","QN1102","(40.752333, -73.75599)","23-May"
"GROVER CLEVELAND HS - QUEENS","Q","24","ELECTRICAL WORK FOR A/C INITIATIVE","966000","CIP","Q485","21-27 HIMROD STREET","Queens","11225","QUEENS","40.711033","-73.908814","405","30","4080227","4033630001","59501","QN0502","(40.711033, -73.908814)","23-May"
"THE SCHOLARS ACADEMY - QUEENS","Q","27","CONDENSATION RESOLUTION","21648","CIP","Q180","320 BEACH 104 STREET","Queens","11225","QUEENS","40.584158","-73.825736","414","32","4303722","4161590012","938","QN1403","(40.584158, -73.825736)","23-May"
"IT TAKES A VILLAGE ACADEMY - K","K","18","LIGHTING UPGRADE","613495","CIP","K415","5800 TILDEN AVENUE","Brooklyn","11225","BROOKLYN","40.648657","-73.922171","317","45","3104598","3047420001","936","BK1703","(40.648657, -73.922171)","23-May"
"P.S. 197 - QUEENS","Q","27","FY21 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE","439880","CIP","Q197","825 HICKSVILLE ROAD","Queens","11225","QUEENS","40.600199","-73.743968","414","31","4298856","4155970001","101002","QN1401","(40.600199, -73.743968)","23-May"
"P.S. 277 - BRONX","X","7","COVID VENTILATION","7695000","CIP","X027","519 ST ANNS AVENUE","Bronx","11225","BRONX","40.813517","-73.913402","201","8","2000114","2022740023","43","BX0101","(40.813517, -73.913402)","23-May"
"3K CENTER @ 63-57 FRESH POND ROAD - QUEENS","Q","24","Lease","14759532","CAP","Q366","63-57 FRESH POND ROAD","Queens","11385","QUEENS","40.710748","-73.899573","405","30","4087482","4036090001","61301","QN0502","(40.710748, -73.899573)","23-May"
"P.S. 195 - QUEENS","Q","29","PARAPETS / ROOFS / WATER PENETRATION","8010530","CIP","Q195","253-50 149 AVENUE","Queens","11225","QUEENS","40.653006","-73.736395","413","31","4290116","4136550001","66403","QN1307","(40.653006, -73.736395)","23-May"
