"entity_name","entity_role","street_address","suite_apartment_number","city","state","postcode","country","owner_officer_1_first_name","owner_officer_1_last_name","individual_role_1","individual_title_1","officer_equivalent_1","owner_officer_2_first_name","owner_officer_2_last_name","individual_role_2","individual_title_2","officer_equivalent_2","owner_officer_3_first_name","owner_officer_3_last_name","individual_role_3","individual_title_3","officer_equivalent_3","owner_officer_4_first_name","owner_officer_4_last_name","individual_role_4","individual_title_4","officer_equivalent_4","owner_officer_5_first_name","owner_officer_5_last_name","individual_role_5","individual_title_5","officer_equivalent_5","borough","zipcode","assembly_district","election_district_","bin","bbl","community_board","council_district","census_tract","nta","latitude","longitude"
"GREENVALE PLAZA INTERIORS CORP","Sub-Contractor","1 Plaza Road","2nd Floor","Greenvale","NEW YORK","11548","USA","Michael","Fillas","Officer","Principal",,"Michael","Fillas","Owner","Principal",,"Michael","Fillas","Owner","President",,"Peter","Eleftheriades","Officer","Controller",,,,,,,"Out of NYC",,,,,,,,,,,
"INDUSTRIAL DOOR & GLASS","Sub-Contractor","4460 White Plains Rd",,"Bronx","NEW YORK","10470","USA","James","Riordian","Owner","President",,,,,,,,,,,,,,,,,,,,,,"Bronx","10470","81","021","2093805","2050700026","12","11","434","BX62","40.899338","-73.853540"
"KEN-CAL MAINTENANCE CORP","Sub-Contractor","399 Knollwood Road",,"White Plains","NEW YORK","10603","USA","Kenneth","Hirschberg","Owner","President",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"CERTIFIED G. I. INC","Contractor","623 West 51st Street",,"New York","NEW YORK","10019","USA","Dean","Landry","Officer","Vice President","Chief Operating Officer","Michael","Borrico","Both","President",,"Dean","Landry","Officer","Vice President",,"Michael","Borrico","Officer","President",,,,,,,"Manhattan","10019","67","005","1027139","1010990019","04","03","135","MN15","40.766771","-73.994798"
"FLS STEEL CONTRACTING, INC.","Sub-Contractor","91-32 75th Street",,"Woodhaven","NEW YORK","11421","USA","Dominick","LoFaso","Both","President","Chief Executive Officer","Dominick","LoFaso","Officer","President","Chief Executive Officer","Dominick","LoFaso","Officer","CEO","Chief Executive Officer","Dominick","LoFaso","Officer","President",,,,,,,"Queens","11421","38","045","4184586","4089420035","09","30","6","QN53","40.685639","-73.865187"
"REPUBLIC EXTERIOR SERVICES CORP","Sub-Contractor","26 Capt Faldermeyer DR",,"Stony Point","NEW YORK","10980","USA","fari","hama","Officer","president",,"Fari","Hama","Officer","President",,"Fari","Hama","Both","Vice President","Chief Executive Officer","Fari","Hama","Both","owner","Chief Executive Officer","Derek","Barran","Owner","President",,"Out of NYC",,,,,,,,,,,
"T.M. BIER & ASSOCIATES, INC.","Sub-Contractor","79 Hazel Street",,"Glen Cove","NEW YORK","11542","USA","Robert","Bier","Officer","Senior Vice President",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"VITORIA CONSTRUCTION INC","Sub-Contractor","35-15 34th street Apt C23",,"Astoria","NEW YORK","11106","USA","Luis","Reis","Owner","president",,,,,,,,,,,,,,,,,,,,,,"Queens","11106","30","068","4009584","4006380019","01","26","57","QN70","40.756614","-73.926406"
"ECONOMY IRON WORK","Sub-Contractor","670 Southern Blvd",,"Bronx","NEW YORK","10454","USA","anderson","lopez","Owner","president",,,,,,,,,,,,,,,,,,,,,,"Bronx","10455","84","085","2094273","2026030173","02","08","83","BX33","40.813224","-73.900256"
"COMMUNITY PAVING CORP.","Sub-Contractor","271 West Lincoln Avenue",,"Mount Vernon","NEW YORK","10550","USA","Alfredo","Maiorano","Owner","president",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"CASINO DEVELOPMENT GROUP, INC.","Sub-Contractor","54-01 43rd St.",,"Maspeth","NEW YORK","11378","USA","William","Charon","Owner","President",,,,,,,,,,,,,,,,,,,,,,"Queens","11378","37","026","4058814","4025220010","02","30","205","QN31","40.732146","-73.924553"
"SITEWORKS CONTRACTING CORP","Sub-Contractor","PO Box 3290",,"Mt Vernon","NEW YORK","10553","USA","Peter","Borducci","Officer","Exec. Vice President",,"Patricia","Rossi","Officer","Executive Assistant",,"Patricia","Rossi","Officer","President",,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"LONG ISLAND CONCRETE, INC.","Sub-Contractor","215-10 Hempstead Avenue",,"Queens Village","NEW YORK","11429","USA","Jennifer","Reyes","Both",,,"Jennifer","Reyes","Both","Officer",,,,,,,,,,,,,,,,,"Queens","11429","33","043","4238780","4110830079","13","27","540","QN34","40.715576","-73.743730"
"ON POINT WINDOW TREATMENT","Sub-Contractor","145 Main Avenue",,"Passaic","NEW YORK","7055","USA","Joseph","Goldberger","Both","owner","Chief Executive Officer","Yossy","Goldberger","Officer","Compliance",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"DFB CONSTRUCTION LLC","Sub-Contractor","918 EAST 211 STREET",,"BRONX","NEW YORK","10469","USA","DILOO","BROWN","Owner","PRESIDENT",,,,,,,,,,,,,,,,,,,,,,"Bronx","10469","83","031","2058663","2046810043","12","12","368","BX44","40.876051","-73.859385"
"LB AND J CONSTRUCTION INC","Sub-Contractor","1105 Jericho Turnpike",,"New Hyde Park","NEW YORK","11040","USA","JASPREET","SINGH","Owner","PRESIDENT",,"Jarpeet","Singh","Officer","President",,"JASPREET","SINGH","Both","PRESIDENT","Chief Executive Officer",,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"SEALPROOF CORP","Sub-Contractor","342 North High Street",,"Mount Vernon","NEW YORK","10550","USA","Gennaro","Arpaia","Officer","Chief Operating",,"Gennaro","Arpaia","Officer","Chief Operating Officer","Chief Executive Officer","Gennaro","Arpaia","Officer","Chief Operating Officer",,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"NYC CRANE HOIST OPERATIONS","Sub-Contractor","2-4 Kieffer Lane",,"Kingston","NEW YORK","12401","USA","Thomas","Avinger","Officer","President",,"THOMAS","AURINGER","Both","Pres",,"Thomas","Auringer","Both","Pres",,"Thomas","Auringer","Officer","MEMBER",,"THOMAS","AURINGER","Both","President",,"Out of NYC",,,,,,,,,,,
"APEX DEVELOPMENT INC.","Sub-Contractor","358 BROADWAY",,"NEWARK","NEW JERSEY","7104","USA","Chinyelu","Oraegdunam","Officer","Vice President",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"BLUE WATER PLUMBING INC","Sub-Contractor","75-14 Jamaica Ave",,"Woodhaven","NEW YORK","11421","USA","Hector","Asencio","Both","COO","Chief Operating Officer",,,,,,,,,,,,,,,,,,,,,"Queens","11421","38","024","4183032","4089040007","09","30","4","QN53","40.691449","-73.866286"
"VITRUVIUS CONTRACTING CORP.","Sub-Contractor","151 INDUSTRIAL LOOP",,"STATEN ISLAND","NEW YORK","10309","USA","NICK","BROZEK","Owner","PRESIDENT",,,,,,,,,,,,,,,,,,,,,,"Staten Island","10309","62","009","5151682","5072060284","03","51","226","SI11","40.549592","-74.230617"
"GREAT NORTHERN CARPET COMPANY","Sub-Contractor","100 Park Avenue","16 floor","New York","NEW YORK","10017","USA","Lawrence","Lipton","Owner","President",,,,,,,,,,,,,,,,,,,,,,"Manhattan","10017","73","007","1035319","1012750027","05","04","82","MN20","40.751000","-73.978504"
"BLACK HAWK INC.","Sub-Contractor","194A Miller Place",,"Hicksville","NEW YORK","11801","USA","Thomas","Guarino","Officer","President",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"SP GROUP PLUMBING AND HEATING LLC","Sub-Contractor","20-35 Steinway Street",,"Astoria","NEW YORK","11105","USA","Scott","Lovetro","Officer","Partner",,,,,,,,,,,,,,,,,,,,,,"Queens","11105","36","055","4015601","4007990018","01","22","12301","QN72","40.775689","-73.902584"
"FORGE CONTRACTING CORP.","Sub-Contractor","437 Faile Street",,"Bronx","NEW YORK","10474","USA","Pablo","Lopez","Officer","Owner",,,,,,,,,,,,,,,,,,,,,,"Bronx","10474","84","077","2006896","2027720050","02","17","93","BX27","40.809372","-73.885148"
"ANDR SERVICES GROUP INC.","Sub-Contractor","36-27 31st STreet","Suite 5","LIC","NEW YORK","11106","USA","Marcelo","Andrade","Owner","President",,,,,,,,,,,,,,,,,,,,,,"Queens","11106","30","079","4007893","4006000016","01","26","51","QN68","40.756037","-73.930182"
"SUNKEEPER SOLAR LLC","Sub-Contractor","639 Marlborough Rd",,"Brooklyn","NEW YORK","11230","USA","Jamin","Bennett","Owner","owner",,"BRET","HEILIG","Officer","VP OPERATIONS",,"BRET","HEILIG","Officer","VP OF OPERATIONS",,"Jamin","Bennett","Officer","Vice President",,,,,,,"Brooklyn","11230","42","037","3121230","3052370078","14","45","460","BK42","40.633971","-73.963081"
"BRAVO STONE & TILE, LLC","Sub-Contractor","4101 1st Avenue",,"Brooklyn","NEW YORK","11232","USA","Ari","Weber","Both","President",,"Ari","Weber","Owner","owner",,"Kevin","Stewart","Both",,,"Ari","Weber","Both",,,,,,,,"Brooklyn","11232","51","056","3010631","3007160001","07","38","2","BK32","40.655380","-74.013976"
"STERILEMED, LLC","Sub-Contractor","77 Tarrytown Road","Suite 1-SE","White Plains","NEW YORK","10607","USA","Aly","Luiso","Owner",,,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"ZATOS PLUMBING","Sub-Contractor","277 Broadway","Suite 507","New York","NEW YORK","10007","USA","Marianne","Stratis","Officer","Associates",,"Marianne","Stratis","Officer","VP",,,,,,,,,,,,,,,,,"Manhattan","10007","66","007","1001635","1001490033","01","01","21","MN24","40.714349","-74.006172"
"NUNEZ INSULATION LLC","Sub-Contractor","36 Mill Plain Road","Suite 305","Danbury","CONNECTICUT","6811","USA","Eli","Nunez Vargas","Officer","Owner",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"ATLAS CONSTRUCTION OF NEW YORK, INC.","Sub-Contractor","59-21 56 Street",,"Maspeth","NEW YORK","11378","USA","Fotios","Demopoulos","Officer","President",,,,,,,,,,,,,,,,,,,,,,"Queens","11378","37","041","4544438","4026310005","05","30","535","QN30","40.716934","-73.912236"
"J&R SURFACES, INC.","Sub-Contractor","129 E. 4th St.",,"Lakewood","NEW YORK","8701","USA","Joshua","Herz","Owner","Owner",,"Joshua","Herz","Officer","President",,"Joshua","Herz","Owner","President",,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"EMPIRE FIRE STOPPING LLC","Sub-Contractor","124 Remington Pl",,"New Rochelle","NEW YORK","10801","USA","John","Henry","Owner","president",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"NEW YORK HOIST, LLC","Sub-Contractor","180 Meister Blvd",,"Freeport","NEW YORK","12401","USA","Dave","Auringer","Officer","COO","Chief Operating Officer","Thomas","Auringer","Both","Member",,"Thomas","Auringer","Owner","Managing Member",,"Dave","Auringer","Owner","Chief Operating Officer",,"Thomas","Auringer","Officer","Managing Member",,"Out of NYC",,,,,,,,,,,
"GLASS LINK L.L.C.","Sub-Contractor","1 Bridge Street","Suite 20","Irvington","NEW YORK","10533","USA","Ariel","Paula","Owner","owner",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"MANHATTAN CONCRETE LLC","Sub-Contractor","511 Canal Street","6th Floor","New York","NEW YORK","10013","USA","Niall","Gillespie","Owner","COO",,,,,,,,,,,,,,,,,,,,,,"Manhattan","10013","66","068","1010287","1005940008","02","03","37","MN24","40.724425","-74.008915"
"EC CONTRACTING INC","Sub-Contractor","25 BANFI PLAZA WEST",,"FARMINGDALE","NEW YORK","11735","USA","EDWARD","CRIMMINS","Both","PRESIDENT","Chief Executive Officer","EDWARD","CRIMMINS","Owner","PRESIDENT",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"NATIONS ROOF OF NEW YORK, LLC","Sub-Contractor","255 Lake Avenue",,"Yonkers","NEW YORK","10701","USA","Ann","Bremen","Both",,,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"E HANSEN CORP","Sub-Contractor","300 North Ohioville Road",,"New Paltz","NEW YORK","12561","USA","Erik","Hansen","Officer","President",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"WS SOUTH CONSTRUCTION INC","Sub-Contractor","18-12 Center Street",,"Ridgewood","NEW YORK","11385","USA","Carlos","Alarcon","Both","Vice President",,,,,,,,,,,,,,,,,,,,,,"Queens",,,,,,,,,,,
