"siteid","inspectionid","inpectiondate","location","question1","question2","_2_option1","_2_option2","_2_option3","_2_option4","_2_option5","_2_option6","_2_ticketnumber","_2_bikeidnumber","_2_multipleinstances","_2_ticketcomments","question3","_3_option1","_3_option2","_3_option3","_3_option4","_3_ticketnumber","_3_ticketcomments","question4","_4_option1","_4_option2","_4_option3","_4_option4","_4_ticketnumber","_4_ticketcomments","question5","question6","question7","question8","_8_option1","_8_option2","_8_option3","_8_ticketnumber","_8_bikeidnumber","_8_ticketcomments","question9","question10"
"4033.06","112709","2020-02-10T12:38:15.000Z","Park Place and Franklin Avenue","No","No",,,,"Yes",,,,,"No","Last plate misaligned","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4565.06","75595","2018-10-09T15:28:11.000Z","State Street and Smith Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5114.06","75469","2018-10-04T11:14:12.000Z","West Thames Street and South End Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5746.04","72759","2018-07-30T13:34:01.000Z","East 11th Street and Second Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5279.03","76163","2018-10-22T11:33:10.000Z","Centre Street and Worth Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6932.15","88151","2019-09-16T14:09:34.000Z","East 68th Street and Madison Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"6280.12","101198","2019-12-31T13:13:07.000Z","East 32nd Street and Park Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5187.03","113236","2020-02-21T14:39:21.000Z","Hope Street and Union Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4362.04","100181","2019-11-20T14:05:36.000Z","Pacific Street and Nevins Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7243.04","81617","2019-03-12T12:57:19.000Z","East 84th Street and Park Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6969.08","83775","2019-05-08T12:05:14.000Z","East 66th Street and Madison Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5326.06","77977","2018-12-05T12:49:14.000Z","Stanton Street and Mangin Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6912.01","86382","2019-07-18T12:52:18.000Z","7th Avenue and Central Park South","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7579.01","88400","2019-09-24T10:58:21.000Z","Pleasant Avenue and East 120th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4077.07","72321","2018-07-17T15:11:35.000Z","Court Street and Nelson Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5712.03","87026","2019-08-12T09:40:38.000Z","Cooper Square and Astor Place","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4781.03","113452","2020-02-27T11:53:00.000Z","Concord Street and Bridge Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4927.04","101168","2019-12-30T13:10:07.000Z","Front Street and Gold Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4446.01","72937","2018-08-02T12:50:16.000Z","Bergen Street and Smith Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7443.01","84316","2019-05-21T12:04:04.000Z","Madison Avenue and East 99th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7146.04","79412","2019-01-16T11:56:32.000Z","East 85th Street and York Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5489.04","83307","2019-04-26T12:28:10.000Z","North 11th Street and Kent Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5065.12","75492","2018-10-04T13:04:28.000Z","William Street and Pine Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"6626.01","87432","2019-08-22T14:40:49.000Z","East 48th Street and Fifth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7484.07","79526","2019-01-22T10:39:31.000Z","West 88th Street and West End Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4903.08","74135","2018-08-31T14:18:01.000Z","Old Fulton Street and Water Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5250.05","79666","2019-01-23T14:00:46.000Z","Bushwick Avenue and Powers Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5581.01","85210","2019-06-12T12:11:28.000Z","Nassau Avenue and Russell Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6740.01","101557","2020-01-08T12:48:58.000Z","West 52nd Street and Sixth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7522.02","87611","2019-08-28T15:05:35.000Z","First Avenue and East 110th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4519.04","86697","2019-07-29T13:02:01.000Z","Kosciuszko Street and Nostrand Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4990.01","75266","2018-10-01T11:21:12.000Z","Railroad Avenue and Kay Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5746.14","87183","2019-08-15T14:40:16.000Z","East 11th Street and First Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6137.04","78739","2018-12-28T12:27:05.000Z","5th Street and 51st Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6076.01","98930","2019-10-15T12:12:48.000Z","48th Avenue and 30th Place","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4119.04","75848","2018-10-15T11:07:05.000Z","Clinton Street and 4th Place","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5785.05","78867","2019-01-02T14:37:30.000Z","Greenpoint Avenue and Manhattan Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7386.10","80522","2019-02-13T12:31:59.000Z","Second Avenue and East 99th Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5065.10","101780","2020-01-15T11:30:19.000Z","Maiden Lane and Pearl Street","No","No",,,,,"Yes",,,,"No","Misaligned wheelstop","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7183.03","78230","2018-12-12T14:11:37.000Z","Riverside Boulevard and West 67th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4637.06","75066","2018-09-25T12:48:31.000Z","Fulton Street and Adams Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4278.03","78250","2018-12-13T12:27:29.000Z","Marcus Garvey Boulevard and Macon Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4993.12","77882","2018-12-04T09:11:45.000Z","Old Slip and Water Street","No","No",,,,,"Yes",,,,"No","Flattened delineator in front of dock 27","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4169.04","100216","2019-11-21T13:34:08.000Z","Pioneer Street and Van Brunt Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7123.04","111893","2020-01-21T11:06:29.000Z","West 64th Street and Thelonious Monk Circle","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6072.14","86562","2019-07-24T13:38:48.000Z","Gansevoort Street and Hudson Street","No","No",,,,"Yes",,"Yes",,,"No","Last plate misaligned","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7795.09","75886","2018-10-15T12:04:21.000Z","Frederick Douglass Boulevard and West 129th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6551.02","113921","2020-03-10T11:44:24.000Z","West 44th Street and Fifth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7018.01","112191","2020-01-27T12:24:30.000Z","31st Street and Hoyt Avenue North","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5593.04","85689","2019-06-26T15:11:22.000Z","East 4th Street and Second Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7502.01","75424","2018-10-03T13:25:19.000Z","West 92nd Street and Broadway","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7026.08","100966","2019-12-17T12:49:06.000Z","Newtown Avenue and 23rd Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7667.04","76993","2018-11-13T12:22:57.000Z","Madison Avenue and East 120th Street","No","No",,,,"Yes",,"Yes",,,"No","Remove graffiti on kiosk (ad side)","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"6688.01","86599","2019-07-25T13:11:31.000Z","Crescent Street and 35th Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4683.02","100574","2019-12-04T14:25:31.000Z","Emerson Place and Myrtle Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7580.01","112917","2020-02-13T13:26:33.000Z","West 100th Street and Broadway","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"6064.08","80735","2019-02-20T12:02:04.000Z","West 18th Street and Sixth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7098.05","81345","2019-03-05T12:39:18.000Z","27th Avenue and 9th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4861.04","79784","2019-01-25T14:06:25.000Z","Henry Street and Old Fulton Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4217.02","111975","2020-01-22T12:13:23.000Z","Douglass Street and Third Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4677.07","78960","2019-01-04T12:38:25.000Z","Cadman Plaza W and Montague Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4184.07","77692","2018-11-27T14:12:19.000Z","Carroll Street and Bond Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4214.03","78195","2018-12-12T12:57:31.000Z","Macon Street and Nostrand Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4199.12","83556","2019-05-01T15:20:45.000Z","Carlton Avenue and Dean Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5489.04","101837","2020-01-15T13:50:32.000Z","North 11th Street and Kent Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5359.10","113905","2020-03-09T14:27:32.000Z","Hudson Street and Reade Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4001.09","88428","2019-09-24T12:45:13.000Z","St. Johns Place and Washington Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5184.07","72692","2018-07-26T13:21:51.000Z","South End Avenue and Liberty Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7567.06","83695","2019-05-07T11:36:25.000Z","Lexington Avenue and East 111th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4656.03","87280","2019-08-19T14:28:58.000Z","Pulaski Street and Marcus Garvey Boulevard","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4614.04","99464","2019-10-29T14:31:13.000Z","Atlantic Avenue and Furman Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5492.05","74863","2018-09-19T12:10:43.000Z","Lafayette Street and Spring Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4298.05","113739","2020-03-04T15:02:17.000Z","Degraw Street and Smith Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5971.08","88254","2019-09-19T12:51:31.000Z","East 20th Street and Second Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4553.04","80617","2019-02-14T14:38:03.000Z","Kosciuszko Street and Tompkins Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4628.05","82369","2019-04-01T11:16:37.000Z","Willoughby Street and Fleet Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5379.09","86746","2019-07-30T12:11:24.000Z","Berry Street and North 8th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5977.01","76280","2018-10-23T15:39:29.000Z","McGuinness Boulevard and Eagle Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5489.03","76820","2018-11-08T12:52:55.000Z","Kent Avenue and North 9th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5267.08","78788","2019-01-02T10:56:22.000Z","Grand Street and Havemeyer Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6860.12","75431","2018-10-03T13:43:06.000Z","East 65th Street and Second Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7344.05","84312","2019-05-21T11:51:02.000Z","East 91st Street and Park Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4054.02","79660","2019-01-23T13:49:17.000Z","Wolcott Street and Dwight Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5216.04","99265","2019-10-23T13:04:29.000Z","Barclay Street and Church Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5971.08","78312","2018-12-14T08:42:54.000Z","East 20th Street and Second Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6254.06","84456","2019-05-23T12:06:29.000Z","Center Boulevard and 48th Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5114.06","78385","2018-12-17T12:03:31.000Z","West Thames Street and South End Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7003.06","72173","2018-07-13T13:39:14.000Z","Vernon Boulevard and 31st Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4368.05","84729","2019-05-30T13:50:27.000Z","Monroe Street and Bedford Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5204.05","72659","2018-07-26T11:50:45.000Z","South 4th Street and Wythe Avenue","No","No",,,,,,"Yes",,,"No","Remove graffiti on kiosk.","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7436.11","101098","2019-12-19T11:48:31.000Z","Second Avenue and East 104th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7646.04","72413","2018-07-19T12:59:03.000Z","Cathedral Parkway and Amsterdam Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"6860.12","72741","2018-07-30T11:30:30.000Z","East 65th Street and Second Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4843.01","86005","2019-07-08T14:40:40.000Z","5th Street and Market Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5062.01","99931","2019-11-14T12:36:33.000Z","Kent Avenue and South 11th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"3996.01","81022","2019-02-25T13:12:54.000Z","7th Street and Third Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7541.01","81797","2019-03-18T11:39:16.000Z","West 95th Street and Broadway","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6664.05","80634","2019-02-15T12:28:14.000Z","40th Avenue and 9th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6925.09","112675","2020-02-10T11:50:08.000Z","2nd Avenue and East 72nd Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6920.03","83098","2019-04-22T12:29:52.000Z","West 54th Street and Ninth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4724.03","81602","2019-03-11T13:06:55.000Z","Washington Avenue and Park Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5453.01","82699","2019-04-09T11:14:31.000Z","Rivington Street and Chrystie Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6659.03","87371","2019-08-21T13:53:08.000Z","East 53rd Street and Madison Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4707.04","74782","2018-09-18T13:23:23.000Z","Nostrand Avenue and Myrtle Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5626.07","79102","2019-01-08T13:21:52.000Z","East 7th Street and Avenue A","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7504.18","72379","2018-07-18T14:41:11.000Z","East 106th Street and Lexington Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6953.08","74522","2018-09-12T08:43:17.000Z","East 74th Street and First Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6578.01","86545","2019-07-24T12:43:54.000Z","West 34th Street and Eleventh Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5326.06","85324","2019-06-17T10:03:04.000Z","Stanton Street and Mangin Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5914.03","74172","2018-09-04T11:21:47.000Z","West 11th Street and Sixth Avenue","No","No",,,,,"Yes",,,,"No","Missing delineators between dock  07-17","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5204.05","77259","2018-11-19T11:22:20.000Z","South 4th Street and Wythe Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5288.12","101703","2020-01-13T13:31:19.000Z","Murray Street and Greenwich Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5065.04","83323","2019-04-29T10:22:14.000Z","John Street and William Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5093.01","99927","2019-11-14T12:29:25.000Z","Bedford Avenue and South 9th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6893.10","86596","2019-07-25T13:02:16.000Z","31st Avenue and Crescent Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5125.03","99131","2019-10-18T13:38:51.000Z","Williamsburg Bridge and South 5th Place","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"6551.03","83640","2019-05-06T11:30:51.000Z","East 43rd Street and Fifth Avenue","No","No",,,,,"Yes",,,,"No","Missing delineator near dock 25 and flattened delineator near dock 44","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4724.03","78222","2018-12-12T13:57:19.000Z","Washington Avenue and Park Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5872.08","82931","2019-04-16T12:51:39.000Z","West 10th Street and Fifth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7291.06","101585","2020-01-10T12:46:32.000Z","Ditmars Boulevard and 19th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4175.15","85065","2019-06-06T14:35:16.000Z","Union Street and Fourth Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5382.06","79229","2019-01-10T12:45:04.000Z","Grand Street and Elizabeth Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4846.01","76706","2018-11-05T10:54:05.000Z","South Street and Whitehall Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5636.11","101009","2019-12-18T08:38:29.000Z","Great Jones Street and Lafayette Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6389.03","75221","2018-09-28T15:15:17.000Z","East 39th Street and Third Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5359.10","76725","2018-11-05T11:29:12.000Z","Hudson Street and Reade Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4452.03","84721","2019-05-30T13:32:39.000Z","Lexington Avenue and Classon Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4605.04","73324","2018-08-13T11:27:31.000Z","Clinton Street and Joralemon Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7577.24","72442","2018-07-19T14:24:17.000Z","Central Park West and West 102nd Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"6030.06","77988","2018-12-05T12:59:35.000Z","West 15th Street and Seventh Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6278.04","100819","2019-12-10T14:36:07.000Z","44th Drive and 21st Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5181.04","81441","2019-03-06T14:17:33.000Z","Cherry Street and FDR Drive","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5128.04","86357","2019-07-17T14:43:57.000Z","Catherine Street and Monroe Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"6289.06","81598","2019-03-11T12:55:50.000Z","Broadway and West 29th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"3865.05","85615","2019-06-24T14:08:21.000Z","3rd Street and Prospect Park West","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7126.01","79704","2019-01-24T13:35:16.000Z","21st Street and Hoyt Avenue South","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6450.12","81705","2019-03-13T14:51:15.000Z","Eighth Avenue and West 33rd Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7741.04","112918","2020-02-13T13:29:04.000Z","Morningside Drive and Amsterdam Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4077.07","84286","2019-05-20T14:19:17.000Z","Court Street and Nelson Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5187.03","82605","2019-04-04T08:11:01.000Z","Hope Street and Union Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5062.01","86800","2019-08-01T10:54:13.000Z","Kent Avenue and South 11th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
