"the_geom","job_number","job_type","residflag","nonresflag","job_status","compltyear","permityear","classainit","classaprop","classanet","hotelinit","hotelprop","otherbinit","otherbprop","unitsco","boro","bin","bbl","addressnum","addressst","occ_init","occ_prop","job_desc","datefiled","datepermit","datelstupd","datecomplt","zoningdst1","zoningdst2","zoningdst3","specldst1","specldst2","landmark","floorsinit","floorsprop","enlargemnt","ownership","cenblock10","bctcb2010","bct2010","nta2010","ntaname10","commntydst","councildst","schsubdist","schcommnty","schelmntry","schmiddle","firecmpany","firebattln","firedivsn","policepcnt","pl_firm07","pl_pfirm15","latitude","longitude","geomsource","dcpedited","version","location","bldg_class","centract10","cenblock20","centract20","bctcb2020","bct2020","nta2020","ntaname20","cdta2020","cdtaname20"
"POINT (993993.7242670059 201502.1459300071)","310119706","New Building","Residential",,"5. Completed Construction","2015","2012","0.0","509.0","509.0","0","0","0","0","509.0","3","3398150","3023400004","1","NORTH 4 PLACE","Empty Site","Residential: 3 or More Units (R-2)",,"2008-03-25T00:00:00.000","2012-08-09T00:00:00.000","2016-07-25T00:00:00.000","2015-02-10T00:00:00.000","R6","R8",,,,,"0.0","41.0",,"Private For-Profit: Partnership","360470555001002","30555001002","3055500","BK73","North Side-South Side","301","33","14_3","14","42","309","E221","35","11","094","1","1","40.7197564216","-73.9648507484","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9648507484 40.7197564216)","D8","36047055500","360470555001001","36047055500","30555001001","3055500","BK0102","Williamsburg","BK01","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"POINT (996448.1498043388 191583.11557126045)","310143564","Alteration","Residential",,"5. Completed Construction","2014","2012","4.0","4.0","0.0","0","0","0","0","4.0","3","3055240","3019280042","940","BEDFORD AVENUE","Residential: 3 or More Units (R-2)","Residential: 3 or More Units (R-2)","4 STORY, 4 DWELLING UNITS","2008-05-16T00:00:00.000","2012-04-16T00:00:00.000","2014-08-05T00:00:00.000","2014-06-24T00:00:00.000","R6",,,,,,"4.0","4.0","Horizontal and Vertical","Private For-Profit: Individual","360470235001000","30235001000","3023500","BK69","Clinton Hill","303","33","13_3","13","243","288","E230","57","11","079",,,"40.6925279769","-73.9560143226","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9560143226 40.6925279769)","C3","36047023500","360470235001000","36047023500","30235001000","3023500","BK0301","Bedford-Stuyvesant (West)","BK03","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"POINT (986048.8448155969 171843.97821234167)","310150369","New Building","Residential",,"5. Completed Construction","2010","2008","0.0","6.0","6.0","0","0","0","0","6.0","3","3396983","3056210032","1154","46 STREET","Empty Site","Residential: 3 or More Units (J-2)",,"2008-05-28T00:00:00.000","2008-06-30T00:00:00.000","2010-03-11T00:00:00.000","2010-03-11T00:00:00.000","R6",,,,,,"0.0","4.0",,"Private For-Profit: Partnership","360470222003005","30222003005","3022200","BK88","Borough Park","312","44","15_1","15","97","220","E282","48","11","066",,,"40.6383566412","-73.9935199867","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9935199867 40.6383566412)","C2","36047022200","360470222003005","36047022200","30222003005","3022200","BK1202","Borough Park","BK12","BK12 Borough Park-Kensington (CD 12 Approximation)"
"POINT (1000786.4390280098 201456.11911916733)","310158012","New Building","Residential",,"3. Permitted for Construction",,"2015","0.0","7.0","7.0","0","0","0","0","0.0","3","3856377","3028490001","265","RICHARDSON STREET","Empty Site","Residential: 3 or More Units (J-2)",,"2008-06-18T00:00:00.000","2015-11-17T00:00:00.000","2015-11-17T00:00:00.000",,"R6",,,,"IBZ",,"0.0","3.0",,"Private For-Profit: Individual","360470449003012","30449003012","3044900","BK90","East Williamsburg","301","34","14_2","14","46","403","L146","35","11","094",,,"40.71962","-73.940346","Lat/Lon geosupport",,"22Q4","POINT (-73.940346 40.71962)","G7","36047044900","360470449012012","36047044900","30449012012","3044901","BK0104","East Williamsburg","BK01","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"POINT (1016328.8288749307 187273.95686675608)","321379138","Demolition","Residential",,"3. Permitted for Construction",,"2016","3.0","0.0","-3.0","0","0","0","0","0.0","3","3087687","3039410008","270","ARLINGTON AVENUE","Residential: 1-2 Family Houses (J-3)","Empty Site","EMERGENCY DEMOLITION OF A HOUSE","2016-05-09T00:00:00.000","2016-06-20T00:00:00.000","2016-06-24T00:00:00.000",,"R4",,,,,,"3.0","0.0",,"Private For-Profit: Individual","360471168002001","31168002001","3116800","BK82","East New York","305","37","19_1","19","205","410","E332","44","15","075",,,"40.6806506029","-73.8843441987","BIN DOB buildingfootprints",,"22Q4","POINT (-73.8843441987 40.6806506029)","B2","36047116800","360471168002001","36047116800","31168002001","3116800","BK0501","Cypress Hills","BK05","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"POINT (989293.3435759246 189798.53580708802)","310172103","New Building","Residential",,"5. Completed Construction","2016","2013","0.0","0.0","0.0","0","202","0","0","202.0","3","3413739","3001660040","46","NEVINS STREET","Empty Site","Residential: Hotels, Dormitories (R-1)","SEE SECTION #24","2008-07-29T00:00:00.000","2013-03-01T00:00:00.000","2017-08-08T00:00:00.000","2016-06-03T00:00:00.000","C6-4",,,"DB",,,"0.0","13.0",,"Private For-Profit: Partnership","360470037001010","30037001010","3003700","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","302","33","15_3","15","114","281","E207","31","11","084",,,"40.6876366838","-73.9818162367","BIN DOB buildingfootprints","classa_prop/otherb_prop/hotel_prop","22Q4","POINT (-73.9818162367 40.6876366838)","H2","36047003700","360470037001010","36047003700","30037001010","3003700","BK0202","Downtown Brooklyn-DUMBO-Boerum Hill","BK02","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"POINT (997395.217464 204904.11123892665)","310176261","Alteration","Residential",,"5. Completed Construction","2018","2010","6.0","5.0","-1.0","0","0","0","0","5.0","3","3065183","3025750042","714","LEONARD STREET","Residential: Not Specified (RES)","Residential: 3 or More Units (R-2)","CONVERSION OF RECTORY TO 5 DWELLING UNITS THERE IS NO INCREASE OF BULK OR FLOOR AREA.","2008-08-07T00:00:00.000","2010-10-28T00:00:00.000","2018-06-26T00:00:00.000","2018-06-26T00:00:00.000","R6",,,,,,"4.0","4.0",,"Private For-Profit: Individual","360470575004001","30575004001","3057500","BK76","Greenpoint","301","33","14_3","14","45","403","E238","28","11","094",,,"40.7290895915","-73.9525731456","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9525731456 40.7290895915)","C2","36047057500","360470575004001","36047057500","30575004001","3057500","BK0101","Greenpoint","BK01","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"POINT (1014848.0470595956 181864.55495592952)","310191529","Alteration","Residential",,"5. Completed Construction","2010","2008","2.0","2.0","0.0","0","0","0","0","2.0","3","3084801","3038100047","604","MILLER AVENUE","Residential: Not Specified (RES)","Residential: 1-2 Family Houses (R-3)","GUT REHAB AS PLAN","2008-09-10T00:00:00.000","2008-10-31T00:00:00.000","2010-02-04T00:00:00.000","2010-02-04T00:00:00.000","R6",,,,,,"2.0","2.0",,"Private Non-Profit: Partnership","360471124003001","31124003001","3112400","BK82","East New York","305","42","19_2","19","191","254","L103","39","15","075",,,"40.6658082609","-73.8897075711","BIN DOB buildingfootprints",,"22Q4","POINT (-73.8897075711 40.6658082609)","B1","36047112400","360471124003001","36047112400","31124003001","3112400","BK0503","East New York-New Lots","BK05","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"POINT (999345.6413846761 152685.27801275253)","310192528","New Building","Residential",,"5. Completed Construction","2017","2009","0.0","6.0","6.0","0","0","0","0","6.0","3","3413921","3087810030","2734","EAST 23 STREET","Empty Site","Residential: 3 or More Units (R-2)",,"2008-09-04T00:00:00.000","2009-06-23T00:00:00.000","2017-06-01T00:00:00.000","2017-06-01T00:00:00.000","R4",,,,,,"0.0","3.0",,"Private For-Profit: Corporation","360470600003011","30600003011","3060000","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","315","48","22_3","22","3","190","L169","43","08","061",,"1","40.5857572764","-73.9456528504","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9456528504 40.5857572764)","C2","36047060000","360470600003007","36047060000","30600003007","3060000","BK1503","Sheepshead Bay-Manhattan Beach-Gerritsen Beach","BK15","BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation)"
"POINT (1004578.6798030883 176881.86052501202)","310225770","Alteration","Residential","Non-Residential","3. Permitted for Construction",,"2009","2.0","2.0","0.0","0","0","0","0","0.0","3","3102980","3047010009","5322","CHURCH AVENUE","Residential: Not Specified (RES)","Residential: 1-2 Family Houses (R-3)","FILING TO OBTAIN APPROVAL TO CONVERT EXISTING LIGHT MANUFACTURING CHILDREN CLOTHES FACTORY TO EATING ESTABLISHMENT. NEW C OF O","2008-11-17T00:00:00.000","2009-12-11T00:00:00.000","2010-10-08T00:00:00.000",,"R5",,,,,,"2.0","2.0",,"Private For-Profit: Individual","360470862001000","30862001000","3086200","BK96","Rugby-Remsen Village","317","41","18_1","18","181","238","L174","58","15","067",,,"40.6521613962","-73.9267395818","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9267395818 40.6521613962)","S2","36047086200","360470862001000","36047086200","30862001000","3086200","BK1703","East Flatbush-Rugby","BK17","BK17 East Flatbush (CD 17 Approximation)"
"POINT (986702.1955430061 165326.09131374955)","310234430","Alteration","Residential",,"5. Completed Construction","2012","2008","1.0","2.0","1.0","0","0","0","0","2.0","3","3133482","3055460023","1730","64 STREET","Residential: Not Specified (RES)","Residential: 1-2 Family Houses (R-3)",,"2008-12-08T00:00:00.000","2008-12-19T00:00:00.000","2012-05-24T00:00:00.000","2012-05-24T00:00:00.000","R5",,,,,,"2.0","2.0",,"Private For-Profit: Individual","360470252004001","30252004001","3025200","BK28","Bensonhurst West","311","38","20_3","20","221","351","L172","42","08","062",,,"40.6204662562","-73.9911682511","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9911682511 40.6204662562)","B1","36047025200","360470252004001","36047025200","30252004001","3025200","BK1101","Bensonhurst","BK11","BK11 Bensonhurst-Bath Beach (CD 11 Approximation)"
"POINT (998644.9032848477 199126.06111525)","310237053","New Building","Residential",,"5. Completed Construction","2013","2010","0.0","8.0","8.0","0","0","0","0","8.0","3","3322945","3027680017","82","DEVOE STREET","Empty Site","Residential: 3 or More Units (R-2)","FOUR STORY AND PENTHOUSE 8 FAMILY RESIDENCE.","2008-12-15T00:00:00.000","2010-03-05T00:00:00.000","2013-07-23T00:00:00.000","2013-07-23T00:00:00.000","R6",,,,,,"0.0","4.0",,"Private For-Profit: Individual","360470503003001","30503003001","3050300","BK90","East Williamsburg","301","34","14_2","14","43","403","E216","35","11","090",,,"40.7132282928","-73.948076603","BIN DOB buildingfootprints",,"22Q4","POINT (-73.948076603 40.7132282928)","C1","36047050300","360470503003001","36047050300","30503003001","3050300","BK0104","East Williamsburg","BK01","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"POINT (1000840.5681848377 162496.22459816933)","310248390","Alteration","Residential","Non-Residential","3. Permitted for Construction",,"2010","2.0","2.0","0.0","0","0","0","0","0.0","3","3212137","3077040006","3109","QUENTIN ROAD","Commercial: Not Specified (COM)","Unknown (E)",,"2009-01-27T00:00:00.000","2010-08-10T00:00:00.000","2014-01-15T00:00:00.000",,"R3-2",,,,,,"2.0","2.0",,"Private For-Profit: Partnership","360470644002001","30644002001","3064400","BK45","Georgetown-Marine Park-Bergen Beach-Mill Basin","318","46","22_2","22","9","204","E309","33","15","063",,,"40.6126836661","-73.9402465979","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9402465979 40.6126836661)","S2","36047064400","360470644003001","36047064400","30644003001","3064400","BK1802","Marine Park-Mill Basin-Bergen Beach","BK18","BK18 Canarsie-Flatlands (CD 18 Approximation)"
"POINT (1004570.3290980011 176783.65271617472)","310249317","New Building","Residential",,"5. Completed Construction","2012","2009","0.0","2.0","2.0","0","0","0","0","2.0","3","3396694","3047010014","280","EAST 54 STREET","Empty Site","Residential: 1-2 Family Houses (R-3)",,"2009-01-22T00:00:00.000","2009-07-29T00:00:00.000","2012-02-08T00:00:00.000","2012-02-08T00:00:00.000","R5",,,,,,"0.0","3.0",,"Private For-Profit: Individual","360470862001000","30862001000","3086200","BK96","Rugby-Remsen Village","317","41","18_1","18","181","238","L174","58","15","067",,,"40.6518918558","-73.9267699727","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9267699727 40.6518918558)","B1","36047086200","360470862001000","36047086200","30862001000","3086200","BK1703","East Flatbush-Rugby","BK17","BK17 East Flatbush (CD 17 Approximation)"
"POINT (1000840.517331928 185180.31571283937)","310291751","Alteration","Residential",,"5. Completed Construction","2010","2009","8.0","19.0","11.0","0","0","0","0","19.0","3","3030847","3012237501","943","ST MARKS AVENUE","Residential: Not Specified (RES)","Residential: 3 or More Units (R-2)",,"2009-01-27T00:00:00.000","2009-04-29T00:00:00.000","2010-12-03T00:00:00.000","2010-12-03T00:00:00.000","R6",,,,,,"4.0","5.0",,"Private For-Profit: Corporation","360470311002002","30311002002","3031100","BK61","Crown Heights North","308","36","17_1","17","158","270","E234","38","15","077",,,"40.674946609","-73.9401909996","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9401909996 40.674946609)","R0","36047031100","360470311002002","36047031100","30311002002","3031100","BK0802","Crown Heights (North)","BK08","BK08 Crown Heights (North) (CD 8 Approximation)"
"POINT (993092.7631424218 171735.17659267783)","310298558","Alteration","Residential","Non-Residential","3. Permitted for Construction",,"2009","2.0","2.0","0.0","0","0","0","0","0.0","3","3118587","3051530050","795","CONEY ISLAND AVENUE","Commercial: Not Specified (COM)","Unknown (E)",,"2009-02-25T00:00:00.000","2009-06-01T00:00:00.000","2016-02-16T00:00:00.000",,"R6",,,,,,"3.0","3.0",,"Private For-Profit: Individual","360470526001002","30526001002","3052600","BK42","Flatbush","314","40","22_1","22","14","211","E281","41","15","070",,,"40.6380537732","-73.9681400388","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9681400388 40.6380537732)","S2","36047052600","360470526001002","36047052600","30526001002","3052600","BK1402","Flatbush (West)-Ditmas Park-Parkville","BK14","BK14 Flatbush-Midwood (CD 14 Approximation)"
"POINT (951913.3468137532 143381.0955056697)","520224613","Demolition","Residential",,"5. Completed Construction","2016","2016","1.0","0.0","-1.0","0","0","0","0","0.0","5","5170077","5040210012","518","FALCON AVENUE","Residential: Not Specified (RES)","Empty Site",,"2016-08-01T00:00:00.000","2016-10-18T00:00:00.000","2016-12-13T00:00:00.000","2016-10-18T00:00:00.000","R2",,,,,,"1.0","0.0",,"Private For-Profit: Individual","360850128061001","50128061001","5012806","SI25","Oakwood-Oakwood Beach","503","50","31_3","31","265","6","E165","23","08","122",,"1","40.560173","-74.116378","Lat/Lon geosupport",,"22Q4","POINT (-74.116378 40.560173)","A3","36085012806","360850128061001","36085012806","50128061001","5012806","SI0301","Oakwood-Richmondtown","SI03","SI03 South Shore (CD 3 Approximation)"
"POINT (999441.8777407557 167853.8401952535)","320007504","New Building","Residential",,"3. Permitted for Construction",,"2009","0.0","2.0","2.0","0","0","0","0","0.0","3","3207161","3075950079","984","EAST 32 STREET","Empty Site","Residential: 1-2 Family Houses (R-3)",,"2009-04-08T00:00:00.000","2009-12-24T00:00:00.000","2015-04-29T00:00:00.000",,"R4",,,,,,"0.0","3.0",,"Private For-Profit: Individual","360470742001003","30742001003","3074200","BK58","Flatlands","318","45","22_1","22","11","234","L159","33","15","063",,,"40.6273917136","-73.9452722548","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9452722548 40.6273917136)","B1","36047074200","360470742001003","36047074200","30742001003","3074200","BK1801","Flatlands","BK18","BK18 Canarsie-Flatlands (CD 18 Approximation)"
"POINT (996353.949205339 192144.4090680927)","320018618","New Building","Residential",,"5. Completed Construction","2012","2009","0.0","8.0","8.0","0","0","0","0","8.0","3","3394610","3019147507","892","BEDFORD AVENUE","Empty Site","Residential: 3 or More Units (R-2)",,"2009-05-06T00:00:00.000","2009-11-25T00:00:00.000","2012-01-19T00:00:00.000","2012-01-19T00:00:00.000","R6",,,,,,"0.0","6.0",,"Private For-Profit: Corporation","360470235002000","30235002000","3023500","BK69","Clinton Hill","303","33","14_1","14","28","289","E230","57","11","079",,,"40.6940687274","-73.9563530066","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9563530066 40.6940687274)","R0","36047023500","360470235002000","36047023500","30235002000","3023500","BK0301","Bedford-Stuyvesant (West)","BK03","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"POINT (963381.9180366695 163392.0627015084)","520198722","Demolition","Residential",,"9. Withdrawn",,"2015","2.0","0.0","-2.0","0","0","0","0","0.0","5","5170123","5029650022","203","CHESTNUT AVENUE","Residential: 1-2 Family Houses (R-3)","Empty Site",,"2014-06-13T00:00:00.000","2015-11-09T00:00:00.000","2015-11-09T00:00:00.000",,"R3A",,,,,,"2.0","0.0",,"Private For-Profit: Individual","360850036001000","50036001000","5003600","SI37","Stapleton-Rosebank","501","49","31_4","31","289","9","E153","21","08","120",,,"40.6151335096","-74.0751655189","BIN DOB buildingfootprints",,"22Q4","POINT (-74.0751655189 40.6151335096)","B2","36085003600","360850036001000","36085003600","50036001000","5003600","SI0103","Rosebank-Shore Acres-Park Hill","SI01","SI01 North Shore (CD 1 Equivalent)"
"POINT (989268.9361444265 160635.76178367436)","320020981","New Building","Residential",,"9. Withdrawn",,,"0.0","15.0","15.0","0","0","0","0","0.0","3","3175408","3066237502","172","AVENUE P","Empty Site","Residential: 3 or More Units (R-2)",,"2009-06-08T00:00:00.000",,"2010-10-15T00:00:00.000",,"R7A",,,,,,"0.0","8.0",,"Private For-Profit: Individual","360470426003000","30426003000","3042600","BK29","Bensonhurst East","311","44","21_3","21","139","195","E330","42","08","062",,,"40.6075911855","-73.9819259391","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9819259391 40.6075911855)","R0","36047042600","360470426003000","36047042600","30426003000","3042600","BK1103","Gravesend (West)","BK11","BK11 Bensonhurst-Bath Beach (CD 11 Approximation)"
