"centername","legalname","building","street","borough","zipcode","phone","permitnumber","permitexp","status","agerange","maximumcapacity","dc_id","programtype","facilitytype","childcaretype","bin","url","datepermitted","actual","violationratepercent","violationavgratepercent","totaleducationalworkers","averagetotaleducationalworkers","publichealthhazardviolationrate","averagepublichealthhazardiolationrate","criticalviolationrate","avgcriticalviolationrate","inspectiondate","regulationsummary","violationcategory","healthcodesubsection","violationstatus","inspectionsummaryresult"
"LITTLE MISSIONARY'S DAY NURSERY","LITTLE MISSIONARY'S DAY NURSERY","93","ST MARK'S PLACE","MANHATTAN","10009","212-777-9774","4571","2025-01-17T00:00:00.000","Permitted","2 YEARS - 5 YEARS","84","DC2640","PRESCHOOL","GDC","Child Care - Pre School","1005891","lmdn.org","2004-11-08T00:00:00.000","N","0","21.905","11","11.9769","0","6.1285","0","18.9541","2022-02-18T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"THE RED BALLOON DAY CARE CENTER, INC.","THE RED BALLOON DAY CARE CENTER, INC.","560","RIVERSIDE DRIVE","MANHATTAN","10027","212-663-9006","0724","2024-07-02T00:00:00.000","Permitted","2 YEARS - 5 YEARS","45","DC2628","PRESCHOOL","GDC","Child Care - Pre School","1059891","www.redballoonlearningcenter.org","2004-02-26T00:00:00.000","N","0","21.905","7","11.9769","0","6.1285","0","18.9541","2023-01-05T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"Beanstalk Academy","NYC Early Learning Company Inc","58","Belmont  Avenue","BROOKLYN","11212","718-346-1064","104745","2023-03-18T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","110","DC36606","PRESCHOOL","GDC","Child Care - Pre School","3081140",,"2019-03-18T16:16:31.000","Y","20","21.905","9","11.9769","20","6.1285","20","18.9541","2021-04-07T00:00:00.000","Child care service failed to Notify DOHMH within 24 hours of child with vaccine preventable illness; meningitis or TB or incidence of disease outbreak.","PUBLIC HEALTH HAZARD","47.27(e)","CORRECTED","Monitoring Inspection Non-Routine - Reinspection Required; Violations corrected at time of inspection"
"THE FOREST HILLS JEWISH CENTER","THE FOREST HILLS JEWISH CENTER","106-06","QUEENS BOULEVARD","QUEENS","11375","718-263-7000","1857","2024-05-31T00:00:00.000","Permitted",,"138","DC2345","PRESCHOOL","GDC","Child Care - Pre School","4077479",,"2004-05-03T00:00:00.000","N","16.6667","21.905","17","11.9769","0","6.1285","16.6667","18.9541","2021-06-08T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"KIDS IN THE GAME","KIDS IN THE GAME","44","EAST    2 STREET","MANHATTAN","10003","609-533-9456","105178","2022-09-15T00:00:00.000","Expired-In Renewal","0 YEARS - 16 YEARS","50","DC39506","ALL AGE CAMP","Camp","Camp","1066659","www.kidsinthegame.com","2020-07-15T09:15:44.000","Y","0","26.8868","0","1","0","14.2558","0","21.8553","2020-08-11T00:00:00.000","Refrigeration units provided with thermometers; thermometers calibrated to (+)(-) 2 degree F accuracy; properly placed in warmest spot of unit","GENERAL","81.18(a)(3)","CORRECTED","Initial Annual Inspection - Reinspection Not Required"
"GODDARD RIVERSIDE COMMUNITY CENTER","GODDARD RIVERSIDE COMMUNITY CENTER","114","WEST 91 STREET","MANHATTAN","10024","212-873-6865","2061","2022-02-11T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","93","DC2155","PRESCHOOL","GDC","Child Care - Pre School","1077128","www.goddard.org","2003-05-12T00:00:00.000","N","25","21.905","7","11.9769","25","6.1285","0","18.9541","2021-01-08T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Reinspection Required"
"SAINT ANDREW AVELLINO SCHOOL","BROOKLYN ARCHDIOCESE","35-50","158 STREET","QUEENS","11358","718-359-7887",,"2115-01-23T00:00:00.000","Active","3 YEARS - 5 YEARS","0","DC2475","PRESCHOOL","SBCC","School Based Child Care","4119298","www.saintandrewavellino.com",,,"66.6667","45.1817","7","8.0094","0","23.3017","66.6667","35.2291","2022-12-14T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection"
"CAMP YOUNG JUDAEA SPROUT LAKE","Young Judaea Sprout Brooklyn Day Camp","556","Columbia Street","BROOKLYN","11231","917-595-1500","103652","2022-09-15T00:00:00.000","Expired-In Renewal","0 YEARS - 16 YEARS","881","DC34222","ALL AGE CAMP","Camp","Camp","3000000","www.sproutbrooklyn.org","2016-06-30T17:55:10.000","Y","0","26.8868","0","1","0","14.2558","0","21.8553","2021-07-09T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"CENTER OF EXCELLENCE SPRINGFIELD GARDENS PRESCHOOL","CENTER OF EXCELLENCE SPRINGFIELD GARDENS, INC.","127-08","MERRICK BLVD.","QUEENS","11434","718-276-8200","8344","2023-06-02T00:00:00.000","Permitted","2 YEARS - 5 YEARS","132","DC21823","PRESCHOOL","GDC","Child Care - Pre School","4270315",,"2011-06-02T00:00:00.000","Y","0","21.905","17","11.9769","0","6.1285","0","18.9541","2022-07-14T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"IRA'S BRIARWOOD DAY CARE & PRESCHOOL INC.","IRA'S BRIARWOOD DAY CARE & PRESCHOOL INC.","139-76","85 DRIVE","QUEENS","11435","917-807-2683","8239","2025-02-18T00:00:00.000","Permitted","2 YEARS - 5 YEARS","79","DC21672","PRESCHOOL","GDC","Child Care - Pre School","4440741","www.irasdaycareinc.com","2011-02-18T00:00:00.000","Y","16.6667","21.905","11","11.9769","0","6.1285","16.6667","18.9541","2021-06-16T00:00:00.000","Child care service Not free of pests or maintains pest harborage conditions at time of inspection.","CRITICAL","47.51(a)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"BUMBLEBEES-R-US DAY CARE CENTER","BUMBLEBEES-R-US, INC","2813","FARRAGUT ROAD","BROOKLYN","11210","718-434-2337","27077","2022-11-13T00:00:00.000","Expired-In Renewal",,"108","DC20249","PRESCHOOL","GDC","Child Care - Pre School","3120967","bumblebeesrus.com","2012-11-13T00:00:00.000","Y","42.8571","21.905","14","11.9769","28.5714","6.1285","28.5714","18.9541","2022-10-27T00:00:00.000","Child care service staff identified/acting as group teachers do Not meet the required qualifications of the position.","GENERAL","47.13(d)","CORRECTED","Monitoring Inspection Non-Routine - Reinspection Required; Fines pending"
"BAIS YAAKOV FAIGEH SCHONBERGER OF ADAS YEREIM","BAIS YAAKOV FAIGEH SCHONBERGER OF ADAS YEREIM","1169","43RD STREET","BROOKLYN","11219","718-435-5111","40417","2023-05-16T00:00:00.000","Permitted","2 YEARS - 5 YEARS","62","DC25392","PRESCHOOL","GDC","Child Care - Pre School","3135866",,"2013-05-16T00:00:00.000","Y","0","21.905","19","11.9769","0","6.1285","0","18.9541","2021-04-27T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"INTERNATIONAL PRESCHOOLS, INC.","INTERNATIONAL PRESCHOOLS, INC.","345","EAST 86TH STREET","MANHATTAN","10028","212-371-8604","51678","2023-09-06T00:00:00.000","Permitted","2 YEARS - 5 YEARS","98","DC22822","PRESCHOOL","GDC","Child Care - Pre School","1050030","www.ipsnyc.org","2013-09-06T00:00:00.000","Y","0","21.905","16","11.9769","0","6.1285","0","18.9541","2021-09-27T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"Lucille Rose Day Care Center","ATLED, INC.","148","BEACH 59 STREET","QUEENS","11692","718-634-0331","5570","2023-05-11T00:00:00.000","Permitted","2 YEARS - 5 YEARS","95","DC1297","PRESCHOOL","GDC","Child Care - Pre School","4618757",,"2003-05-09T00:00:00.000","N","33.3333","21.905","13","11.9769","16.6667","6.1285","33.3333","18.9541","2022-02-16T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A",
"TALMUD TORAH IMREI CHAIM","TALMUD TORAH IMREI CHAIM","1824","53 STREET","BROOKLYN","11204","718-234-2000",,"2115-01-23T00:00:00.000","Active","2 YEARS - 5 YEARS","0","DC12163","PRESCHOOL","SBCC","School Based Child Care","3130270",,,,"100","45.1817","0","8.0094","100","23.3017","100","35.2291","2021-11-10T00:00:00.000","School-based child care program failed to maintain line of site supervision.","PUBLIC HEALTH HAZARD","43.09(a)","OPEN","Initial Annual Inspection - Reinspection Required; Fines pending"
"ADAPTIVE SOLUTIONS MULTI SERVICES (SLP, PT, OT, PSYCH)","ADAPTIVE SOLUTIONS MULTI SERVICES(SLP,PT,OT,PSYCH) PLLC","992","GATES AVENUE","BROOKLYN","11221","718-483-9553","16597","2024-05-16T00:00:00.000","Permitted","2 YEARS - 5 YEARS","140","DC22513","PRESCHOOL","GDC","Child Care - Pre School","3039623",,"2012-05-16T00:00:00.000","Y","25","21.905","23","11.9769","0","6.1285","25","18.9541","2021-03-16T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Compliance Inspection of Open Violations - Reinspection Required"
"ST. BARTHOLOMEW COMMUNITY PRE-SCHOOL FOUNDATION","ST. BARTHOLOMEW COMMUNITY PRE-SCHOOL FOUNDATION","109","EAST 50 STREET","MANHATTAN","10022","212-378-0238","4366","2024-09-14T00:00:00.000","Permitted","2 YEARS - 5 YEARS","80","DC2646","PRESCHOOL","GDC","Child Care - Pre School","1036450","www.stbarts.org/preschool","2004-05-17T00:00:00.000","N","0","21.905","15","11.9769","0","6.1285","0","18.9541","2021-09-30T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"CHILDREN'S ALL DAY SCHOOL","CHILDREN'S ALL DAY SCHOOL","109","EAST 60 STREET","MANHATTAN","10022","212-752-4566","4270","2024-10-13T00:00:00.000","Permitted","2 YEARS - 5 YEARS","64","DC14295","PRESCHOOL","GDC","Child Care - Pre School","1041912","www.childrensallday.org","2004-04-15T00:00:00.000","N","20","21.905","14","11.9769","0","6.1285","20","18.9541","2023-01-04T00:00:00.000","At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.","GENERAL","47.41(j)","CORRECTED","Initial Annual Inspection - Reinspection Not Required"
"CHAI TOTS PRESCHOOL OF PROSPECT HEIGHTS ( I/T)","THE RABBINICAL COMMITTEE OF BROWNSTONE BROOKLYN,INC.","852","CLASSON AVENUE","BROOKLYN","11238","718-399-3979","7806","2023-10-15T00:00:00.000","Permitted","0 YEARS - 2 YEARS","13","DC15291","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","3029648","CHAITOTSPRESCHOOL.COM","2007-10-15T00:00:00.000","N","25","17.4391","8","8.4034","0","4.9984","25","15.3835","2022-03-11T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"KINDER PREP CHILDCARE INC","KINDER PREP CHILDCARE INC","49","BROADWAY","BROOKLYN","11249","347-916-0535","104793","2025-04-12T00:00:00.000","Permitted","2 YEARS - 5 YEARS","64","DC36731","PRESCHOOL","GDC","Child Care - Pre School","3425619",,"2019-04-09T10:16:51.000","Y","14.2857","21.905","18","11.9769","14.2857","6.1285","0","18.9541","2023-03-27T00:00:00.000","At time of inspection child care service facility observed Not maintained or in disrepair. Dry sweeping observed in areas occupied by children.","CRITICAL","47.49(a)","CORRECTED","Monitoring Inspection Non-Routine - Reinspection Required"
"TALMUD TORAH OF CROWN HEIGHTS, INC.","TALMUD TORAH OF CROWN HEIGHTS, INC.","6363","AVENUE U","BROOKLYN","11234","718-444-5800",,"2115-01-23T00:00:00.000","Active","3 YEARS - 5 YEARS","0","DC12129","PRESCHOOL","SBCC","School Based Child Care","3236983",,,,"100","45.1817","16","8.0094","50","23.3017","100","35.2291","2021-10-28T00:00:00.000","Person in charge of school prohibits staff from attending in absence of immunization documentation","GENERAL","43.11(c)(3)","CORRECTED","Initial Annual Inspection - Reinspection Required"
"UNIVERSITY PLAZA NURSERY SCHOOL","UNIVERSITY PLAZA NURSERY SCHOOL","110","BLEECKER STREET","MANHATTAN","10012","212-677-3916","6016","2025-04-11T00:00:00.000","Permitted","2 YEARS - 5 YEARS","69","DC2988","PRESCHOOL","GDC","Child Care - Pre School","1083218","www.universityplazanursery.org","2005-03-07T00:00:00.000","N","0","21.905","6","11.9769","0","6.1285","0","18.9541","2023-02-08T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"THE GILLEN BREWER SCHOOL","THE GILLEN BREWER SCHOOL","410","EAST 92 STREET","MANHATTAN","10128","212-831-3667",,"2115-01-23T00:00:00.000","Active","3 YEARS - 5 YEARS","24","DC11886","PRESCHOOL","SBCC","School Based Child Care","1081307",,,,"50","45.1817","10","8.0094","0","23.3017","50","35.2291","2022-10-20T00:00:00.000","Child Medical record are DOHMH property when health care provider provided by DOHMH","GENERAL","43.17(f)","OPEN","Initial Annual Inspection - Reinspection Required; Violations corrected at time of inspection"
"CORLEARS SCHOOL","CORLEARS SCHOOL","324","WEST 15 STREET","MANHATTAN","10011","212-741-2800",,"2117-05-04T00:00:00.000","Active","3 YEARS - 5 YEARS","85","DC2599","PRESCHOOL","SBCC","School Based Child Care","1080380","www.corlearsschool.org",,,"0","45.1817","14","8.0094","0","23.3017","0","35.2291","2021-11-23T00:00:00.000","School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.","GENERAL","43.11(b)","OPEN","Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection"
"SHUGAH BAYBEES CDC, INC","SHUGAH BAYBEES CDC, INC","129 - 135","West  138 Street","MANHATTAN","10030","917-822-3019","105111","2023-12-12T00:00:00.000","Permitted","0 YEARS - 2 YEARS","30","DC35631","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","1060023","Shugahbaybeesnyc.com","2019-12-12T12:12:51.000","Y","20","17.4391","8","8.4034","20","4.9984","0","15.3835","2023-01-09T00:00:00.000","At time of inspection it was observed in the child care service that a bathroom/closet or other enclosed space has a locking mechanism solely operable from inside the space.","CRITICAL","47.41(i)","CORRECTED","Monitoring Inspection Non-Routine - Reinspection Required; Violations corrected at time of inspection"
"ST FRANCIS OF ASSISI SCHOOL","ST. FRANCIS OF ASSISI SCHOOL","4300","BAYCHESTER AVENUE","BRONX","10466","718-994-4650",,"2116-01-13T00:00:00.000","Active","3 YEARS - 5 YEARS","0","DC19549","PRESCHOOL","SBCC","School Based Child Care","2070412","www.archny.org/education",,,"100","45.1817","7","8.0094","33.3333","23.3017","100","35.2291","2020-09-23T00:00:00.000","Heating apparatus provided with protective guards. Space heater prohibited","PUBLIC HEALTH HAZARD","43.22(d)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"GOLDEN SUNRISE DAYCARE, LLC","Golden Sunrise Day LLC","916","58 STREET","BROOKLYN","11219","646-309-5727","104363","2024-03-23T00:00:00.000","Permitted","2 YEARS - 5 YEARS","45","DC36390","PRESCHOOL","GDC","Child Care - Pre School","3140567",,"2018-03-23T17:20:19.000","Y","50","21.905","14","11.9769","0","6.1285","50","18.9541","2021-09-17T00:00:00.000","Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.","GENERAL","47.33(c)(1)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"LITTLE SCHOLARS EARLY DEVELOPMENT CENTER","LITTLE SCHOLARS EARLY DEVELOPMENT CENTER, LLC","1770","DAVIDSON AVENUE","BRONX","10453","347-789-3091","103608","2024-04-19T00:00:00.000","Permitted","0 YEARS - 2 YEARS","10","DC32876","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","2008369",,"2016-04-19T14:41:34.000","Y","20","17.4391","3","8.4034","0","4.9984","20","15.3835","2022-02-09T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"DISCOVERY PROGRAMS","DISCOVERY PROGRAMS, INC.","251","WEST 100 STREET","MANHATTAN","10025","212-749-8717","34584","2019-09-15T00:00:00.000","Expired-In Renewal","0 YEARS - 16 YEARS","68","DC23536","ALL AGE CAMP","Camp","Camp","1056474","www.discoveryprograms.com","2013-06-03T00:00:00.000","N",,,"0","1",,,,,,,,,,
"MILLIE'S WORLD, INC.","MILLIE'S WORLD, INC.","27-59","CRESCENT STREET","QUEENS","11102","347-838-1797","104035","2023-06-05T00:00:00.000","Permitted","2 YEARS - 5 YEARS","36","DC33321","PRESCHOOL","GDC","Child Care - Pre School","4563314",,"2017-06-05T10:54:26.000","Y","20","21.905","15","11.9769","0","6.1285","20","18.9541","2022-11-22T00:00:00.000","Training in SIDS, Shaken Baby Syndrome and Safe Sleep practices Not provided to staff","CRITICAL","47.37(b)(4)","CORRECTED",
"FUNDAY DAYCARE CENTER INC.","FUNDAY DAYCARE CENTER INC.","47-05","104 STREET","QUEENS","11368","718-699-8886","66177","2024-06-09T00:00:00.000","Permitted","2 YEARS - 5 YEARS","77","DC22585","PRESCHOOL","GDC","Child Care - Pre School","4607504",,"2014-06-09T00:00:00.000","Y","14.2857","21.905","8","11.9769","14.2857","6.1285","0","18.9541","2021-12-10T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Monitoring Inspection Non-Routine - Passed inspection with no violations"
