"school_year","dbn","location","location_type","total_gc_sw","total_gc","full_time","part_time","bilingual","serving_more_than_one_location","atr","_2014_enrollment_pk_12","ratio_gc_sw","ratio_gc_only","unnamed_column","unnamed_column_1","unnamed_column_2","unnamed_column_3"
"2014-15","18K763","18K763 - BROOKLYN SCIENCE AND ENGINEERING ACADEMY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0","0",,,,,,"78",,,,,,
"2014-15","19K007","19K007 - P.S. 007 ABRAHAM LINCOLN","ELEMENTARY","2","1","1",,"1",,,"1037","519","1037",,,,
"2014-15","19K013","19K013 - P.S. 013 ROBERTO CLEMENTE","ELEMENTARY","1","0",,,,,,"455","455",,,,,
"2014-15","19K065","19K065 - P.S. 065","ELEMENTARY","1","1","1",,,,,"647","647","647",,,,
"2014-15","19K089","19K089 - P.S. 089 CYPRESS HILLS","K-8","1","1","1",,"1",,,"454","454","454",,,,
"2014-15","19K108","19K108 - P.S. 108 SAL ABBRACCIAMENTO","ELEMENTARY","2","1","1",,,,,"905","453","905",,,,
"2014-15","19K149","19K149 - P.S. 149 DANNY KAYE","ELEMENTARY","1.4","1.4","1","0.4",,,,"699","350","350",,,,
"2014-15","19K158","19K158 - P.S. 158 WARWICK","ELEMENTARY","1","1","1",,,,,"583","583","583",,,,
"2014-15","19K159","19K159 - P.S. 159 ISAAC PITKIN","ELEMENTARY","2","1","1",,,,,"827","414","827",,,,
"2014-15","19K166","19K166 - J.H.S. 166 GEORGE GERSHWIN","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1.2","1.2","1","0.2",,,,"105","53","53",,,,
"2014-15","19K171","19K171 - I.S. 171 ABRAHAM LINCOLN","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","2","2",,,,,"634","212","317",,,,
"2014-15","19K174","19K174 - P.S. 174 DUMONT","K-8","1.8","1.8","1","0.8",,"0.8",,"129","65","65",,,,
"2014-15","19K190","19K190 - P.S. 190 SHEFFIELD","ELEMENTARY","1","1","1",,,,,"175","175","175",,,,
"2014-15","19K202","19K202 - P.S. 202 ERNEST S. JENKYNS","K-8","2","1","1",,,,,"547","274","547",,,,
"2014-15","19K213","19K213 - P.S. 213 NEW LOTS","ELEMENTARY","2","1","1",,,,,"396","198","396",,,,
"2014-15","19K214","19K214 - P.S. 214 MICHAEL FRIEDSAM","ELEMENTARY","1","1","1",,,,,"986","986","986",,,,
"2014-15","19K218","19K218 - J.H.S. 218 JAMES P. SINNOTT","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"462","231","462",,,,
"2014-15","19K224","19K224 - P.S. 224 HALE A. WOODRUFF","ELEMENTARY","3","2","2",,,,,"520","174","260",,,,
"2014-15","19K273","19K273 - P.S. 273 WORTMAN","ELEMENTARY","2","1","1",,,,,"340","170","340",,,,
"2014-15","19K290","19K290 - P.S. 290 JUAN MOREL CAMPOS","ELEMENTARY","0.4","0.4",,"0.4",,,,"587","587","587",,,,
"2014-15","19K292","19K292 - J.H.S. 292 MARGARET S. DOUGLAS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","2","2",,,,,"694","347","347",,,,
"2014-15","19K302","19K302 - J.H.S. 302 RAFAEL CORDERO","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","2","2",,,,,"268","90","134",,,,
"2014-15","19K306","19K306 - P.S. 306 ETHAN ALLEN","K-8","4","2","2",,,,"1","625","125","209",,,,
"2014-15","19K311","19K311 - ESSENCE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","0",,,,,,"135","135",,,,,
"2014-15","19K325","19K325 - THE FRESH CREEK SCHOOL","ELEMENTARY","0","0",,,,,,"249",,,,,,
"2014-15","19K328","19K328 - P.S. 328 PHYLLIS WHEATLEY","ELEMENTARY","2","1","1",,,,,"288","144","288",,,,
"2014-15","19K345","19K345 - P.S. 345 PATROLMAN ROBERT BOLDEN","ELEMENTARY","1","1","1",,,,,"634","634","634",,,,
"2014-15","19K346","19K346 - P.S. 346 ABE STARK","ELEMENTARY","1.6","0.6",,"0.6",,"0.6",,"635","318","635",,,,
"2014-15","19K364","19K364 - I.S. 364 GATEWAY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0.4","0.4",,"0.4",,"0.4",,"346","346","346",,,,
"2014-15","19K404","19K404 - ACADEMY FOR YOUNG WRITERS","HIGH SCHOOL","3","3","3",,,,,"547","183","183",,,,
"2014-15","19K409","19K409 - EAST NEW YORK FAMILY ACADEMY","SECONDARY SCHOOL","3","3","3",,,,,"479","160","160",,,,
"2014-15","19K422","19K422 - SPRING CREEK COMMUNITY SCHOOL","SECONDARY SCHOOL","1","1","1",,,,,"229","229","229",,,,
"2014-15","19K452","19K452 - FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"289","289","289",,,,
"2014-15","19K502","19K502 - FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY","HIGH SCHOOL","3","2","2",,,,,"324","108","162",,,,
"2014-15","19K504","19K504 - HIGH SCHOOL FOR CIVIL RIGHTS","HIGH SCHOOL","1","1","1",,"1",,,"319","319","319",,,,
"2014-15","19K507","19K507 - PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL","HIGH SCHOOL","1","1","1",,,,,"406","406","406",,,,
"2014-15","19K510","19K510 - WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHO","HIGH SCHOOL","2","2","2",,,,,"284","142","142",,,,
"2014-15","19K557","19K557 - BROOKLYN GARDENS ELEMENTARY SCHOOL","ELEMENTARY","1.2","0.2",,"0.2",,"0.2",,"228","114","228",,,,
"2014-15","19K583","19K583 - MULTICULTURAL HIGH SCHOOL","HIGH SCHOOL","2","2","2",,,,,"229","115","115",,,,
"2014-15","19K615","19K615 - TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH S","HIGH SCHOOL","6","5","5",,,,"1","1093","157","183",,,,
"2014-15","19K618","19K618 - ACADEMY OF INNOVATIVE TECHNOLOGY","HIGH SCHOOL","2","2","2",,,,,"413","207","207",,,,
"2014-15","19K639","19K639 - BROOKLYN LAB SCHOOL","HIGH SCHOOL","1","1","1",,,,,"334","334","334",,,,
"2014-15","19K654","19K654 - VAN SICLEN COMMUNITY MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"213","107","213",,,,
"2014-15","19K659","19K659 - CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL","HIGH SCHOOL","1","1","1",,,,,"330","330","330",,,,
"2014-15","19K660","19K660 - W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH","HIGH SCHOOL","3","3","3",,,,"1","506","127","127",,,,
"2014-15","19K661","19K661 - VISTA ACADEMY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0","0",,,,,,"225",,,,,,
"2014-15","19K662","19K662 - LIBERTY AVENUE MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,"1",,,"292","292","292",,,,
"2014-15","19K663","19K663 - SCHOOL OF THE FUTURE BROOKLYN","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0","0",,,,,,"105",,,,,,
"2014-15","19K677","19K677 - EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE","ELEMENTARY","2","1","1",,,,,"590","295","590",,,,
"2014-15","19K678","19K678 - EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,"1",,,"263","263","263",,,,
"2014-15","19K683","19K683 - THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, W","HIGH SCHOOL","1","1","1",,,,,"308","308","308",,,,
"2014-15","19K760","19K760 - HIGHLAND PARK COMMUNITY SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","0",,,,,,"115","115",,,,,
"2014-15","19K764","19K764 - THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTH","HIGH SCHOOL","1","0",,,,,,"62","62",,,,,
"2014-15","20K030","20K030 - PS/IS 30 MARY WHITE OVINGTON","K-8","1","1","1",,,,,"621","621","621",,,,
"2014-15","20K048","20K048 - P.S. 048 MAPLETON","ELEMENTARY","2","1","1",,,,,"640","320","640",,,,
"2014-15","20K062","20K062 - J.H.S. 062 DITMAS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","3","3",,,,,"1283","428","428",,,,
"2014-15","20K069","20K069 - P.S. 69 VINCENT D. GRIPPO SCHOOL","ELEMENTARY","1","1","1",,,,,"843","843","843",,,,
"2014-15","20K102","20K102 - P.S. 102 THE BAYVIEW","ELEMENTARY","2","1","1",,,,,"1388","694","1388",,,,
"2014-15","20K104","20K104 - P.S./I.S. 104 THE FORT HAMILTON SCHOOL","K-8","1.6","0.6",,"0.6",,,,"1199","600","1199",,,,
"2014-15","20K105","20K105 - P.S. 105 THE BLYTHEBOURNE","ELEMENTARY","3","2","2",,"2",,,"1733","578","867",,,,
