"clientid","resp","qrep","qkey","qcell","sc1","sc2","sc3","sc4","sc4a_1","sc4a_2","sc4c","sc4b","sc4b1","sc4b2","selchild","sc4d","sc4d1","sc5","sc6","sc6a","sc7","mp1","ph1","bc1a","bc1","bc2","bc3","pph1","pph2a","pph2b","pph2c","el1","el3","el4","el7","el8","el9","el10","el11","el12_1","el12_2","el12_3","el12wks","el12mns","el13a","el13b","el13c","el13d","el13e","el14","el15","el16","el17a","el17b","el17c","el17d","el17e","el17f","cp1","cp2","cp3","cp4","cp5","cp6a","cp6b","cp6c","cp7","cp8","cp9","cp10_1","cp10_2","cp10_3","cp10wks","cp10mns","ih1","ih2","ih3","ih4_1","ih4_2","ih4_3","ih4_4","ih4_5","ih5","ih5a_1","ih5a_2","ih5a_3","ih5a_4","bf1_1","bf1_2","bf1_3","bf1_4","bf1_5","bf1wks","bf1mns","bf1a_1","bf1a_2","bf1a_3","bf1a_4","bf1awks","bf1amns","bf2","mh1","mh2","mh3","mh3a","mh4","cc1","sd1_1","sd1_2","sd1wks","sd1mns","sd2","d1","d1yob","d2","fixd2","d3","d4_1","d4_2","d4_3","d4_4","d4_5","d4_6","d5","d6","d7","de1","de2_1","de2_2","de2_3","de2_4","de2_5","de2_6","de3","st1","st2","st3","st4","st5","es1a","es1b","es2","es3","es4","fulladra","qc1","lang","samp_weight","pop_weight","stratum","odate","fdate"
"818","1182","22","200818","0","1",,,"1",,,,"1",,,,"2","1",,"1","2","1","2","4","3","1","2","3","1",,,,"1","2","1","1","77","1","40","1","3",,,,"2","0","0","8","0","0","2","2","9",,,,,,,"2",,,,,,,,,,,,,,,,"3","1","1",,,,,,"2",,,,,"4",,,,,,"16","3",,,,,"6","3","5","2",,,"3",,,,,,,"1","1981","1","11231","1","8",,,,,,"26","1","5",,,,,,,,,"4","4","2","1","4","1","4","2","77","5","1","1","2","0.31333379779118825","31.939413916709302","1","22-Mar-16","22-Mar-16"
"824","13","1","200824","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","2","1","11","1","1","5","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","2","3","4","3","2","50","77",,,,,,"3","1","1",,,,,,"2",,,,,"4",,,,,,"13","3",,,,,"6","4","5","2",,,"2",,,,,,,"1","1987","1","10031","2","1",,,,,,"1",,"6","2","1",,,,,,"1","4","4","4","4","4","4","4","2","12","5","1","2","1","3.5894109306554216","365.88354732088311","2","24-Feb-16","24-Feb-16"
"830","1","1","200830","0","1",,,"1",,,,"1",,,,"1","1",,"1","2","1","2","2","12","1","2","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","2","1","2","2","1","40","1","2",,,"2",,"1","1","1",,,,,,"2",,,,,"3",,,,,"9",,"2",,,,"10",,"2","4","2",,,"2",,,,,,,"1","1980","1","10309","2","1",,,,,,"1",,"4","2","1",,,,,,"1","4","4","4","4","4","4","4","2","12","5","1","2","1","1.1820013848607445","120.48630485227734","1","24-Feb-16","1-Mar-16"
"831","208","9","200831","1","1","1","2","1",,,,"1",,,,"1","1",,"1","1","1","1","1","7","1","1","2","1",,,,"1","2","1","1","9","1","40","3","2",,,"12",,"6","6","0","6","0","1","1",,"1","1","2","1","2","1","1","1","1","1","3","1","1","3","1","50","1","2",,,"1",,"2","1","1",,,,,,"2",,,,,"4",,,,,,"8","3",,,,,"6","5","2","1","1","3","2","6","2",,,"3","1","1","1979","1","27519","1","8",,,,,,"1",,"4","1","8",,,,,,"1","4","4","2","2","4","4","4","2","12","4","1","2","1","0.37634300455134906","38.36220376403196","1","26-Feb-16","26-Feb-16"
"835","1110","15","200835","1","1","1","2","1",,,,"1",,,,"1","2",,"1","1","1","3","4","4","1","2","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","1","1","1","1","50","4",,,,,,"3","1","1",,,,,,"2",,,,,"4",,,,,,"16","3",,,,,"7","3","5","2",,,"4",,,,,,,"1","1974","1","11358","1","8",,,,,,"30","3","2","1","8",,,,,,"30","4","4","4","4","4","4","4","2","1","4","1","1","2","1.5237940394704428","155.32664810993347","2","21-Mar-16","21-Mar-16"
"837","386","8","200837","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","2","1","3","1","1","2","1",,,,"1","2","1","2","8","1","45","1","3",,,,"3","0","3","1","0","0","2","1",,"1","2","2","2","1","2","1","1","1","2","1","1","1","2","1","40","1","1",,,,,"1","1","1",,,,,,"1","1",,,,"4",,,,,,"6","3",,,,,"8","3","3","1","2",,"1","6","2",,,"4","1","1","1985","1","11233","2","2",,,,,,"40","3","6","2","2",,,,,,"40","4","4","4","4","4","4","4","2","8","6","1","2","1","0.48430474893671471","49.36719226320475","1","1-Mar-16","1-Mar-16"
"847","421","5","200847","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","0","1","2","1","2","5","1",,,,"1","3","1","1","8","1","39","2","2",,,"4",,,,,,,"1","1",,"1","2","1","2","2","2","1","1","1","1","3","2","1","2","1","35","4",,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"4","3",,,,,"11","1","3","2",,,"3","5",,,,,"1","1","1978","1","11104","2","1",,,,,,"1",,"6","1","1",,,,,,"1","4","4","4","4","4","4","4","2","12","3","1","2","1","0.85513432529390043","87.167389418199335","1","2-Mar-16","2-Mar-16"
"848","1149","20","200848","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","0","1","4","1","1","3","1",,,,"1","2","1","1","77","1","25","1","3",,,,"2","0","8","0","0","0","1","1",,"2","2","1","2","1","2","2",,,,,,,,,,,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"9","3",,,,,"4","3","5","2",,,"1","2",,,,,"1","1","1992","1","10454","1","99",,,,,,"26","3","3",,,,,,,,,"4","4","4","4","4","4","4","2","2","2","1","2","1","0.5211253883253758","53.120472791518736","1","22-Mar-16","22-Mar-16"
"849","565","12","200849","0","1",,,"1",,,,"1",,,,"1","1",,"1","2","1","2","1","5","1","1","2","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","4","5","4","1","25","77",,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"20","3",,,,,"7","3","5","2",,,"1",,,,,,,"1","1988","1","11211","2","1",,,,,,"1",,"4","2","1",,,,,,"1","4","4","4","4","4","3","4","2","1","4","1","1","1","1.8733709195739701","190.96046976609321","2","8-Mar-16","14-Mar-16"
"852","434","8","200852","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","1","3","2","1","2","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","2","3","3","3","3","2","0",,,,,,,"1","1","1",,,,,,"2",,,,,"1",,,,,,,,,,,,,,"5","2",,,"1",,,,,,,"1","1980","1","10029","2","2",,,,,,"50","3","4","2","2",,,,,,"1","4","4","4","4","4","3","4","2","1","3","1","2","1","0.68921110067551894","70.254146777795413","1","2-Mar-16","2-Mar-16"
"862","1428","11","200862","0","1",,,"1",,,,"1",,,,"1","1",,"1","2","1","3","2","1","1","1","2","1",,,,"1","3","1","1","9","1","40","3","3",,,,"4","2","14","14","14","0","1","1",,"1","2","1","1","2","2","1","1","1","1","1","1","1","1","2","0",,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"24","3",,,,,"3","3","5","2",,,"3","1",,,,,"1","1","1976","1","11236","2","2",,,,,,"41","3","6","2","2",,,,,,"41","4","4","4","4","4","4","4","2","12","6","1","2","1","0.64533576979258034","65.781752278123093","1","26-Mar-16","26-Mar-16"
"864","20","2","200864","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","2","3","4","1","2","3","1",,,,"1","1","1","1","77","1","35","2","3",,,,"9",,,,,,"1","1",,"2","2","2","2","2","1","1","1","1","1","2","2","3","3","2","40","2","1",,,,,"3","1","1",,,,,,"2",,,,,"5",,,,,,,"3",,,,,"6",,"3","2",,,"3","5",,,,,"2","1","1975","1","11419","1","8",,,,,,"26","3","5","1","8",,,,,,"8","4","4","4","4","4","4","4","2","99","5","1","2","2","0.40998225021952106","41.791191631972168","1","24-Feb-16","24-Feb-16"
"880","485","5","200880","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","0","2","10","1","1","2","1",,,,"1","2","1","2","77","1","30","1","3",,,,"2","0","8","77","0","0","1","1",,"1","1","1","2","1","1","2",,,,,,,,,,,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"1","3",,,,,"1","1","5","2",,,"1","4",,,,,"1","1","1980","1","11373","2","3",,,,,,"1",,"5",,,,,,,,,"4","4","4","4","4","4","4","2","9","2","1","2","1","1.4809301956506407","150.95735868289819","1","4-Mar-16","4-Mar-16"
"882","974","18","200882","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","1","4","12","1","1","2","1",,,,"1","3","1","1","77","1","25","1","2",,,"6",,"0","0","6","0","0","1","1",,"1","1","2","2","2","2","1","1","1","2","2","1","6","3","1","40","4",,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"11","3",,,,,"11","3","3","2",,,"3","2",,,,,"1","1","1989","1","10301","2","2",,,,,,"1",,"6","2","2",,,,,,"1","4","4","4","4","4","2","4","1","1","2","1","2","1","1.3447650457195892","137.07748005079191","1","18-Mar-16","18-Mar-16"
"886","664","12","200886","0","1",,,"1",,,,"1",,,,"1","2",,"1","2","1","0","2","3","1","1","2","1",,,,"1","1","1","1","6","1","35","2","3",,,,"6",,,,,,"2","1",,"1","2","1","1","1","1","1","1","1","1","2","1","1","1","1","40","1","2",,,"2",,"2","1","1",,,,,,"2",,,,,"4",,,,,,"12","3",,,,,"6","3","4","2",,,"3","6","2",,,"18","1","1","1975","1","10025","2","3",,,,,,"1",,"6","2","1",,,,,,"1","4","4","4","4","4","4","4","2","12","3","1","2","1","1.1311934141335527","115.3072376122815","1","9-Mar-16","9-Mar-16"
"888","1292","20","200888","0","1",,,"1",,,,"1",,,,"1","2",,"1","2","1","5","3","8","1","2","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","3","2","3","2","666",,,,,,,"3","1","1",,,,,,"2",,,,,"4",,,,,,"7","3",,,,,"3","4","5","2",,,"3",,,,,,,"1","1977","1","11225","2","2",,,,,,"68","3","3","2","2",,,,,,"39","4","4","4","4","4","3","4","1","4","7","1","2","1","0.67903358090262533","69.216709964520106","1","23-Mar-16","23-Mar-16"
"890","607","10","200890","0","1",,,"1",,,,"1",,,,"2","2",,"1","2","1","0","1","9","1","1","2","1",,,,"1","3","1","1","7","1","65","1","2",,,"12",,"10","6","12","0","0","1","2","2",,,,,,,"1","1","2","2","1","2","2","3","2","666",,,,,,,"1","1","1",,,,,,"2",,,,,"5",,,,,,,"3",,,,,"6",,"5","2",,,"1",,,,,,,"1","1982","1","11215","2","1",,,,,,"1",,"6","2","1",,,,,,"1","4","4","4","4","4","4","4","2","12","3",,"2","1","0.58144382895642066","59.268981684291539","1","8-Mar-16","8-Mar-16"
"899","1435","24","200899","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","2","1","10","1","2","3","1",,,,"1","2","1","2","1","2","40","2","3",,,,"6",,,,,,"2","1",,"1","2","1","2","1","2","1","1","1","2","1","4","3","3","2","666",,,,,,,"1","1","1",,,,,,"2",,,,,"1",,,,,,,,,,,,,,"4","1","1","3","2","2",,,,,"2","1","1983","1","11435","2","2",,,,,,"1",,"4","2","2",,,,,,"50","4","4","4","4","4","1","4","1","1","4","1","1","1","1.0751579218765031","109.59530741566356","1","28-Mar-16","28-Mar-16"
"903","413","10","200903","0","1",,,"1",,,,"1",,,,"2","1",,"1","2","1","0","2","10","1","1","3","1",,,,"1","3","1","2","6","1","30","3","3",,,,"4","2","0","0","16","0","1","1",,"1","1","1","1","2","2","2",,,,,,,,,,,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"3","3",,,,,"6","7","4","2",,,"2","2",,,,,"1","1","1993","1","11213","2","2",,,,,,"40","2","5",,,,,,,,,"4","4","4","4","4","2","4","2","77","2","1","2","1","0.64035931199904683","65.274481289716562","1","2-Mar-16","2-Mar-16"
"911","1328","23","200911","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","0","4","8","1","1","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"5","3",,,,,"1","1","3","1","1","3","4",,,,,,,"1","1973","1","33916","1","1",,,,,,"1",,"6",,,,,,,,,"1","77","4","4","4","3","3","2","1","2","1","2","1","2.5772303621371502","262.7077828031355","2","24-Mar-16","24-Mar-16"
"918","750","12","200918","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","0","3","9","1","2","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","2","1","77","3","1","54","4",,,,,,"1","1","1",,,,,,"2",,,,,"5",,,,,,,"3",,,,,"4",,"5","1","2",,"3",,,,,,,"1","1992","1","10305","2","1",,,,,,"1",,"5","1","1",,,,,,"1","4","4","4","4","4","2","4","2","3","3","1","2","1","2.4565546532583955","250.40680715754155","2","12-Mar-16","12-Mar-16"
"921","1187","23","200921","1","1","1","2","1",,,,"1",,,,"2","2",,"1","2","1","0","1","7","1","1","3","1",,,,"1","2","1","1","8","1","40","1","2",,,"12",,"1","11","0","0","0","1","1",,"2","2","2","2","2","2","1","1","1","1","2","4","4","3","1","40","4",,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"6","3",,,,,"4","5","3","2",,,"2","5",,,,,"1","1","1989","1","10065","2","1",,,,,,"16","2","6","2","1",,,,,,"1","4","4","4","4","4","4","4","2","12","3","1","2","1","0.85375464276932767","87.02675265466911","1","22-Mar-16","28-Mar-16"
"929","1343","23","200929","0","1",,,"1",,,,"1",,,,"1","2",,"1","2","1","4","1","6","1","1","2","1",,,,"1","1","1","77","6","1","35","1","3",,,,"4","3","4","2","0","0","2","1",,"2","2","1","2","1","2","1","1","1","2","2","3","3","3","1","60","4",,,,,,"2","1","1",,,,,,"2",,,,,"4",,,,,,"2","3",,,,,"6","1","5","1","2",,"3","5",,,,,"1","1","1968","1","10456","1","2",,,,,,"26","2","3","1","1",,,,,,"2","4","4","4","4","4","4","1","1","1","3","1","1","2","1.012772139007972","103.23606575197348","1","24-Mar-16","24-Mar-16"
"931","39","3","200931","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","0","1","12","1","1","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","2","1","1","1","1","40","1","1",,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"14","3",,,,,"7","7","3","77",,,"4",,,,,,,"1","1988","1","11215","2","1",,,,,,"2","2","6","2","1",,,,,,"1","4","4","2","4","2","4","4","2","8","3","1","1","1","1.9354614123190601","197.28961128244973","2","24-Feb-16","24-Feb-16"
"933","1075","21","200933","1","1","1","2","1",,,,"1",,,,"2","1",,"1","2","1","1","2","11","1","1","2","1",,,,"1","2","1","1","77","2","30","2","3",,,,"9",,,,,,"2","1",,"1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","40","4",,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"9","3",,,,,"3","3","5","2",,,"1","1",,,,,"1","1","1986","1","11226","2","2",,,,,,"35","3","5","2","2",,,,,,"35","4","4","4","4","4","3","4","2","5","4",,"2","1","0.48430474893671471","49.36719226320475","1","20-Mar-16","20-Mar-16"
"945","733","13","200945","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","0","3","10","1","2","3","2","2","1","2","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,"2","1","1",,,,,,"2",,,,,"1",,,,,,,,,,,,,,"4","2",,,"2",,,,,,,"1","1984","1","11418","1","1",,,,,,"57","1","5",,,,,,,,,"4","4","4","4","4","2","4","2","3","3","1","1","2","2.1158253276661729","215.67485343800172","2","11-Mar-16","11-Mar-16"
"950","1305","21","200950","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","1","6","1","1","2","1",,,,"1","3","1","1","6","1","30","4",,,,,,,,,,,,"4",,"1","1","1","1","2","2","1","1","1","1","2","1","1","1","1","30","2","1",,,,,"1","1","1",,,,,,"2",,,,,"1",,,,,,,,,,,,,,"5","2",,,"1","2",,,,,"1","1","1992","1","10032","1","99",,,,,,"1",,"5","2","99",,,,,,"1","4","4","4","4","4","4","4","2","8","5","1","2","1","0.48268510848313201","49.202095592472489","1","23-Mar-16","23-Mar-16"
"956","1051","18","200956","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","2","3","12","1","1","3","1",,,,"1","2","1","77","77","1","7","4",,,,,,,,,,,,"1",,"1","2","2","2","1","2","1","1","1","1","2","3","6","6","1","35","4",,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"14","3",,,,,"6","2","5","2",,,"3","8",,,,,"1","1","1986","1","11374","2","1",,,,,,"67","2","5","2","1",,,,,,"67","4","4","4","4","4","3","4","2","6","5","1","2","1","0.63327117457996995","64.551958036488443","1","20-Mar-16","20-Mar-16"
"957","70","4","200957","0","1",,,"1",,,,"1",,,,"1","1",,"1","2","1","1","2","12","1","1","2","1",,,,"1","3","1","1","77","1","18","2","77",,,,,,,,,,,"1",,"1","2","2","2","2","2","1","1","1","1","3","4","2","3","2","777",,,,,,,"2","1","3","77",,,,,"2",,,,,"5",,,,,,,"77",,,,,,,"5","2",,,"4","1",,,,,"1","1","1989","1","11218","2","1",,,,,,"1",,"4","2","1",,,,,,"1","4","4","4","4","77","3","4","2","1","4","1","2","1","0.57179558555281196","58.285496207112409","1","24-Feb-16","24-Feb-16"
"960","737","15","200960","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","0","2","1","1","1","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","2","3","1","5","1","1","40","2","1",,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"24","3",,,,,"6","5","3","2",,,"5",,,,,,,"1","1985","1","11385","2","1",,,,,,"1",,"4","1","8",,,,,,"1","4","2","1","4","2","4","4","2","77","2","2","2","1","2.5466217901063137","259.58772407221051","2","11-Mar-16","11-Mar-16"
"961","1390","24","200961","0","1",,,"1",,,,"1",,,,"1","2",,"1","2","1","0","2","2","2","2","3","1",,,,"1","2","1","2","1","1","32","3","3",,,,"6","0","24","0","0","0","1","1",,"1","1","1","2","2","2","1","1","1","1","1","1","1","1","1","50","1","2",,,"1",,"1","1","1",,,,,,"2",,,,,"1",,,,,,,,,,,,,,"5","2",,,"2","3",,,,,"1","1","1978","1","11220","2","1",,,,,,"1",,"5","1","1",,,,,,"1","4","4","4","2","3","1","1","2","9","4","1","2","1","2.1129687828518842","215.38367397431671","2","25-Mar-16","25-Mar-16"
"967","179","9","200967","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","1","1","6","1","1","2","1",,,,"1","2","1","1","77","1","37","3","3",,,,"3","8","0","0","0","0","1","1",,"1","1","2","1","77","1","1","1","2","2","1","1","3","3","2","0",,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"6","3",,,,,"7","5","4","2",,,"3","2",,,,,"1","1","1980","1","10469","1","8",,,,,,"26","3","6","1","8",,,,,,"26","4","2","4","2","2","4","4","2","7","3",,"2","1","0.55639785479225645","56.715941631109821","1","25-Feb-16","25-Feb-16"
"969","182","9","200969","0","1",,,"1",,,,"1",,,,"1","2",,"1","2","1","1","1","9","1","1","2","1",,,,"1","2","1","2","77","1","30","2","3",,,,"2",,,,,,"2","1",,"1","2","2","2","2","2","1","1","1","1","2","3","3","5","1","777",,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"9","3",,,,,"6","3","5","2",,,"1","4",,,,,"1","1","1988","1","11211","2","1",,,,,,"1",,"4","2","1",,,,,,"1","4","4","4","4","3","3","4","2","2","4","1","1","1","0.57179558555281196","58.285496207112409","1","25-Feb-16","25-Feb-16"
"970","1096","19","200970","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","1","11","1","2","3","1",,,,"1","2","1","1","7","1","40","3","3",,,,"4","1","6","0","4","0","2","2","2",,,,,,,"1","1","1","1","2","1","1","1","1","70","1","2",,,"2",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"3","3",,,,,"4","3","5","2",,,"2",,,,,,,"1","1983","1","10023","2","1",,,,,,"1",,"6","2","1",,,,,,"1","4","4","4","4","4","4","4","2","12","3","1","2","1","0.72095803537312164","73.490243537996193","1","21-Mar-16","21-Mar-16"
"975","1031","16","200975","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","1","2","4","1","1","3","1",,,,"1","2","1","2","1","1","9","2","2",,,"8",,,,,,,"1","1",,"1","2","1","1","2","2","1","1","1","1","1","1","1","2","1","777",,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"4","3",,,,,"5","1","5","2",,,"3","7",,,,,"1","1","1975","1","11236","2","2",,,,,,"76","3","4","2","2",,,,,,"76","4","4","4","4","4","4","4","2","8","4","1","2","1","3.1776408296990968","323.91011264616685","2","19-Mar-16","19-Mar-16"
"981","764","13","200981","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","1","1","6","1","1","3","1",,,,"1","2","1","1","7","2","50","2","3",,,,"8",,,,,,"1","2","99",,,,,,,"1","1","1","1","1","1","2","1","1","25","2","2",,,"1",,"1","1","1",,,,,,"2",,,,,"5",,,,,,,"3",,,,,"5",,"5","2",,,"2",,,,,,,"1","1982","1","10801","2","2",,,,,,"2","3","6","2","2",,,,,,"35","4","4","4","4","4","4","4","2","12","4","1","2","1","0.57258637574104954","58.366104731700055","1","13-Mar-16","13-Mar-16"
"985","307","3","200985","0","1",,,"1",,,,"1",,,,"1","1",,"1","2","1","2","2","9","1","1","2","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","2","6","6","3","1","30","1","1",,,,,"1","1","2","2",,,,,"2",,,,,"5",,,,,,,"3",,,,,"9",,"5","2",,,"2",,,,,,,"1","1989","1","11218","2","1",,,,,,"1",,"4","2","1",,,,,,"1","4","4","4","4","4","3","4","2","1","5","1","2","1","1.7399200491708704","177.35726890682861","2","28-Feb-16","28-Feb-16"
"986","667","12","200986","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","2","4","8","1","1","2","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","3","2","2","2","2","777",,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"12","3",,,,,"5","1","5","2",,,"1",,,,,,,"99",,"1","11369","1","1",,,,,,"38","1","1","1","1",,,,,,"38","4","3","1","2","4","4","4","1","1","3","1","1","2","1.4517792672654657","147.98588361600821","2","9-Mar-16","9-Mar-16"
"988","1505","22","200988","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","3","1","12","1","1","3","1",,,,"1","2","1","1","7","1","35","3","3",,,,"4","2","4","0","77","0","1","1",,"1","1","1","2","2","1","2",,,,,,,,,,,,,,,,"1","1","1",,,,,,"2",,,,,"1",,,,,,,,,,,,,,"5","2",,,"2","3",,,,,"1","1","1981","1","10466","2","2",,,,,,"50","3","5",,,,,,,,,"4","4","4","4","2","4","4","1","3","5","1","1","1","0.67815591429120814","69.127245765699115","1","30-Mar-16","30-Mar-16"
"989","680","2","200989","0","1",,,"1",,,,"1",,,,"1","1",,"1","2","1","2","1","9","1","2","4","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","2","1","3","3","3","1","40","4",,,,,,"1","1","1",,,,,,"2",,,,,"5",,,,,,,"3",,,,,"9",,"4","2",,,"3",,,,,,,"1","1975","1","11234","2","2",,,,,,"1",,"5","2","2",,,,,,"1","4","4","4","4","4","1","4","2","5","3","1","1","1","0.88974902463990635","90.695809326323328","1","9-Mar-16","17-Mar-16"
"999","682","14","200999","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","1","6","1","1","2","1",,,,"1","2","1","1","9","1","40","1","2",,,"12",,"0","6","6","0","0","1","1",,"1","2","2","2","2","2","1","1","1","1","4","2","6","3","1","50","1","2",,,"2",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"16","3",,,,,"6","3","3","2",,,"1","5",,,,,"1","1","1978","1","11249","2","2",,,,,,"2","3","6","2","1",,,,,,"33","4","4","4","4","4","4","4","2","12","4","1","1","1","0.64533576979258034","65.781752278123093","1","9-Mar-16","9-Mar-16"
"1006","1472","23","201006","1","1","1","2","1",,,,"1",,,,"2","1",,"1","2","1","0","2","5","1","1","2","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,"3","1","1",,,,,,"2",,,,,"4",,,,,,"2","1",,,,,,"7","5","2",,,"2",,,,,,,"1","1989","1","10468","1","2",,,,,,"26","3","4",,,,,,,,,"4","4","4","4","4","4","4","2","3","3","1","2","1","0.48083654835063055","49.013664189163613","1","29-Mar-16","29-Mar-16"
"1013","533","5","201013","1","1","1","2","1",,,,"1",,,,"1","1",,"1","1","1","0","1","2","1","2","3","1",,,,"1","2","1","2","2","1","40","2","2",,,"6",,,,,,,"1","1",,"1","2","1","2","2","1","1","1","1","1","3","1","2","5","1","50","4",,,,,,"1","1","1",,,,,,"2",,,,,"1",,,,,,,,,,,,,,"3","2",,,"1","2",,,,,"1","1","1977","1","10307","2","1",,,,,,"1",,"5","2","1",,,,,,"1","4","4","4","4","4","4","4","2","8","3","1","2","1","0.55416851927780597","56.48869621342044","1","7-Mar-16","7-Mar-16"
"1018","430","10","201018","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","1","10","1","1","2","1",,,,"1","2","1","1","9","1","50","3","2",,,"11",,"0","11","0","2","0","1","1",,"2","2","2","2","2","2","1","1","1","1","1","1","1","3","1","35","1","2",,,"2",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"9","3",,,,,"6","3","5","2",,,"1","5",,,,,"1","1","1979","1","11249","2","1",,,,,,"31","3","6","2","1",,,,,,"31","4","4","4","2","4","4","4","2","12","3","1","2","1","0.66568468100403444","67.856001218130899","1","2-Mar-16","2-Mar-16"
"1031","210","7","201031","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","2","4","1","1","3","1",,,,"1","4","1","2","1","1","24","2","3",,,,"5",,,,,,"1","4",,"1","1","2","1","1","1","1","1","1","1","2","1","1","3","1","777",,,,,,,"2","1","1",,,,,,"2",,,,,"4",,,,,,"4","3",,,,,"4","7","5","2",,,"3","5",,,,,"2","1","1991","1","11226","1","1",,,,,,"30","1","4","1","1",,,,,,"30","4","4","2","3","4","4","4","1","1","3","1","1","2","1.573381896287438","160.3813440772546","2","26-Feb-16","26-Feb-16"
"1034","1469","21","201034","0","1",,,"1",,,,"1",,,,"1","1",,"1","2","1","3","1","4","1","1","2","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","3","3","2","5","1","40","2","2",,,"3",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"10","3",,,,,"6","3","5","2",,,"1",,,,,,,"1","1979","1","11229","2","1",,,,,,"1",,"4","2","1",,,,,,"1","4","4","4","4","4","4","4","2","10","7","1","2","1","1.8733709195739701","190.96046976609321","2","29-Mar-16","29-Mar-16"
