"developmentteamdwid","projectid","type","entityname","firstname","lastname","entityindividualindicator","parententityname","individualrole","individualtitle","individualofficerequivalence","careof","housenumber","streetname","apartmentsuitefloor","city","state","zip","tradetype","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"5411","61799","SUB CONTRACTOR","UNITED INDUSTRIES & CONSTRUCTION CORP.",,,"Entity","UNITED INDUSTRIES & CONSTRUCTION CORP.",,,,,"2","Rector Street",,"New York","NEW YORK","10006","Demolition,Plumbing","Manhattan","40.707808","-74.013053","1","1","13","1001031","1000510001","MN25"
"24535","50156","SUB CONTRACTOR","United Industries & Construction Corp.",,,"Entity","Monadnock Construction Inc",,,,,"2","Rector Street","1100","New York","NEW YORK","10006",,"Manhattan","40.707808","-74.013053","1","1","13","1001031","1000510001","MN25"
"30194","49338","SUB CONTRACTOR","United Industries & Construction Corp.",,,"Entity","Monadnock Construction Inc",,,,,"2","Rector Street","1100","New York","NEW YORK","10006",,"Manhattan","40.707808","-74.013053","1","1","13","1001031","1000510001","MN25"
"43749","53180","SUB CONTRACTOR","United Industries & Construction Corp.",,,"Entity","United Industries & Construction Corp.",,,,,"2","Rector Street","1100","New York","NEW YORK","10006",,"Manhattan","40.707808","-74.013053","1","1","13","1001031","1000510001","MN25"
"45980","55050","SUB CONTRACTOR","United Industries & Construction Corp.",,,"Entity","United Industries & Construction Corp.",,,,,"2","Rector Street","1100","New York","NEW YORK","10006",,"Manhattan","40.707808","-74.013053","1","1","13","1001031","1000510001","MN25"
"75391","50156","SUB CONTRACTOR","United Industries & Construction Corp.",,,"Entity","Monadnock Construction Inc",,,,,"2","Rector Street","1100","New York","NEW YORK","10006",,"Manhattan","40.707808","-74.013053","1","1","13","1001031","1000510001","MN25"
"76562","49338","SUB CONTRACTOR","United Industries & Construction Corp.",,,"Entity","Monadnock Construction Inc",,,,,"2","Rector Street","1100","New York","NEW YORK","10006",,"Manhattan","40.707808","-74.013053","1","1","13","1001031","1000510001","MN25"
"81215","53580","SUB CONTRACTOR","United Industries & Const Corp",,,"Entity","Monadnock Construction Inc",,,,,"2","Rector Street","110","New York","NEW YORK","10006",,"Manhattan","40.707808","-74.013053","1","1","13","1001031","1000510001","MN25"
"6965","49908","GENERAL CONTRACTOR","Cote Construction Group, LLC",,,"Entity","Hudson Meridian",,,,,"40","Rector St","18","New York","NEW YORK","10006",,"Manhattan","40.708356","-74.014814","1","1","13","1088750","1000557501","MN25"
"6966","49908","GENERAL CONTRACTOR","Hudson Meridian","William","Cote","Individual","Hudson Meridian","Both","President CEO",,,"40","Rector St","18","New York","NEW YORK","10006",,"Manhattan","40.708356","-74.014814","1","1","13","1088750","1000557501","MN25"
"74698","44285","BORROWER LEGAL ENTITY","Restored Homes HDFC",,,"Entity","Restored Homes HDFC",,,,,"150","Broadway","2101","New York","NEW YORK","10038",,"Manhattan","40.709320","-74.010392","1","1","1502","1001087","1000640012","MN25"
"74699","44285","BORROWER LEGAL ENTITY","Restored Homes HDFC","Nicholas","Lembo","Individual","Restored Homes HDFC","Officer","Vice Preseident",,,"150","Broadway","2101","New York","NEW YORK","10038",,"Manhattan","40.709320","-74.010392","1","1","1502","1001087","1000640012","MN25"
"74700","44285","BORROWER LEGAL ENTITY","Restored Homes HDFC","Samuel","Marks","Individual","Restored Homes HDFC","Officer","Treasurer",,,"150","Broadway","2101","New York","NEW YORK","10038",,"Manhattan","40.709320","-74.010392","1","1","1502","1001087","1000640012","MN25"
"74701","44285","BORROWER LEGAL ENTITY","Restored Homes HDFC","Lydia","Toms","Individual","Restored Homes HDFC","Officer","Secretary",,,"150","Broadway","2101","New York","NEW YORK","10038",,"Manhattan","40.709320","-74.010392","1","1","1502","1001087","1000640012","MN25"
"75454","50424","BORROWER LEGAL ENTITY","Restoring Urban Neighborhoods, LLC",,,"Entity","Restoring Urban Neighborhoods LLC.","Owner",,,,"150","Broadway","Suite 2101","New York","NEW YORK","10038",,"Manhattan","40.709320","-74.010392","1","1","1502","1001087","1000640012","MN25"
"75455","50424","BORROWER LEGAL ENTITY","Restored Homes HDFC",,,"Entity","Restoring Urban Neighborhoods LLC.",,,,,"150","Broadway","Suite 2101","New York","NEW YORK","10038",,"Manhattan","40.709320","-74.010392","1","1","1502","1001087","1000640012","MN25"
"75513","54838","BORROWER LEGAL ENTITY","Restored Homes HDFC",,,"Entity","Restored Homes HDFC",,,,"Restoring Urban Neighborhoods, LLC","150","Broadway","Suite 2101","New York","NEW YORK","10038",,"Manhattan","40.709320","-74.010392","1","1","1502","1001087","1000640012","MN25"
"75514","54838","BORROWER LEGAL ENTITY","Restoring Urban Neighborhoods, LLC",,,"Entity","Restored Homes HDFC",,,,"Restoring Urban Neighborhoods, LLC","150","Broadway","Suite 2101","New York","NEW YORK","10038",,"Manhattan","40.709320","-74.010392","1","1","1502","1001087","1000640012","MN25"
"86034","50204","BORROWER LEGAL ENTITY","NEIGHBORHOOD RESTORE HOUSING DEVELOPMENT FUND COMPANY",,,"Entity","NEIGHBORHOOD RESTORE HOUSING DEVELOPMENT FUND COMPANY",,,,,"150","Broadway",,"New York","NEW YORK","10038",,"Manhattan","40.709320","-74.010392","1","1","1502","1001087","1000640012","MN25"
"86055","66225","BORROWER LEGAL ENTITY","RESTORING COMMUNITIES HDFC",,,"Entity","RESTORING COMMUNITIES HDFC",,,,,"150","Broadway",,"New York","NEW YORK","10038",,"Manhattan","40.709320","-74.010392","1","1","1502","1001087","1000640012","MN25"
"86071","67442","BORROWER LEGAL ENTITY","RESTORING COMMUNITIES HDFC","Salvatore","DAvola","Individual","RESTORING COMMUNITIES HDFC",,,,,"150","Broadway",,"New York","NEW YORK","10038",,"Manhattan","40.709320","-74.010392","1","1","1502","1001087","1000640012","MN25"
"26695","48012","SUB CONTRACTOR","B.W.B Crown Partitions",,,"Entity","B.W.B Crown Partitions",,,,,"160","Broadway",,"New York","NEW YORK","10038",,"Manhattan","40.709493","-74.010240","1","1","1502","1079040","1000640015","MN25"
"26696","48012","SUB CONTRACTOR","Broadway PEO, Inc.","Robert","Cassera","Individual","Broadway PEO, Inc.","Officer",,"CEO",,"160","Broadway",,"New York","NEW YORK","10038",,"Manhattan","40.709493","-74.010240","1","1","1502","1079040","1000640015","MN25"
"46407","52415","SUB CONTRACTOR","Crown Partition",,,"Entity","Crown Partition",,,,"Thomas Nappo","160","Broadway",,"New York","NEW YORK","10038",,"Manhattan","40.709493","-74.010240","1","1","1502","1079040","1000640015","MN25"
"74475","49143","SUB CONTRACTOR","Broadway Wallboard",,,"Entity","Broadway Wallboard",,,,,"160","Broadway","10th Floor","New York","NEW YORK","10038",,"Manhattan","40.709493","-74.010240","1","1","1502","1079040","1000640015","MN25"
"75239","49143","SUB CONTRACTOR","Broadway Wall Board aka Crown Partitions",,,"Entity","Broadway Wall Board aka Crown Partitions",,,,,"160","Broadway","10th Floor","New York","NEW YORK","10038",,"Manhattan","40.709493","-74.010240","1","1","1502","1079040","1000640015","MN25"
"75519","48012","SUB CONTRACTOR","B.W.B Crown Partitions",,,"Entity","B.W.B Crown Partitions",,,,,"160","Broadway",,"New York","NEW YORK","10038",,"Manhattan","40.709493","-74.010240","1","1","1502","1079040","1000640015","MN25"
"75520","48012","SUB CONTRACTOR","Broadway PEO, Inc.","Robert","Cassera","Individual","Broadway PEO, Inc.","Officer",,"CEO",,"160","Broadway",,"New York","NEW YORK","10038",,"Manhattan","40.709493","-74.010240","1","1","1502","1079040","1000640015","MN25"
"80557","52723","SUB CONTRACTOR","Broad Construction",,,"Entity","Broad Construction",,,,,"125","Maiden Lane","15A","New York","NEW YORK","10038",,"Manhattan","40.706397","-74.006341","1","1","1502","1087484","1000707501","MN25"
"80558","52723","SUB CONTRACTOR","Broad Construction",,,"Individual","Broad Construction",,,,,"125","Maiden Lane","15A","New York","NEW YORK","10038",,"Manhattan","40.706397","-74.006341","1","1","1502","1087484","1000707501","MN25"
"2503","64406","GENERAL CONTRACTOR","Joy Construction Corp.",,,"Entity","Joy Construction Corp.",,,,,"40","Fulton Street","12th Floor","New York City","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"2509","64406","BORROWER LEGAL ENTITY","River MEK Developers LLC","Chava","Lobel","Individual","River MEK Developers LLC","Owner and Officer","Owner",,,"40","Fulton Street","21 Floor","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"78066","55036","SUB CONTRACTOR","Red Hook Construction Group II LLC","Hitesh","Chhabhaya","Individual","Red Hook Construction Group II LLC","Both","President","CEO",,"83","East Main Street",,"Bay Shore","NEW YORK",,,,,,,,,,,
"2512","64406","BORROWER LEGAL ENTITY","River MEK Developers LLC","Eli","Weiss","Individual","River MEK Developers LLC","Owner and Officer","Managing Manager",,,"40","Fulton Street","21 Fl","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"2513","64406","BORROWER LEGAL ENTITY","River MEK Developers LLC",,,"Entity","River MEK Realty LLC",,,,,"40","Fulton Street","2 Fl","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"2517","64406","BORROWER LEGAL ENTITY","BRETON STEEL 2016 INC.","Chava","Lobel","Individual","BRETON STEEL 2016 INC.","Owner and Officer","Owner",,,"40","Fulton Street","21 Floor","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"2518","64406","BORROWER LEGAL ENTITY","BRETON STEEL 2016 INC.","Amnon","Shalhov","Individual","BRETON STEEL 2016 INC.","Owner and Officer","Owner",,,"40","Fulton Street","21st Floor","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"2530","64406","GENERAL CONTRACTOR","Joy Construction Corp.","Amnon","Shalhov","Individual","Joy Construction Corp.","Owner and Officer","President","CEO",,"40","Fulton Street","21 Floor","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"7216","50473","BORROWER LEGAL ENTITY","BEDFORD-WEBSTER DEVELOPERS LLC",,,"Entity","BEDFORD-WEBSTER LLC",,,,"Azimuth Development Group LLC","40","Fulton Street","12th Fl","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"7217","50473","BORROWER LEGAL ENTITY","THE BEDFORD HOUSING DEVELOPMENT FUND CORPORATION",,,"Entity","BEDFORD-WEBSTER LLC",,,,"Azimuth Development Group LLC","40","Fulton Street","12th Fl","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"7218","50473","BORROWER LEGAL ENTITY","BEDFORD-WEBSTER COMMERCIAL LLC",,,"Entity","BEDFORD-WEBSTER LLC",,,,"Azimuth Development Group LLC","40","Fulton Street","12th Fl","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"7219","50473","BORROWER LEGAL ENTITY","RAYMOND JAMES NEW YORK OPPORTUNITIES FUND I-B LLC.",,,"Entity","BEDFORD-WEBSTER LLC",,,,"Azimuth Development Group LLC","40","Fulton Street","12th Fl","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"7220","50473","BORROWER LEGAL ENTITY","BEFORD-WEBSTER MANAGERS LLC",,,"Entity","BEDFORD-WEBSTER LLC",,,,"Azimuth Development Group LLC","40","Fulton Street","12th Fl","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"7221","50473","BORROWER LEGAL ENTITY","AZIMUTH WEBSTER LLC",,,"Entity","BEDFORD-WEBSTER DEVELOPERS LLC",,,,"Azimuth Development Group LLC","40","Fulton Street","12th Fl","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"7223","50473","BORROWER LEGAL ENTITY","Azimuth Webster LLC","Noemi","Senderowicz","Individual","Azimuth Webster LLC","Owner",,,"Azimuth Development Group LLC","40","Fulton Street","12th Fl","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"7224","50473","BORROWER LEGAL ENTITY","Bedford-Webster Commercial LLC",,,"Entity","Bedford-Webster Commercial LLC",,,,"Azimuth Development Group LLC","40","Fulton Street","12th Fl","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"7225","50473","BORROWER LEGAL ENTITY","SEBCO Development Inc.",,,"Entity","The Bedford Housing Development Fund Corporation",,,,"Azimuth Development Group LLC","40","Fulton Street","12th Fl","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"7227","50473","BORROWER LEGAL ENTITY","The Bedford Housing Development Fund Corporation",,,"Entity","Bedford-Webster Managers LLC",,,,"Azimuth Development Group LLC","40","Fulton Street","12th Fl","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"7228","50473","BORROWER LEGAL ENTITY","SEBCO Development Inc.",,,"Entity","The Bedford Housing Development Fund Corporation",,,,"Azimuth Development Group LLC","40","Fulton Street","12th Fl","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"7229","50473","BORROWER LEGAL ENTITY","Bedford-Webster Realty LLC",,,"Entity","Bedford-Webster Managers LLC",,,,"Azimuth Development Group LLC","40","Fulton Street","12th Fl","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"7230","50473","BORROWER LEGAL ENTITY","Azimuth Webster LLC",,,"Entity","Bedford-Webster Realty LLC",,,,"Azimuth Development Group LLC","40","Fulton Street","12th Fl","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"7232","50473","BORROWER LEGAL ENTITY","Azimuth Webster LLC","Noemi","Senderowicz","Individual","Azimuth Webster LLC","Owner",,,"Azimuth Development Group LLC","40","Fulton Street","12th Fl","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"7233","50473","BORROWER LEGAL ENTITY","Bedford-Webster LLC",,,"Entity","Bedford-Webster LLC",,,,"Azimuth Development Group LLC","40","Fulton Street","12th Fl","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"7234","50473","GENERAL CONTRACTOR","Joy Constructin Corp.",,,"Entity","Joy Constructin Corp.",,,,,"40","Fulton Street","21st Fl","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"7235","50473","GENERAL CONTRACTOR","Joy Constructin Corp.","Amnon","Shelnov","Individual","Joy Constructin Corp.","Both","President","CEO",,"40","Fulton Street","21st Fl","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"10353","49285","GENERAL CONTRACTOR","Joy Construction Corp.",,,"Entity","Joy Construction Corp.",,,,,"40","Fulton Street","21","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"10354","49285","GENERAL CONTRACTOR","Joy Construction Corp.","Amnon","Shalhov","Individual","Joy Construction Corp.","Owner","President",,,"40","Fulton Street","21","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"48585","62039","BORROWER LEGAL ENTITY","Webster Building E Realty LLC",,,"Entity","Webster Building E Realty LLC",,,,"Joy Construction","40","Fulton Street","21","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"48586","62039","BORROWER LEGAL ENTITY","Webster Building E Realty LLC","Amnon","Shalhov","Individual","Webster Building E Realty LLC","Both","Managing Member",,"Joy Construction","40","Fulton Street","21","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"48587","62039","BORROWER LEGAL ENTITY","Webster Building E Realty LLC","Chava","Lobel","Individual","Webster Building E Realty LLC","Owner","Member",,"Joy Construction","40","Fulton Street","21","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"48589","62039","BORROWER LEGAL ENTITY","Webster Building E LLC",,,"Entity","Webster Building E Realty LLC",,,,"Joy Construction","40","Fulton Street","21","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"48590","62039","BORROWER LEGAL ENTITY","Webster Building E Managers LLC",,,"Entity","Webster Building E Realty LLC",,,,"Joy Construction","40","Fulton Street","21","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"48593","62039","GENERAL CONTRACTOR","Joy Construction",,,"Entity","Joy Construction",,,,,"40","Fulton Street","21","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"48594","62039","GENERAL CONTRACTOR","Joy Construction","Amnon","Shalhov","Individual","Joy Construction","Officer","President","CEO",,"40","Fulton Street","21","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"74047","49517","BORROWER LEGAL ENTITY","Webster Building B LLC",,,"Entity","Webster Building B LLC",,,,,"40","Fulton Street","21","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"74048","49517","BORROWER LEGAL ENTITY","Joy Webster Building B LLC",,,"Entity","Webster Building B LLC",,,,,"40","Fulton Street","21","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
"74052","49517","BORROWER LEGAL ENTITY","Webster Building B LLC","Amnon","Shalhov","Individual","Webster Building B LLC","Both","Manager","CEO",,"40","Fulton Street","21","New York","NEW YORK","10038",,"Manhattan","40.707904","-74.004411","1","1","1502","1075618","1000750021","MN25"
