"the_geom","cornerid","rampid","ramp_onstr","geocyclora","borough","stname1","stname2","curb_reveal","ramp_running_slope_total","dws_conditions","gutter_slope","lnd_width","lnd_length","lnd_cross_slope","counter_slope","ramp_width","ramp_right_flare","ramp_left_flare","ramp_length","ramp_cross_slope","ponding","obstacles_ramp","obstacles_landing"
"POINT (-73.91244275545782 40.83103796376322)","1007354","30312","EAST 167 STREET","2018-04-05T00:00:00.000","2","EAST 167 STREET","TELLER AVENUE","0.5","6.9","Good Condition","0.6","46.8","60.0","-0.4","-7.1","51.1","11.5","59.5","-13.4","0.4","No","None","None"
"POINT (-73.9591007321461 40.622889183381645)","1130236","2542","EAST 17 STREET","2018-04-22T00:00:00.000","3","EAST 17 STREET","AVENUE K","0.6","15.6","Missing","-0.1","48.9","60.0","0.9","-5.3","48.6","34.4","57.3","-45.8","0.3","Yes","None","None"
"POINT (-74.0113987853003 40.71502369576002)","1087086","23661","GREENWICH STREET","2018-05-28T00:00:00.000","1","MURRAY STREET","GREENWICH STREET","0.5","5.7","Defective","0.4","57.3","60.0","0.6","-3.6","58.0","10.0","68.3","-9.2","0.6","Yes","None","None"
"POINT (-73.81921932248248 40.82476543656443)","1017962","3438","EDISON AVENUE","2018-05-26T00:00:00.000","2","EDISON AVENUE","SCHLEY AVENUE","1.0","2.5","Missing","0.9","52.4","53.5","3.2","-2.8","53.8","10.5","48.0","-9.9","0.4","No","None","None"
"POINT (-73.93005166672583 40.81709077238678)","1022483","667","GERARD AVENUE","2018-03-26T00:00:00.000","2","GERARD AVENUE","EAST 144 STREET","0.7","2.3","Good Condition","1.1","48.8","60.0","2.7","-7.6","47.4","12.9","62.5","-9.7","2.1","No","None","None"
"POINT (-74.19740301495526 40.53793280925649)","1157706","31905","ELLSWORTH AVENUE","2018-05-03T00:00:00.000","5","LAMONT AVENUE","ELLSWORTH AVENUE","0.8","6.2","Good Condition","0.6","49.5","60.0","-0.7","1.2","48.2","11.3","60.9","-8.9","-0.3","No","None","None"
"POINT (-73.82061875248998 40.829211884015564)","1018448","6111","HOLLYWOOD AVENUE","2018-05-26T00:00:00.000","2","HOLLYWOOD AVENUE","PHILIP AVENUE","0.7","4.8","Missing","-2.4","54.0","59.9","-1.9","-4.1","55.5","4.0","46.3","-10.7","-0.6","No","None","None"
"POINT (-73.81398200876248 40.81650934057725)","1017678","3524","HARDING AVENUE","2018-05-28T00:00:00.000","2","HARDING AVENUE","HOLLYWOOD AVENUE","0.5","7.0","Missing","-2.7","48.2","26.8","-1.8","-4.1","51.2","6.3","53.3","-14.9","-1.9","No","None","None"
"POINT (-73.92039700893024 40.65078694760249)","1120219","19525","EAST 88 STREET","2018-06-12T00:00:00.000","3","EAST 88 STREET","RALPH AVENUE","0.7","7.8","Missing","2.2","60.1","51.2","2.2","-0.3","58.5","12.1","61.6","-6.5","1.3","No","None","None"
"POINT (-73.91790437164946 40.80600233936086)","1004692","1564","EAST 137 STREET","2018-03-26T00:00:00.000","2","ST ANNS AVENUE","EAST 137 STREET","1.9","5.1","Good Condition","0.8","48.0","57.5","-1.1","-9.4","47.5","21.0","63.8","-16.2","1.0","No","None","None"
"POINT (-73.82854614665753 40.846345683394745)","1019179","7263","MAHAN AVENUE","2018-04-12T00:00:00.000","2","MAHAN AVENUE","ROBERTS AVENUE","0.2","3.4","Missing","-1.4","45.3","60.0","-0.7","-7.8","48.9","26.7","56.8","-12.0","-2.6","Yes","None","None"
"POINT (-73.84439152870702 40.723047440660466)","1034914","20973","70 AVENUE","2018-05-06T00:00:00.000","4","108 STREET","70 AVENUE","0.5","6.0","Missing","-0.4","51.3","60.0","0.8","-3.3","55.3","10.4","46.7","-11.1","-0.4","No","None","None"
"POINT (-73.86318432186472 40.83022878974276)","1016078","3869","LELAND AVENUE","2018-05-23T00:00:00.000","2","LELAND AVENUE","GLEASON AVENUE","0.8","5.5","Missing","-0.1","45.3","59.7","2.1","-2.5","43.3","16.4","62.6","-11.0","1.3","No","None","None"
"POINT (-74.01024983546715 40.61174097513398)","1137227","19136","86 STREET","2018-05-14T00:00:00.000","3","BAY 8 STREET","86 STREET","0.8","10.2","Good Condition","-1.1","52.9","60.0","-2.8","-7.8","59.0","9.0","64.3","-15.1","-2.8","Yes","None","None"
"POINT (-74.14736262874484 40.563380708062915)","1152715","15005","COUNTRY WOODS LANE","2018-04-29T00:00:00.000","5","TANGLEWOOD DRIVE","COUNTRY WOODS LANE","1.1","11.6","Missing","2.2","45.2","60.0","6.0","-5.7","35.1","19.7","43.5","-13.4","-0.1","No","None","None"
"POINT (-73.83248499979081 40.769299893109036)","1063615","26485","LINDEN PLACE","2018-04-20T00:00:00.000","4","31 ROAD","LINDEN PLACE","0.5","10.6","Missing","1.0","52.4","60.0","1.8","-2.4","38.7","10.5","61.1","-8.6","0.2","No","None","None"
"POINT (-73.9986537437033 40.638913571600526)","1128850","24069","49 STREET","2018-04-20T00:00:00.000","3","10 AVENUE","49 STREET","0.3","2.6","Missing","3.4","56.1","60.0","0.8","-3.2","54.8","25.3","65.0","-8.5","3.3","No","None","None"
"POINT (-74.00796592187882 40.71203085686686)","1087126","13155","BROADWAY","2018-05-26T00:00:00.000","1","PARK ROW","BROADWAY","0.7","8.4","Missing","0.8","61.3","60.0","0.0","-2.1","60.8","10.6","55.8","-10.8","0.1","No","None","None"
"POINT (-73.98815264661502 40.67784808428706)","1108554","17961","CARROLL STREET","2018-05-18T00:00:00.000","3","CARROLL STREET","NEVINS STREET","0.7","2.1","Defective","0.1","51.8","60.0","1.7","-1.4","54.1","6.4","62.6","-5.9","0.8","No","None","None"
"POINT (-74.00623941852834 40.64543853977028)","1128260","31941","47 STREET","2018-04-18T00:00:00.000","3","47 STREET","6 AVENUE","0.9","4.8","Missing","-3.4","54.4","60.0","-1.3","-3.4","53.8","5.2","50.7","-17.3","-1.1","No","None","None"
"POINT (-73.84014409552968 40.700986312001376)","1041168","20283","MYRTLE AVENUE","2018-04-23T00:00:00.000","4","MYRTLE AVENUE","84 AVENUE","0.5","7.6","Good Condition","-2.0","50.8","60.0","2.2","2.0","47.3","10.3","66.1","-18.0","2.1","No","Utility access","None"
"POINT (-73.89271712232741 40.75466556783424)","1027536","32386","74 STREET","2018-04-07T00:00:00.000","4","74 STREET","NORTHERN BOULEVARD","0.8","13.9","Missing","-1.0","81.8","60.0","2.7","-4.4","56.9","23.3","54.5","-38.3","2.0","No","None","None"
"POINT (-73.8034884371235 40.705182281685246)","1054400","26155","153 STREET","2018-04-15T00:00:00.000","4","89 AVENUE","153 STREET","1.4","16.5","Missing","-2.8","39.2","60.0","-1.7","3.2","43.4","18.0","30.6","-25.5","-2.8","No","Utility access","None"
"POINT (-74.00021707529763 40.57279341094107)","1133995","30673","WEST 35 STREET","2018-05-26T00:00:00.000","3","WEST 35 STREET","SURF AVENUE","0.7","3.1","Good Condition","2.7","51.0","60.0","2.1","555.0","44.0","7.1","57.0","-3.9","0.4","No","None","Utility access"
"POINT (-73.80421391278097 40.730511726335735)","1068057","24790","71 AVENUE","2018-04-13T00:00:00.000","4","71 AVENUE","165 STREET","0.9","5.2","Missing","0.7","46.2","42.7","0.5","-3.4","47.3","14.8","59.3","1.5","0.9","No","None","None"
"POINT (-73.88544231519266 40.806558212095155)","1003062","203","COSTER STREET","2018-03-26T00:00:00.000","2","VIELE AVENUE","COSTER STREET","0.4","5.7","Missing","0.5","60.0","60.0","-2.2","-0.8","58.7","15.2","57.6","-7.2","-4.9","No","None","None"
"POINT (-73.94579080803388 40.643523731893836)","1121110","6048","NEW YORK AVENUE","2018-04-14T00:00:00.000","3","NEW YORK AVENUE","CLARENDON ROAD","0.9","6.5","Good Condition","-2.3","48.6","60.0","-1.9","2.9","47.9","5.2","58.2","-8.3","-2.2","No","None","None"
"POINT (-73.83205167137449 40.843691649915115)","1019097","6591","MIDDLETOWN ROAD","2018-05-28T00:00:00.000","2","PLYMOUTH AVENUE","MIDDLETOWN ROAD","0.5","7.4","Missing","-0.4","34.9","60.0","-1.4","-6.6","42.8","7.4","57.8","-8.2","-0.4","No","None","None"
"POINT (-73.88198371721161 40.758162462811406)","1027694","32539","86 STREET","2018-04-06T00:00:00.000","4","86 STREET","32 AVENUE","0.6","1.8","Missing","0.2","47.5","55.6","0.0","-6.8","46.0","15.2","58.5","-13.5","0.9","No","None","None"
"POINT (-73.86063721331415 40.83058838032543)","1003153","4551","GLEASON AVENUE","2018-05-23T00:00:00.000","2","VIRGINIA AVENUE","GLEASON AVENUE","0.7","10.2","Missing","5.4","41.4","60.0","6.0","-11.9","44.3","53.4","52.0","-31.3","4.6","No","None","None"
"POINT (-73.87320250183885 40.73739665926628)","1026586","20818","54 AVENUE, 90 STREET","2018-05-08T00:00:00.000","4","54 AVENUE","90 STREET","1.4","11.2","Missing","0.3","54.2","59.6","-1.0","-6.9","59.4","9.0","68.0","-8.3","-1.6","Yes","None","None"
"POINT (-73.86922681726651 40.74729988721887)","1025167","28521","41 AVENUE","2018-04-07T00:00:00.000","4","WARREN STREET","41 AVENUE","0.5","12.0","Missing","-1.4","51.3","58.9","-3.5","-4.5","48.0","19.5","53.8","-23.4","-2.4","No","None","None"
"POINT (-74.12150901749722 40.60305603939532)","1156548","30014","ELVIN STREET","2018-05-03T00:00:00.000","5","ELVIN STREET","QUEEN STREET","0.8","5.2","Good Condition","-0.7","52.4","32.9","-0.8","-3.0","48.3","9.1","55.4","-11.9","-1.3","Yes","None","None"
"POINT (-73.80776458158319 40.76090319024479)","1059317","12794","SANFORD AVENUE","2018-04-22T00:00:00.000","4","SANFORD AVENUE","158 STREET","0.6","2.1","Missing","0.4","46.8","60.0","-0.5","-4.8","49.5","10.4","58.4","-13.1","0.5","No","None","None"
"POINT (-73.89471094407484 40.663150532425846)","1117633","11418","SHEFFIELD AVENUE","2018-05-11T00:00:00.000","3","SHEFFIELD AVENUE","RIVERDALE AVENUE","0.8","6.7","Good Condition","-2.6","74.9","60.0","0.4","-2.5","69.5","10.2","59.2","-6.5","-2.1","No","None","None"
"POINT (-73.81160075445385 40.7504785039405)","1056379","15740","PARSONS BOULEVARD","2018-04-18T00:00:00.000","4","OAK AVENUE","PARSONS BOULEVARD","1.2","2.2","Missing","3.7","41.4","52.8","2.4","-7.5","45.8","10.5","57.2","-5.5","0.1","No","None","Utility access"
"POINT (-73.87519706190025 40.729519133248004)","1029151","21342","85 STREET","2018-05-15T00:00:00.000","4","60 AVENUE","85 STREET","0.6","8.1","Missing","-1.2","39.2","60.0","-3.2","-5.7","48.1","15.4","49.3","-17.1","0.3","No","None","None"
"POINT (-73.98872739760336 40.701547275545806)","1106583","16281","YORK STREET","2018-04-23T00:00:00.000","3","YORK STREET","ADAMS STREET","0.6","13.5","Missing","-3.5","53.1","60.0","0.1","5.1","49.1","6.6","50.4","-7.5","0.4","No","None","None"
"POINT (-74.12476214747278 40.60625907421763)","1156457","27971","MELBA STREET","2018-09-06T00:00:00.000","5","WESTWOOD AVENUE","MELBA STREET","0.6","14.5","Good Condition","3.4","47.2","39.3","0.6","8.7","49.8","12.9","55.4","-2.0","0.8","No","None","None"
"POINT (-73.89221182626025 40.67253292097842)","1116233","14418","BRADFORD STREET","2018-05-08T00:00:00.000","3","PITKIN AVENUE","BRADFORD STREET","1.4","3.6","Missing","3.4","53.4","60.0","0.7","-3.7","53.3","11.2","49.5","-5.4","2.4","No","None","None"
"POINT (-73.92157792403431 40.8286115320045)","1174736","17477","EAST 163 STREET","2018-04-05T00:00:00.000","2","EAST 163 STREET","GRAND CONCOURSE","999.0","999.0","Good Condition","999.0","999.0","999.0","999.0","999.0","122.6","999.0","37.9","999.0","999.0","No","None","None"
"POINT (-73.78364215500235 40.7866493798375)","1058187","22299","14 AVENUE, 209 STREET","2018-04-28T00:00:00.000","4","14 AVENUE","209 STREET","0.9","10.6","Good Condition","-2.0","50.3","21.0","-3.5","-1.6","51.9","5.0","56.0","-10.7","-2.7","No","None","None"
"POINT (-73.89034182918667 40.82308911970716)","1005604","743","ALDUS STREET","2018-03-20T00:00:00.000","2","HOE AVENUE","ALDUS STREET","0.7","6.7","Missing","2.3","42.9","60.0","0.1","-12.0","52.8","10.1","60.9","-20.3","1.3","No","None","None"
"POINT (-73.8232226111464 40.684482836471375)","1045000","20871","LEFFERTS BOULEVARD","2018-08-23T00:00:00.000","4","107 AVENUE","LEFFERTS BOULEVARD","0.9","2.9","Missing","0.2","48.1","60.0","0.9","-1.7","49.2","9.5","52.0","-4.3","-0.3","No","None","None"
"POINT (-73.82632276717793 40.681156437741144)","1045076","20809","109 AVENUE","2018-04-23T00:00:00.000","4","114 STREET","109 AVENUE","0.7","5.5","Good Condition","-1.6","42.3","60.0","-0.4","-5.1","43.2","8.7","60.8","-17.5","-1.7","No","None","None"
"POINT (-73.83247214105609 40.76932545596099)","1063615","23425","31 ROAD","2018-04-20T00:00:00.000","4","31 ROAD","LINDEN PLACE","0.3","9.4","Missing","-2.4","53.2","60.0","-0.7","-6.1","50.3","8.5","60.0","-14.8","-2.4","Yes","None","None"
"POINT (-73.99433953386006 40.76651007251636)","1087967","9607","WEST 51 STREET, 11 AVENUE","2018-04-28T00:00:00.000","1","WEST 51 STREET","11 AVENUE","0.5","7.3","Good Condition","-1.1","58.9","60.0","-0.2","-4.6","56.3","20.6","46.2","-10.7","-0.7","No","None","None"
"POINT (-73.83981734142183 40.68595116301185)","1042826","20907","101 AVENUE","2018-04-26T00:00:00.000","4","103 STREET","101 AVENUE","0.9","2.0","Missing","2.5","50.7","60.0","-2.3","-4.9","44.8","5.0","58.2","-9.3","0.3","No","None","None"
"POINT (-73.91559784018344 40.85041569051194)","1000213","13377","UNIVERSITY AVENUE","2018-04-08T00:00:00.000","2","WEST TREMONT AVENUE","UNIVERSITY AVENUE","0.4","8.1","Missing","-0.6","41.7","60.0","-0.4","1.0","54.9","29.1","79.9","-36.9","-1.2","No","None","None"
"POINT (-73.85214185811874 40.84823557477371)","1019649","7358","VAN NEST AVENUE","2018-04-11T00:00:00.000","2","HAIGHT AVENUE","VAN NEST AVENUE","0.8","11.3","Missing","3.6","50.5","60.0","2.9","-5.3","49.6","29.7","45.2","-14.9","1.1","Yes","None","None"
"POINT (-73.85370798685513 40.73566122291977)","1026385","22118","62 ROAD","2018-05-06T00:00:00.000","4","62 ROAD","YELLOWSTONE BOULEVARD","0.8","4.8","Missing","1.3","40.9","60.0","-1.5","-1.2","31.4","3.9","59.7","-10.4","-0.6","No","None","None"
"POINT (-73.81859060537727 40.79491867908307)","1060149","16321","149 STREET","2018-04-20T00:00:00.000","4","6 AVENUE","149 STREET","0.6","15.1","Missing","0.3","47.6","60.0","-6.3","-4.8","52.3","25.1","65.7","-46.9","0.1","Yes","None","None"
"POINT (-73.86948821113123 40.83244419491916)","1016099","5780","ROSEDALE AVENUE","2018-05-23T00:00:00.000","2","ROSEDALE AVENUE","EAST 172 STREET","0.6","5.0","Missing","0.5","40.2","53.5","-1.7","-3.6","45.1","4.3","45.0","-6.3","0.0","No","None","None"
"POINT (-73.82730824600115 40.69239611017344)","1042475","20382","95 AVENUE","2018-04-23T00:00:00.000","4","95 AVENUE","LEFFERTS BOULEVARD","1.0","10.9","Good Condition","1.6","51.9","60.0","0.0","-8.9","49.5","9.5","54.6","-11.0","1.1","No","None","Utility access"
"POINT (-73.80215648116624 40.68707563487615)","1051220","35840","GLASSBORO AVENUE","2018-04-26T00:00:00.000","4","GLASSBORO AVENUE","143 STREET","0.3","5.7","Missing","0.8","55.7","49.6","2.9","-5.5","58.5","11.0","50.3","-4.5","1.9","No","None","None"
"POINT (-73.91638885248112 40.744759758807966)","1036582","27411","48 STREET","2018-03-20T00:00:00.000","4","48 STREET","43 AVENUE","1.1","8.6","Missing","2.7","50.4","60.0","1.2","-0.4","50.1","13.2","48.8","-9.6","2.1","No","None","None"
"POINT (-73.84381997384989 40.698985222472494)","1041114","35971","105 STREET","2018-04-23T00:00:00.000","4","105 STREET","85 AVENUE","1.0","8.5","Good Condition","0.8","49.8","38.4","-0.2","-6.5","50.0","11.2","58.7","-10.0","-0.1","No","None","None"
"POINT (-73.94389554514767 40.61204607047569)","1169144","6217","BURNETT STREET","2018-05-11T00:00:00.000","3","NOSTRAND AVENUE","BURNETT STREET","1.0","7.2","Missing","-1.8","71.2","60.0","-0.6","-3.8","70.5","11.3","60.5","-11.7","0.3","No","None","None"
"POINT (-74.0096897024936 40.63547062470682)","1129061","25548","8 AVENUE","2019-04-15T00:00:00.000","3","60 STREET","8 AVENUE","0.96","4.6","Not Applicable","0.6","56.04","48.0","2.2","5.8","56.04","1.3","39.96","6.9","0.3","Yes","Wooden Utility Pole,Metal Light Pole","None"
"POINT (-74.16803940154355 40.544102053444874)","1156932","36361","SYLVIA STREET","2018-05-02T00:00:00.000","5","WAINWRIGHT AVENUE","SYLVIA STREET","0.4","7.9","Missing","-0.8","51.1","60.0","-1.5","2.4","51.0","9.9","40.6","-17.7","-0.6","No","None","None"
"POINT (-73.87128851846519 40.68084851313968)","1115103","11770","CRESCENT STREET","2018-05-10T00:00:00.000","3","CRESCENT STREET","GLEN STREET","1.0","4.6","Missing","-1.2","50.3","60.0","1.6","0.0","48.7","8.3","59.0","-7.4","-4.2","No","None","None"
"POINT (-74.14694959013612 40.56087814227468)","1152835","16864","CORBIN AVENUE","2018-04-29T00:00:00.000","5","KENNINGTON STREET","CORBIN AVENUE","0.6","14.7","Missing","-4.1","33.1","60.0","-1.1","-3.6","33.9","13.2","44.2","-17.9","-4.0","No","None","None"
"POINT (-73.80935727294309 40.740516410417555)","1055964","26536","59 AVENUE","2018-04-12T00:00:00.000","4","159 STREET","59 AVENUE","0.9","4.3","Missing","-2.2","51.0","47.2","-2.5","-1.4","50.3","7.3","58.2","-10.6","-2.5","No","None","None"
"POINT (-73.81297474588233 40.75358570822751)","1056755","15756","PARSONS BOULEVARD","2018-04-18T00:00:00.000","4","JASMINE AVENUE","PARSONS BOULEVARD","0.4","5.1","Missing","-1.4","51.2","47.3","0.2","-3.6","50.4","19.4","54.9","-17.9","-1.7","No","None","None"
"POINT (-73.89519481242452 40.65461547287985)","1117137","11205","WILLIAMS AVENUE","2018-05-06T00:00:00.000","3","WILLIAMS AVENUE","STANLEY AVENUE","0.7","7.2","Good Condition","1.3","52.9","60.0","1.8","-3.5","54.5","8.5","58.2","-2.5","1.2","No","None","None"
"POINT (-73.94343519347471 40.8210006274728)","1093721","13771","WEST 142 STREET","2018-03-31T00:00:00.000","1","FREDERICK DOUGLASS BOULEVARD","WEST 142 STREET","0.6","3.7","Good Condition","0.5","48.8","60.0","-0.1","-0.3","49.5","9.0","56.0","-6.1","-0.2","No","None","None"
"POINT (-73.80173139436187 40.7691974141864)","1059165","10489","32 AVENUE","2018-04-20T00:00:00.000","4","163 STREET","32 AVENUE","1.0","6.5","Missing","4.5","44.2","60.0","4.3","-3.4","45.5","9.7","59.6","-4.5","4.2","No","None","None"
"POINT (-73.98311793171302 40.61039229300762)","1135443","29815","WEST 9 STREET","2018-05-21T00:00:00.000","3","AVENUE O","WEST 9 STREET","0.9","8.0","Missing","-0.3","52.6","52.1","0.1","-4.3","51.2","8.7","48.9","-10.8","-0.8","No","None","None"
"POINT (-73.87081694418046 40.74099546136158)","1025826","32692","50 AVENUE","2018-04-08T00:00:00.000","4","50 AVENUE","93 STREET","0.8","9.4","Missing","-1.9","40.0","60.0","-0.4","2.9","41.4","22.5","44.1","-21.4","-5.1","No","None","None"
"POINT (-73.9986972390025 40.62880805901613)","1129568","34474","13 AVENUE","2018-04-21T00:00:00.000","3","60 STREET","13 AVENUE","0.4","7.6","Missing","-1.7","52.0","60.0","0.7","-2.8","57.3","13.1","72.5","-18.9","0.1","Yes","None","None"
"POINT (-73.85384038984037 40.86287386716548)","1014612","2068","HERING AVENUE","2018-05-18T00:00:00.000","2","MACE AVENUE","HERING AVENUE","0.6","12.0","Missing","0.0","47.6","60.0","0.5","-4.8","42.9","16.6","45.7","-22.6","-0.4","No","None","None"
"POINT (-73.89157273406639 40.660027061940674)","1117204","12053","HEGEMAN AVENUE","2018-05-07T00:00:00.000","3","PENNSYLVANIA AVENUE","HEGEMAN AVENUE","0.5","7.2","Missing","2.3","37.4","60.0","0.8","-6.9","44.1","9.8","48.0","-8.1","2.2","No","None","None"
"POINT (-73.90831625885005 40.64672602348093)","1122284","4537","FOSTER AVENUE","2018-05-05T00:00:00.000","3","EAST 94 STREET","FOSTER AVENUE","0.6","6.4","Missing","0.0","52.7","60.0","0.1","-2.2","51.4","9.7","57.2","-15.0","0.4","No","None","None"
"POINT (-73.71688210818323 40.76157105362751)","1074381","31251","60 AVENUE","2018-05-30T00:00:00.000","4","HEWLETT STREET","60 AVENUE","0.7","1.7","Good Condition","-1.5","48.0","53.6","1.1","-3.6","37.0","13.6","62.3","-13.9","-1.7","No","None","None"
"POINT (-74.01295135856344 40.70247849380694)","1087834","26950","STATE STREET","2018-05-26T00:00:00.000","1","STATE STREET","WHITEHALL STREET","0.5","7.7","Missing","0.8","74.1","60.0","-0.1","-2.7","48.5","27.7","65.4","-6.5","2.7","No","None","Utility access"
"POINT (-73.8379611150402 40.69864646525845)","1041209","20505","111 STREET","2018-04-23T00:00:00.000","4","86 AVENUE","111 STREET","2.1","7.2","Good Condition","0.8","47.5","60.0","0.0","0.5","42.1","13.8","55.3","-11.0","0.2","No","None","None"
"POINT (-73.92682161185957 40.813328932153695)","1022814","39","EAST 140 STREET","2018-03-26T00:00:00.000","2","EAST 140 STREET","RIDER AVENUE","0.6","6.3","Good Condition","1.1","48.7","52.3","-0.2","-6.0","43.0","14.2","61.4","-14.6","-0.2","No","None","None"
"POINT (-73.90545525571434 40.73861444269042)","1036162","25710","48 AVENUE","2018-03-26T00:00:00.000","4","48 AVENUE","59 PLACE","0.6","1.4","Good Condition","-3.8","48.1","40.9","-2.2","-0.3","48.1","6.6","59.4","-12.8","-2.4","No","None","None"
"POINT (-73.93016821694508 40.639641985686815)","1120622","6469","EAST 49 STREET","2018-04-14T00:00:00.000","3","EAST 49 STREET","FOSTER AVENUE","1.0","2.7","Good Condition","2.6","47.4","60.0","1.5","-3.5","47.4","11.6","56.8","-5.6","2.1","No","None","None"
"POINT (-73.85390074554499 40.7548740938182)","1028540","22933","37 AVENUE","2018-04-06T00:00:00.000","4","114 STREET","37 AVENUE","0.6","8.8","Good Condition","-0.2","49.1","60.0","-0.7","-4.4","59.4","9.8","54.9","-13.7","-1.1","No","None","None"
