"report_date","borough","geographic_subset","geographic_identifier","client_died","does_not_reside_in_nyc","no_risk","referred_person_has_sufficient","referred_person_retains","someone_else_willing_and","unable_to_locate","under_18","total_ineligible_by_geographic","client_died_by_geographic","does_not_reside_in_nyc_by","no_risk_by_geographic_subset","referred_person_has_sufficient_1","referred_person_retains_1","someone_else_willing_and_1","unable_to_locate_by_geographic","under_18_by_geographic_subset","total_ineligible_referrals","client_died_citywide","does_not_reside_in_nyc_1","no_risk_citywide","referred_person_has_sufficient_2","referred_person_retains_2","someone_else_willing_and_2","unable_to_locate_citywide","under_18_citywide","total_ineligible_referrals_1"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11355","2","2","4","23","0","18","9","0","58","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11369","0","0","2","7","0","6","6","0","21","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11418","0","0","4","8","1","8","3","0","24","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11354","1","1","2","17","0","18","7","0","46","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","STATEN ISLAND","Community District","1","3","7","36","37","0","33","35","0","151","6","11","80","74","0","61","78","0","310","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11101","0","0","5","6","1","15","8","0","35","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11105","0","0","2","3","0","5","1","0","11","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Community District","5","0","1","8","21","1","37","4","0","72","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10280","0","0","0","0","0","0","1","0","1","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11001","0","0","0","2","0","0","0","0","2","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Community District","9","0","1","16","26","1","24","9","0","77","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Community District","6","1","5","14","39","1","29","11","0","100","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10044","0","0","2","8","0","1","6","0","17","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10128","0","0","5","15","0","4","16","0","40","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Community District","13","2","2","31","47","0","48","17","0","147","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10033","0","4","14","21","0","9","8","0","56","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11109","0","0","0","0","0","0","0","0","0","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11419","0","0","4","9","0","11","2","0","26","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10037","0","0","4","12","0","4","4","0","24","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","Zip Code","10453","2","2","17","50","2","9","15","0","97","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Community District","14","1","0","43","48","0","17","17","0","126","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10025","1","2","19","48","0","16","25","0","111","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10023","1","5","11","21","1","5","18","0","62","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10029","2","2","20","21","0","12","19","0","76","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","STATEN ISLAND","Community District","UNABLE TO MATCH","0","0","0","0","0","0","0","0","0","6","11","80","74","0","61","78","0","310","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10013","1","0","1","3","0","1","5","0","11","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10014","0","0","2","8","0","8","6","0","24","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10021","2","1","4","16","0","5","7","0","35","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","Zip Code","10454","0","1","11","16","1","8","7","0","44","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10006","0","0","0","0","0","0","0","0","0","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10004","0","0","0","0","0","1","1","0","2","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10036","2","1","2","11","0","7","7","0","30","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10035","2","0","13","20","1","5","11","0","52","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10011","5","1","6","26","0","4","8","0","50","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10039","2","1","8","12","0","3","14","0","40","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11203","1","1","15","28","0","18","9","0","72","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10000","0","0","0","0","0","0","0","0","0","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10172","0","0","0","0","0","0","0","0","0","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10162","0","0","0","1","0","0","0","0","1","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11249","0","0","3","7","0","1","0","0","11","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10012","0","0","2","1","0","0","2","0","5","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10031","2","0","7","24","1","7","15","0","56","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11005","0","0","0","2","0","2","1","0","5","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11239","2","0","2","4","2","2","2","0","14","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","Zip Code","10458","1","3","10","36","2","13","7","0","72","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11232","0","0","4","5","0","2","6","0","17","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11230","0","0","8","18","2","10","10","0","48","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11236","0","3","13","33","0","12","20","0","81","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11357","0","0","1","5","0","9","3","0","18","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","Zip Code","10470","0","0","0","8","0","4","3","0","15","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11362","0","0","0","3","0","3","0","0","6","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11223","0","0","4","13","1","10","2","0","30","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11221","0","0","18","31","1","16","7","0","73","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11222","0","1","8","7","1","3","0","0","20","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11370","0","1","1","4","0","6","1","0","13","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11228","0","0","0","2","0","1","3","0","6","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","Zip Code","10466","0","3","11","32","0","10","9","0","65","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11217","1","0","5","14","0","7","7","0","34","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11385","0","0","6","11","1","22","3","0","43","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","City Council District","8","0","0","20","52","1","14","15","0","102","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11213","0","1","16","30","1","14","10","1","73","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11214","1","1","8","15","2","5","8","0","40","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11219","0","0","4","5","1","3","9","0","22","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11423","0","0","3","6","0","5","2","0","16","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11422","1","0","4","6","0","8","2","0","21","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11209","1","0","8","27","1","15","11","0","63","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11428","0","0","5","2","0","3","3","0","13","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11210","0","0","10","14","2","12","4","0","42","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10032","1","1","14","26","1","14","12","0","69","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11211","1","1","8","13","0","6","3","0","32","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11691","0","0","18","25","0","12","12","0","67","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11220","0","1","7","21","1","12","10","0","52","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Community District","17","2","2","25","61","4","38","36","0","168","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11420","0","0","8","7","0","6","3","0","24","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
