"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","additional_details","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","status","due_date","resolution_description","resolution_action_updated","community_board","council_district","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","latitude","longitude","location"
"58515733","2023-08-15T17:07:45.000","2023-08-15T17:41:01.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10027","11 HANCOCK PLACE","HANCOCK PLACE","WEST 124 STREET","MORNINGSIDE AVENUE","WEST 124 STREET","MORNINGSIDE AVENUE","ADDRESS","NEW YORK","HANCOCK PLACE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-15T17:41:07.000","09 MANHATTAN","09","1019517501","MANHATTAN","997007","234597","MOBILE","40.8107429","-73.9534716","POINT (-73.9534716 40.8107429)"
"58523552","2023-08-15T16:55:36.000","2023-08-15T19:01:06.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10010","287 PARK AVENUE SOUTH","PARK AVENUE SOUTH","EAST 22 STREET","EAST 23 STREET","EAST 22 STREET","EAST 23 STREET","ADDRESS","NEW YORK","PARK AVENUE SOUTH","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-15T19:01:10.000","05 MANHATTAN","02","1008780001","MANHATTAN","987930","208764","MOBILE","40.7395118","-73.9863126","POINT (-73.9863126 40.7395118)"
"58519363","2023-08-15T16:50:46.000","2023-08-15T19:22:31.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11208","315 LINWOOD STREET","LINWOOD STREET","ATLANTIC AVENUE","LIBERTY AVENUE","ATLANTIC AVENUE","LIBERTY AVENUE","ADDRESS","BROOKLYN","LINWOOD STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-15T19:22:36.000","05 BROOKLYN","37","3039710019","BROOKLYN","1016544","186208","ONLINE","40.678012","-73.8833301","POINT (-73.8833301 40.678012)"
"58514429","2023-08-15T16:12:02.000","2023-08-15T16:19:16.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Bike Lane","Street/Sidewalk","10025","852 AMSTERDAM AVENUE","AMSTERDAM AVENUE","WEST 101 STREET","WEST 102 STREET","WEST 101 STREET","WEST102 STREET","ADDRESS","NEW YORK","AMSTERDAM AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-15T16:19:21.000","07 MANHATTAN","07","1018730034","MANHATTAN","993175","229878","MOBILE","40.7977625","-73.9679999","POINT (-73.9679999 40.7977625)"
"58518374","2023-08-15T15:35:36.000","2023-08-15T16:06:49.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","10306","4 MILBANK ROAD","MILBANK ROAD","NEUTRAL AVENUE","CEDAR GROVE AVENUE","NEUTRAL AVENUE","CEDAR GROVE AVENUE","ADDRESS","STATEN ISLAND","MILBANK ROAD","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-15T16:06:51.000","02 STATEN ISLAND","50","5040920047","STATEN ISLAND","955640","143789","ONLINE","40.5613545","-74.1033372","POINT (-74.1033372 40.5613545)"
"58514427","2023-08-15T13:43:17.000","2023-08-15T14:07:38.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11101","PLACELLA PARK","PLACELLA PARK","37 AVENUE","21 STREET","37 AVENUE","21 STREET","ADDRESS","LONG ISLAND CITY","SIXTEEN OAKS GROVE","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-15T14:07:43.000","01 QUEENS","26","4201099999","QUEENS","1001330","215636","ONLINE","40.758531","-73.9383477","POINT (-73.9383477 40.758531)"
"58523551","2023-08-15T13:39:46.000","2023-08-15T14:07:01.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11101","PLACELLA PARK","PLACELLA PARK","37 AVENUE","21 STREET","37 AVENUE","21 STREET","ADDRESS","LONG ISLAND CITY","SIXTEEN OAKS GROVE","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-15T14:07:08.000","01 QUEENS","26","4201099999","QUEENS","1001330","215636","ONLINE","40.758531","-73.9383477","POINT (-73.9383477 40.758531)"
"58520917","2023-08-15T13:39:30.000","2023-08-15T14:19:05.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10004","13 HANOVER SQUARE","HANOVER SQUARE","PEARL STREET","OLD SLIP","PEARL STREET","OLD SLIP","ADDRESS","NEW YORK","HANOVER SQUARE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-15T14:19:10.000","01 MANHATTAN","01","1000307501","MANHATTAN","981735","195817","ONLINE","40.7040554","-74.0096587","POINT (-74.0096587 40.7040554)"
"58517038","2023-08-15T12:47:11.000","2023-08-15T13:26:37.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","10022","1049 SECOND AVENUE","SECOND AVENUE","EAST 55 STREET","EAST 56 STREET","EAST 55 STREET","EAST 56 STREET","ADDRESS","NEW YORK","2 AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-15T13:26:42.000","06 MANHATTAN","04","1013290023","MANHATTAN","993641","215516","MOBILE","40.7583092","-73.9663621","POINT (-73.9663621 40.7583092)"
"58517041","2023-08-15T12:24:00.000","2023-08-15T15:00:55.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","10457","755 OAKLAND PLACE","OAKLAND PLACE","CLINTON AVENUE","PROSPECT AVENUE","CLINTON AVENUE","PROSPECT AVENUE","ADDRESS","BRONX","OAKLAND PLACE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-15T15:00:59.000","06 BRONX","15","2030940054","BRONX","1015347","247690","MOBILE","40.8465708","-73.8874874","POINT (-73.8874874 40.8465708)"
"58517040","2023-08-15T12:02:53.000","2023-08-15T12:20:23.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked At Bus Stop","Street/Sidewalk","11693","91-15 ROCKAWAY BEACH BOULEVARD","ROCKAWAY BEACH BOULEVARD","BEACH 91 STREET","BEACH 92 STREET","BEACH 91 STREET","BEACH 92 STREET","ADDRESS","FAR ROCKAWAY","ROCKAWAY BEACH BOULEVARD","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-15T12:20:27.000","14 QUEENS","32","4161340023","QUEENS","1035680","153078","MOBILE","40.5864081","-73.8149579","POINT (-73.8149579 40.5864081)"
"58514428","2023-08-15T11:54:58.000","2023-08-15T12:41:51.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10022","305 EAST 51 STREET","EAST 51 STREET","2 AVENUE","1 AVENUE","2 AVENUE","1 AVENUE","ADDRESS","NEW YORK","EAST 51 STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-15T12:41:57.000","06 MANHATTAN","04","1013447503","MANHATTAN","993167","214494","ONLINE","40.7555731","-73.967569","POINT (-73.967569 40.7555731)"
"58517039","2023-08-15T11:00:52.000","2023-08-15T14:00:14.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Double Parked","Street/Sidewalk","10457","1780 TOPPING AVENUE","TOPPING AVENUE","CROSS BRONX EXPRESSWAY","EAST 175 STREET","CROSS BRONX EXPRESSWAY","EAST175 STREET","ADDRESS","BRONX","TOPPING AVENUE","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-15T14:00:18.000","05 BRONX","14","2027990024","BRONX","1010360","247548","PHONE","40.8462987","-73.9053501","POINT (-73.9053501 40.8462987)"
"58517036","2023-08-15T11:00:14.000","2023-08-15T11:37:03.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10029","234 EAST 97 STREET","EAST 97 STREET","PEDESTRIAN PATH","2 AVENUE","PEDESTRIAN PATH","2 AVENUE","ADDRESS","NEW YORK","EAST 97 STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-15T11:37:11.000","11 MANHATTAN","08","1016460028","MANHATTAN","998916","225322","MOBILE","40.784904","-73.9470801","POINT (-73.9470801 40.784904)"
"58520919","2023-08-15T10:01:21.000","2023-08-15T10:29:14.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11205","2 PARK AVENUE","PARK AVENUE","NAVY STREET","MONUMENT WALK","NAVY STREET","MONUMENT WALK","ADDRESS","BROOKLYN","PARK AVENUE","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-15T10:29:19.000","02 BROOKLYN","35",,"BROOKLYN","989818","192917","MOBILE","40.6961876","-73.9799204","POINT (-73.9799204 40.6961876)"
"58518375","2023-08-15T10:00:52.000","2023-08-15T11:16:13.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11222","100 MESEROLE AVENUE","MESEROLE AVENUE","LORIMER STREET","MANHATTAN AVENUE","LORIMER STREET","MANHATTAN AVENUE","ADDRESS","BROOKLYN","MESEROLE AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-15T11:16:16.000","01 BROOKLYN","33","3026190001","BROOKLYN","997282","204143","MOBILE","40.7266988","-73.9531803","POINT (-73.9531803 40.7266988)"
"58519682","2023-08-15T09:33:56.000","2023-08-15T12:52:53.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Double Parked","Street/Sidewalk","10452","1076 OGDEN AVENUE","OGDEN AVENUE","WEST 165 STREET","WEST 166 STREET","WEST 165 STREET","WEST166 STREET","ADDRESS","BRONX","OGDEN AVENUE","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-15T12:52:57.000","04 BRONX","16","2025140008","BRONX","1004111","243480","MOBILE","40.8348696","-73.9279705","POINT (-73.9279705 40.8348696)"
"58518373","2023-08-15T05:38:40.000","2023-08-15T06:44:52.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10467","3212 PARKSIDE PLACE","PARKSIDE PLACE","WEBSTER AVENUE","EAST 207 STREET","WEBSTER AVENUE","EAST207 STREET","ADDRESS","BRONX","PARKSIDE PLACE","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-15T06:44:55.000","07 BRONX","11",,"BRONX","1019041","257805","MOBILE","40.874221","-73.8741991","POINT (-73.8741991 40.874221)"
"58511852","2023-08-15T00:18:54.000","2023-08-15T02:17:18.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Crosswalk","Street/Sidewalk","11214","2046 BATH AVENUE","BATH AVENUE","BAY 25 STREET","BAY 26 STREET","BAY 25 STREET","BAY26 STREET","ADDRESS","BROOKLYN","BATH AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-15T02:17:27.000","11 BROOKLYN","47","3064430036","BROOKLYN","984163","158086","MOBILE","40.6004568","-74.0004285","POINT (-74.0004285 40.6004568)"
"58507879","2023-08-15T00:13:32.000","2023-08-15T00:36:41.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11220","667 52 STREET","52 STREET","6 AVENUE","7 AVENUE","6 AVENUE","7 AVENUE","ADDRESS","BROOKLYN","52 STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-15T00:36:47.000","07 BROOKLYN","43","3008010045","BROOKLYN","982056","173115","MOBILE","40.6415488","-74.0072102","POINT (-74.0072102 40.6415488)"
"58513162","2023-08-14T19:39:51.000","2023-08-14T20:48:06.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11238","491 ST JOHNS PLACE","ST JOHNS PLACE","WASHINGTON AVENUE","CLASSON AVENUE","WASHINGTON AVENUE","CLASSON AVENUE","ADDRESS","BROOKLYN","ST JOHNS PLACE","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-08-14T20:48:09.000","08 BROOKLYN","35","3011740051","BROOKLYN","994864","184596","MOBILE","40.6735852","-73.9615993","POINT (-73.9615993 40.6735852)"
"58510544","2023-08-14T19:18:06.000","2023-08-14T19:32:39.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11217","491 BERGEN STREET","BERGEN STREET","6 AVENUE","CARLTON AVENUE","6 AVENUE","CARLTON AVENUE","ADDRESS","BROOKLYN","BERGEN STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-14T19:32:43.000","08 BROOKLYN","35","3011360084","BROOKLYN","991546","187229","MOBILE","40.6808239","-73.9737526","POINT (-73.9737526 40.6808239)"
"58507875","2023-08-14T17:33:23.000","2023-08-14T18:03:49.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11217","45 NEVINS STREET","NEVINS STREET","SCHERMERHORN STREET","STATE STREET","SCHERMERHORN STREET","STATE STREET","ADDRESS","BROOKLYN","NEVINS STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-14T18:03:55.000","02 BROOKLYN","33","3001730001","BROOKLYN","989278","189655","MOBILE","40.6870121","-73.9817008","POINT (-73.9817008 40.6870121)"
"58506593","2023-08-14T17:04:38.000","2023-08-14T18:29:26.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Blocking Driveway","Street/Sidewalk","11102","25-42 14 STREET","14 STREET","ASTORIA PARK SOUTH","26 AVENUE","ASTORIA PARK SOUTH","26 AVENUE","ADDRESS","ASTORIA","14 STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-14T18:29:30.000","01 QUEENS","22","4009000052","QUEENS","1004201","221774","MOBILE","40.7753504","-73.9282623","POINT (-73.9282623 40.7753504)"
"58511851","2023-08-14T16:48:20.000","2023-08-14T17:18:15.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11222","75 MESEROLE AVENUE","MESEROLE AVENUE","GUERNSEY STREET","LORIMER STREET","GUERNSEY STREET","LORIMER STREET","ADDRESS","BROOKLYN","MESEROLE AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-14T17:18:19.000","01 BROOKLYN","33","3025950001","BROOKLYN","996925","203995","MOBILE","40.7269682","-73.9541434","POINT (-73.9541434 40.7269682)"
"58510543","2023-08-14T15:53:32.000","2023-08-14T18:21:06.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11370","19-56 80 STREET","80 STREET","19 DRIVE","21 AVENUE","19 DRIVE","21 AVENUE","ADDRESS","EAST ELMHURST","80 STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-14T18:21:10.000","01 QUEENS","22","4009487501","QUEENS","1014674","220357","MOBILE","40.7717033","-73.8907007","POINT (-73.8907007 40.7717033)"
"58511850","2023-08-14T15:49:37.000","2023-08-14T16:08:14.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked At Bus Stop","Street/Sidewalk","11693","91-15 ROCKAWAY BEACH BOULEVARD","ROCKAWAY BEACH BOULEVARD","BEACH 91 STREET","BEACH 92 STREET","BEACH 91 STREET","BEACH 92 STREET","ADDRESS","FAR ROCKAWAY","ROCKAWAY BEACH BOULEVARD","Closed",,"The Police Department issued a summons in response to the complaint.","2023-08-14T16:08:18.000","14 QUEENS","32","4161340023","QUEENS","1035680","153078","MOBILE","40.5864081","-73.8149579","POINT (-73.8149579 40.5864081)"
"58509223","2023-08-14T15:32:51.000","2023-08-14T17:29:12.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11211","150 CONSELYEA STREET","CONSELYEA STREET","MANHATTAN AVENUE","GRAHAM AVENUE","MANHATTAN AVENUE","GRAHAM AVENUE","ADDRESS","BROOKLYN","CONSELYEA STREET","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-14T17:29:19.000","01 BROOKLYN","34","3027590017","BROOKLYN","999457","199832","PHONE","40.7149504","-73.9451047","POINT (-73.9451047 40.7149504)"
