"dbn","school_name","year","total_enrollment","grade_3k_pk_half_day_full","grade_k","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","female","female_1","male","male_1","asian","asian_1","black","black_1","hispanic","hispanic_1","multi_racial","multi_racial_1","native_american","native_american_1","white","white_1","missing_race_ethnicity_data","missing_race_ethnicity_data_1","students_with_disabilities","students_with_disabilities_1","english_language_learners","english_language_learners_1","poverty","poverty_1","economic_need_index"
"02M282","Urban Assembly Maker Academy","2016-17","290","0","0","0","0","0","0","0","0","0","0","125","82","83","0","86","0.297","203","0.7","34","0.117","76","0.262","135","0.466","3","0.01","2","0.007","29","0.1","11","0.038","39","0.134","10","0.034","223","76.9%","60.8%"
"02M282","Urban Assembly Maker Academy","2017-18","386","0","0","0","0","0","0","0","0","0","0","137","99","71","79","113","0.293","273","0.707","40","0.104","101","0.262","180","0.466","4","0.01","4","0.01","40","0.104","17","0.044","66","0.171","18","0.047","291","75.4%","68.9%"
"02M282","Urban Assembly Maker Academy","2018-19","390","0","0","0","0","0","0","0","0","0","0","116","118","89","67","118","0.303","272","0.697","32","0.082","107","0.274","192","0.492","3","0.008","4","0.01","42","0.108","10","0.026","74","0.19","15","0.038","305","78.2%","71.4%"
"02M282","Urban Assembly Maker Academy","2019-20","435","0","0","0","0","0","0","0","0","0","0","139","111","102","83","142","0.326","293","0.674","43","0.099","127","0.292","204","0.469","4","0.009","3","0.007","44","0.101","10","0.023","89","0.205","22","0.051","324","74.5%","72.7%"
"02M282","Urban Assembly Maker Academy","2020-21","484","0","0","0","0","0","0","0","0","0","0","146","135","107","96","148","0.306","336","0.694","42","0.087","146","0.302","229","0.473","4","0.008","3","0.006","50","0.103","10","0.021","102","0.211","31","0.064","332","68.6%","72.4%"
"02M288","Food and Finance High School","2016-17","400","0","0","0","0","0","0","0","0","0","0","125","104","83","88","214","0.535","186","0.465","20","0.05","155","0.387","208","0.52","1","0.002","0","0.0","7","0.018","9","0.023","74","0.185","21","0.052","318","79.5%","68.8%"
"02M288","Food and Finance High School","2017-18","378","0","0","0","0","0","0","0","0","0","0","125","93","82","78","211","0.558","167","0.442","17","0.045","150","0.397","188","0.497","2","0.005","1","0.003","10","0.026","10","0.026","80","0.212","20","0.053","335","88.6%","78.8%"
"02M288","Food and Finance High School","2018-19","375","0","0","0","0","0","0","0","0","0","0","128","93","81","73","216","0.576","159","0.424","21","0.056","130","0.347","199","0.531","2","0.005","2","0.005","10","0.027","11","0.029","74","0.197","12","0.032","312","83.2%","78.3%"
"02M288","Food and Finance High School","2019-20","379","0","0","0","0","0","0","0","0","0","0","124","106","72","77","225","0.594","154","0.406","21","0.055","119","0.314","217","0.573","2","0.005","2","0.005","16","0.042","2","0.005","81","0.214","14","0.037","326","86.0%","79.5%"
"02M288","Food and Finance High School","2020-21","417","0","0","0","0","0","0","0","0","0","0","137","112","97","71","235","0.564","182","0.436","22","0.053","134","0.321","235","0.564","0","0.0","2","0.005","16","0.038","8","0.019","95","0.228","19","0.046","334","80.1%","78.5%"
"02M289","I.S. 289","2016-17","281","0","0","0","0","0","0","0","95","92","94","0","0","0","0","147","0.523","134","0.477","118","0.42","16","0.057","34","0.121","3","0.011","4","0.014","106","0.377","0","0.0","66","0.235","3","0.011","123","43.8%","36.9%"
"02M289","I.S. 289","2017-18","283","0","0","0","0","0","0","0","99","93","91","0","0","0","0","134","0.473","149","0.527","125","0.442","11","0.039","32","0.113","3","0.011","2","0.007","109","0.385","1","0.004","66","0.233","5","0.018","142","50.2%","46.1%"
"02M289","I.S. 289","2018-19","284","0","0","0","0","0","0","0","98","93","93","0","0","0","0","125","0.44","159","0.56","138","0.486","12","0.042","42","0.148","5","0.018","1","0.004","84","0.296","2","0.007","65","0.229","14","0.049","150","52.8%","48.0%"
"02M289","I.S. 289","2019-20","276","0","0","0","0","0","0","0","90","93","93","0","0","0","0","131","0.475","145","0.525","138","0.5","11","0.04","51","0.185","4","0.014","2","0.007","67","0.243","3","0.011","58","0.21","9","0.033","135","48.9%","51.2%"
"02M289","I.S. 289","2020-21","263","0","0","0","0","0","0","0","90","82","91","0","0","0","0","125","0.475","138","0.525","135","0.513","14","0.053","50","0.19","6","0.023","1","0.004","55","0.209","2","0.008","58","0.221","14","0.053","145","55.1%","52.6%"
"02M290","P.S. 290 Manhattan New School","2016-17","592","0","101","107","102","102","88","92","0","0","0","0","0","0","0","318","0.537","274","0.463","64","0.108","13","0.022","48","0.081","38","0.064","1","0.002","428","0.723","0","0.0","88","0.149","23","0.039","64","10.8%","5.9%"
"02M290","P.S. 290 Manhattan New School","2017-18","631","40","114","96","105","94","96","86","0","0","0","0","0","0","0","332","0.526","299","0.474","68","0.108","14","0.022","55","0.087","39","0.062","1","0.002","454","0.719","0","0.0","98","0.155","17","0.027","74","11.7%","10.6%"
"02M290","P.S. 290 Manhattan New School","2018-19","595","37","98","102","79","98","88","93","0","0","0","0","0","0","0","329","0.553","266","0.447","65","0.109","17","0.029","56","0.094","34","0.057","1","0.002","421","0.708","1","0.002","99","0.166","13","0.022","81","13.6%","9.0%"
"02M290","P.S. 290 Manhattan New School","2019-20","573","54","83","92","94","77","91","82","0","0","0","0","0","0","0","314","0.548","259","0.452","59","0.103","20","0.035","63","0.11","26","0.045","1","0.002","404","0.705","0","0.0","94","0.164","19","0.033","72","12.6%","9.9%"
"02M290","P.S. 290 Manhattan New School","2020-21","456","47","70","57","72","74","61","75","0","0","0","0","0","0","0","243","0.533","213","0.467","42","0.092","13","0.029","54","0.118","27","0.059","1","0.002","318","0.697","1","0.002","72","0.158","13","0.029","59","12.9%","10.4%"
"02M294","Essex Street Academy","2016-17","352","0","0","0","0","0","0","0","0","0","0","89","89","94","80","174","0.494","178","0.506","18","0.051","139","0.395","149","0.423","2","0.006","3","0.009","23","0.065","18","0.051","102","0.29","15","0.043","257","73.0%","65.1%"
"02M294","Essex Street Academy","2017-18","340","0","0","0","0","0","0","0","0","0","0","93","86","78","83","188","0.553","152","0.447","21","0.062","130","0.382","139","0.409","4","0.012","5","0.015","20","0.059","21","0.062","87","0.256","12","0.035","239","70.3%","71.7%"
"02M294","Essex Street Academy","2018-19","339","0","0","0","0","0","0","0","0","0","0","89","98","81","71","191","0.563","148","0.437","22","0.065","117","0.345","145","0.428","4","0.012","3","0.009","34","0.1","14","0.041","92","0.271","12","0.035","231","68.1%","69.0%"
"02M294","Essex Street Academy","2019-20","338","0","0","0","0","0","0","0","0","0","0","87","86","97","68","195","0.577","143","0.423","24","0.071","104","0.308","146","0.432","4","0.012","3","0.009","47","0.139","10","0.03","87","0.257","11","0.033","225","66.6%","68.0%"
"02M294","Essex Street Academy","2020-21","370","0","0","0","0","0","0","0","0","0","0","104","89","83","94","213","0.576","157","0.424","30","0.081","100","0.27","160","0.432","5","0.014","3","0.008","59","0.159","13","0.035","99","0.268","10","0.027","251","67.8%","65.0%"
"02M296","High School of Hospitality Management","2016-17","398","0","0","0","0","0","0","0","0","0","0","123","120","83","72","293","0.736","105","0.264","12","0.03","107","0.269","256","0.643","1","0.003","3","0.008","11","0.028","8","0.02","85","0.214","34","0.085","366","92.0%","75.5%"
"02M296","High School of Hospitality Management","2017-18","391","0","0","0","0","0","0","0","0","0","0","141","115","67","68","280","0.716","111","0.284","16","0.041","110","0.281","235","0.601","1","0.003","7","0.018","10","0.026","12","0.031","82","0.21","37","0.095","361","92.3%","86.2%"
"02M296","High School of Hospitality Management","2018-19","380","0","0","0","0","0","0","0","0","0","0","118","131","53","78","252","0.663","128","0.337","19","0.05","105","0.276","236","0.621","1","0.003","3","0.008","7","0.018","9","0.024","99","0.261","35","0.092","344","90.5%","87.2%"
"02M296","High School of Hospitality Management","2019-20","337","0","0","0","0","0","0","0","0","0","0","100","103","66","68","213","0.632","124","0.368","14","0.042","82","0.243","231","0.685","1","0.003","3","0.009","6","0.018","0","0.0","87","0.258","30","0.089","304","90.2%","88.0%"
"02M296","High School of Hospitality Management","2020-21","322","0","0","0","0","0","0","0","0","0","0","95","94","57","76","217","0.674","105","0.326","19","0.059","72","0.224","223","0.693","1","0.003","4","0.012","3","0.009","0","0.0","72","0.224","33","0.102","274","85.1%","88.4%"
"02M297","M.S. 297","2017-18","193","0","0","0","0","0","0","0","193","0","0","0","0","0","0","100","0.518","93","0.482","17","0.088","18","0.093","37","0.192","5","0.026","0","0.0","116","0.601","0","0.0","42","0.218","6","0.031","59","30.6%","29.3%"
"02M297","M.S. 297","2018-19","561","0","0","0","0","0","0","0","341","220","0","0","0","0","0","289","0.515","272","0.485","48","0.086","53","0.094","129","0.23","21","0.037","1","0.002","305","0.544","4","0.007","129","0.23","19","0.034","164","29.2%","31.1%"
"02M297","M.S. 297","2019-20","841","0","0","0","0","0","0","0","302","320","219","0","0","0","0","444","0.528","397","0.472","70","0.083","77","0.092","213","0.253","33","0.039","5","0.006","440","0.523","3","0.004","184","0.219","25","0.03","270","32.1%","36.0%"
"02M297","M.S. 297","2020-21","818","0","0","0","0","0","0","0","242","271","305","0","0","0","0","442","0.54","376","0.46","71","0.087","96","0.117","241","0.295","35","0.043","5","0.006","366","0.447","4","0.005","180","0.22","20","0.024","337","41.2%","42.3%"
"02M298","Pace High School","2016-17","508","0","0","0","0","0","0","0","0","0","0","161","152","103","92","301","0.593","207","0.407","43","0.085","162","0.319","267","0.526","3","0.006","0","0.0","13","0.026","20","0.039","98","0.193","12","0.024","379","74.6%","65.9%"
"02M298","Pace High School","2017-18","537","0","0","0","0","0","0","0","0","0","0","155","165","115","102","311","0.579","225","0.419","43","0.08","177","0.33","272","0.507","2","0.004","0","0.0","21","0.039","22","0.041","106","0.197","13","0.024","435","81.0%","74.9%"
"02M298","Pace High School","2018-19","572","0","0","0","0","0","0","0","0","0","0","155","137","159","121","324","0.566","248","0.434","26","0.045","191","0.334","310","0.542","1","0.002","0","0.0","22","0.038","22","0.038","105","0.184","17","0.03","454","79.4%","75.1%"
"02M298","Pace High School","2019-20","549","0","0","0","0","0","0","0","0","0","0","141","165","124","119","304","0.554","245","0.446","28","0.051","179","0.326","288","0.525","3","0.005","2","0.004","27","0.049","22","0.04","103","0.188","17","0.031","438","79.8%","77.9%"
"02M298","Pace High School","2020-21","595","0","0","0","0","0","0","0","0","0","0","169","136","165","125","330","0.555","265","0.445","50","0.084","190","0.319","308","0.518","3","0.005","9","0.015","32","0.054","3","0.005","127","0.213","29","0.049","481","80.8%","77.5%"
"02M300","Urban Assembly School of Design and Construction,","2016-17","391","0","0","0","0","0","0","0","0","0","0","100","117","83","91","104","0.266","287","0.734","14","0.036","99","0.253","260","0.665","0","0.0","2","0.005","11","0.028","5","0.013","92","0.235","43","0.11","313","80.1%","71.1%"
"02M300","Urban Assembly School of Design and Construction,","2017-18","356","0","0","0","0","0","0","0","0","0","0","71","100","97","88","104","0.292","252","0.708","18","0.051","86","0.242","239","0.671","0","0.0","2","0.006","5","0.014","6","0.017","85","0.239","37","0.104","308","86.5%","87.0%"
"02M300","Urban Assembly School of Design and Construction,","2018-19","302","0","0","0","0","0","0","0","0","0","0","69","72","80","81","90","0.298","212","0.702","17","0.056","69","0.228","205","0.679","1","0.003","2","0.007","8","0.026","0","0.0","78","0.258","35","0.116","246","81.5%","86.8%"
"02M300","Urban Assembly School of Design and Construction,","2019-20","263","0","0","0","0","0","0","0","0","0","0","65","69","66","63","90","0.342","173","0.658","17","0.065","55","0.209","182","0.692","0","0.0","2","0.008","4","0.015","3","0.011","76","0.289","20","0.076","220","83.7%","87.3%"
"02M300","Urban Assembly School of Design and Construction,","2020-21","257","0","0","0","0","0","0","0","0","0","0","75","65","63","54","76","0.296","181","0.704","15","0.058","52","0.202","178","0.693","0","0.0","0","0.0","10","0.039","2","0.008","72","0.28","20","0.078","210","81.7%","86.0%"
"02M303","Facing History School, The","2016-17","431","0","0","0","0","0","0","0","0","0","0","166","115","85","65","210","0.487","221","0.513","7","0.016","111","0.258","297","0.689","0","0.0","0","0.0","7","0.016","9","0.021","100","0.232","71","0.165","305","70.8%","78.8%"
"02M303","Facing History School, The","2017-18","382","0","0","0","0","0","0","0","0","0","0","93","121","92","76","174","0.455","208","0.545","5","0.013","94","0.246","271","0.709","0","0.0","1","0.003","6","0.016","5","0.013","89","0.233","57","0.149","316","82.7%","87.1%"
"02M303","Facing History School, The","2018-19","372","0","0","0","0","0","0","0","0","0","0","105","87","103","77","174","0.468","198","0.532","4","0.011","95","0.255","260","0.699","0","0.0","2","0.005","8","0.022","3","0.008","91","0.245","41","0.11","301","80.9%","86.2%"
"02M303","Facing History School, The","2019-20","350","0","0","0","0","0","0","0","0","0","0","109","84","62","95","167","0.477","183","0.523","1","0.003","91","0.26","240","0.686","3","0.009","3","0.009","9","0.026","3","0.009","88","0.251","35","0.1","292","83.4%","87.3%"
"02M303","Facing History School, The","2020-21","331","0","0","0","0","0","0","0","0","0","0","121","95","68","47","163","0.492","168","0.508","5","0.015","90","0.272","211","0.637","3","0.009","2","0.006","13","0.039","7","0.021","98","0.296","43","0.13","267","80.7%","86.0%"
"02M305","Urban Assembly Academy of Government and Law, The","2016-17","316","0","0","0","0","0","0","0","0","0","0","101","90","59","66","182","0.576","134","0.424","16","0.051","116","0.367","173","0.547","0","0.0","1","0.003","10","0.032","0","0.0","74","0.234","16","0.051","265","83.9%","76.2%"
"02M305","Urban Assembly Academy of Government and Law, The","2017-18","307","0","0","0","0","0","0","0","0","0","0","101","95","59","52","166","0.541","141","0.459","11","0.036","123","0.401","162","0.528","1","0.003","2","0.007","8","0.026","0","0.0","69","0.225","17","0.055","267","87.0%","85.8%"
"02M305","Urban Assembly Academy of Government and Law, The","2018-19","324","0","0","0","0","0","0","0","0","0","0","125","77","67","55","189","0.583","135","0.417","19","0.059","109","0.336","183","0.565","1","0.003","1","0.003","10","0.031","1","0.003","67","0.207","13","0.04","272","84.0%","85.0%"
"02M305","Urban Assembly Academy of Government and Law, The","2019-20","322","0","0","0","0","0","0","0","0","0","0","109","95","59","59","180","0.559","142","0.441","22","0.068","112","0.348","179","0.556","0","0.0","1","0.003","6","0.019","2","0.006","71","0.22","11","0.034","281","87.3%","87.6%"
"02M305","Urban Assembly Academy of Government and Law, The","2020-21","349","0","0","0","0","0","0","0","0","0","0","114","97","81","57","206","0.59","143","0.41","26","0.074","128","0.367","179","0.513","0","0.0","4","0.011","9","0.026","3","0.009","73","0.209","15","0.043","305","87.4%","87.3%"
"02M308","Lower Manhattan Arts Academy","2016-17","354","0","0","0","0","0","0","0","0","0","0","114","86","80","74","247","0.698","107","0.302","31","0.088","97","0.274","196","0.554","3","0.008","3","0.008","11","0.031","13","0.037","123","0.347","16","0.045","204","57.6%","66.2%"
"02M308","Lower Manhattan Arts Academy","2017-18","329","0","0","0","0","0","0","0","0","0","0","104","86","71","68","234","0.711","95","0.289","27","0.082","91","0.277","183","0.556","0","0.0","4","0.012","9","0.027","15","0.046","117","0.356","21","0.064","249","75.7%","82.1%"
"02M308","Lower Manhattan Arts Academy","2018-19","290","0","0","0","0","0","0","0","0","0","0","101","71","65","53","188","0.648","102","0.352","25","0.086","80","0.276","162","0.559","0","0.0","4","0.014","8","0.028","11","0.038","106","0.366","20","0.069","220","75.9%","81.8%"
"02M308","Lower Manhattan Arts Academy","2019-20","314","0","0","0","0","0","0","0","0","0","0","108","76","65","65","205","0.653","109","0.347","26","0.083","89","0.283","188","0.599","0","0.0","4","0.013","7","0.022","0","0.0","109","0.347","18","0.057","253","80.6%","86.4%"
