"system","df_activated","fountaintype","fountaincount","painted","filter_installed","position","outdoor","gispropnum","propertyname","omppropid","subpropertyname","parkdistrict","borough","ampsid","ampsclass","ampsstatus","ampsparentid","ampsname","communityboard","councildistrict","precinct","zipcode","x","y"
"B073-DF0932","Activated","CS Metal","1",,"false",,"true","B073","Prospect Park","B073-ZN14","Middle Long Meadow","B-19","B","100040403","DRINKFTN","I","B073-ZN14","CS Metal-Prospect Park-Middle Long Meadow","355","39","78","11215","992181.007091894","181750.157546892"
"B073-DF0933","Activated","Bottle Filler Fountain","2",,"false","Under Tree, In Shade","true","B073","Prospect Park","B073-ZN14","Middle Long Meadow","B-19","B","100040427","DRINKFTN","I","B073-ZN14","Bottle Filler Fountain-Prospect Park-Middle Long Meadow","355","39","78","11215","991988.08326514","181582.361294552"
"B073-DF0934","Activated","E High Low","2","true","false","Out in Open, Near Ballfield","true","B073","Prospect Park","B073-ZN16","Quaker Hill And Friends Cemetery","B-19","B","100040482","DRINKFTN","I","B073-ZN16","E High Low-Prospect Park-Quaker Hill And Friends Cemetery","355","39","78","11215","991502.782726556","180014.695466637"
"B073-DF0935","Activated","Bottle Filler High Low","3",,"false",,"true","B073","Prospect Park","B073-ZN15","Lower Long Meadow","B-19","B","100040435","DRINKFTN","I","B073-ZN15","Bottle Filler High Low-Prospect Park-Lower Long Meadow","355","39","78","11215","990971.820205807","179793.290397644"
"B073-DF0936","Activated","E","1",,"false",,"true","B073","Prospect Park","B073-ZN14","Middle Long Meadow","B-19","B","100040398","DRINKFTN","I","B073-ZN14","E-Prospect Park-Middle Long Meadow","355","39","78","11215","991452.522328391","181051.353498309"
"B073-DF0937","Activated","E High Low","2",,"false",,"true","B073","Prospect Park","B073-ZN25","Prospect Lake Near Duck Island","B-19","B","100040483","DRINKFTN","I","B073-ZN25","E High Low-Prospect Park-Prospect Lake Near Duck Island","355","39","78","11215","994407.205067306","178090.515916064"
"B073-DF0938","Activated","B","1",,"false",,"true","B073","Prospect Park","B073-ZN24","Lakeside Center & Concert Grove","B-19","B","100040486","DRINKFTN","I","B073-ZN24","B-Prospect Park-Lakeside Center & Concert Grove","355","39","78","11215","994302.305670797","179431.338037565"
"B073-DF0939","Activated","E and Dog","2",,"false",,"true","B073","Prospect Park","B073-ZN19","The Nethermead","B-19","B","100040425","DRINKFTN","I","B073-ZN19","E and Dog-Prospect Park-The Nethermead","355","39","78","11215","993138.174468889","180318.203717887"
"B073-DF0940","Activated","A","1",,"false","In Shade, Under Tree","true","B073","Prospect Park","B073-ZN12","Vale Of Cashmere, Nellie's Lawn","B-19","B","100040454","DRINKFTN","I","B073-ZN12","A-Prospect Park-Vale Of Cashmere, Nellie's Lawn","355","39","78","11215","993106.598416552","182845.858111396"
"B073-DF0942","Activated","A","1",,"false",,"true","B073","Prospect Park","B073-ZN12","Vale Of Cashmere, Nellie's Lawn","B-19","B","100040467","DRINKFTN","I","B073-ZN12","A-Prospect Park-Vale Of Cashmere, Nellie's Lawn","355","39","78","11215","993162.888986393","183276.824769139"
"B073-DF0955","Activated","E","1","true","false","Under Tree","true","B073","Prospect Park","B073-ZN06","Prospect Park Southwest Lower","B-19","B","100040448","DRINKFTN","I","B073-ZN06","E-Prospect Park-Prospect Park Southwest Lower","355","39","78","11215","991579.924304559","178422.38500297"
"B073-DF1019","Activated","Bottle Filler Fountain","2",,"false",,"true","B073","Prospect Park","B073-ZN26","Prospect Lake Near West Island","B-19","B","100042975","DRINKFTN","I","B073-ZN26","Bottle Filler Fountain-Prospect Park-Prospect Lake Near West Island","355","39","78","11215","992041.479155719","177994.088943555"
"B073-DF1038","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B073","Prospect Park","B073",,"B-19","B","100042951","DRINKFTN","I","B073-BLG1225","Indoor Drinking Fountain-Prospect Park-BKLYN SHOPS","355","39","78","11215","991199.173425644","181757.324527308"
"B073-DF1040","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B073","Prospect Park","B073",,"B-19","B","100042983","DRINKFTN","I","B073-BLG1226","Indoor Drinking Fountain-Prospect Park-PROSPECT PK GARAGE","355","39","78","11215","991153.600025966","181634.774247482"
"B073-DF1041","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B073","Prospect Park","B073",,"B-19","B","100042937","DRINKFTN","I","B073-BLG1226","Indoor Fountain-Prospect Park-PROSPECT PK GARAGE","355","39","78","11215","991153.600025966","181634.774247482"
"B073-DF1042","Activated","Bottle Filler Fountain","2",,"false","Indoor","false","B073","Prospect Park","B073-ZN03","Litchfield Villa","B-19","B","100042963","DRINKFTN","I","B073-ZN03-BLG1243","Bottle Filler Fountain-Prospect Park-LITCHFIELD VILLA","355","39","78","11215","991544.314467638","182246.972826227"
"B073-DF1043","Activated","Food Prep Sink","1",,"false","Indoor","false","B073","Prospect Park","B073-ZN03","Litchfield Villa","B-19","B","100043002","DRINKFTN","I","B073-ZN03-BLG1243","Food Prep Sink-Prospect Park-LITCHFIELD VILLA","355","39","78","11215","991544.314467638","182246.972826227"
"B073-DF1044","Activated","Food Prep Sink","1",,"false","Indoor","false","B073","Prospect Park","B073-ZN03","Litchfield Villa","B-19","B","100043030","DRINKFTN","I","B073-ZN03-BLG1243","Food Prep Sink-Prospect Park-LITCHFIELD VILLA","355","39","78","11215","991544.314467638","182246.972826227"
"B073-DF1045","Activated","Food Prep Sink","1",,"true","Indoor","false","B073","Prospect Park","B073-ZN03","Litchfield Villa","B-19","B","100042334","DRINKFTN","I","B073-ZN03-BLG1243","Food Prep Sink-Prospect Park-LITCHFIELD VILLA","355","39","78","11215","991544.314467638","182246.972826227"
"B073-DF1046","Activated","Food Prep Sink","1",,"false","Indoor","false","B073","Prospect Park","B073-ZN03","Litchfield Villa","B-19","B","100042992","DRINKFTN","I","B073-ZN03-BLG1243","Food Prep Sink-Prospect Park-LITCHFIELD VILLA","355","39","78","11215","991544.314467638","182246.972826227"
"B073-DF1048","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B073","Prospect Park","B073-ZN03","Litchfield Villa","B-19","B","100043021","DRINKFTN","I","B073-ZN03-BLG1243","Indoor Fountain-Prospect Park-LITCHFIELD VILLA","355","39","78","11215","991544.314467638","182246.972826227"
"B073-DF1049","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B073","Prospect Park","B073-ZN03","Litchfield Villa","B-19","B","100043027","DRINKFTN","I","B073-ZN03-BLG1243","Indoor Drinking Fountain-Prospect Park-LITCHFIELD VILLA","355","39","78","11215","991544.314467638","182246.972826227"
"B073-DF1050","Activated","CS Metal","1",,"false","Indoor","false","B073","Prospect Park","B073",,"B-19","B","100043010","DRINKFTN","I","B073-ZN11-BLG1254","CS Metal-Prospect Park-ZOO","355","39","78","11215","993829.790539726","181688.600583389"
"B073-DF1051","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B073","Prospect Park","B073",,"B-19","B","100043031","DRINKFTN","I","B073-ZN11-BLG1254","Indoor Fountain-Prospect Park-ZOO","355","39","78","11215","993829.790539726","181688.600583389"
"B073-DF1052","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B073","Prospect Park","B073",,"B-19","B","100043022","DRINKFTN","I","B073-ZN11-BLG1254","Indoor Drinking Fountain-Prospect Park-ZOO","355","39","78","11215","993829.790539726","181688.600583389"
"B073-DF1053","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B073","Prospect Park","B073",,"B-19","B","100042994","DRINKFTN","I","B073-ZN11-BLG1254","Indoor Drinking Fountain-Prospect Park-ZOO","355","39","78","11215","993829.790539726","181688.600583389"
"B073-DF1054","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B073","Prospect Park","B073-ZN23","Lullwater & Boathouse","B-19","B","100043024","DRINKFTN","I","B073-ZN23-BLG1242","Indoor Drinking Fountain-Prospect Park-Audubon Center at the Boathouse","355","39","78","11215","993882.697586134","180033.99956189"
"B073-DF1055","Activated","Drinking Fountain Sink Combination","2",,"false","Indoor","false","B073","Prospect Park","B073-ZN14","Middle Long Meadow","B-19","B","100043008","DRINKFTN","I","B073-ZN14-BLG1238","Drinking Fountain Sink Combination-Prospect Park-TENNIS HOUSE","355","39","78","11215","991643.942221134","181039.80758965"
"B073-DF1056","Activated","Drinking Fountain Sink Combination","2",,"false","Indoor","false","B073","Prospect Park","B073-ZN14","Middle Long Meadow","B-19","B","100043034","DRINKFTN","I","B073-ZN14-BLG1238","Drinking Fountain Sink Combination-Prospect Park-TENNIS HOUSE","355","39","78","11215","991643.942221134","181039.80758965"
,"Activated","Bottle Filler High Low",,,"false",,"true",,,,,"Q-01","Q",,"DRINKFTN",,,,,,,,"1005836.94631539","214323.470024809"
"B073-DF1057","Activated","E","1",,"false","Indoor","false","B073","Prospect Park","B073",,"B-19","B","100043015","DRINKFTN","I","B073-ZN24-BLG1232","E-Prospect Park-LeFrak Center at Lakeside Ice Rink","355","39","78","11215","994237.900943964","178744.770841136"
"B073-DF1122","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B073","Prospect Park","B073",,"B-19","B","100042445","DRINKFTN","I","B073-ZN11-BLG1254","Indoor Drinking Fountain-Prospect Park-ZOO","355","39","78","11215","993829.790539726","181688.600583389"
"B073-DF1123","Activated","Slop Sink","1",,"false","Indoor","false","B073","Prospect Park","B073-ZN14","Middle Long Meadow","B-19","B","100042450","DRINKFTN","I","B073-ZN14-BLG1238","Slop Sink-Prospect Park-Tennis House","355","39","78","11215","991644.034412548","181039.992628648"
"B073-DF1124","Activated","Food Prep Sink","1",,"false","Indoor","false","B073","Prospect Park","B073-ZN14","Middle Long Meadow","B-19","B","100042455","DRINKFTN","I","B073-ZN14-BLG1239","Food Prep Sink-Prospect Park-PICNIC HOUSE","355","39","78","11215","992136.664332807","181759.022686645"
"B073-DF1125","Activated","E","1",,"false","Indoor","false","B073","Prospect Park","B073",,"B-19","B","100042461","DRINKFTN","I","B073-ZN24-BLG1232","E-Prospect Park-LeFrak Center at Lakeside Ice Rink","355","39","78","11215","994237.900615886","178744.585802137"
"B073-DF1143","Activated","Food Prep Sink","1",,"false","Indoor","false","B073","Prospect Park","B073-ZN14","Middle Long Meadow","B-19","B","100042989","DRINKFTN","I","B073-ZN14-BLG1239","Food Prep Sink-Prospect Park-PICNIC HOUSE","355","39","78","11215","992136.570829048","181759.116190388"
"B073-DF1144","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B073","Prospect Park","B073",,"B-19","B","100042987","DRINKFTN","I","B073-BLG1253","Indoor Drinking Fountain-Prospect Park-Storehouse","355","39","78","11215","991417.758618384","181697.550368636"
"B077-DF0270","Activated","E and Dog","2","true","false","Just Outside Playground, In Shade, Under Tree","true","B077","Coffey Park","B077",,"B-06","B","100037740","DRINKFTN","I","B077","E and Dog-Coffey Park","306","38","76","11231","982127.164010644","186355.252339303"
"B077-DF0271","Activated","E","1","true","false","Just Outside Playground","true","B077","Coffey Park","B077",,"B-06","B","100037766","DRINKFTN","I","B077","E-Coffey Park","306","38","76","11231","981858.809232384","186109.932619974"
"B077-DF0272","Activated","D","1","false","false","In Playground","true","B077","Coffey Park","B077-01","Coffey Park Playground","B-06","B","100037707","DRINKFTN","I","B077-01","D-Coffey Park-Coffey Park Playground","306","38","76","11231","981848.449016884","185928.33587031"
"B078-DF0070","Activated","A","1","true","false","Just Outside Playground","true","B078","Grace Playground","B078",,"B-05","B","100037474","DRINKFTN","I","B078","A-Grace Playground","305","42","75","11207","1013498.00645256","183976.826649978"
"B078-DF0071","Activated","A","1","true","false","Near Ballfield","true","B078","Grace Playground","B078",,"B-05","B","100037450","DRINKFTN","I","B078","A-Grace Playground","305","42","75","11207","1013479.07866889","183768.80147548"
"B078-DF0072","Activated","A","1","true","false","Near Ballfield","true","B078","Grace Playground","B078",,"B-05","B","100037472","DRINKFTN","I","B078","A-Grace Playground","305","42","75","11207","1013559.08178971","183719.330117732"
"B079-DF0294","Broken","D","1",,"false","Under Tree, In Playground","true","B079","Saratoga Park","B079",,"B-03","B","100037781","DRINKFTN","I","B079","D-Saratoga Park","303","41","81","11233","1006564.51638256","188741.509705886"
"B079-DF0296","Broken","A","1",,"false","In Playground","true","B079","Saratoga Park","B079",,"B-03","B","100037742","DRINKFTN","I","B079","A-Saratoga Park","303","41","81","11233","1006689.95838889","188877.527150392"
"B079-DF0300","Broken","B","1",,"false","Under Tree, In Playground","true","B079","Saratoga Park","B079",,"B-03","B","100037764","DRINKFTN","I","B079","B-Saratoga Park","303","41","81","11233","1006989.92498055","188932.053288057"
"B079-DF0967","Broken","E","1",,"false",,"true","B079","Saratoga Park","B079",,"B-03","B","100043014","DRINKFTN","I","B079","E-Saratoga Park","303","41","81","11233","1006406.06853671","188791.796678811"
"B080-DF0363","Activated","E","1","false","false","Out in Open","true","B080","Asser Levy Park","B080",,"B-13","B","100037838","DRINKFTN","I","B080","E-Asser Levy Park","313","48","60","11224","992539.937148302","148716.230504646"
"B080-DF0799","Activated","A","1","false","true","Out in Open, In Playground","true","B080","Asser Levy Park","B080",,"B-13","B","100039591","DRINKFTN","I","B080","A-Asser Levy Park","313","47","60","11224","991965.461919307","148519.550779894"
"B082-DF0725","Broken","A","1","false","false","In Playground","true","B082","Shore Park and Parkway","B082-01B","Vinland Plgd","B-10","B","100039139","DRINKFTN","I","B082-01B","A-Shore Park and Parkway-Vinland Plgd","310","43","68","11209","973137.0094188","164267.373614892"
"B082-DF0774","Activated","C","1","false","false","Near Ballfield","true","B082","Shore Park and Parkway","B082-ZN02","Shore Road Park Zone 2","B-10","B","100039413","DRINKFTN","I","B082-ZN02","C-Shore Park and Parkway-Shore Road Park Zone 2","310","43","68","11209","973578.445871889","170288.703763812"
"B082-DF0775","Activated","A","1","false","false","Near Ballfield","true","B082","Shore Park and Parkway","B082-ZN02","Shore Road Park Zone 2","B-10","B","100039455","DRINKFTN","I","B082-ZN02","A-Shore Park and Parkway-Shore Road Park Zone 2","310","43","68","11209","973501.453243717","170009.476960062"
"B082-DF0776","Activated","A","1","false","false","Near Ballfield","true","B082","Shore Park and Parkway","B082-ZN02","Shore Road Park Zone 2","B-10","B","100039487","DRINKFTN","I","B082-ZN02","A-Shore Park and Parkway-Shore Road Park Zone 2","310","43","68","11209","973428.711263224","169742.747834727"
"B082-DF0777","Activated","D","1","false","false","Under Tree","true","B082","Shore Park and Parkway","B082-ZN02","Shore Road Park Zone 2","B-10","B","100039457","DRINKFTN","I","B082-ZN02","D-Shore Park and Parkway-Shore Road Park Zone 2","310","43","68","11209","973526.373141393","169533.826664641"
"B082-DF0778","Activated","E","1","false","false","In Playground","true","B082","Shore Park and Parkway","B082-02","79 St Plgd","B-10","B","100039489","DRINKFTN","I","B082-02","E-Shore Park and Parkway-79 St Plgd","310","43","68","11209","973338.208819553","169401.09792748"
