"complaint_number","incident_address","incident_address_1","incident_address_2","incident_address_3","incident_address_4","complaint_type_311","descriptor_1_311","complaint_status","date_received","deleted","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"T-11-06-27-0331","415","EAST 78 STREET","415 EAST 78 STREET","10075","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-06-27T19:30:43.000","No","40.771416","-73.952593","8","5","132","1046020","1014730011","Lenox Hill-Roosevelt Island"
"T-11-06-28-0332","245","EAST 54 STREET","245 EAST 54 STREET","10022","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-28T09:08:52.000","No","40.757896","-73.967893","6","4","108","1038575","1013280021","Turtle Bay-East Midtown"
"T-11-06-28-0334","34-38","41st Street","34-38 41st Street","11101","Queens",,,"05-Close","2011-06-28T00:00:00.000","No","40.755658","-73.920603","1","26","157","4542723","4006730038","Astoria"
"T-11-06-28-0335","1119","ST MARKS AVENUE","1119 ST MARKS AVENUE","11213","Brooklyn","Asbestos","N/A","05-Close","2011-06-28T11:06:57.000","No","40.674281","-73.932845","8","36","309","3426028","3013540082","Crown Heights North"
"T-11-06-28-0336","38-12","111 STREET","38-12 111 STREET","11368","Queens","Indoor Air Quality","Ventilation","05-Close","2011-06-28T11:43:20.000","No","40.753002","-73.856576","3","21","401","4044775","4017790040","North Corona"
"T-11-06-28-0337","2355","WILLIAMSBRIDGE ROAD","2355 WILLIAMSBRIDGE ROAD","10469","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-28T12:44:05.000","No","40.860517","-73.857487","11","13","324","2093379","2043630001","Bronxdale"
"T-11-06-28-0338","1735","MADISON AVENUE","1735 MADISON AVENUE","10029","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-28T15:36:26.000","No","40.798937","-73.945602","11","8","184","1080642","1016200023","East Harlem North"
"T-11-06-28-0339","548","DRIGGS AVENUE","548 DRIGGS AVENUE","11211","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-28T16:38:50.000","No","40.71719","-73.956282","1","33","553","3061956","3023200025","North Side-South Side"
"T-11-06-28-0340","147-50","72 DRIVE","147-50 72 DRIVE","11367","Queens","Asbestos","N/A","05-Close","2011-06-28T16:42:25.000","No","40.726386","-73.817502","8","24","77907","4451460","4066810001","Kew Gardens Hills"
"T-11-06-28-0341","1117","ST MARKS AVENUE","1117 ST MARKS AVENUE","11213","Brooklyn","Indoor Air Quality","Dry Cleaning Vapors (PERC)","05-Close","2011-06-28T18:26:27.000","No","40.674283","-73.932917","8","36","309","3035881","3013540083","Crown Heights North"
"T-11-06-28-0342","3030","JOHNSON AVENUE","3030 JOHNSON AVENUE","10463","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-28T22:58:16.000","No","40.881515","-73.911289","8","11","295","2083416","2057380366","Spuyten Duyvil-Kingsbridge"
"T-11-06-29-0343","2475","RALPH AVENUE","2475 RALPH AVENUE","11234","Brooklyn","Mold","Public Complaint - Comm Location","05-Close","2011-06-29T07:10:17.000","No","40.617684","-73.917067","18","46","686","3236311","3083830014","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"T-11-06-29-0344","2060","2 AVENUE","2060 2 AVENUE","10029","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-06-29T07:54:15.000","No","40.790479","-73.942529","11","8","170","1052777","1016770050","East Harlem South"
"T-11-06-29-0345","114-54","SUTPHIN BOULEVARD","114-54 SUTPHIN BOULEVARD","11434","Queens","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-29T08:35:40.000","No","40.685011","-73.792942","12","28","190","4259579","4119800029","Baisley Park"
"T-11-06-29-0346","1850","NOSTRAND AVENUE","1850 NOSTRAND AVENUE","11226","Brooklyn","Mold","Public Complaint - Comm Location","05-Close","2011-06-29T09:03:53.000","No","40.640591","-73.948488","17","45","828","3120520","3052160013","Erasmus"
"T-11-06-29-0347","888","FRANKLIN AVENUE","888 FRANKLIN AVENUE","11225","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-29T10:02:26.000","No","40.668155","-73.958892","9","35","213","3029708","3011880056","Crown Heights South"
"T-11-06-29-0348","630","MIDLAND AVENUE","630 MIDLAND AVENUE","10306","Staten Island","Mold","Public Complaint - Comm Location","05-Close","2011-06-29T10:49:49.000","No","40.571192","-74.091057","2","50","11202","5055032","5038750026","New Dorp-Midland Beach"
"T-11-06-29-0349","106","RIVINGTON STREET","106 RIVINGTON STREET","10002","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-29T12:00:57.000","No","40.719975","-73.987987","3","1","3001","1005383","1004110072","Chinatown"
"T-11-06-29-0350","88-05","MERRICK BOULEVARD","88-05 MERRICK BOULEVARD","11432","Queens","Indoor Air Quality","Ventilation","05-Close","2011-06-29T12:33:09.000","No","40.708632","-73.79579","12","27","460","4210068","4098170006","Jamaica"
"T-11-06-29-0351","242","BRADHURST AVENUE","242 BRADHURST AVENUE","10039","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-06-29T12:50:19.000","No","40.829162","-73.938875","10","9","23502","1060892","1020470021","Central Harlem North-Polo Grounds"
"T-11-06-29-0352","3419","IRWIN AVENUE","3419 IRWIN AVENUE","10463","Bronx","Indoor Air Quality","Ventilation","05-Close","2011-06-29T12:55:35.000","No","40.884281","-73.905853","8","11","285","2083678","2057590573","Spuyten Duyvil-Kingsbridge"
"T-10-07-15-0254","55","WEST 14 STREET","55 WEST 14 STREET","10011","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2010-07-15T12:43:40.000","No","40.736738","-73.995338","5","3","54","1078691","1008160007","Hudson Yards-Chelsea-Flatiron-Union Square"
"T-10-08-11-0177","94-12","40 ROAD","94-12 40 ROAD","11373","Queens","Indoor Air Quality","Dust from Construction","05-Close","2010-08-11T15:51:28.000","No","40.748184","-73.87194","4","21","465","4039628","4015880060","Elmhurst"
"T-11-06-29-0353","2225","BENSON AVENUE","2225 BENSON AVENUE","11214","Brooklyn","Indoor Air Quality","Dry Cleaning Vapors (PERC)","05-Close","2011-06-29T13:15:54.000","No","40.599708","-73.994706","11","47","296","3167123","3063820006","Bensonhurst West"
"T-11-06-29-0354","168","7 STREET","168 7 STREET","11215","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-29T13:31:29.000","No","40.673221","-73.991168","6","39","121","3021771","3009960021","Park Slope-Gowanus"
"T-11-06-29-0355","675","HUDSON STREET","675 HUDSON STREET","10014","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-29T14:07:54.000","No","40.740366","-74.005233","2","3","79","1011691","1006290001","West Village"
"T-11-06-29-0356","2137","CROPSEY AVENUE","2137 CROPSEY AVENUE","11214","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-29T14:07:44.000","No","40.598132","-73.999802","11","47","292","3168941","3064460001","Bath Beach"
"T-11-06-29-0357","140-19","SPRINGFIELD AVENUE","140-19 SPRINGFIELD AVENUE","11413","Queens","Indoor Air Quality","Ventilation","05-Close","2011-06-29T14:08:02.000","No","40.67222","-73.756381","13","31","328",,,"Laurelton"
"T-11-06-29-0358","110-11","QUEENS BOULEVARD","110-11 QUEENS BOULEVARD","11375","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-29T15:37:22.000","No","40.719923","-73.840507","6","29","75702","4052585","4022370001","Forest Hills"
"T-11-06-29-0359","510","RIDGEWOOD AVENUE","510 RIDGEWOOD AVENUE","11208","Brooklyn","Indoor Air Quality","Dust from Construction","05-Close","2011-06-29T16:36:10.000","No","40.686029","-73.870224","5","37","1184","3092413","3041330032","Cypress Hills-City Line"
"T-11-06-29-0360","47-21","41 STREET","47-21 41 STREET","11104","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-29T16:37:32.000","No","40.74119","-73.923824","2","26","18502","4002639","4001960012","Hunters Point-Sunnyside-West Maspeth"
"T-11-06-29-0361","188-23","Union Tpke.","188-23 Union Tpke.","11423","Queens","Mold","Public Complaint - Comm Location","05-Close","2011-06-29T17:12:22.000","No","40.729297","-73.780884","8","23","1333","4155063","4072050033","Fresh Meadows-Utopia"
"T-11-06-29-0362","2875","EDSON AVENUE","2875 EDSON AVENUE","10469","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-29T19:19:04.000","No","40.869927","-73.83395","12","12","46202","2062768","2048000006","Co-op City"
"T-11-06-29-0363","230","EAST 15 STREET","230 EAST 15 STREET","10003","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-06-29T21:37:16.000","No","40.733421","-73.985379","6","2","48","1019519","1008960032","Gramercy"
"T-11-06-29-0364","96-10","57 AVENUE","96-10 57 AVENUE","11368","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-29T21:47:53.000","No","40.736982","-73.864614","4","21","455","4047315","4019180052","Corona"
"T-11-06-29-0365","518","EAST 13 STREET","518 EAST 13 STREET","10009","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-29T22:46:53.000","No","40.729317","-73.97991","3","2","34","1005208","1004060015","East Village"
"T-11-06-30-0366","1037","51 STREET","1037 51 STREET","11219","Brooklyn","Asbestos","N/A","05-Close","2011-06-30T00:41:21.000","No","40.637199","-73.998714","12","44","220","3137938","3056460030","Borough Park"
"T-11-06-30-0367","303","3 AVENUE","303 3 AVENUE","11215","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-30T03:34:58.000","No","40.676717","-73.98661","6","39","119","3007688","3004540009","Park Slope-Gowanus"
"T-11-06-30-0368","1646","UNION STREET","1646 UNION STREET","11213","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-30T07:10:26.000","No","40.667999","-73.93456","9","35","353","3037732","3014010039","Crown Heights North"
"T-11-06-30-0369","247","WEST 29 STREET","247 WEST 29 STREET","10001","Manhattan","Asbestos","N/A","05-Close","2011-06-30T12:00:35.000","No","40.748436","-73.994262","5","3","95","1014281","1007790012","Midtown-Midtown South"
"T-11-06-30-0371","345","EAST 85 STREET","345 EAST 85 STREET","10028","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-30T12:53:52.000","No","40.776738","-73.951134","8","5","14601","1078632","1015480019","Yorkville"
"T-11-06-30-0372","2924","BRIGGS AVENUE","2924 BRIGGS AVENUE","10458","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-30T13:45:17.000","No","40.870381","-73.886883","7","11","40702","2016935","2032970007","Bedford Park-Fordham North"
"T-11-06-30-0373","786","EAST 149 STREET","786 EAST 149 STREET","10455","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-30T13:51:03.000","No","40.812763","-73.906836","1","8","35","2003956","2025810022","Mott Haven-Port Morris"
"T-11-06-30-0374","1220","AVENUE Y","1220 AVENUE Y","11235","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-30T14:08:14.000","No","40.589731","-73.957935","15","48","588","3203909","3074337503","Homecrest"
"T-11-06-30-0375","449","EAST 34 STREET","449 EAST 34 STREET","11203","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-30T14:12:22.000","No","40.645887","-73.945147","17","45","856","3110588","3049190042","East Flatbush-Farragut"
"T-11-06-30-0376","1220","AVENUE Y","1220 AVENUE Y","11235","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-30T14:15:37.000","No","40.589731","-73.957935","15","48","588","3203909","3074337503","Homecrest"
"T-11-06-30-0377","535","FIFTH AVENUE","535 FIFTH AVENUE","10017","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-06-30T14:29:31.000","No","40.754997","-73.979769","5","4","94","1035366","1012790001","Midtown-Midtown South"
"T-11-06-30-0378","134","WEST 37 STREET","134 WEST 37 STREET","10018","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-30T15:38:31.000","No","40.752377","-73.988028","5","3","109","1015247","1008120063","Midtown-Midtown South"
"T-11-06-30-0379","78","HAWTHORNE STREET","78 HAWTHORNE STREET","11225","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-06-30T16:07:59.000","No","40.657363","-73.957907","9","40","79601","3115671","3050450038","Prospect Lefferts Gardens-Wingate"
"T-11-06-30-0380","237","EAST 59 STREET","237 EAST 59 STREET","10022","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-06-30T22:30:12.000","No","40.761172","-73.965653","8","4","110","1076306","1014140017","Lenox Hill-Roosevelt Island"
"T-10-09-24-0298","550","THROOP AVENUE","550 THROOP AVENUE","11221","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2010-09-24T15:56:30.000","No","40.684523","-73.941257","3","36","267","3052084","3018300042","Bedford"
"T-11-07-01-0001","765","RIVERSIDE DRIVE","765 RIVERSIDE DRIVE","10032","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-01T08:40:19.000","No","40.834192","-73.948526","12","7","241","1063276","1021340199","Washington Heights South"
"T-11-07-01-0002","765","RIVERSIDE DRIVE","765 RIVERSIDE DRIVE","10032","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-07-01T08:50:45.000","No","40.834192","-73.948526","12","7","241","1063276","1021340199","Washington Heights South"
"T-11-07-01-0003","218","EAST 84 STREET","218 EAST 84 STREET","10028","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-07-01T12:34:37.000","No","40.777236","-73.954329","8","5","138","1048718","1015290037","Yorkville"
"T-11-07-01-0004","1955","SEDGWICK AVENUE","1955 SEDGWICK AVENUE","10453","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-01T12:53:49.000","No","40.855903","-73.916391","5","14","247","2015046","2032300005","University Heights-Morris Heights"
"T-11-07-01-0005","1673","WEST 10 STREET","1673 WEST 10 STREET","11223","Brooklyn","Asbestos","N/A","05-Close","2011-07-01T13:04:01.000","No","40.606225","-73.983192","11","44","428","3175391","3066220052","Bensonhurst East"
"T-11-07-01-0006","205","WEST 88 STREET","205 WEST 88 STREET","10024","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-07-01T14:38:10.000","No","40.789127","-73.974371","7","6","175","1033294","1012360029","Upper West Side"
"T-11-07-01-0007","701","WINTHROP STREET","701 WINTHROP STREET","11203","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-01T16:08:38.000","No","40.657911","-73.937518","9","41","87401","3107494","3048230044","Prospect Lefferts Gardens-Wingate"
"T-11-07-01-0008","1339","CROES AVENUE","1339 CROES AVENUE","10472","Bronx","Asbestos","N/A","05-Close","2011-07-01T19:01:54.000","No","40.833226","-73.871534","9","18","64","2027652","2038710052","West Farms-Bronx River"
"T-11-07-02-0009","2355","WILLIAMSBRIDGE ROAD","2355 WILLIAMSBRIDGE ROAD","10469","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-02T11:45:39.000","No","40.860517","-73.857487","11","13","324","2093379","2043630001","Bronxdale"
"T-11-07-02-0010","335","BLEECKER STREET","335 BLEECKER STREET","11237","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-02T15:37:01.000","No","40.700946","-73.915521","4","37","441","3075505","3033010050","Bushwick North"
"T-11-07-02-0011","1306","ST NICHOLAS AVENUE","1306 ST NICHOLAS AVENUE","10033","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-02T17:44:37.000","No","40.845719","-73.936351","12","10","261","1079886","1021330001","Washington Heights South"
"T-11-07-02-0012","1230","AVENUE X","1230 AVENUE X","11235","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-07-02T18:19:16.000","No","40.591899","-73.957869","15","48","588","3202862","3074130004","Homecrest"
"T-11-07-02-0013","1230","AVENUE X","1230 AVENUE X","11235","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-07-02T18:26:43.000","No","40.591899","-73.957869","15","48","588","3202862","3074130004","Homecrest"
"T-11-07-02-0014","805","ST MARKS AVENUE","805 ST MARKS AVENUE","11213","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-02T18:53:44.000","No","40.674976","-73.945628","8","36","313","3341622","3012210053","Crown Heights North"
"T-11-07-02-0015","1853","ANTHONY AVENUE","1853 ANTHONY AVENUE","10457","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-02T19:04:34.000","No","40.847722","-73.903635","5","15","23302","2007566","2028020037","Mount Hope"
"T-11-07-02-0016","341","EAST 85 STREET","341 EAST 85 STREET","10028","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-02T22:31:52.000","No","40.776765","-73.951203","8","5","14601","1049997","1015480018","Yorkville"
"T-11-07-03-0017","82-48","259 STREET","82-48 259 STREET","11004","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-03T08:03:28.000","No","40.739986","-73.710289","13","23","157902","4178953","4087520068","Glen Oaks-Floral Park-New Hyde Park"
"T-11-07-03-0018","583","GRANDVIEW AVENUE","583 GRANDVIEW AVENUE","11385","Queens","Indoor Air Quality","Ventilation","05-Close","2011-07-03T13:01:28.000","No","40.708808","-73.906137","5","30","593","4080387","4033730001","Ridgewood"
"T-11-07-03-0019","6902","RIDGE BOULEVARD","6902 RIDGE BOULEVARD","11209","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-03T16:25:43.000","No","40.636468","-74.028702","10","43","36","3145571","3058700037","Bay Ridge"
"T-11-07-03-0020","31-41","23 STREET","31-41 23 STREET","11106","Queens","Indoor Air Quality","Ventilation","05-Close","2011-07-03T16:29:34.000","No","40.765712","-73.929359","1","22","75","4006620","4005680012","Astoria"
"T-11-07-04-0021","276","SAND LANE","276 SAND LANE","10305","Staten Island","Mold","Public Complaint - Comm Location","05-Close","2011-07-04T00:48:17.000","No","40.592647","-74.068258","2","50","70","5102106","5034000008","Old Town-Dongan Hills-South Beach"
"T-11-07-04-0022","242-02","HORACE HARDING EXPRESSWAY S SR","242-02 HORACE HARDING EXPRESSWAY S SR","11362","Queens","Indoor Air Quality","Ventilation","05-Close","2011-07-04T09:13:26.000","No","40.75688","-73.738897","11","23","152901",,,"Douglas Manor-Douglaston-Little Neck"
