"boro_block_lot","condo_section","address","neighborhood","building_classification","total_units","year_built","gross_sqft","estimated_gross_income","gross_income_per_sqft","estimated_expense","expense_per_sqft","net_operating_income","full_market_value","market_value_per_sqft","boro_block_lot_1","address_1","neighborhood_1","building_classification_1","total_units_1","year_built_1","gross_sqft_1","estimated_gross_income_1","gross_income_per_sqft_1","estimated_expense_1","expense_per_sqft_1","net_operating_income_1","full_market_value_1","market_value_per_sqft_1","distance_from_condo_in_miles","boro_block_lot_2","address_2","neighborhood_2","building_classification_2","total_units_2","year_built_2","gross_sqft_2","estimated_gross_income_2","gross_income_per_sqft_2","estimated_expense_2","expense_per_sqft_2","net_operating_income_2","full_market_value_2","market_value_per_sqft_2","distance_from_condo_in_miles_1","boro_block_lot_3","address_3","neighborhood_3","building_classification_3","total_units_3","year_built_3","gross_sqft_3","estimated_gross_income_3","gross_income_per_sqft_3","estimated_expense_3","expense_per_sqft_3","net_operating_income_3","full_market_value_3","market_value_per_sqft_3","distance_from_condo_in_miles_2","report_year"
"1-00717-7501","0572-R1","445 WEST 19 STREET","CHELSEA","R4  -ELEVATOR","71","1989","54355","2870488","52.81","534853","9.84","2335635","18969000","348.98","1-00720-0055","416 WEST 23 STREET","CHELSEA","D1  -ELEVATOR","24","1900","18079","948967","52.49","165242","9.14","783725","6635000","367","0.14","1-00770-0033","209 WEST 20 STREET","CHELSEA","D1  -ELEVATOR","12","2004","8525","472797","55.46","106989","12.55","365808","3069000","360","0.34","1-00797-0074","160 WEST 22 STREET","CHELSEA","D1  -ELEVATOR","51","2000","41423","2187549","52.81","407602","9.84","1779947","14676000","354.3","0.52","2019"
"1-01365-7502","0575-R1","400 EAST 54 STREET","MIDTOWN EAST","R4  -ELEVATOR","228","1972","242825","11143239","45.89","3003745","12.37","8139494","66105002","272.23","1-01362-0012","20 BEEKMAN PLACE","MIDTOWN EAST","D3  -ELEVATOR","79","1957","98808","4457229","45.11","1245969","12.61","3211260","19584000","198.2","0.15","1-01369-0037","422 EAST 58 STREET","MIDTOWN EAST","D3  -ELEVATOR","24","1939","18654","856032","45.89","230750","12.37","625282","4043000","216.74","0.2","1-01347-0034","342 EAST 55 STREET","MIDTOWN EAST","D5  -ELEVATOR","26","1930","13000","598910","46.07","133640","10.28","465270","3957000","304.38","0.15","2019"
"1-00638-7501","0576-R1","164 BANK STREET","GREENWICH VILLAGE-WEST","R4  -ELEVATOR","24","1988","21991","1152328","52.4","378685","17.22","773643","6282998","285.71","1-00634-0047","337 WEST 11 STREET","GREENWICH VILLAGE-WEST","D5  -ELEVATOR","62","1965","53500","2808215","52.49","854395","15.97","1953820","16016000","299.36","0.08","1-00635-0042","123 BANK STREET","GREENWICH VILLAGE-WEST","D5  -ELEVATOR","49","1930","37064","1942154","52.4","638242","17.22","1303912","14265000","384.87","0.1","1-00642-0004","110 HORATIO STREET","GREENWICH VILLAGE-WEST","D3  -ELEVATOR","121","1987","85030","4414758","51.92","1398744","16.45","3016014","36000000","423.38","0.18","2019"
"1-01143-7504","0579-R1","112 WEST 72 STREET","UPPER WEST SIDE (59-79)","R4  -ELEVATOR","66","1905","46142","2263727","49.06","675980","14.65","1587747","12895004","279.46","1-01126-0038","10 WEST 74 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","86","1941","71890","4158837","57.85","850459","11.83","3308378","26865000","373.7","0.19","1-01126-0026","9 WEST 73 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","12","1900","8303","407345","49.06","121639","14.65","285706","2321000","279.54","0.19","1-01140-0027","107 WEST 68 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","30","1930","22380","998372","44.61","364346","16.28","634026","5149000","230.07","0.16","2019"
"1-00928-7502","0580-R1","310 EAST 23 STREET","KIPS BAY","R9  -CONDOPS","98","1905","65393","3047968","46.61","1158110","17.71","1889858","15348000","234.7","1-00903-0013","217 EAST 22 STREET","GRAMERCY","D2  -ELEVATOR","35","1920","17526","839495","47.9","306880","17.51","532615","6529000","372.53","0.14","1-00904-0040","220 EAST 24 STREET","GRAMERCY","D3  -ELEVATOR","74","1985","45446","2096878","46.14","778944","17.14","1317934","19504000","429.17","0.15","1-00927-0009","311 EAST 21 STREET","KIPS BAY","D1  -ELEVATOR","76","1967","44919","2093675","46.61","875022","19.48","1218653","12173000","271","0.05","2019"
"1-00928-7502","0580-R2","312 EAST 23 STREET","KIPS BAY","R9  -CONDOPS","36","1905","49157","2186995","44.49","546626","11.12","1640369","13321000","270.99","1-00903-0013","217 EAST 22 STREET","GRAMERCY","D2  -ELEVATOR","35","1920","17526","802516","45.79","214518","12.24","587998","6529000","372.53","0.14","1-00904-0040","220 EAST 24 STREET","GRAMERCY","D3  -ELEVATOR","74","1985","45446","2000533","44.02","539444","11.87","1461089","19504000","429.17","0.15","1-00927-0009","311 EAST 21 STREET","KIPS BAY","D1  -ELEVATOR","76","1967","44919","1998446","44.49","638748","14.22","1359698","12173000","271","0.05","2019"
"1-00529-7503","0581-R1","17 BOND STREET","GREENWICH VILLAGE-CENTRAL","R4  -ELEVATOR","10","1900","15721","774259","49.25","263956","16.79","510303","4144000","263.6","1-00532-0030","81 BLEECKER STREET","GREENWICH VILLAGE-CENTRAL","D5  -ELEVATOR","43","1900","26382","1330708","50.44","420001","15.92","910707","10484000","397.39","0.06","1-00570-0008","6 EAST 13 STREET","GREENWICH VILLAGE-CENTRAL","D5  -ELEVATOR","54","1900","49408","2375043","48.07","702088","14.21","1672955","14467000","292.81","0.56","1-00543-0048","136 WEST 4 STREET","GREENWICH VILLAGE-CENTRAL","D1  -ELEVATOR","30","1929","20874","1028045","49.25","350474","16.79","677571","4611000","220.9","0.4","2019"
"1-00298-7501","0583-R1","51 CANAL STREET","LOWER EAST SIDE","R4  -ELEVATOR","41","1941","25795","1120535","43.44","410141","15.9","710394","5768998","223.65","1-00274-0014","75 MONROE STREET","LOWER EAST SIDE","D3  -ELEVATOR","24","1900","10785","458578","42.52","181188","16.8","277390","2375000","220.21","0.25","1-00354-0020","153 NORFOLK STREET","LOWER EAST SIDE","D1  -ELEVATOR","50","1912","22500","993825","44.17","407025","18.09","586800","6636000","294.93","0.41","1-00309-0022","51 LUDLOW STREET","LOWER EAST SIDE","D3  -ELEVATOR","35","2000","26300","1142472","43.44","418170","15.9","724302","10383000","394.79","0.08","2019"
"1-01548-7501","0585-R1","320 EAST 86 STREET","UPPER EAST SIDE (79-96)","R9  -CONDOPS","27","1925","16350","740328","45.28","233478","14.28","506850","4116000","251.74","1-01549-0035","346 EAST 87 STREET","UPPER EAST SIDE (79-96)","C1  -WALK-UP","20","1920","10000","473400","47.34","140400","14.04","333000","3471000","347.1","0.05","1-01546-0040","328 EAST 84 STREET","UPPER EAST SIDE (79-96)","C1  -WALK-UP","20","1920","8420","381258","45.28","120238","14.28","261020","2404000","285.51","0.11","1-01546-0012","317 EAST 83 STREET","UPPER EAST SIDE (79-96)","C1  -WALK-UP","20","1910","9880","446774","45.22","129428","13.1","317346","1480000","149.8","0.11","2019"
"1-00886-7503","0587-R1","127 EAST 30 STREET","MURRAY HILL","R4  -ELEVATOR","71","1988","77154","4684019","60.71","1741366","22.57","2942653","23899002","309.76","1-00888-0031","153 EAST 32 STREET","MURRAY HILL","D5  -ELEVATOR","71","1920","62188","3702052","59.53","1269257","20.41","2432795","15825000","254.47","0.13","1-00911-0028","249 EAST 30 STREET","MURRAY HILL","D5  -ELEVATOR","12","1917","11044","670481","60.71","249263","22.57","421218","3704000","335.39","0.21","1-00889-0055","150 EAST 34 STREET","MURRAY HILL","D8  -ELEVATOR","259","1987","176584","10729244","60.76","3962545","22.44","6766699","57355000","324.8","0.17","2019"
"1-01149-7501","0589-R1","105 WEST 77 STREET","UPPER WEST SIDE (59-79)","R2  -WALK-UP","28","1890","14940","605219","40.51","119819","8.02","485400","3941998","263.86","1-01150-0011","151 WEST 78 STREET","UPPER WEST SIDE (59-79)","C5  -WALK-UP","18","1900","10224","407835","39.89","77396","7.57","330439","3299000","322.67","0.05","1-01127-0146","24 WEST 75 STREET","UPPER WEST SIDE (59-79)","C5  -WALK-UP","16","1910","8063","329212","40.83","69584","8.63","259628","1911000","237.01","0.23","1-01147-0022","117 WEST 75 STREET","UPPER WEST SIDE (59-79)","C5  -WALK-UP","14","1910","5895","238806","40.51","47278","8.02","191528","1492000","253.1","0.1","2019"
"1-01826-7501","0591-R1","1800 ADAM C. POWELL BOULEVARD","HARLEM-CENTRAL","R4  -ELEVATOR","35","1911","48636","1568511","32.25","540346","11.11","1028165","8350001","171.68","1-01828-0030","1854 ADAM C POWELL BOULEVARD","HARLEM-CENTRAL","D1  -ELEVATOR","28","1920","27510","887198","32.25","305636","11.11","581562","2805000","101.96","0.09","1-01828-0042","230 WEST 113 STREET","HARLEM-CENTRAL","D1  -ELEVATOR","26","1920","23106","746555","32.31","250700","10.85","495855","4756000","205.83","0.09","1-01924-0004","2196 FREDRICK DOUGLASS BLVD","HARLEM-CENTRAL","D1  -ELEVATOR","13","1910","14031","449553","32.04","153078","10.91","296475","2253000","160.57","0.4","2019"
"1-01820-7501","0592-R1","137 CENTRAL PARK NORTH","HARLEM-CENTRAL","R4  -ELEVATOR","35","1901","36637","1334686","36.43","553585","15.11","781101","6344001","173.16","1-01821-0055","132 WEST 112 STREET","HARLEM-CENTRAL","D1  -ELEVATOR","30","2004","35987","1312086","36.46","572553","15.91","739533","6444000","179.06","0.05","1-01820-0041","108 WEST 111 STREET","HARLEM-CENTRAL","D1  -ELEVATOR","24","1915","21588","784940","36.36","334614","15.5","450326","2265000","104.92","0","1-01828-0042","230 WEST 113 STREET","HARLEM-CENTRAL","D1  -ELEVATOR","26","1920","23106","841752","36.43","349132","15.11","492620","4756000","205.83","0.19","2019"
"1-01473-7502","0593-R1","460 EAST 79 STREET","UPPER EAST SIDE (59-79)","R4  -ELEVATOR","122","1960","141945","6278227","44.23","2249828","15.85","4028399","32717004","230.49","1-01486-0049","1410 YORK AVENUE","UPPER EAST SIDE (59-79)","D1  -ELEVATOR","53","1960","54096","2492744","46.08","889338","16.44","1603406","7043000","130.19","0.25","1-01471-0015","427 EAST 76 STREET","UPPER EAST SIDE (59-79)","D1  -ELEVATOR","35","1940","24131","1055731","43.75","361000","14.96","694731","7008000","290.41","0.1","1-01467-0018","425 EAST 72 STREET","UPPER EAST SIDE (59-79)","D3  -ELEVATOR","49","1938","57375","2537696","44.23","909394","15.85","1628302","10287000","179.29","0.3","2019"
"1-00920-7501","0597-R1","250 EAST 40 STREET","MURRAY HILL","R4  -ELEVATOR","232","1988","235948","12097054","51.27","2718121","11.52","9378933","76170010","322.83","1-00889-0055","150 EAST 34 STREET","MURRAY HILL","D8  -ELEVATOR","259","1987","176584","9053462","51.27","1991868","11.28","7061594","57355000","324.8","0.32","1-00885-0042","155 EAST 29 STREET","MURRAY HILL","D6  -ELEVATOR","284","1981","273538","14259536","52.13","4278134","15.64","9981402","81067000","296.36","0.51","1-00865-0040","30 PARK AVENUE","MURRAY HILL","D6  -ELEVATOR","241","1955","236315","11482546","48.59","3899198","16.5","7583348","61591000","260.63","0.37","2019"
"1-01381-7503","0598-R1","44 EAST 67 STREET","UPPER EAST SIDE (59-79)","R4  -ELEVATOR","46","1941","62196","2698684","43.39","651192","10.47","2047492","16629002","267.36","1-01379-0066","4 EAST 65 STREET","UPPER EAST SIDE (59-79)","D3  -ELEVATOR","20","1915","22344","971741","43.49","270586","12.11","701155","5348000","239.35","0.1","1-01426-9035","218 EAST 72 STREET","UPPER EAST SIDE (59-79)","D3  -ELEVATOR","148","1975","156200","6777518","43.39","1635414","10.47","5142104","53222000","340.73","0.47","1-01393-0040","74 EAST 79 STREET","UPPER EAST SIDE (59-79)","D3  -ELEVATOR","42","1899","62472","2626948","42.05","661578","10.59","1965370","19499000","312.12","0.61","2019"
"1-01234-7501","0600-R1","2373 BROADWAY","UPPER WEST SIDE (79-96)","R9  -CONDOPS","354","1987","412000","22223280","53.94","5718560","13.88","16504720","134043000","325.35","1-01235-0061","570 WEST END AVENUE","UPPER WEST SIDE (79-96)","D3  -ELEVATOR","76","1920","136843","7381311","53.94","1899381","13.88","5481930","13639000","99.67","0.05","1-01242-9055","2527 BROADWAY","UPPER WEST SIDE (79-96)","D6  -ELEVATOR","295","1999","307500","15731700","51.16","4240425","13.79","11491275","81407000","264.74","0.4",,,,,,,,,,,,,,,,"2019"
"1-01141-7502","0601-R1","2025 BROADWAY","UPPER WEST SIDE (59-79)","R9  -CONDOPS","272","1977","218992","10829154","49.45","3308969","15.11","7520185","61075000","278.89","1-01184-0025","312 WEST 73 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","16","1920","14025","668011","47.63","184709","13.17","483302","3433000","244.78","0.28","1-01143-0027","115 WEST 71 STREET","UPPER WEST SIDE (59-79)","D3  -ELEVATOR","38","1913","36364","1798200","49.45","549460","15.11","1248740","8121000","223.33","0.13","1-01162-0005","267 WEST 70 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","30","1930","25266","1298420","51.39","403498","15.97","894922","5124000","202.8","0.11","2019"
"1-00399-7501","0602-R1","50 AVENUE A","ALPHABET CITY","R9  -CONDOPS","17","1920","21314","866627","40.66","227420","10.67","639207","5191000","243.55","1-00373-0060","291 EAST 3 STREET","ALPHABET CITY","D5  -ELEVATOR","11","1900","11160","504544","45.21","158807","14.23","345737","3569000","319.8","0.28","1-00391-0050","319 EAST 8 STREET","ALPHABET CITY","D1  -ELEVATOR","15","2000","18260","742452","40.66","194834","10.67","547618","3764000","206.13","0.27","1-00398-0022","184 EAST 3 STREET","ALPHABET CITY","D9  -ELEVATOR","47","1920","21600","846504","39.19","240624","11.14","605880","5041000","233.38","0.05","2019"
"1-01569-7502","0605-R1","401 EAST 89 STREET","UPPER EAST SIDE (79-96)","R4  -ELEVATOR","197","1963","196737","8414441","42.77","3429126","17.43","4985315","40487994","205.8","1-01567-0031","440 EAST 88 STREET","UPPER EAST SIDE (79-96)","D3  -ELEVATOR","35","1929","27847","1191016","42.77","485373","17.43","705643","6279000","225.48","0.1","1-01554-0043","312 EAST 92 STREET","UPPER EAST SIDE (79-96)","D3  -ELEVATOR","28","1995","20000","857800","42.89","350000","17.5","507800","5277000","263.85","0.17","1-01570-0015","423 EAST 90 STREET","UPPER EAST SIDE (79-96)","D1  -ELEVATOR","49","1987","30866","1292051","41.86","521327","16.89","770724","7909000","256.24","0.05","2019"
"1-00016-7501","0308-R1","377 RECTOR PLACE","TRIBECA","R4  -ELEVATOR","239","1985","219495","12640717","57.59","4128701","18.81","8512016","68394000","311.6","1-00016-0180","20 RIVER TERRACE","TRIBECA","D8  -ELEVATOR","294","2002","356786","21282285","59.65","6382902","17.89","14899383","119499000","334.93","0","1-00016-0210","399 CHAMBERS STREET","TRIBECA","D8  -ELEVATOR","342","1998","357000","18067770","50.61","6340320","17.76","11727450","94911000","265.86","0","1-00016-0185","211 NORTH END AVENUE","TRIBECA","D8  -ELEVATOR","256","2004","283905","16350089","57.59","4738374","16.69","11611715","93284000","328.57","0","2021"
"4-00016-7502","0791-R1","2 50 AVENUE","LONG ISLAND CITY","R4-CONDOMINIUM","83","2010","72264","2434832","33.69","810802","11.22","1624030","12280000","169.93","4-00232-0018","48 38 STREET","LONG ISLAND CITY","D1-ELEVATOR","82","1960","68281","1021507","14.96","530494","7.77","491013","3291000","48.2","1.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2012"
"1-00283-7502","0607-R1","135 DIVISION STREET","LOWER EAST SIDE","R4  -ELEVATOR","28","1988","19924","1031266","51.76","291687","14.64","739579","6006002","301.45","1-00309-0022","51 LUDLOW STREET","LOWER EAST SIDE","D3  -ELEVATOR","35","2000","26300","1361288","51.76","385032","14.64","976256","10383000","394.79","0.16","1-00344-0044","120 RIDGE STREET","LOWER EAST SIDE","D1  -ELEVATOR","22","2001","14960","778219","52.02","222156","14.85","556063","5285000","353.28","0.56","1-00343-0067","53 PITT STREET","LOWER EAST SIDE","D1  -ELEVATOR","14","1900","14938","761987","51.01","213613","14.3","548374","4829000","323.27","0.49","2019"
"1-00876-7502","0609-R1","151 EAST 20 STREET","GRAMERCY","R4  -ELEVATOR","23","1956","8053","393792","48.9","87858","10.91","305934","2484998","308.58","1-00903-0013","217 EAST 22 STREET","GRAMERCY","D2  -ELEVATOR","35","1920","17526","888042","50.67","197693","11.28","690349","6529000","372.53","0.14","1-00904-0040","220 EAST 24 STREET","GRAMERCY","D3  -ELEVATOR","74","1985","45446","2222309","48.9","495816","10.91","1726493","19504000","429.17","0.18","1-00906-0010","217 EAST 25 STREET","GRAMERCY","D3  -ELEVATOR","22","1968","9415","457287","48.57","94997","10.09","362290","4233000","449.6","0.27","2019"
"1-01115-7501","0612-R1","25 CENTRAL PARK WEST","UPPER WEST SIDE (59-79)","R4  -ELEVATOR","423","1932","598316","34588648","57.81","5630154","9.41","28958494","235185988","393.08","1-01117-0047","34 WEST 65 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","49","1939","37716","2180362","57.81","354908","9.41","1825454","8261000","219.03","0.1","1-01117-0055","56 WEST 65 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","53","1937","33312","1921769","57.69","270827","8.13","1650942","11118000","333.75","0.1","1-01117-0025","9 WEST 64 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","35","1930","21528","1259603","58.51","246926","11.47","1012677","4116000","191.19","0.1","2019"
"1-01338-7502","0614-R1","325 EAST 45 STREET","MIDTOWN EAST","R4  -ELEVATOR","166","1977","122021","6203548","50.84","2208580","18.1","3994968","32444994","265.9","1-01335-0039","328 EAST 43 STREET","MIDTOWN EAST","D3  -ELEVATOR","62","1928","48892","2485669","50.84","884945","18.1","1600724","7765000","158.82","0.15","1-01369-0037","422 EAST 58 STREET","MIDTOWN EAST","D3  -ELEVATOR","24","1939","18654","955458","51.22","321222","17.22","634236","4043000","216.74","0.61","1-01362-0012","20 BEEKMAN PLACE","MIDTOWN EAST","D3  -ELEVATOR","79","1957","98808","4982887","50.43","1724200","17.45","3258687","19584000","198.2","0.27","2019"
"1-00738-7501","0615-R1","85 8 AVENUE","CHELSEA","R9  -CONDOPS","117","1973","110995","5437645","48.99","1141029","10.28","4296616","34895000","314.38","1-00738-0015","335 WEST 14 STREET","CHELSEA","D1  -ELEVATOR","28","1900","28321","1386879","48.97","319461","11.28","1067418","7097000","250.59","0","1-00719-0020","433 WEST 21 STREET","CHELSEA","D1  -ELEVATOR","69","1930","63956","3133204","48.99","657468","10.28","2475736","16212000","253.49","0.36","1-00768-0077","274 WEST 19 STREET","CHELSEA","D1  -ELEVATOR","25","1920","22506","1137903","50.56","225510","10.02","912393","7316000","325.07","0.25","2019"
"1-01232-7501","0616-R1","255 WEST 84 STREET","UPPER WEST SIDE (79-96)","R9  -CONDOPS","76","1915","147022","4929648","33.53","1176176","8","3753472","30483000","207.34","1-01199-0029","251 CENTRAL PARK WEST","UPPER WEST SIDE (79-96)","D7  -ELEVATOR","71","1925","128194","5350818","41.74","1574222","12.28","3776596","30672000","239.26","0.39","1-01205-0029","315 CENTRAL PARK WEST","UPPER WEST SIDE (79-96)","D6  -ELEVATOR","44","1911","109769","3655308","33.3","1882538","17.15","1772770","14397000","131.16","0.53",,,,,,,,,,,,,,,,"2019"
"1-01220-7503","0618-R1","107 WEST 89 STREET","UPPER WEST SIDE (79-96)","R4  -ELEVATOR","26","1989","54778","2523075","46.06","769631","14.05","1753444","14240999","259.98","1-01205-0022","5 WEST 91 STREET","UPPER WEST SIDE (79-96)","D1  -ELEVATOR","48","1972","48972","2229695","45.53","640064","13.07","1589631","10470000","213.8","0.19","1-01203-0038","4 WEST 90 STREET","UPPER WEST SIDE (79-96)","D3  -ELEVATOR","11","1930","7754","363275","46.85","105997","13.67","257278","2031000","261.93","0.17","1-01200-0043","20 WEST 87 STREET","UPPER WEST SIDE (79-96)","D1  -ELEVATOR","24","1910","17046","785139","46.06","239496","14.05","545643","4210000","246.98","0.23","2019"
"1-01320-7505","0620-R1","236 EAST 47 STREET","MIDTOWN EAST","R4  -ELEVATOR","173","1988","164753","8446886","51.27","2871645","17.43","5575241","45277001","274.82","1-00889-0055","150 EAST 34 STREET","MURRAY HILL","D8  -ELEVATOR","259","1987","176584","9053462","51.27","1991868","11.28","7061594","57355000","324.8","0.66","1-01318-0019","245 EAST 44 STREET","MIDTOWN EAST","D6  -ELEVATOR","182","1986","169828","8471021","49.88","3600354","21.2","4870667","39567000","232.98","0.1","1-01311-0045","150 EAST 57 STREET","MIDTOWN CBD","D8  -ELEVATOR","145","1997","158063","8884721","56.21","2932069","18.55","5952652","48345000","305.86","0.51","2019"
"1-00612-7502","0626-R1","25 CHARLES STREET","GREENWICH VILLAGE-WEST","R9  -CONDOPS","30","1910","19715","817384","41.46","257675","13.07","559709","4546000","230.59","1-00611-0051","12 CHARLES STREET","GREENWICH VILLAGE-WEST","D1  -ELEVATOR","28","1905","14944","612555","40.99","193824","12.97","418731","7328000","490.36","0.09","1-00633-0013","326 WEST 11 STREET","GREENWICH VILLAGE-WEST","D1  -ELEVATOR","31","1920","19260","801794","41.63","240943","12.51","560851","5967000","309.81","0.26","1-00611-0054","6 CHARLES STREET","GREENWICH VILLAGE-WEST","D1  -ELEVATOR","27","1910","15168","628865","41.46","198246","13.07","430619","7375000","486.22","0.09","2019"
