"borobox","box_type","location","zip","borough","communitydistict","citycouncil","latitude","longitude","location_point"
"R2638","BARS","MALDEN PL & PRIMROSE PL","10306","Staten Island","SI03","50","40.5620479","-74.11621912","POINT (-74.11621912 40.5620479)"
"Q7873","ERS","37 AVE & 75 ST","11372","Queens","QN03","25","40.74906071","-73.89081892","POINT (-73.89081892 40.74906071)"
"M1327","ERS","MADISON AVE & E 109 ST","10029","Manhattan","MN11","8","40.79554066","-73.94809544","POINT (-73.94809544 40.79554066)"
"B0712","ERS","PARK ST & BEAVER ST","11206","Brooklyn","BK04","34","40.70024914","-73.93772796","POINT (-73.93772796 40.70024914)"
"M0996","ERS","BROADWAY & W 68 ST","10023","Manhattan","MN07","6","40.77548698","-73.98216367","POINT (-73.98216367 40.77548698)"
"R1485","ERS","CAPODANNO BLVD & CROMWELL AVE","10305","Staten Island","SI02","50","40.57991639","-74.07735256","POINT (-74.07735256 40.57991639)"
"R0879","BARS","LONGVIEW RD & CEDAR TERR","10304","Staten Island","SI01","49","40.6120947","-74.08973222","POINT (-74.08973222 40.6120947)"
"Q1381","BARS","ROCKAWAY BEACH BLVD & BEACH 118 ST","11694","Queens","QN14","32","40.57923518","-73.83892954","POINT (-73.83892954 40.57923518)"
"M0451","ERS","AVENUE D & E 10 ST","10009","Manhattan","MN03","2","40.7248774","-73.97516417","POINT (-73.97516417 40.7248774)"
"Q6601","BARS","HILLSIDE AVE & 170 ST","11432","Queens","QN12","27","40.71106937","-73.79202855","POINT (-73.79202855 40.71106937)"
"B0185","BARS","GARDNER AVE & MASPETH AVE","11211","Brooklyn","BK01","34","40.71893488","-73.92841713","POINT (-73.92841713 40.71893488)"
"Q1365","BARS","BEACH CHANNEL DR & BEACH 108 ST","11694","Queens","QN14","32","40.58393346","-73.83092888","POINT (-73.83092888 40.58393346)"
"Q9303","BARS","NORTHERN BLVD & 127 ST","11368","Queens",,"21","40.761739","-73.84371658","POINT (-73.84371658 40.761739)"
"B3809","ERS","RICHARDS ST & SULLIVAN ST","11231","Brooklyn","BK06","38","40.67683437","-74.01079333","POINT (-74.01079333 40.67683437)"
"R2658","BARS","ISABELLA AVE & RIGA ST","10306","Staten Island","SI03","50","40.55865267","-74.1147669","POINT (-74.1147669 40.55865267)"
"R4534","BARS","NASSAU PL & ARTHUR KILL RD","10307","Staten Island","SI03","51","40.51872918","-74.24023846","POINT (-74.24023846 40.51872918)"
"Q5390","BARS","KEESEVILLE AVE & MAYVILLE ST","11412","Queens","QN12","27","40.69867828","-73.76615111","POINT (-73.76615111 40.69867828)"
"Q5065","ERS","110 RD & 167 ST","11433","Queens","QN12","27","40.69421059","-73.78522102","POINT (-73.78522102 40.69421059)"
"B4072","ERS","VAN SICLEN AV BET SCHOEDERS & VANDALIA AVE","11239","Brooklyn","BK05","42","40.65244795","-73.88090506","POINT (-73.88090506 40.65244795)"
"R1377","BARS","FISKE AVE & LEONARD AVE","10314","Staten Island","SI01","50","40.61762946","-74.13356815","POINT (-74.13356815 40.61762946)"
"X2974","ERS","E TREMONT AVE & SOUTHERN BLVD","10460","Bronx","BX06","17","40.84271041","-73.88565994","POINT (-73.88565994 40.84271041)"
"Q7939","ERS","B'WAY & ELMHURST AVE","11373","Queens","QN04","25","40.74195593","-73.88097007","POINT (-73.88097007 40.74195593)"
"M1343","ERS","MADISON AVE & E 111 ST","10029","Manhattan","MN11","9","40.79679715","-73.94717623","POINT (-73.94717623 40.79679715)"
"M0136","ERS","W BROADWAY & READE ST","10013","Manhattan","MN01","1","40.71601382","-74.00882328","POINT (-74.00882328 40.71601382)"
"Q3144","ERS","QUEENS BLVD & 70 AVE","11375","Queens","QN06","29","40.7218475","-73.84652305","POINT (-73.84652305 40.7218475)"
"B1990","ERS","JAMAICA AVE & MILLER AVE","11207","Brooklyn","BK05","37","40.68016138","-73.89318538","POINT (-73.89318538 40.68016138)"
"Q8945","ERS","152 AVE & 126 ST","11420","Queens","QN10","28","40.66379131","-73.81523453","POINT (-73.81523453 40.66379131)"
"R3252","BARS","WILSON AVE & NOTRE DAME AVE","10308","Staten Island","SI03","51","40.54907707","-74.15675182","POINT (-74.15675182 40.54907707)"
"X3651","ERS","WHITE PLAINS RD & E 219 ST","10467","Bronx","BX12","12","40.88357438","-73.86280342","POINT (-73.86280342 40.88357438)"
"Q9195","ERS","62 DR & 99 ST","11374","Queens","QN06","29","40.73366789","-73.85765183","POINT (-73.85765183 40.73366789)"
"Q7050","BARS","53 DR & 63 ST","11378","Queens","QN05","30","40.72934291","-73.90261846","POINT (-73.90261846 40.72934291)"
"Q6555","BARS","HOOVER AVE & 135 ST","11435","Queens","QN08","24","40.71360203","-73.82259801","POINT (-73.82259801 40.71360203)"
"R3051","BARS","EMMET & SOUTH RAILROAD AVES","10306","Staten Island","SI03","51","40.56036268","-74.13186704","POINT (-74.13186704 40.56036268)"
"Q6979","BARS","46 AVE & 220 ST","11364","Queens","QN11","23","40.75971471","-73.76125541","POINT (-73.76125541 40.75971471)"
"Q8947","ERS","150 AVE & 134 ST","11430","Queens","QN10","28","40.66385258","-73.80647434","POINT (-73.80647434 40.66385258)"
"Q4786","ERS","110 AVE & BREWER BLVD","11433","Queens","QN12","27","40.69339784","-73.78893104","POINT (-73.78893104 40.69339784)"
"Q6044","BARS","40 AVE & MORGAN ST","11363","Queens","QN11","19","40.77431082","-73.7395852","POINT (-73.7395852 40.77431082)"
"Q8887","ERS","ROCKAWAY BLVD & 142 ST","11436","Queens","QN12","28","40.67425599","-73.79898974","POINT (-73.79898974 40.67425599)"
"M1424","ERS","PLEASANT AVE & E 119 ST","10035","Manhattan","MN11","8","40.79698743","-73.93174315","POINT (-73.93174315 40.79698743)"
"B2184","ERS","AVENUE M & E 104 ST","11236","Brooklyn","BK18","46","40.64050165","-73.88812747","POINT (-73.88812747 40.64050165)"
"B0655","ERS","GREENE AVE & CLASSON AVE","11238","Brooklyn","BK03","35","40.68741563","-73.95971375","POINT (-73.95971375 40.68741563)"
"M1541","ERS","AMSTERDAM AVE & W 132 ST","10027","Manhattan","MN09","9","40.81696524","-73.95364428","POINT (-73.95364428 40.81696524)"
"M2019","ERS","W THAMES ST & BATTERY PL","10280","Manhattan","MN01","1","40.70813393","-74.01662579","POINT (-74.01662579 40.70813393)"
"B2676","ERS","2 AVE & 58 ST","11220","Brooklyn","BK07","38","40.64459805","-74.02159803","POINT (-74.02159803 40.64459805)"
"M0264","ERS","SUFFOLK ST & BROOME ST","10002","Manhattan","MN03","1","40.71715657","-73.98704017","POINT (-73.98704017 40.71715657)"
"Q7291","ERS","QUEENS BLVD & 48 ST","11104","Queens","QN02","26","40.74318389","-73.91667041","POINT (-73.91667041 40.74318389)"
"R3785","ERS","LISA LA & EBEY LA","10312","Staten Island","SI03","51","40.54892172","-74.1965295","POINT (-74.1965295 40.54892172)"
"Q8628","ERS","LINDEN BLVD & BEDELL ST","11434","Queens","QN12","28","40.68843485","-73.7876421","POINT (-73.7876421 40.68843485)"
"B1415","ERS","3 AVE & 37 ST","11232","Brooklyn","BK07","38","40.65487207","-74.00672309","POINT (-74.00672309 40.65487207)"
"Q9611","ERS","JAMAICA AVE & 104 ST","11418","Queens","QN09","32","40.69527439","-73.84304344","POINT (-73.84304344 40.69527439)"
