"dbn","district","school_name","is_org_split_sited","building_id_s","transfer_school","total_enrollment","grades_3k_5_enrollment","grades_6_8_enrollment","grades_9_12_enrollment","asian","black","hispanic","multiracial","native_american","white","missing_race_ethnicity_data","swd","ell","poverty","_2018_19_ela_tested","_2018_19_ela_proficient_l3","_2018_19_ela_proficient_l3_1","_2018_19_math_tested","_2018_19_math_proficient","_2018_19_math_proficient_1","_2019_20_total_4_year_august","_2019_20_4_year_august","_2019_20_total_6_year_grad","_2019_20_6_year_graduates"
"11X299","11","Astor Collegiate Academy",,"X415","false","484","0","0","484","0.068","0.262","0.49","0.006","0.012","0.151","0.01","0.219","0.101","0.86",,,,,,,"108","83.3%","102","85.3%"
"11X326","11","Bronx Green Middle School",,"X135","false","406","0","406","0","0.044","0.212","0.591","0.015","0.005","0.133","0.0","0.195","0.177","0.919","383","128","33.4%","387","83","21.4%",,,,
"11X355","11","Bronx Alliance Middle School",,"X142","false","301","0","301","0","0.023","0.645","0.322","0.0","0.003","0.007","0.0","0.289","0.05","0.837","282","43","15.2%","287","26","9.1%",,,,
"11X370","11","Leaders of Tomorrow",,"X113","false","437","0","437","0","0.023","0.54","0.382","0.007","0.014","0.034","0.0","0.295","0.144","0.851","380","85","22.4%","394","34","8.6%",,,,
"11X418","11","Bronx High School for the Visual Arts",,"X839","false","479","0","0","479","0.029","0.221","0.639","0.002","0.006","0.098","0.004","0.269","0.071","0.883",,,,,,,"98","78.6%","100","74.0%"
"11X455","11","Harry S Truman High School",,"X455","false","2229","0","0","2229","0.034","0.466","0.442","0.003","0.018","0.035","0.002","0.267","0.081","0.769",,,,,,,"539","77.6%","526","80.8%"
"11X462","11","Cornerstone Academy for Social Action Middle School (CASA)",,"X189","false","235","0","235","0","0.013","0.626","0.328","0.009","0.017","0.009","0.0","0.204","0.043","0.86","237","84","35.4%","228","55","24.1%",,,,
"11X468","11","Pelham Academy of Academics and Community Engagement",,"X135","false","324","0","324","0","0.093","0.185","0.593","0.006","0.003","0.12","0.0","0.219","0.182","0.892","319","134","42.0%","323","129","39.9%",,,,
"11X498","11","P.S./M.S. 11X498 - Van Nest Academy",,"X498","false","637","359","278","0","0.069","0.093","0.608","0.017","0.006","0.207","0.0","0.203","0.094","0.786","444","212","47.7%","441","254","57.6%",,,,
"11X508","11","Bronxdale High School",,"X415","false","459","0","0","459","0.05","0.292","0.558","0.0","0.0","0.092","0.009","0.246","0.087","0.902",,,,,,,"116","83.6%","99","84.8%"
"11X509","11","High School of Language and Innovation",,"X415","false","369","0","0","369","0.165","0.095","0.545","0.0","0.011","0.179","0.005","0.043","0.832","0.84",,,,,,,"84","89.3%","83","74.7%"
"11X513","11","New World High School",,"X362","false","357","0","0","357","0.101","0.12","0.675","0.003","0.008","0.092","0.0","0.062","0.717","0.93",,,,,,,"83","90.4%","68","94.1%"
"11X514","11","The Bronxwood Preparatory Academy",,"X362","false","353","0","0","353","0.037","0.535","0.348","0.0","0.034","0.042","0.003","0.235","0.091","0.782",,,,,,,"104","74.0%","97","78.4%"
"11X529","11","One World Middle School at Edenwald",,"X142","false","339","0","339","0","0.035","0.566","0.36","0.0","0.029","0.009","0.0","0.274","0.044","0.888","319","125","39.2%","316","105","33.2%",,,,
"11X532","11","Baychester Middle School",,"X142","false","277","0","277","0","0.011","0.621","0.314","0.007","0.022","0.022","0.004","0.213","0.097","0.83","275","83","30.2%","276","35","12.7%",,,,
"11X542","11","Pelham Preparatory Academy",,"X415","false","502","0","0","502","0.076","0.287","0.538","0.006","0.018","0.068","0.008","0.261","0.072","0.769",,,,,,,"122","94.3%","135","93.3%"
"11X544","11","High School for Contemporary Arts",,"X425","false","322","0","0","322","0.009","0.401","0.537","0.003","0.012","0.031","0.006","0.273","0.202","0.851",,,,,,,"120","80.0%","121","84.3%"
"11X545","11","Bronx Aerospace High School",,"X425","false","206","0","0","206","0.063","0.325","0.573","0.0","0.005","0.024","0.01","0.277","0.165","0.835",,,,,,,"74","70.3%","87","65.5%"
"11X556","11","Bronx Park Middle School",,"X135","false","391","0","391","0","0.061","0.169","0.65","0.005","0.005","0.11","0.0","0.212","0.238","0.872","356","141","39.6%","370","97","26.2%",,,,
"11X566","11","Pelham Gardens Middle School",,"X144","false","420","0","420","0","0.05","0.543","0.338","0.0","0.017","0.052","0.0","0.238","0.069","0.829","453","160","35.3%","464","100","21.6%",,,,
"11X567","11","Linden Tree Elementary School",,"X127","false","368","368","0","0","0.215","0.147","0.598","0.005","0.011","0.024","0.0","0.215","0.258","0.864","165","48","29.1%","170","44","25.9%",,,,
"12X006","12","P.S. 006 West Farms",,"X006","false","510","510","0","0","0.01","0.214","0.759","0.002","0.006","0.01","0.0","0.206","0.118","0.986","233","59","25.3%","234","48","20.5%",,,,
"12X044","12","P.S. 044 David C. Farragut",,"X044","false","246","246","0","0","0.0","0.325","0.659","0.0","0.004","0.012","0.0","0.142","0.215","0.963","116","37","31.9%","121","48","39.7%",,,,
"12X057","12","P.S. 057 Crescent",,"X057","false","472","472","0","0","0.004","0.275","0.665","0.006","0.025","0.023","0.0","0.254","0.176","0.903","241","50","20.7%","250","53","21.2%",,,,
"12X061","12","P.S. 061 Francisco Oller",,"X061","false","255","255","0","0","0.008","0.165","0.808","0.0","0.012","0.008","0.0","0.176","0.133","0.973","121","41","33.9%","124","42","33.9%",,,,
"12X066","12","P.S. 066 School of Higher Expectations",,"X066","false","518","518","0","0","0.012","0.286","0.664","0.004","0.01","0.025","0.0","0.216","0.151","0.909","249","81","32.5%","248","92","37.1%",,,,
"12X098","12","J.H.S. 098 Herman Ridder",,"X098","false","185","0","185","0","0.032","0.227","0.703","0.005","0.016","0.016","0.0","0.238","0.378","0.978","221","38","17.2%","253","34","13.4%",,,,
"12X129","12","M.S. 129 Academy for Independent Learning and Leadership",,"X129","false","486","0","486","0","0.037","0.265","0.675","0.0","0.006","0.016","0.0","0.274","0.15","0.951","483","164","34.0%","484","157","32.4%",,,"1","0.0%"
"12X190","12","E.S.M.T- I.S. 190",,"X061","false","270","0","270","0","0.011","0.263","0.707","0.004","0.004","0.011","0.0","0.219","0.141","0.93","258","66","25.6%","258","39","15.1%",,,,
"12X195","12","P.S. 195",,"X077","false","789","789","0","0","0.019","0.131","0.823","0.003","0.022","0.004","0.0","0.219","0.305","0.909","410","101","24.6%","421","102","24.2%",,,,
"12X196","12","P.S. 196",,"X077","false","747","747","0","0","0.02","0.108","0.83","0.001","0.028","0.009","0.003","0.209","0.359","0.913","420","98","23.3%","433","124","28.6%",,,,
"12X211","12","P.S. 211",,"X193","false","456","255","201","0","0.004","0.171","0.805","0.004","0.002","0.009","0.004","0.215","0.129","0.939","347","70","20.2%","358","73","20.4%",,,,
"12X214","12","P.S. 214",,"X167","false","987","553","434","0","0.03","0.212","0.733","0.007","0.008","0.009","0.001","0.204","0.16","0.919","741","189","25.5%","755","159","21.1%",,,,
"12X217","12","School of Performing Arts",,"X116","false","304","0","304","0","0.03","0.365","0.563","0.007","0.02","0.016","0.0","0.349","0.141","0.964","305","42","13.8%","302","51","16.9%",,,,
"12X242","12","Mott Hall V",,"X423","false","674","0","297","377","0.045","0.151","0.786","0.001","0.009","0.006","0.001","0.286","0.178","0.896","278","73","26.3%","190","49","25.8%","89","87.6%","98","93.9%"
"12X251","12","Explorations Academy H.S.",,"X098","false","331","0","0","331","0.015","0.266","0.701","0.0","0.012","0.006","0.0","0.284","0.218","0.873",,,,,,,"91","60.4%","107","79.4%"
"12X267","12","Bronx Latin",,"X158","false","548","0","235","313","0.016","0.19","0.77","0.005","0.005","0.011","0.002","0.255","0.128","0.942","221","74","33.5%","144","45","31.3%","83","94.0%","81","96.3%"
"12X273","12","Frederick Douglass Academy V. Middle School",,"X057","false","204","0","204","0","0.01","0.24","0.716","0.005","0.015","0.015","0.0","0.265","0.201","0.961","189","42","22.2%","188","26","13.8%",,,,
"12X286","12","Fannie Lou Hamer Middle School",,"X066","false","274","0","274","0","0.018","0.288","0.653","0.004","0.007","0.029","0.0","0.277","0.182","0.901","256","65","25.4%","259","42","16.2%",,,,
"12X300","12","The School of Science and Applied Learning",,"X129","false","511","511","0","0","0.012","0.35","0.601","0.002","0.012","0.023","0.0","0.299","0.129","0.935","286","82","28.7%","286","78","27.3%",,,,
"12X314","12","Fairmont Neighborhood School",,"X050","false","240","240","0","0","0.0","0.375","0.604","0.0","0.0","0.021","0.0","0.3","0.117","0.95","134","24","17.9%","139","23","16.5%",,,,
"12X316","12","Kappa III",,"X129","false","359","0","359","0","0.028","0.242","0.71","0.003","0.011","0.006","0.0","0.267","0.131","0.9","360","128","35.6%","360","108","30.0%",,,,
"12X318","12","I.S. X318 Math, Science & Technology Through Arts",,"X193","false","183","0","183","0","0.005","0.29","0.689","0.0","0.005","0.011","0.0","0.311","0.202","0.989","218","50","22.9%","216","29","13.4%",,,,
"12X341","12","Accion Academy",,"X116","false","308","0","308","0","0.01","0.234","0.711","0.003","0.016","0.026","0.0","0.292","0.237","0.955","341","69","20.2%","368","34","9.2%",,,,
"12X383","12","Emolior Academy",,"X167","false","377","0","377","0","0.077","0.252","0.655","0.0","0.016","0.0","0.0","0.273","0.196","0.899","305","105","34.4%","315","68","21.6%",,,,
"12X388","12","Pan American International High School at Monroe",,"X420","false","372","0","0","372","0.0","0.003","0.995","0.0","0.003","0.0","0.0","0.024","0.909","0.962",,,,,,,"112","84.8%","97","80.4%"
"12X446","12","Arturo A. Schomburg Satellite Academy Bronx",,"X401","true","171","0","0","171","0.018","0.345","0.614","0.006","0.006","0.012","0.0","0.345","0.123","0.848",,,,,,,"88","26.1%","108","50.0%"
"12X458","12","Samara Community School",,"X050","false","277","277","0","0","0.0","0.094","0.895","0.0","0.0","0.007","0.004","0.191","0.155","0.953","79","21","26.6%","82","26","31.7%",,,,
"12X463","12","Urban Scholars Community School",,"X198","false","389","389","0","0","0.018","0.37","0.578","0.013","0.008","0.013","0.0","0.231","0.177","0.931","122","48","39.3%","126","45","35.7%",,,,
"12X478","12","The Cinema School",,"X423","false","363","0","0","363","0.019","0.174","0.763","0.0","0.022","0.022","0.0","0.209","0.063","0.818",,,,,,,"66","87.9%","70","90.0%"
"12X479","12","Bronx Career and College Preparatory High School",,"X158","false","263","0","0","263","0.015","0.331","0.624","0.0","0.019","0.004","0.008","0.289","0.19","0.916",,,,,,,"75","62.7%","90","62.2%"
"12X480","12","Bronx Regional High School",,"X401","true","137","0","0","137","0.022","0.372","0.599","0.0","0.0","0.007","0.0","0.219","0.117","0.861",,,,,,,"84","21.4%","93","44.1%"
"12X511","12","Bronx Envision Academy",,"X098","false","400","0","0","400","0.018","0.313","0.645","0.0","0.013","0.013","0.0","0.282","0.18","0.918",,,,,,,"98","68.4%","88","77.3%"
"12X521","12","The Metropolitan Soundview High School",,"X420","false","457","0","0","457","0.018","0.221","0.737","0.0","0.004","0.015","0.004","0.26","0.155","0.904",,,,,,,"87","73.6%","121","76.9%"
"12X531","12","Archer Elementary School",,"X102","false","395","395","0","0","0.129","0.208","0.595","0.01","0.03","0.025","0.003","0.299","0.223","0.947","203","59","29.1%","208","48","23.1%",,,,
"12X536","12","P.S. 536",,"X102","false","349","349","0","0","0.146","0.198","0.605","0.003","0.023","0.026","0.0","0.158","0.195","0.908","186","53","28.5%","189","41","21.7%",,,,
"12X550","12","High School of World Cultures",,"X420","false","309","0","0","309","0.058","0.097","0.79","0.003","0.01","0.042","0.0","0.039","0.861","0.974",,,,,,,"126","84.1%","94","73.4%"
"12X595","12","P.S. 595",,"X092","false","223","223","0","0","0.0","0.242","0.726","0.0","0.004","0.027","0.0","0.215","0.247","0.951",,,,,,,,,,
"12X691","12","Bronx Little School",,"X102","false","306","306","0","0","0.186","0.157","0.627","0.007","0.007","0.013","0.003","0.229","0.163","0.935","134","49","36.6%","144","55","38.2%",,,,
"13K044","13","P.S. 044 Marcus Garvey",,"K044","false","125","125","0","0","0.0","0.848","0.104","0.0","0.016","0.032","0.0","0.168","0.048","0.904","39","15","38.5%","39","12","30.8%",,,,
"13K046","13","P.S. 046 Edward C. Blum",,"K046","false","217","217","0","0","0.018","0.475","0.452","0.018","0.0","0.037","0.0","0.249","0.124","0.876","115","33","28.7%","113","31","27.4%",,,,
"13K054","13","P.S. 054 Samuel C. Barnes",,"K054","false","177","177","0","0","0.062","0.508","0.35","0.023","0.006","0.051","0.0","0.22","0.096","0.831","77","24","31.2%","76","25","32.9%",,,,
"13K056","13","P.S. 056 Lewis H. Latimer",,"K056","false","275","275","0","0","0.018","0.484","0.142","0.065","0.004","0.287","0.0","0.207","0.047","0.476","94","33","35.1%","91","24","26.4%",,,,
"13K067","13","P.S. 067 Charles A. Dorsey",,"K067","false","212","212","0","0","0.033","0.571","0.344","0.014","0.009","0.028","0.0","0.269","0.094","0.981","87","27","31.0%","88","16","18.2%",,,,
"13K093","13","P.S. 093 William H. Prescott",,"K093","false","175","175","0","0","0.24","0.686","0.069","0.0","0.0","0.006","0.0","0.251","0.097","0.96","90","34","37.8%","87","25","28.7%",,,,
"13K113","13","M.S. 113 Ronald Edmonds Learning Center",,"K113","false","324","0","324","0","0.046","0.654","0.272","0.009","0.006","0.012","0.0","0.302","0.056","0.877","315","77","24.4%","312","63","20.2%",,,,
"13K133","13","P.S. 133 William A. Butler",,"K317","false","664","664","0","0","0.038","0.25","0.367","0.069","0.003","0.273","0.0","0.161","0.059","0.384","281","189","67.3%","282","176","62.4%",,,,
"13K256","13","P.S. 256 Benjamin Banneker",,"K256","false","197","197","0","0","0.015","0.553","0.396","0.0","0.0","0.03","0.005","0.162","0.157","0.848","97","38","39.2%","100","30","30.0%",,,,
"13K265","13","Dr. Susan S. McKinney Secondary School of the Arts",,"K265","false","320","0","96","224","0.009","0.697","0.247","0.003","0.022","0.016","0.006","0.284","0.031","0.866","78","18","23.1%","70","8","11.4%","53","81.1%","47","78.7%"
"13K266","13","M.S. K266 - Park Place Community Middle School",,"K902","false","148","0","148","0","0.0","0.622","0.324","0.0","0.0","0.054","0.0","0.318","0.034","0.77","113","38","33.6%","116","32","27.6%",,,,
"13K270","13","P.S. 270 Johann DeKalb",,"K270","false","97","97","0","0","0.072","0.619","0.289","0.0","0.0","0.021","0.0","0.247","0.103","0.907","41","12","29.3%","40","5","12.5%",,,,
"13K287","13","P.S. 287 Bailey K. Ashford",,"K287","false","119","119","0","0","0.059","0.655","0.235","0.0","0.017","0.034","0.0","0.151","0.084","0.916","63","6","9.5%","62","4","6.5%",,,,
"13K301","13","Satellite East Middle School",,"K093","false","82","0","82","0","0.098","0.72","0.11","0.012","0.037","0.024","0.0","0.341","0.122","0.963","81","17","21.0%","83","13","15.7%",,,,
"13K313","13","Dock Street School for STEAM Studies",,"K611","false","283","0","283","0","0.049","0.643","0.166","0.035","0.011","0.092","0.004","0.194","0.004","0.608","241","162","67.2%","242","120","49.6%",,,,
"13K350","13","Urban Assembly School of Music and Art",,"K805","false","176","0","0","176","0.006","0.71","0.261","0.006","0.0","0.017","0.0","0.267","0.045","0.864",,,,,,,"49","87.8%","45","86.7%"
"13K351","13","The Urban Assembly Unison School",,"K056","false","187","0","187","0","0.059","0.69","0.176","0.016","0.011","0.048","0.0","0.321","0.102","0.84","137","34","24.8%","133","23","17.3%",,,,
"13K412","13","Brooklyn Community Arts & Media High School (BCAM)",,"K117","false","547","0","0","547","0.024","0.678","0.258","0.005","0.004","0.024","0.007","0.305","0.04","0.81",,,,,,,"100","91.0%","83","81.9%"
"13K419","13","Science Skills Center High School for Science, Technology and the Creative Arts",,"K805","false","573","0","0","573","0.089","0.649","0.183","0.002","0.019","0.03","0.028","0.122","0.026","0.88",,,,,,,"119","100.0%","137","92.7%"
"13K439","13","Brooklyn International High School",,"K805","false","345","0","0","345","0.229","0.183","0.528","0.0","0.0","0.061","0.0","0.02","0.855","0.925",,,,,,,"82","80.5%","77","83.1%"
"13K483","13","The Urban Assembly School for Law and Justice",,"K313","false","460","0","0","460","0.024","0.637","0.289","0.004","0.013","0.024","0.009","0.183","0.028","0.817",,,,,,,"104","96.2%","111","95.5%"
"13K527","13","Urban Assembly Institute of Math and Science for Young Women",,"K313","false","497","0","175","322","0.103","0.577","0.177","0.008","0.014","0.115","0.006","0.173","0.08","0.833","172","83","48.3%","142","42","29.6%","74","93.2%","68","91.2%"
"13K553","13","Brooklyn Academy High School",,"K458","true","142","0","0","142","0.0","0.775","0.204","0.0","0.007","0.014","0.0","0.352","0.007","0.845",,,,,,,"69","17.4%","106","42.5%"
"13K594","13","Gotham Professional Arts Academy",,"K909","false","172","0","0","172","0.012","0.692","0.256","0.0","0.006","0.029","0.006","0.343","0.035","0.767",,,,,,,"55","85.5%","22","90.9%"
"13K605","13","George Westinghouse Career and Technical Education High School",,"K580","false","714","0","0","714","0.036","0.667","0.262","0.003","0.008","0.014","0.01","0.227","0.049","0.852",,,,,,,"172","96.5%","131","89.3%"
"13K616","13","Brooklyn High School for Leadership and Community Service",,"K117","true","146","0","0","146","0.021","0.651","0.274","0.0","0.021","0.027","0.007","0.322","0.027","0.856",,,,,,,"62","24.2%","91","38.5%"
"13K674","13","City Polytechnic High School of Engineering, Architecture, and Technology",,"K580","false","465","0","0","465","0.062","0.609","0.247","0.009","0.011","0.052","0.011","0.185","0.028","0.716",,,,,,,"80","93.8%","105","91.4%"
