"accession","artwork_title","artist_lastname","artist_firstname","medium","artwork_year","dimension","bldgid","school_name","borough"
"20089","YOU ARE HERE","LEE","BING","CERAMIC TILE","2004-01-01T00:00:00.000",,"Q242","P.S. 242 - (ECC) - QUEENS","QUEENS"
"35149","""CHINESE LANDSCAPE""","ANONYMOUS",,"WATERCOLOR",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"11128","PROFILE CANTO XI","TROVA","ERNEST","STEEL, STAINLESS","1980-01-01T00:00:00.000",,"R445","PORT RICHMOND HS - S. I.","STATEN ISLAND"
"20044","AWARNESS OF THE INTANGIBLE","WINTER","LUMEN","MOSAIC, GLASS",,,"K084","P.S. 84 - BROOKLYN","BROOKLYN"
"20044","AWARNESS OF THE INTANGIBLE","WINTER","LUMEN","STONE",,,"K084","P.S. 84 - BROOKLYN","BROOKLYN"
"20044","AWARNESS OF THE INTANGIBLE","WINTER","LUMEN","MOSAIC, MARBLE",,,"K084","P.S. 84 - BROOKLYN","BROOKLYN"
"35150","CHINESE LANDSCAPE WITH BUS","ANONYMOUS",,"WATERCOLOR",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35151","MAQUETTE STUDY FOR BRANCHES","CHENG","AMY","ACRYLIC ON PAPER","2003-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"10025","BOWLING BALL CURTAIN","PARK","EUNG HO","BOWLING BALLS","2003-01-01T00:00:00.000",,"Q270","P.S. 270 - QUEENS","QUEENS"
"20090","IN OTHER WORDS","CHANG","JACKIE","MARBLE","2003-01-01T00:00:00.000",,"Q268","P.S. 268 - QUEENS","QUEENS"
"20090","IN OTHER WORDS","CHANG","JACKIE","MOSAIC","2003-01-01T00:00:00.000",,"Q268","P.S. 268 - QUEENS","QUEENS"
"10023","ALL THE COLORS","BELICHICK","MEG","ALUMINUM","2003-01-01T00:00:00.000",,"Q266","P.S./I.S. 266 - QUEENS","QUEENS"
"10023","ALL THE COLORS","BELICHICK","MEG","STAINLESS STEEL CABLE","2003-01-01T00:00:00.000",,"Q266","P.S./I.S. 266 - QUEENS","QUEENS"
"10026","BOTTLE CAP EYES","PARK","EUNG HO","BOTTLE CAPS","2003-01-01T00:00:00.000",,"Q270","P.S. 270 - QUEENS","QUEENS"
"10026","BOTTLE CAP EYES","PARK","EUNG HO","EPOXY RESIN","2003-01-01T00:00:00.000",,"Q270","P.S. 270 - QUEENS","QUEENS"
"11020","FOOTBALL, HOCKEY, BASEBALL","HORN","MILTON","MAHAGONY","1936-01-01T00:00:00.000",,"M445","SEWARD PARK HS - MANHATTAN","MANHATTAN"
"21635","ENCHANTED DREAM, SUN BIRD","CLARK","MELVIN","CASEIN ON BOARD","1996-01-01T00:00:00.000",,"K152","P.S. 152 - BROOKLYN","BROOKLYN"
"20027","OLD EAST NEW YORK","SCHLESINGER","CHRISTINA","ACRYLIC ON PANEL","1994-01-01T00:00:00.000",,"K190","P.S. 190 - BROOKLYN","BROOKLYN"
"11563","THOMAS JEFFERSON","BITTER","KARL","PLASTER, PAINTED",,,"K435","THOMAS JEFFERSON HS - K","BROOKLYN"
"11614","""WWI MEMORIAL TABLET""","STEINMEIER","J.E.","BRONZE","1923-01-01T00:00:00.000",,"M040","P.S. 40 - MANHATTAN","MANHATTAN"
"11640","CLARINET PLAYER","WERNER","NAT","PLASTER, PAINTED",,,"Q455","NEWTOWN HS - QUEENS","QUEENS"
"11723","""U.S. MARINE CORPS WAR MEMORIAL""","DE WELDON","FELIX","PLASTER, PAINTED",,,"X655","SAMUEL GOMPERS VOC HS - X","BRONX"
"30027","W.E.B. DU BOIS","BROOKS","ROLAND","CRAYON","1994-01-01T00:00:00.000",,"M115","P.S. 115 - MANHATTAN","MANHATTAN"
"30027","W.E.B. DU BOIS","BROOKS","ROLAND","ACRYLIC ON PLYWOOD","1994-01-01T00:00:00.000",,"M115","P.S. 115 - MANHATTAN","MANHATTAN"
"21058","OPENING THE ERIE CANAL","TURNER","CHARLES","OIL ON CANVAS","1905-01-01T00:00:00.000",,"X440","DEWITT CLINTON HS - X","BRONX"
"30026","MARCUS GARVEY","BROOKS","ROLAND","ACRYLIC ON PLYWOOD","1994-01-01T00:00:00.000",,"M115","P.S. 115 - MANHATTAN","MANHATTAN"
"30026","MARCUS GARVEY","BROOKS","ROLAND","CRAYON","1994-01-01T00:00:00.000",,"M115","P.S. 115 - MANHATTAN","MANHATTAN"
"21081","""A DECORATION""","HAYES","VERTIS","FRESCO SECCO",,,"M440","BAYARD RUSTIN EDUCATIONAL COMP-M","MANHATTAN"
"21231","THE EVOLUTION OF MUSIC","BLOCH","LUCIENNE","FRESCO","1938-01-01T00:00:00.000",,"M465","G. WASHINGTON HS EDUC. CAMPUS - M","MANHATTAN"
"21237","SHAPE BY SHAPE: BUILDING ART TOGETHER","ACEY","JO ANN","PASTEL","1991-01-01T00:00:00.000",,"M151","P.S. 151 - MANHATTAN","MANHATTAN"
"21237","SHAPE BY SHAPE: BUILDING ART TOGETHER","ACEY","JO ANN","WOOD, PAINTED","1991-01-01T00:00:00.000",,"M151","P.S. 151 - MANHATTAN","MANHATTAN"
"21320","LOOKING LESSON","STEIR","MERLE","CERAMIC","1992-01-01T00:00:00.000",,"M218","I.S. 218 - MANHATTAN","MANHATTAN"
"30001","""THREE CHILDREN""","WILSON","G","OIL ON CANVAS","1964-01-01T00:00:00.000",,"M153","P.S. 153 - MANHATTAN","MANHATTAN"
"10003","""GEOMETRIC SHAPES""","ADKINS","TERRY","STEEL, STAINLESS","2000-01-01T00:00:00.000",,"M153","P.S. 153 - MANHATTAN","MANHATTAN"
"21629","MIND GAMES","MUNOZ","CELIA","GLASS","1994-01-01T00:00:00.000",,"M008","P.S. 8 - MANHATTAN","MANHATTAN"
"21315","CHARACTERS FROM HISTORY AND LITERATURE","RICE","WILLIAM","OIL ON CANVAS",,,"X043","P.S. 43 - BRONX","BRONX"
"21269","THE OLD BRONX, THE BRONX TODAY","COSTA","FRANCIS","OIL ON CANVAS","1939-01-01T00:00:00.000",,"X011","P.S. 11 - BRONX","BRONX"
"21344","JUNCTION","BAHC","MO","MOSAIC, GLASS","1994-01-01T00:00:00.000",,"Q069","P.S. 69 - QUEENS","QUEENS"
"21344","JUNCTION","BAHC","MO","LITHOCROME","1994-01-01T00:00:00.000",,"Q069","P.S. 69 - QUEENS","QUEENS"
"21344","JUNCTION","BAHC","MO","STONE","1994-01-01T00:00:00.000",,"Q069","P.S. 69 - QUEENS","QUEENS"
"21344","JUNCTION","BAHC","MO","GRANITE","1994-01-01T00:00:00.000",,"Q069","P.S. 69 - QUEENS","QUEENS"
"21207","SPIRITUAL MOTIVE: GALAHAD","RECKE","GERARD","STAINED GLASS","1936-01-01T00:00:00.000",,"M440","BAYARD RUSTIN EDUCATIONAL COMP-M","MANHATTAN"
"21595","ANIMAL PARTY","GARDNER","SUSAN","WOOD","1987-01-01T00:00:00.000",,"K094","P.S. 94 - BROOKLYN","BROOKLYN"
"21595","ANIMAL PARTY","GARDNER","SUSAN","ACRYLIC ON WALL","1987-01-01T00:00:00.000",,"K094","P.S. 94 - BROOKLYN","BROOKLYN"
"21595","ANIMAL PARTY","GARDNER","SUSAN","ALUMINUM, SHEET","1987-01-01T00:00:00.000",,"K094","P.S. 94 - BROOKLYN","BROOKLYN"
"31270","PORTRAIT OF A YOUNG MAN","GOLDAT","ISAAC","OIL ON CANVAS","1940-01-01T00:00:00.000","39 1/2"" X 38""","Q152","P.S. 152 - QUEENS","QUEENS"
"31281","""THE GRADUATE""","BLASHFIELD","EDWIN","LITHOGRAPH","1930-01-01T00:00:00.000",,"X079","P.S. 79 - BRONX","BRONX"
"31285","""WRITING""","ALEXANDER","JOHN","PHOTOGRAPH, TINTED","1896-01-01T00:00:00.000",,"K485","TELECOM. ARTS & TECH. - K","BROOKLYN"
"11750","HOPSCOTCH (STAIRS) & RUNNING WILD (WALL)","SLAVIN","ARLENE","STEEL, PAINTED","1995-01-01T00:00:00.000",,"M130","P.S. 130 - MANHATTAN","MANHATTAN"
"11589","MODEL FOR EXTERIOR RELIEFS","WOOD","STEVE","TERRA COTTA","1993-01-01T00:00:00.000",,"Q069","P.S. 69 - QUEENS","QUEENS"
"11751","LOOK/ACT/DREAM","METZ","MIKE","WOOD",,,"K022","P.S. 22 - BROOKLYN","BROOKLYN"
"11751","LOOK/ACT/DREAM","METZ","MIKE","ALUMINUM, CAST",,,"K022","P.S. 22 - BROOKLYN","BROOKLYN"
"11751","LOOK/ACT/DREAM","METZ","MIKE","STEEL",,,"K022","P.S. 22 - BROOKLYN","BROOKLYN"
"11753","AMERICAN ORIGINS - DO RE MI, DOO WOP, PADME HUMM","HUANG","ARLAN","GLASS","1996-01-01T00:00:00.000",,"K152","P.S. 152 - BROOKLYN","BROOKLYN"
"11754","FENCE OF LEAVES","HASSINGER","MAREN","STEEL, PAINTED","1995-01-01T00:00:00.000",,"M008","P.S. 8 - MANHATTAN","MANHATTAN"
"60001","TERULLIAN MANTLE","HARRIES","MAGS","FIBERGLASS","1995-01-01T00:00:00.000",,"Q089","P.S. 89 - QUEENS","QUEENS"
"60001","TERULLIAN MANTLE","HARRIES","MAGS","STEEL","1995-01-01T00:00:00.000",,"Q089","P.S. 89 - QUEENS","QUEENS"
"60001","TERULLIAN MANTLE","HARRIES","MAGS","FABRIC","1995-01-01T00:00:00.000",,"Q089","P.S. 89 - QUEENS","QUEENS"
"60001","TERULLIAN MANTLE","HARRIES","MAGS","ACRYLIC ON CANVAS","1995-01-01T00:00:00.000",,"Q089","P.S. 89 - QUEENS","QUEENS"
"60001","TERULLIAN MANTLE","HARRIES","MAGS","TERRAZZO","1995-01-01T00:00:00.000",,"Q089","P.S. 89 - QUEENS","QUEENS"
"60001","TERULLIAN MANTLE","HARRIES","MAGS","GLASS","1995-01-01T00:00:00.000",,"Q089","P.S. 89 - QUEENS","QUEENS"
"21598","WELCOME! BIENVENIDOS! BYENVENI!","ARAI","TOMIE","CERAMIC","1997-01-01T00:00:00.000",,"K217","P.S. 217 - BROOKLYN","BROOKLYN"
"11756","FIRST IN THE HEART IS THE DREAM","BYARD","CAROL","CERAMIC",,,"K233","P.S. 233 - BROOKLYN","BROOKLYN"
"11756","FIRST IN THE HEART IS THE DREAM","BYARD","CAROL","TERRAZZO",,,"K233","P.S. 233 - BROOKLYN","BROOKLYN"
"11756","FIRST IN THE HEART IS THE DREAM","BYARD","CAROL","BRASS",,,"K233","P.S. 233 - BROOKLYN","BROOKLYN"
"11758","ANCESTOR WALK","HASSINGER","MAREN","CONCRETE, PRECAST","1996-01-01T00:00:00.000",,"M176","P.S./I.S. 176 - MANHATTAN","MANHATTAN"
"11758","ANCESTOR WALK","HASSINGER","MAREN","CONCRETE","1996-01-01T00:00:00.000",,"M176","P.S./I.S. 176 - MANHATTAN","MANHATTAN"
"21003","PORTRAITS AND PATTERNS","HOLDER","ROBIN","LINOLEUM CUT",,"5 METAL FRAMES W/ 3PRINTS EACH.","M841","P.S. 811 (OLD P148/LIVINGS HS) - M","MANHATTAN"
"21003","PORTRAITS AND PATTERNS","HOLDER","ROBIN","CERAMIC",,"5 METAL FRAMES W/ 3PRINTS EACH.","M841","P.S. 811 (OLD P148/LIVINGS HS) - M","MANHATTAN"
"21003","PORTRAITS AND PATTERNS","HOLDER","ROBIN","COLLOTYPE/MOUNT",,"5 METAL FRAMES W/ 3PRINTS EACH.","M841","P.S. 811 (OLD P148/LIVINGS HS) - M","MANHATTAN"
"11697","JIM THORPE GARDEN FENCE","HOLUP","WOPO","STEEL","1993-04-01T00:00:00.000",,"K370","P.S. 370 - BROOKLYN","BROOKLYN"
"21600","BUILDING ON 20 YEARS OF DIVERSITY","COPELAND","NOEL","CERAMIC",,,"K346","P.S. 346 - BROOKLYN","BROOKLYN"
"31103","STUDY FOR COMMON GROUND, MURAL AT PS 205K","SCHONZEIT","BEN","ACRYLIC ON CANVAS","1994-01-01T00:00:00.000",,"Q998","NYC SCHOOL CONSTR. AUTHORITY - QUEENS","QUEENS"
"31104","1. ONCE UPON A TIME  2. AND THEY LIVED","GUZMAN","JOSE","OIL ON CANVAS","1997-01-01T00:00:00.000","96 3/8""X 112 3/8"" X 1 1/2""","K024","P.S. 24 - BROOKLYN","BROOKLYN"
"31105","MODEL FOR CEILING MURAL MISS LIBERTY FACE","WONG","MARTIN","ACRYLIC ON CANVAS","1994-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"21599","UNTITLED","MASON","GEORGE","TERRA COTTA, GLAZED",,,"K181","P.S. 181 - BROOKLYN","BROOKLYN"
"21599","UNTITLED","MASON","GEORGE","CERAMIC",,,"K181","P.S. 181 - BROOKLYN","BROOKLYN"
"60002","THERE IS NO TURNING BACK","RAUBACHER","REBECCA","GRAPHITE","1985-01-01T00:00:00.000","46"" X 38""","Q059","I.S. 59 - QUEENS","QUEENS"
"60002","THERE IS NO TURNING BACK","RAUBACHER","REBECCA","ACRYLIC ON PAPER","1985-01-01T00:00:00.000","46"" X 38""","Q059","I.S. 59 - QUEENS","QUEENS"
"11141","ARCHWAY TO KNOWLEDGE","COLE","WILLIE","CONCRETE","1996-01-01T00:00:00.000",,"Q043","P.S. 43 - QUEENS","QUEENS"
"11141","ARCHWAY TO KNOWLEDGE","COLE","WILLIE","STEEL","1996-01-01T00:00:00.000",,"Q043","P.S. 43 - QUEENS","QUEENS"
"11141","ARCHWAY TO KNOWLEDGE","COLE","WILLIE","FIBERGLASS","1996-01-01T00:00:00.000",,"Q043","P.S. 43 - QUEENS","QUEENS"
"11141","ARCHWAY TO KNOWLEDGE","COLE","WILLIE","PLYWOOD","1996-01-01T00:00:00.000",,"Q043","P.S. 43 - QUEENS","QUEENS"
"21603","WORLD PATTERNS AND FABLES","ADAMS","MAC","CEMENT","1996-01-01T00:00:00.000",,"Q020","P.S. 20 - QUEENS","QUEENS"
"21603","WORLD PATTERNS AND FABLES","ADAMS","MAC","MOSAIC","1996-01-01T00:00:00.000",,"Q020","P.S. 20 - QUEENS","QUEENS"
"71141","OVIBUS MOSCHATUS, GMEL,MUSK OX","AUDUBON","JOHN","LITHOGRAPH, COLOR","1848-01-01T00:00:00.000",,"M834","HS FOR ENVIRONMENTAL STUDIES - M","MANHATTAN"
"71144","LISIEUX FRANCE","FELDMAN","MAX","LITHOGRAPH",,"27"" X 20""","X440","DEWITT CLINTON HS - X","BRONX"
"71150","CARICATURE OF NORMAN ROCKWELL","LEVINE","DAVID","LITHOGRAPH","1972-01-01T00:00:00.000","18.5"" X 14.75""","Q800","DOE ADMINISTRATIVE / STUDENT SERVICES - QUEENS","QUEENS"
"21606","MEMORIAL TO CALVIN PATTERSON, 1847-1902","TIFFANY","LOUIS","STAINED GLASS","1902-01-01T00:00:00.000",,"K743","ADULT LRNG CTR (OLD GRLS HS) - K","BROOKLYN"
"71149","""STEEL MILL""","STERNBERG","HARRY","ETCHING","1937-01-01T00:00:00.000","17 1/2"" X21 3/8""","X440","DEWITT CLINTON HS - X","BRONX"
"71147","'FRUITS AND VEGETABLES'","MARGOLIES","SAMUEL","ETCHING","1937-01-01T00:00:00.000","17 1/2"" X21 3/4""","X440","DEWITT CLINTON HS - X","BRONX"
"71146","THE HAUNTED HOUSE","LIMBACH","RUSSEL","LITHOGRAPH, COLOR","1937-01-01T00:00:00.000","23 1/2"" X 29""","X440","DEWITT CLINTON HS - X","BRONX"
"71145","COAL HOPPER AT 14TH STREET","JACK","MABEL","LITHOGRAPH","1937-01-01T00:00:00.000","19 1/2"" X 23 3/4""","X440","DEWITT CLINTON HS - X","BRONX"
"60003","MY AMERICA","CHOI","SUNG HO","CERAMIC","1996-01-01T00:00:00.000",,"Q005","I.S. 5 - QUEENS","QUEENS"
"60003","MY AMERICA","CHOI","SUNG HO","PHOTO MURAL","1996-01-01T00:00:00.000",,"Q005","I.S. 5 - QUEENS","QUEENS"
"60004","AMERICAN PIE","CHOI","SUNG HO","SILKSCREEN","1996-01-01T00:00:00.000",,"Q005","I.S. 5 - QUEENS","QUEENS"
"60004","AMERICAN PIE","CHOI","SUNG HO","PLYWOOD","1996-01-01T00:00:00.000",,"Q005","I.S. 5 - QUEENS","QUEENS"
"60004","AMERICAN PIE","CHOI","SUNG HO","ACRYLIC ON PANEL","1996-01-01T00:00:00.000",,"Q005","I.S. 5 - QUEENS","QUEENS"
"31227","A. MORTIMER CLARK","BROWNE","GEORGE","OIL ON CANVAS","1939-01-01T00:00:00.000","50 1/2""X 42 1/2""","X440","DEWITT CLINTON HS - X","BRONX"
"21238","""HISTORIC LANDMARKS OF NEW YORK""","LASCARI","SALVATORE","OIL ON CANVAS","1916-01-01T00:00:00.000",,"M460","WASHINGTON IRVING HS - MANHATTAN","MANHATTAN"
"40003","LICENSE TO DREAM","FLORES","RICKY","SILVER GELATIN PRINT","1995-01-01T00:00:00.000",,"X306","P.S. 306 - BRONX","BRONX"
"11143","THE BUTTERFLY GARDEN","SCURI","VICKI","BAKED ENAMEL ON STEEL","1993-01-01T00:00:00.000",,"X034","P.S. 34 - BRONX","BRONX"
"11143","THE BUTTERFLY GARDEN","SCURI","VICKI","BRICK","1993-01-01T00:00:00.000",,"X034","P.S. 34 - BRONX","BRONX"
"11143","THE BUTTERFLY GARDEN","SCURI","VICKI","ALUMINUM, PAINTED, ENAMEL","1993-01-01T00:00:00.000",,"X034","P.S. 34 - BRONX","BRONX"
"21336","WHAT DO YOU SEE?","ALVAREZ","CANDIDA","STAINED GLASS",,,"X306","P.S. 306 - BRONX","BRONX"
"11140","12 SCULPTURES FOR ECC4","NUSSBAUM","TOM","BRONZE, CAST",,"NICHES/16""X16""X5""/APPROX. 10 LBS","X173","P.S. 236 - BRONX","BRONX"
"11140","12 SCULPTURES FOR ECC4","NUSSBAUM","TOM","STEEL",,"NICHES/16""X16""X5""/APPROX. 10 LBS","X173","P.S. 236 - BRONX","BRONX"
"35093","""HILLSIDE WITH FIELDS AND HOUSE""","FOY","HANS","OIL ON CANVAS BOARD","1935-01-01T00:00:00.000","15"" X 13 1/2""","K190","P.S. 190 - BROOKLYN","BROOKLYN"
"31203","FOUR BOATS","CADMUS","PAUL","OIL ON CANVAS","1932-01-01T00:00:00.000","25 1/4"" X 28 3/4""","K410","ABRAHAM LINCOLN HS - K","BROOKLYN"
"21596","THE FLYING IMAGINATION","CEIBAL","ALFREDO","ACRYLIC ON CANVAS","1996-01-01T00:00:00.000",,"Q043","P.S. 43 - QUEENS","QUEENS"
"21607","ABSTRACTION","GREGORY","BRUCE","FRESCO SECCO","1954-01-01T00:00:00.000",,"M034","P.S. 34 - MANHATTAN","MANHATTAN"
"21608","UNKNOWN","MENELIK III",,"ACRYLIC ON WALL","1970-01-01T00:00:00.000",,"K057","J.H.S. 57 - BROOKLYN","BROOKLYN"
"21609","CARIBBEAN SEA","SILVA","PEDRO","MOSAIC","1994-01-01T00:00:00.000",,"K246","I.S. 246 - BROOKLYN","BROOKLYN"
"21610","CROWN HEIGHTS CHILDREN'S HISTORY STORY QUILT","RINGGOLD","FAITH","ACRYLIC ON CANVAS","1994-01-01T00:00:00.000",,"K022","P.S. 22 - BROOKLYN","BROOKLYN"
"31106","VISITATION","JONES","CHRISTOPHER","OIL ON CANVAS","1982-01-01T00:00:00.000",,"K029","P.S. 29 - BROOKLYN","BROOKLYN"
"31107","6 PIECES - SEE COMMENTS FOR TITLES","FIELD","CAROL","OIL ON CANVAS","1987-01-01T00:00:00.000",,"X135","I.S. 135 - BRONX","BRONX"
"60007","1)NORMANDYI  2) FRENCHLINE","LACROIX","BORIS","SILVER GELATIN PRINT","1939-01-01T00:00:00.000","21 3/4"" X 16 1/2""","K029","P.S. 29 - BROOKLYN","BROOKLYN"
"60007","1)NORMANDYI  2) FRENCHLINE","LACROIX","BORIS","GOUACHE","1939-01-01T00:00:00.000","21 3/4"" X 16 1/2""","K029","P.S. 29 - BROOKLYN","BROOKLYN"
"60007","1)NORMANDYI  2) FRENCHLINE","LACROIX","BORIS","INK ON PAPER","1939-01-01T00:00:00.000","21 3/4"" X 16 1/2""","K029","P.S. 29 - BROOKLYN","BROOKLYN"
"60007","1)NORMANDYI  2) FRENCHLINE","LACROIX","BORIS","GRAPHITE","1939-01-01T00:00:00.000","21 3/4"" X 16 1/2""","K029","P.S. 29 - BROOKLYN","BROOKLYN"
"60008","DISCOVERY","ARAI","TOMIE","TERRAZZO","1995-01-01T00:00:00.000",,"M130","P.S. 130 - MANHATTAN","MANHATTAN"
"60008","DISCOVERY","ARAI","TOMIE","GLASS","1995-01-01T00:00:00.000",,"M130","P.S. 130 - MANHATTAN","MANHATTAN"
"60008","DISCOVERY","ARAI","TOMIE","FRESCO SECCO","1995-01-01T00:00:00.000",,"M130","P.S. 130 - MANHATTAN","MANHATTAN"
"21612","PARALLEL MOTION","LEWIS","ROSS","ACRYLIC ON PAPER","1989-01-01T00:00:00.000",,"M089","P.S./I.S. 89 - MANHATTAN","MANHATTAN"
"21613","SUNSET PARK SYNERGY","CHUNG","Y","MOSAIC, GLASS","1997-01-01T00:00:00.000",,"K024","P.S. 24 - BROOKLYN","BROOKLYN"
"11761","THE TREE OF KNOWLEDGE","RODRIGUEZ","JORGE","STEEL, PAINTED","1995-01-01T00:00:00.000",,"M128","P.S. 128 - MANHATTAN","MANHATTAN"
"31305","HILLSIDE WITH BLUE BARN","FOY","HANS","OIL ON CANVAS BOARD",,"27"" X 31""","K190","P.S. 190 - BROOKLYN","BROOKLYN"
"71153","REFLECTIONS","MELTZER","COLETTE","ETCHING, COLOR",,"28""X33""","XVAR",,
"71154","CON EDISON VII","PFEIFFER","WERNER","SILKSCREEN",,"27"" X 27""","K170","P.S. 170 - BROOKLYN","BROOKLYN"
"31108","ABRAHAM LINCOLN","SACKERMAN","GILBERT","OIL ON CANVAS",,"29.75""X21.5""","X440","DEWITT CLINTON HS - X","BRONX"
"11747","CAMINO DE ANIMALES","HOLDER","ROBIN","CONCRETE, PRECAST","1992-03-01T00:00:00.000",,"M005","P.S. 5 - MANHATTAN","MANHATTAN"
"11747","CAMINO DE ANIMALES","HOLDER","ROBIN","CERAMIC TILE","1992-03-01T00:00:00.000",,"M005","P.S. 5 - MANHATTAN","MANHATTAN"
"11689","""THE PIONEER WOMAN""","BAKER","BRYANT","PLASTER","1931-01-01T00:00:00.000",,"X079","P.S. 79 - BRONX","BRONX"
"11762","JOAN OF ARC","CHAPU","HENRI","PLASTER CAST","1933-01-01T00:00:00.000",,"K485","TELECOM. ARTS & TECH. - K","BROOKLYN"
"31109","AFTER RYDER: MOONLIGHT MARINE . . . SEE NOTES","BIERK","DAVID","OIL ON CANVAS","1990-01-01T00:00:00.000",,"Q445","WILLIAM C. BRYANT HS - Q","QUEENS"
"21370","FRIEZE FRAME","SHEEHAN","MAURA","CERAMIC","1995-01-01T00:00:00.000",,"Q452","LONG ISLAND CITY HS (NEW) - Q","QUEENS"
"11145","WORK HISTORY","MCGOWIN","ED","BRONZE","1997-01-01T00:00:00.000",,"K722","P.S. 721 OTC - BROOKLYN","BROOKLYN"
"21372","THE STORYTELLING QUILTS","BEVILL","JENNIFER","ACRYLIC ON CANVAS","1995-01-01T00:00:00.000",,"K056","P.S. 56 - BROOKLYN","BROOKLYN"
"21372","THE STORYTELLING QUILTS","BEVILL","JENNIFER","COLLAGE","1995-01-01T00:00:00.000",,"K056","P.S. 56 - BROOKLYN","BROOKLYN"
"21373","IT'S IN YOUR HANDS","SKIPITARES","THEODORA","CERAMIC","1993-01-01T00:00:00.000",,"Q015","P.S. 15 - QUEENS","QUEENS"
"31306","CHILDREN OF PROMISE","CULLY","JACQUELINE","ACRYLIC ON CANVAS","1996-01-01T00:00:00.000","68.5""X120.5""","K075","P.S. 75 - BROOKLYN","BROOKLYN"
"21374","THE HISTORY OF EAST NEW YORK","SHICOFF","ROCHELLE","CERAMIC","1997-01-01T00:00:00.000",,"K190","P.S. 190 - BROOKLYN","BROOKLYN"
"31110","BARN IN SUMMER","CANIZARES","STEPHANIE","WATERCOLOR","1985-01-01T00:00:00.000","25"" X 32""","X118","I.S. 118 - BRONX","BRONX"
"31111","CRUEL APRIL #1, CRUEL APRIL #2","FREED","DAVID","PAPER","1982-01-01T00:00:00.000","36 1/2"" X 18 1/2""","Q801","OSSS / DSF - QUEENS","QUEENS"
"71155","RED BARN","MORDETSKY","PAUL","PAPER","1983-01-01T00:00:00.000","25"" X 31""","Q154","P.S. 154 - QUEENS","QUEENS"
"71155","RED BARN","MORDETSKY","PAUL","PASTEL","1983-01-01T00:00:00.000","25"" X 31""","Q154","P.S. 154 - QUEENS","QUEENS"
"71156","TIDEWATER","LAVETHOL","HANK","ETCHING, COLOR","1985-01-01T00:00:00.000","25 1/2 "" X 29 1/2""","X192","I.S. 192 - BRONX","BRONX"
"31112","PANORAMA","KIDDER","HARVEY","WATERCOLOR",,"29"" X 37 1/2 ""","Q229","P.S. 229 - QUEENS","QUEENS"
"31113","CHRISTMAS IN ROME","JONES","AMY","WATERCOLOR","1956-01-01T00:00:00.000","29"" X 23""","K158","P.S. 158 - BROOKLYN","BROOKLYN"
"40044","LAKE NEAR 59TH STREET","JOHNSON","EASTMAN","PHOTOGRAPH, TINTED","1989-01-01T00:00:00.000","15 1/4"" X 18 1/4""","Q595","AUX. SERV. - JAMAICA LEARN CT - Q","QUEENS"
"31114","CONSERVATORY I","HOWNIGAN","ROGER","WATERCOLOR","1985-01-01T00:00:00.000","37 1/2"" X 29 1/2""","K251","P.S. 251 - BROOKLYN","BROOKLYN"
"40045","SKY DUBLIN","HOFER","EVELYN","PHOTOGRAPH, TINTED","1966-01-01T00:00:00.000","20 7/8"" X 14 7/8""","Q131","P.S. 131 - QUEENS","QUEENS"
"11146","CORPORATE ENTITY #1","HOBERMAN","PERRY","PLEXIGLASS","1988-01-01T00:00:00.000",,"X148","I.S. 219 (OLD 148) - BRONX","BRONX"
"31115","UNTITLED","CVIJANOVIC","ADAM","OIL ON CANVAS","1988-01-01T00:00:00.000","26"" X 37""","K250","P.S. 250 - BROOKLYN","BROOKLYN"
"31116","BLUE RESERVOIR","DUNLOP","DAVID","ACRYLIC ON PAPER","1988-01-01T00:00:00.000","15 1/4"" X 19 1/4""","K838","P.S. 53 (OLD P838) - BROOKLYN","BROOKLYN"
"31117","BLUE RESERVOIR II","DUNLOP","DAVID","ACRYLIC ON PAPER","1988-01-01T00:00:00.000","15 1/4"" X 19 1/4""","M052","I.S. 52 - MANHATTAN","MANHATTAN"
"31118","COUNTRY LANDSCAPE","CANIZARES","STEPHANIE","WATERCOLOR","1984-01-01T00:00:00.000","25"" X 31""","M475","HEALTH PROFESSIONS HS (OL STY) - M","MANHATTAN"
"71157","BEACH FLOWERS","MARGOLIES","LAURA","GRAPHITE",,"28 1/2"" X 38 1/2""","Q122","P.S. 122 - QUEENS","QUEENS"
"40046","REFLECTIONS","DE CAMP","MICHAEL","PHOTOGRAPH, TINTED","1985-01-01T00:00:00.000","28"" X 34 1/2""","K252","I.S. 252 - BROOKLYN","BROOKLYN"
"31119","AFTER MONET . . . SEE NOTES","BIERK","DAVID","OIL ON CANVAS","1990-01-01T00:00:00.000",,"K227","I.S. 227 - BROOKLYN","BROOKLYN"
"21376","INSIDE THE ARK","LERMAN","ORA","ACRYLIC ON WALL","1997-01-01T00:00:00.000",,"M176","P.S./I.S. 176 - MANHATTAN","MANHATTAN"
"21376","INSIDE THE ARK","LERMAN","ORA","PLASTER, PAINTED","1997-01-01T00:00:00.000",,"M176","P.S./I.S. 176 - MANHATTAN","MANHATTAN"
"21376","INSIDE THE ARK","LERMAN","ORA","WOOD","1997-01-01T00:00:00.000",,"M176","P.S./I.S. 176 - MANHATTAN","MANHATTAN"
