"the_geom","objectid_1","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","siteid","category","installati","address","geocodeadd","street","crossstree","borough","comdist","busroute","bid","latitude","longitude","ntaname","femafldz","femafldt","hrcevac","seatingtyp"
"POINT (-73.90248748755225 40.88196289994054)","1859.0","2","Bronx","208","11","81","33","13","3684.0","BID","2017-08-01T00:00:00.000","5716 Broadway","5716 Broadway","Broadway","W 234th Street & W 236th Street","Bronx","208.0","Not Applicable","Kingsbridge","40.8819628999","-73.9024874876","Kingsbridge-Marble Hill","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKED 1.0"
"POINT (-73.95590311201624 40.764166303709345)","1263.0","1","Manhattan","108","5","76","28","12","3156.0","AAR","2016-04-13T00:00:00.000","1275 York Ave","1275 York Ave","York Ave","E 67th Street & E 66th Street","Manhattan","108.0","Not Applicable","Not Applicable","40.7641663037","-73.955903112","Upper East Side-Lenox Hill-Roosevelt Island","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.93041298676222 40.65212013146417)","2216.0","3","Brooklyn","317","41","58","20","9","52.0","Bus Route",,"5001 Church Avenue","869 Utica Avenue","Utica Avenue","Church Avenue & Linden Blvd","Brooklyn","41.0","B46",,"40.6521201315","-73.9304129868","East Flatbush-Rugby","X","AREA OF MINIMAL FLOOD HAZARD","6","LEANING BAR"
"POINT (-73.96194983960196 40.67817443586039)","586.0","3","Brooklyn","308","35","57","25","9","3236.0","General","2016-04-13T00:00:00.000","567 Grand Avenue","567 Grand Avenue","Bergen Street","Grand Avenue & Classon Avenue","Brooklyn","308.0","B65","Not Applicable","40.6781744359","-73.9619498396","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.98709436448777 40.775033514584436)","1322.0","1","Manhattan","107","6","67","31","10","2336.0","Senior Center","2014-01-15T00:00:00.000","250 W65th Street","250 W65th Street","W 65th Street","West End Avenue & Amsterdam Avenue","Manhattan","107.0","M66","Not Applicable","40.7750335146","-73.9870943645","Upper West Side-Lincoln Square","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.97683331296169 40.68191607644452)","618.0","3","Brooklyn","306","39","52","25","9","1005.0","General","2013-01-17T00:00:00.000","36 Fifth Avenue","36 Fifth Avenue","5th Avenue","Bergen and Dean Street","Brooklyn","306.0","B63","Fifth Avenue","40.6819160764","-73.976833313","Park Slope","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.95424834843884 40.707075456923064)","837.0","3","Brooklyn","301","33","50","26","7","4192.0","Other","2019-03-18T00:00:00.000","394 Broadway","394 Broadway","Broadway","Hooper Street & Keap Street","Brooklyn","301.0","B46","Not Applicable","40.7070754569","-73.9542483484","South Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.93955516092157 40.80999963839573)","1510.0","1","Manhattan","111","9","70","30","13","1660.0","Senior Center","2013-03-14T00:00:00.000","2121 Fifth Avenue","2121 5th Avenue","5th Avenue","East 130th Street & East 131st Street","Manhattan","111.0","Not Applicable","Not Applicable","40.8099996384","-73.9395551609","East Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKED 1.0"
"POINT (-74.01144854908726 40.71696374281576)","916.0","1","Manhattan","101","1","66","26","10","3064.0","Municipal Facilities","2015-02-04T00:00:00.000","Washington Market Park","181 Chambers Street","Chambers Street","Greenwich Street & West Street","Manhattan","101.0","M20","Not Applicable","40.7169637428","-74.0114485491","Tribeca-Civic Center","X","AREA OF MINIMAL FLOOD HAZARD","1","BACKLESS 1.0"
"POINT (-73.95162510280497 40.69108046780811)","701.0","3","Brooklyn","303","36","56","25","8","3728.0","Senior Safety","2018-01-11T00:00:00.000","233 Nostrand Avenue","233 Nostrand Avenue","Nostrand Avenue","Dekalb Avenue & Kosciuszko Street","Brooklyn","303.0","Not Applicable","Not Applicable","40.6910804678","-73.9516251028","Bedford-Stuyvesant (West)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.95919356723483 40.69648474514512)","750.0","3","Brooklyn","303","33","50","26","7","1726.0","General","2013-02-13T00:00:00.000","445 Park Avenue","445 Park Avenue","Park Avenue","Franklin Avenue & Kent Avenue","Brooklyn","303.0","Not Applicable","Not Applicable","40.6964847451","-73.9591935672","Bedford-Stuyvesant (West)","X","AREA OF MINIMAL FLOOD HAZARD","4","BACKED 1.0"
"POINT (-73.82421957270422 40.702427183787755)","801.0","4","Queens","409","29","27","14","5","2800","Municipal Facilities","2014-11-21T00:00:00.000","86-02 127th Street","86-02 127th Street","127th Street","Hillside Avenue & Jamaica Avenue","Queens","409.0","Not Applicable","Not Applicable","40.7024271838","-73.8242195727","Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.96173357189245 40.607375763004995)","124.0","3","Brooklyn","315","48","45","17","11","4176.0","Bus Route","2018-09-26T00:00:00.000","1100 Kings Hwy","1100 Kings Hwy","Kings Hwy","Coney Island Avenue & East 12th Street","Brooklyn","315.0","B82","Kings Highway","40.607375763","-73.9617335719","Gravesend (East)-Homecrest","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKLESS 2.0"
"POINT (-73.94127461466981 40.651286253178895)","343.0","3","Brooklyn","317","41","58","20","9","351.0","Bus Route","2012-07-17T00:00:00.000","3823 Church Avenue",,"Church Avenue","East 38th and 39th Streets","Brooklyn","317.0","B35","Not Applicable","40.6512862532","-73.9412746147","East Flatbush-Rugby","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.8280080097336 40.869667029110204)","1825.0","2","Bronx","210","12","82","36","16","2815.0","General","2015-01-06T00:00:00.000","2081 Bartow Avenue","2081 Bartow Avenue","Bartow Avenue","Asch Loop & Co Op City Boulevard","Bronx","210.0","BX12","Not Applicable","40.8696670291","-73.8280080097","Co-op City","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","4","BACKLESS 1.0"
"POINT (-73.78078872592593 40.77216397120773)","1312.0","4","Queens","411","19","26","11","6","2981.0","Municipal Facilities","2015-01-30T00:00:00.000","32-24 Corporal Kennedy Street","32-24 Corporal Kennedy Street","Corporal Kennedy Street","32nd Avenue and 33rd Avenue","Queens","411.0","Q28","Not Applicable","40.7721639712","-73.7807887259","Bayside","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.9194268270553 40.76605185140069)","1278.0","4","Queens","401","22","36","12","12","2848.0","General","2014-12-16T00:00:00.000","33-01 30th Avenue","33-01 30th Avenue","30th Avenue","33rd Street and 34th Street","Queens","401.0","Not Applicable","Not Applicable","40.7660518514","-73.9194268271","Astoria (Central)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.85660183935276 40.85698078086645)","2184.0","2","Bronx","211","13","80","34","14","21.0","SBS","2017-03-11T00:00:00.000","Pelham Parkaway at Williamsbridge Road","1130 Pelham Pkwy South","Pelham Parkaway","Williamsbridge Road & Tomlinson Avenue","Bronx","211.0","BX12",,"40.8569807809","-73.8566018394","Morris Park","X","AREA OF MINIMAL FLOOD HAZARD",,"LEANING BAR"
"POINT (-73.921685472326 40.82000025398083)","1576.0","2","Bronx","201","17","84","29","15","3815.0","Bus Route","2017-08-01T00:00:00.000","655 Morris Avenue","655 Morris Avenue","Morris Avenue","E 153rd Street & E 151st Street","Bronx","201.0","BX32","Not Applicable","40.820000254","-73.9216854723","Melrose","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKLESS 1.0"
"POINT (-73.96562879151003 40.79526473189685)","1454.0","1","Manhattan","107","7","69","30","10","1278.0","General","2012-10-15T00:00:00.000","819 Columbus Avenue","819 Columbus Avenue","Columbus Avenue","West 100th and 104th Streets","Manhattan","107.0","Not Applicable","Not Applicable","40.7952647319","-73.9656287915","Upper West Side-Manhattan Valley","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.87497560064662 40.87273678282078)","1831.0","2","Bronx","207","11","80","36","13","2339.0","General","2014-03-19T00:00:00.000","3170 Webster Avenue","3170 Webster Avenue","Webster Avenue","E204th & E205th Street","Bronx","207.0","BX41","Not Applicable","40.8727367828","-73.8749756006","Norwood","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.84573485359856 40.72068418435074)","933.0","4","Queens","406","29","28","16","6","1899.0","General","2013-06-18T00:00:00.000","70-35 Austin Street","70-35 Austin Street","70th Road","Austin Street & Queens Blvd","Queens","406.0","Not Applicable","Not Applicable","40.7206841844","-73.8457348536","Forest Hills","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.9525150928837 40.6519673428915)","356.0","3","Brooklyn","317","40","43","20","9","3265.0","Municipal Facilities","2016-06-09T00:00:00.000","775 Rogers Avenue","775 Rogers Avenue","Rogers Avenue","Martense Street & Linden Boulevard","Brooklyn","317.0","Not Applicable","Not Applicable","40.6519673429","-73.9525150929","East Flatbush-Erasmus","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.82826331481769 40.755676494467295)","1190.0","4","Queens","407","20","40","16","6","497.0","Bus Route","2012-06-20T00:00:00.000","41-99 Main Street","41-99 Main Street","Main Street","Maple and Sanford Avenues","Queens","407.0","Q44","Not Applicable","40.7556764945","-73.8282633148","Flushing-Willets Point","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.88889880523222 40.81795606502597)","1991.0","2","Bronx","202","17","85","32","15","1784.0","General","2013-11-14T00:00:00.000","847 Hunts Point Avenue","847 Hunts Point Avenue","Hunts Point Avenue","Seneca Avenue & Gilbert Place","Bronx","202.0","Not Applicable","Not Applicable","40.817956065","-73.8888988052","Hunts Point","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.8304310411873 40.87633992724214)","2125.0","2","Bronx","210","12","82","36","16","1355.0","General","2013-01-14T00:00:00.000","133 DeFoe Pl","133 DeFoe Place","DeFoe Place","Dreiser Loop and Co Op City Boulevard","Bronx","210.0","BX28","Not Applicable","40.8763399272","-73.8304310412","Co-op City","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKLESS 1.0"
"POINT (-74.0269721415994 40.62073052293102)","195.0","3","Brooklyn","310","43","46","22","11","1492.0","General","2013-01-04T00:00:00.000","8706 Fifth Avenue","8706 Fifth Avenue","5th Avenue","87th Streets and 88th Streets","Brooklyn","310.0","Not Applicable","Not Applicable","40.6207305229","-74.0269721416","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.9476343381608 40.796336358688535)","1461.0","1","Manhattan","111","9","68","30","13","1240.0","General","2012-10-05T00:00:00.000","1660 Madison Avenue","1660 Madison Avenue","Madison Avenue","East 110th and 111th Streets","Manhattan","111.0","Not Applicable","Not Applicable","40.7963363587","-73.9476343382","East Harlem (South)","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKED 1.0"
"POINT (-73.9215579756224 40.741372522786335)","1058.0","4","Queens","402","26","37","12","14","1071.0","BID","2013-02-20T00:00:00.000","43-06 47th Avenue","43-06 47th Avenue","47th Avenue","43rd & 44th Street","Queens","402.0","Not Applicable","Sunnyside Shines","40.7413725228","-73.9215579756","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.98265025196025 40.748034158357015)","1131.0","1","Manhattan","106","2","75","28","12","431.0","Bus Route","2013-04-09T00:00:00.000","191 Madison Avenue","191 Madison Ave","Madison Avenue","E34th Street & E35th Street","Manhattan","106.0","M04","Not Applicable","40.7480341584","-73.982650252","Midtown South-Flatiron-Union Square","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.86790878888183 40.72323235780234)","948.0","4","Queens","406","29","28","15","6","4222.0","Bus Route","2019-01-29T00:00:00.000","63-65 Woodhaven Blvd","63-65 Woodhaven Blvd","Woodhaven Blvd","Everton Street & Penelope Avenue","Queens","406.0","Q52","Not Applicable","40.7232323578","-73.8679087889","Rego Park","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.98643335251221 40.672862148859544)","541.0","3","Brooklyn","306","39","52","20","7","2177.0","General","2013-09-18T00:00:00.000","343 4th Avenue","343 4th Avenue","4th Avenue","5th Street and 3rd Street","Brooklyn","306.0","Not Applicable","Not Applicable","40.6728621489","-73.9864333525","Park Slope","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKED 1.0"
"POINT (-73.94249478406317 40.66541266162974)","459.0","3","Brooklyn","309","35","43","20","9","2049.0","General","2013-06-21T00:00:00.000","389 Kingston Avenue","389 Kingston Avenue","Kingston Avenue","Crown and Montgomery Streets","Brooklyn","309.0","Not Applicable","Not Applicable","40.6654126616","-73.9424947841","Crown Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-74.0127012374858 40.615412335756396)","156.0","3","Brooklyn","310","43","46","22","11","3161.0","General","2015-09-09T00:00:00.000","8320 13th Avenue","8320 13th Avenue","13th Avenue","83rd Street & 84th Street","Brooklyn","310.0","Not Applicable","Not Applicable","40.6154123358","-74.0127012375","Dyker Heights","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.81177236517567 40.81584654520154)","1544.0","2","Bronx","210","13","82","34","14","1531.0","General","2013-01-14T00:00:00.000","150 Throgs Neck Blvd","150 Throgs Neck Blvd","Throgs Neck Blvd","Schurz Road and Harding Avenue","Bronx","210.0","Not Applicable","Not Applicable","40.8158465452","-73.8117723652","Throgs Neck-Schuylerville","X","AREA OF MINIMAL FLOOD HAZARD","4","BACKED 1.0"
"POINT (-73.95564667671934 40.68037540103154)","1921.0","3","Brooklyn","303","36","57","25","8","1106.0","General","2012-09-27T00:00:00.000","537 Franklin Avenue","537 Franklin Avenue","Franklin Avenue","Fulton Street and Lefferts Place","Brooklyn","303.0","Not Applicable","Not Applicable","40.680375401","-73.9556466767","Bedford-Stuyvesant (West)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-74.00780985678472 40.70446386355932)","816.0","1","Manhattan","101","1","65","26","10","2033.0","General","2013-08-08T00:00:00.000","95 Wall Street","95 Water Street","Water Street","Wall Street and Gouveneur Street","Manhattan","101.0","Not Applicable","Alliance for Downtown New York","40.7044638636","-74.0078098568","Financial District-Battery Park City","AE",,"1","BACKED 1.0"
"POINT (-74.01147354992288 40.71444174341751)","901.0","1","Manhattan","101","1","66","26","10","1940.0","BID","2018-07-31T00:00:00.000","255 Greenwich Street","255 Greenwich Street","Murray Street","Greenwhich Street & West Broadway","Manhattan","101.0","Not Applicable","Alliance for Downtown New York","40.7144417434","-74.0114735499","Tribeca-Civic Center","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2","BACKED 2.0"
"POINT (-73.97788456291137 40.67552174956676)","558.0","3","Brooklyn","306","39","52","20","9","1877.0","General","2013-04-11T00:00:00.000","207 6th Avenue","207 6th Avenue","Union Street","6th Avenue & 7th Avenue","Brooklyn","306.0","Not Applicable","Not Applicable","40.6755217496","-73.9778845629","Park Slope","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.92955156631336 40.862317712008355)","1799.0","1","Manhattan","112","10","72","31","13","2983.0","Municipal Facilities","2015-01-15T00:00:00.000","4650 Broadway","4650 Broadway","Broadway","Dongan Place & Sherman Avenue","Manhattan","112.0","M100","Not Applicable","40.862317712","-73.9295515663","Washington Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","6","BACKLESS 1.0"
"POINT (-73.99032710749678 40.68511272294826)","637.0","3","Brooklyn","302","33","52","25","7","2118.0","Community Health Centers","2013-09-10T00:00:00.000","343 Warren Street","343 Warren Street","Warren Street","Hoyt Street and Smith Street","Brooklyn","302.0","Not Applicable","Not Applicable","40.6851127229","-73.9903271075","Downtown Brooklyn-DUMBO-Boerum Hill","X","AREA OF MINIMAL FLOOD HAZARD","4","BACKED 1.0"
"POINT (-74.00559414118827 40.70919130404137)","852.0","1","Manhattan","101","1","65","26","10","1015.0","BID","2012-07-09T00:00:00.000","95 Fulton Street",,"Fulton Street","Gold and William Streets","Manhattan","101.0","Not Applicable","Alliance for Downtown New York","40.709191304","-74.0055941412","Financial District-Battery Park City","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKED 1.0"
"POINT (-73.89705433881575 40.862535353570195)","1891.0","2","Bronx","207","15","78","33","13","1690.0","BID","2013-02-07T00:00:00.000","N. Overpass Grand Concourse & E. Fordham Road",,,"Grand Concourse and E. Fordham Road","Bronx","207.0","Not Applicable","Fordham Road","40.8625353536","-73.8970543388","University Heights (North)-Fordham","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.94896994561135 40.78186910484237)","1378.0","1","Manhattan","108","5","73","29","12","3849.0","General","2017-07-05T00:00:00.000","245 E 92nd Street","1779 2nd Avenue","2nd Avenue","2nd Avenue & 3rd Avenue","Manhattan","108.0","Not Applicable","Not Applicable","40.7818691048","-73.9489699456","Upper East Side-Yorkville","X","AREA OF MINIMAL FLOOD HAZARD","6","BACKED 2.0"
"POINT (-73.99119734239088 40.75115271386055)","2168.0","1","Manhattan","105","3","75","31","10","5.0","SBS","2016-11-30T00:00:00.000","242 W 34th Street","242 W 34th Street","W 34th Street","7th Avenue & 8th Avenue","Manhattan","0.0","M34",,"40.7511527139","-73.9911973424","Midtown South-Flatiron-Union Square","X","AREA OF MINIMAL FLOOD HAZARD",,"LEANING BAR"
"POINT (-73.92285838372023 40.74339905538769)","1086.0","4","Queens","402","26","37","12","14","1078.0","BID","2012-09-11T00:00:00.000","41-16 Queens Blvd","41-16 Queens Blvd","Queens Blvd","41st and 42nd Streets","Queens","402.0","Not Applicable","Sunnyside Shines","40.7433990554","-73.9228583837","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.92688419715482 40.81069841534338)","1513.0","2","Bronx","201","8","84","29","15","1993.0","General","2015-06-04T00:00:00.000","188 Lincoln Avenue","300 East 138th Street","E. 138th Street","Lincoln Avenue & Alexander Avenue","Bronx","201.0","BX33","Not Applicable","40.8106984153","-73.9268841972","Mott Haven-Port Morris","X","AREA OF MINIMAL FLOOD HAZARD","4","BACKLESS 1.0"
