"development_name","borough","account_name","location","meter_amr","meter_scope","tds","edp","rc_code","funding_source","amp","vendor_name","umis_bill_id","revenue_month","service_start_date","service_end_date","days","meter_number","estimated","current_charges","rate_class","bill_analyzed","consumption_mlbs"
"AMSTERDAM ADDITION","MANHATTAN","AMSTERDAM ADDITION","BLD 01","AMR",,"187","453","M018700","MIXED FINANCE/LLC1","NY005021870P","CONSOLIDATED EDISON COMPANY OF NY","11254949","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","331058","N","0","SC3","Yes","0"
"WSUR (SITE A) 120 WEST 94TH STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11254954","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","621295","N","11591.81","SC3","Yes","349.63"
"WSUR (SITE A) 120 WEST 94TH STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11254954","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","622030","N","4945.99","SC3","Yes","149.18"
"FULTON","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","11254959","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","63121","N","106797.69","SC3","Yes","3907"
"FULTON","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","11254959","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","64031","N","90806.74","SC3","Yes","3322"
"THOMAS APARTMENTS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11254964","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","622046","N","7717.44","SC3","Yes","233.28"
"THOMAS APARTMENTS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11254964","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","621262","N","9020.88","SC3","Yes","272.68"
"WSUR (SITE C) 589 AMSTERDAM AVENUE","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11255079","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","621181","N","9539.78","SC3","Yes","313.46"
"WSUR (SITE C) 589 AMSTERDAM AVENUE","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11255079","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","631052","N","22887.13","SC3","Yes","752.03"
"GOMPERS","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","11255085","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","62340","N","44978.13","SC3","Yes","1591.4"
"GOMPERS","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","11255085","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","62135","N","39854.01","SC3","Yes","1410.1"
"DE HOSTOS APARTMENTS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11255091","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","641095","N","23824.93","SC3","Yes","817.92"
"DE HOSTOS APARTMENTS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11255091","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","621273","N","14768.24","SC3","Yes","507"
"STRAUS","MANHATTAN","STRAUS","BLD 01","AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","11255094","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","632064","N","14279.7","SC3","Yes","494.62"
"STRAUS","MANHATTAN","STRAUS",,"AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","11255094","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","7210299","N","31636.07","SC3","Yes","1095.81"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11255098","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","7220091","N","5588.48","SC3","Yes","166"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11255098","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","7110098","N","4130.43","SC3","Yes","122.69"
"SEWARD PARK EXTENSION","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","11255102","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","632136","N","18052.47","SC3","Yes","622.7"
"SEWARD PARK EXTENSION","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","11255102","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","621076","N","24114.42","SC3","Yes","831.8"
"ROBBINS PLAZA","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","11255104","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","621132","N","22230.78","SC3","Yes","720.45"
"ROBBINS PLAZA","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","11255104","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","610014","N","5711.28","SC3","Yes","185.09"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 19","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11255107","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","621044","N","30.07","SC3","Yes","0.92"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 19","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11255107","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","622092","N","17919.51","SC3","Yes","548.24"
"CAMPOS PLAZA II","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA II ALL","286","593","M028600","FEDERAL","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","11255117","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","630022-593","N","18238.7","SC3","Yes","636.46"
"CAMPOS PLAZA II","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA II ALL","286","593","M028600","FEDERAL","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","11255117","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","632026-593","N","10489.41","SC3","Yes","366.04"
"CAMPOS PLAZA I","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA I ALL","257","544","M025700","SECTION 8","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","11255117","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","630022-544","N","16435.52","SC3","Yes","573.54"
"CAMPOS PLAZA I","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA I ALL","257","544","M025700","SECTION 8","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","11255117","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","632026-544","N","9452.56","SC3","Yes","329.86"
"WSUR (SITE B) 74 WEST 92ND STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE B)","BLD 05","AMR",,"173","259","M017300","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11255120","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","7220047","N","10508.5","SC3","Yes","346.87"
"WSUR (SITE B) 74 WEST 92ND STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE B)","BLD 05","AMR",,"173","259","M017300","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11255120","2022-04","2022-03-31T00:00:00.000","2022-04-29T00:00:00.000","29","7310022","N","23752.97","SC3","Yes","784.05"
"STRAUS","MANHATTAN","STRAUS",,"AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","11154875","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","7210299","N","46196.34","SC3","Yes","1461.29"
"STRAUS","MANHATTAN","STRAUS","BLD 01","AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","11154875","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","632064","N","44217.98","SC3","Yes","1398.71"
"SEWARD PARK EXTENSION","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","11154883","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","632136","N","32942.48","SC3","Yes","1018"
"SEWARD PARK EXTENSION","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","11154883","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","621076","N","37689.69","SC3","Yes","1164.7"
"THOMAS APARTMENTS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11154889","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","622046","N","8543.03","SC3","Yes","254.5"
"THOMAS APARTMENTS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11154889","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","621262","N","10860.9","SC3","Yes","323.55"
"AMSTERDAM ADDITION","MANHATTAN","AMSTERDAM ADDITION","BLD 01","AMR",,"187","453","M018700","MIXED FINANCE/LLC1","NY005021870P","CONSOLIDATED EDISON COMPANY OF NY","11154893","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","321136","N","49331.42","SC3","Yes","1594.45"
"AMSTERDAM ADDITION","MANHATTAN","AMSTERDAM ADDITION","BLD 01","AMR",,"187","453","M018700","MIXED FINANCE/LLC1","NY005021870P","CONSOLIDATED EDISON COMPANY OF NY","11154893","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","331058","N","0","SC3","Yes","0"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11154897","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","7220091","N","7435.04","SC3","Yes","209.78"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11154897","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","7110098","N","4546.16","SC3","Yes","128.27"
"GOMPERS","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","11154900","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","62340","N","74639.57","SC3","Yes","2404.4"
"GOMPERS","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","11154900","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","62135","N","56765.07","SC3","Yes","1828.6"
"DE HOSTOS APARTMENTS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11154911","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","641095","N","41861.57","SC3","Yes","1400.41"
"DE HOSTOS APARTMENTS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11154911","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","621273","N","15990.02","SC3","Yes","534.92"
"ROBBINS PLAZA","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","11154915","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","621132","N","31988","SC3","Yes","966.01"
"ROBBINS PLAZA","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","11154915","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","610014","N","28222.67","SC3","Yes","852.3"
"WSUR (SITE C) 589 AMSTERDAM AVENUE","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11154919","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","621181","N","9510","SC3","Yes","294.23"
"WSUR (SITE C) 589 AMSTERDAM AVENUE","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11154919","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","631052","N","38402.64","SC3","Yes","1188.14"
"FULTON","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","11154923","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","64031","N","188631.83","SC3","Yes","6451"
"FULTON","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","11154923","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","63121","N","116290.31","SC3","Yes","3977"
"WSUR (SITE B) 74 WEST 92ND STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE B)","BLD 05","AMR",,"173","259","M017300","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11154926","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","7310022","N","29569.9","SC3","Yes","944.4"
"WSUR (SITE B) 74 WEST 92ND STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE B)","BLD 05","AMR",,"173","259","M017300","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11154926","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","7220047","N","11910.31","SC3","Yes","380.39"
"CAMPOS PLAZA I","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA I ALL","257","544","M025700","SECTION 8","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","11154931","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","630022-544","N","21611.16","SC3","Yes","714.32"
"CAMPOS PLAZA II","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA II ALL","286","593","M028600","FEDERAL","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","11154931","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","630022-593","N","23981.95","SC3","Yes","792.68"
"CAMPOS PLAZA I","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA I ALL","257","544","M025700","SECTION 8","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","11154931","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","632026-544","N","12046","SC3","Yes","398.16"
"CAMPOS PLAZA II","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA II ALL","286","593","M028600","FEDERAL","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","11154931","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","632026-593","N","13367.54","SC3","Yes","441.84"
"WSUR (SITE A) 120 WEST 94TH STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11154933","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","621295","N","16840.18","SC3","Yes","467.78"
"WSUR (SITE A) 120 WEST 94TH STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11154933","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","622030","N","7103.92","SC3","Yes","197.33"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 19","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11255112","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","622092","Y","20360.13","SC3","Yes","575.9"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 19","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11255112","2022-03","2022-02-28T00:00:00.000","2022-03-31T00:00:00.000","31","621044","Y","32.17","SC3","Yes","0.91"
"DE HOSTOS APARTMENTS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11014854","2022-02","2022-01-31T00:00:00.000","2022-02-28T00:00:00.000","28","621273","N","16308.69","SC3","Yes","494.96"
"POLO GROUNDS TOWERS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11014854","2022-02","2022-01-31T00:00:00.000","2022-02-28T00:00:00.000","28","621273","N","16308.69","SC3","Yes","494.96"
"DE HOSTOS APARTMENTS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11014854","2022-02","2022-01-31T00:00:00.000","2022-02-28T00:00:00.000","28","641095","N","57473.85","SC3","Yes","1744.3"
"POLO GROUNDS TOWERS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11014854","2022-02","2022-01-31T00:00:00.000","2022-02-28T00:00:00.000","28","641095","N","57473.85","SC3","Yes","1744.3"
"POLO GROUNDS TOWERS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11014859","2022-02","2022-01-31T00:00:00.000","2022-02-28T00:00:00.000","28","622046","N","9455.06","SC3","Yes","258.87"
"THOMAS APARTMENTS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11014859","2022-02","2022-01-31T00:00:00.000","2022-02-28T00:00:00.000","28","622046","N","9455.06","SC3","Yes","258.87"
"THOMAS APARTMENTS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11014859","2022-02","2022-01-31T00:00:00.000","2022-02-28T00:00:00.000","28","621262","N","14613.02","SC3","Yes","400.09"
"POLO GROUNDS TOWERS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11014859","2022-02","2022-01-31T00:00:00.000","2022-02-28T00:00:00.000","28","621262","N","14613.02","SC3","Yes","400.09"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11014861","2022-02","2022-01-31T00:00:00.000","2022-02-28T00:00:00.000","28","7220091","N","8310.16","SC3","Yes","215.57"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11014861","2022-02","2022-01-31T00:00:00.000","2022-02-28T00:00:00.000","28","7110098","N","4788.65","SC3","Yes","124.22"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11014861","2022-02","2022-01-31T00:00:00.000","2022-02-28T00:00:00.000","28","7220091","N","8310.16","SC3","Yes","215.57"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11014861","2022-02","2022-01-31T00:00:00.000","2022-02-28T00:00:00.000","28","7110098","N","4788.65","SC3","Yes","124.22"
"WSUR (SITE C) 589 AMSTERDAM AVENUE","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11027477","2022-02","2022-01-31T00:00:00.000","2022-02-28T00:00:00.000","28","621181","N","9967.81","SC3","Yes","288.34"
"WSUR (SITE C) 589 AMSTERDAM AVENUE","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11027477","2022-02","2022-01-31T00:00:00.000","2022-02-28T00:00:00.000","28","631052","N","38605.3","SC3","Yes","1116.74"
"FULTON","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","11027485","2022-02","2022-01-31T00:00:00.000","2022-02-28T00:00:00.000","28","63121","N","111363.35","SC3","Yes","3577"
"FULTON","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","11027485","2022-02","2022-01-31T00:00:00.000","2022-02-28T00:00:00.000","28","64031","N","282377.84","SC3","Yes","9070"
"STRAUS","MANHATTAN","STRAUS","BLD 01","AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","11027490","2022-02","2022-01-31T00:00:00.000","2022-02-28T00:00:00.000","28","621311","N","0","SC3","Yes","0"
