"objectid","dbh","tpstructure","tpcondition","stumpdiameter","plantingspaceglobalid","geometry","globalid","genusspecies","createddate","updateddate","planteddate","riskrating","riskratingdate","location"
"105241","32","Full","Fair",,"0350403B-D126-4F97-9B75-E3C8F28AF889","POINT (-74.0923943502677531 40.6222720632064451)","7BF37D82-1AB2-497E-B64A-E3BA85BFB788","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2019-11-19 15:05:00.0000000",,"7","2019-11-19 15:05:00.0000000","POINT (-74.09239435026775 40.622272063206445)"
"105242","38","Full","Fair",,"48BAC092-4729-409A-AB63-C9FE374085F2","POINT (-74.0927708959873144 40.6218945282239474)","A8EBBEFD-57DD-446A-84F5-9874846C74EE","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2022-07-26 16:42:13.0000000",,"6","2022-07-26 16:42:13.0000000","POINT (-74.09277089598731 40.62189452822395)"
"105243","40","Full","Fair",,"E138B1AF-8974-48BC-9290-19447B1C06B7","POINT (-74.0927860887305343 40.6218056841735020)","F0D6EE31-3DDE-4388-AE80-BCCBFE3DE52C","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2022-07-25 15:29:27.0000000",,"7","2022-07-25 15:29:27.0000000","POINT (-74.09278608873053 40.6218056841735)"
"105244","5","Retired","Good",,"6D9A258F-A1AF-4E9F-9906-B8708D563835","POINT (-74.1314953918892172 40.6359307781190253)","5D4FA380-E18B-4948-B9AA-6A94CB742772","Prunus serrulata 'Green leaf' - 'Green leaf' Japanese flowering cherry","2015-03-17 04:00:00.0000000","2022-03-14 16:19:54.0000000",,,,"POINT (-74.13149539188922 40.635930778119025)"
"105245","20","Full","Fair",,"0F2309CA-FB48-4BC2-9D09-4EEDCDAE4517","POINT (-74.1313759372344805 40.6358516468351496)","C7FADDA4-2C81-4BE1-A7A7-B3C9413B57E9","Prunus serrulata 'Green leaf' - 'Green leaf' Japanese flowering cherry","2015-03-17 04:00:00.0000000","2022-03-16 01:44:31.0000000",,"5","2022-03-16 01:44:31.0000000","POINT (-74.13137593723448 40.63585164683515)"
"105246","14","Full","Good",,"B603A89F-56EC-41E7-BB00-5EC03C6B8BF7","POINT (-74.1307444104898252 40.6362811005873681)","3E3E7C21-2133-47D4-A465-59FE58A80B98","Prunus serrulata 'Green leaf' - 'Green leaf' Japanese flowering cherry","2015-03-17 04:00:00.0000000","2022-03-16 02:07:49.0000000",,"4","2022-03-16 02:07:49.0000000","POINT (-74.13074441048983 40.63628110058737)"
"105247","11","Full","Good",,"BA812BBF-3439-4D74-BFD3-9B6F8850C4BA","POINT (-74.1306593298748737 40.6363562507226632)","45DFB180-BDD8-47ED-B8E3-821CDDDAEAD8","Acer - maple","2015-03-17 04:00:00.0000000","2022-03-15 14:29:10.0000000",,"3","2022-03-15 14:29:10.0000000","POINT (-74.13065932987487 40.63635625072266)"
"105252","34","Retired","Fair",,"31FD2C6C-6F40-4FF7-8F96-4C50606616D8","POINT (-74.0731781309627166 40.5933452471581973)","7D2CD6FF-23A8-4C3C-88F4-D9BC7B67145E","Quercus palustris - pin oak","2015-03-17 04:00:00.0000000","2015-10-20 18:49:00.0000000",,,,"POINT (-74.07317813096272 40.5933452471582)"
"105623","40","Full","Good",,"B9CDEC40-FE3F-4935-9933-F8900D1D9A64","POINT (-74.0911168541299361 40.6231223445096035)","38672D50-80F4-453B-B526-20DA1D4AF0C9","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000",,,,,"POINT (-74.09111685412994 40.6231223445096)"
"105624","50","Full","Good",,"127F65AB-2C25-4D6B-8191-60008E9B1839","POINT (-74.0909835075918295 40.6229820288251560)","59090680-3670-4A8A-9D84-C1776D61310E","Platanus occidentalis - American sycamore","2015-03-17 04:00:00.0000000","2016-10-12 16:55:02.0000000",,,,"POINT (-74.09098350759183 40.622982028825156)"
"105625","36","Full","Good",,"A04F40D5-37F4-48B6-8107-7152E3093CA5","POINT (-74.0911961805407486 40.6228427776784073)","A4F6BD23-3141-4301-A878-3CD1DCF3EE08","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000",,,,,"POINT (-74.09119618054075 40.62284277767841)"
"105626","40","Full","Good",,"A38A992B-0829-489F-8ADF-24518688D7F0","POINT (-74.0913460228525338 40.6224008088699478)","32E441DC-08EC-451B-98AB-5ACEA53E8906","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000",,,,,"POINT (-74.09134602285253 40.62240080886995)"
"105627","40","Full","Good",,"08B12367-F84D-4FB8-B0BE-02ED8642D83E","POINT (-74.0913224632684546 40.6220777054464435)","F4F60C18-762D-432C-B2BE-3CFF1FA31ED1","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2016-10-17 15:07:19.0000000",,,,"POINT (-74.09132246326845 40.62207770544644)"
"105628","16","Full","Good",,"5BF9919B-0EFC-45FA-96AC-D682BDC8F50A","POINT (-74.0895204848777809 40.6224764309235269)","C0933BFB-08B9-452B-9DF4-45A61572241B","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2016-10-17 14:38:58.0000000",,,,"POINT (-74.08952048487778 40.62247643092353)"
"105629","22","Retired","Poor",,"4A2A805F-63BD-44CA-BAAE-2759B37A6F3F","POINT (-73.7924602934885883 40.7362846305618476)","9CA9D418-E83D-4BEA-8E8F-7B5F529D6CEA","Acer rubrum - red maple","2015-03-17 04:00:00.0000000","2019-08-15 13:27:26.0000000",,,,"POINT (-73.79246029348859 40.73628463056185)"
"105630","15","Full","Good",,"5FF4F742-0F93-42F6-BD74-CF8860AA8572","POINT (-74.0886140926355523 40.6227494074167126)","9BF339C6-CEE1-4F6C-A939-BDF80A0ED04D","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000",,,,,"POINT (-74.08861409263555 40.62274940741671)"
"105631","28","Full","Good",,"E77B82AC-22B3-446B-915E-3D95A35AB059","POINT (-74.0886779147790122 40.6235183758233731)","3CAEE583-FCDE-4294-8990-34B67B158A5C","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2015-03-17 04:00:00.0000000",,,,"POINT (-74.08867791477901 40.62351837582337)"
"105632","30","Full","Fair",,"5EB02890-662C-4B95-9B58-305A5A8F90D0","POINT (-74.0894989481122934 40.6233374267476606)","D463FB8A-76CC-49C7-A092-307E172400B5","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2021-06-07 17:43:23.0000000",,"9","2021-06-07 17:43:23.0000000","POINT (-74.0894989481123 40.62333742674766)"
"105633","40","Full","Good",,"1F0077EB-82DE-4313-8F50-1CF4C20886BC","POINT (-74.0896993939910544 40.6234578658354124)","71AA3B1D-537E-4C96-8203-1D5550590F58","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000",,,,,"POINT (-74.08969939399105 40.62345786583541)"
"105634","38","Full","Fair",,"6EDE0F3F-6492-464B-B5AD-7AD603E52230","POINT (-74.0898272783170313 40.6233088163988398)","8EE569B4-1972-4769-9186-8100EBE10826","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2018-08-23 18:19:49.0000000",,"8","2018-08-23 14:19:47.0000000","POINT (-74.08982727831703 40.62330881639884)"
"105635","30","Full","Fair",,"19349EDA-3833-485A-AFFB-4638B0D41A08","POINT (-74.0901548903444507 40.6234082279357338)","7F21162B-5154-4C7B-9483-320F7603392D","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2019-04-23 17:59:48.0000000",,"8","2019-04-23 13:59:47.0000000","POINT (-74.09015489034445 40.623408227935734)"
"105636","36","Full","Good",,"408ACB97-485B-4B32-8A1B-7A63A6521FEA","POINT (-74.0904142637496221 40.6232835318989416)","FEE86F44-602F-49A7-AC66-9065F15950A4","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2016-10-17 15:22:54.0000000",,,,"POINT (-74.09041426374962 40.62328353189894)"
"105637","8","Full","Good",,"FC83D175-BE43-41AB-9B0C-89D283DC5357","POINT (-74.0920502971561490 40.6229982991042746)","5F6F1C40-1DB4-413C-92CB-D392FC250643","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000",,,,,"POINT (-74.09205029715615 40.622998299104275)"
"105638","7","Full","Good",,"82C1E20A-3D50-4262-88FC-22CEE030860C","POINT (-74.0920581885823850 40.6229298502408298)","DB4D4172-70A5-46FC-B875-2851304B11E4","Pyrus calleryana - Callery pear","2015-03-17 04:00:00.0000000",,,,,"POINT (-74.09205818858239 40.62292985024083)"
"105639","45","Full","Good",,"C2B9CCF3-3E31-4D3F-BD16-9EE9F9B46192","POINT (-74.0922661053802187 40.6228425478350061)","2ADD905A-8D93-4F19-8CF6-05775DF85465","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2016-10-17 16:01:05.0000000",,,,"POINT (-74.09226610538022 40.622842547835006)"
"105640","29","Full","Fair",,"8CBCB663-1FDA-4269-8621-325E11B517AD","POINT (-74.0922756182751669 40.6225303143251111)","C326BA30-418A-4F81-8B38-0CFB93EAFF3D","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2018-08-07 16:37:53.0000000",,"8","2018-08-07 12:37:51.0000000","POINT (-74.09227561827517 40.62253031432511)"
"105641","5","Full","Good",,"6BBDC781-A437-4915-8569-81A08A0861A6","POINT (-74.0925404358066970 40.6223353023831848)","BA045A82-A07D-4064-85EA-A94FD49E7906","Prunus serrulata 'Not Green leaf' - 'Not Green leaf' Japanese flowering cherry","2015-03-17 04:00:00.0000000",,,,,"POINT (-74.0925404358067 40.622335302383185)"
"105642","17","Retired","Critical",,"A4437875-C119-4CB3-8028-BEAD5EC925B3","POINT (-73.8249700112944396 40.8402371743918806)","3D673D3B-1D62-4205-BC91-BDFBC5C1A55F","Acer platanoides - Norway maple","2015-03-17 04:00:00.0000000","2018-04-11 13:58:49.0000000",,,,"POINT (-73.82497001129444 40.84023717439188)"
"105643","60","Full","Good",,"84760C1A-830C-4C3C-8CFD-2013084A382E","POINT (-74.0926236613290143 40.6218181993171825)","1A3BE568-E58E-4D9B-9B2C-645B870D77D8","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2016-10-17 15:01:09.0000000",,,,"POINT (-74.09262366132901 40.62181819931718)"
"105644","8","Full","Good",,"0C3099E6-B930-4A78-A551-A1583C1DE9DF","POINT (-74.1309198829974179 40.6356527579766080)","269DB699-893C-432B-897F-62039EFD4DD9","Prunus serrulata 'Green leaf' - 'Green leaf' Japanese flowering cherry","2015-03-17 04:00:00.0000000","2022-03-16 01:51:00.0000000",,"3","2022-03-16 01:51:00.0000000","POINT (-74.13091988299742 40.63565275797661)"
"105645","31","Full","Fair",,"E5692840-E875-4D12-8087-CCBC86B3AC9B","POINT (-73.9551024225729776 40.6649526958486334)","A2775503-E53A-46CA-B2B3-3B2DEB51320B","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2016-10-14 19:41:17.0000000",,,,"POINT (-73.95510242257298 40.66495269584863)"
"105646","16","Full","Fair",,"A255A3F5-3CF2-43AF-B9E3-2AF416D96F0B","POINT (-74.1300713493768910 40.6376984648440711)","5560A137-6DD3-46F4-A6E8-E4A12135C5CC","Acer - maple","2015-03-17 04:00:00.0000000","2022-03-16 02:25:46.0000000",,"5","2022-03-16 02:25:46.0000000","POINT (-74.13007134937689 40.63769846484407)"
"106023","45","Full","Good",,"533E72CD-C292-419A-AB4D-B6C85EA2F9AB","POINT (-74.0902435684041194 40.6225830800463470)","379E14BD-4740-4FE7-B985-656579FF093F","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2016-10-17 15:06:26.0000000",,,,"POINT (-74.09024356840412 40.62258308004635)"
"106024","18","Full","Good",,"925C1CB2-EF49-4A29-AD02-C4A7CE5FE193","POINT (-74.0898687498816173 40.6224766292503361)","1173249B-C631-4594-A0CE-E2642D39BB6A","Platanus occidentalis - American sycamore","2015-03-17 04:00:00.0000000",,,,,"POINT (-74.08986874988162 40.622476629250336)"
"106025","45","Full","Good",,"7ED8C04B-462E-461F-A55C-DF09ED43245B","POINT (-74.0900722555446549 40.6225918930869838)","8353170F-5872-4946-9F6F-6C5435322E94","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2016-10-12 18:59:07.0000000",,,,"POINT (-74.09007225554465 40.622591893086984)"
"106026","32","Full","Fair",,"0D13AC4F-7929-40B5-A90F-7AD38606CB37","POINT (-74.0895493068484114 40.6226197015143882)","DF13F8A3-3063-4790-A961-AF433038D2B8","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2017-01-12 10:59:36.0000000",,,,"POINT (-74.08954930684841 40.62261970151439)"
"106027","30","Full","Good",,"757859E8-D583-4E16-B36D-766D4CAC5B6E","POINT (-74.0892948159055749 40.6226633626837526)","C6A664D9-568E-4772-B026-235E45EF4A07","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000",,,,,"POINT (-74.08929481590557 40.62266336268375)"
"106028","15","Retired","Dead","17","1963A7D6-B350-4822-BFA0-59C4B1E91DE7","POINT (-74.0893407349880704 40.6225140972134753)","EA8CC312-0A04-40FA-B117-BD4C9447CFB8","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2017-12-01 13:12:55.0000000",,,,"POINT (-74.08934073498807 40.622514097213475)"
"106029","28","Shaft","Good",,"5FFAC3D1-0AC7-44D3-9542-8B5C1E840739","POINT (-74.0890301774695672 40.6226783331991257)","BBDFCCFE-3DA1-4334-A9C2-325AF1A73013","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2016-10-12 16:58:01.0000000",,,,"POINT (-74.08903017746957 40.622678333199126)"
"106030","16","Full","Good",,"1DB3933E-DF49-4B61-9F10-FD642D5D56E5","POINT (-74.0890124275226754 40.6225322216248230)","DCAF0766-4ED0-460C-9D19-5C1280E4EFCD","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2016-10-17 14:37:35.0000000",,,,"POINT (-74.08901242752268 40.62253222162482)"
"106031","28","Full","Good",,"C2E8AAB2-4143-426F-9BC2-90B98A9C3581","POINT (-73.9160709552824216 40.8300383499958457)","9B813B07-24FC-4BEB-8ACE-29DDD9E35A01","Quercus rubra - northern red oak","2015-03-17 04:00:00.0000000","2022-03-15 19:12:10.0000000",,"5","2022-03-15 19:12:10.0000000","POINT (-73.91607095528242 40.830038349995846)"
"106032","31","Full","Fair",,"2C9E98D9-015E-461A-9A45-2820AE4690B5","POINT (-74.0891591626246964 40.6234910240126084)","1E399C55-899A-4E48-A20B-70E0AA5D27AF","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2020-09-08 15:25:14.0000000",,"8","2020-09-08 15:25:14.0000000","POINT (-74.0891591626247 40.62349102401261)"
"106033","32","Full","Good",,"85EFFDA9-722F-406D-ACAE-47DB150F6E3A","POINT (-74.0891526637770141 40.6233609264707596)","EF641C4D-EEF5-48F5-A182-5DE7527DB4E8","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2016-10-12 19:15:59.0000000",,,,"POINT (-74.08915266377701 40.62336092647076)"
"106034","60","Full","Fair",,"1CB8FEC1-C93C-4EBC-97AE-0B9D2B362268","POINT (-74.0893050916924807 40.6233506821682511)","AB115A42-38E5-41CE-A4B4-2B46C26AD1AF","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2022-09-15 16:49:21.0000000",,"8","2022-09-15 16:49:21.0000000","POINT (-74.08930509169248 40.62335068216825)"
"106035","34","Full","Good",,"3FBC0D45-6E27-468B-B1EC-BD550008D01E","POINT (-74.0900088340271168 40.6233016082719232)","06F3B2FE-C357-4EE7-B328-062806B71C51","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000",,,,,"POINT (-74.09000883402712 40.62330160827192)"
"106036","35","Full","Good",,"E05883C7-402A-4CCD-9DD0-7834A055E972","POINT (-74.0905936285680582 40.6234133686218755)","760D299E-81D8-4643-AAF2-FFEA627D327D","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000",,,,,"POINT (-74.09059362856806 40.623413368621875)"
"106037","34","Full","Good",,"3E00D8E9-EC25-41F3-AE4E-B2CD916FD597","POINT (-73.8702867928760725 40.7686451839594710)","7598747D-A607-48AC-B046-21A1F80BAF7A","Quercus palustris - pin oak","2015-03-17 04:00:00.0000000","2022-12-16 19:57:16.0000000",,"4","2022-12-16 19:57:16.0000000","POINT (-73.87028679287607 40.76864518395947)"
"106038","36","Full","Fair",,"B742846B-6D35-4C88-ACB9-4B843DC5CB31","POINT (-74.0903635201660506 40.6234078394090758)","16EAB63E-6750-43D3-BAC3-E9C1910E0295","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2019-05-06 19:42:13.0000000",,"7","2019-05-06 15:31:19.0000000","POINT (-74.09036352016605 40.623407839409076)"
"106039","30","Full","Good",,"CC84059E-E6B9-49CF-8BF2-3105262E4509","POINT (-74.0924095976594543 40.6221826970833320)","E7FAA28F-509A-4974-AB2B-C389B3FB9C6D","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000",,,,,"POINT (-74.09240959765945 40.62218269708333)"
"106040","36","Full","Good",,"8D08A79D-E02E-43EF-BF4F-01E241FE8141","POINT (-74.0927182674552114 40.6219421448032492)","5F8AE6DD-0B1D-40EE-9CD8-7607A353646A","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2016-10-17 16:06:40.0000000",,,,"POINT (-74.09271826745521 40.62194214480325)"
"106042","7","Full","Good",,"510C45E4-5A3F-417E-B386-3B209673AECC","POINT (-74.1315543526725236 40.6359247093080214)","65D4789A-C9B3-46DA-AC3B-4BA2FBB79A73","Prunus serrulata 'Green leaf' - 'Green leaf' Japanese flowering cherry","2015-03-17 04:00:00.0000000","2022-03-16 01:43:23.0000000",,"3","2022-03-16 01:43:23.0000000","POINT (-74.13155435267252 40.63592470930802)"
"106043","20","Stump","Dead","26","56D26523-DCF7-4ADC-AF97-391DE3D4680C","POINT (-74.1314199975865051 40.6357648954222270)","7782305C-21AE-4FA4-9443-453A0B0E9864","Ulmus pumila - Siberian elm","2015-03-17 04:00:00.0000000","2022-06-21 16:04:38.0000000",,"8","2021-11-04 16:36:03.0000000","POINT (-74.1314199975865 40.63576489542223)"
"106044","8","Retired","Good",,"5B6386BE-937C-459E-99E0-AA0109F189FE","POINT (-74.1311796318437075 40.6358003392324889)","750A7811-AE1A-4886-ABC7-F8C534754252","Prunus serrulata 'Green leaf' - 'Green leaf' Japanese flowering cherry","2015-03-17 04:00:00.0000000","2022-03-14 16:21:02.0000000",,,,"POINT (-74.13117963184371 40.63580033923249)"
"106046","5","Retired","Good",,"7815A67B-C2B2-4F8B-8F70-B1AF207161EC","POINT (-74.1310227937218826 40.6363859703647989)","FDB1D251-6922-405C-96DB-FCC4A7EA01BB","Tilia cordata - littleleaf linden","2015-03-17 04:00:00.0000000","2022-03-15 14:59:46.0000000",,,,"POINT (-74.13102279372188 40.6363859703648)"
"106047","6","Retired","Good",,"2831E66F-503A-410E-86FF-6A7F0EBA84BD","POINT (-74.1309453598906174 40.6365062289126868)","73937E37-4B10-4561-9892-D935F1955C35","Platanus x acerifolia - London planetree","2015-03-17 04:00:00.0000000","2022-03-15 14:30:25.0000000",,,,"POINT (-74.13094535989062 40.63650622891269)"
"106048","15","Full","Good",,"C81D647E-7BF7-450F-992B-AF9F1C546A63","POINT (-74.1309478808364588 40.6363702182618027)","B8D9AC11-F63F-4DBA-909F-E8AC23C4A203","Tilia cordata - littleleaf linden","2015-03-17 04:00:00.0000000","2022-03-16 02:06:25.0000000",,"5","2022-03-16 02:06:25.0000000","POINT (-74.13094788083646 40.6363702182618)"
"106049","10","Full","Good",,"13FB22E9-1A1F-4E74-AF6E-58781E55AAE2","POINT (-74.1308799651171029 40.6363241150629406)","2C72FFB7-C6D6-43C9-A34B-4984E4BFB248","Tilia cordata - littleleaf linden","2015-03-17 04:00:00.0000000","2022-03-16 02:07:09.0000000",,"3","2022-03-16 02:07:09.0000000","POINT (-74.1308799651171 40.63632411506294)"
"106050","10","Retired","Good",,"ED660D60-B69E-4A12-9FB8-A11656C60788","POINT (-74.1308008534663259 40.6362919692377034)","80521032-5DD3-4916-9A4F-5AF64DDF737F","Acer - maple","2015-03-17 04:00:00.0000000","2022-03-15 14:57:15.0000000",,,,"POINT (-74.13080085346633 40.6362919692377)"
"106051","38","Retired","Poor",,"B43138F6-C35A-4D92-AD3B-349090E22681","POINT (-73.7748092719458839 40.7652741553254856)","5BEDDF7D-B268-4488-A2DE-F86A71E03C1B","Acer saccharinum - silver maple","2015-03-17 04:00:00.0000000","2019-06-11 15:28:47.0000000",,,,"POINT (-73.77480927194588 40.765274155325486)"
"106052","8","Stump","Dead",,"B32C0D7F-242B-464D-91C0-92AE3D96995C","POINT (-73.8713724389940296 40.7302908171708822)","B604D487-F2D4-4E0A-B0A3-D08EDB362B03","Prunus serrulata 'Green leaf' - 'Green leaf' Japanese flowering cherry","2015-03-17 04:00:00.0000000",,,,,"POINT (-73.87137243899403 40.73029081717088)"
"106053","7","Full","Dead",,"D0E58832-F525-4091-8F01-F5C478D44B32","POINT (-73.9381608335158518 40.6762848629074654)","8B50E21E-5E8C-41FA-9CA7-5936C07B85B1","Gleditsia triacanthos var. inermis - Thornless honeylocust","2015-03-17 04:00:00.0000000","2016-10-14 13:22:49.0000000",,,,"POINT (-73.93816083351585 40.676284862907465)"
"106054","7","Stump","Dead",,"72A27A9A-077B-4CE9-A7AF-CAC45DCB631B","POINT (-73.9381479983310754 40.6763132364111684)","B0BD7688-9974-4A06-B80A-53504D5F311B","Gleditsia triacanthos var. inermis - Thornless honeylocust","2015-03-17 04:00:00.0000000","2015-03-20 04:00:00.0000000",,,,"POINT (-73.93814799833108 40.67631323641117)"
"106055","19","Retired","Poor",,"13BB4C86-2963-4303-997C-DFCD4E8A7E7D","POINT (-74.0730489719222049 40.5931368486147051)","FEAE6BB5-E3D9-426F-A4A5-2E4BD16499A2","Acer - maple","2015-03-17 04:00:00.0000000","2017-04-11 10:15:16.0000000",,,,"POINT (-74.0730489719222 40.593136848614705)"
"106056","17","Retired","Dead","0","C77A64D6-3F3E-4F79-BE46-B8ADA1E2C015","POINT (-74.0730239270685473 40.5930999332467763)","440A4D01-AC35-4779-BDFA-47F4C2F006AE","Acer - maple","2015-03-17 04:00:00.0000000","2017-07-12 10:20:24.0000000",,,,"POINT (-74.07302392706855 40.593099933246776)"
"106423","15","Full","Good",,"779137FA-6DF9-447B-B8B4-BE8D5C3F7269","POINT (-73.9539247153090287 40.7041452429120341)","DFC53CCC-3077-474B-A3F1-0F9C8D086068","Tilia cordata - littleleaf linden","2015-03-17 04:00:00.0000000","2023-08-05 14:57:54.0000000",,"7","2023-08-05 14:57:54.0000000","POINT (-73.95392471530903 40.704145242912034)"
