"tru","start_date","end_date","status_description","street_activity","premise_no","street_name","borough","zip_code","facility_aka","facility_type","bin","block","lot","cross_street_on","cross_street_between","cross_street_and","building_owner_name","contractor_name","air_monitor_name","entire_floor","floor","section","acm_type","acm_amount","acm_unit","abatement_type","procedure_name","latitude","longitude","community_board","council_district","census_tract","bbl","nta"
"TRU0826MN19","2019-04-16T00:00:00.000","2020-04-06T00:00:00.000","Closed","No","35","Avenue A","Manhattan","10009","First Houses bldg 2 AKA 33&37 Ave A","Residence","1077956","00430","0010",,,,"New York City Housing Authority (NYCHA)","New York Environmental Systems, Inc.","Genesis Environmental Consultants Inc.","No","4th","Apt C","Floor Tile and Mastic","2","Square Feet","Removal","Interior Foam","40.723373","-73.985501","3","2","3002","1004300010","East Village"
"TRU6957MN18","2018-08-10T00:00:00.000","2019-07-26T00:00:00.000","Closed","No","277","Park Avenue","Manhattan","10172",,"Commercial","1076268","01302","7501",,,,"Stahl Real Estate","Pinnacle Environmental Corp.","Gallagher Bassett Services, Inc.","No","Cellar","Staircase O","Fireproofing","100","Square Feet","Removal","Tent","40.755564","-73.975138","5","4","92","1013027501","Turtle Bay-East Midtown"
"TRU0766BX23","2023-06-19T00:00:00.000","2024-06-07T00:00:00.000","Closed","No","20","Metropolitan oval","Bronx","10462","Parkchester South","Residence","2096698","03943","7501",,,,"Parkchester south Condominiums","JVN Restoration Inc.","Environmental Health Investigations, Inc.","No","8","Apt c bathroom","Transite board","35","Square Feet","Removal","Tent","40.838229","-73.859121","9","18","21002","2039437501","Parkchester"
"TRU1652MN23","2023-09-18T00:00:00.000","2024-07-10T00:00:00.000","Submitted","No","17","Lexington","Manhattan","10010","Baruch College","School","1018015","00878","0020",,,,"Dormitory Authority State of New York (DASNY)","Green Island Group Corp.","Watts Architecture & Engineering, D.P.C.","No","6th Fl Mez","Mezzanine","Glue behind mirrors (Assumed)","50","Square Feet","Removal","CODE 56 State Owned Bldgs",,,,,,,
"TRU0291BX20","2020-12-11T00:00:00.000","2021-03-24T00:00:00.000","Closed","No","984","Faile Street","Bronx","10459","P.S 75","School","2006079","02747","0001",,,,"NYC School Construction Authority (NYCSCA)","International Asbestos Removal, Inc.","New York Environmental & Analytical Laboratories,","No","4","419","VAT and mastic","685","Square Feet","Removal","Interior Foam","40.822719","-73.889435","2","17","119","2027470001","Hunts Point"
"TRU2717MN21","2021-12-27T00:00:00.000","2022-12-02T00:00:00.000","Submitted","No","227","West 27th St","Manhattan","10001","Fashion Institute of Technology Feldman Center","School","1014251","00777","0018",,,,"Dormitory Authority State of New York (DASNY)","Prestige Development Services Inc.","Matrix New World Engineering, Land Surveying","No","8th","East Corridor","Asbestos-Containing Textured Popcorn Ceiling","440","Square Feet","Removal","CODE 56 State Owned Bldgs","40.747127","-73.994991","5","3","95","1007770018","Midtown-Midtown South"
"TRU5164MN18","2018-03-05T00:00:00.000","2019-01-23T00:00:00.000","Submitted","No","150","5th Avenue","Manhattan","10011",,"Commercial","1015478","00821","0041",,,,"L&L Holding Company","New York Insulation Inc.","Absolutely Clean Environment, Inc.","No","4","Southwest Wing Phase 3B Area 3","Pipe Insulation","15","Linear Feet","Removal","DEP Variance","40.739507","-73.99108","5","3","54","1008210041","Hudson Yards-Chelsea-Flatiron-Union Square"
"TRU0336MN20","2020-09-03T00:00:00.000","2021-02-11T00:00:00.000","Submitted","No","10","East End Avenue","Manhattan","10075",,"Residence","1050768","01576","0027",,,,"10 East End Ave Owners Inc c/o Wallack Mgmt LLC","New York Insulation Inc.","GCI Environmental Advisory, Inc.","No","19","P3 - Apt 19D -Living Room - Riser #33","Pipe Insulation","12","Linear Feet","Removal","DEP Variance","40.770819","-73.947781","8","5","136","1015760027","Yorkville"
"TRU1411BK19","2019-09-03T00:00:00.000","2020-08-24T00:00:00.000","Submitted","No","1402","8th  Ave","Brooklyn","11215","Park Slope Armory","Other","3026581","01102","0012",,,,"NYC Dept of Homeless Services","New York Environmental Systems, Inc.","Testor Technology Environmental Services Inc.","No","Bsmt","Boiler Room","Encasement Material","144","Square Feet","Removal","Tent","40.66265","-73.981819","6","39","149","3011020012","Park Slope-Gowanus"
"TRU1749MN19","2019-07-15T00:00:00.000","2020-07-06T00:00:00.000","Closed","No","253","Broadway","Manhattan","10007",,"Commercial","1082757","00134","7501",,,,"NYC Dept of Design & Construction (NYCDDC)","D & S Restoration, Inc.","KAM Consultants Corp.","No","14th","Roof Bulkhead","Roof Membrane & Flashing","75","Square Feet","Removal","Exterior Foam","40.713265","-74.007063","1","1","21","1001347501","SoHo-TriBeCa-Civic Center-Little Italy"
"TRU5356QN18","2018-04-21T00:00:00.000","2019-04-22T00:00:00.000","Closed","No","83-03","116th St","Queens","11418",,"Residence","4079306","03321","0374",,,,"Starlink Condominium LLC","Tristate Cleaning Solutions Inc.","Environmental Management Services, Inc.","Yes","2nd",,"ACRM debris","72","Square Feet","Cleanup","Emergency Cleanup","40.706146","-73.836252","9","29","134","4033210374","Kew Gardens"
"TRU2270BK22","2022-12-20T00:00:00.000","2023-11-27T00:00:00.000","Closed","No","87","Ten Eyck Walk","Brooklyn","11206","Bldg. 1; Stairhall #1","Residence","3327883","03024","0001",,,,"New York City Housing Authority (NYCHA)","T L D Services Inc","Airtek Environmental Corp.","No","1st","Apt. #1A - Interior Windows","Window Caulking","10","Square Feet","Removal","DEP Variance","40.709915","-73.946804","1","34","505","3030240001","East Williamsburg"
"TRU1363BK23","2023-07-14T00:00:00.000","2024-07-05T00:00:00.000","Submitted","No","11","Hudson Avenue","Brooklyn","11201","Boiler House","Commercial","3395544","00006","0001",,,,"Consolidated Edison   Company of NY, Inc.","Pinnacle Environmental Corp.","Omega Laboratories, Inc.","No","Roof Level","Boiler Building - Elevator A Machine Room Bulkhead IT","Control Relay Box Insulation","12","Square Feet","Removal","DEP Variance","40.704881","-73.980957","2","33","21","3000060001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"TRU0591MN19","2019-06-17T00:00:00.000","2020-03-11T00:00:00.000","Submitted","No","86","Fourth Avenue","Manhattan","10003",,"School","1008997","00557","0001",,,,"Grace Church School","New York Insulation Inc.","Airtek Environmental Corp.","No","Roof","Main Roof - Marked out Areas only","Roof Membrane","80","Square Feet","Removal","Exterior Foam","40.731674","-73.990305","2","2","61","1005570001","West Village"
"TRU5069MN18","2018-01-18T00:00:00.000","2019-01-10T00:00:00.000","Closed","No","1045","Park Avenue","Manhattan","10028",,"Residence","1047951","01515","0001",,,,"Mike Steinberg","Branch Restoration, Inc.","JLC Environmental Consultants, Inc.","No","2","Apt. 2AB, Bathroom #209","Pipe Insulation","9","Linear Feet","Removal","Tent","40.780393","-73.957028","8","4","14802","1015150001","Upper East Side-Carnegie Hill"
"TRU5814BK17","2018-02-16T00:00:00.000","2018-12-12T00:00:00.000","Closed","No","18","MARLBOROUGH ROAD","Brooklyn","11226","P.S 249","School","3116438","05075","0001",,,,"NYC School Construction Authority (NYCSCA)","Insaren, Inc.","J.C. Broderick & Associates, Inc.","No","BASEMENT","BOILER PIT","GASKET BTWN BOILER AND AIR INJECTOR, CENTRAL BOILE","2","Square Feet","Removal","DEP Variance","40.64971","-73.966046","14","40","506","3050750001","Flatbush"
"TRU7040MN18","2018-09-04T00:00:00.000","2019-08-01T00:00:00.000","Closed","No","1230","Madison Ave","Manhattan","10128",,"Commercial","1046960","01500","0055",,,,"REEC 1228 Madison LESEE LLC","Jabco Contracting, Inc.","AI & I Links Inc.","Yes","ROOF",,"ROOFING FLASHING MASTIC","1960","Square Feet","Removal","Exterior Foam","40.782589","-73.957564","8","4","15002","1015000054","Upper East Side-Carnegie Hill"
"TRU6761MN18","2018-07-25T00:00:00.000","2019-07-08T00:00:00.000","Closed","No","240","East 27 Street","Manhattan","10016",,"Residence","1019855","00907","0025",,,,"Equity Residential","New York Insulation Inc.","The ALC Group LLC dba ALC Environmental","No","21","Apt 21G - Living Room","Wood Flooring & Mastic","230","Square Feet","Removal","Interior Foam","40.740667","-73.979737","6","2","66","1009070025","Murray Hill-Kips Bay"
"TRU0468BK22","2022-05-27T00:00:00.000","2023-03-07T00:00:00.000","Closed","No","601","Parkside Avenue","Brooklyn","11226","K092","School","3115866","05049","0055",,,,"NYC School Construction Authority (NYCSCA)","ABC Construction Contracting Inc.","LiRo Engineers, Inc.","No","1st Floor","Auditorium","Wall Plaster","5000","Square Feet","Repair","DEP Variance","40.656046","-73.953742","9","40","802","3050490055","Prospect Lefferts Gardens-Wingate"
"TRU0150QN22","2022-02-28T00:00:00.000","2023-02-12T00:00:00.000","Closed","No","202-06","116th Avenue","Queens","11412",,"Residence","4238571","11074","0054",,,,"Habitat for Humanity","BP & B Development Contracting LLC","Efex Environmental Inc","No","roof","chimney/vent pipe tar","tar","7","Square Feet","Removal","Exterior Vertical Surface","40.696469","-73.750883","12","27","530","4110740054","St. Albans"
"TRU1417MN21","2021-08-05T00:00:00.000","2022-07-12T00:00:00.000","Closed","No","24","West 67th Street","Manhattan","10023",,"Commercial","1081015","01119","0021",,,,"Silverstein Galaxy Property","Pinnacle Environmental Corp.","Colden Corporation","No","Roof","North West (Parapet Wall)","Exterior Mastic/Tar","192","Square Feet","Removal","Exterior Vertical Surface","40.773395","-73.979168","7","6","153","1011190021","Lincoln Square"
"TRU2127BK22","2023-04-10T00:00:00.000","2023-11-02T00:00:00.000","Submitted","No","164","Ten Eyck Walk","Brooklyn","11206","Bldg. 11; Stairhall #72","Residence","3344971","03026","0001",,,,"New York City Housing Authority (NYCHA)","T L D Services Inc","Airtek Environmental Corp.","No","4th","APT. #4D  Pipe Chase at Bathroom/Kitchen Wall","Pipe/Fitting Insulation","9","Linear Feet","Removal","Tent","40.710226","-73.943424","1","34","493","3030260001","Bushwick South"
"TRU1586BK21","2021-10-17T00:00:00.000","2022-10-06T00:00:00.000","Closed","No","68","Middleton st","Brooklyn","11206",,,"3061274","02240","0023",,,,"Naftoli Jacobowitz","Calvin W. Knight III dba Prolific Restoration Serv","Avi Jay Inc.","Yes","Lower roof",,"Roof Flashing","40","Square Feet","Removal","Exterior Foam","40.701398","-73.953544","1","33","531","3022400023","Bedford"
"TRU0729BK23","2023-05-01T00:00:00.000","2024-04-12T00:00:00.000","Postponed","No","268","Osborn Street","Brooklyn","11212","NYCHA 2113758 Brownsville, Bld. #14","Residence","3326527","03561","0001",,,,"New York City Housing Authority (NYCHA)","J & N Construction Group Corp.","Airtek Environmental Corp.","No","2nd","Boiler Room Roof","Base Flashing","366","Square Feet","Removal","Exterior Foam","40.665664","-73.907863","16","41","912","3035610001","Brownsville"
"TRU2695MN21","2021-12-09T00:00:00.000","2022-11-30T00:00:00.000","Submitted","No","481","8th Avenue","Manhattan","10001","New Yorker Hotel","Commercial","1013561","00758","0037",,,,"Holy Spirit Association for Unification of WOR","NTM Enterprises, LLC","Athenica Environmental Services Inc.","No","30","Room 3020","thermal pipe insulation","18","Linear Feet","Removal","Tent","40.752295","-73.993402","4","3","111","1007580037","Hudson Yards-Chelsea-Flatiron-Union Square"
"TRU1105BX19","2020-01-24T00:00:00.000","2020-09-17T00:00:00.000","Closed","No","502","Morris Avenue","Bronx","10451","X018","School","2000816","02324","0008",,,,"NYC School Construction Authority (NYCSCA)","ABC Construction Contracting Inc.","ATC Group Services LLC","No","Basement","Corridor","Tar/Waterproofing","25","Square Feet","Removal","DEP Variance","40.816406","-73.92329","1","8","51","2023240008","Mott Haven-Port Morris"
"TRU0848MN21","2021-05-17T00:00:00.000","2022-04-29T00:00:00.000","Submitted","No","26","Federal Plaza","Manhattan","10278","Jacob K. Javits Federal Building","Other","1001674","00156","0050",,,,"US General Services Administration (USGSA)","U.S. Environmental Abatement, Corp.","Tantara Associates Corporation","No","46th","Annex Roof","Wall Flashing/Brick","70","Square Feet","Removal","Exterior Vertical Surface","40.716015","-74.004744","1","1","31","1001560050","SoHo-TriBeCa-Civic Center-Little Italy"
"TRU1446BK21","2021-09-11T00:00:00.000","2022-09-12T00:00:00.000","Closed","No","983","St. Johns Place","Brooklyn","11213",,,"3032003","01249","0053",,,,"NYC Housing Preservation & Development (NYCHPD)","Alpha Environmental Services, Inc","Naths Environmental Corporation","Yes","2nd",,"ACM Contaminated Debris","297","Square Feet","Removal","Controlled Demolition","40.671403","-73.945822","8","35","339","3012490053","Crown Heights North"
"TRU7905MN18","2018-11-16T00:00:00.000","2019-11-05T00:00:00.000","Closed","No","4","Irving Place","Manhattan","10003",,"Commercial","1084936","00870","0024",,,,"Consolidated Edison   Company of NY, Inc.","C.K.&B. Environmental Incorporated","Omega Environmental Services Inc.","No","18","W32 Bet column 12 and 16A","pipe insulation","200","Linear Feet","Removal","DEP Variance","40.734163","-73.988627","6","2","50","1008700024","Gramercy"
"TRU5439BK18","2018-03-27T00:00:00.000","2019-03-18T00:00:00.000","Closed","No","50","Hicks Street","Brooklyn","11201",,"Residence","3001572","00215","0011",,,,"2804 PH3 Ventures LLC","New Style Contractors, Inc.","AIM Environmental LLC","No","1","Hallway","Linoleum","150","Square Feet","Removal","Interior Foam","40.70034","-73.993443","2","33","1","3002150011","Brooklyn Heights-Cobble Hill"
"TRU0913MN20","2020-07-01T00:00:00.000","2021-06-10T00:00:00.000","Closed","No","45","West 57th Street","Manhattan","10019",,,"1035063","01273","0007",,,,"BOB 57 LLC","NorthStar Contracting Group, Inc.","Advanced Environmental Corp.","No","Roof","Staircase Bulkhead","Tar","212","Square Feet","Removal","Exterior Foam","40.763604","-73.975464","5","4","11201","1012730007","Midtown-Midtown South"
"TRU0732MN21","2021-04-26T00:00:00.000","2022-04-15T00:00:00.000","Closed","No","144","West 131st Street","Manhattan","10027","Friendship Baptist Church","Other","1058064","01915","0053",,,,"Friendship Baptist Church Inc","U.S. Environmental Abatement, Corp.","Lawrence Env LLC","No","Basement","Room 2","Flooring & Flooring Mastic","140","Square Feet","Removal","Interior Foam","40.812111","-73.944035","10","9","226","1019150053","Central Harlem North-Polo Grounds"
"TRU0489BX20","2020-07-14T00:00:00.000","2021-06-28T00:00:00.000","Closed","No","1625","East 174 Street","Bronx","10472","Bronx River Houses Bldg.#3 Contract # 1835764","Residence","2092902","03886","0002",,,,"New York City Housing Authority (NYCHA)","Zoria Housing, LLC","Genesis Environmental Consultants Inc.","No","4th","Exterior Facade Elevations #4,10&23","Brick as ACM","35","Square Feet","Removal","Exterior Vertical Surface","40.834024","-73.875601","9","18","62","2038860002","West Farms-Bronx River"
"TRU1367BK20","2020-11-30T00:00:00.000","2021-11-11T00:00:00.000","Closed","No","170","Gates Ave","Brooklyn","11238","PS-56(K)","School","3056874","01983","0010",,,,"NYC School Construction Authority (NYCSCA)","JME Environmental Corp.","Core Environmental Consultants, Inc.","No","1st Floor","Girls Toilet, Mens Dressing Room, Womens Dressing Room at Auditorium Lobby","Ceiling Tiles","435","Square Feet","Removal","Full Containment","40.68505","-73.960659","2","35","231","3019830010","Clinton Hill"
"TRU3278MN19","2020-01-27T00:00:00.000","2020-12-17T00:00:00.000","Submitted","No","2120","First Avenue","Manhattan","10029","2120-2130 First Ave.","Residence","1083955","01701","0001",,,,"1199 Housing Corp.","New York Insulation, Inc.","Assessment Resources & Technologies, Inc.","No","4","Drop # 5","Shelf Angle Tar","10","Square Feet","Removal","DEP Variance","40.791737","-73.938508","11","8","162","1017010001","East Harlem South"
"TRU2828MN22","2022-11-25T00:00:00.000","2023-11-17T00:00:00.000","Closed","No","443","West 135th Street","Manhattan","10031","M540","School","1059409","01957","0078",,,,"NYC Dept of Education (NYCDOE)","Linear Environmental Corp.","KAM Consultants Corp.","No","5th Floor","Stairwell 'C'","Pipe Insulation","30","Linear Feet","Removal","Tent","40.818188","-73.950356","9","9","21703","1019570078","Manhattanville"
"TRU6561BK18","2018-09-06T00:00:00.000","2019-08-22T00:00:00.000","Closed","No","1580","East 102nd Street","Brooklyn","11236","Bayview Houses Bldg.#12 Contract # RF172553","Residence","3331429","08329","0225",,,,"New York City Housing Authority (NYCHA)","Zoria Housing, LLC","Genesis Environmental Consultants Inc.","No","Roof","Smoke Washing Room","Flange Gasket Material","3","Square Feet","Removal","Full Containment","40.634706","-73.884353","18","46","1034","3083290225","Canarsie"
