"the_geom","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","siteid","benchid","category","benchtype","installati","address","geocodeadd","street","crossstree","borough","comdist","busroute","bid","latitude","longitude","femafldz","femafldt","hrcevac"
"POINT (-73.84571259517621 40.84265571248982)","2","Bronx","210","13","82","32","14","2863.0","1444.0","BID","backed","2014-10-15T00:00:00.000","2702 East Tremont Avenue","2702 East Tremont Avenue","East Tremont Avenue","Frisby Avenue & St Raymonds Avenue","Bronx","210.0","Not Applicable","Westchester Square","40.842664","-73.845714","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.7701246239492 40.760115725845424)","4","Queens","411","19","25","11","6","3351.0","806.0","Municipal Facilities","backed","2016-07-07T00:00:00.000","213-03 Northern Boulevard","213-03 Northern Boulevard","Northern Boulevard","Bell Boulevard & 213th Street","Queens","411.0","Not Applicable","Not Applicable","40.760124","-73.770126","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.920870571929 40.82686471796434)","2","Bronx","204","16","79","32","15","4052.0","523.0","Bus Route","backed 2","2017-08-30T00:00:00.000","900 Sheridan Avenue","900 Sheridan Avenue","E 161st Street","Sheridan Avenue and Sherman Avenue","Bronx","204.0","Not Applicable","Not Applicable","40.826873","-73.920872","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.96586955918022 40.80050672469451)","1","Manhattan","107","7","69","31","10","771.0","0.0","General","backless","2012-10-12T00:00:00.000","201 West 106th Street","201 West 106th Street","West 106th Street","Broadway and Amsterdam Avenue","Manhattan","107.0","M116","Not Applicable","40.800515","-73.965871","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.9951245625872 40.57782377008233)","3","Brooklyn","313","47","46","23","8","1162.0","229.0","Senior Center","backed","2012-09-27T00:00:00.000","2828 Neptune Avenue","2828 Neptune Avenue","Neptune Avenue","West 28th and 29th Streets","Brooklyn","313.0","Not Applicable","Not Applicable","40.577832","-73.995126","AE",,"1"
"POINT (-73.87401459104301 40.76277172904532)","4","Queens","403","21","35","13","14","2542.0","1171.0","Municipal Facilities","backed","2014-06-10T00:00:00.000","95-06 Astoria Boulevard","95-06 Astoria Boulevard","Astoria Boulevard","95th Street and 96th Street","Queens","403.0","Not Applicable","Not Applicable","40.76278","-73.874016","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.9935703798026 40.692909155823415)","3","Brooklyn","302","33","52","26","7","4211.0","501.0","General","backed 2","2019-06-06T00:00:00.000","142 Joralemon Street","142 Joralemon Street","Joralemon Street","Clinton Street & Sidney Place","Brooklyn","302.0","Not Applicable","Not Applicable","40.6929091558","-73.9935703798","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.92984557709877 40.686824745635086)","3","Brooklyn","303","36","56","25","8","111.0","46.0","Bus Route","backless","2012-04-30T00:00:00.000","190 Malcolm X Boulevard","190 Malcolm X Boulevard","Malcolm X Boulevard","Putnam Avenue and Madison Street","Brooklyn","303.0","B46","Not Applicable","40.686833","-73.929847","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.88790059391113 40.63496175439523)","3","Brooklyn","318","46","59","19","8","4013.0","360.0","Bus Route","backless 2","2018-01-18T00:00:00.000","9915 Seaview Avenue","9915 Seaview Avenue","Seaview Avenue","East 100th Street & East 99th Street","Brooklyn","318.0","B17","Not Applicable","40.63497","-73.887902","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.93074957869884 40.656605752128705)","3","Brooklyn","317","41","58","20","9","3710.0","142.0","Senior Safety","backed","2017-06-29T00:00:00.000","830 Clarkson Avenue","830 Clarkson Avenue","Clarkson Avenue","Utica Avenue & E. 51st Street","Brooklyn","317.0","Not Applicable","Not Applicable","40.656614","-73.930751","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.91766657240392 40.82868771805704)","2","Bronx","204","16","79","32","15","2690.0","1311.0","Municipal Facilities","backed","2014-09-15T00:00:00.000","250 East 164th Street","950 Morris Avenue","Morris Avenue","East 164th Street and Bonner Place","Bronx","204.0","Not Applicable","Not Applicable","40.828696","-73.917668","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.92372358462693 40.59155476485463)","3","Brooklyn","315","46","59","22","9","1548.0","1359.0","General","backed","2013-11-27T00:00:00.000","2808 Gerritsen Avenue","2808 Gerritsen Avenue","Gerritsen Avenue","Bartlett Place & Gotham Avenue","Brooklyn","315.0","Not Applicable","Not Applicable","40.591563","-73.923725","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"POINT (-73.90322458281706 40.741338733987)","4","Queens","402","26","30","12","14","2314.0","839.0","General","backed","2014-02-05T00:00:00.000","61-10 Queens Boulevard","61-10 Queens Boulevard","Queens Boulevard","60th & 61st Street","Queens","402.0","Not Applicable","Not Applicable","40.741347","-73.903226","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.97384955656324 40.78925272777778)","1","Manhattan","107","6","69","29","10","2119.0","604.0","Community Health Centers","backed","2013-08-16T00:00:00.000","589 Amsterdam Avenue","589 Amsterdam Avenue","Amsterdam Avenue","W 88th Street and W 89th Street","Manhattan","107.0","Not Applicable","Not Applicable","40.789261","-73.973851","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.79918361947406 40.692794740634305)","4","Queens","412","28","32","14","5","3256.0","1907.0","Municipal Facilities","backed","2016-06-07T00:00:00.000","108-10 Sutphin Boulevard","108-10 Sutphin Boulevard","Suthpin Boulevard","108th Avenue & Arlington Terrace","Queens","412.0","Not Applicable","Not Applicable","40.692803","-73.799185","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.92251857498191 40.76740372963341)","4","Queens","401","22","36","12","12","3422.0","685.0","General","backed","2016-07-12T00:00:00.000","29-34 30th Avenue","29-34 30th Avenue","30th Avenue","29th Street & 30th Street","Queens","401.0","Not Applicable","Not Applicable","40.767412","-73.92252","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.99503156398174 40.573618770421966)","3","Brooklyn","313","47","46","23","8","1164.0","196.0","Senior Center","backed","2012-09-17T00:00:00.000","2955 West 29th Street","2955 West 29th Street","West 29th Street","Surf and Mermaid Avenues","Brooklyn","313.0","Not Applicable","Not Applicable","40.573627","-73.995033","AE",,"1"
"POINT (-73.9076145748237 40.84424471464097)","2","Bronx","204","15","86","33","15","2745.0","652.0","Municipal Facilities","backed","2014-11-05T00:00:00.000","1691 Weeks Avenue","1691 Weeks Avenue","Weeks Avenue","East 173rd Street & East 174th Street","Bronx","204.0","Not Applicable","Not Applicable","40.844253","-73.907616","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.9837425614022 40.6763877501529)","3","Brooklyn","306","39","52","25","7","1912.0","668.0","General","backed","2013-06-26T00:00:00.000","256 4th Avenue","256 4th Avenue","4th Avenue","Carroll Street & President Street","Brooklyn","306.0","Not Applicable","Not Applicable","40.676396","-73.983744","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.84331059508175 40.861864709118265)","2","Bronx","211","13","80","34","14","3875.0","257.0","Senior Safety","backed","2017-08-23T00:00:00.000","2452 Eastchester Road","2452 Eastchester Road","Eastchester Road","Mace Avenue & Warring Avenue","Bronx","211.0","Not Applicable","Not Applicable","40.861873","-73.843312","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.94636456543194 40.79316572548861)","1","Manhattan","111","8","68","29","13","1242.0","240.0","General","backed","2012-10-09T00:00:00.000","127 East 107th Street","127 East 107th Street","East 107th Street","East 107th and 108th Streets","Manhattan","111.0","Not Applicable","Not Applicable","40.793174","-73.946366","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","3"
"POINT (-73.91318576603496 40.669309959731265)","3","Brooklyn","316","41","55","20","9","1714.0","432.0","BID","backless","2013-02-22T00:00:00.000","1628 Pitkin Avenue","1626 & 1628 Pitkin Avenue","Pitkin Avenue","Thomas Boyland & Bristol Street","Brooklyn","316.0","B14","Pitkin Avenue","40.6693099597","-73.913185766","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.87393118293501 40.826737228765275)","2","Bronx","209","18","85","32","15","2459.0","921.0","Health Care Facilities","backless","2014-05-02T00:00:00.000","1105 Morrison Avenue","1105 Morrison Avenue","Morrison Avenue","Watson Avenue and Bruckner Boulevard","Bronx","209.0","BX27","Not Applicable","40.8267372288","-73.8739311829","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","5"
"POINT (-73.92281258358916 40.619186759285476)","3","Brooklyn","318","46","59","19","8","407.0","458.0","Bus Route","backless","2013-04-04T00:00:00.000","5406 & 5408 Avenue N","5408 Avenue N","Avenue N","55th Street & 54th Street","Brooklyn","318.0","B41","Not Applicable","40.619195","-73.922814","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.86779258692489 40.85113071126246)","2","Bronx","211","15","80","33","14","3115.0","1680.0","General","backed","2015-07-06T00:00:00.000","2040 White Plains Road","2040 White Plains Road","White Plains Road","Brady Avenue & Bronxdale Avenue","Bronx","211.0","Not Applicable","Not Applicable","40.851139","-73.867794","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.89821657871163 40.83256371618514)","2","Bronx","203","16","79","32","15","2588.0","832.0","Municipal Facilities","backless","2014-07-01T00:00:00.000","1382 Boston Road","1382 Boston Road","Boston Road","Crotona Avenue and E. 170th Street","Bronx","203.0","BX21","Not Applicable","40.832572","-73.898218","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.91075457815478 40.76880572954496)","4","Queens","401","22","36","12","12","2468.0","1249.0","General","backed","2014-06-10T00:00:00.000","40-06 Astoria Boulevard South","40-06 Astoria Boulevard South","Astoria Boulevard South","Steinway Street & 41st Street","Queens","401.0","Not Applicable","Not Applicable","40.768814","-73.910756","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.76011063163054 40.69227573867472)","4","Queens","412","27","33","14","5","2603.0","814.0","Municipal Facilities","backed","2014-07-10T00:00:00.000","191-05 Linden Boulevard","191-05 Linden Boulevard","Linden Boulevard","191st Street and 192nd Street","Queens","412.0","Not Applicable","Not Applicable","40.692284","-73.760112","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.83210860789174 40.70101374023239)","4","Queens","409","29","27","10","5","556.0","144.0","Bus Route","backless","2013-12-09T00:00:00.000","118-14 Hillside Avenue","86-05 Lefferts Boulevard","Lefferts Boulevard","Hillside Avenue and Babbage Street","Queens","409.0","Q10","Not Applicable","40.701022","-73.83211","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-74.00588755544304 40.654284755411815)","3","Brooklyn","307","38","51","25","7","1608.0","659.0","General","backed","2013-01-09T00:00:00.000","355 37th Street","355 37th Street","4th Avenue","Fourth and Third Avenues","Brooklyn","307.0","Not Applicable","Not Applicable","40.654293","-74.005889","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.9105315843911 40.6689077486183)","3","Brooklyn","316","41","55","20","8","1713.0","597.0","BID","backless 2","2013-02-22T00:00:00.000","457 Rockaway Avenue","457 Rockaway Avenue","Pitkin Avenue","Belmont & Pitkin Avenue","Brooklyn","316.0","B60","Pitkin Avenue","40.668916","-73.910533","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.909819572174 40.886180706244424)","2","Bronx","208","11","81","34","16","1989.0","670.0","General","backless","2013-07-02T00:00:00.000","3555 Johnson Avenue","3555 Johnson Avenue","Johnson Avenue","W 235th & 236th Street","Bronx","208.0","Not Applicable","Not Applicable","40.886189","-73.909821","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.97695756701695 40.60475576418163)","3","Brooklyn","311","44","47","17","10","3438.0","2203.0","Bus Route","backless","2017-02-10T00:00:00.000","355 Kings Highway","355 Kings Highway","Kings Highway","W 3rd Street & W 4th Street","Brooklyn","311.0","B82","Not Applicable","40.604764","-73.976959","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.97570092396697 40.686818869974616)","3","Brooklyn","302","35","57","25","8","1062.0","284.0","Plaza","backless 2","2018-05-16T00:00:00.000","650 Fulton Street","650 Fulton Street","Plaza","Fulton Street and Lafayette Avenue","Brooklyn","302.0","Not Applicable","Not Applicable","40.68681887","-73.975700924","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.91051757847416 40.77598872776326)","4","Queens","401","22","36","13","14","3516.0","1809.0","General","backless","2016-10-17T00:00:00.000","31-04 Ditmars Blvd","31-04 Ditmars Blvd","Ditmars Blvd","31st Street & 33rd Street","Queens","401.0","Not Applicable","Not Applicable","40.775997","-73.910519","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.90229957453545 40.882419706686626)","2","Bronx","208","11","81","33","13","3684.0","227.0","BID","backed","2017-08-01T00:00:00.000","5716 Broadway","5716 Broadway","Broadway","W 234th Street & W 236th Street","Bronx","208.0","Not Applicable","Kingsbridge","40.882428","-73.902301","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.95569356408564 40.764190731436166)","1","Manhattan","108","5","76","28","12","3156.0","2257.0","AAR","backed","2016-04-13T00:00:00.000","1275 York Ave","1275 York Ave","York Ave","E 67th Street & E 66th Street","Manhattan","108.0","Not Applicable","Not Applicable","40.764199","-73.955695","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.96214656777806 40.67835374908513)","3","Brooklyn","308","35","57","25","9","3236.0","116.0","General","backless","2016-04-13T00:00:00.000","567 Grand Avenue","567 Grand Avenue","Bergen Street","Grand Avenue & Classon Avenue","Brooklyn","308.0","B65","Not Applicable","40.678362","-73.962148","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.9868885539968 40.77500173062088)","1","Manhattan","107","6","67","31","10","2336.0","1026.0","Senior Center","backed","2014-01-15T00:00:00.000","250 W65th Street","250 W65th Street","W 65th Street","West End Avenue & Amsterdam Avenue","Manhattan","107.0","M66","Not Applicable","40.77501","-73.98689","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.97673556307168 40.68191974883061)","3","Brooklyn","306","39","52","25","9","1005.0","253.0","General","backless","2013-01-17T00:00:00.000","36 Fifth Avenue","36 Fifth Avenue","5th Avenue","Bergen and Dean Street","Brooklyn","306.0","B63","Fifth Avenue","40.681928","-73.976737","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.95435756886997 40.707178743011085)","3","Brooklyn","301","33","50","26","7","4192.0","1695.0","Other","backless","2019-03-18T00:00:00.000","394 Broadway","394 Broadway","Broadway","Hooper Street & Keap Street","Brooklyn","301.0","B46","Not Applicable","40.707187","-73.954359","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.9398705662359 40.80966372218081)","1","Manhattan","111","9","70","30","13","1660.0","496.0","Senior Center","backed","2013-03-14T00:00:00.000","2121 Fifth Avenue","2121 5th Avenue","5th Avenue","East 130th Street & East 131st Street","Manhattan","111.0","Not Applicable","Not Applicable","40.809672","-73.939872","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-74.01144854908726 40.71696374281572)","1","Manhattan","101","1","66","26","10","3064.0","0.0","Municipal Facilities","backless","2015-02-04T00:00:00.000","Washington Market Park","181 Chambers Street","Chambers Street","Greenwich Street & West Street","Manhattan","101.0","M20","Not Applicable","40.716972","-74.01145","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.95167457052072 40.690955745893966)","3","Brooklyn","303","36","56","25","8","3728.0","290.0","Senior Safety","backed 2","2018-01-11T00:00:00.000","233 Nostrand Avenue","233 Nostrand Avenue","Nostrand Avenue","Dekalb Avenue & Kosciuszko Street","Brooklyn","303.0","Not Applicable","Not Applicable","40.690964","-73.951676","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.95919356723483 40.69648474514507)","3","Brooklyn","303","33","50","26","7","1726.0","0.0","General","backed","2013-02-13T00:00:00.000","445 Park Avenue","445 Park Avenue","Park Avenue","Franklin Avenue & Kent Avenue","Brooklyn","303.0","Not Applicable","Not Applicable","40.696493","-73.959195","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.82421961083271 40.70291173940224)","4","Queens","409","29","27","14","5","2800","1570.0","Municipal Facilities","backed","2014-11-21T00:00:00.000","86-02 127th Street","86-02 127th Street","127th Street","Hillside Avenue & Jamaica Avenue","Queens","409.0","Not Applicable","Not Applicable","40.70292","-73.824221","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.96173357189245 40.607375763004946)","3","Brooklyn","315","48","45","17","11","4176.0","465.0","Bus Route","backless 2","2018-09-26T00:00:00.000","1100 Kings Hwy","1100 Kings Hwy","Kings Hwy","Coney Island Avenue & East 12th Street","Brooklyn","315.0","B82","Kings Highway","40.607384","-73.961735","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.94160557531035 40.6511877537793)","3","Brooklyn","317","41","58","20","9","351.0","147.0","Bus Route","backless","2012-07-17T00:00:00.000","3823 Church Avenue",,"Church Avenue","East 38th and 39th Streets","Brooklyn","317.0","B35","Not Applicable","40.651196","-73.941607","X","AREA OF MINIMAL FLOOD HAZARD",
