"maprojid","magency","projectid","descriptio","ccnonexemp","ccexempt","totalcityp","nccstate","nccfederal","nccother","totalnonci","totalplann","totalspend","maxdate","mindate","magencyacr","magencynam","typecatego","ccpversion","the_geom"
"841HBQ231880","841","HBQ231880","CROCHERON PARK PEDESTRIAN OVER BCIP BIN 223188","14904000","0.0","14904000","0.0","0.0","0.0","0.0","14904000","0.0","2028-06-01T00:00:00.000","2025-06-01T00:00:00.000","DOT","Department of Transportation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.76406848560812 40.77232254315828))"
"841HBX1103","841","HBX1103","CONCOURSE VLGE AVE/ M-N 2-24159-0","47980000","0.0","47980000","0.0","0.0","0.0","0.0","47980000","612544.84","2028-06-01T00:00:00.000","2012-01-30T00:00:00.000","DOT","Department of Transportation",,"fisa_2023","MULTIPOINT ((-73.92014078947184 40.82251402892808))"
"841HWCOINFAC","841","HWCOINFAC","METER PROCESSING FACILITY REHABILITATION","6731000","0.0","6731000","0.0","0.0","0.0","0.0","6731000","0.0","2028-06-01T00:00:00.000","2028-06-01T00:00:00.000","DOT","Department of Transportation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.89401764835279 40.712433403821514))"
"841HWD10111","841","HWD10111","Intersection Safety Improvements Ocean Parkway & Ave Z","500000","0.0","500000","0.0","0.0","0.0","0.0","500000","0.0","2029-06-01T00:00:00.000","2029-06-01T00:00:00.000","DOT","Department of Transportation","Lump Sum","fisa_2023","MULTIPOINT ((-73.96614883107881 40.58666054843264))"
"841HWD10324","841","HWD10324","Parsons Blvd & 84th Ave & Hoover Ave Ped Safety Improvements","300000","0.0","300000","0.0","0.0","0.0","0.0","300000","0.0","2029-06-01T00:00:00.000","2028-06-01T00:00:00.000","DOT","Department of Transportation","Lump Sum","fisa_2023","MULTIPOINT ((-73.80735290462499 40.71423151319675))"
"850PW316BWY2","850","PW316BWY2","280 BROADWAY - EXTERIOR","168000","0.0","168000","0.0","0.0","0.0","0.0","168000","21722619.04","2024-06-01T00:00:00.000","2017-08-15T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-74.0056233366354 40.71420249977794))"
"850PWARMTRK","850","PWARMTRK","THE ARMORY FOUNDATION - TRACK REPLACEMENT","300000","0.0","300000","0.0","0.0","0.0","0.0","300000","0.0","2031-06-01T00:00:00.000","2031-06-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.94130148787278 40.84212254212768))"
"850PWD005NEW","850","PWD005NEW","NONTRADITIONAL EMPLOYMENT FOR WOMEN","759000","0.0","759000","0.0","0.0","0.0","0.0","759000","85974.66","2031-06-01T00:00:00.000","2010-03-31T00:00:00.000","DDC","Department of Design and Construction",,"fisa_2023","MULTIPOINT ((-73.99872600123543 40.74314046027512))"
"850PWD05TH1","850","PWD05TH1","THROGS NECK LITTLE LEAGUE BALLFIELD RENOVATION LIGHTING","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","358477.08","2031-06-01T00:00:00.000","2019-01-28T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.81131906064074 40.815864259111066))"
"850PWD5SOUTH","850","PWD5SOUTH","SOUTH SHORE LITTLE LEAGUE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7512840.58","2027-06-01T00:00:00.000","2012-09-10T00:00:00.000","DDC","Department of Design and Construction",,"fisa_2023","MULTIPOINT ((-74.23265436161181 40.50770489365878))"
"850PWD99WNY1","850","PWD99WNY1","CENTER FOR THE WOMEN OF NEW YORK","85000","0.0","85000","0.0","0.0","0.0","0.0","85000","3293874.35","2024-06-01T00:00:00.000","2018-10-30T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.77687558033284 40.79183867220315))"
"850PWDNTCAHI","850","PWDNTCAHI","The Campaign Against Hunger Inc - Initial Outfitting","250000","0.0","250000","0.0","0.0","0.0","0.0","250000","0.0","2027-06-01T00:00:00.000","2027-06-01T00:00:00.000","DDC","Department of Design and Construction","Lump Sum","fisa_2023","MULTIPOINT ((-73.9181240866153 40.67841154235038))"
"841TD19-9920","841","TD19-9920","DISASTER RECOVERY/HOTSITE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","914414.58","2023-06-01T00:00:00.000","2010-04-05T00:00:00.000","DOT","Department of Transportation",,"fisa_2023","MULTIPOINT ((-74.006989677483 40.71706847439434))"
"841SANDHB2U","841","SANDHB2U","SANDY ER BETTERMENTS FOR BATTERY PARK & WEST ST UNDERPASSES","23549000","0.0","23549000","0.0","39455000","0.0","39455000","63004000","2224918.7","2026-06-01T00:00:00.000","2020-03-24T00:00:00.000","DOT","Department of Transportation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.0166496147747 40.70478344883305), (-74.01562773034152 40.707658652977784))"
"841SANDBULK1","841","SANDBULK1","Reconstruction of Bay & Corbin Bulkheads - Hurricane Sandy","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2024-06-01T00:00:00.000","2024-06-01T00:00:00.000","DOT","Department of Transportation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.00184356424535 40.594228396808525))"
"846NDF-DVDSO","846","NDF-DVDSO","Neighborhood Dev. Fund-1801 Davidson X367-120M","11392000","0.0","11392000","0.0","0.0","0.0","0.0","11392000","344254.91","2031-06-01T00:00:00.000","2020-09-15T00:00:00.000","DPR","Department of Parks and Recreation","Lump Sum","fisa_2023","MULTIPOINT ((-73.91246960422194 40.84954667079717))"
"846NDF-DYMAN","846","NDF-DYMAN","NDF - Highbridge Park Dyckman Rest Reconstruction M037-121M","5213000","0.0","5213000","0.0","0.0","0.0","0.0","5213000","0.0","2028-06-01T00:00:00.000","2023-06-01T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.92450460050057 40.86073766901953))"
"846NDF-GRANT","846","NDF-GRANT","NDF-Grant Park X271-119M","25653000","0.0","25653000","0.0","0.0","0.0","0.0","25653000","1298180.34","2031-06-01T00:00:00.000","2020-02-06T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.91311060491287 40.83674667356837))"
"846NDF-HLND","846","NDF-HLND","Neighborhood Dev. Fund - East NY - Highland Park Q020-216M","-89000","0.0","-89000","0.0","0.0","0.0","0.0","-89000","1699761.97","2030-06-01T00:00:00.000","2016-08-15T00:00:00.000","DPR","Department of Parks and Recreation","Lump Sum","fisa_2023","MULTIPOINT ((-73.88613562348637 40.68385470290087))"
"850PWMNARMR4","850","PWMNARMR4","The Armory Foundation Renovation 4th floor","388000","0.0","388000","0.0","0.0","0.0","0.0","388000","0.0","2031-06-01T00:00:00.000","2023-06-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.94130292242892 40.84213082649372))"
"850PWQNSAM20","850","PWQNSAM20","SAMUEL FIELD YM & YWHA INC. (Queens Comm. Resource HUB)","426000","0.0","426000","0.0","0.0","0.0","0.0","426000","0.0","2024-06-01T00:00:00.000","2024-06-01T00:00:00.000","DDC","Department of Design and Construction","Lump Sum","fisa_2023","MULTIPOINT ((-73.8470845182868 40.728695206455455))"
"850QED-1030","850","QED-1030","Water Main & Sewer Work, Beach Channel Drive Area (SANDHW11)","0.0","1610000","1610000","0.0","0.0","0.0","0.0","1610000","8427013.62","2026-06-01T00:00:00.000","2018-07-11T00:00:00.000","DDC","Department of Design and Construction","Lump Sum","fisa_2023","MULTIPOINT ((-73.84980525012466 40.58199048579311))"
"850PVNOGGEN","850","PVNOGGEN","NOG - Noguchi Museum Back-up Generator","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","62188.92","2025-06-01T00:00:00.000","2018-07-05T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.9380642573859 40.766803213130935), (-73.93791243120803 40.76643075499566))"
"850S219-233A","850","S219-233A","CONSTRUCTION MANHATTAN 1/2/5 GARAGE","1076000","0.0","1076000","0.0","0.0","0.0","0.0","1076000","205021979.54","2026-06-01T00:00:00.000","2011-10-04T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-74.01025677101725 40.72679797358678))"
"850SANBROAD2","850","SANBROAD2","BROAD CHANNEL LIBRARY GUTTERS AND LEADERS","0.0","0.0","0.0","0.0","32000","0.0","32000","32000","0.0","2031-06-01T00:00:00.000","2031-06-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.81980506986649 40.60097477140497))"
"850SE-886","850","SE-886","NDF -- Storm & Sanitary Sewers in Beach Channel Drive, Qns","8658000","4225000","12883000","0.0","0.0","0.0","0.0","12883000","0.0","2026-06-01T00:00:00.000","2026-06-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.84980525012466 40.58199048579311))"
"856PWQ77R213","856","PWQ77R213","120-55 QUEENS BLVD- QUEENS BORO HALL RENOVATIONS","1488000","0.0","1488000","0.0","0.0","0.0","0.0","1488000","0.0","2028-06-01T00:00:00.000","2023-06-01T00:00:00.000","DCAS","Department of Citywide Administrative Services","Fixed Asset","fisa_2023","MULTIPOINT ((-73.82799594232559 40.713997803803785))"
"850TAVREH","850","TAVREH","Tavern  on the Green Structure","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17998099.86","2024-06-01T00:00:00.000","2012-01-17T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.97776633717949 40.772206813153055))"
"850TF189900A","850","TF189900A","EAST 149 STREET MUNICIPAL PARKING GARAGE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","66664.53","2023-06-01T00:00:00.000","2010-07-07T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.92090734930537 40.817306995144946))"
"850TLCWOOD","850","TLCWOOD","TLC - NEW OFFICE FACILITY - 24-55 BQE WEST","16357000","0.0","16357000","0.0","0.0","0.0","0.0","16357000","8791496.85","2025-06-01T00:00:00.000","2016-02-22T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.90194059364487 40.76384229806565))"
"846P-103WPBC","846","P-103WPBC","Waring Plgd Basketball Courts Recon (X002-118M)","322000","0.0","322000","0.0","0.0","0.0","0.0","322000","43270.9","2028-06-01T00:00:00.000","2019-03-27T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.87147461675636 40.86023666733107))"
"846P-104AMEN","846","P-104AMEN","Amendola  Plaza  XG-32100-111M","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","458836.07","2028-06-01T00:00:00.000","2016-03-17T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.82709963238803 40.85258166792633))"
"846P-104CAGS","846","P-104CAGS","Mullaly Park Recr Center- bronze doors X034-108MA OMBP","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","96650.64","2026-06-01T00:00:00.000","2018-03-19T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.92513860177296 40.831777675203476))"
"856CO293SA","856","CO293SA","851 GRAND CONCOURSE - SAFE ACCESS TO MECHANICAL SYSTEM","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2025-03-01T00:00:00.000","2025-03-01T00:00:00.000","DCAS","Department of Citywide Administrative Services",,"fisa_2023","MULTIPOINT ((-73.92379777614885 40.826281334834405))"
"856CO294BACK","856","CO294BACK","DASNY - 215 E. 161ST ST.- BACKFILL","1927000","0.0","1927000","0.0","0.0","0.0","0.0","1927000","162296.03","2027-06-01T00:00:00.000","2013-12-13T00:00:00.000","DCAS","Department of Citywide Administrative Services",,"fisa_2023","MULTIPOINT ((-73.92029603094753 40.82666597282725))"
"037LNCA10FWT","037","LNCA10FWT","FORT WASHINGTON / INWOOD- Technology","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","40302.0","2026-06-01T00:00:00.000","2011-11-14T00:00:00.000","NYPL","New York Public Library","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.93403866700658 40.84757144498613))"
"856CO304HEA2","856","CO304HEA2","60 CENTRE STREET- SPRINKLERS","1670000","0.0","1670000","0.0","0.0","0.0","0.0","1670000","0.0","2028-06-01T00:00:00.000","2023-06-01T00:00:00.000","DCAS","Department of Citywide Administrative Services","Fixed Asset","fisa_2023","MULTIPOINT ((-74.00156772814346 40.71429646863415))"
"856PW193FANS","856","PW193FANS","1 CENTRE ST. - REPLACEMENT OF LOBBY FANS","1549000","0.0","1549000","0.0","0.0","0.0","0.0","1549000","15933.16","2027-06-01T00:00:00.000","2010-06-23T00:00:00.000","DCAS","Department of Citywide Administrative Services","Fixed Asset","fisa_2023","MULTIPOINT ((-74.00367427382345 40.71296521133095))"
"856PW326ATH3","856","PW326ATH3","OATH - 31-00 47 AVE. RELOCATION #4717","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2701550.13","2024-06-01T00:00:00.000","2017-08-24T00:00:00.000","DCAS","Department of Citywide Administrative Services","Fixed Asset","fisa_2023","MULTIPOINT ((-73.93551460406934 40.74209969325481))"
"856PW326TLQ3","856","PW326TLQ3","TLC -31-00 47 AVE QUEENS","1141000","0.0","1141000","0.0","0.0","0.0","0.0","1141000","0.0","2027-06-01T00:00:00.000","2027-06-01T00:00:00.000","DCAS","Department of Citywide Administrative Services",,"fisa_2023","MULTIPOINT ((-73.93551460406934 40.74209969325481))"
"856PW357ELC2","856","PW357ELC2","253 BROADWAY- ELECTRICAL UPGRADES PHASE 2","33510000","0.0","33510000","0.0","0.0","0.0","0.0","33510000","0.0","2028-06-01T00:00:00.000","2024-06-01T00:00:00.000","DCAS","Department of Citywide Administrative Services","Fixed Asset","fisa_2023","MULTIPOINT ((-74.00740772709237 40.71342340680471))"
"856PW357SA","856","PW357SA","253 AND 256 BROADWAY- SAFE ACCESS CATWALK","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2025-06-01T00:00:00.000","2025-06-01T00:00:00.000","DCAS","Department of Citywide Administrative Services","Fixed Asset","fisa_2023","MULTIPOINT ((-74.00740772709237 40.71342340680471))"
"856PW77117SA","856","PW77117SA","137 CENTRE ST. - SAFE ACCESS","40000","0.0","40000","0.0","0.0","0.0","0.0","40000","0.0","2026-06-01T00:00:00.000","2023-06-01T00:00:00.000","DCAS","Department of Citywide Administrative Services",,"fisa_2023","MULTIPOINT ((-74.00088960726613 40.71718396373573))"
"856PWQ77ATRM","856","PWQ77ATRM","QUEENSBOROUGH HALL - ATRIUM:  OUTFITTING FOR ATRIUM","100000","0.0","100000","0.0","0.0","0.0","0.0","100000","0.0","2028-06-01T00:00:00.000","2028-06-01T00:00:00.000","DCAS","Department of Citywide Administrative Services","Fixed Asset","fisa_2023","MULTIPOINT ((-73.82799563964028 40.71399769438958))"
"856STGESPLND","856","STGESPLND","ST. GEORGE ESPLANADE","800000","0.0","800000","0.0","0.0","0.0","0.0","800000","126737.85","2029-06-01T00:00:00.000","2010-11-29T00:00:00.000","DCAS","Department of Citywide Administrative Services","Fixed Asset","fisa_2023","MULTIPOINT ((-74.08179849520239 40.64870027759716))"
"816HLXNUCHXC","816","HLXNUCHXC","UNION COMMUNITY HEALTH CENTER - MOBILE X-RAY UNIT","55000","0.0","55000","0.0","0.0","0.0","0.0","55000","0.0","2024-06-01T00:00:00.000","2024-06-01T00:00:00.000","DOHMH","Department of Health and Mental Hygiene","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.89597002181522 40.86062047585433))"
"850EDDNSNA","850","EDDNSNA","ST. NICKS ALLIANCE - VEHICLE PURCHASE","2000","0.0","2000","0.0","0.0","0.0","0.0","2000","0.0","2026-06-01T00:00:00.000","2026-06-01T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.93978414519037 40.71616494572388))"
"850HLDNIMANS","850","HLDNIMANS","Interfaith Medical Center Brooklyn-Medical Equipment","252000","0.0","252000","0.0","0.0","0.0","0.0","252000","0.0","2023-06-01T00:00:00.000","2023-06-01T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.93736458163362 40.678423114482044))"
"850HLDN42WEL","850","HLDN42WEL","ODA Primary Health Care Network  - MULTI SPECIALTY WELLNESS","250000","0.0","250000","0.0","0.0","0.0","0.0","250000","0.0","2024-06-01T00:00:00.000","2024-06-01T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.95595158864244 40.697102940571))"
"850HLDNIMEDC","850","HLDNIMEDC","Interfaith Medical Center Brooklyn-Medical Equipment","1558000","0.0","1558000","0.0","0.0","0.0","0.0","1558000","0.0","2025-06-01T00:00:00.000","2025-06-01T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.93736458163362 40.678423114482044))"
"850HLDNDIAGN","850","HLDNDIAGN","Maimonides Medical Center -Hospital Diagnostic Equip Off Cam","1060000","0.0","1060000","0.0","0.0","0.0","0.0","1060000","0.0","2025-06-01T00:00:00.000","2025-06-01T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.99895246526438 40.639670554243246))"
"850HLDN36VAN","850","HLDN36VAN","UNION COMMUNITY HEALTH CENTER - DENTISTRY MOBILE VAN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2027-06-01T00:00:00.000","2027-06-01T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.89597002181522 40.86062047585433))"
"850HLDNLENOX","850","HLDNLENOX","Lenox Hill Hospital - Vehicle Purchases","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2026-06-01T00:00:00.000","2026-06-01T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.96110595808393 40.77394053665))"
"850HLDNMAMRI","850","HLDNMAMRI","Maimonides Medical Center - Medical Equipment Purchases","1192000","0.0","1192000","0.0","0.0","0.0","0.0","1192000","0.0","2026-06-01T00:00:00.000","2026-06-01T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.99895246526438 40.639670554243246))"
"850HLDNMAMOR","850","HLDNMAMOR","Maimonides Medical Center - Medical Equipment Purchases","409000","0.0","409000","0.0","0.0","0.0","0.0","409000","0.0","2026-06-01T00:00:00.000","2026-06-01T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.99895246526438 40.639670554243246))"
"850HLDNOCARE","850","HLDNOCARE","ODA Primary Health Care Network  - Equipment Purchases","80000","0.0","80000","0.0","0.0","0.0","0.0","80000","0.0","2027-06-01T00:00:00.000","2027-06-01T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.95595158864244 40.697102940571))"
"850HLDNPRIMH","850","HLDNPRIMH","ODA Primary Health Care Network  - Equipment Purchases","125000","0.0","125000","0.0","0.0","0.0","0.0","125000","0.0","2027-06-01T00:00:00.000","2027-06-01T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.95595158864244 40.697102940571))"
"850HLDNSPSUR","850","HLDNSPSUR","HOSPITAL FOR SPECIAL SURGERY  - Purchase MRI","1295000","0.0","1295000","0.0","0.0","0.0","0.0","1295000","0.0","2023-06-01T00:00:00.000","2023-06-01T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.95255688782427 40.76503295050221))"
"850HLDNODAPH","850","HLDNODAPH","ODA Primary Health Care Network  - Equipment Purchases","323000","0.0","323000","0.0","0.0","0.0","0.0","323000","0.0","2027-06-01T00:00:00.000","2027-06-01T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.95595158864244 40.697102940571))"
