"license_nbr","lic_status","business_name","business_name2","building","street","city","state","zip","swc_type","swc_sq_ft","swc_tables","swc_chairs","dohmh","final_x","final_y","community_district","city_council_district","cd_url","app_id","app_swc_type","app_sq_ft","app_tables","app_chairs","app_status","app_status_date","expiration_date","app_too_date","submit_date","intake","intake_dd","dpqa","send_package_dd","cp","cp_dd","cb","cb_dd","hearing","hearing_dd","hearing_public","hearing_public_dd","cc","cc_dd","moo","moo_dd","issuance","issuance_dd"
"1385278-DCA","Inactive","170 BEDFORD RESTAURANT LLC","THE MEATBALL SHOP","170","BEDFORD AVE","BROOKLYN","NY","11211","Unenclosed","52","3","6","41572590","996032","200970","301","33","http://www.nyc.gov/brooklyncb1","35943-2019-RSWC","Unenclosed","52","3","6","Pending Review","2019-12-23T00:00:00.000","2020-03-20T00:00:00.000","2020-03-20T00:00:00.000","2019-12-20T00:00:00.000","Ready For Review","2019-12-20T00:00:00.000","Under Review","2019-12-23T00:00:00.000","Pending Review","2019-12-20T00:00:00.000","Review Period Expired","2020-02-19T00:00:00.000","Waived","2020-02-19T00:00:00.000","NULL",,"Review Period Expired","2020-03-11T00:00:00.000","Pending Review",,"Pending Review",
"1385339-DCA","Inactive","RED ROOSTER HARLEM LLC","RED ROOSTER HARLEM","310","MALCOLM X BLVD","NEW YORK","NY","10027","Unenclosed","493","20","40","41543410","999482","233693","110","9","http://www.nyc.gov/html/mancb10/html/home/home.shtml","26424-2019-RSWC","Unenclosed","493","20","40","Pending Review","2020-05-28T00:00:00.000","2020-08-29T00:00:00.000","2020-08-29T00:00:00.000","2019-09-11T00:00:00.000","Ready For Review","2019-09-11T00:00:00.000","Issued Temp Op Letter","2019-09-11T00:00:00.000","Pending Review","2019-09-11T00:00:00.000","Pending Review","2019-09-11T00:00:00.000","Pending Review",,"SWC Public Hearing","2019-10-30T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"1420047-DCA","Inactive","NO MOORE OYSTERS LLC","SMITH & MILLS","71","N MOORE ST","NEW YORK","NY","10013","Unenclosed","81","4","8","41267566","981519","201663","101","1","http://www.nyc.gov/html/mancb1/html/home/home.shtml","4201-2020-RSWC","Unenclosed","81","4","8","Pending Review","2020-05-21T00:00:00.000","2020-06-21T00:00:00.000","2020-06-21T00:00:00.000","2020-03-02T00:00:00.000","Ready For Review","2020-03-02T00:00:00.000","Issued Temp Op Letter",,"Pending Review",,"Pending Review",,"Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"1385722-DCA","Inactive","568 5TH BROOKLYN LLC","BLACK HOUSE PUB","568","5TH AVE","BROOKLYN","NY","11215","Unenclosed","324","10","20","41412063","987059","181619","307","39","http://www.brooklyncb7.org/","35260-2019-RSWC","Unenclosed","324","10","20","Pending Review","2020-03-05T00:00:00.000","2020-04-05T00:00:00.000","2020-04-05T00:00:00.000","2019-12-12T00:00:00.000","Ready For Review","2019-12-12T00:00:00.000","Issued Temp Op Letter","2019-12-13T00:00:00.000","Pending Review","2019-12-13T00:00:00.000","Recommend Approval","2019-12-23T00:00:00.000","Waived","2020-01-06T00:00:00.000","NULL",,"Review Period Expired","2020-01-27T00:00:00.000","Pending Review",,"Pending Review",
"1385967-DCA","Inactive","TAPPO, INC.","NULL","49","W 24TH ST","NEW YORK","NY","10010","Unenclosed","140","5","10","41568107","986711","210136","105","3","http://www.cb5.org","16864-2019-RSWC","Unenclosed","140","5","10","Pending Review","2020-05-28T00:00:00.000","2020-08-29T00:00:00.000","2020-08-29T00:00:00.000","2019-04-04T00:00:00.000","Ready For Review","2019-04-04T00:00:00.000","Issued Temp Op Letter","2019-04-04T00:00:00.000","Pending Review","2019-04-04T00:00:00.000","Review Period Expired","2019-05-30T00:00:00.000","Waived","2019-05-30T00:00:00.000","NULL",,"Review Period Expired","2019-06-20T00:00:00.000","Pending Review",,"Pending Review",
"1389004-DCA","Inactive","NLAM INC.","NULL","178","KENT AVE","BROOKLYN","NY","11211","Unenclosed","247","12","25","41411052","994386","201298","301","33","http://www.nyc.gov/brooklyncb1","128-2020-RSWC","Unenclosed","247","12","25","Pending Review","2020-05-28T00:00:00.000","2020-08-28T00:00:00.000","2020-08-28T00:00:00.000","2020-01-06T00:00:00.000","Ready For Review","2020-01-06T00:00:00.000","Issued Temp Op Letter","2020-01-06T00:00:00.000","Pending Review","2020-01-06T00:00:00.000","Review Period Expired","2020-03-12T00:00:00.000","Waived","2020-03-12T00:00:00.000","NULL",,"Review Period Expired","2020-04-02T00:00:00.000","Pending Review",,"Pending Review",
"1391390-DCA","Inactive","SALERNITANI LTD","SAN MATTEO PIZZERIA ESPRESSO BAR","1739","2ND AVE","NEW YORK","NY","10128","Unenclosed","107","8","16","41519432","998072","223619","108","5","http://www.cb8m.com/","34400-2019-RSWC","Unenclosed","107","8","16","Pending Review","2020-02-25T00:00:00.000","2020-03-19T00:00:00.000","2020-03-19T00:00:00.000","2019-12-04T00:00:00.000","Ready For Review","2019-12-04T00:00:00.000","Issued Temp Op Letter","2019-12-04T00:00:00.000","Pending Review","2019-12-04T00:00:00.000","Review Period Expired","2020-01-24T00:00:00.000","Waived","2020-01-24T00:00:00.000","NULL",,"Review Period Expired","2020-02-14T00:00:00.000","Pending Review",,"Pending Review",
"1392078-DCA","Inactive","72ND & COLUMBUS RESTAURANT LLC","AG KITCHEN","269","COLUMBUS AVE","NEW YORK","NY","10023","Enclosed","416","16","34","41565555","990243","222653","107","6","http://www.nyc.gov/mcb7","22579-2019-RSWC","Enclosed","416","16","34","Pending Review","2020-01-02T00:00:00.000","2020-02-22T00:00:00.000","2020-02-22T00:00:00.000","2019-08-07T00:00:00.000","Ready For Review","2019-06-21T00:00:00.000","Issued Temp Op Letter","2019-06-21T00:00:00.000","Pending Review","2019-06-21T00:00:00.000","Pending Review","2019-06-21T00:00:00.000","Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"1395264-DCA","Inactive","GRAHAM RESTAURANT LLC","SAGE","299","GRAHAM AVE","BROOKLYN","NY","11211","Unenclosed","479","21","37","41580023","999663","199000","301","34","http://www.nyc.gov/brooklyncb1","35829-2019-RSWC","Unenclosed","479","21","37","Pending Review","2020-01-08T00:00:00.000","2020-04-08T00:00:00.000","2020-04-08T00:00:00.000","2019-12-19T00:00:00.000","Ready For Review","2019-12-19T00:00:00.000","Issued Temp Op Letter","2019-12-23T00:00:00.000","Pending Review","2019-12-23T00:00:00.000","Review Period Expired","2020-02-13T00:00:00.000","Waived","2020-02-13T00:00:00.000","NULL",,"Review Period Expired","2020-03-05T00:00:00.000","Pending Review",,"Pending Review",
"1398066-DCA","Inactive","UNCLE ABIES DELI ON FIRST INC.","2ND AVENUE DELI","1442","1ST AVE","NEW YORK","NY","10021","Enclosed","565","11","40","41588604","996853","219642","108","5","http://www.cb8m.com/","19318-2019-RSWC","Enclosed","565","11","40","Pending Review","2020-05-28T00:00:00.000","2020-07-26T00:00:00.000","2020-07-26T00:00:00.000","2019-05-08T00:00:00.000","Ready For Review","2019-05-08T00:00:00.000","Issued Temp Op Letter","2019-05-23T00:00:00.000","Proceed Objections Cured","2020-01-29T00:00:00.000","Review Period Expired","2020-01-29T00:00:00.000","Waived","2020-01-29T00:00:00.000","NULL",,"Review Period Expired","2020-02-19T00:00:00.000","Pending Review",,"Pending Review",
"1401947-DCA","Inactive","768 MAD RESTAURANT, LLC","BAR ITALIA","768","MADISON AVE","NEW YORK","NY","10065","Small Unenclosed","53","2","8","41525379","992989","219057","108","4","http://www.cb8m.com/","17858-2019-RSWC","Small Unenclosed","53","2","8","Pending Review","2020-03-10T00:00:00.000","2020-04-10T00:00:00.000","2020-04-10T00:00:00.000","2019-04-15T00:00:00.000","Ready For Review","2019-04-15T00:00:00.000","Issued Temp Op Letter","2019-04-15T00:00:00.000","Pending Review","2019-04-15T00:00:00.000","Recommend Approval","2019-05-30T00:00:00.000","Waived","2019-05-30T00:00:00.000","NULL",,"Review Period Expired","2019-06-20T00:00:00.000","Pending Review",,"Pending Review",
"1412892-DCA","Inactive","120 U REST. LLC","TORTARIA","94","UNIVERSITY PL","NEW YORK","NY","10003","Enclosed","292","12","24","41618840","986190","206649","102","2","http://www.nyc.gov/manhattancb2","19105-2019-RSWC","Enclosed","292","12","24","Pending Review","2019-09-23T00:00:00.000","2020-03-31T00:00:00.000","2020-03-31T00:00:00.000","2019-05-06T00:00:00.000","Ready For Review","2019-05-02T00:00:00.000","Issued Temp Op Letter","2019-05-09T00:00:00.000","Proceed","2020-04-17T00:00:00.000","Review Period Expired","2020-04-17T00:00:00.000","Waived","2020-04-17T00:00:00.000","NULL",,"Review Period Expired","2020-05-08T00:00:00.000","Pending Review",,"Pending Review",
"1414471-DCA","Inactive","TRIM CASTLE CORP.","COOPERS CRAFT AND KITCHEN","87","2ND AVE","NEW YORK","NY","10003","Enclosed","116","8","21","41601438","987281","204160","103","2","http://www.nyc.gov/manhattancb3","18098-2019-RSWC","Enclosed","116","8","21","Pending Review","2020-01-21T00:00:00.000","2020-04-21T00:00:00.000","2020-04-21T00:00:00.000","2019-07-16T00:00:00.000","Ready For Review","2019-04-18T00:00:00.000","Issued Temp Op Letter","2019-04-19T00:00:00.000","Pending Review","2019-04-19T00:00:00.000","Pending Review","2019-04-19T00:00:00.000","Pending Review","2019-05-20T00:00:00.000","NULL",,"Pending Review","2019-05-20T00:00:00.000","Pending Review","2019-05-20T00:00:00.000","Pending Review",
"1414794-DCA","Inactive","168 ORCHARD ST PARTNERS, INC.","NULL","168","ORCHARD ST","NEW YORK","NY","10002","Small Unenclosed","366","12","24","41629167","987438","202054","103","1","http://www.nyc.gov/manhattancb3","36440-2019-RSWC","Small Unenclosed","366","12","24","Pending Review","2020-04-27T00:00:00.000","2020-07-14T00:00:00.000","2020-07-14T00:00:00.000","2019-12-30T00:00:00.000","Ready For Review","2019-12-30T00:00:00.000","Issued Temp Op Letter","2019-12-31T00:00:00.000","Pending Review","2019-12-31T00:00:00.000","Review Period Expired","2020-02-19T00:00:00.000","Waived","2020-02-19T00:00:00.000","NULL",,"Review Period Expired","2020-03-11T00:00:00.000","Pending Review",,"Pending Review",
"1415773-DCA","Inactive","MS RESTAURANT OWNERS LLC","MORNING STAR RESTAURANT","879","9TH AVE","NEW YORK","NY","10019","Enclosed","191","8","24","41634004","988207","219170","104","3","http://www.nyc.gov/mcb4","19338-2019-RSWC","Enclosed","191","8","24","Pending Review","2020-01-23T00:00:00.000","2020-04-13T00:00:00.000","2020-04-13T00:00:00.000","2019-05-08T00:00:00.000","Ready For Review","2019-05-08T00:00:00.000","Issued Temp Op Letter","2019-05-09T00:00:00.000","Pending Review","2019-05-09T00:00:00.000","Pending Review","2019-05-09T00:00:00.000","Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"1418616-DCA","Inactive","PEDRO'S BAR & RESTAURANT, INC.","NULL","73","JAY ST","BROOKLYN","NY","11201","Unenclosed","280","7","13","41619116","987968","195224","302","33","http://www.nyc.gov/html/bkncb2/html/home/home.shtml","15357-2014-RSWC","Unenclosed","280","7","13","Pending Review","2019-12-27T00:00:00.000","2020-03-27T00:00:00.000","2020-03-27T00:00:00.000","2019-01-16T00:00:00.000","Ready For Review","2014-09-16T00:00:00.000","Issued Temp Op Letter","2016-09-19T00:00:00.000","Pending Review","2014-09-16T00:00:00.000","Review Period Expired","2016-11-09T00:00:00.000","Pending Review","2016-11-09T00:00:00.000","SWC Public Hearing",,"Pending Review",,"Pending Review",,"Pending Review",
"1418705-DCA","Inactive","207 WEST RESTAURANT CORP.","YUMMY THAI","4959","BROADWAY","NEW YORK","NY","10034","Unenclosed","200","7","12","41503575","1006255","255589","112","10","http://www.nyc.gov/html/mancb12/html/home/home.shtml","3218-2020-RSWC","Unenclosed","200","7","12","Pending Review","2020-02-13T00:00:00.000","2020-03-13T00:00:00.000","2020-03-13T00:00:00.000","2020-02-13T00:00:00.000","Ready For Review","2020-02-13T00:00:00.000","Issued Temp Op Letter",,"Pending Review",,"Pending Review",,"Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"1420812-DCA","Inactive","SIX LOUNGE LLC","HARLEM FOOD BAR","2100","FREDERICK DOUGLASS BLVD","NEW YORK","NY","10026","Unenclosed","261","11","22","41642375","996293","231781","110","9","http://www.nyc.gov/html/mancb10/html/home/home.shtml","6680-2019-RSWC","Unenclosed","261","11","22","Pending Review","2020-02-24T00:00:00.000","2020-03-24T00:00:00.000","2020-03-24T00:00:00.000","2019-02-07T00:00:00.000","Ready For Review","2019-02-07T00:00:00.000","Issued Temp Op Letter","2019-02-07T00:00:00.000","Pending Review","2019-02-07T00:00:00.000","Review Period Expired","2019-03-27T00:00:00.000","Waived","2019-03-27T00:00:00.000","NULL",,"Review Period Expired","2019-04-17T00:00:00.000","Pending Review",,"Pending Review",
"1420950-DCA","Active","SNOWDAY LLC","THE SKYLARK","477","5TH AVE","BROOKLYN","NY","11215","Unenclosed","236","10","20","41645463","987788","182561","306","39","http://www.brooklyncb6.org/","29848-2018-RSWC","Unenclosed","236","10","20","Application Review Completed","2019-06-21T00:00:00.000","2020-12-15T00:00:00.000",,"2018-11-28T00:00:00.000","Ready For Review","2018-12-04T00:00:00.000","Approved","2018-12-04T00:00:00.000","NULL",,"Review Period Expired","2019-01-24T00:00:00.000","Waived","2019-01-24T00:00:00.000","NULL",,"Review Period Expired","2019-02-14T00:00:00.000","Approved","2019-06-21T00:00:00.000","Issued","2019-06-21T00:00:00.000"
"1421719-DCA","Inactive","BLUE OCEAN GROUP INC.","CAFE AMRITA","301","W 110TH ST","NEW YORK","NY","10026","Unenclosed","296","14","28","41236517","995718","231175","110","9","http://www.nyc.gov/html/mancb10/html/home/home.shtml","25800-2019-RSWC","Unenclosed","296","14","28","Pending Review","2020-01-06T00:00:00.000","2020-01-31T00:00:00.000","2020-01-31T00:00:00.000","2019-08-17T00:00:00.000","Ready For Review","2019-08-20T00:00:00.000","Issued Temp Op Letter","2019-09-16T00:00:00.000","Pending Review","2019-08-20T00:00:00.000","Pending Review","2019-09-16T00:00:00.000","Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"1422807-DCA","Inactive","TS3 HOSPITALITY LLC","THE SMITH","1900","BROADWAY","NEW YORK","NY","10023","Unenclosed","604","21","54","41649130","989309","220363","107","6","http://www.nyc.gov/mcb7","4641-2020-RSWC","Unenclosed","604","21","54","Pending Review","2020-05-28T00:00:00.000","2020-08-28T00:00:00.000","2020-08-28T00:00:00.000","2020-03-10T00:00:00.000","Ready For Review","2020-03-10T00:00:00.000","Issued Temp Op Letter","2020-03-10T00:00:00.000","Pending Review","2020-03-10T00:00:00.000","Pending Review","2020-03-10T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-04-29T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"1428232-DCA","Inactive","SOUTH LAKE HOSPITALITY GROUP INC.","HARLEM PUBLIC","3612","BROADWAY","NEW YORK","NY","10031","Unenclosed","180","5","19","41645852","998492","241181","109","7","http://www.cb9m.org","3108-2020-RSWC","Unenclosed","180","5","19","Pending Review","2020-03-11T00:00:00.000","2020-05-08T00:00:00.000","2020-05-08T00:00:00.000","2020-02-12T00:00:00.000","Ready For Review","2020-02-12T00:00:00.000","Issued Temp Op Letter","2020-02-13T00:00:00.000","Pending Review","2020-02-13T00:00:00.000","Review Period Expired","2020-04-08T00:00:00.000","Waived","2020-04-08T00:00:00.000","NULL",,"Review Period Expired","2020-04-29T00:00:00.000","Pending Review",,"Pending Review",
"1432061-DCA","Inactive","CLEW Z. ANGUS (USA) INC.","NIU NOODLE","15","GREENWICH AVE","NEW YORK","NY","10014","Enclosed","136","5","10","41668278","984261","206819","102","3","http://www.nyc.gov/manhattancb2","10174-2018-RSWC","Enclosed","136","5","10","Pending Review","2019-05-16T00:00:00.000","2019-11-17T00:00:00.000","2019-11-17T00:00:00.000","2018-07-10T00:00:00.000","Ready For Review","2018-07-10T00:00:00.000","Issued Temp Op Letter","2018-07-10T00:00:00.000","Pending Review","2018-07-10T00:00:00.000","Pending Review","2018-07-10T00:00:00.000","Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"1432938-DCA","Inactive","132 MULBERRY INC","UMBERTO'S CLAM HOUSE","132","MULBERRY ST","NEW YORK","NY","10013","Unenclosed","82","6","12","41543826","984911","201043","102","1","http://www.nyc.gov/manhattancb2","2962-2020-RSWC","Unenclosed","82","6","12","Pending Review","2020-05-28T00:00:00.000","2020-08-28T00:00:00.000","2020-08-28T00:00:00.000","2020-02-10T00:00:00.000","Ready For Review","2020-02-10T00:00:00.000","Issued Temp Op Letter","2020-02-10T00:00:00.000","Pending Review","2020-02-10T00:00:00.000","Pending Review","2020-02-10T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-04-01T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"1437537-DCA","Inactive","JUICERIE LLC","JUICERIE","19","KENMARE ST","NEW YORK","NY","10012","Unenclosed","378","20","40","41678685","985731","201842","102","1","http://www.nyc.gov/manhattancb2","5000-2020-RSWC","Unenclosed","378","20","40","Pending Review","2020-06-09T00:00:00.000","2020-07-15T00:00:00.000","2020-07-15T00:00:00.000","2020-03-24T00:00:00.000","Ready For Review","2020-04-03T00:00:00.000","Issued Temp Op Letter","2020-04-03T00:00:00.000","Pending Review","2020-04-03T00:00:00.000","Pending Review","2020-04-03T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-05-20T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"1452982-DCA","Inactive","SOH PEACE, INC.","NULL","87","MACDOUGAL ST","NEW YORK","NY","10012","Unenclosed","108","7","14","41704282","983858","204889","102","3","http://www.nyc.gov/manhattancb2","3139-2020-RSWC","Unenclosed","108","7","14","Pending Review","2020-02-13T00:00:00.000","2020-03-12T00:00:00.000","2020-03-12T00:00:00.000","2020-02-12T00:00:00.000","Ready For Review","2020-02-12T00:00:00.000","Under Review","2020-02-13T00:00:00.000","Pending Review","2020-02-13T00:00:00.000","Pending Review","2020-02-13T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-04-01T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"1454223-DCA","Inactive","G.V.S. BAKERY, INC.","MARTHA'S BAKERY","3621","DITMARS BLVD","ASTORIA","NY","11105","Enclosed","285","12","23","41315709","1009820","221320","401","22","http://www.nyc.gov/html/qnscb1/html/home/home.shtml","19321-2019-RSWC","Enclosed","285","12","23","Pending Review","2020-01-06T00:00:00.000","2020-04-01T00:00:00.000","2020-04-01T00:00:00.000","2019-05-08T00:00:00.000","Ready For Review","2019-05-08T00:00:00.000","Issued Temp Op Letter","2019-05-09T00:00:00.000","Proceed","2020-01-30T00:00:00.000","Pending Review","2019-05-09T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-03-18T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"1454468-DCA","Inactive","TIN MARIN BAR & LOUNGE, INC.","TIN MARIN RESTAURANT & LOUNGE","3708","RIVERDALE AVE","BRONX","NY","10463","Unenclosed","146","7","14","41654160","1009984","262444","208","11","http://www.nyc.gov/bronxcb8","34704-2019-RSWC","Unenclosed","146","7","14","Pending Review","2020-06-18T00:00:00.000","2020-08-18T00:00:00.000","2020-08-18T00:00:00.000","2019-12-06T00:00:00.000","Ready For Review","2019-12-06T00:00:00.000","Issued Temp Op Letter","2019-12-09T00:00:00.000","Pending Review","2019-12-09T00:00:00.000","Recommend Approval","2020-01-16T00:00:00.000","Waived","2020-01-29T00:00:00.000","NULL",,"Review Period Expired","2020-02-19T00:00:00.000","Pending Review",,"Pending Review",
