"entityid","schoolname","number","street","city","state","borough","zipcode","lastinspection","permittee","inspectiondate","ptet","site_type","level","code","violationdescription","latitude","longitude","communityboard","councildistrict","censustract","bin","bbl","nta","borocode"
"40582344","P.S. 217 COLONEL DAVID MARCUS SCHOOL","973","CONEY ISLAND AVENUE","Brooklyn","NY","Brooklyn","11230","2023-01-20T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-03-11T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","40.633613304195","-73.96714914469","314","40","052600","3121072","3052320001","BK42","3"
"41175519","UNITED TALMUDICAL ACADEMY","212","WILLIAMSBURG STREET","BROOKLYN","NY","Brooklyn",,"2023-01-12T00:00:00.000","TALMUDICAL ACAD UNITED","2023-01-04T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","0","0",,,,,"3",,"3"
"40541404","P.S. 068 CAMBRIDGE","5909","SAINT FELIX AVENUE","GLENDALE","NY","Queens","11385","2022-11-10T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-04-12T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.696548290686","-73.897405157129","405","30","055700","4437837","4035790001","QN20","4"
"40546633","P.S. 205 FIORELLO LAGUARDIA","2375","SOUTHERN BOULEVARD","Bronx","NY","Bronx","10460","2022-10-26T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-01-07T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.852795031038","-73.881832947954","206","15","039300","2013047","2031140052","BX06","2"
"50002656","YESHIVA JESODA HATORA","195","WILSON STREET","Brooklyn","NY","Brooklyn","11211","2023-02-16T00:00:00.000","YESHIVA YESODA HATORAH VETZ CHAIM","2023-02-16T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","40.706926795165","-73.960068726359","301","33","053500","3059927","3021780050","BK72","3"
"40542465","P.S. K053, ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL, EVERGREEN M.S. FOR URBAN EXPLORATION","125","COVERT STREET","Brooklyn","NY","Brooklyn","11207","2023-03-09T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-07-15T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.688379658009","-73.910276164745","304","37","041300","3079027","3034160001","BK78","3"
"40542116","P.S. 135 SHELDON A. BROOKNER","684","LINDEN BOULEVARD","Brooklyn","NY","Brooklyn","11203","2023-01-23T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-03-09T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.653632649836","-73.933114419406","317","41","087000","3102005","3046730001","BK91","3"
"50068675","PRE-K CENTER AT 1340 EAST 29TH STREET","1340","EAST   29 STREET","Brooklyn","NY","Brooklyn","11210","2022-12-20T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-12-20T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.618443253331","-73.946329667442","314","45","075600","3337357","3076640041","BK43","3"
"40541817","EAST FLATBUSH COMMUNITY RESEARCH SCHOOL, P753K AT K232","905","WINTHROP STREET","Brooklyn","NY","Brooklyn","11203","2022-12-12T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2020-12-09T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","40.658422607684","-73.929076494382","317","41","088000","3099733","3046060025","BK60","3"
"40561705","GARDEN SCHOOL","3316","79 STREET","JACKSON HEIGHTS","NY","Queens","11372","2023-03-23T00:00:00.000","GARDEN SCHOOL INC","2021-03-25T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","40.754783556409","-73.888082173494","403","25","028700","4437110","4012510012","QN28","4"
"50064043","SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL","120","WADSWORTH AVENUE","New York","NY","Manhattan","10033","2022-10-17T00:00:00.000","SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL","2022-10-17T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","CH","02B","Hot TCS food item not held at or above 140 °F.","40.848611000368","-73.935870694297","112","10","026300","1081878","1021630041","MN36","1"
"50098148","SHALSHELES BAIS YAKOV","4001","16 AVENUE","Brooklyn","NY","Brooklyn","11218","2023-02-13T00:00:00.000","YESHIVA SHALSHELET BAIS YAAKOV","2021-06-15T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","05H","No facilities available to wash, rinse and sanitize utensils and/or equipment.","40.63597958658","-73.980345712671","312","39","047800","3126514","3053820008","BK88","3"
"40541907","JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING, MANHATTAN BUSINESS ACADEMY, QUEST TO","351","WEST   18 STREET","New York","NY","Manhattan","10011","2023-03-06T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-07-08T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.742859976462","-74.002136402486","104","03","008900","1013096","1007420007","MN13","1"
"41372365","URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN, P.S. K369  - COY L. COX SCHOOL, THE UR","283","ADAMS STREET","Brooklyn","NY","Brooklyn","11201","2023-03-15T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-07-15T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.694675056823","-73.98885332901","302","33","001100","3331741","3001400010","BK38","3"
"40798882","MIDDLE COLLEGE HIGH SCHOOL","1186","CARROLL STREET","Brooklyn","NY","Brooklyn","11225","2022-07-19T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-04-14T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.667187250883","-73.951167424877","309","35","032100","3348092","3012890025","BK63","3"
"40540642","I.S. 192 THE LINDEN, PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL","10989","204 STREET","SAINT ALBANS","NY","Queens","11412","2023-01-17T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-08-20T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04M","Live roaches present in facility's food and/or non-food areas.","40.706452128378","-73.753578847771","412","27","050800","4234318","4109440301","QN07","4"
"40543666","P.S. 015 ROBERTO CLEMENTE, P.S. M094 @ 15","333","EAST    4 STREET","New York","NY","Manhattan","10009","2022-11-03T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-03-15T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.721783766309","-73.978985483228","103","02","002601","1004415","1003740020","MN28","1"
"40540661","P.S. 197 THE OCEAN SCHOOL","825","HICKSVILLE ROAD","Far Rockaway","NY","Queens","11691","2023-03-06T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-07-28T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.600191187421","-73.743968788458","414","31","101002","4298856","4155970001","QN15","4"
"50106167","THE EQUITY PROJECT CHARTER SCHOOL\4280 Broadway","4280","BROADWAY","New York","NY","Manhattan","10033","2022-11-22T00:00:00.000","THE EQUITY PROJECT CHARTER SCHOOL","2021-02-04T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)",,,,"40.850864142287","-73.935362459622","112","10","027100","1063925","1021640016","MN35","1"
"40541356","QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL","3702","47 AVENUE","LONG ISLAND CITY","NY","Queens","11101","2022-09-13T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2020-12-24T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.742198010981","-73.928218306093","402","26","018900","4003259","4002280020","QN31","4"
"40541012","P.S. Q177, MARTIN VAN BUREN HIGH SCHOOL, BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH)","23017","HILLSIDE AVENUE","QUEENS VILLAGE","NY","Queens","11427","2023-01-12T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-07-15T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.733057401459","-73.738754727818","413","23","130100","4166101","4079300002","QN43","4"
"40542061","P.S. 193 GIL HODGES","2515","AVENUE L","Brooklyn","NY","Brooklyn","11210","2022-12-20T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-03-09T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.621500065952","-73.950473334224","314","45","075400","3208461","3076250001","BK43","3"
"40543689","ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY, INTERNATIONAL COMMUNITY HIGH SCHOOL, P.S. / I.S. 224","345","BROOK AVENUE","Bronx","NY","Bronx","10454","2022-10-12T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-03-03T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.810033135902","-73.917791594421","201","08","004100","2000391","2022860036","BX39","2"
"50114757","CONGREGATION MACHNA SHALVA","2533","CONEY ISLAND AVENUE","Brooklyn","NY","Brooklyn","11223","2023-02-15T00:00:00.000","CONGREGATION MACHNA SHALVA","2023-02-15T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","AV","18-01","Current valid permit, registration or other authorization to operate a Food Service Establishment (FSE) or Non-retail Food Processing Establishment (NRFP) not available.","40.595060850804","-73.9609568571","315","48","058400","3200559","3073710072","BK25","3"
"40806148","ST. IGNATIUS LOYOLA","48","EAST   84 STREET","New York","NY","Manhattan","10028","2022-10-19T00:00:00.000","CULINART, INC","2022-02-03T00:00:00.000","2529","FSE (Private School Cafeteria - For Profit)","AV","18A","Current valid permit, registration or other authorization to operate establishment not available.","40.779325126468","-73.95929576726","108","04","014200","1046786","1014950033","MN40","1"
"40801876","OUR LADY QUEEN OF MARTYRS SCHOOL","71","ARDEN STREET","New York","NY","Manhattan","10040","2023-03-15T00:00:00.000","ARCHDIOCESE OF NEW YORK","2023-03-08T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","04L","Evidence of mice or live mice in establishment's food or non-food areas.","40.863189053709","-73.92792451784","112","10","028700","1064245","1021750136","MN35","1"
"40801108","ST. CHARLES BORROMEO SCHOOL","214","WEST  142 STREET","New York","NY","Manhattan","10030","2023-03-08T00:00:00.000","ARCHDIOCESE OF NEW YORK","2023-03-08T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","06A","Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.","40.820032913684","-73.941252791833","110","09","023000","1060426","1020270041","MN03","1"
"40541877","P.S. M811 - MICKEY MANTLE SCHOOL","466","WEST END AVENUE","New York","NY","Manhattan","10024","2023-01-30T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-07-15T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.786604109266","-73.979510231772","107","06","017100","1032754","1012300001","MN12","1"
"50125692","OUR LADY OF HOPE CATHOLIC ACADEMY","6121","71ST ST","MIDDLE VILLAGE","NY","Queens","11379","2022-10-27T00:00:00.000","OUR LADY OF HOPE CATHOLIC ACADEMY","2022-10-27T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10D","Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.","40.720738974655","-73.886808363855","405","30","066501","4067005","4029280001","QN21","4"
"40541134","P.S. 032 STATE STREET","17111","35 AVENUE","FLUSHING","NY","Queens","11358","2022-10-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-01-27T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.764755190208","-73.794682258988","407","19","114100","4118954","4052560001","QN51","4"
"40572551","OHOLEI TORAH ELEMENTARY","667","EASTERN PARKWAY","Brooklyn","NY","Brooklyn","11213","2022-10-03T00:00:00.000","EDUCATIONAL INSTITUTE OHOLEI TORAH OF BROOKLYN, INC","2022-03-04T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.669627881298","-73.946205411147","308","35","033700","3032753","3012630041","BK61","3"
"41081459","P.S. 239, ROBERT E. PEARY SCHOOL","1715","WEIRFIELD STREET","Ridgewood","NY","Queens","11385","2023-03-01T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-03-01T00:00:00.000","2530","FSE (Public School Cafeteria)","C","06C","Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.","40.699142155504","-73.903798929836","405","34","055300","4435561","4035610001","QN20","4"
"50109327","BROOKLYN PROSPECT WINSOR TERRACE MIDDLE SCHOOL","25","CHAPEL STREET","Brooklyn","NY","Brooklyn","11201","2022-12-19T00:00:00.000","Brooklyn Prospect Charter School","2022-05-24T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","AV","18A","Current valid permit, registration or other authorization to operate establishment not available.","40.697246597436","-73.986014731837","302","33","001300","3335884","3001180006","BK38","3"
"40541282","MS342 PATRIA MIRABAL, KIPP NYC WASHINGTON HEIGHTS ACADEMY CHARTER SCH, M.S. 319 - MARIA TERESA","21","JUMEL PLACE","New York","NY","Manhattan","10032","2023-02-02T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2020-12-11T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.839298271524","-73.936157987119","112","10","024900","1076741","1021120058","MN36","1"
