"fiscal_year","system_code","location_code","location_name","beds_number","managed_by_name","location_type_description","location_category_description","grades_text","grades_final_text","open_date","status_descriptions","primary_building_code","primary_address_line_1","state_code","x_coordinate","y_coordinate","longitude","latitude","community_district","council_district","census_tract","borough_block_lot","nta","nta_name","principal_name","principal_title","principal_phone_number","fax_number","geographical_district_code","admin_district_location_code","administrative_district_name","community_school_sup_name","field_support_center_name","field_support_center_leader","school_support_team_name","school_support_team_leader","highschool_network_location","highschool_network_name","highschool_network","geocoded_column"
"2019","310400011435","M435","Manhattan Center for Science and Mathematics","310400011435","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","1942-07-01T00:00:00.000","Open","M435","260 PLEASANT AVENUE","NY","1002838","228627","40.794184","-73.932868","111","8","17800","1017130001","MN34","East Harlem North","JOSE JIMENEZ","Principal","212-876-4639","212-996-5946","4","HS04",,,"Field Support Center - Manhattan","CHU, YUET","School Support Team 2- Manhattan",,"HS04","HS Network 04 Superintendent Office","ORLEN, VIVIAN","POINT (40.794184 -73.932868)"
"2019","307500011401","M401","Hospital Schools","307500011401","DOE","Special Education","K-12 all grades","PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","01,02,03,04,05,06,07,08,09,10,11,12,SE","1999-07-01T00:00:00.000","Open","X953","3450 EAST TREMONT AVENUE","NY","1031947","242382","40.831829","-73.827642","210","13","16600","2055310021","BX52","Schuylerville-Throgs Neck-Edgewater Park","MARY MAHER","Principal","718-794-7260","718-794-7263","8","DA75","CITYWIDE SPECIAL EDUCATION","LOUISSAINT, KETLER","D75 CITYWIDE FSC","Tillman Roberto","Children First Network 754",,,,,"POINT (40.831829 -73.827642)"
"2019","307500012754","X754","J. M. Rapport School Career Development","307500012754","DOE","Special Education","High school",,"09,10,11,12,SE","1999-07-01T00:00:00.000","Open","X155","470 JACKSON AVENUE","NY","1009340","234778","40.811051","-73.909363","201","8","3500","2025780027","BX39","Mott Haven-Port Morris","DANIEL HOEHN","Principal","718-993-5581","718-585-4624","7","DA75","CITYWIDE SPECIAL EDUCATION","LOUISSAINT, KETLER","D75 CITYWIDE FSC","Tillman Roberto","Children First Network 755",,,,,"POINT (40.811051 -73.909363)"
"2019","320900011403","X403","Bronx International High School","320900011403","DOE","General Academic","High school","09,10,11,12","09,10,11,12","2001-07-01T00:00:00.000","Open","X400","1110 BOSTON ROAD","NY","1010840","240756","40.827455","-73.90392","203","16","13500","2026340001","BX35","Morrisania-Melrose","JOAQUIN VEGA VARGAS","Principal","718-620-1053","718-620-1056","9","HS12",,,"Affinity Group",,"School Support Team 4- Affinity Group",,"HS12","H.S. Network 12 Superintendent Office","PELLES, KATHY","POINT (40.827455 -73.90392)"
"2019","310400010182","M182","The Bilingual Bicultural School","310400010182","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05","2000-07-01T00:00:00.000","Open","M083","219 EAST 109 STREET","NY","1000322","228326","40.793363","-73.941955","111","8","18000","1016590012","MN34","East Harlem North","Yazmin Perez","Principal","212-860-6031","212-860-4536","4","M804","COMMUNITY SCHOOL DISTRICT 04","ESTRELLA, ALEXANDRA","Field Support Center - Manhattan","CHU, YUET","School Support Team 6- Manhattan",,,,,"POINT (40.793363 -73.941955)"
"2019","310200010397","M397","Spruce Street School","310200010397","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08","2009-07-01T00:00:00.000","Open","M971","12 SPRUCE STREET","NY","982855","198074","40.711321","-74.005473","101","1","1501","1001000001","MN25","Battery Park City-Lower Manhattan","NANCY HARRIS","Principal","212-266-4800","212-266-4805","2","M802","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","Field Support Center - Manhattan","CHU, YUET","School Support Team 3- Manhattan",,,,,"POINT (40.711321 -74.00547300000001)"
"2019","320700010369","X369","Young Leaders Elementary School","320700010369","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","2008-07-01T00:00:00.000","Open","X040","468 EAST 140 STREET","NY","1006459","234057","40.80908","-73.919773","201","8","3900","2022840034","BX39","Mott Haven-Port Morris","Jaleelah Cooke","Principal","718-292-7391","718-292-8535","7","X807","COMMUNITY SCHOOL DISTRICT 07","ALVAREZ, RAFAEL","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 6- Bronx",,,,,"POINT (40.80908 -73.919773)"
"2019","310200011605","M605","Humanities Preparatory Academy","310200011605","DOE","Transfer School","High school","09,10,11,12,SE","09,10,11,12","1997-06-10T00:00:00.000","Open","M440","351 WEST  18 STREET","NY","983546","210120","40.743407","-74.00254","104","3","8900","1007420007","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","Jeannie Ferrari","Principal","212-929-4433","212-929-4445","2","HS10",,,"Affinity Group",,"School Support Team 5- Affinity Group",,"HS10","HS Network 10 Superintendent Office","ROTONDO, PAUL","POINT (40.743407 -74.00254)"
"2019","310100011448","M448","University Neighborhood High School","310100011448","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","1999-06-04T00:00:00.000","Open","M446","200 MONROE STREET","NY","988650","198776","40.712269","-73.984128","103","1","202","1002590044","MN28","Lower East Side","Matthew Willie","Principal","212-962-4341","212-267-5611","1","HS04",,,"Field Support Center - Manhattan","CHU, YUET","School Support Team 1- Manhattan",,"HS04","HS Network 04 Superintendent Office","ORLEN, VIVIAN","POINT (40.712269 -73.984128)"
"2019","310300860923","M386","Success Academy Charter School - Harlem 4","310300860923","Charter","General Academic","K-8","0K,01,02,03,04","0K,01,02,03,04,05,06,07,08","2008-07-01T00:00:00.000","Open","M113","240 WEST 113 STREET","NY","996547","231315","40.801573","-73.955583","110","9","21600","1018280015","MN11","Central Harlem South","William Loskoch","Principal","646-442-6500","646-478-9493","3",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.801573 -73.955583)"
"2019","310200010104","M104","J.H.S. 104 Simon Baruch","310200010104","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1956-07-01T00:00:00.000","Open","M104","330 EAST  21 STREET","NY","989506","207378","40.735879","-73.981034","106","2","6400","1009260001","MN21","Gramercy","Rocco Macri","Principal","212-674-4545","212-477-2205","2","M802","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","Field Support Center - Manhattan","CHU, YUET","School Support Team 4- Manhattan",,,,,"POINT (40.735879 -73.981034)"
"2019","310200010896","M896","Lower Manhattan Community Middle School","310200010896","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1999-07-01T00:00:00.000","Open","M282","26 BROADWAY","NY","980671","196282","40.705688","-74.013303","101","1","900","1000220013","MN25","Battery Park City-Lower Manhattan","KELLY MCGUIRE","Principal","646-826-8100","646-826-8101","2","M802","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","Field Support Center - Manhattan","CHU, YUET","School Support Team 4- Manhattan",,,,,"POINT (40.705688 -74.013303)"
"2019","321000010045","X045","Thomas C. Giordano Middle School 45","321000010045","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1912-07-01T00:00:00.000","Open","X045","2502 LORILLARD PLACE","NY","1015501","252032","40.858389","-73.887026","206","15","38700","2030670001","BX06","Belmont","ANNAMARIA PERROTTA","Principal","718-584-1660","718-584-7968","10","X810","COMMUNITY SCHOOL DISTRICT 10","HULLA, MARIBEL","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 3- Bronx",,,,,"POINT (40.858389 -73.887026)"
"2019","320700861080","X497","Storefront Academy Charter School","320700861080","Charter","General Academic","Elementary","0K,01,02,03,04,SE","0K,01,02,03,04,05","2015-07-01T00:00:00.000","Open","XBBX","609 JACKSON AVENUE","NY","1009502","236199","40.814952","-73.908773","201","8","73","2026230211","BX34","Melrose South-Mott Haven North","Dr. Nicole Garcia","PRINCIPAL","646-659-6029","646-476-1409","7",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.814952 -73.90877300000001)"
"2019","310400010096","M096","P.S. 096 Joseph Lanzetta","310400010096","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08","1964-07-01T00:00:00.000","Open","M096","216 EAST 120 STREET","NY","1001643","230632","40.79969","-73.937179","111","8","19400","1017840012","MN34","East Harlem North","James Konstantinakos","I.A. Principal","212-860-5851","212-860-6074","4","M804","COMMUNITY SCHOOL DISTRICT 04","ESTRELLA, ALEXANDRA","Field Support Center - Manhattan","CHU, YUET","School Support Team 6- Manhattan",,,,,"POINT (40.79969 -73.937179)"
"2019","320900860807","X703","Bronx Preparatory Charter School","320900860807","Charter","General Academic","Secondary School","06,07,08,09,10,11,12","05,06,07,08,09,10,11,12","2000-04-04T00:00:00.000","Open","XAFP","3872 THIRD AVENUE","NY","1011886","244990","40.839072","-73.900123","203","16","16700","2029290008","BX01","Claremont-Bathgate","Emmanuel George","PRINCIPAL","718-294-0841","718-294-2381","9",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.83907200000001 -73.900123)"
"2019","310600861013","M068","KIPP Washington Heights Middle School","310600861013","Charter","General Academic","K-12 all grades","0K,01,02,03,04,05,06,07,08,09,10,11","0K,01,02,03,04,05,06,07,08,09,10,11,12","2012-07-01T00:00:00.000","Open","M090","21 JUMEL PLACE","NY","1002010","245005","40.839139","-73.935815","112","10","24900","1021120058","MN36","Washington Heights South","Danny Swersky/Rebecca McMurdie","PRINCIPAL","212-991-2620",,"6",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.839139 -73.935815)"
"2019","320700011670","X670","Health Opportunities High School","320700011670","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","1996-06-05T00:00:00.000","Open","X884","350 GERARD AVENUE","NY","1003637","236471","40.815712","-73.92996","201","8","6300","2023440096","BX63","West Concourse","ANDREW CLAYMAN","I.A. Principal","718-401-1826","718-401-1632","7","HS09",,,"Field Support Center - Bronx","SAFFER, NANCY","School Support Team 1- Bronx",,"HS09","HS Network 09 Superintendent Office","ALCOFF, MICHAEL","POINT (40.815712 -73.92996000000001)"
"2019","310400860995","M518","East Harlem Scholars Academy Charter School","310400860995","Charter","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08","2011-07-01T00:00:00.000","Open","MBMC","2050 Second Avenue","NY","1000177","227104","40.79001","-73.942482","111","8","17000","1016770001","MN33","East Harlem South","Jeff Ginsburg/Jessica Zannikos","Principal","212-348-2518","212-831-7967","4",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.79001 -73.942482)"
"2019","310400010206","M206","P.S. 206 Jose Celso Barbosa","310400010206","DOE","General Academic","K-8","03,04,05,06,07,08,SE","03,04,05,06,07,08,SE","1968-07-01T00:00:00.000","Open","M206","508 EAST 120 STREET","NY","1003485","229613","40.796889","-73.930528","111","8","19200","1018160001","MN34","East Harlem North","CAMILLE FORBES","Principal","212-860-5809","212-860-6080","4","M804","COMMUNITY SCHOOL DISTRICT 04","ESTRELLA, ALEXANDRA","Field Support Center - Manhattan","CHU, YUET","School Support Team 6- Manhattan",,,,,"POINT (40.796889 -73.930528)"
"2019","310200011296","M296","High School of Hospitality Management","310200011296","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2004-09-08T00:00:00.000","Open","M535","525 WEST  50TH STREET","NY","986272","218160","40.765474","-73.9927","104","3","13500","1010790029","MN15","Clinton","YVES MOMPOINT JR","Principal","212-586-0963","212-265-1307","2","HS04",,,"Field Support Center - Manhattan","CHU, YUET","School Support Team 1- Manhattan",,"HS04","HS Network 04 Superintendent Office","ORLEN, VIVIAN","POINT (40.765474 -73.9927)"
"2019","321000010091","X091","P.S. 091 Bronx","321000010091","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1929-07-01T00:00:00.000","Open","X091","2200 AQUEDUCT AVENUE","NY","1009839","251988","40.858286","-73.907494","205","14","25100","2032080001","BX36","University Heights-Morris Heights","Meridith Struhl Nasjlett","Principal","718-584-5805","718-584-7495","10","X810","COMMUNITY SCHOOL DISTRICT 10","HULLA, MARIBEL","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 3- Bronx",,,,,"POINT (40.858286 -73.907494)"
"2019","310600010143","M143","J.H.S. 143 Eleanor Roosevelt","310600010143","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1965-07-01T00:00:00.000","Open","M143","511 WEST 182ND STREET","NY","1003342","248712","40.849311","-73.930991","112","10","26900","1021550035","MN35","Washington Heights North","Lakisha Mcdaniel Luke","Principal","212-927-7739","212-781-5539","6","M806","COMMUNITY SCHOOL DISTRICT 06","RAMIREZ, MANUEL","Field Support Center - Manhattan","CHU, YUET","School Support Team 7- Manhattan",,,,,"POINT (40.849311 -73.930991)"
"2019","321000010244","X244","The New School for Leadership and Journalism","321000010244","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2005-07-01T00:00:00.000","Open","X143","120 WEST 231 STREET","NY","1011472","258311","40.875636","-73.901565","208","14","27300","2032530141","BX28","Van Cortlandt Village","Eduardo Mora","Principal","718-601-2869","718-601-2867","10","X810","COMMUNITY SCHOOL DISTRICT 10","HULLA, MARIBEL","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 4- Bronx",,,,,"POINT (40.875636 -73.901565)"
"2019","310200011437","M437","Hudson High School of Learning Technologies","310200011437","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2010-07-01T00:00:00.000","Open","M440","351 WEST  18 STREET","NY","983546","210120","40.743407","-74.00254","104","3","8900","1007420007","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","Nancy Amling","Principal","212-488-3330","212-488-3335","2","HS04",,,"Field Support Center - Manhattan","CHU, YUET","School Support Team 1- Manhattan",,"HS04","HS Network 04 Superintendent Office","ORLEN, VIVIAN","POINT (40.743407 -74.00254)"
"2019","320800010371","X371","Urban Institute of Mathematics","320800010371","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2007-07-01T00:00:00.000","Open","X192","650 HOLLYWOOD AVENUE","NY","1034596","240553","40.826794","-73.818083","210","13","15800","2054380001","BX52","Schuylerville-Throgs Neck-Edgewater Park","Joshua Partridge","Principal","718-823-6042","718-823-6347","8","X808","COMMUNITY SCHOOL DISTRICT 08","TOBIA, ERIKA","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 7- Bronx",,,,,"POINT (40.826794 -73.818083)"
"2019","310600011462","M462","The College Academy","310600011462","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","1999-05-11T00:00:00.000","Open","M465","549 AUDUBON AVENUE","NY","1004704","251344","40.856532","-73.92606","112","10","27700","1021600018","MN35","Washington Heights North","Timothy Sigerson","Principal","212-927-1841","212-927-2388","6","M806","COMMUNITY SCHOOL DISTRICT 06","RAMIREZ, MANUEL","Field Support Center - Manhattan","CHU, YUET","School Support Team 2- Manhattan",,,,,"POINT (40.856532 -73.92606)"
"2019","310500010517","M517","Teachers College Community School","310500010517","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,SE","0K,01,02,03,04,05,06,07,08","2011-07-01T00:00:00.000","Open","M916","168 MORNINGSIDE AVENUE","NY","997098","235351","40.812428","-73.953317","109","7","21303","1019670024","MN06","Manhattanville","Michelle Verdiner","Principal","212-316-8080","212-316-8085","5","M805","COMMUNITY SCHOOL DISTRICT 05","RUX, DANIKA","Field Support Center - Manhattan","CHU, YUET","School Support Team 6- Manhattan",,,,,"POINT (40.812428 -73.953317)"
"2019","310200011400","M400","High School for Environmental Studies","310200011400","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","1996-06-05T00:00:00.000","Open","M834","444 WEST 56 STREET","NY","987405","219025","40.767848","-73.98861","104","3","13900","1010650001","MN15","Clinton","Amber Najmi Shadid","Principal","212-262-8113","212-262-0702","2","HS04",,,"Field Support Center - Manhattan","CHU, YUET","School Support Team 1- Manhattan",,"HS04","HS Network 04 Superintendent Office","ORLEN, VIVIAN","POINT (40.767848 -73.98861)"
"2019","320700011557","X557","Mott Haven Community High School","320700011557","DOE","Transfer School","High school","10,11,12,SE","09,10,11,12","2012-07-01T00:00:00.000","Open","X655","455 SOUTHERN BLVD","NY","1009848","234640","40.810671","-73.907528","201","8","3500","2025760026","BX39","Mott Haven-Port Morris","Helene Spadaccini","Principal","718-665-8512","718-665-8518","7","HS10",,,"Field Support Center - Bronx","SAFFER, NANCY","School Support Team 6- Bronx",,"HS10","HS Network 10 Superintendent Office","ROTONDO, PAUL","POINT (40.810671 -73.907528)"
"2019","320700861035","X364","South Bronx Classical Charter School II","320700861035","Charter","General Academic","Elementary","0K,01,02,03,04,05,06","0K,01,02,03,04,05","2013-07-01T00:00:00.000","Open","X154","333 EAST 135 STREET","NY","1004885","233733","40.808194","-73.925459","201","8","2300","2022980001","BX39","Mott Haven-Port Morris","Leena Gyftopoulos","Principal","718-292-9526","718-292-9529","7",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.808194 -73.925459)"
"2019","320900010035","X035","P.S. 035 Franz Siegel","320900010035","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1903-07-01T00:00:00.000","Open","X035","261 EAST 163 STREET","NY","1007025","240954","40.828009","-73.917705","204","16","18302","2024460043","BX14","East Concourse-Concourse Village","GRACIELA NAVARRO","Principal","718-681-7214","718-681-7264","9","X809","COMMUNITY SCHOOL DISTRICT 09","RODRIGUEZ-ROSARIO, LETICIA","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 8- Bronx",,,,,"POINT (40.828009 -73.917705)"
"2019","320900010236","X236","P.S. 236 Langston Hughes","320900010236","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1971-07-01T00:00:00.000","Open","X173","1871 WALTON AVENUE","NY","1009167","248570","40.848907","-73.909936","205","14","23301","2028510021","BX41","Mount Hope","Afrina Talukdar","Principal","718-299-6128","718-299-6503","9","X809","COMMUNITY SCHOOL DISTRICT 09","RODRIGUEZ-ROSARIO, LETICIA","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 10- Bronx",,,,,"POINT (40.848907 -73.90993600000002)"
