"bin","housenumber","streetname","borough","cbno","job_number","workpermitnumber","ahv_permit_number","ahvpermitstatus","variancetype","reasonforvariance","variance_start_date_time","variance_end_date_time","residence_200ft","enclosed_work","demolition","crane_use","latitude","longitude","community_board","council_district","census_tract","bbl","nta"
"1027188","17","WEST   60 STREET","MANHATTAN","107",,"M00695719-I1-PM","M1066855","AHV Permit Issued","Initial","Public Safety","2022-06-04T08:00:00.000","2022-06-04T17:00:00.000","true","false","false","false","40.769202","-73.982765","7","3","145","1011130013","Lincoln Square"
"1086515","462","1 AVENUE","MANHATTAN","106",,"M00610202-I1-GC","M1027303","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-01-08T07:00:00.000","2022-01-09T06:59:00.000","false","true","false","false","40.739497","-73.976624","6","4","62","1009620100","Murray Hill-Kips Bay"
"3348771","15","METROTECH CENTER","BROOKLYN","302",,"B00607161-I1-GC","B1728162","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-03-24T18:00:00.000","2022-03-25T02:30:00.000","true","true","false","false","40.693707","-73.984786","2","33","15","3020470040","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"1035727","520","MADISON AVENUE","MANHATTAN","105",,"140959657-01-EW-OT, M00392529-I1-MS","M7597103","AHV Permit Issued","Renewal","Public Safety","2021-03-26T18:00:00.000","2021-03-27T00:00:00.000","true","true","false","false","40.760107","-73.974768","5","4","102","1012890014","Midtown-Midtown South"
"1000880","80","PINE STREET","MANHATTAN","101",,"M00674290-I1-GC, M00674300-I1-MS","M1794914","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-05-17T18:00:00.000","2022-05-18T00:00:00.000","true","true","false","false","40.705892","-74.007181","1","1","7","1000390012","Battery Park City-Lower Manhattan"
"5000291","80","MONROE AVENUE","STATEN ISLAND","501",,"S00612095-I1-SF","S7803247","AHV Permit Issued","Initial","Public Safety","2022-04-16T08:00:00.000","2022-04-16T17:00:00.000","false","false","false","false","40.6397","-74.079141","1","49","11","5000180015","West New Brighton-New Brighton-St. George"
"1017092","180","MADISON AVENUE","MANHATTAN","105",,"M00559224-I1-SH","M9013640","AHV Permit Issued","Initial","Public Safety","2021-11-05T18:00:00.000","2021-11-06T06:00:00.000","true","false","false","false","40.747513","-73.983153","5","4","74","1008630067","Midtown-Midtown South"
"3186454","2630","BENSON AVENUE","BROOKLYN","313",,"B00590936-I1-SH","B6829435","AHV Permit Issued","Renewal","City Construction Project","2021-12-23T18:00:00.000","2021-12-24T00:00:00.000","true","false","false","false","40.594291","-73.98577","13","47","306","3068830001","Gravesend"
"1026318","10","COLUMBUS CIRCLE","MANHATTAN","104",,"123874691-01-EW-OT, 123874691-02-EW-OT, 140906287-01-EW-OT, M00319288-I1-MS","M2935661","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2020-10-29T18:00:00.000","2020-10-29T22:00:00.000","true","true","false","false","40.768244","-73.982339","4","3","145","1010497501","Lincoln Square"
"1010379","375","HUDSON STREET","MANHATTAN","102",,"M00542319-I1-GC","M7832098","AHV Permit Issued","Initial","Public Safety","2021-08-24T18:00:00.000","2021-08-25T07:00:00.000","true","true","true","false","40.728435","-74.007151","2","3","37","1005990064","SoHo-TriBeCa-Civic Center-Little Italy"
"1024895","888","SEVENTH AVENUE","MANHATTAN","105",,"M00518441-I1-GC","M2676445","AHV Permit Issued","Initial","Public Safety","2021-08-23T06:00:00.000","2021-08-23T07:00:00.000","true","true","false","false","40.765015","-73.980416","5","4","137","1010280029","Midtown-Midtown South"
"1036474","601","LEXINGTON AVENUE","MANHATTAN","106",,"M00628510-I1-GC","M6223297","AHV Permit Issued","Renewal","Public Safety","2022-01-10T18:00:00.000","2022-01-11T02:00:00.000","false","true","true","false","40.758465","-73.970914","6","4","100","1013087501","Turtle Bay-East Midtown"
"1001068","1","LIBERTY PLAZA","MANHATTAN","101",,"M00479099-I1-MS, M00478683-I1-GC","M6407045","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2021-09-14T18:00:00.000","2021-09-15T02:30:00.000","true","true","true","false","40.70943","-74.011102","1","1","13","1000627501","Battery Park City-Lower Manhattan"
"1022565","5","BRYANT PARK","MANHATTAN","105",,"M00493595-I1-GC","M7951183","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-07-31T06:00:00.000","2021-07-31T15:00:00.000","true","true","false","false","40.753944","-73.985949","5","4","113","1009930029","Midtown-Midtown South"
"4618758","71-17","ROOSEVELT AVENUE","QUEENS","403",,"Q00348078-I1-MS, 440593993-01-EW-OT","Q9371316","AHV Permit Issued","Initial","Emergency Work","2020-09-10T18:00:00.000","2020-09-10T23:59:00.000","true","false","false","false","40.746565","-73.894243","3","25","265","4012827501","Elmhurst-Maspeth"
"1086160","731","LEXINGTON AVENUE","MANHATTAN","106",,"M00555192-I1-GC","M6703529","AHV Permit Rejected","Initial","Construction activities with minimal noise impact","2022-02-06T07:00:00.000","2022-02-06T17:00:00.000","true","true","true","false","40.761887","-73.968421","6","4","11203","1013137501","Turtle Bay-East Midtown"
"1036460","345","PARK AVENUE","MANHATTAN","105",,"M00762128-I1-GC","M9202236","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-09-10T07:00:00.000","2022-09-10T17:00:00.000","true","true","true","false","40.758171","-73.973246","5","4","100","1013060001","Turtle Bay-East Midtown"
"1022631","1155","AVENUE OF THE AMERICAS","MANHATTAN","105",,"M00536461-I1-GC","M2541225","AHV Permit Issued","Initial","Public Safety","2021-09-20T18:00:00.000","2021-09-21T01:00:00.000","true","true","false","false","40.756631","-73.982826","5","4","119","1009970029","Midtown-Midtown South"
"1020570","321","EAST   22 STREET","MANHATTAN","106",,"M00614570-I1-GC","M3145248","Approved","Initial","Construction activities with minimal noise impact","2022-04-16T10:00:00.000","2022-04-16T16:00:00.000","true","true","false","false","40.736934","-73.980684","6","2","64","1009280009","Gramercy"
"1034194","476","5 AVENUE","MANHATTAN","105",,"M00461210-I1-GC","M3150293","AHV Permit Rejected","Initial","Public Safety","2021-09-19T00:00:00.000","2021-09-19T23:59:00.000","true","true","true","false","40.752725","-73.981452","5","4","84","1012570001","Midtown-Midtown South"
"3049858","787","LAFAYETTE AVENUE","BROOKLYN","303",,"B00602631-I1-FN","B2597658","AHV Permit Issued","Renewal","City Construction Project","2022-09-26T18:00:00.000","2022-09-27T00:00:00.000","true","false","false","false","40.691037","-73.941342","3","36","281","3017870014","Stuyvesant Heights"
"1044129","200","EAST   78 STREET","MANHATTAN","108",,"M00459958-I1-MS","M1369944","AHV Permit Rejected","Initial","Emergency Work","2021-11-06T07:00:00.000","2021-11-06T19:00:00.000","true","true","false","true","40.773452","-73.957462","8","4","134","1014320045","Lenox Hill-Roosevelt Island"
"3198200","2072","EAST   18 STREET","BROOKLYN","315",,"B00445196-I1-PL","B1013867","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-07-17T09:00:00.000","2021-07-17T17:00:00.000","true","true","false","false","40.599904","-73.953705","15","48","580","3073220036","Madison"
"1078988","15","BROAD STREET","MANHATTAN","101","M00195993-I1","M00195993-I1-SH","M6684423","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2019-08-21T18:00:00.000","2019-08-22T06:00:00.000","true","false","false","false","40.706531","-74.011022","1","1","7","1000267501","Battery Park City-Lower Manhattan"
"1071457","399","PARK AVENUE","MANHATTAN","105",,"M00629694-I1-GC","M9101005","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-02-22T18:00:00.000","2022-02-23T07:00:00.000","true","true","false","false","40.759541","-73.972245","5","4","100","1013087502","Turtle Bay-East Midtown"
"1035404","383","MADISON AVENUE","MANHATTAN","105","M00132756-I1","M00132756-I1-SH","M1796779","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2019-07-23T20:00:00.000","2019-07-24T06:00:00.000","false","false","false","false","40.75582","-73.977065","5","4","94","1012820021","Midtown-Midtown South"
"1090122","66","HUDSON BOULEVARD EAST","MANHATTAN",,,,"M9774753","AHV Permit Issued","Initial","Public Safety","2022-02-02T19:00:00.000","2022-02-02T23:59:00.000","true","false","false","true","40.755578","-74.000162","4","3","99","1007060017","Hudson Yards-Chelsea-Flatiron-Union Square"
"1041721","30","EAST   76 STREET","MANHATTAN","108",,"M00625427-I1-GC","M9310944","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-05-07T10:00:00.000","2022-05-07T16:00:00.000","true","true","false","false","40.774267","-73.963328","8","4","130","1013907501","Upper East Side-Carnegie Hill"
"1026318","10","COLUMBUS CIRCLE","MANHATTAN","104",,"123874682-01-EW-OT, 123874682-02-EW-OT, M00319816-I1-MS, 123874691-01-EW-OT, 123874691-02-EW-OT, M00319288-I1-MS","M2920166","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-05-22T08:00:00.000","2021-05-22T17:00:00.000","true","true","false","false","40.768244","-73.982339","4","3","145","1010497501","Lincoln Square"
"1088749","1","MADISON AVENUE","MANHATTAN","105",,"M00296570-I1-ST","M2069983","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-03-15T18:00:00.000","2022-03-15T22:00:00.000","true","true","false","false","40.740909","-73.987947","5","2","56","1008530002","Hudson Yards-Chelsea-Flatiron-Union Square"
"1076199","1675","BROADWAY","MANHATTAN","105",,"M00685130-I1-GC","M4792287","AHV Permit Rejected","Initial","Public Safety","2022-04-05T05:00:00.000","2022-04-05T07:00:00.000","false","true","false","false","40.762963","-73.983073","5","3","131","1010240015","Midtown-Midtown South"
"3255289","2940","WEST   15 STREET","BROOKLYN",,,,"B8604474","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-04-28T18:00:00.000","2022-04-28T23:59:00.000","true","false","false","true","40.576271","-73.982552","13","47","348","3070630012","Seagate-Coney Island"
"1085682","151","WEST 42 STREET","MANHATTAN","105",,"123794634-01-EW-OT, M00293572-I1-MS, 123831513-01-EW-OT, 123831513-02-EW-OT, M00302694-I1-MS","M9840167","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2021-11-11T18:00:00.000","2021-11-12T06:59:00.000","true","true","false","false","40.755478","-73.985598","5","4","119","1009950005","Midtown-Midtown South"
"1014387","1","PENN PLAZA","MANHATTAN","105",,"M00450689-I1-GC","M9403324","AHV Permit Issued","Initial","Public Safety","2021-10-11T18:00:00.000","2021-10-12T02:30:00.000","true","true","false","false","40.751098","-73.992926","5","3","101","1007830070","Midtown-Midtown South"
"1017229","9","EAST 38 STREET","MANHATTAN","105","M00209408-I1","M00209408-I1-ST","M5099364","AHV Permit Issued","Initial","Public Safety","2019-09-23T18:00:00.000","2019-09-24T00:00:00.000","false","true","false","false","40.750628","-73.981918","5","4","82","1008680012","Murray Hill-Kips Bay"
"1035421","270","PARK AVENUE","MANHATTAN","105","M00104102-I1","M00104102-I1-SH","M4651352","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2019-04-09T18:00:00.000","2019-04-10T06:00:00.000","true","false","false","false","40.755641","-73.975109","5","4","94","1012830021","Midtown-Midtown South"
"3335899","422","FULTON STREET","BROOKLYN","302",,"B00545827-I1-GC, B00545845-I1-MS, B00546522-I1-ST","B7539231","AHV Permit Rejected","Initial","Public Safety","2022-04-05T18:00:00.000","2022-04-06T02:00:00.000","true","true","false","false","40.690891","-73.985951","2","33","37","3001567502","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"1012493","475","10 AVENUE","MANHATTAN","104",,"M00448672-I1-GC","M7335767","AHV Permit Issued","Initial","Public Safety","2021-05-26T18:00:00.000","2021-05-26T23:00:00.000","true","true","true","false","40.756154","-73.998018","4","3","99","1007080031","Hudson Yards-Chelsea-Flatiron-Union Square"
"5113169","715","OCEAN TERRACE","STATEN ISLAND","502",,"S00569259-I1-SE","S5717885","AHV Permit Issued","Initial","Emergency Work","2021-12-02T18:00:00.000","2021-12-02T23:59:00.000","false","false","false","false","40.608512","-74.102067","2","50","177","5006830001","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill"
"1014445","498","SEVENTH AVENUE","MANHATTAN","105",,"M00558060-I1-GC","M2859753","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-01-30T08:00:00.000","2022-01-30T17:00:00.000","false","true","false","false","40.752808","-73.98932","5","3","109","1007860051","Midtown-Midtown South"
"3065960","28","DOBBIN STREET","BROOKLYN","301",,"B00625971-I1-GC-CX","B1396481","AHV Permit Rejected","Initial","Undue Hardship","2022-05-16T05:00:00.000","2022-05-16T07:00:00.000","true","true","true","false","40.723277","-73.953504","1","33","569","3026430029","Greenpoint"
"1035759","540","MADISON AVENUE","MANHATTAN","105",,"M00702511-I1-GC","M5147783","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-05-19T18:00:00.000","2022-05-20T02:00:00.000","true","true","true","false","40.761081","-73.973797","5","4","102","1012900056","Midtown-Midtown South"
"4439916","64-70","KISSENA BOULEVARD","QUEENS","408",,"Q00521242-I1-SH, Q00536095-I1-SF","Q9392838","AHV Permit Issued","Initial","Public Safety","2021-10-07T18:00:00.000","2021-10-07T23:59:00.000","true","false","false","false","40.73741","-73.814755","8","24","809","4065170001","Kew Gardens Hills"
"1022709","1271","AVENUE OF THE AMERICAS","MANHATTAN","105",,"M00309087-I1-MS, M00309256-I1-MS, M00309330-I1-MS","M7292825","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2021-01-05T06:00:00.000","2021-01-05T06:59:00.000","false","true","false","false","40.760289","-73.980157","5","4","131","1010030029","Midtown-Midtown South"
"5107725","260","ARDEN AVENUE","STATEN ISLAND","503",,"S00456641-I1-GC-CX","S3087325","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-04-13T05:00:00.000","2021-04-13T07:00:00.000","false","true","false","false","40.553111","-74.191762","3","51","17010","5060250035","Arden Heights"
"1085682","151","WEST   42 STREET","MANHATTAN","105",,"M00482399-I1-GC, M00482406-I1-ST","M4071203","AHV Permit Issued","Initial","Public Safety","2021-06-15T18:00:00.000","2021-06-16T06:00:00.000","true","true","false","false","40.755478","-73.985598","5","4","119","1009950005","Midtown-Midtown South"
"1012253","1","PIER 57","MANHATTAN","104",,"123448661-01-EW-OT, 123448661-02-EW-OT, 123448661-03-EW-MH, 123536352-01-EW-OT, 123536352-02-EW-OT, 123764499-01-EW-OT, 123764499-02-EW-MH, M00212052-I1-MS, 123681658-01-EW-OT, 123681658-02-EW-MH","M3747914","AHV Permit Issued","Initial","Public Safety","2021-01-14T18:00:00.000","2021-01-15T07:00:00.000","false","true","false","false","40.743449","-74.0093","4","3","99","1006620003","Hudson Yards-Chelsea-Flatiron-Union Square"
"1036467","599","LEXINGTON AVENUE","MANHATTAN","106",,"M00559588-I1-GC","M1183253","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-06-25T06:00:00.000","2022-06-25T18:00:00.000","true","true","false","false","40.758275","-73.971055","6","4","100","1013070023","Turtle Bay-East Midtown"
"1088961","500","WEST 33 STREET","MANHATTAN","104","M00213920-I1","M00213920-I1-ST","M9661696","Approved","Initial","Construction activities with minimal noise impact","2020-03-27T00:00:00.000","2020-03-27T06:00:00.000","false","true","false","false","40.753992","-73.99983","4","3","99","1007027501","Hudson Yards-Chelsea-Flatiron-Union Square"
"1080357","413","WEST   14 STREET","MANHATTAN","104",,"M00536689-I1-GC","M7366497","AHV Permit Rejected","Initial","Public Safety","2021-09-27T18:00:00.000","2021-09-28T01:00:00.000","true","true","true","false","40.741245","-74.006045","4","3","83","1007120021","Hudson Yards-Chelsea-Flatiron-Union Square"
"1035471","477","MADISON AVENUE","MANHATTAN","105",,"M00305904-I1-MS","M3420395","AHV Permit Issued","Initial","Public Safety","2020-09-27T07:00:00.000","2020-09-27T19:00:00.000","false","true","false","false","40.758715","-73.974956","5","4","102","1012870021","Midtown-Midtown South"
"4000031","45-42","VERNON BOULEVARD","QUEENS","402",,"Q00652110-I1-GC-CX","Q6673034","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-01-29T10:00:00.000","2022-01-29T16:00:00.000","true","true","false","false","40.747359","-73.952559","2","26","1","4000260003","Hunters Point-Sunnyside-West Maspeth"
