"borough","restaurantname","seatingchoice","legalbusinessname","businessaddress","restaurantinspectionid","issidewaycompliant","isroadwaycompliant","skippedreason","inspectedon","agencycode","postcode","latitude","longitude","communityboard","councildistrict","censustract","bin","bbl","nta"
"Manhattan","Toad Hall","both","57 Grand Street Cafe Corp","57 Grand","96610",,"Compliant",,"2023-03-08T11:02:14.000","DOT","10013",,,,,,,,
"Brooklyn","Brooklyn pizza market","both","Satya grace group","267  Smith st","73310",,"Non-Compliant",,"2021-12-29T12:50:14.000","DOT","11231","40.682762","-73.993139","6","33","75","3006874","3004220008","Carroll Gardens-Columbia Street-Red Hook"
"Queens","CARIBBEAN ROTI EXPRESS INC","both","CARIBBEAN ROTI EXPRESS INC","17321 JAMAICA AVENUE","73311",,"Cease and Desist",,"2021-12-29T12:53:02.000","DOT","11432","40.707915","-73.786418","12","27","462","4209865","4098090042","Jamaica"
"Bronx","Famosa pizza","sidewalk","Famosa pizza","621 e 187 187","73312",,"Compliant",,"2021-12-29T13:01:12.000","DOT","10458",,,,,,,,
"Bronx","Famosa pizza","sidewalk","Famosa pizza","621  187","73313",,"Compliant",,"2021-12-29T13:03:29.000","DOT","10458",,,,,,,,
"Bronx","Full Moon pizza","both","SGMG corp","600 187st","73314",,"Cease and Desist",,"2021-12-29T13:55:31.000","DOT","10458","40.855494","-73.887469","6","15","391","2118244","2030730044","Belmont"
"Bronx","FIASCO","roadway","ARTHUR AVENUE FIASCO RESTAURANT CORP.","2376 ARTHUR AVENUE","73315",,"Cease and Desist",,"2021-12-29T14:31:16.000","DOT","10458","40.855050","-73.887979","6","15","391","2012137","2030730038","Belmont"
"Bronx","TRATTORIA TRA DI NOI","both","TRA DI NOI CORP.","633 East 187th Street","73316",,"Compliant",,"2021-12-29T14:31:56.000","DOT","10458","40.855060","-73.886558","6","15","389","2012219","2030760019","Belmont"
"Brooklyn","Leyenda","both","Sagrada BK LLC","221 Smith Street","73317",,"Non-Compliant",,"2021-12-29T14:33:25.000","DOT","11201","40.684324","-73.992078","6","33","69","3006411","3004030002","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Queens","Vite vinosteria","both","PCPG llc","31-05 34th street","73318",,"Compliant",,"2021-12-29T14:51:51.000","DOT","11106","40.762775","-73.921414","1","22","61","4000000","4006240038","Astoria"
"Manhattan","Thai Chella","both","Thaichella LLC","712 9th Avenue","73319",,"Compliant",,"2021-12-29T14:59:35.000","DOT","10019","40.762599","-73.989589","4","3","127","1025165","1010390063","Clinton"
"Brooklyn","Cafe LULUc","both","Mando Corp.","214 214 Smith Street","73320",,"Non-Compliant",,"2021-12-29T15:01:26.000","DOT","11201",,,,,,,,
"Bronx","CAKOR RESTAURANT","both","CAKOR RESTAURANT, INC.","632 EAST  186 STREET","73321",,"Compliant",,"2021-12-29T15:03:07.000","DOT","10458","40.854132","-73.886950","6","15","391","2012153","2030740010","Belmont"
"Brooklyn","Clover Club","both","Gin Blossom BK","210  Smith Street","73322",,"Non-Compliant",,"2021-12-29T15:26:25.000","DOT","11201","40.684524","-73.991970","6","33","69","3006405","3004020042","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Manhattan","Black Barn Restaurant","both","Madison Park Acquisition","19 East 26th street","73323",,"Skipped Inspection","No Seating","2021-12-29T15:28:18.000","DOT","10010","40.743050","-73.987229","5","2","56","1016877","1008567503","Hudson Yards-Chelsea-Flatiron-Union Square"
"Queens","WOORI SUSHI","both","WOORI SUSAN CORP","188-15 NORTHERN BLVD","73324",,"Cease and Desist",,"2021-12-29T15:34:09.000","DOT","11358","40.757769","-73.792803","11","19","1175","4121013","4053640007","Murray Hill"
"Brooklyn","Purepecha","both","Arlo and Santiago inc","213 Smith","73325",,"Non-Compliant",,"2021-12-29T15:38:21.000","DOT","11201",,,,,,,,
"Brooklyn","Sirisuwat","sidewalk","Kor Tor Mor","204  Smith street","73327",,"Skipped Inspection","No Seating","2021-12-29T15:41:33.000","DOT","11201","40.684672","-73.991869","6","33","69","3006402","3004020039","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Queens","Zenon Taverna","both","HET Cyprus Corp","34-10 31 avenue","73329",,"Skipped Inspection","No Seating","2021-12-29T16:18:53.000","DOT","11106","40.763110","-73.920911","1","22","61","4008965","4006240041","Astoria"
"Queens","Zenon Taverna","both","HET Cyprus Corp","34-10 31 avenue","73330",,"Pre-Removal",,"2021-12-29T16:18:53.000","DOT","11106","40.763110","-73.920911","1","22","61","4008965","4006240041","Astoria"
"Queens","THE GULLY","both","GULLY NYC INC","2545 STEINWAY STREET","73331",,"Compliant",,"2021-12-29T16:21:04.000","DOT","11103","40.767550","-73.912004","1","22","143","4011384","4006840028","Astoria"
"Manhattan","Tivoli Cafe","roadway","Third ave. food corp","283 3 ave 22 street","73332",,"Skipped Inspection","No Seating","2021-12-29T16:22:13.000","DOT","10010",,,,,,,,
"Manhattan","Tivoli Cafe","roadway","Third ave. food corp","283 3 ave 22 street","73333",,"Pre-Removal",,"2021-12-29T16:22:13.000","DOT","10010",,,,,,,,
"Queens","Lao Shen Hotpot Corp","both","Lao Shen Hotpot Corp","16034  Northern Blvd","73334",,"Non-Compliant",,"2021-12-29T16:31:39.000","DOT","11358","40.762764","-73.805180","7","20","1171","4120449","4053350064","Murray Hill"
"Manhattan","Virgil's","both","Times Square Barbeque, INC","152  West 44th st","73335",,"Compliant",,"2021-12-29T16:34:05.000","DOT","10036","40.756716","-73.984558","5","4","119","1022621","1009960054","Midtown-Midtown South"
"Manhattan","KASHKAVAL GARDEN","both","KASHKAVAL Kitchen LLC","852 9th Avenue","73336",,"Under Review",,"2021-12-29T17:06:34.000","DOT","10019","40.766927","-73.986423","4","3","139","1025423","1010460004","Clinton"
"Manhattan","Medi Wine Bar","roadway","Medi Winebar LLC","811- 813 9Th Avenue","73337",,"Under Review",,"2021-12-29T19:50:52.000","DOT","10019","40.765790","-73.987282","4","3","133","1082421","1010630034","Clinton"
"Manhattan","Bread & Tulips","both","26th Street Hospitality Group LLC","365 Park Ave South","73339",,"For HIQA Review",,"2021-12-30T00:00:01.000",,"10016","40.742218","-73.984872","5","2","68","1018122","1008820001","Gramercy"
"Brooklyn","Marco Polo Ristorante","both","345 Court street Corp","345 Court street","73340",,"Cease and Desist",,"2021-12-30T09:17:28.000","DOT","11231","40.682290","-73.995922","6","39","75","3007223","3004350009","Carroll Gardens-Columbia Street-Red Hook"
"Manhattan","Bohemian New York","both","PLAY EARTH INC","57 Great Jones Street","73342",,"Non-Compliant",,"2021-12-30T10:27:25.000","DOT","10012","40.726601","-73.992243","2","1","5502","1008505","1005300132","West Village"
"Manhattan","kailash parbat","sidewalk","kp ny operations llc","99  Lexington Avenue","73343",,"Skipped Inspection","No Seating","2021-12-30T10:51:08.000","DOT","10016","40.742114","-73.982833","6","2","68","1018174","1008830028","Gramercy"
"Manhattan","BAGEL CAFE","both","DOZEN BAGELS CO INC.","429 3 AVENUE","73344",,"Non-Compliant",,"2021-12-30T11:38:13.000","DOT","10016","40.743110","-73.980018","6","2","70","1019945","1009100061","Murray Hill-Kips Bay"
"Queens","Gantry Bar & Kitchen","both","Bellwether LIC Corp","47-02  Vernon Blvd","73345",,"Cease and Desist",,"2021-12-30T11:43:00.000","DOT","11101","40.745342","-73.953236","2","26","7","4000085","4000290046","Hunters Point-Sunnyside-West Maspeth"
"Manhattan","BAGEL CAFE","both","DOZEN BAGELS CO INC.","429 3 AVENUE","73346",,"Under Review",,"2021-12-30T12:45:28.000","DOT","10016","40.743110","-73.980018","6","2","70","1019945","1009100061","Murray Hill-Kips Bay"
"Manhattan","Toro Loco","both","Stone Street Amigos LLC","15 Stone Street","73347",,"Non-Compliant",,"2021-12-30T13:12:00.000","DOT","10004","40.704034","-74.012068","1","1","9","1000040","1000117501","Battery Park City-Lower Manhattan"
"Manhattan","Mudville 9","both","Captain Mike's Seafood Restaurant","126 Chambers Street","73348",,"Compliant",,"2021-12-30T14:25:30.000","DOT","10007","40.715307","-74.008791","1","1","21","1001482","1001360019","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","alfies","both","stokes and mc ginley inc","800 800 9th Avenue","73349",,"Compliant",,"2021-12-30T14:51:34.000","DOT","10019",,,,,,,,
"Queens","718 bar and grill","both","718 hookah lounge","72-13 Austin st","73350",,"Cease and Desist",,"2021-12-30T15:12:11.000","DOT","11375","40.719168","-73.842190","6","29","737","4078032","4032580028","Forest Hills"
"Brooklyn","lionel GUY BREMOND","both","Bande a Part LLC","136  Dekalb ave","73351",,"Compliant",,"2021-12-30T15:49:37.000","DOT","11217","40.689723","-73.975956","2","35","33","3058809","3020990041","Fort Greene"
"Queens","Mojo Restaurant","roadway","2k Cafe Ole, INC.","7020 Austin Street","73352",,"Compliant",,"2021-12-30T15:52:04.000","DOT","11375","40.720697","-73.846274","6","29","711","4077470","4032340173","Forest Hills"
"Brooklyn","Purepecha","both","Arlo and Santiago inc","213 Smith","73353",,"Compliant",,"2021-12-30T16:15:47.000","DOT","11201",,,,,,,,
"Brooklyn","Skinflints Restaurant","both","Skinflints Restaurant Inc.","7902 fifth avenue","73354",,"Under Review",,"2021-12-30T16:23:40.000","DOT","11209","40.626396","-74.023913","10","43","136","3150909","3059800042","Bay Ridge"
"Brooklyn","Leyenda","both","Sagrada BK LLC","221 Smith Street","73355",,"Compliant",,"2021-12-30T16:36:50.000","DOT","11201","40.684324","-73.992078","6","33","69","3006411","3004030002","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Manhattan","Mom's Kitchen & Bar","both","701 Restaurant LLC","701 9th Avenue","73356",,"For HIQA Review",,"2021-12-30T16:42:55.000","DOT","10019","40.762332","-73.989806","4","3","127","1026601","1010580029","Clinton"
"Brooklyn","Clover Club","both","Gin Blossom BK","210  Smith Street","73357",,"Compliant",,"2021-12-30T16:51:35.000","DOT","11201","40.684524","-73.991970","6","33","69","3006405","3004020042","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Queens","zyara restaurant corp","both","zyara restaurant corp","2553  2553 Steinway Street","73358",,"Under Review",,"2021-12-30T16:55:39.000","DOT","11103",,,,,,,,
"Brooklyn","Imani Caribbean Kitchen & Bar","both","242 Wood Food INC","271 Adelphi","73359",,"Cease and Desist",,"2021-12-30T16:56:40.000","DOT","11205","40.689269","-73.971077","2","35","181","3059078","3021040025","Fort Greene"
"Manhattan","Temakiya, LLC","both","MakiMaki","1369 6th avenue","73360",,"For HIQA Review",,"2021-12-30T17:32:17.000","DOT","10019","40.763341","-73.977922","5","4","137","1023394","1010080029","Midtown-Midtown South"
"Queens","Kabu bar Loungue","both","Nostalgias Del Ayer","85-09 Northern blvd","73362",,"Cease and Desist",,"2022-01-02T10:27:19.000","DOT","11372","40.755880","-73.882389","3","25","337","4034689","4014150045","Jackson Heights"
"Queens","Lima Restaurant","both","Lima Restaurant Corp.","8507 Northern Blvd","73363",,"Cease and Desist",,"2022-01-02T11:04:00.000","DOT","11372","40.755880","-73.882403","3","25","337","4034689","4014150045","Jackson Heights"
"Queens","El Pollo Inka Peru","both","El Pollo Inka Peru No. 3, Inc.","89-12 Northern Blvd.","73364",,"Cease and Desist",,"2022-01-02T11:52:49.000","DOT","11372","40.756255","-73.878641","3","25","277","4035406","4014370006","Jackson Heights"
"Manhattan","Fine&Rare","both","Fine and Rare Operations LLC","9 East 37","73338",,"For HIQA Review",,"2021-12-30T00:00:01.000",,"10016",,,,,,,,
"Queens","TRUE COLORS BAR","sidewalk","TRUE COLORS BAR INC","7915 ROOSEVELT AVENUE","73365",,"Cease and Desist",,"2022-01-02T12:41:37.000","DOT","11372","40.747376","-73.886486","3","25","285","4029974","4012900040","Jackson Heights"
"Queens","FAJITAS SUNRISE RESTAURANT CORP","both","FAJITAS SUNRISE RESTAURANT CORP","59-24 MYRTLE AVENUE","73366",,"Non-Compliant",,"2022-01-02T15:06:44.000","DOT","11385","40.700507","-73.898813","5","34","557","4086678","4035870019","Ridgewood"
"Queens","M&R Fire Fest","both","M&R Fire Fest Corp","131-23  Liberty Ave","73367",,"Non-Compliant",,"2022-01-02T16:03:41.000","DOT","11419","40.690210","-73.814594","10","28","15801","4204043","4095680040","South Ozone Park"
"Queens","Regina's Family Italian Pizzeria & Restaurant","both","REGINA'S FAMILY PIZZA INC","176-49 Union Turnpike","73368",,"Cease and Desist",,"2022-01-02T16:51:00.000","DOT","11366","40.725837","-73.791571","8","24","1339","4154572","4071870054","Fresh Meadows-Utopia"
"Queens","Sissy McGintyGCOs","both","The Land Down Under, Inc.","25-67  Steinway Street","73369",,"Compliant",,"2022-01-03T09:18:51.000","DOT","11103","40.767533","-73.912022","1","22","143","4011375","4006840018","Astoria"
"Queens","MADAME SOUSOU","both","ALADDIN & PRINCESS ZALABIA INC","3105  33rd street","73370",,"Under Review",,"2022-01-03T09:26:39.000","DOT","11106","40.763149","-73.922214","1","22","61","4008898","4006230038","Astoria"
"Manhattan","KASHKAVAL GARDEN","both","KASHKAVAL Kitchen LLC","852 9th Avenue","73371",,"Compliant",,"2022-01-03T10:34:42.000","DOT","10019","40.766927","-73.986423","4","3","139","1025423","1010460004","Clinton"
"Manhattan","1 2 3","both","Peaceful Enterprise Corp.","738  10th Avenue","73372",,"Under Review",,"2022-01-03T10:39:53.000","DOT","10019","40.764899","-73.991618","4","3","133","1026668","1010600003","Clinton"
"Manhattan","The Half Pint","both","Half Pint on Thompson LLC","76 West 3rd street","73373",,"Non-Compliant",,"2022-01-03T12:19:35.000","DOT","10012","40.729624","-73.998503","2","1","65","1008637","1005370013","West Village"
"Manhattan","The Half Pint","both","Half Pint on Thompson LLC","234  Thompson Street","73374",,"Non-Compliant",,"2022-01-03T12:23:26.000","DOT","10012","40.729445","-73.998795","2","1","65","1008637","1005370013","West Village"
"Manhattan","High Street on Hudson","both","HSNYC LLC","637 Hudson Street","73375",,"Non-Compliant",,"2022-01-03T12:23:45.000","DOT","10014","40.738854","-74.005492","2","3","79","1011680","1006277501","West Village"
"Manhattan","BAR VELOCE","roadway","FT SEVENTH AVE.LLC","176 7 AVENUE","73376",,"Skipped Inspection","No Seating","2022-01-03T12:24:31.000","DOT","10011","40.742494","-73.996824","4","3","87","1014035","1007700039","Hudson Yards-Chelsea-Flatiron-Union Square"
"Manhattan","THE LAVAUX, SWISS WINE AND FONDUE BAR","both","JJW LAVAUX LLC","630 HUDSON STREET","73377",,"Non-Compliant",,"2022-01-03T12:30:51.000","DOT","10014","40.738448","-74.005532","2","3","77","1011649","1006260024","West Village"
"Manhattan","Amity Hall","both","Amity Street Inc","80 West 3rd Street","73378",,"Non-Compliant",,"2022-01-03T12:36:42.000","DOT","10012","40.729764","-73.998784","2","1","65","1008675","1005390020","West Village"
"Manhattan","Gnocco","both","Food in Italy LLC","337 East10th street","73379",,"Non-Compliant",,"2022-01-03T12:40:43.000","DOT","10009","40.727124","-73.980499","3","2","34","1005145","1004040037","East Village"
"Manhattan","SODA CLUB","both","SODA CLUB NYC LLC","155 AVENUE B","73380",,"Non-Compliant",,"2022-01-03T12:40:50.000","DOT","10009","40.726765","-73.979969","3","2","28","1004765","1003920007","Lower East Side"
"Manhattan","MOLE","both","CERELI, INC","57 JANE STREET","73381",,"Compliant",,"2022-01-03T12:53:12.000","DOT","10014","40.738149","-74.005377","2","3","77","1011646","1006260021","West Village"
"Manhattan","Dream Baby","both","162-4 Ave B Bar Inc","162-4  Ave B","73382",,"Compliant",,"2022-01-03T12:56:25.000","DOT","10009","40.727066","-73.979774","3","2","34","1005141","1004040033","East Village"
"Manhattan","SUSH1","both","SUSH1 LLC","555 6 AVENUE","73383",,"Non-Compliant",,"2022-01-03T12:58:23.000","DOT","10011","40.738190","-73.996247","4","3","81","1014560","1007910036","Hudson Yards-Chelsea-Flatiron-Union Square"
"Manhattan","LUNA CAFE","both","W&amp;J CAFE INC","628 HUDSON STREET","73384",,"Non-Compliant",,"2022-01-03T12:59:44.000","DOT","10014","40.738376","-74.005546","2","3","77","1011648","1006260023","West Village"
"Manhattan","Maiden Lane","both","Yardbird LLC","162  Avenue B","73385",,"Non-Compliant",,"2022-01-03T13:07:18.000","DOT","10009","40.727066","-73.979774","3","2","34","1005141","1004040033","East Village"
"Manhattan","Zinc Espresso Bar & Jazz","roadway","Allora2 s.p.a. inc","82 West 3rd Street","73386",,"Non-Compliant",,"2022-01-03T13:10:59.000","DOT","10012","40.729794","-73.998842","2","1","65","1008674","1005390019","West Village"
"Manhattan","Desi Galli","both","Second Desi Galli LLC","172 Avenue B","73388",,"Non-Compliant",,"2022-01-03T13:27:27.000","DOT","10009","40.727330","-73.979583","3","2","34","1088214","1004040029","East Village"
"Manhattan","POKEWORKS","both","POKEWORKS NY 3 LLC","23 EAST   15 STREET","73389",,"Compliant",,"2022-01-03T13:33:24.000","DOT","10003","40.736452","-73.992527","5","2","52","1078700","1008430022","Hudson Yards-Chelsea-Flatiron-Union Square"
"Manhattan","Dream Baby","both","162-4 Ave B Bar Inc","162-4  Ave B","73390",,"Compliant",,"2022-01-03T13:34:19.000","DOT","10009","40.727066","-73.979774","3","2","34","1005141","1004040033","East Village"
"Manhattan","IL MULINO","both","G.F.B. RESTAURANT CORP","86 WEST    3 STREET","73391",,"Non-Compliant",,"2022-01-03T13:36:41.000","DOT","10012","40.729851","-73.998961","2","1","65","1008673","1005390017","West Village"
"Manhattan","Lucky","both","Oops of New York, Inc.","168 Avenue B","73392",,"Non-Compliant",,"2022-01-03T13:48:27.000","DOT","10009","40.727226","-73.979659","3","2","34","1005139","1004040031","East Village"
"Manhattan","ROSA MEXICANO","both","ROSA MEXICANO USQ, LLC","9 EAST   18 STREET","73393",,"Compliant",,"2022-01-03T13:51:42.000","DOT","10003","40.738242","-73.991152","5","2","52","1080756","1008470062","Hudson Yards-Chelsea-Flatiron-Union Square"
"Manhattan","Eleven b","both","East River Restaurant Group Ltd","174  Avenue B","73394",,"Non-Compliant",,"2022-01-03T14:10:38.000","DOT","10009","40.727382","-73.979543","3","2","34","1005137","1004040028","East Village"
"Manhattan","Tipsy Shanghai Restaurant","both","Tipsy Shanghai Restaurant","ECA 228 Thompson St.","73395",,"Non-Compliant",,"2022-01-03T14:48:42.000","DOT","10012",,,,,,,,
"Manhattan","Quantum Leap","both","KJ Natural Inc.","226 Thompson St.","73396",,"Non-Compliant",,"2022-01-03T14:56:29.000","DOT","10012","40.729261","-73.998954","2","1","65","1008634","1005370010","West Village"
