"reporting_year","borough_block_lot","property_street_address_or","borough","zip_code","sold_date","vacant_on_12_31","construction_reported","vacant_6_30_or_date_sold","primary_business_activity","property_number","property_street","unit","borough_1","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","nbhd"
"2021 and 2022","1000640004","140 W Penn S","MANHATTAN","10038",,"NO",,,"MISCELLANEOUS OTHER SERVICE","55","NASSAU STREET",,"MANHATTAN","10038","40.7090619","-74.0090534","1","1","15","1001081","1000640004","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000640012","150 BROADWAY","MANHATTAN","10038",,"NO",,,"FINANCE & INSURANCE","150","BROADWAY",,"MANHATTAN","10038","40.7091799","-74.0100742","1","1","15","1001087","1000640012","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000650002","63 NASSAU STREET","MANHATTAN","10038",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","63","NASSAU STREET",,"MANHATTAN","10038","40.7093776","-74.0087613","1","1","15","1001094","1000650002","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000650004","59 Nassau Street","MANHATTAN","10038",,"NO",,,"OTHER","25","MAIDEN LANE",,"MANHATTAN","10038","40.7092733","-74.0088587","1","1","15","1001095","1000650004","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000650004","59 Nassau Street","MANHATTAN","10038",,"NO",,,"FOOD SERVICES","25","MAIDEN LANE",,"MANHATTAN","10038","40.7092733","-74.0088587","1","1","15","1001095","1000650004","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000650007","15 MAIDEN LANE","MANHATTAN","10038",,"NO",,,"FINANCE & INSURANCE","15","MAIDEN LANE",,"MANHATTAN","10038","40.7095889","-74.0090427","1","1","15","1001097","1000650007","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000650010","9 MAIDEN LANE","MANHATTAN","10038",,"NO",,,"FOOD SERVICES","9","MAIDEN LANE",,"MANHATTAN","10038","40.7096575","-74.0092627","1","1","15","1001098","1000650010","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000650017","176 Broadway","MANHATTAN","10038",,"NO",,,"RETAIL","176","BROADWAY",,"MANHATTAN","10038","40.7098304","-74.0095044","1","1","15","1001100","1000650017","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000970013","150 BEEKMAN STREET","MANHATTAN","10038",,"NO",,,"OTHER","150","BEEKMAN STREET",,"MANHATTAN","10038","40.7069845","-74.0023949","1","1","15","1079103","1000970013","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000970015","146 BEEKMAN STREET","MANHATTAN","10038",,"NO",,,"FOOD SERVICES","146","BEEKMAN STREET",,"MANHATTAN","10038","40.707075","-74.0024671","1","1","15","1078978","1000970015","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000970024","225 Front Street","MANHATTAN","10038",,"NO",,,"FOOD SERVICES","225","FRONT STREET",,"MANHATTAN","10038","40.7073797","-74.0020198","1","1","15","1001336","1000970024","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000970030","36 Peck Slip","MANHATTAN","10038",,"NO",,,"FOOD SERVICES","36","PECK SLIP",,"MANHATTAN","10038","40.707517","-74.0017457","1","1","15","1079113","1000970030","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000970057","251 Water Street","MANHATTAN","10038",,"NO",,,"RETAIL","251","WATER STREET",,"MANHATTAN","10038","40.7080412","-74.0020776","1","1","15","1001349","1000970057","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000971201","222 Front Street","MANHATTAN","10038",,"NO",,,"FOOD SERVICES","220","FRONT STREET","RETL","MANHATTAN","10038","40.707608","-74.002359","1","1","15","1086561","1000971201","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1001000026","140 Nassau Street","MANHATTAN","10038",,"NO",,,"RETAIL","138","NASSAU STREET",,"MANHATTAN","10038","40.7112469","-74.0061825","1","1","15","1001354","1001000026","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1001001201","8 SPRUCE STREET","MANHATTAN","10038","2022-06-15T00:00:00.000","NO",,,"RETAIL","8","SPRUCE STREET","RR/R","MANHATTAN","10038","40.71097","-74.005677","1","1","15","1087485","1001001201","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1001071001","250 Front street","MANHATTAN","10038",,"NO",,,"RETAIL","250","FRONT STREET","COMM","MANHATTAN","10038","40.70839","-74.00106","1","1","15","1078986","1001071001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1001160047","37 MADISON STREET","MANHATTAN","10038",,"NO",,,"RETAIL","37","MADISON STREET",,"MANHATTAN","10038","40.7120156","-73.9988349","3","1","27","1001391","1001160047","MN27","Chinatown"
"2021 and 2022","1001170001","5 Madison Street","MANHATTAN","10038",,"NO",,,"FOOD SERVICES","185","PARK ROW",,"MANHATTAN","10038","40.7125262","-73.9998521","3","1","27","1077406","1001170001","MN27","Chinatown"
"2021 and 2022","1001170001","185 Park Row","MANHATTAN","10038",,"NO",,,"MISCELLANEOUS OTHER SERVICE","185","PARK ROW",,"MANHATTAN","10038","40.7125262","-73.9998521","3","1","27","1077406","1001170001","MN27","Chinatown"
"2021 and 2022","1001170001","219 Park Row","MANHATTAN","10038",,"NO",,,"EDUCATIONAL SERVICES","185","PARK ROW",,"MANHATTAN","10038","40.7125262","-73.9998521","3","1","27","1077406","1001170001","MN27","Chinatown"
"2021 and 2022","1001170001","217 Park Row","MANHATTAN","10038",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","185","PARK ROW",,"MANHATTAN","10038","40.7125262","-73.9998521","3","1","27","1077406","1001170001","MN27","Chinatown"
"2021 and 2022","1001170001","56 Saint James Place","MANHATTAN","10038",,"NO",,,"ACCOUNTING SERVICES","185","PARK ROW",,"MANHATTAN","10038","40.7125262","-73.9998521","3","1","27","1077406","1001170001","MN27","Chinatown"
"2021 and 2022","1001231001","16 Park Place","MANHATTAN","10279",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","233","BROADWAY","LOWER","MANHATTAN","10279","40.712458","-74.008329","1","1","21","1087167","1001231001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001231101","30 PARK PLACE","MANHATTAN","10007",,"NO",,,"RETAIL","30","PARK PLACE","HOTEL","MANHATTAN","10007","40.712776","-74.009036","1","1","21","1089428","1001231101","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001240004","11 PARK PLACE","MANHATTAN","10007",,"NO",,,"FOOD SERVICES","11","PARK PLACE",,"MANHATTAN","10007","40.7131627","-74.0082279","1","1","21","1001399","1001240004","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001240004","11 PARK PLACE","MANHATTAN","10007",,"NO",,,"FOOD SERVICES","11","PARK PLACE",,"MANHATTAN","10007","40.7131627","-74.0082279","1","1","21","1001399","1001240004","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001240010","23 PARK PLACE","MANHATTAN","10007",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","23","PARK PLACE",,"MANHATTAN","10007","40.713352","-74.0086284","1","1","21","1001403","1001240010","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001241102","250 BROADWAY","MANHATTAN","10007",,"NO",,,"FOOD SERVICES","250","BROADWAY","1","MANHATTAN","10007","40.712976","-74.007813","1","1","21","1001408","1001241102","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001250020","61 & 63 Barclay Street","MANHATTAN","10007",,"NO",,,"FOOD SERVICES","50","PARK PLACE",,"MANHATTAN","10007","40.713286","-74.0101362","1","1","21","1001409","1001250020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001250020","46 Park Place","MANHATTAN","10007",,"NO",,,"OTHER","50","PARK PLACE",,"MANHATTAN","10007","40.713286","-74.0101362","1","1","21","1001409","1001250020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001260013","53 PARK PLACE","MANHATTAN","10007",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","53","PARK PLACE",,"MANHATTAN","10007","40.7140052","-74.0101543","1","1","21","1001412","1001260013","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001260027","120 CHURCH STREET","MANHATTAN","10007",,"NO",,,"FOOD SERVICES","120","CHURCH STREET",,"MANHATTAN","10007","40.7137911","-74.0095086","1","1","21","1001410","1001260027","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001270018","255 GREENWICH STREET","MANHATTAN","10007",,"NO",,,"RETAIL","255","GREENWICH STREET",,"MANHATTAN","10007","40.7143701","-74.0108722","1","1","21","1001415","1001270018","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001320001","65 MURRAY STREET","MANHATTAN","10007",,"NO",,,"OTHER","65","MURRAY STREET",,"MANHATTAN","10007","40.7146749","-74.0101183","1","1","21","1001418","1001320001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001320001","65 MURRAY STREET","MANHATTAN","10007",,"NO",,,"FOOD SERVICES","65","MURRAY STREET",,"MANHATTAN","10007","40.7146749","-74.0101183","1","1","21","1001418","1001320001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001321001","275 GREENWICH STREET","MANHATTAN","10007",,"NO",,,"RETAIL","275","GREENWICH STREET","COMM","MANHATTAN","10007","40.715172","-74.010923","1","1","21","1001495","1001321001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001321001","275 GREENWICH STREET","MANHATTAN","10007",,"NO",,,"RETAIL","275","GREENWICH STREET","COMM","MANHATTAN","10007","40.715172","-74.010923","1","1","21","1001495","1001321001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001620016","30 MOTT STREET","MANHATTAN","10013",,"NO",,,"RETAIL","30","MOTT STREET",,"MANHATTAN","10013","40.7147028","-73.9985751","3","1","29","1001693","1001620016","MN27","Chinatown"
"2021 and 2022","1001620018","34 MOTT STREET","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","34","MOTT STREET",,"MANHATTAN","10013","40.7148537","-73.9986761","3","1","29","1001695","1001620018","MN27","Chinatown"
"2021 and 2022","1001620026","15 DOYERS STREET","MANHATTAN","10013",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","15","DOYERS STREET",,"MANHATTAN","10013","40.714593","-73.9982685","3","1","29","1001700","1001620026","MN27","Chinatown"
"2021 and 2022","1001620028","11 DOYERS STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","11","DOYERS STREET",,"MANHATTAN","10013","40.7144557","-73.9982613","3","1","29","1001701","1001620028","MN27","Chinatown"
"2021 and 2022","1001620035","11 Chatham Square","MANHATTAN","10038",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","11","CHATHAM SQUARE",,"MANHATTAN","10038","40.7140989","-73.9979222","3","1","29","1001705","1001620035","MN27","Chinatown"
"2021 and 2022","1001620038","9 CHATHAM SQUARE","MANHATTAN","10038",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","9","CHATHAM SQUARE",,"MANHATTAN","10038","40.7141785","-73.9981098","3","1","29","1001707","1001620038","MN27","Chinatown"
"2021 and 2022","1001620053","7 Pell","MANHATTAN","10013",,"NO",,,"OTHER","18","BOWERY",,"MANHATTAN","10013","40.7146341","-73.9975038","3","1","29","1001716","1001620053","MN27","Chinatown"
"2021 and 2022","1001620056","12 BOWERY","MANHATTAN","10013",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","12","BOWERY",,"MANHATTAN","10013","40.7144639","-73.9976012","3","1","29","1001719","1001620056","MN27","Chinatown"
"2021 and 2022","1001620058","6 Bowery","MANHATTAN","10013",,"NO",,,"RETAIL","8","BOWERY",,"MANHATTAN","10013","40.7143569","-73.9976589","5","4","112","1001721","1001620058","MN19","Turtle Bay-East Midtown"
"2021 and 2022","1001621002","7 CHATHAM SQUARE","MANHATTAN","10038",,"NO",,,"RETAIL","7","CHATHAM SQUARE","GR","MANHATTAN","10038","40.714047","-73.998218","3","1","29","1001726","1001621002","MN27","Chinatown"
"2021 and 2022","1001630002","12 PELL STREET","MANHATTAN","10013",,"NO",,,"MISCELLANEOUS OTHER SERVICE","12","PELL STREET",,"MANHATTAN","10013","40.7149031","-73.9977094","3","1","29","1001777","1001630002","MN27","Chinatown"
"2021 and 2022","1001630013","34 PELL STREET","MANHATTAN","10013",,"NO",,,"OTHER","34","PELL STREET",,"MANHATTAN","10013","40.71512","-73.9985715","3","1","29","1001784","1001630013","MN27","Chinatown"
"2021 and 2022","1001630015","42 MOTT STREET","MANHATTAN","10013",,"NO",,,"NO BUSINESS ACTIVITY IDENTIFIED","42","MOTT STREET",,"MANHATTAN","10013","40.7152215","-73.9986076","3","1","29","1001786","1001630015","MN27","Chinatown"
"2021 and 2022","1001630015","42 MOTT STREET","MANHATTAN","10013",,"NO",,,"NO BUSINESS ACTIVITY IDENTIFIED","42","MOTT STREET",,"MANHATTAN","10013","40.7152215","-73.9986076","3","1","29","1001786","1001630015","MN27","Chinatown"
"2021 and 2022","1001630022","65 Bayard Street, East Store","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","65","BAYARD STREET",,"MANHATTAN","10013","40.7153066","-73.9982036","3","1","29","1001791","1001630022","MN27","Chinatown"
"2021 and 2022","1001630023","63 BAYARD STREET","MANHATTAN","10013",,"NO",,,"RETAIL","63","BAYARD STREET",,"MANHATTAN","10013","40.7152792","-73.9981134","3","1","29","1001792","1001630023","MN27","Chinatown"
"2021 and 2022","1001630025","59 Bayard Street","MANHATTAN","10013",,"NO",,,"RETAIL","59","BAYARD STREET",,"MANHATTAN","10013","40.7152133","-73.9979547","3","1","29","1077443","1001630025","MN27","Chinatown"
"2021 and 2022","1001630027","55 BAYARD STREET","MANHATTAN","10013",,"NO",,,"OTHER","55","BAYARD STREET",,"MANHATTAN","10013","40.7151803","-73.9977887","3","1","29","1001795","1001630027","MN27","Chinatown"
"2021 and 2022","1001640002","32 Mulberry Street","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","32","MULBERRY STREET",,"MANHATTAN","10013","40.714604","-73.9993868","3","1","29","1001806","1001640002","MN27","Chinatown"
"2021 and 2022","1001640007","42 MULBERRY STREET","MANHATTAN","10013",,"NO",,,"RETAIL","42","MULBERRY STREET",,"MANHATTAN","10013","40.7149278","-73.9994192","3","1","29","1001809","1001640007","MN27","Chinatown"
"2021 and 2022","1001640009","48B MULBERRY STREET","MANHATTAN","10013",,"NO",,,"OTHER","46","MULBERRY STREET",,"MANHATTAN","10013","40.7151255","-73.9994156","3","1","29","1079227","1001640009","MN27","Chinatown"
"2021 and 2022","1001640019","91 BAYARD STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","66","MULBERRY STREET",,"MANHATTAN","10013","40.7157128","-73.9991415","3","1","29","1077446","1001640019","MN27","Chinatown"
"2021 and 2022","1001640021","83 BAYARD STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","83","BAYARD STREET",,"MANHATTAN","10013","40.7156058","-73.9989503","3","1","29","1001811","1001640021","MN27","Chinatown"
"2021 and 2022","1001640022","81 BAYARD STREET","MANHATTAN","10013",,"NO",,,"RETAIL","81","BAYARD STREET",,"MANHATTAN","10013","40.7155783","-73.9988745","3","1","29","1001812","1001640022","MN27","Chinatown"
"2021 and 2022","1001640024","53 1/2 Mott","MANHATTAN","10013",,"NO",,,"RETAIL","77","BAYARD STREET",,"MANHATTAN","10013","40.7155646","-73.9987266","3","1","29","1001813","1001640024","MN27","Chinatown"
"2021 and 2022","1001640026","47 MOTT STREET","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","47","MOTT STREET",,"MANHATTAN","10013","40.7153972","-73.9989106","3","1","29","1001815","1001640026","MN27","Chinatown"
"2021 and 2022","1001640030","41 MOTT STREET","MANHATTAN","10013",,"NO",,,"MISCELLANEOUS OTHER SERVICE","41","MOTT STREET",,"MANHATTAN","10013","40.7151721","-73.9990333","3","1","29","1001817","1001640030","MN27","Chinatown"
"2021 and 2022","1001640032","37 MOTT STREET","MANHATTAN","10013",,"NO",,,"NO BUSINESS ACTIVITY IDENTIFIED","33","MOTT STREET",,"MANHATTAN","10013","40.7149937","-73.9991126","3","1","29","1001818","1001640032","MN27","Chinatown"
"2021 and 2022","1001640045","19-B Mott Street","MANHATTAN","10013",,"NO",,,"RETAIL","21","MOTT STREET",,"MANHATTAN","10013","40.7144118","-73.999026","3","1","29","1001821","1001640045","MN27","Chinatown"
"2021 and 2022","1001640047","17 MOTT STREET","MANHATTAN","10013",,"NO",,,"RETAIL","17","MOTT STREET",,"MANHATTAN","10013","40.7142636","-73.999008","3","1","29","1079262","1001640047","MN27","Chinatown"
"2021 and 2022","1001700001","336 BROADWAY","MANHATTAN","10013",,"NO",,,"RETAIL","336","BROADWAY",,"MANHATTAN","10013","40.7163688","-74.0040763","1","1","31","1085786","1001700001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001700020","111 WORTH STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","111","WORTH STREET",,"MANHATTAN","10013","40.7160559","-74.0034919","1","1","31","1086161","1001700020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001700020","111 WORTH STREET","MANHATTAN","10013",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","111","WORTH STREET",,"MANHATTAN","10013","40.7160559","-74.0034919","1","1","31","1086161","1001700020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001710005","358 BROADWAY","MANHATTAN","10013",,"NO",,,"RETAIL","358","BROADWAY",,"MANHATTAN","10013","40.7170385","-74.0031889","1","1","31","1001840","1001710005","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001980030","224 CANAL STREET","MANHATTAN","10013",,"NO",,,"RETAIL","224","CANAL STREET",,"MANHATTAN","10013","40.7175326","-73.9996501","1","1","29","1002366","1001980030","MN27","Chinatown"
"2021 and 2022","1001990002","81 Baxter Street","MANHATTAN","10013",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","81","BAXTER STREET",,"MANHATTAN","10013","40.7165253","-73.9996537","3","1","29","1002367","1001990002","MN27","Chinatown"
"2021 and 2022","1001990009","95 BAXTER STREET","MANHATTAN","10013",,"NO",,,"OTHER","95","BAXTER STREET",,"MANHATTAN","10013","40.7170331","-73.9994445","3","1","29","1000000","1001990009","MN27","Chinatown"
"2021 and 2022","1001990012","216 CANAL STREET","MANHATTAN","10013",,"NO",,,"OTHER","216","CANAL STREET",,"MANHATTAN","10013","40.7170468","-73.9992821","3","1","29","1002371","1001990012","MN27","Chinatown"
"2021 and 2022","1001990021","83 MULBERRY STREET","MANHATTAN","10013",,"NO",,,"RETAIL","83","MULBERRY STREET",,"MANHATTAN","10013","40.716561","-73.9992172","3","1","29","1002376","1001990021","MN27","Chinatown"
"2021 and 2022","1001990024","77 MULBERRY STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","77","MULBERRY STREET",,"MANHATTAN","10013","40.7164045","-73.999311","3","1","29","1002377","1001990024","MN27","Chinatown"
"2021 and 2022","1001990027","94 Bayard","MANHATTAN","10013",,"NO",,,"OTHER","94","BAYARD STREET",,"MANHATTAN","10013","40.7160751","-73.9994192","3","1","29","1002380","1001990027","MN27","Chinatown"
"2021 and 2022","1001990031","102 BAYARD STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","102","BAYARD STREET",,"MANHATTAN","10013","40.716259","-73.9996573","3","1","29","1076901","1001990031","MN27","Chinatown"
"2021 and 2022","1002000009","84 MULBERRY STREET","MANHATTAN","10013",,"NO",,,"RETAIL","84","MULBERRY STREET",,"MANHATTAN","10013","40.7164841","-73.9986761","3","1","29","1002387","1002000009","MN27","Chinatown"
"2021 and 2022","1002000016","196 CANAL STREET","MANHATTAN","10013",,"NO",,,"NO BUSINESS ACTIVITY IDENTIFIED","196","CANAL STREET",,"MANHATTAN","10013","40.7167311","-73.9982685","3","1","29","1002390","1002000016","MN27","Chinatown"
"2021 and 2022","1002000017","83 MOTT","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","83","MOTT STREET",,"MANHATTAN","10013","40.7167037","-73.9980809","3","1","29","1002391","1002000017","MN27","Chinatown"
"2021 and 2022","1002000022","75 Mott","MANHATTAN","10013",,"NO",,,"RETAIL","73","MOTT STREET",,"MANHATTAN","10013","40.7163935","-73.9982901","3","1","29","1002395","1002000022","MN27","Chinatown"
"2021 and 2022","1002000030","59B MOTT STREET","MANHATTAN","10013",,"NO",,,"RETAIL","59","MOTT STREET",,"MANHATTAN","10013","40.7159955","-73.9985679","3","1","29","1079420","1002000030","MN27","Chinatown"
