"the_geom","seatingcho","retailname","bizname","bizdba","biz_desc","other_bizd","bizstreetn","suitenum","bizboro","bizzip","bizaddress","sidewalkdi","sidewalk_1","sidewalkar","openstreet","openstre_1","openstre_2","qualify_si","qualify_op","landmarkdi","landmark_1","healthcomp","submission","creationda","long","lat","x","y"
"POINT (-73.95487509571178 40.807800509019174)","sidewalk","Marilyns New York","Marilyns New York Ltd","Marilyns New York","Clothing, Shoe, Accessories Store",,"487Manhattan Avenue",,"Manhattan","10027","487Manhattan Avenue, Manhattan, NY","250","12","3000","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.9548750957","40.807800509","996742.037996","233583.782554"
"POINT (-73.90206121567057 40.64490243801554)","sidewalk","Rainbow","Rainbow","Rainbow","Clothing, Shoe, Accessories Store",,"1440 Rockaway Parkway",,"Brooklyn","11236","1440 Rockaway Parkway, Brooklyn, NY","12","5","60","0","0",,"yes","no","no",,"yes","2020-11-02T00:00:00.000","2022-11-02T00:00:00.000","-73.9020612157","40.644902438","1011428.985","174246.920257"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","Maria Vegetable & Fruit Corporation","Maria Vegetable & Fruit Corporation","Maria Vegetable & Fruit Corporation","Other","Produce Store","493 Brook Avenue","Ground Floor","Bronx","10455","493 Brook Avenue, Bronx, NY","25","6","150","0","0",,"yes","no","no",,"yes","2020-11-17T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","Myrtle Kids Inc","Myrtle Kids Inc","Kid city","Clothing, Shoe, Accessories Store",,"54-32 myrtle avenue",,"Queens","11385","54-32 myrtle avenue, Queens, NY","100","20","2000","0","0",,"yes","no","no",,"yes","2020-10-30T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.99260412650348 40.72483549386697)","sidewalk","Elizabeth Bowery Tenant LLC","Elizabeth Bowery Tenant LLC","Elizabeth Bowery Tenant LLC","Gift store, Stationary",,"306 Bowery",,"Manhattan","10012","306 Bowery, Manhattan, NY","19","18","342","0","0",,"yes","no","yes","yes","yes","2022-04-20T00:00:00.000","2022-11-02T00:00:00.000","-73.9926041265","40.7248354939","986299.969969","203353.749182"
"POINT (-74.0084307857279 40.711698509197696)","sidewalk","AT&T MOBILITY SUPPLY, LLC","AT&T MOBILITY","AT&T MOBILITY","Electronics Store; Cell Phone Store",,"217 BROADWAY","101","Manhattan","10007","217 BROADWAY, Manhattan, NY","14","12","168","0","0",,"yes","no","yes","yes","yes","2020-11-19T00:00:00.000","2022-11-02T00:00:00.000","-74.0084307857","40.7116985092","981912.714964","198567.56945"
"POINT (-73.85443918057611 40.71099977962329)","sidewalk","Best Wireless Metropolitan Avenue Inc","Best Wireless Metropolitan Avenue Inc","Best Wireless Metropolitan Avenue Inc","Electronics Store; Cell Phone Store",,"98-06 Metropolitan Ave",,"Queens","11375","98-06 Metropolitan Ave, Queens, NY","5","5","25","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.8544391806","40.7109997796","1024604.54658","198346.417333"
"POINT (-73.96183768013844 40.606634314328026)","sidewalk","FASHION HOME FURNITURE II INC","FASHION HOME FURNITURE II INC","FASHION HOME FURNITURE II INC","Furniture Store",,"2078 CONEY ISLAND AVENUE",,"Brooklyn","11223","2078 CONEY ISLAND AVENUE, Brooklyn, NY","60","7","420","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.9618376801","40.6066343143","994846.49848","160291.939965"
"POINT (-73.91791000059001 40.80788500040334)","sidewalk","Bronx Native","GET Studios LLC","Bronx Native","Clothing, Shoe, Accessories Store",,"Ground Floor",,"Bronx","10454","Ground Floor, Bronx, NY","12","12","144","0","0",,"yes","no","no",,"yes","2020-11-03T00:00:00.000","2022-11-02T00:00:00.000","-73.9179100006","40.8078850004","1006975.14483","233621.996388"
"POINT (-73.94987259657667 40.724211754763544)","sidewalk","Maison Jar LLC","Maison Jar LLC","Maison Jar","Supermarket & Grocery Store",,"566 Leonard street",,"Brooklyn","11222","566 Leonard street, Brooklyn, NY","58","26","1508","0","0",,"yes","no","no",,"yes","2022-09-16T00:00:00.000","2022-11-02T00:00:00.000","-73.9498725966","40.7242117548","998144.319312","203130.390705"
"POINT (-73.86558971078834 40.67887735089867)","sidewalk","ABC Bargain Stores of Liberty LLC","ABC Bargain Stores of Liberty LLC","995004642865","Clothing, Shoe, Accessories Store",,"1180 Liberty Ave",,"Brooklyn","11208","1180 Liberty Ave, Brooklyn, NY","75","11","825","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.8655897108","40.6788773509","1021531.18986","186638.342324"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","AT&T Mobility Supply, LLC","AT&T Mobility","AT&T Mobility","Electronics Store; Cell Phone Store",,"2168 WHITE PLAINS RD",,"Bronx","10452","2168 WHITE PLAINS RD, Bronx, NY","10","8","80","0","0",,"yes","no","no",,"yes","2020-11-25T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-74.00725119744865 40.7416752448321)","sidewalk","DVF STUDIO","DVF STUDIO","DVF STUDIO","Clothing, Shoe, Accessories Store",,"440 west 14th street",,"Manhattan","10014","440 west 14th street , Manhattan, NY","128","18","2304","0","0",,"yes","no","yes","yes","yes","2021-04-16T00:00:00.000","2022-11-02T00:00:00.000","-74.0072511974","40.7416752448","982240.638849","209488.995114"
"POINT (-73.92148283983647 40.663674674168824)","sidewalk","10SPOT","144EAST 98TH ST CLOTHING COPR","10SPOT","Clothing, Shoe, Accessories Store",,"144 EAST 98TH ST","C","Brooklyn","11212","144 EAST 98TH ST, Brooklyn, NY","20","4","80","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.9214828398","40.6636746742","1006033.16279","181080.735001"
"POINT (-73.9897165682111 40.72589637894342)","sidewalk","Dim sum palace","Dim sum sam inc","Dim sum palace","Other","Restaurant","59 2nd avenue",,"Manhattan","10003","59 2nd avenue, Manhattan, NY","24","20","480","0","0",,"yes","no","yes","yes","yes","2020-11-20T00:00:00.000","2022-11-02T00:00:00.000","-73.9897165682","40.7258963789","987100.290875","203740.343225"
"POINT (-74.00109863849565 40.72579789488723)","sidewalk","Chobani Cafe, LLC","Chobani Cafe, LLC","Chobani Cafe, LLC","Other","Cafe","152 prince street","152","Manhattan","10002","152 prince street , Manhattan, NY","21","14","294","0","0",,"yes","no","yes","yes","yes","2021-01-22T00:00:00.000","2022-11-02T00:00:00.000","-74.0010986385","40.7257978949","983945.486489","203704.297037"
"POINT (-73.97222939633902 40.75492309036543)","sidewalk","Kabbalah Centre New York","Kabbalah Centre New York, Inc.","Kabbalah Centre New York","Other","Non-profit organization sharing the spiritual wisdom of Kabbalah and we operate a bookstore with Kabbalah-related books and items on our ground floor.","155 E 48th Street",,"Manhattan","10017","155 E 48th Street, Manhattan, NY","50","13","650","0","0",,"yes","no","no",,"yes","2022-05-25T00:00:00.000","2022-11-02T00:00:00.000","-73.9722293963","40.7549230904","991943.912094","214316.747269"
"POINT (-73.99395546174718 40.726760949264815)","sidewalk","On Inc.","On Inc.","On Inc.","Clothing, Shoe, Accessories Store",,"363A Lafayette St",,"Manhattan","10012","363A Lafayette St, Manhattan, NY","65","9","585","0","0",,"yes","no","no",,"yes","2021-02-11T00:00:00.000","2022-11-02T00:00:00.000","-73.9939554617","40.7267609493","985925.361795","204055.223501"
"POINT (-73.92172272972697 40.760288429809734)","sidewalk","Broadway Silk Store","Sarah-Beth White","Broadway Silk Store","Other","fabric and gifts","35-11 Broadway",,"Queens","11106","35-11 Broadway, Queens, NY","16","15","240","0","0",,"yes","no","no",,"yes","2020-11-17T00:00:00.000","2022-11-02T00:00:00.000","-73.9217227297","40.7602884298","1005935.15544","216279.984813"
"POINT (-73.8280849694232 40.76011261869244)","sidewalk","Dim Sum Garden Express","368 Dimsum Inc","Dim Sum Garden Express","Other","Take out store","136-55 Roosevelt Ave","A1","Queens","11354","136-55 Roosevelt Ave, Queens, NY","20","20","400","0","0",,"yes","no","no",,"yes","2021-01-04T00:00:00.000","2022-11-02T00:00:00.000","-73.8280849694","40.7601126187","1031875.72954","216252.976336"
"POINT (-73.92269502957326 40.7012344426458)","sidewalk","Ersoy fashion wear","Priceless trading inc","Ersoy fashion wear","Clothing, Shoe, Accessories Store",,"332 knickerbocker ave Brooklyn",,"Brooklyn","11237","332 knickerbocker ave Brooklyn , Brooklyn, NY","13","15","195","0","0",,"yes","no","no",,"yes","2020-11-20T00:00:00.000","2022-11-02T00:00:00.000","-73.9226950296","40.7012344426","1005684.78651","194764.541295"
"POINT (-73.93033666157767 40.854070653184706)","sidewalk","Reyes Vision, Inc.","Reyes Vision, Inc.","Reyes Vision","Pharmacy, Optical Store, Health Store",,"1571 Saint Nicholas Avenue",,"Manhattan","10040","1571 Saint Nicholas Avenue, Manhattan, NY","20","10","200","0","0",,"yes","no","no",,"yes","2021-01-03T00:00:00.000","2022-11-02T00:00:00.000","-73.9303366616","40.8540706532","1003521.66518","250446.145155"
"POINT (-74.00223030291737 40.729766836715235)","sidewalk","AT&T MOBILITY SUPPLY, LLC","AT&T MOBILITY","AT&T MOBILITY","Electronics Store; Cell Phone Store",,"228 BLEECKER STREET",,"Manhattan","10014","228 BLEECKER STREET, Manhattan, NY","8","9","72","0","0",,"yes","no","no",,"yes","2020-11-19T00:00:00.000","2022-11-02T00:00:00.000","-74.0022303029","40.7297668367","983631.855883","205150.311862"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","AT&T Mobility Supply, LLC","AT&T","AT&T Mobility","Electronics Store; Cell Phone Store",,"3067 STEINWAY STREET",,"Queens","11103","3067 STEINWAY STREET, Queens, NY","20","19","380","0","0",,"yes","no","no",,"yes","2020-12-09T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-74.00531191140885 40.7403074325589)","sidewalk","Hudson E-Bike","20 Cook Street LLC  d/b/a  Hudson E-Bike","Hudson E-Bike","Other","Bicycle Shop","675 Hudson Street",,"Manhattan","10014","675 Hudson Street, Manhattan, NY","20","5","100","0","0",,"yes","no","yes","yes","yes","2021-01-31T00:00:00.000","2022-11-02T00:00:00.000","-74.0053119114","40.7403074326","982777.999323","208990.619142"
"POINT (-74.00672232931446 40.74159989457087)","sidewalk","alice + olivia","alice + olivia","alice + olivia","Clothing, Shoe, Accessories Store",,"431 West 14th Street",,"Manhattan","10014","431 West 14th Street, Manhattan, NY","17","21","357","0","0",,"yes","no","no",,"yes","2020-11-24T00:00:00.000","2022-11-02T00:00:00.000","-74.0067223293","40.7415998946","982387.190065","209461.53093"
"POINT (-73.92038170599159 40.86629837461212)","sidewalk","Rainbow","Rainbow apparel company","Rainbow","Clothing, Shoe, Accessories Store",,"#24 556 W 207th street",,"Manhattan","10034","#24 556 W 207th street, Manhattan, NY","36","5","180","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.920381706","40.8662983746","1006271.55404","254903.52141"
"POINT (-73.96114835176209 40.71993275062087)","sidewalk","Artists & Fleas","Artists & Fleas Brooklyn LLC","Artists & Fleas","Other","Weekend artist, maker, vintage market, est. 2003","70 North 7th Street",,"Brooklyn","11211","70 North 7th Street, Brooklyn, NY","75","12","900","0","0",,"yes","no","no",,"yes","2021-03-08T00:00:00.000","2022-11-02T00:00:00.000","-73.9611483518","40.7199327506","995019.595903","201569.830506"
"POINT (-73.7582353781002 40.66260524713829)","sidewalk","Inspirational Tees","Inspirational Tees","Inspirational Tees","Clothing, Shoe, Accessories Store",,"102-38 221 st",,"Queens","11429","102-38 221 st, Queens, NY","52","8","416","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.7582353781","40.6626052471","1051324.21098","180773.91114"
"POINT (-74.00567495451142 40.745515697583535)","sidewalk","Cookshop","156 TENTH AVENUE Restaurant LLC","Cookshop","Other","Restaurant","156 Tenth Ave",,"Manhattan","10011","156 Tenth Ave, Manhattan, NY","60","16","960","0","0",,"yes","no","no",,"yes","2020-12-30T00:00:00.000","2022-11-02T00:00:00.000","-74.0056749545","40.7455156976","982677.518225","210888.162263"
"POINT (-73.99261829215722 40.672134444613434)","sidewalk","Creation Therrien","Creation Therrien Inc","Creation Therrien","Furniture Store",,"152 9th Street","STEB","Brooklyn","11215","152 9th Street, Brooklyn, NY","6","4","24","0","0",,"yes","no","no",,"yes","2021-10-08T00:00:00.000","2022-11-02T00:00:00.000","-73.9926182922","40.6721344446","986297.661575","184153.192439"
"POINT (-73.83463970113736 40.687474417861544)","sidewalk","Sanskriti usa inc","Sanskriti usa inc","Sanskriti usa inc","Other","Religious store","108-16 101 avenue",,"Queens","11419","108-16 101 avenue , Queens, NY","5","5","25","0","0",,"yes","no","no",,"yes","2020-11-05T00:00:00.000","2022-11-02T00:00:00.000","-73.8346397011","40.6874744179","1030109.82789","189785.186096"
"POINT (-73.9791726975185 40.78469695866843)","sidewalk","Big Frog Custom T-Shirts & More of the Upper West Side","JKR Partners LLC","Big Frog Custom T-Shirts & More of the Upper West Side","Clothing, Shoe, Accessories Store",,"2244 Broadway",,"Manhattan","10024","2244 Broadway, Manhattan, NY","15","30","450","0","0",,"yes","no","no",,"yes","2021-01-07T00:00:00.000","2022-11-02T00:00:00.000","-73.9791726975","40.7846969587","990017.674804","225163.824328"
"POINT (-74.00795215300478 40.739788703610834)","sidewalk","Caudalie","Caudalie Washington Street LLC","Caudalie","Beauty Supply, Fragrance, Cosmetics Store",,"823 Washington Street",,"Manhattan","10014","823 Washington Street, Manhattan, NY","30","16","480","0","0",,"yes","no","no",,"yes","2021-03-02T00:00:00.000","2022-11-02T00:00:00.000","-74.007952153","40.7397887036","982046.336416","208801.685137"
"POINT (-74.00015340225512 40.74290630031531)","sidewalk","AT&T MOBILITY SUPPLY, LLC","AT&T MOBILITY","AT&T MOBILITY","Electronics Store; Cell Phone Store",,"180 8TH AVE",,"Manhattan","10011","180 8TH AVE, Manhattan, NY","14","14","196","0","0",,"yes","no","no",,"yes","2020-11-19T00:00:00.000","2022-11-02T00:00:00.000","-74.0001534023","40.7429063003","984207.491871","209937.424663"
"POINT (-74.0000437475363 40.72407844279314)","sidewalk","alice + olivia","Alice and Olivia","alice + olivia","Clothing, Shoe, Accessories Store",,"98 Greene Street",,"Manhattan","10012","98 Greene Street, Manhattan, NY","21","12","252","0","0",,"yes","no","no",,"yes","2021-03-30T00:00:00.000","2022-11-02T00:00:00.000","-74.0000437475","40.7240784428","984237.874028","203077.845534"
"POINT (-73.95840666050097 40.78151659202293)","sidewalk","alice and olivia","alice and olivia","alice and olivia","Clothing, Shoe, Accessories Store",,"1188 Madison Avenue",,"Manhattan","10028","1188 Madison Avenue, Manhattan, NY","13","15","195","0","0",,"yes","no","no",,"yes","2021-01-12T00:00:00.000","2022-11-02T00:00:00.000","-73.9584066605","40.781516592","995768.933315","224007.157678"
"POINT (-73.95496619577499 40.61013505825861)","sidewalk","Advanced Domino","Advanced Domino","Domino","Supermarket & Grocery Store",,"1824 Kingshwy",,"Brooklyn","11229","1824 Kingshwy, Brooklyn, NY","90","17","1530","0","0",,"yes","no","no",,"yes","2020-11-14T00:00:00.000","2022-11-02T00:00:00.000","-73.9549661958","40.6101350583","996753.841778","161568.257622"
"POINT (-73.99289070259357 40.634343460632856)","sidewalk","New Eichlers","Judaica Mall","New Eichlers","Book Store",,"5004 13th  Avenue",,"Brooklyn","11219","5004 13th  Avenue, Brooklyn, NY","80","18","1440","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.9928907026","40.6343434606","986223.213233","170384.884674"
"POINT (-73.93463018954365 40.681566349810616)","sidewalk","The Collective at IndigoStyle","IndigoStyle by Sheryl Roberts","The Collective at IndigoStyle","Clothing, Shoe, Accessories Store",,"409 Lewis Avenue",,"Brooklyn","11233","409 Lewis Avenue , Brooklyn, NY","16","20","320","0","0",,"yes","no","yes","yes","yes","2022-05-31T00:00:00.000","2022-11-02T00:00:00.000","-73.9346301895","40.6815663498","1002380.80526","187596.184897"
"POINT (-73.9897273064713 40.752258045796594)","sidewalk","Weed World","Seasoned, LLC","Weed World","Other","Novelty Items","480 7th Avenue",,"Manhattan","10018","480 7th Avenue, Manhattan, NY","29","18","522","0","0",,"yes","no","no",,"yes","2021-03-18T00:00:00.000","2022-11-02T00:00:00.000","-73.9897273065","40.7522580458","987096.188193","213344.732481"
"POINT (-73.9612565837917 40.77762637618871)","sidewalk","JJ Marco","JJM Design Studio Inc","JJ Marco","Jewellery  Store",,"1070 Madison Ave",,"Manhattan","10028","1070 Madison Ave , Manhattan, NY","15","15","225","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9612565838","40.7776263762","994980.297425","222589.458742"
"POINT (-73.97225807718614 40.6088221042226)","sidewalk","Best Wireless Bensonhurst Inc","Best Wireless Bensonhurst Inc","Best Wireless Bensonhurst Inc","Electronics Store; Cell Phone Store",,"416 Avenue P",,"Brooklyn","11223","416 Avenue P, Brooklyn, NY","5","5","25","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.9722580772","40.6088221042","991952.823493","161087.92"
"POINT (-73.94456014723512 40.711591960945306)","sidewalk","King Kog","King Kog","King Kog","Other","bicycle sales and repair","705 Grand St",,"Brooklyn","11211","705 Grand St , Brooklyn, NY","25","4","100","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9445601472","40.7115919609","999619.73434","198533.501933"
"POINT (-73.76762303194516 40.75670344839957)","sidewalk","T&L BELL BLVD GROCERIES INC.","T&L BELL BLVD GROCERIES INC.","T&L BELL BLVD GROCERIES INC.","Supermarket & Grocery Store",,"47-10 BELL BLVD. BAYSIDE. NY",,"Queens","11361","47-10 BELL BLVD. BAYSIDE. NY, Queens, NY","15","5","75","0","0",,"yes","no","no",,"yes","2020-12-05T00:00:00.000","2022-11-02T00:00:00.000","-73.7676230319","40.7567034484","1048628.79905","215049.561748"
"POINT (-73.95398000036145 40.712345000283065)","sidewalk","Dalia's Nail Lounge","Dalia's Nail Lounge","Dalia's Nail Lounge","Hair, Nail, Beauty Salon, Barber Shop, Misc. Personal Care",,"1fl",,"Brooklyn","11211","1fl, Brooklyn, NY","12","5","60","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9539800004","40.7123450003","997008.100128","198806.344563"
