"location","event_date","check_in_from","check_in_to","event_title","job_family","company_name_or_type","qualifications","borough","location_name_and_address"
"Healthcare Sector Center - LM","Friday, March 20, 2020","10:00 AM","1:00 PM","Care Manager","Healthcare Practitioners and Support","Various","Minimum requirement is a Bachelors Degree (New Grad welcome) plus 2 Years of Human Services experience case management working with DD population/At risk/ Behavioral health OR 2 Years of DSP experience working with the DD population. Excellent communication and computer skills Bilingual Mandarin, Spanish, French, and Russian Bilingual candidates are preferred.","Manhattan","Healthcare Sector Center - LM, 14 Wall Street, 17th Floor Suite 1715, New York, NY 10005"
"Healthcare Sector Center - LM","Friday, March 20, 2020","10:00 AM","1:00 PM","Registered Nurse Care Manager","Healthcare Practitioners and Support","Various","Associate of Science in Nursing  & NYS RN License and registration.The Registered Nurse Care Manager through interventions such as complex case management and utilization management, the RN Care Manager will ensure coordination of health care services, member education, and preventative interventions. Non-Bilingual and Bilingual  Koran, Mandarin or Cantonese, Bengali, Hindi or Urdu.","Manhattan","Healthcare Sector Center - LM, 14 Wall Street, 17th Floor Suite 1715, New York, NY 10005"
"Healthcare Sector Center - LM","Tuesday, March 17, 2020","10:00 AM","1:00 PM","Clinical Medical Assistant","Healthcare Practitioners and Support","Various","Medical Assistant NYS Certification required with at least 1 year of experience BCLS, great computer skills. Bi-lingual Russian, Mandarin, Korean and Spanish and non-bilingual as well.","Manhattan","Healthcare Sector Center - LM, 14 Wall Street, 17th Floor Suite 1715, New York, NY 10005"
"Healthcare Sector Center - LM","Wednesday, March 18, 2020","10:00 AM","1:00 PM","Registered Nurses","Healthcare Practitioners and Support","Various","Bachelor degree required from an accredited nursing program and current NYS licensure required. New grad to experienced RNs with working experience in a long-term care, home care, case management, school, hospital, community clinics and residential facilities. Bilingual-Spanish, Tagalog, Mandarin, Ordu, Bengali, Cantonese, or Russian jobseekers are encouraged to apply.","Manhattan","Healthcare Sector Center - LM, 14 Wall Street, 17th Floor Suite 1715, New York, NY 10005"
"Healthcare Sector Center - LM","Tuesday, March 17, 2020","10:00 AM","1:00 PM","Registered Nurse Care Manager","Healthcare Practitioners and Support","Various","Associate of Science in Nursing  & NYS RN License and registration.The Registered Nurse Care Manager through interventions such as complex case management and utilization management, the RN Care Manager will ensure coordination of health care services, member education, and preventative interventions. Non-Bilingual and Bilingual  Koran, Mandarin or Cantonese, Bengali, Hindi or Urdu.","Manhattan","Healthcare Sector Center - LM, 14 Wall Street, 17th Floor Suite 1715, New York, NY 10005"
"Hunts Point Workforce1 Career Center","Thursday, March 19, 2020","9:30 AM","9:45 AM","Food Service/Retail Screening","Customer Service (Non-Sales)","Maison Kayser, Whole Foods Market, Wildlife Conservation Society, Family Dollar","Maison Kayser: Apprenticeship- Must have at least six month experience in culinary pastry food production. Must have the ability to walk and stand for long periods and be able to push 40lbs and pull 150lbs. Weekends and holidays are mandatory Whole Foods Market: Store Support - Have good communications skills, Be a team player, Must be able to work a flexible schedule including nights, weekends, and holidays  Wildlife Conservation Society: Maintenance, Retail - HSD/GED preferred but not required, Relative work experience is a plus but not required, Must be able to work weekends, Must have a clean background Family Dollar: Sales and Stock Associate- Must be able to lift up to 20 lbs, break down boxes, stock shelves, Have customer service and/or cashier exp, Bi-lingual is a plus","Bronx","Hunts Point Workforce1 Career Center, 1029 E 163rd Street, 3rd Floor, Bronx, NY 10459"
"Hunts Point Workforce1 Career Center","Thursday, March 19, 2020","1:30 PM","1:45 PM","Social Services Screening","Social Work, Child Care, Counseling","People Care, Casita Maria, New York Edge","People Care: Home Health Aide- Must be a NYC resident Must be able to carry 10lbs and lift 30lbs. Must pass a drug test, background and criminal history check, No exp is necessary Casita Maria: Census Worker - Must be bilingual, Experience in community engagement, Proficiency in the use of technology New York Edge: Group Leader - HS diploma req, AA or BA in progess preferred, Strong academic skills in Math and English, Exp working/volunteering with youth","Bronx","Hunts Point Workforce1 Career Center, 1029 E 163rd Street, 3rd Floor, Bronx, NY 10459"
"Hunts Point Workforce1 Career Center","Wednesday, March 18, 2020","9:30 AM","9:45 AM","Security Guard Screening","Protective Service","Sera, Madison, Securitas, Allied Universal, SilverSeal","Securitas, Allied Universal, Sera, Madison, SilverSeal: Security Guard - Must have valid 8hr,16hr security certificates and your NYS Security Guard license card,  Must have your HSD/GED, Must have at least six months of customer service experience, FO2, FO3 preferred, Valid CPR/First Aid certifications required for some positions.","Bronx","Hunts Point Workforce1 Career Center, 1029 E 163rd Street, 3rd Floor, Bronx, NY 10459"
"Hunts Point Workforce1 Career Center","Tuesday, March 17, 2020","1:30 PM","1:45 PM","Security Guard Screening","Protective Service","Sera, Madison, Securitas, Allied Universal, SilverSeal","Securitas, Allied Universal, Sera, Madison, SilverSeal: Security Guard- Must have valid 8hr,16hr security certificates and your NYS Security Guard license card.  Must have your HSD/GED. Must have at least six months of customer service experience. FO2, FO3 preferred, Valid CPR/First Aid certifications required for some positions.","Bronx","Hunts Point Workforce1 Career Center, 1029 E 163rd Street, 3rd Floor, Bronx, NY 10459"
"Hunts Point Workforce1 Career Center","Tuesday, March 17, 2020","9:30 AM","9:45 AM","Food Service/Retail Screening","Customer Service (Non-Sales)","Maison Kayser, Whole Foods Market, Wildlife Conservation Society, Family Dollar","Maison Kayser: Apprenticeship- Must have at least six month experience in culinary pastry food production. Must have the ability to walk and stand for long periods and be able to push 40lbs and pull 150lbs. Weekends and holidays are mandatory Whole Foods Market: Store Support - Have good communications skills, Be a team player, Must be able to work a flexible schedule including nights, weekends, and holidays  Wildlife Conservation Society: Maintenance, Retail - HSD/GED preferred but not required, Relative work experience is a plus but not required, Must be able to work weekends, Must have a clean background Family Dollar: Sales and Stock Associate- Must be able to lift up to 20 lbs, break down boxes, stock shelves, Have customer service and/or cashier exp, Bi-lingual is a plus","Bronx","Hunts Point Workforce1 Career Center, 1029 E 163rd Street, 3rd Floor, Bronx, NY 10459"
"Hunts Point Workforce1 Career Center","Friday, March 20, 2020","9:30 AM","9:45 AM","Security Guard Screening","Protective Service","Sera, Madison, Securitas, Allied Universal, SilverSeal","Securitas, Allied Universal, Sera, Madison, SilverSeal: Secruity Guard- Must have valid 8hr,16hr security certificates and your NYS Security Guard license card, Must have your HSD/GED, Must have at least six months of customer service experience, FO2, FO3 preferred, Valid CPR/First Aid certifications required for some positions.","Bronx","Hunts Point Workforce1 Career Center, 1029 E 163rd Street, 3rd Floor, Bronx, NY 10459"
"Hunts Point Workforce1 Career Center","Thursday, March 19, 2020","9:30 AM","9:45 AM","Maintenance Screening","Building Cleaning and Maintenance","Icon Parking, PBM, Cornucopia, We Clean, Fresh Direct, Kent Services","Icon Parking: Parking Lot Attendant - Must have a valid drivers license, Must be about to drive a stick shift, Must be able to work 2 overnight shifts and one weekend PBM: Residential Cleaners - Know how to use the compactor room/ trash room in high rise buildings, Must pass a background check, Have open availability Kent Services: Residential/Commericial Cleaners - Know how to use the compactor room/ trash room in high rise buildings, Must pass a background check, Have open availability Cornucopia: Courier - Must have a smartphone in good condition, Open availability, Able to lift 50lbs, Must be familiar with the MTA We Clean: Housekeeper/Overnight Porter- Must have 6 months hotel experience, Experience cleaning restaurant kitchen, Must pass a background check Fresh Direct: Driver - Must have a valid drivers license, Must be available to work the following shifts: 2pm-12am or 4am-2pm, Have experience driving a box truck  Runner - Must be able to work a flexible shift, Ability to lift a minimum of 50 lbs, Customer service and delivery exp required, Must have a smartphone in good condition","Bronx","Hunts Point Workforce1 Career Center, 1029 E 163rd Street, 3rd Floor, Bronx, NY 10459"
"Hunts Point Workforce1 Career Center","Friday, March 20, 2020","9:30 AM","9:45 AM","Maintenance Screening","Building Cleaning and Maintenance","Icon Parking, PBM, Cornucopia, We Clean, Fresh Direct, Kent Services","Icon Parking: Parking Lot Attendant - Must have a valid drivers license, Must be about to drive a stick shift, Must be able to work 2 overnight shifts and one weekend PBM: Residential Cleaners - Know how to use the compactor room/ trash room in high rise buildings, Must pass a background check, Have open availability Kent Services: Residential/Commericial Cleaners - Know how to use the compactor room/ trash room in high rise buildings, Must pass a background check, Have open availability Cornucopia: Courier - Must have a smartphone in good condition, Open availability, Able to lift 50lbs, Must be familiar with the MTA  We Clean: Housekeeper/Overnight Porter- Must have 6 months hotel experience, Experience cleaning restaurant kitchen, Must pass a background check Fresh Direct: Driver - Must have a valid drivers license, Must be available to work the following shifts: 2pm-12am or 4am-2pm, Have experience driving a box truck  Runner - Must be able to work a flexible shift, Ability to lift a minimum of 50 lbs, Customer service and delivery exp required, Must have a smartphone in good condition","Bronx","Hunts Point Workforce1 Career Center, 1029 E 163rd Street, 3rd Floor, Bronx, NY 10459"
