"borough","neighborhood","building_class_category","tax_class_as_of_final_roll","block","lot","ease_ment","building_class_as_of_final","address","apartment_number","zip_code","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","building_class_at_time_of","sale_price","sale_date","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","census_tract_2020","nta_code"
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1020",,"R4","108 LEONARD STREET, 3L","3L","10013","1","0","1","0","0","1900","2","R4","2660850.00","2019-10-29T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1021",,"R4","108 LEONARD STREET, 4A","4A","10013","1","0","1","0","0","1900","2","R4","3688436.00","2019-08-27T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1024",,"R4","108 LEONARD STREET, 4D","4D","10013","1","0","1","0","0","1900","2","R4","1568584.00","2019-12-12T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1025",,"R4","108 LEONARD STREET, 4E","4E","10013","1","0","1","0","0","1900","2","R4","2371264.00","2019-09-19T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1028",,"R4","108 LEONARD STREET, 4H","4H","10013","1","0","1","0","0","1900","2","R4","3066716.00","2019-11-25T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1029",,"R4","108 LEONARD STREET, 4I","4I","10013","1","0","1","0","0","1900","2","R4","2037302.00","2019-10-30T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1032",,"R4","108 LEONARD STREET, 4L","4L","10013","1","0","1","0","0","1900","2","R4","2760895.00","2019-10-30T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1037",,"R4","108 LEONARD STREET, 5A","5A","10013","1","0","1","0","0","1900","2","R4","3744526.00","2019-08-28T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1040",,"R4","108 LEONARD STREET, 5D","5D","10013","1","0","1","0","0","1900","2","R4","1646870.00","2019-09-20T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1041",,"R4","108 LEONARD STREET, 5E","5E","10013","1","0","1","0","0","1900","2","R4","2471991.00","2019-08-26T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1044",,"R4","108 LEONARD STREET, 5H","5H","10013","1","0","1","0","0","1900","2","R4","3241708.00","2019-11-22T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1045",,"R4","108 LEONARD STREET, 5I","5I","10013","1","0","1","0","0","1900","2","R4","2128269.00","2019-11-07T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1048",,"R4","108 LEONARD STREET, 5L","5L","10013","1","0","1","0","0","1900","2","R4","2685917.00","2019-11-08T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1052",,"R4","108 LEONARD STREET, 6A","6A","10013","1","0","1","0","0","1900","2","R4","3850802.00","2019-09-12T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1056",,"R4","108 LEONARD STREET, 6E","6E","10013","1","0","1","0","0","1900","2","R4","2458159.00","2019-09-26T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1060",,"R4","108 LEONARD STREET, 6I","6I","10013","1","0","1","0","0","1900","2","R4","1988410.00","2019-09-27T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1062",,"R4","108 LEONARD STREET, 6K","6K","10013","1","0","1","0","0","1900","2","R4","1781960.00","2019-09-27T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1068",,"R4","108 LEONARD STREET, 7A","7A","10013","1","0","1","0","0","1900","2","R4","3785717.00","2019-09-18T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1078",,"R4","108 LEONARD STREET, 7K","7K","10013","1","0","1","0","0","1900","2","R4","1777091.00","2019-11-08T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1079",,"R4","108 LEONARD STREET, 7L","7L","10013","1","0","1","0","0","1900","2","R4","2610932.00","2019-10-02T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1088",,"R4","108 LEONARD STREET, 8E","8E","10013","1","0","1","0","0","1900","2","R4","2609630.00","2019-11-15T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1095",,"R4","108 LEONARD STREET, 8L","8L","10013","1","0","1","0","0","1900","2","R4","2896627.00","2019-09-09T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1104",,"R4","108 LEONARD STREET, 9E","9E","10013","1","0","1","0","0","1900","2","R4","2524867.00","2019-09-12T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1111",,"R4","108 LEONARD STREET, 9L","9L","10013","1","0","1","0","0","1900","2","R4","2828387.00","2019-10-01T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","173","1025",,"R4","66 LEONARD STREET, 7A","7A","10013","1","0","1","0","0",,"2","R4","3860000.00","2019-07-24T00:00:00.000","40.717549","-74.005523","101","1","33","1001877","1001737501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","173","1030",,"R4","66 LEONARD STREET, 8B","8B","10013","1","0","1","0","0",,"2","R4","4000000.00","2019-10-28T00:00:00.000","40.717549","-74.005523","101","1","33","1001877","1001737501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","173","1112",,"R4","93 WORTH STREET, 206","206","10013","1","0","1","0","0","1924","2","R4","930000.00","2019-04-03T00:00:00.000","40.716407","-74.004783","101","1","33","1001883","1001737504","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","173","1112",,"R4","93 WORTH STREET, 206","206","10013","1","0","1","0","0","1924","2","R4","997000.00","2019-06-24T00:00:00.000","40.716407","-74.004783","101","1","33","1001883","1001737504","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","173","1131",,"R4","93 WORTH STREET, 403","403","10013","1","0","1","0","0","1924","2","R4","1480000.00","2019-12-27T00:00:00.000","40.716407","-74.004783","101","1","33","1001883","1001737504","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","173","1139",,"R4","93 WORTH STREET, 411","411","10013","1","0","1","0","0","1924","2","R4","1100000.00","2019-12-31T00:00:00.000","40.716407","-74.004783","101","1","33","1001883","1001737504","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","173","1143",,"R4","93 WORTH STREET, 503","503","10013","1","0","1","0","0","1924","2","R4","0.00","2019-05-03T00:00:00.000","40.716407","-74.004783","101","1","33","1001883","1001737504","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","173","1153",,"R4","93 WORTH STREET, 606","606","10013","1","0","1","0","0","1924","2","R4","1189000.00","2019-02-06T00:00:00.000","40.716407","-74.004783","101","1","33","1001883","1001737504","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","173","1204",,"R4","73 WORTH STREET, 2C","2C","10013","1","0","1","0","0",,"2","R4","3675000.00","2019-02-07T00:00:00.000","40.716778","-74.005584","101","1","33","1079275","1001737502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","173","1208",,"R4","73 WORTH STREET, 3A","3A","10013","1","0","1","0","0",,"2","R4","4100000.00","2019-03-26T00:00:00.000","40.716778","-74.005584","101","1","33","1079275","1001737502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","173","1318",,"R4","78 LEONARD STREET, 2G","2G","10013","1","0","1","0","0","1920","2","R4","1777000.00","2019-08-08T00:00:00.000","40.717338","-74.005061","101","1","33","1001874","1001737503","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1402",,"R4","67 FRANKLIN STREET, 2A","2A","10013","1","0","1","0","0","1915","2","R4","5170000.00","2019-05-21T00:00:00.000","40.717483","-74.003633","101","1","33","1001905","1001747505","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1403",,"R4","67 FRANKLIN STREET, 2B","2B","10013","1","0","1","0","0","1915","2","R4","4475000.00","2019-04-29T00:00:00.000","40.717483","-74.003633","101","1","33","1001905","1001747505","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1404",,"R4","67 FRANKLIN STREET, 2C","2C","10013","1","0","1","0","0","1915","2","R4","4300000.00","2019-06-27T00:00:00.000","40.717483","-74.003633","101","1","33","1001905","1001747505","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1405",,"R4","67 FRANKLIN STREET, 2D","2D","10013","1","0","1","0","0","1915","2","R4","5575000.00","2019-06-24T00:00:00.000","40.717483","-74.003633","101","1","33","1001905","1001747505","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1409",,"R4","67 FRANKLIN STREET, 4D","4D","10013","1","0","1","0","0","1915","2","R4","7079588.00","2019-04-25T00:00:00.000","40.717483","-74.003633","101","1","33","1001905","1001747505","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1411",,"R4","67 FRANKLIN STREET, 6B","6B","10013","1","0","1","0","0","1915","2","R4","7900000.00","2019-05-10T00:00:00.000","40.717483","-74.003633","101","1","33","1001905","1001747505","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1502",,"R4","91 LEONARD STREET, 2A","2A","10013","1","0","1","0","0","2018","2","R4","1654656.00","2019-08-26T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1503",,"R4","91 LEONARD STREET, 2B","2B","10013","1","0","1","0","0","2018","2","R4","1556090.00","2019-09-13T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1504",,"R4","91 LEONARD STREET, 2C","2C","10013","1","0","1","0","0","2018","2","R4","3268200.00","2019-09-13T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1505",,"R4","91 LEONARD STREET, 2D","2D","10013","1","0","1","0","0","2018","2","R4","2497971.00","2019-10-22T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1506",,"R4","91 LEONARD STREET, 2E","2E","10013","1","0","1","0","0","2018","2","R4","3375000.00","2019-08-21T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1507",,"R4","91 LEONARD STREET, 3A","3A","10013","1","0","1","0","0","2018","2","R4","1591728.00","2019-08-26T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1508",,"R4","91 LEONARD STREET, 3B","3B","10013","1","0","1","0","0","2018","2","R4","1464447.00","2019-10-31T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1509",,"R4","91 LEONARD STREET, 3C","3C","10013","1","0","1","0","0","2018","2","R4","2574340.00","2019-10-01T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1510",,"R4","91 LEONARD STREET, 3D","3D","10013","1","0","1","0","0","2018","2","R4","1276071.00","2019-08-30T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1511",,"R4","91 LEONARD STREET, 3F","3F","10013","1","0","1","0","0","2018","2","R4","869993.00","2019-08-16T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1513",,"R4","91 LEONARD STREET, 3H","3H","10013","1","0","1","0","0","2018","2","R4","1474630.00","2019-08-27T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1514",,"R4","91 LEONARD STREET, 4A","4A","10013","1","0","1","0","0","2018","2","R4","2391856.00","2019-10-11T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1515",,"R4","91 LEONARD STREET, 4B","4B","10013","1","0","1","0","0","2018","2","R4","1607002.00","2019-10-22T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1516",,"R4","91 LEONARD STREET, 4C","4C","10013","1","0","1","0","0","2018","2","R4","2500000.00","2019-11-04T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1517",,"R4","91 LEONARD STREET, 4D","4D","10013","1","0","1","0","0","2018","2","R4","838223.00","2019-09-27T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1518",,"R4","91 LEONARD STREET, 4E","4E","10013","1","0","1","0","0","2018","2","R4","1505177.00","2019-09-20T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1519",,"R4","91 LEONARD STREET, 4F","4F","10013","1","0","1","0","0","2018","2","R4","1200000.00","2019-08-23T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1523",,"R4","91 LEONARD STREET, 5B","5B","10013","1","0","1","0","0","2018","2","R4","1515360.00","2019-09-19T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1524",,"R4","91 LEONARD STREET, 5C","5C","10013","1","0","1","0","0","2018","2","R4","2660891.00","2019-09-12T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1525",,"R4","91 LEONARD STREET, 5D","5D","10013","1","0","1","0","0","2018","2","R4","790162.00","2019-09-11T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1526",,"R4","91 LEONARD STREET, 5E","5E","10013","1","0","1","0","0","2018","2","R4","1413535.00","2019-09-26T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1527",,"R4","91 LEONARD STREET, 5F","5F","10013","1","0","1","0","0","2018","2","R4","1235341.00","2019-09-16T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1530",,"R4","91 LEONARD STREET, 6A","6A","10013","1","0","1","0","0","2018","2","R4","2628200.00","2019-10-11T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1531",,"R4","91 LEONARD STREET, 6B","6B","10013","1","0","1","0","0","2018","2","R4","1500086.00","2019-09-27T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1533",,"R4","91 LEONARD STREET, 6D","6D","10013","1","0","1","0","0","2018","2","R4","819488.00","2019-10-11T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1534",,"R4","91 LEONARD STREET, 6E","6E","10013","1","0","1","0","0","2018","2","R4","1398261.00","2019-09-23T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1535",,"R4","91 LEONARD STREET, 6F","6F","10013","1","0","1","0","0","2018","2","R4","1277904.00","2019-10-28T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","174","1537",,"R4","91 LEONARD STREET, 6H","6H","10013","1","0","1","0","0","2018","2","R4","1479721.00","2019-10-23T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
