"the_geom","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","location","borough","date_insta","point_x","point_y","femafldz","femafldt","hrcevac","ntaname"
"POINT (-73.86708399984644 40.87323100066396)","2","Bronx","212","12","83","36","15","White Plains Road and Rosewood Street","Bronx","2022-05-10T00:00:00.000","-73.867084","40.873231","X","AREA OF MINIMAL FLOOD HAZARD",,"Williamsbridge-Olinville"
"POINT (-73.90776500015882 40.823815000695326)","2","Bronx","203","17","79","32","15","Eagle Avenue and East 163 Street","Bronx","2022-03-29T00:00:00.000","-73.907765","40.823815","X","AREA OF MINIMAL FLOOD HAZARD",,"Morrisania"
"POINT (-73.97684700052369 40.62908600118406)","3","Brooklyn","314","44","48","22","9","McDonald Avenue and Lawrence Avenue","Brooklyn","2023-04-06T00:00:00.000","-73.976847","40.629086","X","AREA OF MINIMAL FLOOD HAZARD",,"Flatbush (West)-Ditmas Park-Parkville"
"POINT (-73.97230799958305 40.647948000929844)","3","Brooklyn","307","39","44","20","10","Caton Avenue and East   8 Street","Brooklyn","2018-09-11T00:00:00.000","-73.972308","40.647948","X","AREA OF MINIMAL FLOOD HAZARD",,"Windsor Terrace-South Slope"
"POINT (-74.10055099959966 40.61346200089618)","5","Staten Island","501","49","63","24","11","Clove Road and Foote Avenue","Staten Island","2023-02-10T00:00:00.000","-74.100551","40.613462","X","AREA OF MINIMAL FLOOD HAZARD",,"West New Brighton-Silver Lake-Grymes Hill"
"POINT (-73.94744999944186 40.61939000084377)","3","Brooklyn","314","45","41","22","9","Avenue M and East  28 Street","Brooklyn","2021-04-30T00:00:00.000","-73.94745","40.61939","X","AREA OF MINIMAL FLOOD HAZARD","5","Midwood"
"POINT (-73.98710400003971 40.69613100131977)","3","Brooklyn","302","33","52","26","7","Tillary Street and Jay Street","Brooklyn","2021-10-10T00:00:00.000","-73.987104","40.696131","X","AREA OF MINIMAL FLOOD HAZARD",,"Downtown Brooklyn-DUMBO-Boerum Hill"
"POINT (-73.86915199967152 40.76101500055493)","4","Queens","403","21","35","13","14","31 Avenue and 100th Street","Queens","2020-10-15T00:00:00.000","-73.869152","40.761015","X","AREA OF MINIMAL FLOOD HAZARD",,"East Elmhurst"
"POINT (-74.02380200046132 40.61216700078817)","3","Brooklyn","310","43","46","26","11","7 Avenue and 1000' South of 92 Street (Poly Prep)","Brooklyn","2022-10-03T00:00:00.000","-74.023802","40.612167","X","AREA OF MINIMAL FLOOD HAZARD",,"Bay Ridge"
"POINT (-73.93260800057293 40.74478200128072)","4","Queens","402","26","37","12","7","Queens Boulevard and  32 Place","Queens","2020-07-21T00:00:00.000","-73.932608","40.744782","X","AREA OF MINIMAL FLOOD HAZARD",,"Sunnyside"
"POINT (-74.11701199950292 40.62452400069227)","5","Staten Island","501","49","61","24","11","Clove Road and Martling Avenue","Staten Island","2023-05-11T00:00:00.000","-74.117012","40.624524","X","AREA OF MINIMAL FLOOD HAZARD",,"West New Brighton-Silver Lake-Grymes Hill"
"POINT (-73.73530300021191 40.718499000501886)","4","Queens","413","23","33","11","3","Jamaica Avenue and Springfield Boulevard","Queens","2016-10-11T00:00:00.000","-73.735303","40.718499","X","AREA OF MINIMAL FLOOD HAZARD",,"Queens Village"
"POINT (-73.86522200009198 40.67538800137173)","3","Brooklyn","305","42","60","19","7","South Conduit Bouldvard and Grant Avenue","Brooklyn","2022-02-15T00:00:00.000","-73.865222","40.675388","X","AREA OF MINIMAL FLOOD HAZARD","5","East New York-City Line"
"POINT (-73.90920300040182 40.83304700127322)","2","Bronx","204","16","77","32","15","Webster Avenue and North of East 168 Street","Bronx","2019-02-28T00:00:00.000","-73.909203","40.833047","X","AREA OF MINIMAL FLOOD HAZARD","6","Concourse-Concourse Village"
"POINT (-73.84022499970438 40.85214100105242)","2","Bronx","211","13","82","34","14","Marconi Street and Hutchinson Metro Center Entrance / Exit","Bronx","2022-11-03T00:00:00.000","-73.840225","40.852141","AE",,"2","Hutchinson Metro Center"
"POINT (-73.87465800010824 40.822103000691904)","2","Bronx","209","18","85","29","14","Story Avenue and Bruckner Plaza Mall","Bronx","2017-05-17T00:00:00.000","-73.874658","40.822103","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","4","Soundview-Bruckner-Bronx River"
"POINT (-73.88728800025724 40.83813600090221)","2","Bronx","203","17","79","32","15","Southern Boulevard and Crotona Park East","Bronx","2023-05-26T00:00:00.000","-73.887288","40.838136","X","AREA OF MINIMAL FLOOD HAZARD",,"Crotona Park East"
"POINT (-73.9485229994507 40.744659001129165)","4","Queens","402","26","37","59","7","Jackson Avenue and  21 Street","Queens","2019-06-30T00:00:00.000","-73.948523","40.744659","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","3","Long Island City-Hunters Point"
"POINT (-74.12513299967695 40.62710400085286)","5","Staten Island","501","49","61","23","11","Forest Avenue and Manor Road","Staten Island","2023-05-11T00:00:00.000","-74.125133","40.627104","X","AREA OF MINIMAL FLOOD HAZARD",,"Port Richmond"
"POINT (-73.85513200016597 40.836059000502495)","2","Bronx","209","18","87","34","14","Olmstead Avenue and Starling Avenue","Bronx","2022-06-01T00:00:00.000","-73.855132","40.836059","X","AREA OF MINIMAL FLOOD HAZARD","6","Parkchester"
"POINT (-73.91406999946064 40.694060000754575)","3","Brooklyn","304","37","54","18","7","Wilson Avenue and Madison Street","Brooklyn","2021-03-02T00:00:00.000","-73.91407","40.69406","X","AREA OF MINIMAL FLOOD HAZARD",,"Bushwick (East)"
"POINT (-73.92018399996032 40.62864300096685)","3","Brooklyn","318","46","59","21","8","Avenue J and East  58 Street","Brooklyn","2022-10-26T00:00:00.000","-73.920184","40.628643","X","AREA OF MINIMAL FLOOD HAZARD","3","Flatlands"
"POINT (-73.89557800013947 40.84785500063266)","2","Bronx","206","15","86","32","15","3rd Avenue and East 178 Street","Bronx","2019-07-19T00:00:00.000","-73.895578","40.847855","X","AREA OF MINIMAL FLOOD HAZARD",,"Tremont"
"POINT (-73.91039999966671 40.75493000053608)","4","Queens","401","26","34","12","7","Broadway and  49th Street and  51st Street (Midblock)","Queens","2021-03-16T00:00:00.000","-73.9104","40.75493","X","AREA OF MINIMAL FLOOD HAZARD",,"Astoria (East)-Woodside (North)"
"POINT (-73.9762519996007 40.74002600067412)","1","Manhattan","106","2","74","59","12","1  Avenue and East  28 Street","Manhattan","2018-11-10T00:00:00.000","-73.976252","40.740026","X","AREA OF MINIMAL FLOOD HAZARD","5","Murray Hill-Kips Bay"
"POINT (-73.82713800030098 40.761651000778784)","4","Queens","407","20","40","16","6","Union Street and  38 Avenue","Queens","2023-05-18T00:00:00.000","-73.827138","40.761651","X","AREA OF MINIMAL FLOOD HAZARD",,"Flushing-Willets Point"
"POINT (-74.12489299975968 40.63172900087835)","5","Staten Island","501","49","61","23","11","Clove Road with Post Avenue and Cary Avenue","Staten Island","2023-03-28T00:00:00.000","-74.124893","40.631729","X","AREA OF MINIMAL FLOOD HAZARD","4","Port Richmond"
"POINT (-73.96428800028421 40.66583400065631)","3","Brooklyn","355","35","44","20","10","Flatbush Avenue and Prospect Park Zoo","Brooklyn","2019-01-30T00:00:00.000","-73.964288","40.665834","X","AREA OF MINIMAL FLOOD HAZARD",,"Prospect Park"
"POINT (-73.92783499996928 40.69780900058657)","3","Brooklyn","304","34","53","18","7","Myrtle Avenue and Hart Street","Brooklyn","2022-10-18T00:00:00.000","-73.927835","40.697809","X","AREA OF MINIMAL FLOOD HAZARD",,"Bushwick (West)"
"POINT (-73.9811650001717 40.7843550011205)","1","Manhattan","107","6","67","47","12","West End Avenue and West  79 Street","Manhattan","2020-02-24T00:00:00.000","-73.981165","40.784355","X","AREA OF MINIMAL FLOOD HAZARD",,"Upper West Side (Central)"
"POINT (-74.01061299940838 40.72798500104215)","1","Manhattan","102","3","66","27","10","West Street and 400' South of West Houston Street","Manhattan","2023-06-30T00:00:00.000","-74.010613","40.727985","AE",,"1","SoHo-Little Italy-Hudson Square"
"POINT (-73.92768900038533 40.675673000490356)","3","Brooklyn","308","36","56","20","9","Rochester Avenue and Dean Street","Brooklyn","2016-11-17T00:00:00.000","-73.927689","40.675673","X","AREA OF MINIMAL FLOOD HAZARD",,"Crown Heights (North)"
"POINT (-73.96553100033766 40.681418000815206)","3","Brooklyn","302","35","57","25","7","Atlantic Avenue and Waverly Avenue","Brooklyn","2020-08-25T00:00:00.000","-73.965531","40.681418","X","AREA OF MINIMAL FLOOD HAZARD",,"Clinton Hill"
"POINT (-73.89323099997503 40.648399000810564)","3","Brooklyn","318","46","60","19","8","Flatlands Avenue and East 107 Street","Brooklyn","2014-07-17T00:00:00.000","-73.893231","40.648399","X","AREA OF MINIMAL FLOOD HAZARD","3","Canarsie"
"POINT (-73.96370099987857 40.6273710006664)","3","Brooklyn","314","45","48","21","9","Avenue I and East  13 Street","Brooklyn","2019-12-13T00:00:00.000","-73.963701","40.627371","X","AREA OF MINIMAL FLOOD HAZARD",,"Midwood"
"POINT (-74.10793299962798 40.58370400077864)","5","Staten Island","502","50","64","24","11","Richmond Road and Hunter Avenue","Staten Island","2023-03-09T00:00:00.000","-74.107933","40.583704","X","AREA OF MINIMAL FLOOD HAZARD",,"Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights"
"POINT (-73.99689000057343 40.64426000052476)","3","Brooklyn","312","38","51","17","10","9 Avenue and  42 Street","Brooklyn","2021-11-04T00:00:00.000","-73.99689","40.64426","X","AREA OF MINIMAL FLOOD HAZARD",,"Sunset Park (East)-Borough Park (West)"
"POINT (-73.97943899966172 40.73558900081062)","1","Manhattan","106","2","74","59","12","1  Avenue and East  21 Street","Manhattan","2017-06-17T00:00:00.000","-73.979439","40.735589","X","AREA OF MINIMAL FLOOD HAZARD","4","Gramercy"
"POINT (-73.86112700043871 40.83356700096566)","2","Bronx","209","18","87","34","14","Hugh Grant Circle with Metropolitan Avenue, Cross Bronx Expwy N S/R, and Westchester Ave WB","Bronx","2022-09-06T00:00:00.000","-73.861127","40.833567","X","AREA OF MINIMAL FLOOD HAZARD","5","Parkchester"
"POINT (-73.86295800037311 40.896340000665084)","2","Bronx","212","11","81","36","15","Webster Avenue and Bronx River Parkways S/B Exit","Bronx","2022-08-21T00:00:00.000","-73.862958","40.89634","X","AREA OF MINIMAL FLOOD HAZARD",,"Wakefield-Woodlawn"
"POINT (-74.15577699980858 40.61792300070335)","5","Staten Island","501","49","63","23","11","Richmond Avenue and Deppe Place","Staten Island","2023-01-20T00:00:00.000","-74.155777","40.617923","X","AREA OF MINIMAL FLOOD HAZARD",,"Mariner's Harbor-Arlington-Graniteville"
"POINT (-73.86335100035065 40.67935100109176)","3","Brooklyn","305","37","54","19","7","101 Avenue and Drew Street","Queens","2023-06-02T00:00:00.000","-73.863351","40.679351","X","AREA OF MINIMAL FLOOD HAZARD","4","East New York-City Line"
"POINT (-73.97408799946473 40.76394900093738)","1","Manhattan","105","4","75","28","12","West  58 Street and Grand Army Plaza","Manhattan","2014-07-20T00:00:00.000","-73.974088","40.763949","X","AREA OF MINIMAL FLOOD HAZARD",,"Midtown-Times Square"
"POINT (-74.08500499978639 40.61271700114263)","5","Staten Island","501","49","61","23","11","Targee Street and Ellington Street","Staten Island","2023-04-13T00:00:00.000","-74.085005","40.612717","X","AREA OF MINIMAL FLOOD HAZARD",,"Rosebank-Shore Acres-Park Hill"
"POINT (-74.00429800006462 40.724858000915745)","1","Manhattan","102","3","66","27","10","6 Avenue between Spring Street and Broome Street (midblock)","Manhattan","2017-01-26T00:00:00.000","-74.004298","40.724858","X","AREA OF MINIMAL FLOOD HAZARD","4","SoHo-Little Italy-Hudson Square"
"POINT (-73.97709999958624 40.72183500115306)","1","Manhattan","103","2","65","27","10","Avenue D and East 5 Street","Manhattan","2023-01-27T00:00:00.000","-73.9771","40.721835","X","AREA OF MINIMAL FLOOD HAZARD","2","East Village"
"POINT (-73.99737099948194 40.59622600110109)","3","Brooklyn","311","47","47","17","11","Cropsey Avenue and Bay  32 Street","Brooklyn","2016-01-04T00:00:00.000","-73.997371","40.596226","X","AREA OF MINIMAL FLOOD HAZARD","4","Gravesend (West)"
"POINT (-73.84554699995539 40.844989000508555)","2","Bronx","211","13","82","34","14","Eastchester Road and Jarrett Place","Bronx","2020-10-14T00:00:00.000","-73.845547","40.844989","X","AREA OF MINIMAL FLOOD HAZARD",,"Westchester Square"
"POINT (-73.93873900020962 40.795685001057144)","1","Manhattan","111","8","68","29","13","2 Avenue and East 114 Street","Manhattan","2016-11-09T00:00:00.000","-73.938739","40.795685","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","3","East Harlem (North)"
"POINT (-73.91310599943078 40.888326001360184)","2","Bronx","208","11","81","33","15","Independence Avenue and West 237 Street","Bronx","2023-02-21T00:00:00.000","-73.913106","40.888326","X","AREA OF MINIMAL FLOOD HAZARD",,"Riverdale-Spuyten Duyvil"
"POINT (-73.95974099965537 40.66335000057744)","3","Brooklyn","309","40","43","20","9","Empire Boulevard and McKeever Place","Brooklyn","2020-02-12T00:00:00.000","-73.959741","40.66335","X","AREA OF MINIMAL FLOOD HAZARD",,"Prospect Lefferts Gardens-Wingate"
"POINT (-73.88932300049757 40.68682500073107)","4","Queens","405","30","38","18","7","Vernon Place and Highland Reservoir Park Lot","Queens","2023-04-04T00:00:00.000","-73.889323","40.686825","X","AREA OF MINIMAL FLOOD HAZARD",,"Highland Park-Cypress Hills Cemeteries (North)"
"POINT (-73.75579900025657 40.747332001351566)","4","Queens","411","23","25","11","6","Springfield Boulevard and  64 Avenue","Queens","2022-10-05T00:00:00.000","-73.755799","40.747332","X","AREA OF MINIMAL FLOOD HAZARD",,"Oakland Gardens-Hollis Hills"
"POINT (-73.93725300036506 40.83559800125632)","1","Manhattan","112","10","72","31","13","Edgecombe Avenue and West 163 Street","Manhattan","2023-06-29T00:00:00.000","-73.937253","40.835598","X","AREA OF MINIMAL FLOOD HAZARD",,"Highbridge Park"
"POINT (-73.92155000043671 40.7168000005687)","4","Queens","405","30","37","12","7","Grand Avenue and  47 Street","Queens","2021-06-25T00:00:00.000","-73.92155","40.7168","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2","Maspeth"
"POINT (-73.86970200009505 40.73549700100662)","4","Queens","404","25","39","13","6","57 Avenue and  92 Street","Queens","2023-03-27T00:00:00.000","-73.869702","40.735497","X","AREA OF MINIMAL FLOOD HAZARD","6","Elmhurst"
"POINT (-74.15016099988839 40.55076800104849)","5","Staten Island","503","51","64","24","11","Amboy Road with Giffords Lane and Brown Avenue","Staten Island","2023-06-08T00:00:00.000","-74.150161","40.550768","X","AREA OF MINIMAL FLOOD HAZARD",,"Great Kills-Eltingville"
"POINT (-74.19300999993283 40.53432600103008)","5","Staten Island","503","51","62","24","11","Huguenot Avenue and Drumgoole Road East","Staten Island","2022-11-16T00:00:00.000","-74.19301","40.534326","X","AREA OF MINIMAL FLOOD HAZARD",,"Annadale-Huguenot-Prince's Bay-Woodrow"
"POINT (-73.92983399969562 40.82672400050397)","2","Bronx","204","8","84","29","15","East 157 Street with East 153 Street and Garage Entrance/Exit","Bronx","2023-05-17T00:00:00.000","-73.929834","40.826724","X","AREA OF MINIMAL FLOOD HAZARD","5","Yankee Stadium-Macombs Dam Park"
"POINT (-73.99486000012156 40.714222001313566)","1","Manhattan","103","1","65","27","10","Division Street and Market Street","Manhattan","2022-09-02T00:00:00.000","-73.99486","40.714222","X","AREA OF MINIMAL FLOOD HAZARD",,"Chinatown-Two Bridges"
"POINT (-73.98105600044333 40.645753000916976)","3","Brooklyn","312","39","44","17","9","Dahill Road and  12 Avenue","Brooklyn","2021-05-21T00:00:00.000","-73.981056","40.645753","X","AREA OF MINIMAL FLOOD HAZARD",,"Kensington"
"POINT (-73.96697999975541 40.8075970008592)","1","Manhattan","109","7","69","30","13","Riverside Drive and West 114 Street","Manhattan","2022-10-13T00:00:00.000","-73.96698","40.807597","X","AREA OF MINIMAL FLOOD HAZARD",,"Morningside Heights"
"POINT (-74.16047699948678 40.626529001356545)","5","Staten Island","501","49","61","23","11","Forest Avenue and Harbor Road","Staten Island","2022-05-18T00:00:00.000","-74.160477","40.626529","X","AREA OF MINIMAL FLOOD HAZARD","4","Mariner's Harbor-Arlington-Graniteville"
"POINT (-73.91194999993817 40.84320500128603)","2","Bronx","204","14","77","32","15","Grand Concourse and Mount Eden Avenue East","Bronx","2023-03-07T00:00:00.000","-73.91195","40.843205","X","AREA OF MINIMAL FLOOD HAZARD",,"Mount Eden-Claremont (West)"
"POINT (-73.88387600012544 40.74339800107445)","4","Queens","404","25","39","13","6","Broadway with Pettit Avenue and 81 Street","Queens","2022-08-19T00:00:00.000","-73.883876","40.743398","X","AREA OF MINIMAL FLOOD HAZARD",,"Elmhurst"
"POINT (-74.09158199972157 40.62654500136192)","5","Staten Island","501","49","63","24","11","Victory Boulevard and Eddy Street","Staten Island","2014-09-04T00:00:00.000","-74.091582","40.626545","X","AREA OF MINIMAL FLOOD HAZARD",,"West New Brighton-Silver Lake-Grymes Hill"
"POINT (-73.85215199942293 40.694133000739946)","4","Queens","409","32","38","15","7","Woodhaven Boulevard and  86 Drive East Leg","Queens","2018-10-23T00:00:00.000","-73.852152","40.694133","X","AREA OF MINIMAL FLOOD HAZARD",,"Woodhaven"
"POINT (-73.93482300017104 40.6795880008547)","3","Brooklyn","303","36","56","20","8","Fulton Street and Troy Avenue","Brooklyn","2022-06-01T00:00:00.000","-73.934823","40.679588","X","AREA OF MINIMAL FLOOD HAZARD",,"Bedford-Stuyvesant (East)"
"POINT (-74.17242600036597 40.62748000101565)","5","Staten Island","501","49","63","23","11","Forest Avenue and Home Depot West Entrance and Exit","Staten Island","2022-08-06T00:00:00.000","-74.172426","40.62748","X","AREA OF MINIMAL FLOOD HAZARD","2","Mariner's Harbor-Arlington-Graniteville"
"POINT (-73.95398199977565 40.62352100123997)","3","Brooklyn","314","45","42","22","9","Avenue K and East  22 Street","Brooklyn","2022-02-02T00:00:00.000","-73.953982","40.623521","X","AREA OF MINIMAL FLOOD HAZARD","6","Midwood"
"POINT (-73.79129299998674 40.75274600136009)","4","Queens","411","20","25","16","6","Hollis Court Boulevard and 189 Street / 46 Road","Queens","2021-06-16T00:00:00.000","-73.791293","40.752746","X","AREA OF MINIMAL FLOOD HAZARD",,"Auburndale"
"POINT (-73.97099899962508 40.8009680007025)","1","Manhattan","107","6","69","30","12","Riverside Drive and West 104 Street","Manhattan","2023-05-31T00:00:00.000","-73.970999","40.800968","X","AREA OF MINIMAL FLOOD HAZARD",,"Upper West Side-Manhattan Valley"
"POINT (-73.91149000018801 40.84733500113319)","2","Bronx","205","14","77","33","15","East 175 Street and Townsend Avenue","Bronx","2019-09-17T00:00:00.000","-73.91149","40.847335","X","AREA OF MINIMAL FLOOD HAZARD",,"Mount Hope"
