"bldg_id","boro_id","block","lot","housenumber","streetname","borough","vacateagency","vacatenumber","vacatecode","vacatereason","monthlyrelocationtotal","month","year","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"855154","3","1703","39","859","HERKIMER STREET","Brooklyn","HPD","1285/22","CEV","ILLEGAL DWELLING UNITS","1670.55","4","2023","11233","40.678299","-73.924891","3","36","299","3390063","3017030039","Bedford-Stuyvesant (East)"
"502255","4","1102","16","24-24","92 STREET","Queens","HPD","1432/22","CEV","ILLEGAL DWELLING UNITS","4425","3","2023","11369","40.765265","-73.877665","3","22","347","4024194","4011020016","East Elmhurst"
"53671","2","3000","10","1474","BRYANT AVENUE","Bronx","HPD","0456/22","CEV","ESSENTIAL SERVICES","875.78","4","2022","10460","40.832175","-73.887667","3","17","157","2010847","2030000010","Crotona Park East"
"104814","2","3948","22","1538","PURDY STREET","Bronx","DOB","1468/21","BDV","ILLEGAL DWELLING UNITS","1334.87","4","2022","10462","40.837256","-73.853399","9","18","222","2041238","2039480022","Parkchester"
"875513","2","5348","32","2700","LATTING STREET","Bronx","HPD","1380/21","CEV","ILLEGAL DWELLING UNITS","1950","1","2022","10461","40.837929","-73.837398","10","13","194","2073490","2053480032","Throgs Neck-Schuylerville"
"362546","3","1442","5","221","ROCKAWAY AVENUE","Brooklyn","DOB","1318/22","BDV","STRUCTURAL","4167.97","12","2022","11233","40.675059","-73.911037","16","37","36501","3038724","3014420005","Ocean Hill"
"643009","4","2293","35","50-17","CELTIC AVENUE","Queens","HPD","1096/22","CEV","ILLEGAL DWELLING UNITS","1775.48","7","2023","11377","40.737423","-73.92227","2","26","187","4053122","4022930035","Sunnyside"
"80640","2","3802","14","2012","GLEASON AVENUE","Bronx","DOB","1747/22","BDV","ILLEGAL DWELLING UNITS","437.89","12","2022","10472","40.831161","-73.856675","9","18","78","2026193","2038020014","Castle Hill-Unionport"
"999420","2","5582","122","350","BALCOM AVENUE","Bronx","HPD","1390/22","CEV","ILLEGAL DWELLING UNITS","2015","5","2023","10465","40.817471","-73.823604","10","13","144","2102294","2055820122","Throgs Neck-Schuylerville"
"81497","2","3206","60","2119","GRAND AVENUE","Bronx","DOB","1182/22","BDV","ILLEGAL DWELLING UNITS","5250.38","11","2022","10453","40.855617","-73.907936","5","14","251","2014479","2032060060","University Heights (South)-Morris Heights"
"276649","3","7957","8","525","EAST 78 STREET","Brooklyn","HPD","1373/22","CEV","ILLEGAL DWELLING UNITS","439","1","2023","11236","40.638359","-73.919009","18","45","950","3222450","3079570008","Canarsie"
"290539","3","4281","17","659","EUCLID AVENUE","Brooklyn","HPD","1697/22","CEV","ILLEGAL DWELLING UNITS","1585","1","2023","11208","40.67067","-73.870755","5","42","120801","3095994","3042810017","East New York-City Line"
"865129","4","10172","11","108-25","164 STREET","Queens","HPD","0308/22","CEV","ILLEGAL DWELLING UNITS","1950","6","2022","11433","40.696407","-73.790047","12","27","258","4532388","4101720011","South Jamaica"
"69262","2","4668","76","736","EAST 221 STREET","Bronx","HPD","0581/22","CEV","ILLEGAL DWELLING UNITS","437.89","5","2022","10467","40.884606","-73.860864","12","12","396","2058148","2046680076","Williamsbridge-Olinville"
"170113","3","6208","18","2144","73 STREET","Brooklyn","HPD","0307/22","CEV","ILLEGAL DWELLING UNITS","1820","4","2023","11204","40.610044","-73.987333","11","43","268","3159255","3062080018","Bensonhurst"
"491983","4","9630","24","134-06","86 ROAD","Queens","DOB","0714/23","BDV","ILLEGAL DWELLING UNITS","437.89","5","2023","11418","40.705556","-73.821249","9","29","21602","4206440","4096300024","Kew Gardens"
"523393","4","1755","2","34-03","111 STREET","Queens","DOB","1675/21","BDV","ILLEGAL DWELLING UNITS","4575","8","2022","11368","40.756248","-73.857692","3","21","381","4043762","4017550002","North Corona"
"53981","2","4578","22","1052","BURKE AVENUE","Bronx","DOB","0669/23","BDV","ILLEGAL DWELLING UNITS","2200.4","7","2023","10469","40.871257","-73.857334","12","12","344","2055901","2045780022","Pelham Gardens"
"116670","2","3219","199","2477","UNIVERSITY AVENUE","Bronx","DOB","1470/22","BDV","ILLEGAL DWELLING UNITS","1395","5","2023","10468","40.86478","-73.903672","7","14","263","2014817","2032190199","University Heights (North)-Fordham"
"69075","2","4678","63","844","EAST 220 STREET","Bronx","DOB","1718/21","BDV","ILLEGAL DWELLING UNITS","2015","7","2023","10467","40.882867","-73.858007","12","12","396","2058547","2046780063","Williamsbridge-Olinville"
"61017","2","3355","101","3344","DECATUR AVENUE","Bronx","HPD","1550/21","CEV","ILLEGAL DWELLING UNITS","2655","3","2023","10467","40.877541","-73.872931","7","11","42902","2018608","2033550101","Norwood"
"71530","2","4878","8","1065","EAST 231 STREET","Bronx","DOB","1577/21","BDV","ILLEGAL DWELLING UNITS","1906.33","6","2022","10466","40.888756","-73.847763","12","12","424","2065273","2048780008","Wakefield-Woodlawn"
"597987","4","10967","152","111-18","209 STREET","Queens","HPD","1282/22","CEV","ILLEGAL DWELLING UNITS","2185","1","2023","11429","40.705689","-73.747425","13","27","512","4235004","4109670152","Queens Village"
"523393","4","1755","2","34-03","111 STREET","Queens","DOB","1675/21","BDV","ILLEGAL DWELLING UNITS","2250","1","2023","11368","40.756248","-73.857692","3","21","381","4043762","4017550002","North Corona"
"448577","4","2329","27","48-08","59 PLACE","Queens","HPD","1559/21","CEV","ILLEGAL DWELLING UNITS","3741.04","5","2023","11377","40.738426","-73.905547","2","26","245","4053778","4023290027","Woodside"
"116696","2","3248","25","2730","UNIVERSITY AVENUE","Bronx","DOB","1695/22","BDV","ILLEGAL DWELLING UNITS","437.89","11","2022","10468","40.869605","-73.900013","8","14","26701","2015253","2032480025","Kingsbridge Heights-Van Cortlandt Village"
"502255","4","1102","16","24-24","92 STREET","Queens","HPD","1432/22","CEV","ILLEGAL DWELLING UNITS","437.89","10","2022","11369","40.765265","-73.877665","3","22","347","4024194","4011020016","East Elmhurst"
"573960","4","12344","357","115-17","169 STREET","Queens","DOB","1339/21","BDV","ILLEGAL DWELLING UNITS","1950","6","2023","11434","40.688848","-73.779509","12","27","280","4267367","4123440357","Baisley Park"
"116670","2","3219","199","2477","UNIVERSITY AVENUE","Bronx","DOB","1470/22","BDV","ILLEGAL DWELLING UNITS","2655","3","2023","10468","40.86478","-73.903672","7","14","263","2014817","2032190199","University Heights (North)-Fordham"
"837769","3","3538","101","131","BLAKE AVENUE","Brooklyn","HPD","0137/22","CEV","ESSENTIAL SERVICES","437.89","2","2022","11212","40.664865","-73.914882","16","41","902","3388271","3035380101","Brownsville"
"347221","3","7584","19","1439","OCEAN AVENUE","Brooklyn","DOB","0541/22","BDV","STRUCTURAL","2700","8","2022","11230","40.627013","-73.956626","14","45","762","3206619","3075840019","Midwood"
"71899","2","4977","60","1049","EAST 233 STREET","Bronx","DOB","1032/22","BDV","ILLEGAL DWELLING UNITS","2326.72","11","2022","10466","40.890064","-73.846884","12","12","426","2067285","2049770060","Eastchester-Edenwald-Baychester"
"103789","2","4070","121","2531","POPLAR STREET","Bronx","DOB","1387/22","BDV","ILLEGAL DWELLING UNITS","2111.67","3","2023","10461","40.844082","-73.849151","11","13","256","2093102","2040700121","Morris Park"
"657069","4","5123","51","134-40","FRANKLIN AVENUE","Queens","DOB","0503/23","BDV","STRUCTURAL","875.78","3","2023","11355","40.753621","-73.829505","7","20","79702","4445336","4051230051","Flushing-Willets Point"
"282383","3","4612","63","129","EAST 93 STREET","Brooklyn","DOB","1403/22","BDV","ILLEGAL DWELLING UNITS","5493.49","12","2022","11212","40.661796","-73.9262","17","41","884","3099981","3046120063","East Flatbush-Remsen Village"
"536608","4","12218","17","150-24","123 AVENUE","Queens","DOB","0626/22","BDV","ILLEGAL DWELLING UNITS","2325","3","2023","11434","40.676058","-73.790158","12","28","28801","4265357","4122180017","Baisley Park"
"250497","3","7550","30","819","EAST 22 STREET","Brooklyn","HPD","0158/23","CEV","ESSENTIAL SERVICES","5928.58","5","2023","11210","40.632412","-73.955646","14","45","772","3205760","3075500030","Flatbush"
"309270","3","4814","82","315","HAWTHORNE STREET","Brooklyn","DOB","1403/21","BDV","ILLEGAL DWELLING UNITS","1120","2","2022","11225","40.657895","-73.949606","9","40","804","3107310","3048140082","Prospect Lefferts Gardens-Wingate"
"450828","4","1161","7","32-49","60 STREET","Queens","DOB","1746/21","BDV","ILLEGAL DWELLING UNITS","1950","8","2022","11377","40.754878","-73.902304","1","25","297","4026134","4011610007","Astoria (East)-Woodside (North)"
"344601","3","4122","10","155","NICHOLS AVENUE","Brooklyn","DOB","1447/21","BDV","ILLEGAL DWELLING UNITS","7145.94","9","2022","11208","40.687003","-73.869234","5","37","118202","3091889","3041220010","Cypress Hills"
"38348","1","1831","53","240","WEST 116 STREET","Manhattan","HPD","0079/22","CEV","STRUCTURAL","2015","12","2022","10026","40.803915","-73.954192","10","9","218","1081574","1018310053","Harlem (South)"
"683481","4","12358","10","119-39","GUY R BREWER BOULEVARD","Queens","HPD","0295/22","CEV","ILLEGAL DWELLING UNITS","1829.05","1","2023","11434","40.681484","-73.781372","12","28","284","4441436","4123580010","Baisley Park"
"77378","2","2766","134","636","FAILE STREET","Bronx","DOB","0484/23","BDV","ILLEGAL DWELLING UNITS","1761.79","5","2023","10474","40.81315","-73.886117","2","17","9301","2006724","2027660134","Hunts Point"
"511396","4","9406","35","104-03","101 AVENUE","Queens","DOB","1697/21","BDV","ILLEGAL DWELLING UNITS","1950","6","2022","11416","40.686289","-73.838915","9","29","116","4197776","4094060035","Ozone Park (North)"
"702372","4","9450","53","94-32","VAN WYCK EXPRESSWAY SR WEST","Queens","DOB","0841/22","BDV","ILLEGAL DWELLING UNITS","1290","10","2022","11419","40.696799","-73.81375","9","29","152","4199464","4094500053","South Richmond Hill"
"342118","3","7005","9","3506","NEPTUNE AVENUE","Brooklyn","DOB","1755/22","BDV","ILLEGAL DWELLING UNITS","3870","4","2023","11224","40.577091","-74.001307","13","47","328","3188715","3070050009","Coney Island-Sea Gate"
"215900","3","3461","30","1488","BUSHWICK AVENUE","Brooklyn","HPD","0011/23","CEV","ILLEGAL DWELLING UNITS","2865","4","2023","11207","40.683103","-73.906923","4","37","405","3080376","3034610030","Bushwick (East)"
"685370","4","5153","30","137-11","OAK AVENUE","Queens","DOB","0183/23","BDV","ILLEGAL DWELLING UNITS","4500","6","2023","11355","40.747297","-73.816781","7","20","845","4116640","4051530030","East Flushing"
"531422","4","9348","32","91-54","117 STREET","Queens","DOB","1765/22","BDV","ILLEGAL DWELLING UNITS","2015","7","2023","11418","40.694459","-73.830143","9","29","122","4196582","4093480032","Richmond Hill"
"387271","3","5128","17","110","VERONICA PLACE","Brooklyn","HPD","1142/22","CEV","ILLEGAL DWELLING UNITS","455","9","2022","11226","40.647529","-73.952746","17","40","794","3117770","3051280017","East Flatbush-Erasmus"
"612013","4","13494","95","144-48","225 STREET","Queens","DOB","0052/23","BDV","ILLEGAL DWELLING UNITS","437.89","2","2023","11413","40.663814","-73.753445","13","31","680","4287151","4134940095","Springfield Gardens (South)-Brookville"
"530574","4","9305","19","87-34","116 STREET","Queens","DOB","0156/23","BDV","ILLEGAL DWELLING UNITS","437.89","1","2023","11418","40.698676","-73.833115","9","29","122","4195039","4093050019","Richmond Hill"
"573960","4","12344","357","115-17","169 STREET","Queens","DOB","1339/21","BDV","ILLEGAL DWELLING UNITS","3835","3","2023","11434","40.688848","-73.779509","12","27","280","4267367","4123440357","Baisley Park"
"53655","2","2999","24","1452","BRYANT AVENUE","Bronx","DOB","0316/22","BDV","ILLEGAL DWELLING UNITS","6016.82","11","2022","10459","40.831276","-73.888203","3","17","123","2010824","2029990024","Crotona Park East"
"516028","4","9296","61","90-07","104 STREET","Queens","HPD","0060/23","CEV","ILLEGAL DWELLING UNITS","2015","5","2023","11418","40.69281","-73.842271","9","32","12602","4194581","4092960061","Richmond Hill"
"493196","4","9057","40","97-42","86 STREET","Queens","DOB","0693/23","BDV","ILLEGAL DWELLING UNITS","437.89","5","2023","11416","40.68293","-73.854084","9","32","42","4188309","4090570040","Ozone Park (North)"
"53655","2","2999","24","1452","BRYANT AVENUE","Bronx","DOB","0316/22","BDV","ILLEGAL DWELLING UNITS","11903.9","5","2023","10459","40.831276","-73.888203","3","17","123","2010824","2029990024","Crotona Park East"
"269459","3","4724","22","428","EAST 53 STREET","Brooklyn","HPD","0462/22","CEV","ILLEGAL DWELLING UNITS","3965","10","2022","11203","40.649305","-73.927201","17","45","862","3103867","3047240022","East Flatbush-Rugby"
"986873","4","10226","60","170-17","105 AVENUE","Queens","DOB","1411/22","BDV","ILLEGAL DWELLING UNITS","4200","6","2023","11433","40.701614","-73.787091","12","27","440","4607920","4102260060","South Jamaica"
"385420","3","3932","36","52","VAN SICLEN AVENUE","Brooklyn","DOB","0481/23","BDV","STRUCTURAL","5361.41","5","2023","11207","40.679086","-73.891956","5","37","1146","3087453","3039320036","Cypress Hills"
"538598","4","11652","42","114-49","125 STREET","Queens","DOB","0549/22","BDV","ILLEGAL DWELLING UNITS","437.89","4","2022","11420","40.679399","-73.814765","10","28","174","4251540","4116520042","South Ozone Park"
"250426","3","5222","102","589","EAST 22 STREET","Brooklyn","DOB","0554/22","BDV","ILLEGAL DWELLING UNITS","3965","12","2022","11226","40.637932","-73.956691","14","45","51601","3120670","3052220102","Flatbush"
"875513","2","5348","32","2700","LATTING STREET","Bronx","HPD","1380/21","CEV","ILLEGAL DWELLING UNITS","2015","2","2022","10461","40.837929","-73.837398","10","13","194","2073490","2053480032","Throgs Neck-Schuylerville"
"450828","4","1161","7","32-49","60 STREET","Queens","DOB","1746/21","BDV","ILLEGAL DWELLING UNITS","2015","5","2022","11377","40.754878","-73.902304","1","25","297","4026134","4011610007","Astoria (East)-Woodside (North)"
"485333","4","9670","40","138-47","82 DRIVE","Queens","HPD","1159/22","CEV","ILLEGAL DWELLING UNITS","960","11","2022","11435","40.713705","-73.819088","8","24","22001","4206610","4096700040","Jamaica Hills-Briarwood"
"789772","5","536","82","501","VAN DUZER STREET","Staten Island","HPD","1461/22","CEV","ILLEGAL DWELLING UNITS","4425","3","2023","10304","40.627414","-74.082689","1","49","21","5013988","5005360082","Tompkinsville-Stapleton-Clifton-Fox Hills"
"49744","2","3799","53","2063","BLACKROCK AVENUE","Bronx","HPD","1653/21","CEV","ILLEGAL DWELLING UNITS","3130.42","10","2022","10472","40.82848","-73.854676","9","18","78","2026067","2037990053","Castle Hill-Unionport"
"875513","2","5348","32","2700","LATTING STREET","Bronx","HPD","1380/21","CEV","ILLEGAL DWELLING UNITS","2015","12","2022","10461","40.837929","-73.837398","10","13","194","2073490","2053480032","Throgs Neck-Schuylerville"
"103789","2","4070","121","2531","POPLAR STREET","Bronx","DOB","1387/22","BDV","ILLEGAL DWELLING UNITS","1824.3","11","2022","10461","40.844082","-73.849151","11","13","256","2093102","2040700121","Morris Park"
"33955","1","1042","50","346","WEST 52 STREET","Manhattan","HPD","0751/23","CEV","ESSENTIAL SERVICES","2899","7","2023","10019","40.764273","-73.98695","4","3","133","1025215","1010420050","Hell's Kitchen"
"86617","2","3613","43","2226","HOMER AVENUE","Bronx","HPD","0817/22","CEV","ILLEGAL DWELLING UNITS","2083.38","3","2023","10473","40.821985","-73.847662","9","18","90","2022424","2036130043","Castle Hill-Unionport"
"86617","2","3613","43","2226","HOMER AVENUE","Bronx","HPD","0817/22","CEV","ILLEGAL DWELLING UNITS","2049.19","5","2023","10473","40.821985","-73.847662","9","18","90","2022424","2036130043","Castle Hill-Unionport"
"837769","3","3538","101","131","BLAKE AVENUE","Brooklyn","HPD","0137/22","CEV","ESSENTIAL SERVICES","2015","7","2022","11212","40.664865","-73.914882","16","41","902","3388271","3035380101","Brownsville"
"80789","2","3972","17","2354","GLEBE AVENUE","Bronx","HPD","0351/23","CEV","ILLEGAL DWELLING UNITS","437.89","3","2023","10462","40.838217","-73.849869","10","18","202","2041668","2039720017","Westchester Square"
"465247","4","3536","31","60-91","70 AVENUE","Queens","HPD","1640/21","CEV","ESSENTIAL SERVICES","2015","7","2023","11385","40.702458","-73.895701","5","30","583","4085254","4035360031","Ridgewood"
"207925","3","8343","68","1162","BERGEN AVENUE","Brooklyn","DOB","1605/21","BDV","ILLEGAL DWELLING UNITS","1950","8","2022","11234","40.628019","-73.914472","18","46","69601","3235306","3083430068","Marine Park-Mill Basin-Bergen Beach"
"116657","2","3213","1","2412","UNIVERSITY AVENUE","Bronx","DOB","0292/22","BDV","ILLEGAL DWELLING UNITS","260","4","2022","10468","40.863206","-73.904636","7","14","263","2014623","2032130001","University Heights (North)-Fordham"
"65802","2","2800","63","234","EAST 176 STREET","Bronx","DOB","0073/23","BDV","ILLEGAL DWELLING UNITS","805.37","3","2023","10457","40.847457","-73.905298","5","14","22901","2007534","2028000063","Mount Hope"
"855154","3","1703","39","859","HERKIMER STREET","Brooklyn","HPD","1285/22","CEV","ILLEGAL DWELLING UNITS","4525.32","11","2022","11233","40.678299","-73.924891","3","36","299","3390063","3017030039","Bedford-Stuyvesant (East)"
"250426","3","5222","102","589","EAST 22 STREET","Brooklyn","DOB","0554/22","BDV","ILLEGAL DWELLING UNITS","520","3","2023","11226","40.637932","-73.956691","14","40","51601","3120670","3052220102","Flatbush"
