"site","location","sample_date","analysis_date_tthm_g_l_a","result_tthm_g_l_a","lraa_tthm_g_l_a","oel_tthm_g_l_a","analysis_date_haa5_g_l_b","result_haa5_g_l_b","lraa_haa5_g_l_b","oel_haa5_g_l_b"
"39650","SS - IFO 229 N/S E 49th St, 2nd SS W/O 2nd Ave, 12""","2014-11-05T00:00:00.000","2014-11-06T00:00:00.000","36","38","41","2014-11-13T00:00:00.000","29","37","37"
"38250","SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12""","2014-11-05T00:00:00.000","2014-11-06T00:00:00.000","34","38","40","2014-11-13T00:00:00.000","33","41","40"
"37950","SS - IFO 325 N/S E 12th Street, 2nd SS E/O 2nd Ave, 12""","2014-11-05T00:00:00.000","2014-11-06T00:00:00.000","32","36","38","2014-11-13T00:00:00.000","28","35","34"
"33950","SS - N/S E 104th Street, 2nd SS E/O 3rd Avenue, 12""","2014-11-05T00:00:00.000","2014-11-06T00:00:00.000","34","36","39","2014-11-13T00:00:00.000","30","36","36"
"33450","SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12""","2014-11-05T00:00:00.000","2014-11-06T00:00:00.000","38","37","42","2014-11-12T00:00:00.000","30","37","37"
"32350","SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12""","2014-11-05T00:00:00.000","2014-11-06T00:00:00.000","36","39","42","2014-11-11T00:00:00.000","26","32","31"
"31850","SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12""","2014-11-05T00:00:00.000","2014-11-06T00:00:00.000","39","38","42","2014-11-11T00:00:00.000","26","34","32"
"31750","SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12""","2014-11-05T00:00:00.000","2014-11-05T00:00:00.000","39","41","44","2014-11-11T00:00:00.000","27","34","33"
"24350","SS - W/S Brighton 11th Street, 2nd SS S/O Cass Place, 12""","2014-11-05T00:00:00.000","2014-11-05T00:00:00.000","37","37","40","2014-11-11T00:00:00.000","30","34","34"
"15150","SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 20""","2014-11-05T00:00:00.000","2014-11-05T00:00:00.000","27","33","35","2014-11-11T00:00:00.000","26","31","31"
