"title_description","o_c_or_prom","list_title_code","exam_no","list_agency_code","agency_desc","list_div_code","list_est_date","aac_cnt","aol_cnt","dce_cnt","dea_cnt","dlx_cnt","fra_cnt","frh_cnt","fri_cnt","frm_cnt","frp_cnt","ftr_cnt","nfp_cnt","nle_cnt","ova_cnt","rli_cnt","tin_cnt","unf_cnt","appt_cnt","cns_cnt","cns_restored_cnt","elig_restored_cnt"
"PROBATION OFFICER","Open Competitive","51810","9001","000",,,"2019-09-11T00:00:00.000","0","0","0","27","0","0","0","0","0","0","66","0","0","0","0","0","0","28","5","0","6"
"PROCUREMENT ANALYST","Open Competitive","12158","7019","000",,,"2018-08-29T00:00:00.000","0","0","0","48","0","2","0","0","0","0","316","1","0","0","3","0","0","144","0","0","31"
"PROGRAM SPECIALIST (CORRECTION)","Open Competitive","60948","4016","000",,,"2015-05-13T00:00:00.000","0","0","0","4","0","0","0","0","0","0","33","0","0","0","0","0","0","0","0","0","14"
"PROJECT MANAGER INTERN","Open Competitive","22425","6055","000",,,"2017-01-11T00:00:00.000","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","3","0","0","1"
"PSYCHOLOGIST","Open Competitive","52110","8046","000",,,"2019-03-20T00:00:00.000","0","0","0","2","0","0","0","0","0","0","18","0","0","0","0","0","0","1","0","0","2"
"PUBLIC HEALTH NURSE","Open Competitive","51011","4066","000",,,"2017-09-13T00:00:00.000","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"PUBLIC HEALTH SANITARIAN","Open Competitive","31215","6036","000",,,"2016-12-07T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",,,,
"PUBLIC HEALTH SANITARIAN","Open Competitive","31215","8020","000",,,"2019-05-22T00:00:00.000","0","0","0","6","0","1","0","0","0","0","23","0","0","0","0","0","0","75","0","0","0"
"RADIO REPAIR MECHANIC","Open Competitive","90733","7010","000",,,"2018-02-21T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1"
"RAILROAD STOCK WORKER","Open Competitive","12216","7605","000",,,"2018-12-12T00:00:00.000","0","0","0","6","0","0","0","0","8","0","27","0","0","0","0","0","0","29","0","0","7"
"RESEARCH ASSISTANT","Open Competitive","60910","5044","000",,,"2017-02-01T00:00:00.000","0","0","0","4","0","0","0","0","0","0","70","2","0","0","1","0","0","7","0","0","9"
"RESIDENT BUILDINGS SUPERINTENDENT","Promotional","80310","8508","996","N.Y.C. HOUSING AUTHORITY",,"2018-09-05T00:00:00.000","0","0","0","8","0","0","0","0","0","0","16","0","7","0","0","0","0","52","10","6","20"
"REVENUE EQUIPMENT MAINTAINER","Open Competitive","92050","6617","000",,,"2018-04-04T00:00:00.000","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","2"
"REVENUE EQUIPMENT MAINTAINER","Open Competitive","92050","8615","000",,,"2019-10-09T00:00:00.000","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","21","1","0","0"
"SANITATION WORKER","Open Competitive","70112","5001","000",,,"2016-03-16T00:00:00.000","0","0","0","57","0","4","0","0","17","0","340","5","0","0","0","0","0","377","0","0","93"
"SCHOOL COMPUTER TECHNOLOGY SPECIALIST (DOE)","Open Competitive","13613","7045","000",,,"2017-12-27T00:00:00.000","0","0","0","8","0","1","0","0","0","0","122","0","0","0","1","0","0","0","6","1","18"
"SCHOOL SAFETY AGENT","Open Competitive","60817","3325","000",,,"2015-08-19T00:00:00.000","0","0","0","3","0","0","0","1","1","1","5","0","0","0","0","0","0","0","0","0","5"
"SCHOOL SAFETY AGENT","Open Competitive","60817","3326","000",,,"2015-09-09T00:00:00.000","0","0","0","5","0","0","0","3","2","1","2","1","0","0","0","0","0","1","1","0","6"
"SCHOOL SAFETY AGENT","Open Competitive","60817","3327","000",,,"2015-09-10T00:00:00.000","0","0","0","4","0","0","0","4","1","0","3","0","0","0","0","0","0","0","0","0","6"
"SCHOOL SAFETY AGENT","Open Competitive","60817","4301","000",,,"2016-01-06T00:00:00.000","0","0","0","4","0","0","0","4","0","0","3","1","0","0","0","0","0","1","0","0","10"
"SCHOOL SAFETY AGENT","Open Competitive","60817","4307","000",,,"2016-01-07T00:00:00.000","0","0","0","14","0","0","0","6","2","2","7","1","0","0","0","0","0","2","1","0","10"
"SCHOOL SAFETY AGENT","Open Competitive","60817","4314","000",,,"2016-01-08T00:00:00.000","0","0","0","2","0","0","0","3","1","1","1","0","0","0","0","0","0","0","0","0","4"
"SCHOOL SAFETY AGENT","Open Competitive","60817","4321","000",,,"2016-04-27T00:00:00.000","0","0","0","5","0","0","0","4","0","0","3","1","0","0","0","0","0","2","0","0","7"
"SCHOOL SAFETY AGENT","Open Competitive","60817","4325","000",,,"2016-04-28T00:00:00.000","0","0","0","1","0","0","0","5","2","1","9","0","0","0","0","0","0","3","0","0","8"
"SCHOOL SAFETY AGENT","Open Competitive","60817","4330","000",,,"2016-04-29T00:00:00.000","0","0","0","6","0","0","0","5","10","1","12","0","0","0","0","0","0","0","1","0","13"
"SCHOOL SAFETY AGENT","Open Competitive","60817","5303","000",,,"2016-07-20T00:00:00.000","0","0","0","6","0","0","1","6","3","1","7","0","0","0","0","0","0","0","2","0","8"
"SCHOOL SAFETY AGENT","Open Competitive","60817","5307","000",,,"2016-08-17T00:00:00.000","0","0","0","12","0","0","1","18","7","2","10","0","0","0","0","0","0","1","2","0","15"
"SCHOOL SAFETY AGENT","Open Competitive","60817","5312","000",,,"2016-09-14T00:00:00.000","0","0","0","0","0","0","0","5","3","0","2","0","0","0","0","0","0","1","0","0","4"
"SCHOOL SAFETY AGENT","Open Competitive","60817","5318","000",,,"2016-09-15T00:00:00.000","0","0","0","6","0","0","0","7","38","4","4","0","0","0","0","0","0","3","0","0","8"
"SCHOOL SAFETY AGENT","Open Competitive","60817","5322","000",,,"2016-10-05T00:00:00.000","0","0","0","6","0","0","0","11","45","3","6","0","0","0","0","0","0","2","0","0","11"
"SCHOOL SAFETY AGENT","Open Competitive","60817","5327","000",,,"2016-10-06T00:00:00.000","0","0","0","9","0","0","0","1","28","0","11","1","0","0","0","0","0","3","0","0","13"
"SCHOOL SAFETY AGENT","Open Competitive","60817","6302","000",,,"2016-10-19T00:00:00.000","0","0","0","8","0","0","0","11","6","2","6","0","0","0","0","0","0","3","2","0","10"
"SCHOOL SAFETY AGENT","Open Competitive","60817","6306","000",,,"2016-10-20T00:00:00.000","0","0","0","10","0","0","0","1","10","0","5","0","0","0","0","0","0","0","0","0","8"
"SCHOOL SAFETY AGENT","Open Competitive","60817","6312","000",,,"2016-11-23T00:00:00.000","0","0","0","15","0","0","0","18","22","3","9","0","0","0","0","0","0","1","1","0","13"
"SCHOOL SAFETY AGENT","Open Competitive","60817","6318","000",,,"2017-02-01T00:00:00.000","0","0","0","16","0","0","0","16","12","4","12","1","0","0","0","0","0","8","0","0","23"
"SCHOOL SAFETY AGENT","Open Competitive","60817","6323","000",,,"2017-04-05T00:00:00.000","0","0","0","19","0","0","0","15","5","4","9","0","0","0","0","0","0","6","1","0","31"
"SCHOOL SAFETY AGENT","Open Competitive","60817","6328","000",,,"2017-04-06T00:00:00.000","0","0","0","20","0","0","1","19","2","0","7","0","0","0","0","0","0","1","0","0","16"
"SCHOOL SAFETY AGENT","Open Competitive","60817","7302","000",,,"2017-07-19T00:00:00.000","0","0","0","19","0","0","2","23","7","1","12","0","0","0","0","0","0","6","0","0","27"
"SCHOOL SAFETY AGENT","Open Competitive","60817","7304","000",,,"2017-07-20T00:00:00.000","0","0","0","26","0","0","1","21","5","0","13","0","0","0","0","0","0","5","0","0","19"
"SCHOOL SAFETY AGENT","Open Competitive","60817","7306","000",,,"2017-11-22T00:00:00.000","0","0","0","29","0","0","1","20","10","4","10","2","0","0","0","0","0","5","1","0","22"
"SCHOOL SAFETY AGENT","Open Competitive","60817","7309","000",,,"2017-11-24T00:00:00.000","0","0","0","12","0","0","0","14","5","4","8","0","0","0","0","0","0","1","0","0","12"
"SCHOOL SAFETY AGENT","Open Competitive","60817","7312","000",,,"2018-03-07T00:00:00.000","0","0","0","6","0","0","0","4","1","0","6","0","0","0","0","0","0","5","0","0","4"
"SCHOOL SAFETY AGENT","Open Competitive","60817","7314","000",,,"2018-03-08T00:00:00.000","0","0","0","51","0","0","0","48","11","4","17","0","0","0","0","0","0","17","3","0","18"
"SCHOOL SAFETY AGENT","Open Competitive","60817","8305","000",,,"2018-05-16T00:00:00.000","0","0","0","70","0","0","1","67","30","9","20","0","0","0","0","0","0","44","1","0","53"
"SCHOOL SAFETY AGENT","Open Competitive","60817","8312","000",,,"2018-08-29T00:00:00.000","0","0","0","35","0","0","0","22","8","4","22","0","0","0","0","0","0","20","1","0","21"
"SCHOOL SAFETY AGENT","Open Competitive","60817","8323","000",,,"2018-11-28T00:00:00.000","0","0","0","188","0","1","5","80","42","24","385","24","0","0","0","0","0","115","4","0","33"
"SCHOOL SAFETY AGENT","Open Competitive","60817","8332","000",,,"2019-02-20T00:00:00.000","0","0","0","161","0","0","1","68","51","27","441","26","0","0","0","0","0","57","1","0","39"
"SCHOOL SAFETY AGENT","Open Competitive","60817","8335","000",,,"2019-03-13T00:00:00.000","0","0","0","125","0","1","2","49","22","10","281","24","0","0","0","0","0","44","1","0","21"
"SCHOOL SAFETY AGENT","Open Competitive","60817","9322","000",,,"2019-07-31T00:00:00.000","0","0","0","68","0","0","0","3","1","0","0","0","0","0","0","0","0","47","1","0","3"
"SECRETARY","Open Competitive","10252","3040","000",,,"2013-12-24T00:00:00.000","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",,,,
"SECRETARY","Open Competitive","10252","8005","000",,,"2018-11-07T00:00:00.000","0","0","0","101","0","4","0","0","0","0","232","0","0","0","0","0","0","68","0","0","33"
"SENIOR POLICE ADMINISTRATIVE AIDE","Promotional","10147","5510","056","POLICE DEPARTMENT",,"2016-01-13T00:00:00.000","0","3","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","19","0","0","0"
"SENIOR SEWAGE TREATMENT WORKER","Promotional","90767","6512","826","DEPARTMENT OF ENVIRONMENTAL PROTECTION",,"2017-03-29T00:00:00.000","0","0","0","13","0","0","0","0","0","0","0","0","2","0","0","0","0","44","1","1","5"
"SENIOR STATIONARY ENGINEER","Open Competitive","91638","6037","000",,,"2017-11-01T00:00:00.000","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0"
"SENIOR STATIONARY ENGINEER","Promotional","91638","6520","846","DEPARTMENT OF PARKS & RECREATION",,"2017-10-18T00:00:00.000","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1"
"SEWAGE TREATMENT WORKER","Open Competitive","90739","8313","000",,,"2019-01-02T00:00:00.000","0","0","0","17","0","0","0","0","0","0","107","0","0","0","0","0","0","181","17","2","5"
"SEWAGE TREATMENT WORKER","Open Competitive","90739","8327","000",,,"2019-07-17T00:00:00.000","0","0","0","8","0","0","0","0","0","0","28","0","0","0","0","0","0","26","4","4","4"
"SHEET METAL WORKER","Open Competitive","92340","8024","000",,,"2019-06-05T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0"
"SIGNAL MAINTAINER","Open Competitive","91741","7601","000",,,"2018-11-21T00:00:00.000","0","0","0","0","0","0","0","0","0","0","71","0","0","0","0","0","0","18","2","0","1"
"SIGNAL MAINTAINER","Promotional","91741","8718","998","N.Y.C. TRANSIT AUTHORITY",,"2019-04-10T00:00:00.000","0","0","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0"
"SOCIAL WORKER","Open Competitive","52613","8021","000",,,"2018-09-12T00:00:00.000","0","0","0","94","0","12","0","0","0","0","309","0","0","0","0","0","0","67","0","0","95"
"SPECIAL CONSULTANT (MENTAL HEALTH STANDARDS AND SERVICES)","Open Competitive","51001","8048","000",,,"2019-08-07T00:00:00.000","0","0","0","13","0","3","0","0","0","0","207","1","0","0","0","0","0","59","1","0","21"
"SPECIAL OFFICER","Open Competitive","70810","2317","000",,,"2015-03-04T00:00:00.000","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","1"
"SPECIAL OFFICER","Open Competitive","70810","2329","000",,,"2015-06-24T00:00:00.000","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","1"
"SPECIAL OFFICER","Open Competitive","70810","3328","000",,,"2015-10-14T00:00:00.000","0","0","0","0","0","2","0","0","0","0","7","0","0","0","1","0","0","0","0","0","3"
"SPECIAL OFFICER","Open Competitive","70810","3329","000",,,"2016-05-18T00:00:00.000","0","0","0","0","0","0","0","0","0","0","6","0","0","0","1","0","0","0","0","0","2"
"SPECIAL OFFICER","Open Competitive","70810","4308","000",,,"2016-08-24T00:00:00.000","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0",,,,
"SPECIAL OFFICER","Open Competitive","70810","6333","000",,,"2017-02-01T00:00:00.000","0","0","0","3","0","4","0","0","0","0","69","0","0","0","0","0","0","2","0","0","14"
"SPECIAL OFFICER","Open Competitive","70810","6335","000",,,"2018-01-31T00:00:00.000","0","0","0","11","0","10","0","0","0","2","116","2","0","0","0","0","0","15","0","0","26"
"SPECIAL OFFICER","Open Competitive","70810","7316","000",,,"2018-09-12T00:00:00.000","0","0","0","7","0","5","0","0","0","0","94","0","0","0","0","0","0","6","0","0","23"
"SPECIAL OFFICER","Open Competitive","70810","7318","000",,,"2019-05-29T00:00:00.000","0","0","0","20","0","25","0","0","0","0","200","3","0","0","0","0","0","42","0","0","18"
"SPECIAL OFFICER","Open Competitive","70810","8314","000",,,"2019-05-30T00:00:00.000","0","0","0","7","0","4","0","0","0","0","112","8","0","0","0","0","0","36","0","0","3"
"STAFF ANALYST","Open Competitive","12626","5045","000",,,"2016-08-10T00:00:00.000","0","1","0","5","0","2","0","0","0","0","26","0","0","0","0","0","0","1","0","0","10"
"STAFF ANALYST","Open Competitive","12626","9008","000",,,"2019-06-12T00:00:00.000","0","0","0","25","0","6","0","0","0","0","213","0","0","0","0","0","0","117","0","0","20"
"STAFF ANALYST TRAINEE","Open Competitive","12749","4060","000",,,"2015-07-22T00:00:00.000","0","0","0","34","0","0","0","0","0","0","315","4","0","0","0","0","0","27","0","0","19"
"STAFF ANALYST TRAINEE","Open Competitive","12749","8031","000",,,"2019-07-03T00:00:00.000","0","0","0","18","0","0","0","0","0","0","129","0","0","0","0","0","0","70","0","0","12"
"STATION AGENT","Open Competitive","10610","6600","000",,,"2018-12-12T00:00:00.000","0","0","1","12","0","0","0","0","66","0","624","0","0","0","0","0","0","427","43","0","41"
"STATIONARY ENGINEER","Open Competitive","91644","7026","000",,,"2018-04-18T00:00:00.000","0","0","0","17","0","2","0","0","1","0","58","0","0","0","0","0","0","14","0","0","22"
"STATISTICIAN","Open Competitive","40610","7029","000",,,"2017-12-20T00:00:00.000","0","0","0","2","0","0","0","0","0","0","10","1","0","0","0","0","0","0","0","0","6"
"STEAM FITTER","Open Competitive","91925","7032","000",,,"2018-12-19T00:00:00.000","0","0","0","11","0","3","0","0","0","0","68","2","0","0","0","0","0","16","0","0","12"
"STOCK WORKER","Open Competitive","12200","6031","000",,,"2016-11-02T00:00:00.000","0","0","0","20","0","4","0","0","0","0","317","3","0","0","0","0","0","16","0","0","16"
"STRUCTURE MAINTAINER - GROUP A","Open Competitive","92030","6609","000",,,"2018-02-14T00:00:00.000","0","0","0","3","0","0","0","0","18","0","97","0","0","0","0","0","0","56","4","0","8"
"STRUCTURE MAINTAINER - GROUP B","Open Competitive","92245","7602","000",,,"2018-05-16T00:00:00.000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","3"
"STRUCTURE MAINTAINER - GROUP B","Open Competitive","92245","8609","000",,,"2019-08-28T00:00:00.000","0","0","0","3","0","0","0","0","1","0","17","0","0","0","0","0","0","93","4","0","1"
"STRUCTURE MAINTAINER - GROUP C","Open Competitive","92345","4609","000",,,"2015-12-30T00:00:00.000","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","2"
"STRUCTURE MAINTAINER - GROUP C","Open Competitive","92345","6605","000",,,"2017-11-22T00:00:00.000","0","0","0","0","0","0","0","0","1","0","4","0","0","0","0","0","0","2","0","0","2"
"STRUCTURE MAINTAINER - GROUP C","Open Competitive","92345","8605","000",,,"2019-09-11T00:00:00.000","0","0","0","0","0","0","0","0","1","0","7","0","0","0","0","0","0","10","0","0","1"
"STRUCTURE MAINTAINER - GROUP D","Open Competitive","92346","9611","000",,,"2019-10-30T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","23","2","0","0"
"STRUCTURE MAINTAINER - GROUP E","Open Competitive","91930","6613","000",,,"2018-02-07T00:00:00.000","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","5","0","0","3"
"STRUCTURE MAINTAINER - GROUP E","Open Competitive","91930","8604","000",,,"2019-07-10T00:00:00.000","0","0","0","2","0","0","0","0","4","0","11","0","0","0","0","0","0","39","0","0","1"
"STRUCTURE MAINTAINER - GROUP G","Open Competitive","91845","7600","000",,,"2018-05-16T00:00:00.000","0","0","0","0","0","1","0","0","34","0","115","0","0","0","0","0","0","14","0","0","30"
"SUPERVISING EMERGENCY MEDICAL SERVICE SPECIALIST","Promotional","53055","3530","057","FIRE DEPARTMENT",,"2014-04-09T00:00:00.000","0","0","0","7","0","0","0","0","0","0","0","0","11","0","0","0","0","26","1","0","0"
"SUPERVISING EMERGENCY MEDICAL SERVICE SPECIALIST","Promotional","53055","7523","057","FIRE DEPARTMENT",,"2019-04-24T00:00:00.000","0","0","0","33","0","0","0","0","0","0","7","0","6","0","0","0","0","0","9","1","13"
"SUPERVISING FIRE ALARM DISPATCHER","Promotional","71060","7524","057","FIRE DEPARTMENT",,"2017-11-29T00:00:00.000","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0"
"SUPERVISING FIRE MARSHAL (UNIFORMED)","Promotional","70393","5538","057","FIRE DEPARTMENT",,"2016-10-12T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","11","1","0","0"
"SUPERVISING POLICE COMMUNICATIONS TECHNICIAN","Promotional","71013","5539","056","POLICE DEPARTMENT",,"2016-04-13T00:00:00.000","0","1","0","3","0","0","0","0","0","0","0","0","3","0","0","0","0","11","3","0","1"
"SUPERVISING SPECIAL OFFICER","Promotional","70817","5512","069","HRA/DEPARTMENT OF SOCIAL SERVICES",,"2016-03-02T00:00:00.000","0","0","0","1","0","0","0","0","0","0","1","0","3","0","0","0","0","4","0","0","2"
"SUPERVISING SPECIAL OFFICER","Promotional","70817","5512","901","DISTRICT ATTORNEY-NEW YORK COUNTY",,"2016-03-02T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",,,,
"SUPERVISING SPECIAL OFFICER","Promotional","70817","8519","067","ADMINISTRATION FOR CHILDREN'S SERVICES",,"2019-02-06T00:00:00.000","0","0","0","5","0","0","0","0","0","0","2","0","1","0","0","0","0","5","1","0","3"
"SUPERVISING SPECIAL OFFICER","Promotional","70817","8519","071","DEPARTMENT OF HOMELESS SERVICES",,"2019-02-06T00:00:00.000","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","5","0","0","1"
"SUPERVISOR (SANITATION)","Promotional","70150","4509","827","DEPARTMENT OF SANITATION",,"2014-12-03T00:00:00.000","0","1","0","40","0","0","0","0","0","0","0","0","6","0","0","0","0","105","27","0","5"
"SUPERVISOR (STATIONS)","Promotional","91899","6719","998","N.Y.C. TRANSIT AUTHORITY",,"2018-03-21T00:00:00.000","0","0","0","2","0","0","0","0","0","0","4","0","0","0","0","0","0","6","2","0","4"
"SUPERVISOR (WATER AND SEWER SYSTEMS)","Promotional","91308","7525","826","DEPARTMENT OF ENVIRONMENTAL PROTECTION",,"2018-02-21T00:00:00.000","0","0","0","3","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","2"
"SUPERVISOR (WATERSHED MAINTENANCE)","Promotional","91314","7506","826","DEPARTMENT OF ENVIRONMENTAL PROTECTION",,"2017-08-16T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","2"
